Orthogroup	Species	Pdam	Orthologs
OG0000704	Nvec	pdam_00012077-RA	NV2t017741001.1
OG0000704	Nvec	pdam_00012072-RA	NV2t017740001.1
OG0000704	Nvec	pdam_00008597-RA	NV2t018505001.1, NV2t018502001.1, NV2t018502002.1, NV2t018502003.1
OG0000706	Hsap	pdam_00005882-RA, pdam_00018710-RA, pdam_00007013-RA	CO5A3_HUMAN, COBA2_HUMAN, CO5A1_HUMAN, COBA1_HUMAN
OG0000706	Mmus	pdam_00005882-RA, pdam_00018710-RA, pdam_00007013-RA	COBA2_MOUSE, CO5A1_MOUSE, COBA1_MOUSE
OG0000706	Nvec	pdam_00005882-RA, pdam_00018710-RA	NV2t024535001.1, NV2t024535002.1
OG0000706	Nvec	pdam_00007013-RA	NV2t024375002.1
OG0000707	Hsap	pdam_00023747-RA, pdam_00017754-RA, pdam_00017757-RA, pdam_00017753-RA, pdam_00017755-RA, pdam_00017756-RA, pdam_00020730-RA	TSEAR_HUMAN
OG0000707	Mmus	pdam_00023747-RA, pdam_00017754-RA, pdam_00017757-RA, pdam_00017753-RA, pdam_00017755-RA, pdam_00017756-RA, pdam_00020730-RA	TSEAR_MOUSE
OG0000707	Nvec	pdam_00023747-RA, pdam_00017754-RA, pdam_00017757-RA, pdam_00017753-RA, pdam_00017755-RA, pdam_00017756-RA, pdam_00020730-RA	NV2t014293001.1, NV2t014293002.1, NV2t014293003.1, NV2t014293004.1
OG0000708	Hsap	pdam_00018248-RA	LGI2_HUMAN, LGI3_HUMAN, LGI4_HUMAN, LGI1_HUMAN
OG0000708	Mmus	pdam_00018248-RA	LGI2_MOUSE, LGI3_MOUSE, LGI4_MOUSE, LGI1_MOUSE
OG0000708	Nvec	pdam_00018248-RA	NV2t008102001.1, NV2t008104001.1, NV2t008096001.1, NV2t008096002.1
OG0000709	Hsap	pdam_00001146-RA, pdam_00001147-RA, pdam_00001144-RA	S6A17_HUMAN, S6A15_HUMAN
OG0000709	Mmus	pdam_00001146-RA, pdam_00001147-RA, pdam_00001144-RA	S6A17_MOUSE, S6A15_MOUSE
OG0000709	Nvec	pdam_00001147-RA	NV2t014816001.1, NV2t014816004.1, NV2t014816002.1, NV2t014816003.1, NV2t014565001.1
OG0000709	Nvec	pdam_00001144-RA	NV2t014564001.1
OG0000710	Mmus	pdam_00004375-RA, pdam_00023526-RA, pdam_00004371-RA	NEDD8_MOUSE
OG0000710	Hsap	pdam_00004375-RA, pdam_00023526-RA, pdam_00004371-RA	NEDD8_HUMAN
OG0000710	Nvec	pdam_00023526-RA	NV2t025304001.1, NV2t025304002.1, NV2t025310001.1, NV2t025310002.1
OG0000710	Nvec	pdam_00004371-RA	NV2t025307001.1
OG0000711	Hsap	pdam_00017444-RA	PLCD4_HUMAN, PLCD3_HUMAN, PLCD1_HUMAN
OG0000711	Mmus	pdam_00017444-RA	PLCD4_MOUSE, PLCD3_MOUSE, PLCD1_MOUSE
OG0000711	Nvec	pdam_00017444-RA	NV2t000206005.1, NV2t000206006.1, NV2t000206001.1, NV2t000206002.1, NV2t000206003.1, NV2t000206004.1
OG0000712	Hsap	pdam_00009726-RA, pdam_00001266-RA, pdam_00019336-RA, pdam_00016557-RA, pdam_00016558-RA, pdam_00009886-RA, pdam_00010072-RA, pdam_00010071-RA	ARSB_HUMAN
OG0000712	Mmus	pdam_00009726-RA, pdam_00001266-RA, pdam_00019336-RA, pdam_00016557-RA, pdam_00016558-RA, pdam_00009886-RA, pdam_00010072-RA, pdam_00010071-RA	ARSB_MOUSE
OG0000712	Nvec	pdam_00001266-RA	NV2t021837001.1, NV2t021839001.1
OG0000712	Nvec	pdam_00019336-RA, pdam_00016557-RA, pdam_00016558-RA, pdam_00009886-RA, pdam_00010072-RA, pdam_00010071-RA	NV2t006142001.1
OG0000713	Hsap	pdam_00010805-RA, pdam_00010807-RA, pdam_00009166-RA, pdam_00003307-RA	KCRM_HUMAN, KCRB_HUMAN
OG0000713	Mmus	pdam_00010805-RA, pdam_00010807-RA, pdam_00009166-RA, pdam_00003307-RA	KCRM_MOUSE, KCRB_MOUSE
OG0000713	Nvec	pdam_00010805-RA, pdam_00010807-RA	NV2t000637001.1
OG0000713	Nvec	pdam_00009166-RA	NV2t010663001.1, NV2t010663002.1
OG0000713	Nvec	pdam_00003307-RA	NV2t001961001.1
OG0000715	Mmus	pdam_00000781-RA, pdam_00007193-RA, pdam_00017547-RA, pdam_00010967-RA, pdam_00004099-RA, pdam_00004098-RA, pdam_00006693-RA, pdam_00016367-RA, pdam_00005240-RA	CHSTB_MOUSE
OG0000715	Hsap	pdam_00000781-RA, pdam_00007193-RA, pdam_00017547-RA, pdam_00010967-RA, pdam_00004099-RA, pdam_00004098-RA, pdam_00006693-RA, pdam_00016367-RA, pdam_00005240-RA	CHSTD_HUMAN, CHSTB_HUMAN
OG0000715	Nvec	pdam_00000781-RA, pdam_00007193-RA, pdam_00017547-RA, pdam_00010967-RA, pdam_00004099-RA, pdam_00004098-RA, pdam_00006693-RA, pdam_00016367-RA, pdam_00005240-RA	NV2t013095001.1
OG0000716	Hsap	pdam_00005435-RA, pdam_00005437-RA	ABCA5_HUMAN, ABCA9_HUMAN, ABCA8_HUMAN, ABCAA_HUMAN, ABCA6_HUMAN
OG0000716	Mmus	pdam_00005435-RA, pdam_00005437-RA	ABCA5_MOUSE, ABCA9_MOUSE, ABC8A_MOUSE, ABC8B_MOUSE, ABCA6_MOUSE
OG0000716	Nvec	pdam_00005435-RA, pdam_00005437-RA	NV2t019595001.1
OG0000717	Hsap	pdam_00009465-RA, pdam_00009469-RA, pdam_00009474-RA	ACSL5_HUMAN, ACSL6_HUMAN, ACSL1_HUMAN
OG0000717	Mmus	pdam_00009465-RA, pdam_00009469-RA, pdam_00009474-RA	ACSL5_MOUSE, ACSL6_MOUSE, ACSL1_MOUSE
OG0000717	Nvec	pdam_00009465-RA	NV2t006174001.1, NV2t006174002.1
OG0000717	Nvec	pdam_00009469-RA, pdam_00009474-RA	NV2t005629001.1, NV2t005629002.1
OG0000718	Hsap	pdam_00019515-RA, pdam_00022046-RA	ADHX_HUMAN, ADH4_HUMAN, ADH7_HUMAN, ADH1A_HUMAN, ADH1B_HUMAN, ADH1G_HUMAN
OG0000718	Mmus	pdam_00019515-RA, pdam_00022046-RA	ADHX_MOUSE, ADH4_MOUSE, ADH7_MOUSE, ADH1_MOUSE
OG0000718	Nvec	pdam_00019515-RA, pdam_00022046-RA	NV2t006091001.1
OG0000719	Hsap	pdam_00016239-RA, pdam_00015397-RA	XDH_HUMAN, AOXA_HUMAN
OG0000719	Mmus	pdam_00016239-RA, pdam_00015397-RA	XDH_MOUSE, AOXB_MOUSE, AOXC_MOUSE, AOXD_MOUSE, AOXA_MOUSE
OG0000719	Nvec	pdam_00016239-RA, pdam_00015397-RA	NV2t005925001.1, NV2t019719002.1, NV2t019719003.1, NV2t019719001.1
OG0000720	Hsap	pdam_00011946-RA	ARAP1_HUMAN, ARAP3_HUMAN, ARAP2_HUMAN
OG0000720	Mmus	pdam_00011946-RA	ARAP1_MOUSE, ARAP3_MOUSE, ARAP2_MOUSE
OG0000720	Nvec	pdam_00011946-RA	NV2t003542005.1, NV2t003542002.1, NV2t003542003.1, NV2t003542006.1, NV2t003542001.1, NV2t003542004.1
OG0000721	Hsap	pdam_00015160-RA, pdam_00003145-RA, pdam_00015165-RA, pdam_00015168-RA	ARRD3_HUMAN, ARRD2_HUMAN, TXNIP_HUMAN, ARRD4_HUMAN
OG0000721	Mmus	pdam_00015160-RA, pdam_00003145-RA, pdam_00015165-RA, pdam_00015168-RA	ARRD3_MOUSE, ARRD2_MOUSE, TXNIP_MOUSE, ARRD4_MOUSE
OG0000721	Nvec	pdam_00015160-RA, pdam_00003145-RA, pdam_00015165-RA, pdam_00015168-RA	NV2t014930001.1
OG0000722	Hsap	pdam_00024410-RA, pdam_00000248-RA, pdam_00017671-RA	ASGL1_HUMAN
OG0000722	Mmus	pdam_00024410-RA, pdam_00000248-RA, pdam_00017671-RA	ASGL1_MOUSE
OG0000722	Nvec	pdam_00024410-RA, pdam_00000248-RA, pdam_00017671-RA	NV2t004346001.1, NV2t004346002.1, NV2t004351001.1, NV2t004351003.1, NV2t004351002.1, NV2t004351004.1, NV2t004351006.1, NV2t004351005.1
OG0000723	Hsap	pdam_00001774-RA	AT1B1_HUMAN, AT1B3_HUMAN, AT1B2_HUMAN, AT1B4_HUMAN, ATP4B_HUMAN
OG0000723	Mmus	pdam_00001774-RA	AT1B1_MOUSE, AT1B3_MOUSE, AT1B2_MOUSE, AT1B4_MOUSE, ATP4B_MOUSE
OG0000723	Nvec	pdam_00001774-RA	NV2t021372001.1, NV2t021372002.1
OG0000724	Hsap	pdam_00006613-RA	AT2A3_HUMAN, AT2A1_HUMAN, AT2A2_HUMAN
OG0000724	Mmus	pdam_00006613-RA	AT2A3_MOUSE, AT2A1_MOUSE, AT2A2_MOUSE
OG0000724	Nvec	pdam_00006613-RA	NV2t016458002.1, NV2t016458001.1, NV2t016458003.1, NV2t016458006.1, NV2t016458004.1, NV2t016458007.1
OG0000725	Hsap	pdam_00009122-RA, pdam_00016567-RA	C27C1_HUMAN, CP27A_HUMAN, CP27B_HUMAN
OG0000725	Mmus	pdam_00009122-RA, pdam_00016567-RA	CP27A_MOUSE, CP27B_MOUSE
OG0000725	Nvec	pdam_00009122-RA	NV2t004481001.1, NV2t004481002.1, NV2t004482001.1, NV2t004482002.1, NV2t004482003.1
OG0000725	Nvec	pdam_00016567-RA	NV2t016230001.1
OG0000728	Hsap	pdam_00004761-RA, pdam_00004765-RA	TSP3_HUMAN, TSP4_HUMAN, COMP_HUMAN
OG0000728	Mmus	pdam_00004761-RA, pdam_00004765-RA	TSP3_MOUSE, TSP4_MOUSE, COMP_MOUSE
OG0000728	Nvec	pdam_00004761-RA	NV2t023886001.1, NV2t023886003.1, NV2t023886002.1
OG0000728	Nvec	pdam_00004765-RA	NV2t023884001.1, NV2t023884002.1
OG0000729	Hsap	pdam_00020230-RA, pdam_00020229-RA, pdam_00020232-RA, pdam_00018382-RA	CRSPL_HUMAN, PI15_HUMAN, CRLD1_HUMAN, CRLD2_HUMAN
OG0000729	Mmus	pdam_00020230-RA, pdam_00020229-RA, pdam_00020232-RA, pdam_00018382-RA	CRSPL_MOUSE, PI15_MOUSE, CRLD1_MOUSE, CRLD2_MOUSE
OG0000729	Nvec	pdam_00020230-RA, pdam_00020229-RA, pdam_00020232-RA, pdam_00018382-RA	NV2t017288001.1
OG0000730	Hsap	pdam_00000648-RA, pdam_00000647-RA, pdam_00000650-RA, pdam_00000649-RA	CRX_HUMAN, OTX1_HUMAN, OTX2_HUMAN
OG0000730	Mmus	pdam_00000648-RA, pdam_00000647-RA, pdam_00000650-RA, pdam_00000649-RA	CRX_MOUSE, OTX1_MOUSE, OTX2_MOUSE
OG0000730	Nvec	pdam_00000648-RA	NV2t012795001.1
OG0000730	Nvec	pdam_00000647-RA	NV2t012799001.1
OG0000730	Nvec	pdam_00000650-RA, pdam_00000649-RA	NV2t012793001.1
OG0000732	Hsap	pdam_00003580-RA	CSEN_HUMAN, KCIP1_HUMAN, KCIP4_HUMAN
OG0000732	Mmus	pdam_00003580-RA	CSEN_MOUSE, KCIP1_MOUSE, KCIP4_MOUSE
OG0000732	Nvec	pdam_00003580-RA	NV2t017620001.1, NV2t017620002.1, NV2t017620006.1, NV2t017620003.1, NV2t017620004.1, NV2t017620005.1
OG0000733	Mmus	pdam_00022094-RA, pdam_00005321-RA, pdam_00005322-RA, pdam_00011271-RA, pdam_00011270-RA, pdam_00000970-RA	DHB1_MOUSE
OG0000733	Hsap	pdam_00022094-RA, pdam_00005321-RA, pdam_00005322-RA, pdam_00011271-RA, pdam_00011270-RA, pdam_00000970-RA	RDH8_HUMAN, DHB1_HUMAN
OG0000733	Nvec	pdam_00022094-RA	NV2t021934001.1, NV2t024071001.1
OG0000733	Nvec	pdam_00005321-RA, pdam_00005322-RA, pdam_00011271-RA, pdam_00011270-RA, pdam_00000970-RA	NV2t017685001.1, NV2t017687001.1
OG0000734	Hsap	pdam_00016941-RA, pdam_00014595-RA	ECE1_HUMAN, ECE2_HUMAN, EFCE2_HUMAN
OG0000734	Mmus	pdam_00016941-RA, pdam_00014595-RA	ECE1_MOUSE, ECE2_MOUSE, EFCE2_MOUSE
OG0000734	Nvec	pdam_00016941-RA	NV2t014230001.1
OG0000734	Nvec	pdam_00014595-RA	NV2t013259001.1, NV2t013259004.1, NV2t013259002.1, NV2t013259003.1
OG0000735	Hsap	pdam_00023039-RA, pdam_00005262-RA	EGLN1_HUMAN, EGLN2_HUMAN, EGLN3_HUMAN
OG0000735	Mmus	pdam_00023039-RA, pdam_00005262-RA	EGLN1_MOUSE, EGLN2_MOUSE, EGLN3_MOUSE
OG0000735	Nvec	pdam_00023039-RA, pdam_00005262-RA	NV2t008424001.1, NV2t008424003.1, NV2t008424005.1, NV2t008424002.1, NV2t008424004.1
OG0000736	Hsap	pdam_00006392-RA, pdam_00022989-RA	ETS1_HUMAN, ETS2_HUMAN
OG0000736	Mmus	pdam_00006392-RA, pdam_00022989-RA	ETS1_MOUSE, ETS2_MOUSE
OG0000736	Nvec	pdam_00006392-RA, pdam_00022989-RA	NV2t021858005.1, NV2t021858002.1, NV2t021858003.1, NV2t021858006.1, NV2t021858007.1, NV2t021858001.1, NV2t021858004.1
OG0000737	Mmus	pdam_00012972-RA, pdam_00015851-RA, pdam_00015853-RA, pdam_00015852-RA, pdam_00006675-RA	FRRS1_MOUSE
OG0000737	Hsap	pdam_00012972-RA, pdam_00015851-RA, pdam_00015853-RA, pdam_00015852-RA, pdam_00006675-RA	RELD1_HUMAN, FRRS1_HUMAN
OG0000737	Nvec	pdam_00012972-RA, pdam_00015851-RA	NV2t000027001.1
OG0000737	Nvec	pdam_00015853-RA, pdam_00015852-RA, pdam_00006675-RA	NV2t000021002.1, NV2t000021001.1, NV2t000021003.1
OG0000738	Mmus	pdam_00006372-RA	GTR3_MOUSE, GLUT4_MOUSE, GTR1_MOUSE
OG0000738	Hsap	pdam_00006372-RA	GTR14_HUMAN, GTR3_HUMAN, GLUT4_HUMAN, GTR1_HUMAN
OG0000738	Nvec	pdam_00006372-RA	NV2t010462001.1, NV2t013781001.1, NV2t013781002.1, NV2t013781005.1, NV2t013781004.1
OG0000739	Mmus	pdam_00013959-RA	GON4L_MOUSE
OG0000739	Hsap	pdam_00013959-RA	GON4L_HUMAN, YYAP1_HUMAN
OG0000739	Nvec	pdam_00013959-RA	NV2t022880006.1, NV2t022878001.1, NV2t022878002.1, NV2t022880002.1, NV2t022877001.1, NV2t022880005.1, NV2t022880004.1, NV2t022880001.1, NV2t022880003.1
OG0000740	Hsap	pdam_00011144-RA, pdam_00000009-RA, pdam_00011702-RA, pdam_00010164-RA, pdam_00011143-RA, pdam_00011141-RA, pdam_00011142-RA	GP157_HUMAN
OG0000740	Mmus	pdam_00011144-RA, pdam_00000009-RA, pdam_00011702-RA, pdam_00010164-RA, pdam_00011143-RA, pdam_00011141-RA, pdam_00011142-RA	GP157_MOUSE
OG0000740	Nvec	pdam_00011144-RA, pdam_00000009-RA, pdam_00011702-RA	NV2t008562002.1, NV2t008562001.1, NV2t008562003.1
OG0000740	Nvec	pdam_00010164-RA, pdam_00011143-RA, pdam_00011141-RA, pdam_00011142-RA	NV2t016862001.1
OG0000742	Hsap	pdam_00016549-RA, pdam_00016553-RA, pdam_00016552-RA, pdam_00021213-RA, pdam_00006534-RA, pdam_00016486-RA	HNMT_HUMAN
OG0000742	Mmus	pdam_00016549-RA, pdam_00016553-RA, pdam_00016552-RA, pdam_00021213-RA, pdam_00006534-RA, pdam_00016486-RA	HNMT_MOUSE
OG0000742	Nvec	pdam_00016549-RA, pdam_00016553-RA, pdam_00016552-RA, pdam_00021213-RA, pdam_00006534-RA, pdam_00016486-RA	NV2t010104001.1, NV2t010105001.1, NV2t014181001.1, NV2t022647001.1, NV2t025617001.1
OG0000743	Hsap	pdam_00019217-RA	KANK3_HUMAN, KANK4_HUMAN, KANK2_HUMAN
OG0000743	Mmus	pdam_00019217-RA	KANK3_MOUSE, KANK4_MOUSE, KANK2_MOUSE
OG0000743	Nvec	pdam_00019217-RA	NV2t001053003.1, NV2t001053005.1, NV2t001053001.1, NV2t001053004.1, NV2t001053002.1, NV2t001053006.1
OG0000744	Hsap	pdam_00004023-RA	KS6A1_HUMAN, KS6A2_HUMAN, KS6A3_HUMAN, KS6A6_HUMAN
OG0000744	Mmus	pdam_00004023-RA	KS6A1_MOUSE, KS6A2_MOUSE, KS6A3_MOUSE, KS6A6_MOUSE
OG0000744	Nvec	pdam_00004023-RA	NV2t009417004.1, NV2t009417001.1, NV2t009417002.1, NV2t009417003.1
OG0000745	Hsap	pdam_00009662-RA, pdam_00011161-RA, pdam_00009282-RA, pdam_00025947-RA, pdam_00012681-RA, pdam_00023192-RA, pdam_00014280-RA, pdam_00012680-RA	MFSD6_HUMAN
OG0000745	Mmus	pdam_00009662-RA, pdam_00011161-RA, pdam_00009282-RA, pdam_00025947-RA, pdam_00012681-RA, pdam_00023192-RA, pdam_00014280-RA, pdam_00012680-RA	MFSD6_MOUSE
OG0000745	Nvec	pdam_00009662-RA	NV2t010782001.1
OG0000745	Nvec	pdam_00012681-RA	NV2t011673001.1
OG0000745	Nvec	pdam_00023192-RA, pdam_00014280-RA, pdam_00012680-RA	NV2t012436001.1
OG0000746	Hsap	pdam_00011615-RA	MRCKG_HUMAN, MRCKA_HUMAN, MRCKB_HUMAN
OG0000746	Mmus	pdam_00011615-RA	MRCKG_MOUSE, MRCKA_MOUSE, MRCKB_MOUSE
OG0000746	Nvec	pdam_00011615-RA	NV2t012714002.1, NV2t012714003.1, NV2t012714006.1, NV2t012714004.1, NV2t012714005.1, NV2t012714007.1
OG0000747	Hsap	pdam_00023679-RA, pdam_00024508-RA, pdam_00024294-RA, pdam_00024293-RA, pdam_00024678-RA, pdam_00024986-RA	MSD1_HUMAN, MSD2_HUMAN
OG0000747	Mmus	pdam_00023679-RA, pdam_00024508-RA, pdam_00024294-RA, pdam_00024293-RA, pdam_00024678-RA, pdam_00024986-RA	MSD1_MOUSE, MSD2_MOUSE
OG0000747	Nvec	pdam_00023679-RA, pdam_00024508-RA, pdam_00024294-RA, pdam_00024293-RA, pdam_00024678-RA, pdam_00024986-RA	NV2t003715001.1, NV2t003717001.1, NV2t003717002.1
OG0000748	Hsap	pdam_00017928-RA, pdam_00012322-RA	MYO5A_HUMAN, MYO5B_HUMAN
OG0000748	Mmus	pdam_00017928-RA, pdam_00012322-RA	MYO5A_MOUSE, MYO5B_MOUSE
OG0000748	Nvec	pdam_00017928-RA	NV2t013918003.1, NV2t013918001.1, NV2t013918005.1, NV2t013918004.1, NV2t013918006.1, NV2t013918007.1
OG0000748	Nvec	pdam_00012322-RA	NV2t013918002.1
OG0000749	Hsap	pdam_00010006-RA, pdam_00010005-RA, pdam_00019848-RA, pdam_00022465-RA, pdam_00016512-RA, pdam_00007635-RA, pdam_00007642-RA, pdam_00007640-RA, pdam_00007641-RA, pdam_00007638-RA	NAT16_HUMAN
OG0000749	Nvec	pdam_00010006-RA, pdam_00010005-RA, pdam_00019848-RA, pdam_00022465-RA, pdam_00016512-RA, pdam_00007635-RA, pdam_00007642-RA, pdam_00007640-RA, pdam_00007641-RA, pdam_00007638-RA	NV2t010806001.1, NV2t011616001.1
OG0000750	Hsap	pdam_00018837-RA, pdam_00010530-RA, pdam_00019048-RA, pdam_00010826-RA, pdam_00000511-RA	NDUF5_HUMAN
OG0000750	Mmus	pdam_00018837-RA, pdam_00010530-RA, pdam_00019048-RA, pdam_00010826-RA, pdam_00000511-RA	NDUF5_MOUSE
OG0000750	Nvec	pdam_00010530-RA, pdam_00019048-RA, pdam_00010826-RA	NV2t009595001.1
OG0000750	Nvec	pdam_00000511-RA	NV2t023616001.1, NV2t023616002.1, NV2t023616003.1
OG0000751	Hsap	pdam_00001731-RA	NFAT5_HUMAN
OG0000751	Mmus	pdam_00001731-RA	NFAT5_MOUSE
OG0000751	Nvec	pdam_00001731-RA	NV2t003882003.1, NV2t003882008.1, NV2t003882001.1, NV2t003882002.1, NV2t003882004.1, NV2t003882005.1, NV2t003882006.1, NV2t003882007.1, NV2t003882009.1, NV2t003882010.1
OG0000752	Hsap	pdam_00009298-RA	NFIX_HUMAN, NFIA_HUMAN, NFIB_HUMAN, NFIC_HUMAN
OG0000752	Mmus	pdam_00009298-RA	NFIX_MOUSE, NFIA_MOUSE, NFIB_MOUSE, NFIC_MOUSE
OG0000752	Nvec	pdam_00009298-RA	NV2t001242001.1, NV2t001243002.1, NV2t001242002.1, NV2t001243001.1
OG0000753	Hsap	pdam_00010836-RA	OTOAN_HUMAN
OG0000753	Mmus	pdam_00010836-RA	OTOAN_MOUSE
OG0000753	Nvec	pdam_00010836-RA	NV2t014576001.1, NV2t013163001.1, NV2t013164001.1, NV2t013166001.1, NV2t013165001.1, NV2t013171001.1, NV2t018072002.1, NV2t018072003.1, NV2t018072004.1, NV2t018072001.1
OG0000754	Hsap	pdam_00005132-RA	PTN5_HUMAN, PTN7_HUMAN, PTPRR_HUMAN
OG0000754	Mmus	pdam_00005132-RA	PTN5_MOUSE, PTN7_MOUSE, PTPRR_MOUSE
OG0000754	Nvec	pdam_00005132-RA	NV2t017409002.1, NV2t017409003.1, NV2t017409005.1, NV2t017409001.1, NV2t017409004.1, NV2t017409006.1
OG0000755	Hsap	pdam_00015775-RA, pdam_00020083-RA, pdam_00019007-RA	PTTG_HUMAN
OG0000755	Mmus	pdam_00015775-RA, pdam_00020083-RA, pdam_00019007-RA	PTTG_MOUSE
OG0000755	Nvec	pdam_00015775-RA	NV2t001769001.1
OG0000755	Nvec	pdam_00020083-RA	NV2t024028001.1, NV2t024028002.1, NV2t024031001.1, NV2t024031002.1, NV2t024031003.1
OG0000755	Nvec	pdam_00019007-RA	NV2t011940001.1, NV2t011940002.1
OG0000756	Hsap	pdam_00007156-RA	PUM1_HUMAN, PUM2_HUMAN
OG0000756	Mmus	pdam_00007156-RA	PUM1_MOUSE, PUM2_MOUSE
OG0000756	Nvec	pdam_00007156-RA	NV2t005837002.1, NV2t005837001.1, NV2t005837004.1, NV2t005837008.1, NV2t005837005.1, NV2t005837003.1, NV2t005837006.1, NV2t005837007.1
OG0000757	Hsap	pdam_00002876-RA, pdam_00003939-RA, pdam_00012580-RA, pdam_00008623-RA	QRIC2_HUMAN
OG0000757	Mmus	pdam_00002876-RA, pdam_00003939-RA, pdam_00012580-RA, pdam_00008623-RA	QRIC2_MOUSE
OG0000757	Nvec	pdam_00002876-RA	NV2t020233001.1
OG0000757	Nvec	pdam_00003939-RA	NV2t014066001.1
OG0000757	Nvec	pdam_00012580-RA	NV2t012625001.1
OG0000757	Nvec	pdam_00008623-RA	NV2t007322001.1, NV2t007329001.1, NV2t007329002.1, NV2t007329003.1
OG0000758	Hsap	pdam_00010435-RA	RASEF_HUMAN
OG0000758	Mmus	pdam_00010435-RA	RASEF_MOUSE
OG0000758	Nvec	pdam_00010435-RA	NV2t013562008.1, NV2t013562011.1, NV2t013562005.1, NV2t013562007.1, NV2t013562009.1, NV2t013562010.1, NV2t013562003.1, NV2t013562004.1, NV2t013562001.1, NV2t013562002.1
OG0000759	Hsap	pdam_00021392-RA	SEPT8_HUMAN, SEP11_HUMAN, SEPT6_HUMAN, RBRP_HUMAN, SEP14_HUMAN, SEP10_HUMAN
OG0000759	Mmus	pdam_00021392-RA	SEPT8_MOUSE, SEP11_MOUSE, SEPT6_MOUSE, SEP14_MOUSE, SEP10_MOUSE
OG0000759	Nvec	pdam_00021392-RA	NV2t003722001.1
OG0000760	Hsap	pdam_00018403-RA, pdam_00007881-RA, pdam_00016956-RA, pdam_00018406-RA, pdam_00018405-RA, pdam_00007879-RA, pdam_00007880-RA, pdam_00018404-RA, pdam_00018410-RA, pdam_00018408-RA	RFC1_HUMAN
OG0000760	Mmus	pdam_00018403-RA, pdam_00007881-RA, pdam_00016956-RA, pdam_00018406-RA, pdam_00018405-RA, pdam_00007879-RA, pdam_00007880-RA, pdam_00018404-RA, pdam_00018410-RA, pdam_00018408-RA	RFC1_MOUSE
OG0000760	Nvec	pdam_00018403-RA, pdam_00007881-RA, pdam_00016956-RA, pdam_00018406-RA, pdam_00018405-RA, pdam_00007879-RA, pdam_00007880-RA, pdam_00018404-RA, pdam_00018410-RA, pdam_00018408-RA	NV2t006579001.1
OG0000761	Hsap	pdam_00015919-RA	STA13_HUMAN, RHG07_HUMAN
OG0000761	Mmus	pdam_00015919-RA	STA13_MOUSE, RHG07_MOUSE
OG0000761	Nvec	pdam_00015919-RA	NV2t003405003.1, NV2t003405006.1, NV2t003405002.1, NV2t003405004.1, NV2t003405007.1, NV2t003405005.1, NV2t003405001.1, NV2t003405008.1
OG0000762	Hsap	pdam_00002624-RA	RIMS4_HUMAN, RIMS3_HUMAN, RIMS2_HUMAN, RIMS1_HUMAN
OG0000762	Mmus	pdam_00002624-RA	RIMS4_MOUSE, RIMS3_MOUSE, RIMS2_MOUSE, RIMS1_MOUSE
OG0000762	Nvec	pdam_00002624-RA	NV2t005827002.1, NV2t005827001.1, NV2t005827003.1, NV2t005827004.1
OG0000763	Hsap	pdam_00001508-RA, pdam_00010620-RA, pdam_00025189-RA, pdam_00010619-RA, pdam_00022199-RA	S23A2_HUMAN, S23A1_HUMAN
OG0000763	Mmus	pdam_00001508-RA, pdam_00010620-RA, pdam_00025189-RA, pdam_00010619-RA, pdam_00022199-RA	S23A2_MOUSE, S23A1_MOUSE
OG0000763	Nvec	pdam_00001508-RA, pdam_00010620-RA, pdam_00025189-RA, pdam_00010619-RA, pdam_00022199-RA	NV2t011914001.1, NV2t012289001.1, NV2t018796001.1, NV2t012287001.1
OG0000765	Hsap	pdam_00009433-RA, pdam_00012869-RA	SDC2_HUMAN, SDC4_HUMAN, SDC3_HUMAN, SDC1_HUMAN
OG0000765	Mmus	pdam_00009433-RA, pdam_00012869-RA	SDC2_MOUSE, SDC4_MOUSE, SDC3_MOUSE, SDC1_MOUSE
OG0000765	Nvec	pdam_00009433-RA	NV2t005909001.1, NV2t005909002.1
OG0000765	Nvec	pdam_00012869-RA	NV2t006659001.1
OG0000767	Hsap	pdam_00000835-RA	TLE2_HUMAN, TLE3_HUMAN, TLE1_HUMAN, TLE4_HUMAN
OG0000767	Mmus	pdam_00000835-RA	TLE2_MOUSE, TLE3_MOUSE, TLE1_MOUSE, TLE4_MOUSE
OG0000767	Nvec	pdam_00000835-RA	NV2t023264007.1, NV2t023264011.1, NV2t023264006.1, NV2t023264012.1
OG0000768	Hsap	pdam_00003786-RA	TNR5_HUMAN, TNR14_HUMAN, TNR1B_HUMAN, TNR21_HUMAN, TNF6B_HUMAN, TR11B_HUMAN
OG0000768	Mmus	pdam_00003786-RA	TNR5_MOUSE, TNR14_MOUSE, TNR1B_MOUSE, TNR21_MOUSE, TR11B_MOUSE
OG0000768	Nvec	pdam_00003786-RA	NV2t020319001.1
OG0000769	Hsap	pdam_00016231-RA	TP4A3_HUMAN, TP4A1_HUMAN, TP4A2_HUMAN
OG0000769	Mmus	pdam_00016231-RA	TP4A3_MOUSE, TP4A1_MOUSE, TP4A2_MOUSE
OG0000769	Nvec	pdam_00016231-RA	NV2t006088006.1, NV2t006088004.1, NV2t006088001.1, NV2t006088005.1, NV2t006088002.1, NV2t006088003.1
OG0000771	Hsap	pdam_00022753-RA, pdam_00003749-RA, pdam_00017575-RA, pdam_00003746-RA, pdam_00003754-RA, pdam_00003753-RA, pdam_00003748-RA	TRAD1_HUMAN, XAF1_HUMAN
