Orthogroup	Species	Nvec	Orthologs
OG0000307	Pdam	NV2t025619001.1, NV2t005968002.1, NV2t005968001.1	pdam_00016411-RA, pdam_00001935-RA
OG0000307	Pdam	NV2t003824001.1	pdam_00005983-RA, pdam_00011217-RA, pdam_00018946-RA, pdam_00022840-RA, pdam_00021989-RA, pdam_00021988-RA, pdam_00021070-RA, pdam_00022353-RA, pdam_00018094-RA, pdam_00012203-RA, pdam_00018093-RA, pdam_00012202-RA
OG0000307	Pdam	NV2t004949001.1	pdam_00015745-RA, pdam_00005984-RA
OG0000308	Pdam	NV2t003718002.1, NV2t019698001.1	pdam_00025560-RA, pdam_00023680-RA, pdam_00026015-RA, pdam_00006879-RA, pdam_00023934-RA, pdam_00023935-RA, pdam_00018933-RA, pdam_00013513-RA, pdam_00024871-RA, pdam_00017568-RA, pdam_00013830-RA, pdam_00024032-RA, pdam_00019793-RA, pdam_00023345-RA, pdam_00006064-RA, pdam_00015187-RA, pdam_00006011-RA, pdam_00019635-RA, pdam_00024473-RA, pdam_00008524-RA
OG0000309	Pdam	NV2t004777001.1	pdam_00024402-RA, pdam_00015736-RA, pdam_00021812-RA, pdam_00012118-RA, pdam_00023925-RA, pdam_00012119-RA, pdam_00023906-RA, pdam_00024304-RA
OG0000309	Pdam	NV2t004954001.1	pdam_00023933-RA, pdam_00021813-RA, pdam_00024238-RA, pdam_00024788-RA, pdam_00018474-RA, pdam_00018481-RA, pdam_00018475-RA, pdam_00018479-RA, pdam_00018473-RA, pdam_00009989-RA, pdam_00018003-RA, pdam_00024824-RA
OG0000310	Pdam	NV2t012501001.1	pdam_00017039-RA
OG0000310	Pdam	NV2t015503001.1, NV2t015502001.1, NV2t015483001.1, NV2t015483002.1, NV2t001505001.1, NV2t015501001.1	pdam_00016122-RA, pdam_00022723-RA, pdam_00013681-RA, pdam_00005999-RA, pdam_00006987-RA, pdam_00013679-RA, pdam_00015989-RA, pdam_00015990-RA, pdam_00015988-RA, pdam_00015984-RA, pdam_00017413-RA, pdam_00006002-RA, pdam_00006000-RA, pdam_00006001-RA
OG0000311	Pdam	NV2t020083004.1, NV2t020083005.1	pdam_00003073-RA, pdam_00003072-RA, pdam_00003071-RA, pdam_00019435-RA, pdam_00022279-RA, pdam_00022283-RA, pdam_00022284-RA, pdam_00022282-RA, pdam_00022281-RA, pdam_00011621-RA, pdam_00002343-RA, pdam_00025409-RA, pdam_00025408-RA, pdam_00022280-RA, pdam_00023218-RA, pdam_00023219-RA, pdam_00016222-RA, pdam_00016212-RA, pdam_00016221-RA, pdam_00016210-RA
OG0000312	Pdam	NV2t017357001.1, NV2t017357002.1	pdam_00018142-RA
OG0000312	Pdam	NV2t006552001.1	pdam_00025213-RA, pdam_00002673-RA
OG0000312	Pdam	NV2t022780001.1, NV2t022780002.1	pdam_00003242-RA
OG0000312	Pdam	NV2t017206001.1, NV2t017205001.1, NV2t017205002.1	pdam_00014850-RA, pdam_00024190-RA, pdam_00024292-RA, pdam_00024200-RA, pdam_00019279-RA, pdam_00025931-RA, pdam_00024198-RA, pdam_00021978-RA
OG0000313	Hsap	NV2t021561003.1, NV2t021561001.1, NV2t021561002.1, NV2t021561004.1, NV2t021299002.1, NV2t021299001.1, NV2t021299003.1	ATP4A_HUMAN, AT12A_HUMAN, AT1A4_HUMAN, AT1A1_HUMAN, AT1A2_HUMAN, AT1A3_HUMAN
OG0000313	Mmus	NV2t021561003.1, NV2t021561001.1, NV2t021561002.1, NV2t021561004.1, NV2t021299002.1, NV2t021299001.1, NV2t021299003.1	ATP4A_MOUSE, AT12A_MOUSE, AT1A4_MOUSE, AT1A1_MOUSE, AT1A2_MOUSE, AT1A3_MOUSE
OG0000313	Pdam	NV2t021561003.1, NV2t021561001.1, NV2t021561002.1, NV2t021561004.1	pdam_00019732-RA
OG0000313	Pdam	NV2t021299002.1, NV2t021299001.1, NV2t021299003.1	pdam_00019733-RA
OG0000314	Hsap	NV2t013194001.1, NV2t017798001.1, NV2t019499001.1, NV2t015379001.1, NV2t012995001.1	B4GN1_HUMAN, B4GN2_HUMAN
OG0000314	Mmus	NV2t013194001.1, NV2t017798001.1, NV2t019499001.1, NV2t015379001.1, NV2t012995001.1	B4GN1_MOUSE, B4GN2_MOUSE
OG0000314	Pdam	NV2t013194001.1	pdam_00014753-RA
OG0000314	Pdam	NV2t017798001.1	pdam_00019147-RA, pdam_00010048-RA, pdam_00010046-RA, pdam_00010047-RA, pdam_00006860-RA, pdam_00006857-RA, pdam_00009407-RA
OG0000314	Pdam	NV2t019499001.1, NV2t015379001.1, NV2t012995001.1	pdam_00023103-RA, pdam_00014604-RA, pdam_00006408-RA, pdam_00006407-RA
OG0000315	Hsap	NV2t006074001.1, NV2t011747001.1, NV2t011747005.1, NV2t011747002.1, NV2t011747003.1, NV2t011747004.1	B4GT5_HUMAN, B4GT6_HUMAN, B4GT2_HUMAN, B4GT1_HUMAN, B4GT3_HUMAN, B4GT4_HUMAN
OG0000315	Mmus	NV2t006074001.1, NV2t011747001.1, NV2t011747005.1, NV2t011747002.1, NV2t011747003.1, NV2t011747004.1	B4GT5_MOUSE, B4GT6_MOUSE, B4GT2_MOUSE, B4GT1_MOUSE, B4GT3_MOUSE, B4GT4_MOUSE
OG0000315	Pdam	NV2t006074001.1	pdam_00021857-RA
OG0000315	Pdam	NV2t011747001.1, NV2t011747005.1, NV2t011747002.1, NV2t011747003.1, NV2t011747004.1	pdam_00009405-RA, pdam_00005995-RA
OG0000316	Hsap	NV2t020616003.1, NV2t020616008.1, NV2t020616009.1, NV2t020616010.1, NV2t020616011.1, NV2t020616012.1, NV2t020616013.1, NV2t020616014.1, NV2t020616016.1, NV2t020616015.1, NV2t020616001.1, NV2t020616002.1, NV2t020616005.1, NV2t020616007.1, NV2t020616006.1, NV2t020616004.1	DLL1_HUMAN, DLL4_HUMAN
OG0000316	Mmus	NV2t020616003.1, NV2t020616008.1, NV2t020616009.1, NV2t020616010.1, NV2t020616011.1, NV2t020616012.1, NV2t020616013.1, NV2t020616014.1, NV2t020616016.1, NV2t020616015.1, NV2t020616001.1, NV2t020616002.1, NV2t020616005.1, NV2t020616007.1, NV2t020616006.1, NV2t020616004.1	DLL1_MOUSE, DLL4_MOUSE
OG0000316	Pdam	NV2t020616003.1, NV2t020616008.1, NV2t020616009.1, NV2t020616010.1, NV2t020616011.1, NV2t020616012.1, NV2t020616013.1, NV2t020616014.1, NV2t020616016.1, NV2t020616015.1, NV2t020616001.1, NV2t020616002.1, NV2t020616005.1, NV2t020616007.1, NV2t020616006.1, NV2t020616004.1	pdam_00015446-RA
OG0000319	Hsap	NV2t015468010.1, NV2t015468001.1, NV2t015468002.1, NV2t015468003.1, NV2t015468004.1, NV2t015468005.1, NV2t015468006.1, NV2t015468007.1, NV2t015468008.1, NV2t015468009.1, NV2t015468012.1, NV2t015468011.1, NV2t015468013.1	LIN7B_HUMAN, LIN7C_HUMAN, LIN7A_HUMAN
OG0000319	Mmus	NV2t015468010.1, NV2t015468001.1, NV2t015468002.1, NV2t015468003.1, NV2t015468004.1, NV2t015468005.1, NV2t015468006.1, NV2t015468007.1, NV2t015468008.1, NV2t015468009.1, NV2t015468012.1, NV2t015468011.1, NV2t015468013.1	LIN7B_MOUSE, LIN7C_MOUSE, LIN7A_MOUSE
OG0000319	Pdam	NV2t015468010.1, NV2t015468001.1, NV2t015468002.1, NV2t015468003.1, NV2t015468004.1, NV2t015468005.1, NV2t015468006.1, NV2t015468007.1, NV2t015468008.1, NV2t015468009.1, NV2t015468012.1, NV2t015468011.1, NV2t015468013.1	pdam_00012052-RA, pdam_00022074-RA
OG0000321	Hsap	NV2t003825001.1, NV2t012644001.1, NV2t012252001.1, NV2t012252002.1, NV2t012252003.1, NV2t012252004.1	MYL6_HUMAN, MYL6B_HUMAN, MYL1_HUMAN, MYL3_HUMAN, MYL4_HUMAN
OG0000321	Mmus	NV2t003825001.1, NV2t012644001.1, NV2t012252001.1, NV2t012252002.1, NV2t012252003.1, NV2t012252004.1	MYL6_MOUSE, MYL6B_MOUSE, MYL1_MOUSE, MYL3_MOUSE, MYL4_MOUSE
OG0000321	Pdam	NV2t003825001.1, NV2t012644001.1	pdam_00015538-RA, pdam_00009175-RA, pdam_00014425-RA
OG0000321	Pdam	NV2t012252001.1, NV2t012252002.1, NV2t012252003.1, NV2t012252004.1	pdam_00003671-RA, pdam_00015539-RA
OG0000322	Hsap	NV2t002243001.1, NV2t002243002.1, NV2t002243012.1, NV2t002243007.1, NV2t002243004.1, NV2t002243005.1, NV2t002243010.1, NV2t002243008.1, NV2t002243011.1, NV2t002243013.1, NV2t002243009.1, NV2t002243006.1, NV2t002243003.1	PDE4C_HUMAN, PDE4D_HUMAN, PDE4B_HUMAN, PDE4A_HUMAN
OG0000322	Mmus	NV2t002243001.1, NV2t002243002.1, NV2t002243012.1, NV2t002243007.1, NV2t002243004.1, NV2t002243005.1, NV2t002243010.1, NV2t002243008.1, NV2t002243011.1, NV2t002243013.1, NV2t002243009.1, NV2t002243006.1, NV2t002243003.1	PDE4C_MOUSE, PDE4D_MOUSE, PDE4A_MOUSE
OG0000322	Pdam	NV2t002243001.1, NV2t002243002.1, NV2t002243012.1, NV2t002243007.1, NV2t002243004.1, NV2t002243005.1, NV2t002243010.1, NV2t002243008.1, NV2t002243011.1, NV2t002243013.1, NV2t002243009.1, NV2t002243006.1, NV2t002243003.1	pdam_00018541-RA
OG0000324	Hsap	NV2t006348001.1, NV2t017803001.1, NV2t017803002.1, NV2t008517001.1, NV2t008517003.1, NV2t008517002.1, NV2t008517004.1, NV2t008776001.1, NV2t016225001.1	SO4A1_HUMAN, SO4C1_HUMAN, SO6A1_HUMAN
OG0000324	Mmus	NV2t006348001.1, NV2t017803001.1, NV2t017803002.1, NV2t008517001.1, NV2t008517003.1, NV2t008517002.1, NV2t008517004.1, NV2t008776001.1, NV2t016225001.1	SO4A1_MOUSE, SO4C1_MOUSE, SO6C1_MOUSE
OG0000324	Pdam	NV2t006348001.1	pdam_00009455-RA
OG0000324	Pdam	NV2t017803001.1, NV2t017803002.1	pdam_00003564-RA
OG0000324	Pdam	NV2t008517001.1, NV2t008517003.1, NV2t008517002.1, NV2t008517004.1	pdam_00007345-RA, pdam_00007346-RA
OG0000324	Pdam	NV2t008776001.1, NV2t016225001.1	pdam_00008875-RA, pdam_00008874-RA
OG0000325	Hsap	NV2t017180001.1, NV2t017180005.1, NV2t017180002.1, NV2t017180003.1, NV2t017180004.1, NV2t017180006.1, NV2t014368002.1, NV2t014368001.1, NV2t014368003.1, NV2t008624001.1	SRSF5_HUMAN, SRSF6_HUMAN, SRSF4_HUMAN
OG0000325	Mmus	NV2t017180001.1, NV2t017180005.1, NV2t017180002.1, NV2t017180003.1, NV2t017180004.1, NV2t017180006.1, NV2t014368002.1, NV2t014368001.1, NV2t014368003.1, NV2t008624001.1	SRSF5_MOUSE, SRSF6_MOUSE, SRSF4_MOUSE
OG0000325	Pdam	NV2t017180001.1, NV2t017180005.1, NV2t017180002.1, NV2t017180003.1, NV2t017180004.1, NV2t017180006.1	pdam_00019263-RA
OG0000325	Pdam	NV2t014368002.1, NV2t014368001.1, NV2t014368003.1	pdam_00006365-RA
OG0000325	Pdam	NV2t008624001.1	pdam_00010702-RA, pdam_00007300-RA
OG0000326	Hsap	NV2t013263001.1, NV2t013263004.1, NV2t000103001.1, NV2t000642003.1, NV2t000642001.1, NV2t000642002.1, NV2t022582001.1, NV2t000229001.1, NV2t000644001.1, NV2t000659001.1, NV2t000659002.1	TRPA1_HUMAN
OG0000326	Mmus	NV2t013263001.1, NV2t013263004.1, NV2t000103001.1, NV2t000642003.1, NV2t000642001.1, NV2t000642002.1, NV2t022582001.1, NV2t000229001.1, NV2t000644001.1, NV2t000659001.1, NV2t000659002.1	TRPA1_MOUSE
OG0000326	Pdam	NV2t013263001.1, NV2t013263004.1	pdam_00011225-RA
OG0000326	Pdam	NV2t000103001.1	pdam_00022067-RA
OG0000326	Pdam	NV2t000642003.1, NV2t000642001.1, NV2t000642002.1, NV2t022582001.1, NV2t000229001.1, NV2t000644001.1	pdam_00022431-RA, pdam_00022430-RA, pdam_00020518-RA
OG0000326	Pdam	NV2t000659001.1, NV2t000659002.1	pdam_00005931-RA, pdam_00005933-RA
OG0000327	Pdam	NV2t022823002.1, NV2t022823003.1, NV2t022566001.1, NV2t022566002.1, NV2t008808001.1, NV2t008810001.1, NV2t025029001.1, NV2t025029002.1	pdam_00022881-RA, pdam_00022879-RA, pdam_00022880-RA, pdam_00022752-RA, pdam_00022751-RA, pdam_00023693-RA, pdam_00021902-RA, pdam_00003323-RA, pdam_00021906-RA, pdam_00021905-RA, pdam_00021903-RA, pdam_00003058-RA, pdam_00003059-RA
OG0000328	Pdam	NV2t008869001.1, NV2t008870001.1, NV2t008870003.1, NV2t008870004.1, NV2t008870002.1, NV2t008833001.1, NV2t008837001.1, NV2t008834002.1, NV2t008834001.1, NV2t008836001.1, NV2t008868001.1, NV2t008854001.1, NV2t008860001.1, NV2t008863001.1	pdam_00017382-RA, pdam_00017381-RA, pdam_00014846-RA, pdam_00000900-RA, pdam_00021127-RA, pdam_00021760-RA, pdam_00017506-RA
OG0000329	Pdam	NV2t013527001.1	pdam_00022839-RA
OG0000329	Pdam	NV2t012981001.1, NV2t009353001.1, NV2t023686001.1	pdam_00022630-RA
OG0000329	Pdam	NV2t001671001.1, NV2t007023002.1, NV2t023342001.1, NV2t001705001.1, NV2t001632001.1, NV2t006360001.1, NV2t016328002.1	pdam_00023743-RA
OG0000330	Pdam	NV2t015199001.1, NV2t018765001.1, NV2t018765002.1, NV2t004634001.1, NV2t024472001.1, NV2t024401001.1, NV2t024401002.1, NV2t018565004.1, NV2t017564001.1, NV2t017565001.1, NV2t018565001.1, NV2t018565002.1, NV2t018565003.1, NV2t017568001.1, NV2t001980002.1, NV2t006904001.1, NV2t024459001.1, NV2t017884001.1, NV2t001530001.1, NV2t009950001.1	pdam_00020679-RA
OG0000331	Pdam	NV2t007057001.1	pdam_00006123-RA, pdam_00005761-RA, pdam_00008497-RA, pdam_00013457-RA, pdam_00008485-RA, pdam_00008498-RA, pdam_00008503-RA, pdam_00008501-RA, pdam_00008502-RA, pdam_00008499-RA, pdam_00018024-RA, pdam_00013476-RA, pdam_00024336-RA, pdam_00024337-RA, pdam_00024335-RA, pdam_00013458-RA, pdam_00008500-RA, pdam_00013462-RA, pdam_00013460-RA, pdam_00013459-RA
OG0000332	Pdam	NV2t004833001.1	pdam_00007929-RA
OG0000332	Pdam	NV2t015623002.1	pdam_00017820-RA, pdam_00020676-RA, pdam_00015214-RA, pdam_00025875-RA, pdam_00025679-RA, pdam_00014457-RA, pdam_00025678-RA, pdam_00018704-RA, pdam_00023657-RA
OG0000332	Pdam	NV2t012960002.1	pdam_00000433-RA, pdam_00008043-RA, pdam_00024472-RA, pdam_00007930-RA, pdam_00000434-RA
OG0000333	Pdam	NV2t024048001.1	pdam_00014063-RA, pdam_00014090-RA, pdam_00014091-RA, pdam_00014089-RA, pdam_00006941-RA, pdam_00006942-RA, pdam_00012448-RA, pdam_00012446-RA, pdam_00012464-RA, pdam_00012449-RA, pdam_00012453-RA, pdam_00012442-RA, pdam_00014360-RA, pdam_00012447-RA, pdam_00004967-RA, pdam_00015156-RA, pdam_00023839-RA, pdam_00004969-RA, pdam_00015766-RA, pdam_00022910-RA
OG0000334	Pdam	NV2t024651001.1, NV2t024651002.1, NV2t018706003.1, NV2t018706001.1, NV2t018706002.1, NV2t018706004.1, NV2t018706007.1, NV2t018706005.1, NV2t018706006.1, NV2t018706008.1, NV2t018706009.1, NV2t018708006.1, NV2t018708003.1, NV2t018708001.1, NV2t018708004.1, NV2t018708005.1	pdam_00012807-RA, pdam_00012808-RA, pdam_00012809-RA, pdam_00012805-RA, pdam_00012806-RA
OG0000335	Pdam	NV2t017512001.1, NV2t017512002.1, NV2t017513001.1	pdam_00017609-RA, pdam_00017608-RA, pdam_00017606-RA, pdam_00017607-RA, pdam_00021010-RA, pdam_00021009-RA, pdam_00021005-RA, pdam_00021007-RA, pdam_00021008-RA, pdam_00018355-RA, pdam_00017442-RA, pdam_00018354-RA, pdam_00007325-RA, pdam_00007323-RA, pdam_00007324-RA, pdam_00017611-RA, pdam_00017600-RA, pdam_00017599-RA
OG0000336	Pdam	NV2t019798001.1, NV2t019805002.1, NV2t019805003.1, NV2t019805005.1, NV2t019805007.1, NV2t019805008.1, NV2t019805009.1, NV2t019805006.1, NV2t019801001.1, NV2t019803001.1, NV2t019803002.1, NV2t019805001.1, NV2t019805004.1, NV2t019810004.1, NV2t019810003.1, NV2t019810002.1, NV2t019810001.1, NV2t019807001.1, NV2t019813001.1, NV2t019811001.1	pdam_00002344-RA
OG0000339	Pdam	NV2t000814001.1, NV2t000814002.1	pdam_00009504-RA
OG0000339	Pdam	NV2t025096001.1, NV2t025101001.1	pdam_00000919-RA, pdam_00000916-RA
OG0000339	Pdam	NV2t025524001.1	pdam_00004725-RA
OG0000339	Pdam	NV2t024925001.1, NV2t013873001.1, NV2t007833001.1, NV2t013528001.1, NV2t013528002.1, NV2t013528003.1	pdam_00016093-RA, pdam_00016092-RA, pdam_00016095-RA, pdam_00016094-RA
OG0000340	Hsap	NV2t011872001.1, NV2t011872002.1	CO3A1_HUMAN, CO5A2_HUMAN, CO2A1_HUMAN, CO1A2_HUMAN, CO1A1_HUMAN
OG0000340	Mmus	NV2t011872001.1, NV2t011872002.1	CO3A1_MOUSE, CO5A2_MOUSE, CO2A1_MOUSE, CO1A2_MOUSE, CO1A1_MOUSE
OG0000340	Pdam	NV2t011872001.1, NV2t011872002.1	pdam_00004439-RA, pdam_00004432-RA, pdam_00014808-RA, pdam_00014806-RA, pdam_00004433-RA, pdam_00002219-RA, pdam_00004425-RA, pdam_00004423-RA
OG0000341	Hsap	NV2t002965001.1, NV2t016483004.1, NV2t009028001.1, NV2t010940001.1, NV2t011716001.1	GABR1_HUMAN
OG0000341	Mmus	NV2t002965001.1, NV2t016483004.1, NV2t009028001.1, NV2t010940001.1, NV2t011716001.1	GABR1_MOUSE
OG0000341	Pdam	NV2t002965001.1	pdam_00022351-RA
OG0000341	Pdam	NV2t016483004.1	pdam_00014480-RA
OG0000341	Pdam	NV2t009028001.1	pdam_00004335-RA, pdam_00001581-RA, pdam_00001579-RA, pdam_00001580-RA, pdam_00001583-RA, pdam_00001584-RA, pdam_00023428-RA
OG0000341	Pdam	NV2t010940001.1, NV2t011716001.1	pdam_00002737-RA, pdam_00002738-RA
OG0000342	Hsap	NV2t025444001.1, NV2t025560001.1	PARPT_HUMAN
OG0000342	Mmus	NV2t025444001.1, NV2t025560001.1	PARPT_MOUSE
OG0000342	Pdam	NV2t025444001.1	pdam_00004718-RA, pdam_00014173-RA, pdam_00023754-RA, pdam_00004713-RA, pdam_00016199-RA, pdam_00016200-RA, pdam_00004717-RA, pdam_00004715-RA, pdam_00004714-RA
OG0000342	Pdam	NV2t025560001.1	pdam_00023751-RA, pdam_00023753-RA, pdam_00023750-RA, pdam_00023752-RA, pdam_00016201-RA, pdam_00016202-RA, pdam_00016198-RA
OG0000344	Hsap	NV2t010982001.1, NV2t010696001.1, NV2t010696002.1, NV2t010696003.1, NV2t010696004.1, NV2t011932001.1, NV2t011932002.1, NV2t011932003.1, NV2t011931002.1, NV2t011931001.1, NV2t011931003.1, NV2t001373001.1, NV2t001370001.1, NV2t001372001.1	ABCG2_HUMAN
OG0000344	Mmus	NV2t010982001.1, NV2t010696001.1, NV2t010696002.1, NV2t010696003.1, NV2t010696004.1, NV2t011932001.1, NV2t011932002.1, NV2t011932003.1, NV2t011931002.1, NV2t011931001.1, NV2t011931003.1, NV2t001373001.1, NV2t001370001.1, NV2t001372001.1	ABCG3_MOUSE, ABCG2_MOUSE
OG0000344	Pdam	NV2t010982001.1, NV2t010696001.1, NV2t010696002.1, NV2t010696003.1, NV2t010696004.1, NV2t011932001.1, NV2t011932002.1, NV2t011932003.1, NV2t011931002.1, NV2t011931001.1, NV2t011931003.1, NV2t001373001.1, NV2t001370001.1, NV2t001372001.1	pdam_00022053-RA, pdam_00023788-RA, pdam_00023789-RA
OG0000345	Hsap	NV2t010435001.1, NV2t002141001.1, NV2t023941001.1, NV2t023941003.1, NV2t023941002.1, NV2t023941004.1, NV2t023893001.1, NV2t023893002.1, NV2t023893003.1	B2CL1_HUMAN, B2CL2_HUMAN, BCL2_HUMAN
OG0000345	Mmus	NV2t010435001.1, NV2t002141001.1, NV2t023941001.1, NV2t023941003.1, NV2t023941002.1, NV2t023941004.1, NV2t023893001.1, NV2t023893002.1, NV2t023893003.1	B2CL1_MOUSE, B2CL2_MOUSE, BCL2_MOUSE
OG0000345	Pdam	NV2t010435001.1	pdam_00002750-RA
OG0000345	Pdam	NV2t002141001.1	pdam_00022340-RA
OG0000345	Pdam	NV2t023941001.1, NV2t023941003.1, NV2t023941002.1, NV2t023941004.1	pdam_00013975-RA
OG0000345	Pdam	NV2t023893001.1, NV2t023893002.1, NV2t023893003.1	pdam_00011405-RA
OG0000346	Hsap	NV2t008276001.1, NV2t008278001.1, NV2t008399001.1, NV2t008400001.1, NV2t001101001.1, NV2t018171001.1, NV2t007778001.1, NV2t007778002.1, NV2t007430001.1, NV2t007390001.1	COL10_HUMAN, COL11_HUMAN
OG0000346	Mmus	NV2t008276001.1, NV2t008278001.1, NV2t008399001.1, NV2t008400001.1, NV2t001101001.1, NV2t018171001.1, NV2t007778001.1, NV2t007778002.1, NV2t007430001.1, NV2t007390001.1	COL10_MOUSE, COL11_MOUSE
OG0000346	Pdam	NV2t008276001.1, NV2t008278001.1, NV2t008399001.1, NV2t008400001.1, NV2t001101001.1, NV2t018171001.1, NV2t007778001.1, NV2t007778002.1, NV2t007430001.1, NV2t007390001.1	pdam_00005317-RA, pdam_00005316-RA, pdam_00005315-RA, pdam_00005314-RA, pdam_00005319-RA, pdam_00005318-RA
OG0000347	Mmus	NV2t016021001.1, NV2t016754001.1, NV2t016754002.1, NV2t003676001.1, NV2t003674001.1, NV2t003674002.1	GGT1_MOUSE
OG0000347	Hsap	NV2t016021001.1, NV2t016754001.1, NV2t016754002.1, NV2t003676001.1, NV2t003674001.1, NV2t003674002.1	GGTL1_HUMAN, GGT3_HUMAN, GGT2_HUMAN, GGTL3_HUMAN, GGT1_HUMAN, GGTL2_HUMAN
OG0000347	Pdam	NV2t016021001.1	pdam_00023043-RA
OG0000347	Pdam	NV2t016754001.1, NV2t016754002.1, NV2t003676001.1, NV2t003674001.1, NV2t003674002.1	pdam_00024466-RA, pdam_00013978-RA, pdam_00026056-RA, pdam_00013979-RA, pdam_00021829-RA, pdam_00017315-RA
OG0000348	Hsap	NV2t012108001.1, NV2t011572001.1, NV2t011383002.1, NV2t011383001.1, NV2t011383003.1	ITA9_HUMAN, ITA4_HUMAN, ITA2B_HUMAN, ITA8_HUMAN, ITAV_HUMAN, ITA5_HUMAN
OG0000348	Mmus	NV2t012108001.1, NV2t011572001.1, NV2t011383002.1, NV2t011383001.1, NV2t011383003.1	ITA9_MOUSE, ITA4_MOUSE, ITA2B_MOUSE, ITA8_MOUSE, ITAV_MOUSE, ITA5_MOUSE
OG0000348	Pdam	NV2t012108001.1	pdam_00008171-RA
OG0000348	Pdam	NV2t011572001.1, NV2t011383002.1, NV2t011383001.1, NV2t011383003.1	pdam_00008170-RA, pdam_00008169-RA
OG0000349	Hsap	NV2t021549001.1	LIGO4_HUMAN, LIGO3_HUMAN, LIGO1_HUMAN, LIGO2_HUMAN
OG0000349	Mmus	NV2t021549001.1	LIGO4_MOUSE, LIGO3_MOUSE, LIGO1_MOUSE, LIGO2_MOUSE
OG0000349	Pdam	NV2t021549001.1	pdam_00025212-RA, pdam_00022277-RA, pdam_00022274-RA, pdam_00022273-RA, pdam_00015665-RA, pdam_00015666-RA, pdam_00015664-RA, pdam_00024523-RA, pdam_00015663-RA, pdam_00015662-RA, pdam_00014936-RA
OG0000350	Hsap	NV2t022646002.1, NV2t022646001.1, NV2t022646004.1, NV2t022646011.1, NV2t022646012.1, NV2t022646009.1, NV2t022646003.1, NV2t022646013.1, NV2t022646010.1, NV2t022646007.1, NV2t022646008.1, NV2t022646005.1, NV2t022646006.1	MBNL2_HUMAN, MBNL1_HUMAN, MBNL3_HUMAN
OG0000350	Mmus	NV2t022646002.1, NV2t022646001.1, NV2t022646004.1, NV2t022646011.1, NV2t022646012.1, NV2t022646009.1, NV2t022646003.1, NV2t022646013.1, NV2t022646010.1, NV2t022646007.1, NV2t022646008.1, NV2t022646005.1, NV2t022646006.1	MBNL2_MOUSE, MBNL1_MOUSE, MBNL3_MOUSE
OG0000350	Pdam	NV2t022646002.1, NV2t022646001.1, NV2t022646004.1, NV2t022646011.1, NV2t022646012.1, NV2t022646009.1, NV2t022646003.1, NV2t022646013.1, NV2t022646010.1, NV2t022646007.1, NV2t022646008.1, NV2t022646005.1, NV2t022646006.1	pdam_00006329-RA
OG0000351	Hsap	NV2t015406001.1, NV2t015406002.1, NV2t015406003.1, NV2t018831001.1, NV2t018928001.1, NV2t018825001.1, NV2t018827001.1	MYC_HUMAN, MYCP1_HUMAN, MYCL_HUMAN, MYCN_HUMAN
OG0000351	Mmus	NV2t015406001.1, NV2t015406002.1, NV2t015406003.1, NV2t018831001.1, NV2t018928001.1, NV2t018825001.1, NV2t018827001.1	MYCB_MOUSE, MYC_MOUSE, MYCL_MOUSE, MYCS_MOUSE, MYCN_MOUSE
OG0000351	Pdam	NV2t018831001.1	pdam_00015761-RA
OG0000351	Pdam	NV2t018928001.1	pdam_00015762-RA, pdam_00015758-RA
OG0000351	Pdam	NV2t018825001.1, NV2t018827001.1	pdam_00015760-RA
OG0000352	Hsap	NV2t022375001.1, NV2t002923001.1, NV2t015881001.1, NV2t016661001.1	VEGFD_HUMAN, VEGFB_HUMAN, VEGFA_HUMAN, PLGF_HUMAN
OG0000352	Mmus	NV2t022375001.1, NV2t002923001.1, NV2t015881001.1, NV2t016661001.1	VEGFD_MOUSE, VEGFB_MOUSE, VEGFA_MOUSE, PLGF_MOUSE
OG0000352	Pdam	NV2t022375001.1	pdam_00016377-RA, pdam_00016379-RA
OG0000352	Pdam	NV2t002923001.1	pdam_00016376-RA, pdam_00004325-RA
OG0000352	Pdam	NV2t015881001.1	pdam_00012108-RA
OG0000352	Pdam	NV2t016661001.1	pdam_00012106-RA, pdam_00016375-RA, pdam_00012101-RA
OG0000353	Hsap	NV2t002812001.1	PLXB2_HUMAN, PLXB3_HUMAN, PLXB1_HUMAN, PLXC1_HUMAN, PLXD1_HUMAN, PLXA3_HUMAN, PLXA1_HUMAN, PLXA4_HUMAN, PLXA2_HUMAN
OG0000353	Mmus	NV2t002812001.1	PLXB2_MOUSE, PLXB3_MOUSE, PLXB1_MOUSE, PLXC1_MOUSE, PLXD1_MOUSE, PLXA3_MOUSE, PLXA1_MOUSE, PLXA4_MOUSE, PLXA2_MOUSE
OG0000353	Pdam	NV2t002812001.1	pdam_00005477-RA
OG0000354	Hsap	NV2t016774003.1, NV2t016774001.1, NV2t016774002.1, NV2t016774004.1, NV2t001741001.1, NV2t001830001.1, NV2t001831007.1, NV2t001831005.1, NV2t001830002.1, NV2t001831001.1, NV2t001831002.1, NV2t001831004.1, NV2t001831003.1, NV2t001831006.1	SRSF3_HUMAN
OG0000354	Mmus	NV2t016774003.1, NV2t016774001.1, NV2t016774002.1, NV2t016774004.1, NV2t001741001.1, NV2t001830001.1, NV2t001831007.1, NV2t001831005.1, NV2t001830002.1, NV2t001831001.1, NV2t001831002.1, NV2t001831004.1, NV2t001831003.1, NV2t001831006.1	SRSF3_MOUSE
