Orthogroup	Hsap	Gfas
OG0003520	UT14A_HUMAN, UT14C_HUMAN	gfas1.m1.16882.m1
OG0003522	ENTP4_HUMAN, ENTP7_HUMAN	gfas1.m1.566.m1
OG0003523	PWP2B_HUMAN, PWP2A_HUMAN	gfas1.m1.2502.m1
OG0003524	RDHE2_HUMAN	gfas1.m1.3683.m1
OG0003525	CFA96_HUMAN	gfas1.m1.15309.m1
OG0003526	ARPC5_HUMAN, ARP5L_HUMAN	gfas1.m1.11352.m1
OG0003527	GLP3L_HUMAN, GOLP3_HUMAN	gfas1.m1.15229.m1
OG0003528	TAL2_HUMAN	gfas1.m1.10456.m1, gfas1.m1.10459.m1
OG0003529	CCNJ_HUMAN, CCNJL_HUMAN	gfas1.m1.13218.m1
OG0003530	SC16B_HUMAN, SC16A_HUMAN	gfas1.m1.2924.m1
OG0003531	CMTA2_HUMAN, CMTA1_HUMAN	gfas1.m1.5432.m1
OG0003532	E2F3_HUMAN, E2F2_HUMAN	gfas1.m1.6705.m1
OG0003533	PPR37_HUMAN	gfas1.m1.16447.m1
OG0003534	NUP62_HUMAN, N62CL_HUMAN	gfas1.m1.3277.m1
OG0003535	VATC2_HUMAN, VATC1_HUMAN	gfas1.m1.6727.m1
OG0003536	WASC5_HUMAN	gfas1.m1.963.m1
OG0003537	DDX50_HUMAN, DDX21_HUMAN	gfas1.m1.19546.m1
OG0003538	ANKF1_HUMAN	gfas1.m1.15734.m1
OG0003539	PARG_HUMAN	gfas1.m1.72.m1
OG0003540	RNF32_HUMAN	gfas1.m1.4984.m1
OG0003541	RAB37_HUMAN, RAB26_HUMAN	gfas1.m1.4955.m1
OG0003542	ARRB2_HUMAN, ARRB1_HUMAN	gfas1.m1.8094.m1
OG0003543	UBAD2_HUMAN, UBAD1_HUMAN	gfas1.m1.23304.m1
OG0003544	FR8P1_HUMAN, FRMD8_HUMAN	gfas1.m1.8079.m1
OG0003545	PMF1_HUMAN	gfas1.m1.15185.m1
OG0003546	HAPR1_HUMAN, HAPR2_HUMAN	gfas1.m1.7318.m1
OG0003547	SC11C_HUMAN, SC11A_HUMAN	gfas1.m1.4469.m1
OG0003548	DACH2_HUMAN, DACH1_HUMAN	gfas1.m1.1715.m1
OG0003549	S20A2_HUMAN, S20A1_HUMAN	gfas1.m1.18287.m1
OG0003550	CTBL1_HUMAN	gfas1.m1.2898.m1
OG0003551	ILRUN_HUMAN	gfas1.m1.18096.m1
OG0003552	RBL2_HUMAN, RBL1_HUMAN	gfas1.m1.14429.m1
OG0003553	SUZ12_HUMAN	gfas1.m1.3189.m1
OG0003555	PSB4_HUMAN	gfas1.m1.9515.m1
OG0003556	VPS4A_HUMAN, VPS4B_HUMAN	gfas1.m1.17335.m1
OG0003557	PDCL2_HUMAN, PDCL3_HUMAN	gfas1.m1.23004.m1
OG0003558	KCMA1_HUMAN	gfas1.m1.19868.m1
OG0003559	AP1M2_HUMAN, AP1M1_HUMAN	gfas1.m1.22093.m1
OG0003560	PB1_HUMAN	gfas1.m1.18821.m1, gfas1.m1.21073.m1
OG0003561	INP4B_HUMAN, INP4A_HUMAN	gfas1.m1.13260.m1
OG0003563	EKI1_HUMAN, EKI2_HUMAN	gfas1.m1.1625.m1
OG0003564	XPO2_HUMAN	gfas1.m1.208.m1
OG0003565	ARFG1_HUMAN	gfas1.m1.16827.m1
OG0003566	TRM2A_HUMAN	gfas1.m1.1650.m1
OG0003567	SPCS3_HUMAN	gfas1.m1.4573.m1
OG0003568	NEMO_HUMAN, OPTN_HUMAN	gfas1.m1.1659.m1
OG0003569	PAPD7_HUMAN, PAPD5_HUMAN	gfas1.m1.2905.m1
OG0003570	PACS2_HUMAN, PACS1_HUMAN	gfas1.m1.14646.m1
OG0003571	REEP5_HUMAN	gfas1.m1.17665.m1, gfas1.m1.13775.m1
OG0003572	FOXL2_HUMAN	gfas1.m1.13351.m1
OG0003573	S38A7_HUMAN, S38A8_HUMAN	gfas1.m1.6418.m1
OG0003574	CDK14_HUMAN, CDK15_HUMAN	gfas1.m1.16250.m1
OG0003575	PTPM1_HUMAN	gfas1.m1.4608.m1
OG0003576	ENTP6_HUMAN, ENTP5_HUMAN	gfas1.m1.14007.m1
OG0003577	DEN1B_HUMAN, DEN1A_HUMAN	gfas1.m1.18063.m1
OG0003578	PINK1_HUMAN	gfas1.m1.10345.m1
OG0003579	HEXD_HUMAN	gfas1.m1.10019.m1
OG0003580	GLU2B_HUMAN	gfas1.m1.4930.m1
OG0003581	PP4RL_HUMAN, PP4R1_HUMAN	gfas1.m1.14368.m1
OG0003582	DAB1_HUMAN, DAB2_HUMAN	gfas1.m1.15444.m1
OG0003583	HEXA_HUMAN, HEXB_HUMAN	gfas1.m1.19103.m1
OG0003584	F162A_HUMAN, F162B_HUMAN	gfas1.m1.15353.m1
OG0003585	S2512_HUMAN, S2513_HUMAN	gfas1.m1.5930.m1
OG0003586	RTF1_HUMAN	gfas1.m1.14645.m1
OG0003587	KTNA1_HUMAN, KATL1_HUMAN	gfas1.m1.15358.m1
OG0003588	AATC_HUMAN	gfas1.m1.14477.m1
OG0003589	MK15_HUMAN	gfas1.m1.20606.m1
OG0003590	KNOP1_HUMAN, SMAP_HUMAN	gfas1.m1.21623.m1
OG0003591	PGM5_HUMAN, PGM1_HUMAN	gfas1.m1.22061.m1
OG0003592	NOMO1_HUMAN, NOMO2_HUMAN, NOMO3_HUMAN	gfas1.m1.12645.m1
OG0003593	IGB1C_HUMAN, IGBP1_HUMAN	gfas1.m1.19447.m1
OG0003594	ZN395_HUMAN, S2A4R_HUMAN, ZN704_HUMAN	gfas1.m1.15257.m1
OG0003595	RASA2_HUMAN, RASA3_HUMAN	gfas1.m1.14462.m1
OG0003597	DKC1_HUMAN	gfas1.m1.3051.m1
OG0003598	PLCA_HUMAN, PLCB_HUMAN	gfas1.m1.2933.m1
OG0003599	RCCD1_HUMAN	gfas1.m1.1332.m1
OG0003600	SDA1_HUMAN	gfas1.m1.6909.m1
OG0003601	MTMR4_HUMAN, MTMR3_HUMAN	gfas1.m1.18675.m1
OG0003602	STXB1_HUMAN, STXB2_HUMAN	gfas1.m1.17047.m1
OG0003603	LRIQ3_HUMAN	gfas1.m1.21421.m1
OG0003604	IP3KA_HUMAN, IP3KC_HUMAN	gfas1.m1.13308.m1
OG0003605	CASQ1_HUMAN, CASQ2_HUMAN	gfas1.m1.3018.m1
OG0003606	ZDHC7_HUMAN, ZDHC3_HUMAN	gfas1.m1.10201.m1
OG0003607	PPM1J_HUMAN, PPM1H_HUMAN	gfas1.m1.7002.m1
OG0003608	RBNS5_HUMAN	gfas1.m1.13889.m1
OG0003609	GOLM2_HUMAN, GOLM1_HUMAN	gfas1.m1.6020.m1
OG0003610	PLD3B_HUMAN, PLD3A_HUMAN	gfas1.m1.5299.m1
OG0003611	TEN1L_HUMAN	gfas1.m1.15092.m1
OG0003612	EI2BE_HUMAN	gfas1.m1.16142.m1
OG0003614	NDUB7_HUMAN	gfas1.m1.7660.m1
OG0003615	THOC4_HUMAN	gfas1.m1.15967.m1
OG0003616	DPY30_HUMAN	gfas1.m1.1452.m1
OG0003617	KAT6B_HUMAN, KAT6A_HUMAN	gfas1.m1.14142.m1
OG0003618	F16P2_HUMAN, F16P1_HUMAN	gfas1.m1.15468.m1
OG0003619	CX4L2_HUMAN, CXFA4_HUMAN	gfas1.m1.20449.m1
OG0003620	P_HUMAN	gfas1.m1.15544.m1
OG0003621	PI4KA_HUMAN, PI4P1_HUMAN, PI4P2_HUMAN	gfas1.m1.402.m1
OG0003622	AXIN2_HUMAN, AXIN1_HUMAN	gfas1.m1.6814.m1
OG0003623	PITM1_HUMAN, PITM2_HUMAN	gfas1.m1.8197.m1
OG0003624	XYLT2_HUMAN, XYLT1_HUMAN	gfas1.m1.13423.m1
OG0003626	TM38A_HUMAN, TM38B_HUMAN	gfas1.m1.3814.m1
OG0003627	GANC_HUMAN, GANAB_HUMAN	gfas1.m1.18638.m1
OG0003628	ASXL2_HUMAN, ASXL1_HUMAN	gfas1.m1.6733.m1
OG0003629	F221A_HUMAN	gfas1.m1.4506.m1
OG0003630	FUND2_HUMAN, FUND1_HUMAN	gfas1.m1.15089.m1
OG0003631	AKIR1_HUMAN, AKIR2_HUMAN	gfas1.m1.9573.m1
OG0003632	KCNT2_HUMAN, KCNT1_HUMAN	gfas1.m1.16283.m1
OG0003633	TMM19_HUMAN	gfas1.m1.7157.m1
OG0003634	DMXL1_HUMAN, DMXL2_HUMAN	gfas1.m1.13972.m1
OG0003635	ATRAP_HUMAN	gfas1.m1.3936.m1
OG0003637	AHI1_HUMAN	gfas1.m1.16240.m1
OG0003638	SGTB_HUMAN, SGTA_HUMAN	gfas1.m1.20047.m1
OG0003639	CCD92_HUMAN	gfas1.m1.3525.m1
OG0003640	MBB1A_HUMAN	gfas1.m1.8580.m1
OG0003641	RRP1_HUMAN, RRP1B_HUMAN	gfas1.m1.4000.m1
OG0003642	ZDH13_HUMAN, ZDH17_HUMAN	gfas1.m1.15066.m1
OG0003643	UBP7_HUMAN	gfas1.m1.8782.m1
OG0003644	STX16_HUMAN	gfas1.m1.2355.m1
OG0003645	PPM1K_HUMAN	gfas1.m1.11716.m1
OG0003646	NNRD_HUMAN	gfas1.m1.1712.m1
OG0003647	BRE1A_HUMAN, BRE1B_HUMAN	gfas1.m1.254.m1
OG0003648	NDEL1_HUMAN, NDE1_HUMAN	gfas1.m1.15842.m1
OG0003649	RHG23_HUMAN, RHG21_HUMAN	gfas1.m1.7742.m1
OG0003650	RN146_HUMAN	gfas1.m1.1851.m1
OG0003652	MTX3_HUMAN, MTX1_HUMAN	gfas1.m1.14511.m1
OG0003654	TM87A_HUMAN, TM87B_HUMAN	gfas1.m1.14015.m1
OG0003655	STAU1_HUMAN, STAU2_HUMAN	gfas1.m1.22369.m1
OG0003656	CLCB_HUMAN, CLCA_HUMAN	gfas1.m1.1526.m1
OG0003657	RGL1_HUMAN, GNDS_HUMAN	gfas1.m1.17961.m1
OG0003658	RAVR1_HUMAN, RAVR2_HUMAN	gfas1.m1.4935.m1
OG0003659	KDM2A_HUMAN, KDM2B_HUMAN	gfas1.m1.23337.m1
OG0003660	ERI6B_HUMAN, ERIP6_HUMAN	gfas1.m1.913.m1
OG0003661	TMA16_HUMAN	gfas1.m1.649.m1
OG0003662	PIGW_HUMAN	gfas1.m1.6571.m1
OG0003663	SDSL_HUMAN, SDHL_HUMAN	gfas1.m1.3517.m1
OG0003664	ASND1_HUMAN	gfas1.m1.3957.m1
OG0003665	G137A_HUMAN, G137B_HUMAN	gfas1.m1.7532.m1
OG0003666	AP3D1_HUMAN	gfas1.m1.2058.m1
OG0003667	PLAK_HUMAN, CTNB1_HUMAN	gfas1.m1.17076.m1
OG0003668	NIT1_HUMAN	gfas1.m1.13436.m1
OG0003669	LAMC3_HUMAN, LAMC1_HUMAN	gfas1.m1.16666.m1
OG0003670	MTMR7_HUMAN, MTMR6_HUMAN	gfas1.m1.15890.m1
OG0003671	NXT1_HUMAN, NXT2_HUMAN	gfas1.m1.15918.m1
OG0003672	TNPO2_HUMAN, TNPO1_HUMAN	gfas1.m1.23346.m1
OG0003673	PPM1A_HUMAN, PPM1B_HUMAN	gfas1.m1.19738.m1
OG0003674	TXND5_HUMAN	gfas1.m1.7666.m1
OG0003675	CRDL1_HUMAN, CRDL2_HUMAN	gfas1.m1.13872.m1
OG0003676	BORC8_HUMAN	gfas1.m1.11473.m1
OG0003677	HERC1_HUMAN	gfas1.m1.15592.m1
OG0003678	PRKRA_HUMAN, TRBP2_HUMAN	gfas1.m1.5996.m1
OG0003679	IPYR_HUMAN, IPYR2_HUMAN	gfas1.m1.822.m1
OG0003680	CF263_HUMAN	gfas1.m1.18333.m1
OG0003681	RGS14_HUMAN, RGS12_HUMAN	gfas1.m1.2498.m1
OG0003682	SKIL_HUMAN, SKI_HUMAN	gfas1.m1.4232.m1
OG0003683	ULK2_HUMAN, ULK1_HUMAN	gfas1.m1.16978.m1
OG0003684	IF2GL_HUMAN, IF2G_HUMAN	gfas1.m1.14242.m1
OG0003685	POC1B_HUMAN, POC1A_HUMAN	gfas1.m1.5763.m1
OG0003687	CPEB3_HUMAN, CPEB2_HUMAN	gfas1.m1.18610.m1
OG0003688	FN3K_HUMAN, KT3K_HUMAN	gfas1.m1.1061.m1
OG0003689	ENOX2_HUMAN, ENOX1_HUMAN	gfas1.m1.719.m1
OG0003690	BRD7_HUMAN	gfas1.m1.17180.m1
OG0003691	ZMY10_HUMAN	gfas1.m1.2965.m1
OG0003692	CEP95_HUMAN	gfas1.m1.19725.m1, gfas1.m1.17486.m1
OG0003693	ERN2_HUMAN, ERN1_HUMAN	gfas1.m1.5530.m1
OG0003694	KAL1L_HUMAN, KANL1_HUMAN	gfas1.m1.15574.m1
OG0003695	U2QL1_HUMAN	gfas1.m1.16630.m1
OG0003696	PNKP_HUMAN	gfas1.m1.13528.m1, gfas1.m1.22103.m1
OG0003697	LBX2_HUMAN, LBX1_HUMAN	gfas1.m1.9044.m1
OG0003698	CENPM_HUMAN	gfas1.m1.4958.m1
OG0003699	HSC20_HUMAN	gfas1.m1.7496.m1
OG0003700	GP108_HUMAN, GP107_HUMAN	gfas1.m1.18478.m1
OG0003701	TTLL6_HUMAN, TTL13_HUMAN	gfas1.m1.13392.m1
OG0003702	SGPP2_HUMAN, SGPP1_HUMAN	gfas1.m1.13481.m1
OG0003703	UNK_HUMAN, UNKL_HUMAN	gfas1.m1.14848.m1
OG0003704	SNAB_HUMAN, SNAA_HUMAN	gfas1.m1.13794.m1
OG0003705	PORCN_HUMAN	gfas1.m1.1416.m1
OG0003706	CE128_HUMAN	gfas1.m1.16700.m1
OG0003707	PLGT2_HUMAN, PLGT3_HUMAN	gfas1.m1.6384.m1
OG0003708	RFC3_HUMAN	gfas1.m1.12969.m1
OG0003709	OPA1_HUMAN	gfas1.m1.5431.m1
OG0003710	PCMD1_HUMAN, PCMD2_HUMAN	gfas1.m1.23318.m1
OG0003711	RUXE_HUMAN	gfas1.m1.4059.m1
OG0003712	ESRP1_HUMAN, ESRP2_HUMAN	gfas1.m1.5827.m1
OG0003713	H2AV_HUMAN, H2AZ_HUMAN	gfas1.m1.19442.m1
OG0003714	TBCD7_HUMAN	gfas1.m1.20555.m1
OG0003715	LGUL_HUMAN	gfas1.m1.22596.m1
OG0003716	LC7L3_HUMAN	gfas1.m1.18129.m1
OG0003717	IFRD1_HUMAN, IFRD2_HUMAN	gfas1.m1.8060.m1
OG0003718	OGA_HUMAN	gfas1.m1.19219.m1
OG0003719	PRS6A_HUMAN	gfas1.m1.10261.m1
OG0003720	SPIR1_HUMAN, SPIR2_HUMAN	gfas1.m1.15785.m1
OG0003721	TMTC1_HUMAN	gfas1.m1.583.m1
OG0003722	MYRF_HUMAN	gfas1.m1.1738.m1
OG0003723	PITC1_HUMAN	gfas1.m1.21764.m1
OG0003724	RHDF2_HUMAN, RHDF1_HUMAN	gfas1.m1.14853.m1
OG0003725	FSCN1_HUMAN, FSCN2_HUMAN	gfas1.m1.6456.m1
OG0003726	PLPP7_HUMAN, PLPP6_HUMAN	gfas1.m1.21493.m1
OG0003727	NNTM_HUMAN	gfas1.m1.10104.m1
OG0003728	HAND2_HUMAN, HAND1_HUMAN	gfas1.m1.1666.m1
OG0003729	TYPH_HUMAN	gfas1.m1.5941.m1, gfas1.m1.3378.m1
OG0003730	UBP33_HUMAN, UBP20_HUMAN	gfas1.m1.1381.m1
OG0003731	AP1G2_HUMAN, AP1G1_HUMAN	gfas1.m1.2990.m1
OG0003732	HMOX1_HUMAN, HMOX2_HUMAN	gfas1.m1.5784.m1
OG0003733	FA76B_HUMAN, FA76A_HUMAN	gfas1.m1.14602.m1
OG0003734	BAZ2A_HUMAN, BAZ2B_HUMAN	gfas1.m1.4720.m1
OG0003735	AGGF1_HUMAN	gfas1.m1.9143.m1
OG0003736	AKA7A_HUMAN, AKA7G_HUMAN	gfas1.m1.2087.m1
OG0003737	TTK_HUMAN	gfas1.m1.23437.m1
OG0003738	PUF60_HUMAN	gfas1.m1.1175.m1
OG0003739	ATF6A_HUMAN, ATF6B_HUMAN	gfas1.m1.17006.m1
OG0003740	GOLI_HUMAN, RN150_HUMAN	gfas1.m1.7808.m1
OG0003741	KI18B_HUMAN, KI18A_HUMAN	gfas1.m1.1744.m1
OG0003742	DEPD4_HUMAN, DEPD7_HUMAN	gfas1.m1.7228.m1
OG0003743	PPM1F_HUMAN, PPM1E_HUMAN	gfas1.m1.17541.m1
OG0003744	TWF2_HUMAN, TWF1_HUMAN	gfas1.m1.2557.m1
OG0003745	CAF1B_HUMAN	gfas1.m1.16886.m1
OG0003746	SELN_HUMAN	gfas1.m1.485.m1
OG0003747	ASB7_HUMAN	gfas1.m1.13928.m1
OG0003748	MIC19_HUMAN, MIC25_HUMAN	gfas1.m1.5721.m1
OG0003750	TTLL3_HUMAN, TTLL8_HUMAN	gfas1.m1.14582.m1
OG0003751	EEIG2_HUMAN, EEIG1_HUMAN	gfas1.m1.16334.m1
OG0003752	MOCS3_HUMAN	gfas1.m1.3120.m1
OG0003753	KAD4_HUMAN, KAD3_HUMAN	gfas1.m1.4627.m1
OG0003754	TIRR_HUMAN, NUD16_HUMAN	gfas1.m1.22692.m1
OG0003755	EFHD2_HUMAN, EFHD1_HUMAN	gfas1.m1.5878.m1
OG0003756	GGYF1_HUMAN, GGYF2_HUMAN	gfas1.m1.131.m1, gfas1.m1.18294.m1
OG0003757	PHOP1_HUMAN, PHOP2_HUMAN	gfas1.m1.12534.m1
OG0003758	UBP2_HUMAN	gfas1.m1.14841.m1
OG0003759	STA5A_HUMAN, STA5B_HUMAN	gfas1.m1.8933.m1
OG0003760	SENP6_HUMAN, SENP7_HUMAN	gfas1.m1.14863.m1
OG0003761	SH24B_HUMAN, SH24A_HUMAN	gfas1.m1.8231.m1
OG0003762	MARH3_HUMAN, MARH2_HUMAN	gfas1.m1.14516.m1
OG0003763	DPP8_HUMAN, DPP9_HUMAN	gfas1.m1.19893.m1
OG0003764	MANS1_HUMAN	gfas1.m1.14140.m1
OG0003765	SGCE_HUMAN, SGCA_HUMAN	gfas1.m1.69.m1
OG0003766	DCAF6_HUMAN	gfas1.m1.6515.m1
OG0003767	TAF9_HUMAN, TAF9B_HUMAN	gfas1.m1.13709.m1
OG0003768	USP9Y_HUMAN, USP9X_HUMAN	gfas1.m1.20832.m1
OG0003769	AMN1_HUMAN	gfas1.m1.14111.m1
OG0003770	PK3CB_HUMAN, PK3CD_HUMAN	gfas1.m1.20090.m1
OG0003771	TMUB1_HUMAN, TMUB2_HUMAN	gfas1.m1.10780.m1
OG0003772	TRIM9_HUMAN, TRI67_HUMAN	gfas1.m1.2413.m1
OG0003773	PP6R3_HUMAN, PP6R2_HUMAN	gfas1.m1.1511.m1
OG0003774	TMED4_HUMAN, TMED9_HUMAN	gfas1.m1.3393.m1
OG0003775	COG4_HUMAN	gfas1.m1.14138.m1
OG0003776	P210L_HUMAN, PO210_HUMAN	gfas1.m1.6277.m1
OG0003777	CNNM2_HUMAN, CNNM4_HUMAN	gfas1.m1.1167.m1
OG0003778	TMM94_HUMAN	gfas1.m1.4956.m1
OG0003779	SMCA4_HUMAN, SMCA2_HUMAN	gfas1.m1.1149.m1
OG0003780	PK3C3_HUMAN	gfas1.m1.15182.m1
OG0003781	FSP1_HUMAN	gfas1.m1.698.m1
OG0003782	PRS7_HUMAN	gfas1.m1.2660.m1
OG0003783	ERC6L_HUMAN	gfas1.m1.16016.m1
OG0003784	KIFC3_HUMAN	gfas1.m1.317.m1
OG0003785	MOK_HUMAN	gfas1.m1.15141.m1
OG0003786	THTR_HUMAN, THTM_HUMAN	gfas1.m1.9752.m1
OG0003787	SP201_HUMAN, SP202_HUMAN, SP20H_HUMAN	gfas1.m1.14795.m1
OG0003788	TLN2_HUMAN, TLN1_HUMAN	gfas1.m1.18367.m1
OG0003790	PIGY_HUMAN	gfas1.m1.17517.m1
OG0003791	BTG1_HUMAN, BTG2_HUMAN	gfas1.m1.2970.m1
OG0003792	DDX11_HUMAN, D11L8_HUMAN, DDX12_HUMAN	gfas1.m1.13265.m1
OG0003793	ICA1L_HUMAN, ICA69_HUMAN	gfas1.m1.19621.m1
OG0003794	MEP50_HUMAN	gfas1.m1.16776.m1
OG0003795	SBP2L_HUMAN, SEBP2_HUMAN	gfas1.m1.10007.m1
OG0003796	MFRN2_HUMAN, MFRN1_HUMAN	gfas1.m1.1189.m1
OG0003797	NTAN1_HUMAN	gfas1.m1.16952.m1
OG0003911	ASTL_HUMAN	gfas1.m1.2726.m1
OG0003912	DYH1_HUMAN	gfas1.m1.16735.m1
OG0003913	DYH2_HUMAN	gfas1.m1.2322.m1
OG0003914	DYH5_HUMAN	gfas1.m1.7365.m1
OG0003915	TBA8_HUMAN	gfas1.m1.5753.m1
OG0003918	RAB10_HUMAN	gfas1.m1.15783.m1
OG0003922	TBX20_HUMAN	gfas1.m1.5273.m1
OG0003923	CCNA2_HUMAN	gfas1.m1.18418.m1
OG0003924	RNF17_HUMAN	gfas1.m1.21100.m1, gfas1.m1.21380.m1
OG0003926	AEGP_HUMAN	gfas1.m1.21673.m1, gfas1.m1.18298.m1
OG0003927	BEND3_HUMAN	gfas1.m1.11385.m1, gfas1.m1.10924.m1
OG0003928	SC5A3_HUMAN	gfas1.m1.9006.m1
OG0003929	RAX2_HUMAN, RX_HUMAN	gfas1.m1.17558.m1
OG0003930	PXDNL_HUMAN, PXDN_HUMAN	gfas1.m1.15954.m1
OG0003931	PPTC7_HUMAN	gfas1.m1.1646.m1
OG0003933	GCNT1_HUMAN, GCNT3_HUMAN	gfas1.m1.13378.m1
OG0003934	ENPL_HUMAN	gfas1.m1.5762.m1
OG0003935	LR74A_HUMAN	gfas1.m1.2450.m1
OG0003936	VP33A_HUMAN	gfas1.m1.13360.m1
OG0003938	ARF6_HUMAN	gfas1.m1.12.m1
OG0003939	PCGF1_HUMAN	gfas1.m1.17128.m1
OG0003940	PP4C_HUMAN	gfas1.m1.16009.m1
OG0003941	CDK1_HUMAN	gfas1.m1.20863.m1
OG0003943	KCTD6_HUMAN	gfas1.m1.14119.m1, gfas1.m1.821.m1
OG0003944	GIMA4_HUMAN, GIMA7_HUMAN	gfas1.m1.17784.m1
OG0003945	PSMD4_HUMAN	gfas1.m1.15700.m1
OG0003946	PRRT1_HUMAN	gfas1.m1.19230.m1
OG0003947	HIG2A_HUMAN, HIG2B_HUMAN	gfas1.m1.15637.m1
OG0003948	SMAD3_HUMAN, SMAD2_HUMAN	gfas1.m1.7441.m1
OG0003949	DHX40_HUMAN	gfas1.m1.7889.m1, gfas1.m1.8904.m1
OG0003950	DHX8_HUMAN	gfas1.m1.20241.m1
OG0003951	SBP1_HUMAN	gfas1.m1.2151.m1
OG0003952	ASB3_HUMAN	gfas1.m1.3407.m1
OG0003953	2A5D_HUMAN, 2A5G_HUMAN	gfas1.m1.3705.m1
OG0003954	E41L3_HUMAN, EPB41_HUMAN	gfas1.m1.8631.m1
OG0003955	NEK1_HUMAN	gfas1.m1.23218.m1
OG0003956	PCD16_HUMAN	gfas1.m1.1710.m1
OG0003957	SNED1_HUMAN	gfas1.m1.11047.m1, gfas1.m1.22156.m1
OG0003958	DAPK2_HUMAN	gfas1.m1.15465.m1
OG0003959	PRKX_HUMAN, PRKY_HUMAN	gfas1.m1.15293.m1
OG0003960	ANR66_HUMAN	gfas1.m1.15952.m1, gfas1.m1.15951.m1
OG0003961	STT3A_HUMAN	gfas1.m1.16508.m1
OG0003962	SIK3_HUMAN	gfas1.m1.13285.m1
OG0003963	RAB7L_HUMAN	gfas1.m1.3360.m1
OG0003964	COPT1_HUMAN	gfas1.m1.22092.m1, gfas1.m1.18150.m1
OG0003965	LHX9_HUMAN, LHX2_HUMAN	gfas1.m1.1774.m1
OG0003967	ACD11_HUMAN	gfas1.m1.14519.m1
OG0003968	ACD10_HUMAN	gfas1.m1.6547.m1
OG0003970	ODP2_HUMAN	gfas1.m1.16674.m1
OG0003971	NVL_HUMAN	gfas1.m1.9355.m1
OG0003972	ZCPW2_HUMAN	gfas1.m1.9003.m1
OG0003973	CD11A_HUMAN, CD11B_HUMAN	gfas1.m1.157.m1
OG0003974	AIRE_HUMAN	gfas1.m1.7268.m1, gfas1.m1.13191.m1
OG0003975	DECR2_HUMAN	gfas1.m1.22851.m1, gfas1.m1.11110.m1
OG0003977	IDHC_HUMAN	gfas1.m1.14323.m1
OG0003979	GLRX2_HUMAN	gfas1.m1.8846.m1
OG0003980	POLK_HUMAN	gfas1.m1.16599.m1
OG0003981	FIGL1_HUMAN	gfas1.m1.12233.m1, gfas1.m1.13869.m1
OG0003982	PEBP4_HUMAN	gfas1.m1.5336.m1
OG0003984	E2AK3_HUMAN	gfas1.m1.7949.m1
OG0003985	THOP1_HUMAN	gfas1.m1.1959.m1
OG0003986	XRN1_HUMAN	gfas1.m1.10621.m1
OG0003987	TDT_HUMAN, DPOLM_HUMAN	gfas1.m1.21953.m1
OG0003988	TARG1_HUMAN, TM233_HUMAN	gfas1.m1.22885.m1
OG0003989	DHB12_HUMAN	gfas1.m1.17020.m1
OG0003990	FAAH1_HUMAN	gfas1.m1.2109.m1
OG0003991	EBP_HUMAN	gfas1.m1.15061.m1
OG0003992	CMIP1_HUMAN	gfas1.m1.23297.m1
OG0003994	TXD15_HUMAN	gfas1.m1.15314.m1
OG0003995	IF172_HUMAN	gfas1.m1.13542.m1, gfas1.m1.21112.m1
OG0003996	MVD1_HUMAN	gfas1.m1.6414.m1
OG0003997	TPPC8_HUMAN	gfas1.m1.11394.m1, gfas1.m1.12680.m1
OG0003998	ESPL1_HUMAN	gfas1.m1.16310.m1
OG0003999	NEMF_HUMAN	gfas1.m1.4262.m1, gfas1.m1.16360.m1
OG0004000	EIF3J_HUMAN	gfas1.m1.8343.m1
OG0004001	DPH3B_HUMAN, DPH3_HUMAN	gfas1.m1.2071.m1
OG0004002	TMED7_HUMAN, TMED3_HUMAN	gfas1.m1.4889.m1
OG0004003	GRAP1_HUMAN	gfas1.m1.2545.m1, gfas1.m1.10689.m1
OG0004004	ZGPAT_HUMAN	gfas1.m1.16669.m1
OG0004005	CATB_HUMAN	gfas1.m1.14751.m1, gfas1.m1.14755.m1
OG0004006	HACD3_HUMAN	gfas1.m1.20520.m1, gfas1.m1.17675.m1
OG0004007	CRIP1_HUMAN	gfas1.m1.16575.m1
OG0004011	DEPD5_HUMAN	gfas1.m1.7913.m1
OG0004013	TDRKH_HUMAN	gfas1.m1.18669.m1
OG0004015	ATG10_HUMAN	gfas1.m1.17144.m1, gfas1.m1.16480.m1
OG0004016	RFC2_HUMAN	gfas1.m1.20490.m1, gfas1.m1.9625.m1
OG0004017	RN123_HUMAN	gfas1.m1.2554.m1, gfas1.m1.2544.m1
OG0004019	RENT1_HUMAN	gfas1.m1.14653.m1
OG0004020	PCCA_HUMAN	gfas1.m1.921.m1
OG0004021	CCS_HUMAN	gfas1.m1.7663.m1
OG0004022	MSL1_HUMAN	gfas1.m1.15594.m1
OG0004023	PPIL6_HUMAN	gfas1.m1.4024.m1
OG0004024	FBX41_HUMAN	gfas1.m1.18626.m1
OG0004027	ABCG2_HUMAN	gfas1.m1.6143.m1
OG0004028	BORC5_HUMAN	gfas1.m1.7164.m1
OG0004030	TM163_HUMAN	gfas1.m1.7729.m1, gfas1.m1.7733.m1
OG0004031	GCST_HUMAN	gfas1.m1.4157.m1
OG0004032	FBF1_HUMAN	gfas1.m1.6688.m1
OG0004036	KTU_HUMAN	gfas1.m1.1972.m1
OG0004037	SERA_HUMAN	gfas1.m1.9626.m1
OG0004038	NEB1_HUMAN, NEB2_HUMAN	gfas1.m1.7728.m1
