Orthogroup	Hsap	Nvec
OG0000588	ABI3_HUMAN, ABI2_HUMAN, ABI1_HUMAN	NV2t012826001.1, NV2t012826002.1, NV2t012828001.1, NV2t012828002.1, NV2t012828003.1, NV2t012828004.1
OG0000589	TPD53_HUMAN, TPD52_HUMAN, TPD55_HUMAN, TPD54_HUMAN	NV2t006380004.1, NV2t006380006.1, NV2t006380002.1, NV2t006380003.1, NV2t006380005.1, NV2t006380007.1
OG0000590	BMP6_HUMAN, BMP7_HUMAN, BMP8A_HUMAN, BMP8B_HUMAN, BMP5_HUMAN	NV2t006269001.1, NV2t006269002.1, NV2t006269003.1
OG0000591	ACSL5_HUMAN, ACSL6_HUMAN, ACSL1_HUMAN	NV2t006174001.1, NV2t006174002.1, NV2t005628003.1, NV2t005628001.1, NV2t005628004.1
OG0000592	SAPL1_HUMAN, SAP_HUMAN	NV2t009855001.1, NV2t010195003.1, NV2t010195004.1, NV2t010195001.1, NV2t010195002.1, NV2t010195005.1, NV2t010549003.1, NV2t010549001.1, NV2t010549002.1
OG0000593	ASB9_HUMAN, ASB5_HUMAN, ASB11_HUMAN	NV2t006991001.1, NV2t000293001.1, NV2t015212002.1, NV2t015212001.1, NV2t015212003.1
OG0000594	RASEF_HUMAN	NV2t013562011.1, NV2t013562005.1, NV2t013562007.1, NV2t013562010.1, NV2t013562009.1, NV2t013562008.1, NV2t013562001.1, NV2t013562002.1, NV2t013562006.1, NV2t013562003.1, NV2t013562004.1
OG0000595	DDX43_HUMAN, DDX53_HUMAN	NV2t015417005.1, NV2t015417011.1, NV2t015417002.1, NV2t015417001.1, NV2t015417003.1, NV2t015417006.1, NV2t015417004.1, NV2t015417007.1, NV2t015417008.1, NV2t015417009.1, NV2t015417010.1
OG0000596	DPYS_HUMAN, DPYL5_HUMAN, DPYL1_HUMAN, DPYL3_HUMAN, DPYL4_HUMAN, DPYL2_HUMAN	NV2t014629001.1
OG0000597	AGAP2_HUMAN, AGAP3_HUMAN, AGAP1_HUMAN, AGA11_HUMAN, AGAP5_HUMAN, AGAP9_HUMAN, AGAP7_HUMAN, AGAP4_HUMAN, AGAP6_HUMAN	NV2t010965001.1
OG0000607	CCBE1_HUMAN	NV2t021526001.1
OG0000608	FOSB_HUMAN, FOS_HUMAN, FOSL1_HUMAN, FOSL2_HUMAN	NV2t020205001.1, NV2t019749001.1, NV2t020774001.1
OG0000609	PA21B_HUMAN	NV2t010254001.1, NV2t010206001.1, NV2t010206003.1, NV2t010206002.1, NV2t009751001.1, NV2t009751003.1, NV2t010295001.1, NV2t010316001.1, NV2t010144001.1
OG0000610	PCDH1_HUMAN, PCDH7_HUMAN, PCDH9_HUMAN, PC11X_HUMAN, PC11Y_HUMAN, PCD20_HUMAN, PCD17_HUMAN, PCD12_HUMAN	NV2t002532001.1, NV2t002532002.1
OG0000611	FAT4_HUMAN	NV2t014310001.1, NV2t014310002.1, NV2t014310003.1, NV2t003226001.1
OG0000612	SC6A6_HUMAN, S6A11_HUMAN, S6A13_HUMAN, S6A12_HUMAN, SC6A8_HUMAN	NV2t002454001.1
OG0000613	S39A6_HUMAN, S39AA_HUMAN	NV2t010968001.1, NV2t010968002.1, NV2t010968004.1, NV2t010968003.1, NV2t010968005.1, NV2t011853001.1
OG0000614	TIGD5_HUMAN, TIGD1_HUMAN, CENP1_HUMAN, JERKY_HUMAN, JERKL_HUMAN, TIGD2_HUMAN, TIGD7_HUMAN	NV2t012360001.1
OG0000615	PLCD4_HUMAN, PLCD3_HUMAN, PLCD1_HUMAN	NV2t000206003.1, NV2t000206004.1, NV2t000206002.1, NV2t000206001.1, NV2t000206005.1, NV2t000206006.1
OG0000616	HS905_HUMAN, HS902_HUMAN, HS90A_HUMAN, HS90B_HUMAN, H90B4_HUMAN, H90B3_HUMAN	NV2t020404004.1, NV2t020404001.1, NV2t020404003.1, NV2t020404002.1
OG0000617	LR74B_HUMAN	NV2t023136001.1, NV2t021645001.1, NV2t014261001.1, NV2t014261002.1, NV2t019351001.1, NV2t017280001.1, NV2t017280002.1
OG0000618	MEOX2_HUMAN, MEOX1_HUMAN	NV2t012940001.1, NV2t012939001.1, NV2t012942001.1, NV2t012943001.1, NV2t012943002.1
OG0000619	P5I11_HUMAN	NV2t018682001.1, NV2t018682003.1, NV2t018682005.1, NV2t018682010.1, NV2t018682007.1, NV2t018682009.1, NV2t018682004.1, NV2t018682011.1, NV2t018682002.1, NV2t018682008.1
OG0000621	RDH14_HUMAN	NV2t007777001.1
OG0000621	RDH13_HUMAN, RDH11_HUMAN, RDH12_HUMAN	NV2t001081001.1, NV2t001081002.1
OG0000622	HMGX3_HUMAN	NV2t024781001.1
OG0000625	GON4L_HUMAN, YYAP1_HUMAN	NV2t022880006.1, NV2t022880001.1, NV2t022877001.1, NV2t022880002.1, NV2t022880004.1, NV2t022878001.1, NV2t022878002.1, NV2t022880003.1, NV2t022880005.1
OG0000626	ALAT2_HUMAN, ALAT1_HUMAN	NV2t004040001.1, NV2t004040002.1, NV2t004040003.1, NV2t004040004.1, NV2t005396001.1
OG0000627	H4_HUMAN	NV2t008109003.1, NV2t004468001.1, NV2t007154001.1, NV2t008112001.1, NV2t008112002.1, NV2t000241001.1
OG0000630	MYPT2_HUMAN, MYPT1_HUMAN	NV2t009859001.1, NV2t009859002.1, NV2t009859004.1, NV2t009859003.1, NV2t009859005.1, NV2t009859006.1, NV2t009859007.1
OG0000632	QRIC2_HUMAN	NV2t012625001.1, NV2t014066001.1, NV2t020233001.1, NV2t007329003.1, NV2t007329002.1, NV2t007329001.1, NV2t007322001.1
OG0000633	CNO11_HUMAN	NV2t014651001.1
OG0000634	PROZ_HUMAN, FA9_HUMAN, PROC_HUMAN, FA7_HUMAN, FA10_HUMAN	NV2t011923001.1
OG0000637	MGLYR_HUMAN, GP179_HUMAN	NV2t006186001.1, NV2t006186002.1, NV2t004810001.1, NV2t004810002.1, NV2t004810003.1, NV2t004809001.1
OG0000638	TAOK3_HUMAN, TAOK1_HUMAN, TAOK2_HUMAN	NV2t016138002.1, NV2t016138006.1, NV2t016138001.1, NV2t016138003.1, NV2t016138005.1, NV2t016138004.1
OG0000639	LOXL2_HUMAN, LOXL3_HUMAN, LOXL4_HUMAN	NV2t019165001.1, NV2t019165002.1, NV2t019165003.1, NV2t019166001.1
OG0000640	NR2F6_HUMAN, COT2_HUMAN, COT1_HUMAN	NV2t023248001.1, NV2t024040002.1, NV2t024040005.1, NV2t024040003.1, NV2t024040004.1
OG0000641	ATD3A_HUMAN, ATD3B_HUMAN	NV2t013477001.1, NV2t013477006.1, NV2t013477009.1, NV2t013477011.1, NV2t013477010.1, NV2t013477002.1, NV2t013477005.1, NV2t013477007.1, NV2t013477008.1
OG0000642	RUFY2_HUMAN, RUFY1_HUMAN	NV2t013121008.1, NV2t013121004.1, NV2t013121003.1, NV2t013121001.1, NV2t013121006.1, NV2t013121007.1, NV2t013121005.1, NV2t013121002.1
OG0000643	ASGL1_HUMAN	NV2t004346001.1, NV2t004346002.1, NV2t004351001.1, NV2t004351003.1, NV2t004351002.1, NV2t004351004.1, NV2t004351006.1, NV2t004351005.1
OG0000644	EZRI_HUMAN, MOES_HUMAN, RADI_HUMAN	NV2t008519004.1, NV2t008519001.1, NV2t008519002.1, NV2t008519005.1, NV2t008519003.1
OG0000645	C27C1_HUMAN, CP27A_HUMAN	NV2t004481001.1, NV2t004481002.1, NV2t004482001.1, NV2t004482002.1, NV2t004482003.1, NV2t016230001.1, NV2t003212001.1, NV2t018720001.1
OG0000646	C2CD5_HUMAN	NV2t018454003.1, NV2t018454004.1, NV2t018454008.1, NV2t018454001.1, NV2t018454006.1, NV2t018454005.1, NV2t018454009.1, NV2t018454002.1, NV2t018454007.1, NV2t018454010.1
OG0000647	REQU_HUMAN, DPF1_HUMAN, DPF3_HUMAN	NV2t020271001.1, NV2t020271006.1, NV2t020271003.1, NV2t020271004.1, NV2t020271005.1, NV2t020271007.1
OG0000648	NFIC_HUMAN, NFIB_HUMAN, NFIX_HUMAN, NFIA_HUMAN	NV2t001242001.1, NV2t001243002.1, NV2t001242002.1, NV2t001243001.1
OG0000649	WDR37_HUMAN	NV2t011771001.1, NV2t011771002.1, NV2t011771003.1, NV2t019365001.1
OG0000650	TTL12_HUMAN	NV2t010023009.1, NV2t010023002.1, NV2t010023005.1, NV2t010023001.1, NV2t010023004.1, NV2t010023008.1, NV2t010023007.1, NV2t010023003.1, NV2t010023006.1
OG0000651	PTN5_HUMAN, PTPRR_HUMAN, PTN7_HUMAN	NV2t017409002.1, NV2t017409003.1, NV2t017409005.1, NV2t017409001.1, NV2t017409004.1, NV2t017409006.1
OG0000652	GPR19_HUMAN	NV2t013147001.1, NV2t013147002.1, NV2t013147003.1, NV2t013147004.1, NV2t013147005.1, NV2t025164001.1
OG0000653	PTTG_HUMAN	NV2t001769001.1, NV2t024028001.1, NV2t024028002.1, NV2t024031001.1, NV2t024031002.1, NV2t024031003.1, NV2t011940001.1, NV2t011940002.1
OG0000654	EGLN3_HUMAN, EGLN2_HUMAN, EGLN1_HUMAN	NV2t008424005.1, NV2t008424003.1, NV2t008424001.1, NV2t008424002.1, NV2t008424004.1
OG0000655	KS6A3_HUMAN, KS6A6_HUMAN, KS6A1_HUMAN, KS6A2_HUMAN	NV2t009417004.1, NV2t009417001.1, NV2t009417002.1, NV2t009417003.1
OG0000656	HNRLL_HUMAN, HNRPL_HUMAN	NV2t019876001.1, NV2t019876005.1, NV2t019876007.1, NV2t019876008.1, NV2t019876002.1, NV2t019876003.1, NV2t019876004.1, NV2t019876006.1
OG0000658	TRAF6_HUMAN	NV2t018750006.1, NV2t018750003.1, NV2t018750005.1, NV2t018750002.1, NV2t018750004.1
OG0000659	PPIF_HUMAN, PPIA_HUMAN, PAL4A_HUMAN, PAL4D_HUMAN, PAL4E_HUMAN, PAL4F_HUMAN, PAL4C_HUMAN, PAL4G_HUMAN, PAL4H_HUMAN	NV2t005541001.1
OG0000661	TP4A3_HUMAN, TP4A1_HUMAN, TP4A2_HUMAN	NV2t006088004.1, NV2t006088006.1, NV2t006088001.1, NV2t006088005.1, NV2t006088002.1, NV2t006088003.1
OG0000662	IRF2_HUMAN, IRF1_HUMAN	NV2t005154001.1, NV2t006330001.1, NV2t006025001.1, NV2t006025002.1, NV2t006024001.1
OG0000663	SL9A5_HUMAN, SL9A3_HUMAN, SL9A1_HUMAN, SL9A4_HUMAN, SL9A2_HUMAN	NV2t025704001.1
OG0000664	SEPT8_HUMAN, SEP11_HUMAN, SEPT6_HUMAN, RBRP_HUMAN, SEP14_HUMAN, SEP10_HUMAN	NV2t003722001.1
OG0000665	RGF1A_HUMAN, RGF1C_HUMAN, RGF1B_HUMAN	NV2t013568001.1, NV2t013571002.1, NV2t013571003.1, NV2t013571004.1, NV2t013571001.1, NV2t013571005.1, NV2t013571006.1
OG0000666	MICA1_HUMAN, MICA3_HUMAN, MICA2_HUMAN	NV2t024568001.1, NV2t010171002.1, NV2t010171004.1, NV2t010171001.1, NV2t010171003.1
OG0000667	KCC2A_HUMAN, KCC2D_HUMAN, KCC2G_HUMAN, KCC2B_HUMAN	NV2t010588001.1, NV2t009971001.1
OG0000668	SPY4_HUMAN, SPY3_HUMAN, SPY2_HUMAN, SPY1_HUMAN	NV2t018099001.1, NV2t018091001.1
OG0000669	MILK1_HUMAN, MILK2_HUMAN	NV2t011482001.1, NV2t011482002.1, NV2t007020001.1, NV2t007020002.1, NV2t004316001.1
OG0000670	TSP3_HUMAN, TSP4_HUMAN, COMP_HUMAN	NV2t023886001.1, NV2t023886003.1, NV2t023886002.1, NV2t023884001.1, NV2t023884002.1
OG0000671	KANK3_HUMAN, KANK4_HUMAN, KANK2_HUMAN	NV2t001053003.1, NV2t001053005.1, NV2t001053001.1, NV2t001053004.1, NV2t001053002.1, NV2t001053006.1
OG0000672	STA13_HUMAN, RHG07_HUMAN	NV2t003405003.1, NV2t003405006.1, NV2t003405005.1, NV2t003405001.1, NV2t003405008.1, NV2t003405007.1, NV2t003405004.1, NV2t003405002.1
OG0000674	CBPA5_HUMAN, CBPA1_HUMAN, CBPA4_HUMAN, CBPA2_HUMAN	NV2t000680001.1, NV2t000757001.1, NV2t001253001.1
OG0000675	NFAT5_HUMAN	NV2t003882003.1, NV2t003882008.1, NV2t003882001.1, NV2t003882002.1, NV2t003882004.1, NV2t003882005.1, NV2t003882006.1, NV2t003882007.1, NV2t003882009.1, NV2t003882010.1
OG0000676	KLC1_HUMAN, KLC4_HUMAN, KLC2_HUMAN	NV2t020864004.1, NV2t020864002.1, NV2t020864003.1, NV2t020864001.1, NV2t020864005.1, NV2t020864006.1
OG0000677	FADS1_HUMAN, FS2P1_HUMAN, FADS3_HUMAN, FADS2_HUMAN	NV2t020335002.1, NV2t020335005.1, NV2t020335004.1, NV2t020335003.1
OG0000678	NED4L_HUMAN, NEDD4_HUMAN, WWP2_HUMAN, ITCH_HUMAN, WWP1_HUMAN	NV2t004077001.1, NV2t004077002.1
OG0000679	WDR55_HUMAN	NV2t003009009.1, NV2t003009006.1, NV2t003009008.1, NV2t003009010.1, NV2t003009007.1, NV2t003009005.1, NV2t003009003.1, NV2t003009002.1, NV2t003009004.1, NV2t003009001.1
OG0000680	SMA2L_HUMAN, SPMA2_HUMAN	NV2t013055002.1, NV2t002483001.1, NV2t018523003.1, NV2t018525001.1, NV2t018523002.1, NV2t018525002.1, NV2t018523001.1
OG0000681	PUM1_HUMAN, PUM2_HUMAN	NV2t005837002.1, NV2t005837001.1, NV2t005837005.1, NV2t005837008.1, NV2t005837007.1, NV2t005837003.1, NV2t005837006.1, NV2t005837004.1
OG0000682	CAC1G_HUMAN, CAC1I_HUMAN, CAC1H_HUMAN	NV2t007728001.1, NV2t007728006.1, NV2t007728002.1, NV2t007728003.1, NV2t007728007.1, NV2t007728008.1, NV2t007728004.1, NV2t007728005.1
OG0000683	WNK3_HUMAN, WNK1_HUMAN, WNK4_HUMAN, WNK2_HUMAN	NV2t001891001.1, NV2t001891002.1, NV2t001891003.1
OG0000684	AT2A3_HUMAN, AT2A1_HUMAN, AT2A2_HUMAN	NV2t016458002.1, NV2t016458001.1, NV2t016458003.1, NV2t016458006.1, NV2t016458004.1, NV2t016458007.1
OG0000685	LRC8E_HUMAN, LRC8C_HUMAN, LRC8D_HUMAN, LRC8B_HUMAN, LRC8A_HUMAN	NV2t025249001.1, NV2t025249002.1
OG0000686	GPHB5_HUMAN, FSHB_HUMAN, TSHB_HUMAN, LSHB_HUMAN, CGB7_HUMAN, CGB2_HUMAN, CGB1_HUMAN, CGB3_HUMAN	NV2t012909001.1
OG0000692	SVEP1_HUMAN, C4BPA_HUMAN	NV2t003300001.1, NV2t003792001.1, NV2t003560001.1
OG0000693	CP1B1_HUMAN, CP1A1_HUMAN, CP1A2_HUMAN	NV2t016109001.1, NV2t012083001.1
OG0000694	PARPT_HUMAN	NV2t025444001.1, NV2t025560001.1
OG0000695	ROA0_HUMAN, ROA3_HUMAN, ROA2_HUMAN, RA1L2_HUMAN, ROA1_HUMAN, RA1L3_HUMAN	NV2t025740001.1
OG0000696	MUC19_HUMAN, MUC6_HUMAN, MUC5A_HUMAN, MUC5B_HUMAN, MUC2_HUMAN	NV2t016210001.1, NV2t012902001.1, NV2t012903006.1
OG0000697	LMO4_HUMAN	NV2t024744001.1, NV2t024744004.1, NV2t024744005.1, NV2t024744003.1, NV2t024744002.1, NV2t024744006.1, NV2t024744007.1, NV2t024744008.1, NV2t024744009.1
OG0000698	CP4FN_HUMAN, CP4F2_HUMAN, CP4F3_HUMAN, CP4F8_HUMAN, CP4FB_HUMAN, CP4FC_HUMAN	NV2t005240001.1
OG0000699	KCC1B_HUMAN, KCC1A_HUMAN, KCC1D_HUMAN	NV2t002115001.1, NV2t002115005.1, NV2t002115003.1, NV2t002115004.1, NV2t002115002.1
OG0000700	VP33B_HUMAN	NV2t024100005.1, NV2t024100002.1, NV2t024100001.1, NV2t024100003.1, NV2t024100004.1, NV2t024104002.1, NV2t024104003.1, NV2t024104001.1, NV2t024104004.1
OG0000702	ASCL4_HUMAN, ASCL1_HUMAN, ASCL2_HUMAN	NV2t010382001.1, NV2t010382002.1, NV2t010193001.1, NV2t009665001.1
OG0000703	CP46A_HUMAN	NV2t014309001.1, NV2t014309002.1, NV2t014961001.1, NV2t006055001.1, NV2t021611001.1
OG0000704	NB5R3_HUMAN, NB5R2_HUMAN	NV2t017348001.1
OG0000705	CBX1_HUMAN, CBX5_HUMAN, CBX3_HUMAN	NV2t011774001.1, NV2t005372001.1, NV2t005372002.1
OG0000708	SETD5_HUMAN, KMT2E_HUMAN	NV2t001181006.1, NV2t001181007.1, NV2t001181002.1, NV2t001181001.1, NV2t001181005.1, NV2t001181003.1, NV2t001181004.1
OG0000709	AGRL3_HUMAN, AGRL1_HUMAN, AGRL2_HUMAN	NV2t002324001.1, NV2t000075001.1, NV2t000077001.1
OG0000710	MSD1_HUMAN	NV2t003715001.1, NV2t003717001.1, NV2t003717002.1
OG0000711	OIT3_HUMAN	NV2t009290001.1, NV2t009290002.1, NV2t009290005.1, NV2t003071002.1
OG0000712	AKAP9_HUMAN	NV2t012384005.1, NV2t012384004.1, NV2t012384003.1, NV2t012384001.1, NV2t012384002.1
OG0000714	EFC4A_HUMAN, EFC4B_HUMAN	NV2t014479001.1, NV2t014479004.1, NV2t014479005.1, NV2t014479002.1, NV2t014479003.1, NV2t014479006.1
OG0000717	4EBP3_HUMAN, 4EBP1_HUMAN, 4EBP2_HUMAN	NV2t010550001.1, NV2t010550002.1, NV2t010550005.1, NV2t010550003.1, NV2t010550004.1
OG0000718	CDAC1_HUMAN	NV2t018401001.1, NV2t018445001.1, NV2t018445002.1
OG0000719	MPRD_HUMAN	NV2t023468001.1, NV2t012216002.1, NV2t012454001.1, NV2t011902001.1
OG0000720	DJB12_HUMAN, DJC18_HUMAN, DJB14_HUMAN	NV2t006069001.1
OG0000723	MOS_HUMAN	NV2t015387001.1, NV2t009032001.1, NV2t009370001.1, NV2t015187001.1, NV2t015329001.1
OG0000724	PLIN2_HUMAN, PLIN5_HUMAN, PLIN3_HUMAN, PLIN4_HUMAN	NV2t025980002.1, NV2t025980001.1, NV2t024192001.1
OG0000726	GSTO2_HUMAN, GSTO1_HUMAN	NV2t008132001.1, NV2t012213001.1, NV2t007934001.1, NV2t007934002.1
OG0000727	LITAD_HUMAN, LITAF_HUMAN	NV2t021986001.1, NV2t016701001.1, NV2t010974001.1, NV2t012422001.1
OG0000728	SMBT1_HUMAN, SMBT2_HUMAN	NV2t000270003.1, NV2t000270005.1, NV2t000270004.1, NV2t000267001.1, NV2t000270001.1, NV2t000270002.1
OG0000729	KMT2C_HUMAN, KMT2D_HUMAN	NV2t010627005.1, NV2t010627003.1, NV2t010627004.1, NV2t010627002.1, NV2t010627001.1, NV2t010627006.1
OG0000730	MOXD1_HUMAN	NV2t003343001.1, NV2t020913001.1, NV2t020913002.1, NV2t014680001.1
OG0000731	RHG04_HUMAN, SRGP3_HUMAN, SRGP1_HUMAN, SRG2C_HUMAN, SRG2B_HUMAN, SRGP2_HUMAN	NV2t000744001.1, NV2t000744002.1
OG0000732	MAST3_HUMAN, MAST1_HUMAN, MAST2_HUMAN, MAST4_HUMAN	NV2t001863001.1, NV2t001863002.1
OG0000734	SSH3_HUMAN, SSH2_HUMAN, SSH1_HUMAN	NV2t017234003.1, NV2t017234004.1, NV2t017234002.1, NV2t017234001.1, NV2t017234005.1
OG0000736	FBH1_HUMAN	NV2t008034001.1, NV2t019171001.1, NV2t004523001.1, NV2t002129001.1, NV2t002129002.1, NV2t002129003.1, NV2t002129004.1, NV2t002129005.1, NV2t002129006.1
OG0000737	XDH_HUMAN, AOXA_HUMAN	NV2t005925001.1, NV2t019719002.1, NV2t019719001.1, NV2t019719003.1
OG0000738	MYO5A_HUMAN, MYO5B_HUMAN	NV2t013918002.1, NV2t013918003.1, NV2t013918001.1, NV2t013918005.1, NV2t013918004.1, NV2t013918007.1, NV2t013918006.1
OG0000739	DTNA_HUMAN, DTNB_HUMAN	NV2t014319007.1, NV2t014319006.1, NV2t014319008.1, NV2t014319009.1, NV2t014319005.1, NV2t014319003.1, NV2t014319004.1
OG0000741	SO4A1_HUMAN	NV2t008776001.1, NV2t017803001.1, NV2t017803002.1, NV2t008517001.1, NV2t008517002.1, NV2t008517003.1, NV2t008517004.1
OG0000742	TTC14_HUMAN	NV2t019259002.1, NV2t019259004.1, NV2t019259003.1, NV2t019261001.1, NV2t019261002.1, NV2t019260002.1, NV2t019260003.1, NV2t019259001.1, NV2t019260001.1
OG0000743	GARE1_HUMAN, GARE2_HUMAN	NV2t019720001.1, NV2t004415001.1, NV2t025139001.1, NV2t019721001.1, NV2t004421001.1, NV2t004420001.1, NV2t016003001.1
OG0000744	MGT4B_HUMAN, MGT4A_HUMAN	NV2t002388002.1, NV2t002388003.1, NV2t002388001.1, NV2t002388004.1, NV2t002388005.1, NV2t002388006.1, NV2t002388007.1
OG0000746	SVIL_HUMAN	NV2t000388001.1, NV2t000388002.1, NV2t011224001.1, NV2t011224002.1, NV2t011224003.1, NV2t011224005.1, NV2t011224004.1
OG0000747	TNNC2_HUMAN	NV2t018768001.1, NV2t019896001.1, NV2t019896003.1, NV2t013407001.1, NV2t014538003.1, NV2t019468001.1, NV2t019469002.1, NV2t019469001.1
OG0000748	EREP1_HUMAN, EREP3_HUMAN, EREP2_HUMAN	NV2t014221001.1, NV2t014221002.1, NV2t014221003.1, NV2t014221005.1, NV2t014221004.1
OG0000749	CCD73_HUMAN	NV2t021581001.1, NV2t002680001.1, NV2t023482001.1, NV2t006085001.1
OG0000750	LONF1_HUMAN, LONF3_HUMAN	NV2t002372001.1, NV2t016295001.1, NV2t016295002.1, NV2t016295003.1
OG0000751	POSTN_HUMAN, BGH3_HUMAN	NV2t002361003.1, NV2t002361001.1, NV2t002364001.1, NV2t002361002.1, NV2t002361004.1, NV2t020441001.1, NV2t020449001.1
OG0000752	HG2A_HUMAN	NV2t003373001.1, NV2t003373002.1, NV2t003373003.1, NV2t000107001.1, NV2t000107002.1, NV2t019319002.1, NV2t019319005.1
OG0000753	VTNC_HUMAN	NV2t000807001.1, NV2t000808001.1, NV2t000808002.1, NV2t019146001.1, NV2t019146002.1
OG0000755	GRB14_HUMAN, GRB7_HUMAN, GRB10_HUMAN	NV2t012038003.1, NV2t012038005.1, NV2t012038004.1, NV2t012038001.1, NV2t012038002.1
OG0000756	T121B_HUMAN	NV2t002159001.1, NV2t013199001.1, NV2t013200001.1, NV2t002143001.1, NV2t000083001.1
OG0000757	TSHR_HUMAN, FSHR_HUMAN, LSHR_HUMAN	NV2t019015001.1, NV2t022121001.1, NV2t012199001.1
OG0000758	KAZD1_HUMAN, IBP7_HUMAN, IBPL1_HUMAN	NV2t021870001.1, NV2t006476001.1, NV2t021204001.1
OG0000759	ABCBB_HUMAN, ABCB5_HUMAN, MDR3_HUMAN, MDR1_HUMAN	NV2t003302001.1, NV2t011922001.1
OG0000762	PRS23_HUMAN, PRS35_HUMAN	NV2t020487001.1, NV2t012227001.1, NV2t012227002.1
OG0000763	NPM2_HUMAN, NPM3_HUMAN, NPM_HUMAN	NV2t018135001.1, NV2t018135005.1, NV2t018135002.1, NV2t018135003.1, NV2t018135004.1
OG0000764	MTG8R_HUMAN, MTG8_HUMAN, MTG16_HUMAN	NV2t005340004.1, NV2t005340005.1, NV2t005340001.1, NV2t005340002.1, NV2t005340003.1
OG0000765	GAB1_HUMAN, GAB3_HUMAN, GAB2_HUMAN, GAB4_HUMAN	NV2t024968001.1, NV2t003726001.1, NV2t003726002.1
OG0000766	IQEC3_HUMAN, IQEC2_HUMAN, IQEC1_HUMAN	NV2t000259005.1, NV2t000259003.1, NV2t000259004.1, NV2t000259001.1, NV2t000259002.1
OG0000767	SLMAP_HUMAN	NV2t000694002.1, NV2t000694003.1, NV2t000694001.1, NV2t000694005.1, NV2t000694006.1, NV2t000694004.1, NV2t000694007.1, NV2t000694008.1, NV2t000694009.1
OG0000768	ABCA5_HUMAN, ABCA9_HUMAN, ABCA8_HUMAN, ABCAA_HUMAN, ABCA6_HUMAN	NV2t019595001.1
OG0000769	ARGL1_HUMAN	NV2t022167001.1, NV2t022167002.1, NV2t022167003.1, NV2t022167005.1, NV2t022167007.1, NV2t022167009.1, NV2t022167004.1, NV2t022167006.1, NV2t022167008.1
OG0000770	SYTL5_HUMAN, SYTL4_HUMAN	NV2t008455003.1, NV2t008455004.1, NV2t008455002.1, NV2t008455005.1, NV2t008455006.1, NV2t008455001.1
OG0000771	SHC4_HUMAN, SHC3_HUMAN, SHC2_HUMAN, SHC1_HUMAN	NV2t023579003.1, NV2t023579001.1, NV2t023579002.1
OG0000773	EPS8_HUMAN, ES8L1_HUMAN, ES8L2_HUMAN	NV2t015052002.1, NV2t015052001.1, NV2t015059001.1, NV2t015059002.1, NV2t015051001.1
OG0000774	LICH_HUMAN, LIPK_HUMAN, LIPF_HUMAN	NV2t010579001.1, NV2t009506002.1, NV2t009506001.1, NV2t009506003.1
OG0000775	PTPRN_HUMAN, PTPR2_HUMAN	NV2t011670001.1, NV2t011670002.1, NV2t011670003.1, NV2t011670004.1, NV2t011670005.1, NV2t011670006.1
OG0000776	STAG2_HUMAN, STAG1_HUMAN, STAG3_HUMAN, ST3L3_HUMAN, ST3L1_HUMAN, ST3L2_HUMAN, ST3L4_HUMAN	NV2t022632001.1
OG0000777	H10_HUMAN	NV2t007151001.1, NV2t007153001.1, NV2t007153002.1, NV2t007130001.1, NV2t007130002.1, NV2t006859001.1
OG0000779	RMI1_HUMAN	NV2t008688006.1, NV2t008688005.1, NV2t008688001.1, NV2t008688004.1, NV2t008688003.1, NV2t008683001.1, NV2t008681001.1, NV2t008686001.1, NV2t008688002.1
OG0000780	GABT_HUMAN	NV2t007802002.1, NV2t007802008.1, NV2t007802001.1, NV2t007802003.1, NV2t007802004.1, NV2t007802006.1, NV2t007802009.1, NV2t007802005.1, NV2t007802007.1
OG0000781	TRPM3_HUMAN, TRPM1_HUMAN, TRPM7_HUMAN, TRPM6_HUMAN	NV2t023620001.1, NV2t008726001.1
OG0000782	BRD2_HUMAN, BRD3_HUMAN	NV2t024670003.1, NV2t024670001.1, NV2t024670005.1, NV2t024670004.1, NV2t024670006.1, NV2t024670007.1, NV2t024670002.1
OG0000783	BIRC7_HUMAN, XIAP_HUMAN, BIRC8_HUMAN, BIRC3_HUMAN, BIRC2_HUMAN	NV2t009147001.1
OG0000784	ZN883_HUMAN, ZNF79_HUMAN, ZN641_HUMAN, RHIT_HUMAN	NV2t014692001.1, NV2t014689001.1, NV2t014689002.1, NV2t014689003.1, NV2t014689004.1
OG0000785	M3K9_HUMAN, M3K10_HUMAN, M3K11_HUMAN, M3K21_HUMAN	NV2t019642001.1, NV2t019642002.1, NV2t019642003.1
OG0000786	RIPR3_HUMAN, RIPR2_HUMAN, RIPR1_HUMAN	NV2t014959003.1, NV2t014959005.1, NV2t014959002.1, NV2t014959004.1, NV2t014959001.1
OG0000787	GCYB1_HUMAN	NV2t002908001.1, NV2t002912001.1, NV2t002912002.1, NV2t002912005.1, NV2t002912003.1, NV2t002912004.1, NV2t002912006.1, NV2t002910001.1
OG0000788	LRCH2_HUMAN, LRCH1_HUMAN, LRCH4_HUMAN, LRCH3_HUMAN	NV2t021528002.1, NV2t021528003.1, NV2t021528001.1
OG0000789	SCAM5_HUMAN, SCAM4_HUMAN, SCAM2_HUMAN, SCAM3_HUMAN, SCAM1_HUMAN	NV2t024215001.1
OG0000790	F219A_HUMAN, F219B_HUMAN	NV2t023578003.1, NV2t023578004.1, NV2t023578005.1, NV2t023578002.1, NV2t023578006.1, NV2t023578001.1, NV2t023578007.1
