Orthogroup	Hsap	Mmus
OG0000407	ARMX4_HUMAN, ARMX5_HUMAN	ARMX5_MOUSE
OG0000408	SCRIB_HUMAN	SCRIB_MOUSE
OG0000409	TRPC1_HUMAN	TRPC1_MOUSE
OG0000409	TRPC5_HUMAN	TRPC5_MOUSE
OG0000409	TRPC4_HUMAN	TRPC4_MOUSE
OG0000409	TRPC6_HUMAN	TRPC6_MOUSE
OG0000409	TRPC7_HUMAN	TRPC7_MOUSE
OG0000409	TRPC3_HUMAN	TRPC3_MOUSE
OG0000410	TFKLK_HUMAN, TFKLL_HUMAN, TFKLN_HUMAN, TFKL2_HUMAN, TFLM_HUMAN, TFKL4_HUMAN, TFKL9_HUMAN, TFKL3_HUMAN, TFKL5_HUMAN, TFKL6_HUMAN, TFKL7_HUMAN, TFKL8_HUMAN, TFKLJ_HUMAN, TAF11_HUMAN	TAF11_MOUSE
OG0000411	CLIP2_HUMAN	CLIP2_MOUSE
OG0000411	CLIP1_HUMAN	CLIP1_MOUSE
OG0000412	RFX1_HUMAN	RFX1_MOUSE
OG0000412	RFX3_HUMAN	RFX3_MOUSE
OG0000412	RFX2_HUMAN	RFX2_MOUSE
OG0000413	KI3X1_HUMAN, KI2L4_HUMAN, KI2LA_HUMAN, KI2LB_HUMAN, KI3L3_HUMAN, KI3L2_HUMAN, KI3L1_HUMAN, KI3S1_HUMAN, KI2S4_HUMAN, KI2S2_HUMAN, KI2L2_HUMAN, KI2L3_HUMAN, KI2S3_HUMAN, KI2S5_HUMAN, KI2L1_HUMAN, KI2S1_HUMAN	KI3L1_MOUSE
OG0000414	LAIR1_HUMAN, LAIR2_HUMAN	LAIR1_MOUSE
OG0000414	LIRB4_HUMAN, LIRB1_HUMAN, LIRB2_HUMAN, LIRA3_HUMAN, LIRA1_HUMAN, LIRA2_HUMAN, LIRB5_HUMAN, LIRA6_HUMAN, LIRB3_HUMAN, LIRA4_HUMAN, LIRA5_HUMAN	LRB4A_MOUSE, LRB4B_MOUSE, LIRB3_MOUSE
OG0000416	PNMA5_HUMAN	PNMA5_MOUSE
OG0000416	PNMA3_HUMAN	PNMA3_MOUSE
OG0000416	PNM6A_HUMAN, PMA6E_HUMAN, PMA6F_HUMAN, PNM8C_HUMAN, PNM8B_HUMAN, PNM8A_HUMAN	PNM8A_MOUSE
OG0000416	PNMA2_HUMAN	PNMA2_MOUSE
OG0000416	PNMA1_HUMAN	PNMA1_MOUSE
OG0000416	MOAP1_HUMAN	MOAP1_MOUSE
OG0000419	PODN_HUMAN	PODN_MOUSE
OG0000419	PONL1_HUMAN	PONL1_MOUSE
OG0000419	ASPN_HUMAN	ASPN_MOUSE
OG0000419	PGS1_HUMAN	PGS1_MOUSE
OG0000419	PGS2_HUMAN	PGS2_MOUSE
OG0000419	ECM2_HUMAN	ECM2_MOUSE
OG0000420	VLDLR_HUMAN	VLDLR_MOUSE
OG0000420	LDLR_HUMAN	LDLR_MOUSE
OG0000420	LRP8_HUMAN	LRP8_MOUSE
OG0000421	SYT3_HUMAN	SYT3_MOUSE
OG0000421	SYT9_HUMAN	SYT9_MOUSE
OG0000421	SYT10_HUMAN	SYT10_MOUSE
OG0000421	SYT6_HUMAN	SYT6_MOUSE
OG0000421	SYT17_HUMAN	SYT17_MOUSE
OG0000421	SYT4_HUMAN	SYT4_MOUSE
OG0000421	SYT7_HUMAN	SYT7_MOUSE
OG0000422	CAH7_HUMAN	CAH7_MOUSE
OG0000422	CAH5B_HUMAN	CAH5B_MOUSE
OG0000422	CAH5A_HUMAN	CAH5A_MOUSE
OG0000422	CAH2_HUMAN	CAH2_MOUSE
OG0000422	CAH3_HUMAN	CAH3_MOUSE
OG0000422	CAH13_HUMAN	CAH13_MOUSE
OG0000422	CAH1_HUMAN	CAH1_MOUSE
OG0000423	CPNE4_HUMAN	CPNE4_MOUSE
OG0000423	CPNE6_HUMAN	CPNE6_MOUSE
OG0000423	CPNE7_HUMAN	CPNE7_MOUSE
OG0000423	CPNE2_HUMAN	CPNE2_MOUSE
OG0000423	CPNE1_HUMAN	CPNE1_MOUSE
OG0000423	CPNE3_HUMAN	CPNE3_MOUSE
OG0000424	DMRT3_HUMAN	DMRT3_MOUSE
OG0000424	DMRT1_HUMAN	DMRT1_MOUSE
OG0000425	1433G_HUMAN	1433G_MOUSE
OG0000425	1433F_HUMAN	1433F_MOUSE
OG0000425	1433S_HUMAN	1433S_MOUSE
OG0000425	1433Z_HUMAN	1433Z_MOUSE
OG0000425	1433B_HUMAN	1433B_MOUSE
OG0000425	1433T_HUMAN	1433T_MOUSE
OG0000426	GCNT4_HUMAN	GCNT4_MOUSE
OG0000426	GCNT7_HUMAN	GCNT7_MOUSE
OG0000426	GNT2A_HUMAN	GCNT2_MOUSE
OG0000427	DYLT5_HUMAN	DYLT5_MOUSE
OG0000428	GNAZ_HUMAN	GNAZ_MOUSE
OG0000428	GNAI2_HUMAN	GNAI2_MOUSE
OG0000428	GNAI1_HUMAN	GNAI1_MOUSE
OG0000428	GNAI3_HUMAN	GNAI3_MOUSE
OG0000428	GNAT3_HUMAN	GNAT3_MOUSE
OG0000428	GNAT1_HUMAN	GNAT1_MOUSE
OG0000428	GNAT2_HUMAN	GNAT2_MOUSE
OG0000429	IFIH1_HUMAN	IFIH1_MOUSE
OG0000429	DHX58_HUMAN	DHX58_MOUSE
OG0000429	RIGI_HUMAN	RIGI_MOUSE
OG0000430	ISK6_HUMAN	ISK6_MOUSE
OG0000430	ISK9_HUMAN	ISK12_MOUSE
OG0000430	ISK13_HUMAN	ISK13_MOUSE
OG0000430	ISK1_HUMAN	ISK1_MOUSE
OG0000430	ISK4_HUMAN	ISK4_MOUSE
OG0000430	ISK2_HUMAN	ISK2_MOUSE
OG0000430	ISK14_HUMAN, ISK7_HUMAN	ISK7_MOUSE
OG0000432	MRP2_HUMAN	MRP2_MOUSE
OG0000432	MRP3_HUMAN	MRP3_MOUSE
OG0000432	MRP1_HUMAN	MRP1_MOUSE
OG0000432	MRP6_HUMAN	MRP6_MOUSE
OG0000436	ZIC4_HUMAN	ZIC4_MOUSE
OG0000436	ZIC3_HUMAN	ZIC3_MOUSE
OG0000436	ZIC2_HUMAN	ZIC2_MOUSE
OG0000436	ZIC1_HUMAN	ZIC1_MOUSE
OG0000438	S26A2_HUMAN	S26A2_MOUSE
OG0000438	S26A5_HUMAN	S26A5_MOUSE
OG0000438	S26A6_HUMAN	S26A6_MOUSE
OG0000439	S29A3_HUMAN	S29A3_MOUSE
OG0000439	S29A2_HUMAN	S29A2_MOUSE
OG0000439	S29A1_HUMAN	S29A1_MOUSE
OG0000440	ADHX_HUMAN	ADHX_MOUSE
OG0000440	ADH4_HUMAN	ADH4_MOUSE
OG0000440	ADH7_HUMAN	ADH7_MOUSE
OG0000440	ADH1A_HUMAN, ADH1B_HUMAN, ADH1G_HUMAN	ADH1_MOUSE
OG0000442	ARSL_HUMAN, ARSD_HUMAN, ARSF_HUMAN, ARSH_HUMAN, STS_HUMAN	STS_MOUSE
OG0000444	HYAS1_HUMAN	HYAS1_MOUSE
OG0000444	HYAS2_HUMAN	HYAS2_MOUSE
OG0000444	HYAS3_HUMAN	HYAS3_MOUSE
OG0000445	PON1_HUMAN	PON1_MOUSE
OG0000445	PON3_HUMAN	PON3_MOUSE
OG0000445	PON2_HUMAN	PON2_MOUSE
OG0000446	CELF3_HUMAN	CELF3_MOUSE
OG0000446	CELF6_HUMAN	CELF6_MOUSE
OG0000446	CELF5_HUMAN, CELF4_HUMAN	CELF4_MOUSE
OG0000447	MYCD_HUMAN	MYCD_MOUSE
OG0000447	MRTFB_HUMAN	MRTFB_MOUSE
OG0000447	MRTFA_HUMAN	MRTFA_MOUSE
OG0000448	AP2E_HUMAN	AP2E_MOUSE
OG0000448	AP2B_HUMAN	AP2B_MOUSE
OG0000448	AP2C_HUMAN	AP2C_MOUSE
OG0000448	AP2A_HUMAN	AP2A_MOUSE
OG0000449	MYC_HUMAN	MYCB_MOUSE, MYC_MOUSE
OG0000449	MYCN_HUMAN	MYCN_MOUSE, MYCS_MOUSE
OG0000450	KCNQ1_HUMAN	KCNQ1_MOUSE
OG0000450	KCNQ5_HUMAN	KCNQ5_MOUSE
OG0000450	KCNQ4_HUMAN	KCNQ4_MOUSE
OG0000450	KCNQ3_HUMAN	KCNQ3_MOUSE
OG0000450	KCNQ2_HUMAN	KCNQ2_MOUSE
OG0000451	LMX1A_HUMAN	LMX1A_MOUSE
OG0000451	LMX1B_HUMAN	LMX1B_MOUSE
OG0000452	GDF11_HUMAN	GDF11_MOUSE
OG0000452	GDF8_HUMAN	GDF8_MOUSE
OG0000452	INHBB_HUMAN	INHBB_MOUSE
OG0000452	INHBA_HUMAN	INHBA_MOUSE
OG0000452	INHBE_HUMAN	INHBE_MOUSE
OG0000452	INHBC_HUMAN	INHBC_MOUSE
OG0000453	PMS2_HUMAN, PM2P2_HUMAN, PM2P1_HUMAN, PM2P5_HUMAN, PM2P3_HUMAN, PM2PB_HUMAN, UPK3B_HUMAN	UPK3B_MOUSE
OG0000453	PMS2L_HUMAN	PMS2_MOUSE
OG0000455	PMFBP_HUMAN	PMFBP_MOUSE
OG0000456	USF1_HUMAN	USF1_MOUSE
OG0000456	USF2_HUMAN	USF2_MOUSE
OG0000457	HMGB3_HUMAN	HMGB3_MOUSE
OG0000457	HMGB2_HUMAN	HMGB2_MOUSE
OG0000457	SP110_HUMAN	SP110_MOUSE
OG0000457	SP140_HUMAN, SP14L_HUMAN	CSPRS_MOUSE, SP100_MOUSE
OG0000457	HMGB1_HUMAN	HMGB1_MOUSE
OG0000458	CRUM2_HUMAN	CRUM2_MOUSE
OG0000458	CRUM1_HUMAN	CRUM1_MOUSE
OG0000459	SIGL8_HUMAN, SIG12_HUMAN, SIGL7_HUMAN, SIGL9_HUMAN	SIG12_MOUSE
OG0000459	CD33_HUMAN, SIGL6_HUMAN	CD33_MOUSE, SIGL5_MOUSE
OG0000459	SIG14_HUMAN, SIGL5_HUMAN, SIG10_HUMAN, SIG11_HUMAN, SIG16_HUMAN	SIG10_MOUSE
OG0000460	LCN9_HUMAN	LCN9_MOUSE, LCN5_MOUSE, PBAS_MOUSE, OBP1A_MOUSE, OBP1B_MOUSE, MUP3_MOUSE, MUP20_MOUSE, MUP4_MOUSE, MUP5_MOUSE, MUP17_MOUSE, MUP2_MOUSE, MUP1_MOUSE, MUP11_MOUSE, MUP18_MOUSE, MUP6_MOUSE
OG0000461	S22AC_HUMAN	S22AC_MOUSE
OG0000461	S22AK_HUMAN	S22AK_MOUSE
OG0000461	S22A6_HUMAN	S22A6_MOUSE
OG0000461	S22A8_HUMAN	S22A8_MOUSE
OG0000461	S22AO_HUMAN, S22AA_HUMAN, S22A9_HUMAN, S22AP_HUMAN	S22AJ_MOUSE, S22AR_MOUSE
OG0000462	ZNF32_HUMAN	ZNF32_MOUSE
OG0000467	NPTX1_HUMAN	NPTX1_MOUSE
OG0000467	NPTXR_HUMAN	NPTXR_MOUSE
OG0000467	NPTX2_HUMAN	NPTX2_MOUSE
OG0000469	TNR27_HUMAN	TNR27_MOUSE
OG0000469	TNR19_HUMAN	TNR19_MOUSE
OG0000470	LIN41_HUMAN	LIN41_MOUSE
OG0000471	S6A19_HUMAN	S6A19_MOUSE
OG0000471	S6A18_HUMAN	S6A18_MOUSE
OG0000471	S6A20_HUMAN	S620B_MOUSE, S620A_MOUSE
OG0000472	CHIT1_HUMAN	CHIT1_MOUSE
OG0000472	OVGP1_HUMAN	OVGP1_MOUSE
OG0000472	CHIA_HUMAN	CHIL3_MOUSE, CHIL4_MOUSE, CHIA_MOUSE
OG0000473	AMPQ_HUMAN	AMPQ_MOUSE
OG0000473	AMPN_HUMAN	AMPN_MOUSE
OG0000473	AMPE_HUMAN	AMPE_MOUSE
OG0000474	ANO7_HUMAN	ANO7_MOUSE
OG0000475	CAR14_HUMAN	CAR14_MOUSE
OG0000475	CAR10_HUMAN	CAR10_MOUSE
OG0000475	CAR11_HUMAN	CAR11_MOUSE
OG0000475	CARD9_HUMAN	CARD9_MOUSE
OG0000476	CSTN3_HUMAN	CSTN3_MOUSE
OG0000476	CSTN1_HUMAN	CSTN1_MOUSE
OG0000476	CSTN2_HUMAN	CSTN2_MOUSE
OG0000477	ECE1_HUMAN	ECE1_MOUSE
OG0000477	ECE2_HUMAN, EFCE2_HUMAN	ECE2_MOUSE, EFCE2_MOUSE
OG0000478	EF2_HUMAN	EF2_MOUSE
OG0000480	FKRP_HUMAN	FKRP_MOUSE
OG0000482	PLPP3_HUMAN	PLPP3_MOUSE
OG0000482	PLPP2_HUMAN	PLPP2_MOUSE
OG0000482	PLPP1_HUMAN	PLPP1_MOUSE
OG0000483	DTX3L_HUMAN	DTX3L_MOUSE
OG0000483	DTX3_HUMAN	DTX3_MOUSE
OG0000486	LYZL5_HUMAN	LYZL5_MOUSE
OG0000486	LYSC_HUMAN	LYZ1_MOUSE, LYZ2_MOUSE
OG0000486	LYZL1_HUMAN, LYZL2_HUMAN	LYZL1_MOUSE
OG0000486	SACA3_HUMAN	SACA3_MOUSE
OG0000486	LYZL4_HUMAN	LYZL4_MOUSE
OG0000486	LYZL6_HUMAN	LYZL6_MOUSE
OG0000487	ILEU_HUMAN	ILEUA_MOUSE, ILEUC_MOUSE, ILEUB_MOUSE
OG0000487	SPB8_HUMAN	SPB8_MOUSE
OG0000487	SPB9_HUMAN, SPB6_HUMAN	SPB6_MOUSE
OG0000488	RHBG_HUMAN	RHBG_MOUSE
OG0000488	RHCG_HUMAN	RHCG_MOUSE
OG0000489	CGAS_HUMAN	CGAS_MOUSE
OG0000491	CATS_HUMAN	CATS_MOUSE
OG0000491	CATL2_HUMAN	CATL1_MOUSE
OG0000491	CATL1_HUMAN, CATL3_HUMAN	TEST2_MOUSE
OG0000492	GLBL2_HUMAN	GLBL2_MOUSE
OG0000492	GLBL3_HUMAN	GLBL3_MOUSE
OG0000494	NUDT3_HUMAN	NUDT3_MOUSE
OG0000494	NUD4B_HUMAN, NUDT4_HUMAN	NUDT4_MOUSE
OG0000494	NUD10_HUMAN, NUD11_HUMAN	NUD10_MOUSE, NUD11_MOUSE
OG0000495	MARC2_HUMAN	MARC2_MOUSE
OG0000495	MARC1_HUMAN	MARC1_MOUSE
OG0000497	MAFF_HUMAN	MAFF_MOUSE
OG0000497	MAFK_HUMAN	MAFK_MOUSE
OG0000497	MAFG_HUMAN	MAFG_MOUSE
OG0000499	PPBT_HUMAN	PPBT_MOUSE
OG0000499	PPBI_HUMAN, PPB1_HUMAN, PPBN_HUMAN	PPBN_MOUSE, PPBI_MOUSE
OG0000500	CO4A3_HUMAN	CO4A3_MOUSE
OG0000500	CO4A1_HUMAN	CO4A1_MOUSE
OG0000500	CO4A5_HUMAN	CO4A5_MOUSE
OG0000500	CO4A4_HUMAN	CO4A4_MOUSE
OG0000500	CO4A6_HUMAN, CO4A2_HUMAN	CO4A2_MOUSE
OG0000501	HPGDS_HUMAN	HPGDS_MOUSE
OG0000502	SAM13_HUMAN	SAM13_MOUSE
OG0000502	SAMD1_HUMAN	SAMD1_MOUSE
OG0000504	CAN9_HUMAN	CAN9_MOUSE
OG0000504	CAN11_HUMAN	CAN11_MOUSE
OG0000504	CAN1_HUMAN	CAN1_MOUSE
OG0000504	CAN2_HUMAN	CAN2_MOUSE
OG0000504	CAN8_HUMAN	CAN8_MOUSE
OG0000505	AQP7B_HUMAN, AQP7_HUMAN	AQP7_MOUSE
OG0000505	AQP3_HUMAN	AQP3_MOUSE
OG0000505	AQP9_HUMAN	AQP9_MOUSE
OG0000506	GSTM3_HUMAN	GSTM5_MOUSE
OG0000506	GSTM4_HUMAN	GSTM4_MOUSE
OG0000506	GSTM2_HUMAN	GSTM7_MOUSE
OG0000506	GSTM1_HUMAN, GSTM5_HUMAN	GSTM2_MOUSE, GSTM1_MOUSE, GSTM3_MOUSE, GSTM6_MOUSE
OG0000507	CAMP1_HUMAN	CAMP1_MOUSE
OG0000507	CAMP3_HUMAN	CAMP3_MOUSE
OG0000507	CAMP2_HUMAN	CAMP2_MOUSE
OG0000508	PRP39_HUMAN	PRP39_MOUSE
OG0000509	SGSM3_HUMAN	SGSM3_MOUSE
OG0000511	SWAHA_HUMAN	SWAHA_MOUSE
OG0000511	SWAHB_HUMAN	SWAHB_MOUSE
OG0000511	SWAHD_HUMAN	SWAHD_MOUSE
OG0000511	SWAHC_HUMAN	SWAHC_MOUSE
OG0000512	ASPG_HUMAN	ASPG_MOUSE
OG0000513	DUS2_HUMAN	DUS2_MOUSE
OG0000514	CHST1_HUMAN	CHST1_MOUSE
OG0000514	CHST3_HUMAN	CHST3_MOUSE
OG0000514	CHST4_HUMAN	CHST4_MOUSE
OG0000514	CHST5_HUMAN, CHST6_HUMAN	CHST5_MOUSE
OG0000514	CHST2_HUMAN	CHST2_MOUSE
OG0000514	CHST7_HUMAN	CHST7_MOUSE
OG0000515	EYA2_HUMAN	EYA2_MOUSE
OG0000515	EYA4_HUMAN	EYA4_MOUSE
OG0000515	EYA1_HUMAN	EYA1_MOUSE
OG0000516	TLE6_HUMAN	TLE6_MOUSE
OG0000516	TLE2_HUMAN	TLE2_MOUSE
OG0000516	TLE3_HUMAN	TLE3_MOUSE
OG0000516	TLE1_HUMAN	TLE1_MOUSE
OG0000516	TLE4_HUMAN	TLE4_MOUSE
OG0000517	NET4_HUMAN	NET4_MOUSE
OG0000517	NTNG1_HUMAN	NTNG1_MOUSE
OG0000517	NET3_HUMAN	NET3_MOUSE
OG0000517	LAMB3_HUMAN	LAMB3_MOUSE
OG0000517	LAMB1_HUMAN	LAMB1_MOUSE
OG0000517	LAMB2_HUMAN	LAMB2_MOUSE
OG0000518	ARHG6_HUMAN	ARHG6_MOUSE
OG0000518	ARHG7_HUMAN	ARHG7_MOUSE
OG0000519	FOXD2_HUMAN	FOXD2_MOUSE
OG0000519	FOXD3_HUMAN	FOXD3_MOUSE
OG0000519	FOXD1_HUMAN	FOXD1_MOUSE
OG0000519	FX4L1_HUMAN, FOXD4_HUMAN, FX4L4_HUMAN, FX4L5_HUMAN, FX4L3_HUMAN, FX4L6_HUMAN	FOXD4_MOUSE
OG0000520	KPCB_HUMAN	KPCB_MOUSE
OG0000520	KPCG_HUMAN	KPCG_MOUSE
OG0000520	KPCA_HUMAN	KPCA_MOUSE
OG0000521	WSCD2_HUMAN	WSCD2_MOUSE
OG0000521	WSCD1_HUMAN	WSCD1_MOUSE
OG0000521	KREM1_HUMAN	KREM1_MOUSE
OG0000521	KREM2_HUMAN	KREM2_MOUSE
OG0000522	FHL1_HUMAN	FHL1_MOUSE
OG0000522	FHL3_HUMAN	FHL3_MOUSE
OG0000522	FHL5_HUMAN	FHL5_MOUSE
OG0000522	FHL2_HUMAN	FHL2_MOUSE
OG0000523	RC3H1_HUMAN	RC3H1_MOUSE
OG0000523	RC3H2_HUMAN	RC3H2_MOUSE
OG0000524	MARK2_HUMAN	MARK2_MOUSE
OG0000524	MARK3_HUMAN	MARK3_MOUSE
OG0000524	MARK1_HUMAN	MARK1_MOUSE
OG0000525	GTR2_HUMAN	GTR2_MOUSE
OG0000525	GTR14_HUMAN, GTR3_HUMAN	GTR3_MOUSE
OG0000525	GLUT4_HUMAN	GLUT4_MOUSE
OG0000525	GTR1_HUMAN	GTR1_MOUSE
OG0000526	ENH1_HUMAN, ENH3_HUMAN	SYNA_MOUSE, SYNB_MOUSE
OG0000526	SYCY2_HUMAN, SYCY1_HUMAN, EFC1_HUMAN, EFC2_HUMAN, ERVV1_HUMAN, ERVV2_HUMAN, ENR1_HUMAN, ERB1_HUMAN, ENVT1_HUMAN	ENV1_MOUSE, ENV2_MOUSE
OG0000527	M4A6A_HUMAN, M4A6E_HUMAN	M4A6D_MOUSE, M4A6B_MOUSE, M4A6C_MOUSE
OG0000527	FCERB_HUMAN	FCERB_MOUSE
OG0000527	MS4A3_HUMAN	MS4A3_MOUSE
OG0000527	M4A14_HUMAN, MS4A5_HUMAN, M4A4A_HUMAN, M4A4E_HUMAN	M4A4D_MOUSE
OG0000528	HMR1_HUMAN	HMR1_MOUSE
OG0000528	HFE_HUMAN	HFE_MOUSE
OG0000528	MICA_HUMAN, MICB_HUMAN	MILL1_MOUSE, MILL2_MOUSE
OG0000529	RMXL1_HUMAN	RMXL1_MOUSE
OG0000529	RBY1F_HUMAN, RBY1B_HUMAN, RBY1E_HUMAN, RBY1D_HUMAN, RBY1A_HUMAN, RBY1C_HUMAN	RBMY_MOUSE, RBY1B_MOUSE
OG0000529	RMXL2_HUMAN, RMXL3_HUMAN	RBMX_MOUSE, RMXL2_MOUSE
OG0000536	NPY2R_HUMAN	NPY2R_MOUSE
OG0000536	PRLHR_HUMAN	PRLHR_MOUSE
OG0000536	QRFPR_HUMAN	QRFPR_MOUSE
OG0000536	NPFF1_HUMAN, NPFF2_HUMAN	NPFF2_MOUSE
OG0000537	TLR2_HUMAN	TLR2_MOUSE
OG0000537	TLR6_HUMAN	TLR6_MOUSE
OG0000537	TLR1_HUMAN	TLR1_MOUSE
OG0000538	CTRL_HUMAN, CTRB1_HUMAN, CTRB2_HUMAN	CTRB1_MOUSE
OG0000538	PRS33_HUMAN	PRS30_MOUSE, PRS33_MOUSE
OG0000539	PTPRF_HUMAN	PTPRF_MOUSE
OG0000539	PTPRS_HUMAN	PTPRS_MOUSE
OG0000539	PTPRD_HUMAN	PTPRD_MOUSE
OG0000540	GLT13_HUMAN	GLT13_MOUSE
OG0000540	GALT1_HUMAN	GALT1_MOUSE
OG0000541	DMBX1_HUMAN	DMBX1_MOUSE
OG0000542	ADCY1_HUMAN	ADCY1_MOUSE
OG0000542	ADCY7_HUMAN	ADCY7_MOUSE
OG0000542	ADCY4_HUMAN	ADCY4_MOUSE
OG0000542	ADCY2_HUMAN	ADCY2_MOUSE
OG0000542	ADCY8_HUMAN	ADCY8_MOUSE
OG0000542	ADCY3_HUMAN	ADCY3_MOUSE
OG0000543	TENS4_HUMAN	TENS4_MOUSE
OG0000544	KPB1_HUMAN	KPB1_MOUSE
OG0000544	KPB2_HUMAN	KPB2_MOUSE
OG0000545	PRDM6_HUMAN	PRDM6_MOUSE
OG0000546	WDR64_HUMAN	WDR64_MOUSE
OG0000547	CTR3_HUMAN	CTR3_MOUSE
OG0000547	CTR2_HUMAN	CTR2_MOUSE
OG0000547	CTR1_HUMAN	CTR1_MOUSE
OG0000548	NWD1_HUMAN	NWD1_MOUSE
OG0000550	NEUL2_HUMAN	NEUL2_MOUSE
OG0000550	NEUL3_HUMAN	NEUL3_MOUSE
OG0000550	NEUL1_HUMAN	NEUL1_MOUSE
OG0000550	NEU1B_HUMAN	NEU1B_MOUSE
OG0000551	LRAT_HUMAN	LRAT_MOUSE
OG0000551	PLAT1_HUMAN	PLAT1_MOUSE
OG0000551	PLAT4_HUMAN, PLAT2_HUMAN, PLAT3_HUMAN	PLAT3_MOUSE
OG0000552	S15A4_HUMAN	S15A4_MOUSE
OG0000552	S15A3_HUMAN	S15A3_MOUSE
OG0000553	FAXC_HUMAN	FAXC_MOUSE
OG0000554	ANPRB_HUMAN	ANPRB_MOUSE
OG0000554	ANPRA_HUMAN	ANPRA_MOUSE
OG0000555	IFT56_HUMAN	IFT56_MOUSE
OG0000556	B2CL1_HUMAN	B2CL1_MOUSE
OG0000556	B2CL2_HUMAN	B2CL2_MOUSE
OG0000556	BCL2_HUMAN	BCL2_MOUSE
OG0000557	ZNFX1_HUMAN	ZNFX1_MOUSE
OG0000558	LMTD1_HUMAN	LMTD1_MOUSE
OG0000559	TIMP1_HUMAN	TIMP1_MOUSE
OG0000559	TIMP3_HUMAN	TIMP3_MOUSE
OG0000559	TIMP2_HUMAN	TIMP2_MOUSE
OG0000559	TIMP4_HUMAN	TIMP4_MOUSE
OG0000562	MK09_HUMAN	MK09_MOUSE
OG0000562	MK10_HUMAN	MK10_MOUSE
OG0000562	MK08_HUMAN	MK08_MOUSE
OG0000563	MGT5A_HUMAN	MGT5A_MOUSE
OG0000566	LMTK3_HUMAN	LMTK3_MOUSE
OG0000566	LMTK2_HUMAN	LMTK2_MOUSE
OG0000566	LMTK1_HUMAN	LMTK1_MOUSE
OG0000568	BHMT1_HUMAN	BHMT1_MOUSE
OG0000568	BHMT2_HUMAN	BHMT2_MOUSE
OG0000569	SLN14_HUMAN	SLN14_MOUSE
OG0000569	SLN11_HUMAN, SLN13_HUMAN	SLFN8_MOUSE, SLFN9_MOUSE
OG0000569	SLN12_HUMAN, SN12L_HUMAN	SLFN2_MOUSE, SLFN1_MOUSE
OG0000569	SLFN5_HUMAN	SLFN5_MOUSE
OG0000570	CDCP2_HUMAN	CDCP2_MOUSE
OG0000572	DEST_HUMAN	DEST_MOUSE
OG0000572	COF2_HUMAN	COF2_MOUSE
OG0000572	COF1_HUMAN	COF1_MOUSE
OG0000573	GATA_HUMAN	GATA_MOUSE
OG0000574	CBPM_HUMAN	CBPM_MOUSE
OG0000574	CBPE_HUMAN	CBPE_MOUSE
OG0000575	EMAL4_HUMAN	EMAL4_MOUSE
OG0000575	EMAL1_HUMAN	EMAL1_MOUSE
OG0000575	EMAL2_HUMAN	EMAL2_MOUSE
OG0000576	CFAB_HUMAN	CFAB_MOUSE
OG0000576	CO2_HUMAN	CO2_MOUSE
OG0000577	DRAM1_HUMAN	DRAM1_MOUSE
OG0000577	DRAM2_HUMAN	DRAM2_MOUSE
OG0000578	ARAP1_HUMAN	ARAP1_MOUSE
OG0000578	ARAP3_HUMAN	ARAP3_MOUSE
OG0000578	ARAP2_HUMAN	ARAP2_MOUSE
OG0000580	MEF2C_HUMAN	MEF2C_MOUSE
OG0000580	MEF2D_HUMAN	MEF2D_MOUSE
OG0000580	MEF2A_HUMAN	MEF2A_MOUSE
OG0000581	CHD8_HUMAN	CHD8_MOUSE
OG0000581	CHD6_HUMAN	CHD6_MOUSE
OG0000581	CHD7_HUMAN	CHD7_MOUSE
OG0000581	CHD9_HUMAN	CHD9_MOUSE
OG0000582	PKP4_HUMAN	PKP4_MOUSE
OG0000582	CTND2_HUMAN	CTND2_MOUSE
OG0000584	PH4H_HUMAN	PH4H_MOUSE
OG0000584	TY3H_HUMAN	TY3H_MOUSE
OG0000584	TPH2_HUMAN	TPH2_MOUSE
OG0000584	TPH1_HUMAN	TPH1_MOUSE
OG0000585	S38A6_HUMAN	S38A6_MOUSE
OG0000585	S38A5_HUMAN	S38A5_MOUSE
OG0000585	S38A3_HUMAN	S38A3_MOUSE
OG0000585	S38A1_HUMAN	S38A1_MOUSE
OG0000585	S38A2_HUMAN	S38A2_MOUSE
OG0000585	S38A4_HUMAN	S38A4_MOUSE
OG0000586	CSRP3_HUMAN	CSRP3_MOUSE
OG0000586	CSRP2_HUMAN	CSRP2_MOUSE
OG0000586	CSRP1_HUMAN	CSRP1_MOUSE
OG0000587	PIR_HUMAN	PIR_MOUSE
OG0000588	ABI3_HUMAN	ABI3_MOUSE
OG0000588	ABI2_HUMAN	ABI2_MOUSE
OG0000588	ABI1_HUMAN	ABI1_MOUSE
OG0000589	TPD53_HUMAN	TPD53_MOUSE
OG0000589	TPD52_HUMAN	TPD52_MOUSE
OG0000589	TPD55_HUMAN, TPD54_HUMAN	TPD54_MOUSE
OG0000590	BMP6_HUMAN	BMP6_MOUSE
OG0000590	BMP7_HUMAN	BMP7_MOUSE
OG0000590	BMP8A_HUMAN, BMP8B_HUMAN	BMP8A_MOUSE, BMP8B_MOUSE
OG0000590	BMP5_HUMAN	BMP5_MOUSE
OG0000591	ACSL5_HUMAN	ACSL5_MOUSE
OG0000591	ACSL6_HUMAN	ACSL6_MOUSE
OG0000591	ACSL1_HUMAN	ACSL1_MOUSE
OG0000592	SAPL1_HUMAN	SAPL1_MOUSE
