Orthogroup	Species	Mmus	Orthologs
OG0000106	Hsap	H2B1P_MOUSE, H2B1F_MOUSE, H2B1K_MOUSE, H2B2E_MOUSE	H2B1L_HUMAN
OG0000106	Hsap	H2B3A_MOUSE, H2B3B_MOUSE	H2B3B_HUMAN
OG0000128	Nvec	MAGBG_MOUSE, MAGBI_MOUSE, NSE3_MOUSE	NV2t000817001.1
OG0000128	Acer	MAGBG_MOUSE, MAGBI_MOUSE, NSE3_MOUSE	KAK2548674.1, KAK2557806.1
OG0000128	Hsap	MAGBG_MOUSE	MA13P_HUMAN, MAGC3_HUMAN, MAGC2_HUMAN, MAGC1_HUMAN, MAGAA_HUMAN, MAGAB_HUMAN, MAGA9_HUMAN, MAGA8_HUMAN, MAGA3_HUMAN, MAGA6_HUMAN, MAGA2_HUMAN, MAGAC_HUMAN, MAGA5_HUMAN, MAGA1_HUMAN, MAGA4_HUMAN, MAGBG_HUMAN
OG0000128	Hsap	MAGBI_MOUSE	MAGBA_HUMAN, MAGB3_HUMAN, MAGB5_HUMAN, MAGB4_HUMAN, MAGB1_HUMAN, MAGB2_HUMAN, MAGBH_HUMAN, MAB6B_HUMAN, MAGB6_HUMAN, MAGBI_HUMAN
OG0000128	Hsap	NSE3_MOUSE	MAGF1_HUMAN, NSE3_HUMAN
OG0000168	Acer	EST3A_MOUSE, EST3B_MOUSE, EST5A_MOUSE, EST2C_MOUSE, EST2A_MOUSE, EST2E_MOUSE, EST4A_MOUSE, EST1C_MOUSE, EST1D_MOUSE, EST1_MOUSE, EST1E_MOUSE, EST1F_MOUSE, ACES_MOUSE, CHLE_MOUSE	KAK2560030.1, KAK2557604.1
OG0000168	Nvec	EST3A_MOUSE, EST3B_MOUSE, EST5A_MOUSE, EST2C_MOUSE, EST2A_MOUSE, EST2E_MOUSE, EST4A_MOUSE, EST1C_MOUSE, EST1D_MOUSE, EST1_MOUSE, EST1E_MOUSE, EST1F_MOUSE, ACES_MOUSE, CHLE_MOUSE	NV2t025200001.1, NV2t025202001.1, NV2t021483001.1, NV2t021484001.1, NV2t002906001.1
OG0000168	Hsap	EST3A_MOUSE, EST3B_MOUSE	EST3_HUMAN
OG0000168	Hsap	EST5A_MOUSE	EST5A_HUMAN
OG0000168	Hsap	EST2C_MOUSE, EST2A_MOUSE, EST2E_MOUSE	EST2_HUMAN
OG0000168	Hsap	EST4A_MOUSE	EST4A_HUMAN
OG0000168	Hsap	EST1C_MOUSE, EST1D_MOUSE, EST1_MOUSE, EST1E_MOUSE, EST1F_MOUSE	CES1P_HUMAN, EST1_HUMAN
OG0000168	Hsap	ACES_MOUSE	ACES_HUMAN
OG0000168	Hsap	CHLE_MOUSE	CHLE_HUMAN
OG0000228	Nvec	PTPRT_MOUSE, PTPRM_MOUSE, PTPRU_MOUSE, PTPRK_MOUSE	NV2t000599001.1, NV2t000599002.1, NV2t000595001.1, NV2t000578001.1, NV2t000579001.1, NV2t000593001.1, NV2t000593002.1, NV2t000581002.1, NV2t000581001.1, NV2t000581004.1, NV2t000580001.1, NV2t000597001.1, NV2t000596001.1, NV2t000585001.1, NV2t000576001.1
OG0000228	Acer	PTPRT_MOUSE, PTPRM_MOUSE, PTPRU_MOUSE, PTPRK_MOUSE	KAK2565266.1
OG0000228	Hsap	PTPRT_MOUSE	PTPRT_HUMAN
OG0000228	Hsap	PTPRM_MOUSE	PTPRM_HUMAN
OG0000228	Hsap	PTPRU_MOUSE	PTPRU_HUMAN
OG0000228	Hsap	PTPRK_MOUSE	PTPRK_HUMAN
OG0000082	Nvec	CRFR1_MOUSE, CRFR2_MOUSE, CALRL_MOUSE, CALCR_MOUSE, PTH1R_MOUSE, PTH2R_MOUSE, GLP2R_MOUSE, GLP1R_MOUSE, GLR_MOUSE, GIPR_MOUSE, SCTR_MOUSE, GHRHR_MOUSE, VIPR1_MOUSE, PACR_MOUSE, VIPR2_MOUSE	NV2t004851001.1
OG0000082	Acer	CRFR1_MOUSE, CRFR2_MOUSE, CALRL_MOUSE, CALCR_MOUSE, PTH1R_MOUSE, PTH2R_MOUSE, GLP2R_MOUSE, GLP1R_MOUSE, GLR_MOUSE, GIPR_MOUSE, SCTR_MOUSE, GHRHR_MOUSE, VIPR1_MOUSE, PACR_MOUSE, VIPR2_MOUSE	KAK2572246.1, KAK2546941.1, KAK2572186.1, KAK2546929.1, KAK2546934.1, KAK2546935.1, KAK2572188.1, KAK2546943.1, KAK2572185.1, KAK2546942.1
OG0000082	Hsap	CRFR1_MOUSE	CRFR1_HUMAN
OG0000082	Hsap	CRFR2_MOUSE	CRFR2_HUMAN
OG0000082	Hsap	CALRL_MOUSE	CALRL_HUMAN
OG0000082	Hsap	CALCR_MOUSE	CALCR_HUMAN
OG0000082	Hsap	PTH1R_MOUSE	PTH1R_HUMAN
OG0000082	Hsap	PTH2R_MOUSE	PTH2R_HUMAN
OG0000082	Hsap	GLP2R_MOUSE	GLP2R_HUMAN
OG0000082	Hsap	GLP1R_MOUSE	GLP1R_HUMAN
OG0000082	Hsap	GLR_MOUSE	GLR_HUMAN
OG0000082	Hsap	GIPR_MOUSE	GIPR_HUMAN
OG0000082	Hsap	SCTR_MOUSE	SCTR_HUMAN
OG0000082	Hsap	GHRHR_MOUSE	GHRHR_HUMAN
OG0000082	Hsap	VIPR1_MOUSE	VIPR1_HUMAN
OG0000082	Hsap	PACR_MOUSE	PACR_HUMAN
OG0000082	Hsap	VIPR2_MOUSE	VIPR2_HUMAN
OG0000105	Acer	MYH6_MOUSE, MYH7_MOUSE, MYH3_MOUSE, MYH8_MOUSE, MYH2_MOUSE, MYH4_MOUSE, MYH1_MOUSE, MYH7B_MOUSE	KAK2571603.1
OG0000105	Nvec	MYH6_MOUSE, MYH7_MOUSE, MYH3_MOUSE, MYH8_MOUSE, MYH2_MOUSE, MYH4_MOUSE, MYH1_MOUSE, MYH7B_MOUSE	NV2t008024005.1, NV2t008024002.1, NV2t008024012.1, NV2t008024010.1, NV2t008024014.1, NV2t008024015.1, NV2t008024011.1, NV2t008024013.1, NV2t008024016.1, NV2t008024001.1, NV2t008024006.1, NV2t008024004.1, NV2t008024007.1, NV2t008024009.1, NV2t008024003.1, NV2t008024008.1
OG0000105	Hsap	MYH6_MOUSE	MYH6_HUMAN
OG0000105	Hsap	MYH7_MOUSE	MYH7_HUMAN
OG0000105	Hsap	MYH3_MOUSE	MYH3_HUMAN
OG0000105	Hsap	MYH8_MOUSE	MYH8_HUMAN
OG0000105	Hsap	MYH2_MOUSE	MYH2_HUMAN
OG0000105	Hsap	MYH4_MOUSE	MYH4_HUMAN
OG0000105	Hsap	MYH1_MOUSE	MYH1_HUMAN
OG0000105	Hsap	MYH7B_MOUSE	MYH15_HUMAN, MYH7B_HUMAN
OG0000154	Nvec	RDH13_MOUSE, RDH11_MOUSE, RDH12_MOUSE	NV2t000061001.1, NV2t001081001.1, NV2t001081002.1
OG0000154	Acer	RDH13_MOUSE, RDH11_MOUSE, RDH12_MOUSE	KAK2560992.1, KAK2551861.1, KAK2559515.1, KAK2546937.1, KAK2565832.1, KAK2547223.1, KAK2564510.1, KAK2566885.1, KAK2547222.1, KAK2558800.1, KAK2558784.1, KAK2550148.1, KAK2556679.1, KAK2547354.1, KAK2556678.1, KAK2548660.1, KAK2563987.1, KAK2552297.1, KAK2555186.1, KAK2572953.1, KAK2555711.1, KAK2555080.1
OG0000154	Hsap	RDH13_MOUSE	RDH13_HUMAN
OG0000154	Hsap	RDH11_MOUSE	RDH11_HUMAN
OG0000154	Hsap	RDH12_MOUSE	RDH12_HUMAN
OG0000176	Acer	HARB1_MOUSE	KAK2547898.1, KAK2570465.1, KAK2549319.1, KAK2548518.1, KAK2550675.1, KAK2550668.1, KAK2548528.1, KAK2558570.1, KAK2567712.1, KAK2566342.1, KAK2548470.1, KAK2553470.1, KAK2552453.1, KAK2551685.1, KAK2562604.1, KAK2550665.1, KAK2554639.1, KAK2565618.1, KAK2558601.1, KAK2558701.1, KAK2570338.1, KAK2563828.1, KAK2568917.1, KAK2551392.1, KAK2551408.1
OG0000176	Nvec	HARB1_MOUSE	NV2t003177002.1, NV2t008227001.1
OG0000176	Hsap	HARB1_MOUSE	HARB1_HUMAN
OG0000190	Acer	MARK4_MOUSE, MARK3_MOUSE, MARK1_MOUSE, MARK2_MOUSE	KAK2567313.1
OG0000190	Nvec	MARK4_MOUSE, MARK3_MOUSE, MARK1_MOUSE, MARK2_MOUSE	NV2t019609020.1, NV2t019609004.1, NV2t019609010.1, NV2t019609009.1, NV2t019609013.1, NV2t019609002.1, NV2t019609003.1, NV2t019609005.1, NV2t019609001.1, NV2t019609006.1, NV2t019609016.1, NV2t019609014.1, NV2t019609015.1, NV2t019609018.1, NV2t019609019.1, NV2t019609012.1, NV2t019609017.1, NV2t019609008.1, NV2t019609011.1
OG0000190	Hsap	MARK4_MOUSE	MARK4_HUMAN
OG0000190	Hsap	MARK3_MOUSE	MARK3_HUMAN
OG0000190	Hsap	MARK1_MOUSE	MARK1_HUMAN
OG0000190	Hsap	MARK2_MOUSE	MARK2_HUMAN
OG0000229	Acer	CAHM5_MOUSE, CAHM6_MOUSE, CAHM1_MOUSE, CAHM3_MOUSE, CAHM2_MOUSE, CAHM4_MOUSE	KAK2551858.1, KAK2567463.1, KAK2573878.1, KAK2573657.1, KAK2573411.1, KAK2573413.1, KAK2573407.1, KAK2573412.1
OG0000229	Nvec	CAHM5_MOUSE, CAHM6_MOUSE, CAHM1_MOUSE, CAHM3_MOUSE, CAHM2_MOUSE, CAHM4_MOUSE	NV2t025235001.1, NV2t021884001.1, NV2t022378001.1, NV2t022382001.1
OG0000229	Hsap	CAHM5_MOUSE	CAHM5_HUMAN
OG0000229	Hsap	CAHM6_MOUSE	CAHM6_HUMAN
OG0000229	Hsap	CAHM1_MOUSE	CAHM1_HUMAN
OG0000229	Hsap	CAHM3_MOUSE	CAHM3_HUMAN
OG0000229	Hsap	CAHM2_MOUSE	CAHM2_HUMAN
OG0000229	Hsap	CAHM4_MOUSE	CAHM4_HUMAN
OG0000000	Acer	CE290_MOUSE	KAK2555414.1, KAK2549296.1, KAK2562736.1, KAK2565661.1, KAK2548275.1, KAK2551943.1, KAK2555389.1, KAK2551090.1, KAK2551944.1, KAK2549263.1, KAK2571587.1, KAK2551946.1, KAK2551086.1, KAK2551592.1, KAK2551544.1, KAK2551591.1, KAK2552803.1, KAK2553065.1, KAK2564450.1, KAK2553066.1, KAK2548210.1, KAK2570470.1, KAK2559240.1, KAK2555355.1, KAK2560659.1, KAK2574504.1, KAK2564249.1, KAK2558945.1, KAK2555736.1, KAK2555240.1, KAK2571162.1, KAK2564211.1, KAK2571672.1, KAK2547440.1, KAK2551962.1, KAK2552743.1, KAK2549843.1, KAK2554049.1, KAK2560970.1, KAK2561756.1, KAK2564074.1, KAK2568012.1, KAK2549083.1, KAK2564647.1, KAK2553645.1, KAK2558854.1, KAK2547269.1, KAK2556999.1, KAK2548062.1, KAK2547271.1, KAK2548065.1, KAK2558779.1, KAK2549338.1, KAK2552773.1, KAK2549330.1, KAK2572925.1, KAK2549339.1, KAK2564352.1, KAK2558624.1, KAK2558892.1, KAK2552807.1, KAK2547504.1, KAK2552366.1, KAK2546807.1, KAK2557513.1, KAK2559811.1, KAK2551372.1, KAK2548274.1, KAK2564674.1, KAK2566453.1, KAK2550689.1, KAK2564666.1, KAK2551371.1, KAK2559286.1, KAK2559407.1, KAK2556964.1, KAK2551963.1, KAK2550393.1, KAK2563193.1, KAK2561528.1, KAK2563196.1, KAK2559274.1, KAK2560089.1, KAK2550695.1, KAK2563195.1, KAK2561453.1, KAK2572805.1, KAK2546690.1, KAK2572917.1, KAK2546691.1, KAK2550140.1, KAK2559406.1, KAK2556429.1, KAK2557299.1, KAK2562403.1, KAK2552837.1, KAK2563948.1, KAK2553646.1, KAK2548231.1, KAK2554083.1, KAK2560684.1, KAK2553710.1, KAK2549376.1, KAK2560968.1, KAK2556014.1, KAK2559080.1, KAK2556015.1, KAK2560969.1, KAK2568011.1, KAK2555682.1, KAK2571014.1, KAK2559471.1, KAK2569731.1, KAK2556972.1, KAK2567036.1, KAK2546643.1, KAK2571020.1, KAK2559389.1, KAK2551281.1, KAK2548899.1, KAK2551276.1, KAK2571021.1, KAK2567037.1, KAK2548898.1, KAK2569730.1, KAK2559388.1, KAK2549299.1, KAK2548232.1, KAK2559468.1, KAK2556971.1, KAK2565870.1, KAK2551172.1, KAK2572931.1, KAK2551174.1, KAK2568472.1, KAK2560410.1, KAK2555311.1, KAK2562770.1, KAK2547470.1, KAK2548196.1, KAK2562243.1, KAK2564565.1, KAK2564559.1, KAK2549278.1, KAK2551629.1, KAK2549279.1, KAK2550413.1, KAK2560812.1, KAK2558891.1, KAK2551984.1, KAK2556969.1, KAK2558647.1, KAK2568584.1, KAK2552136.1, KAK2564054.1, KAK2547894.1, KAK2558534.1, KAK2547120.1, KAK2552409.1, KAK2546744.1, KAK2551635.1, KAK2551939.1, KAK2562729.1, KAK2555847.1, KAK2560823.1, KAK2546618.1, KAK2572293.1, KAK2566307.1, KAK2547003.1, KAK2560645.1, KAK2553368.1, KAK2573522.1, KAK2568332.1, KAK2554755.1, KAK2557501.1, KAK2572193.1, KAK2551482.1, KAK2556169.1, KAK2547002.1, KAK2554758.1, KAK2546619.1, KAK2566374.1, KAK2551481.1, KAK2549464.1, KAK2551360.1, KAK2557507.1, KAK2571539.1, KAK2571538.1, KAK2559519.1, KAK2548212.1, KAK2570905.1, KAK2547184.1, KAK2553629.1, KAK2551361.1, KAK2549265.1, KAK2571265.1, KAK2560822.1, KAK2573521.1, KAK2569319.1, KAK2553369.1, KAK2572294.1, KAK2568331.1, KAK2570013.1, KAK2553631.1, KAK2564578.1, KAK2548059.1, KAK2555791.1, KAK2568972.1, KAK2562703.1, KAK2550655.1, KAK2555250.1, KAK2559030.1, KAK2559566.1, KAK2555141.1, KAK2552231.1, KAK2555768.1, KAK2572169.1, KAK2565660.1, KAK2565659.1, KAK2549342.1, KAK2566432.1, KAK2564155.1, KAK2553064.1, KAK2556043.1, KAK2550594.1, KAK2559023.1, KAK2562809.1, KAK2565115.1, KAK2551494.1, KAK2565830.1, KAK2567813.1, KAK2568064.1, KAK2558216.1, KAK2565724.1, KAK2563558.1, KAK2562998.1, KAK2572772.1
OG0000000	Nvec	CE290_MOUSE	NV2t009950001.1, NV2t010480001.1, NV2t000299001.1, NV2t000299002.1, NV2t006904001.1, NV2t024459001.1, NV2t019579001.1, NV2t000766001.1, NV2t017884001.1, NV2t004634001.1, NV2t005891002.1, NV2t005891003.1, NV2t019013001.1, NV2t017565001.1, NV2t009762001.1
OG0000000	Hsap	CE290_MOUSE	CE290_HUMAN
OG0000022	Hsap	O4C3D_MOUSE	OR4C3_HUMAN
OG0000022	Hsap	OR4E2_MOUSE	OR4E1_HUMAN, OR4E2_HUMAN
OG0000022	Hsap	O10D3_MOUSE	O10D3_HUMAN
OG0000022	Hsap	O10N1_MOUSE	O10D4_HUMAN
OG0000022	Hsap	OR4M1_MOUSE	OR4Q3_HUMAN, OR4L1_HUMAN, OR4F4_HUMAN, O4F17_HUMAN, OR4F5_HUMAN, OR4F6_HUMAN, O4F15_HUMAN, O4F21_HUMAN, OR4F3_HUMAN, OR4K1_HUMAN, OR4K2_HUMAN, OR4K3_HUMAN, OR4KH_HUMAN, OR4K5_HUMAN, OR4KF_HUMAN, OR4KD_HUMAN, OR4KE_HUMAN, OR4D5_HUMAN, OR4D1_HUMAN, OR4D2_HUMAN, OR4D6_HUMAN, OR4D9_HUMAN, OR4DA_HUMAN, OR4DB_HUMAN, OR4Q2_HUMAN, OR4N5_HUMAN, OR4N2_HUMAN, OR4N4_HUMAN, ORN4C_HUMAN, OR4M1_HUMAN, OR4M2_HUMAN, ORM2B_HUMAN
OG0000022	Hsap	O4B13_MOUSE	OR4X1_HUMAN, OR4X2_HUMAN, OR4B1_HUMAN
OG0000022	Hsap	OR4CC_MOUSE	OR4C6_HUMAN, O4C45_HUMAN, OR4C5_HUMAN, O4C46_HUMAN, OR4CD_HUMAN, OR4CC_HUMAN
OG0000058	Acer	ANKR7_MOUSE, ANR26_MOUSE	KAK2555581.1, KAK2555580.1
OG0000058	Nvec	ANKR7_MOUSE, ANR26_MOUSE	NV2t000773002.1, NV2t000773004.1, NV2t000773005.1, NV2t000773003.1, NV2t000773006.1, NV2t000773001.1
OG0000058	Hsap	ANKR7_MOUSE	ANKR7_HUMAN
OG0000058	Hsap	ANR26_MOUSE	ANR62_HUMAN, A26L1_HUMAN, AN36C_HUMAN, AN36A_HUMAN, AN36B_HUMAN, A30BL_HUMAN, AN30A_HUMAN, AN30B_HUMAN, ANR19_HUMAN, AN18A_HUMAN, AN18B_HUMAN, A2012_HUMAN, AN20B_HUMAN, A20A5_HUMAN, A20A4_HUMAN, A20A2_HUMAN, A20A1_HUMAN, A20A3_HUMAN, AR26L_HUMAN, POTEA_HUMAN, POTB2_HUMAN, POTEB_HUMAN, POTB3_HUMAN, POTEC_HUMAN, POTED_HUMAN, POTEH_HUMAN, POTEG_HUMAN, POTEM_HUMAN, POTEI_HUMAN, POTEJ_HUMAN, POTEE_HUMAN, POTEF_HUMAN, C144B_HUMAN, C144C_HUMAN, C144L_HUMAN, C144A_HUMAN, ANR26_HUMAN
OG0000078	Nvec	CLC4G_MOUSE	NV2t013847001.1, NV2t018136001.1, NV2t017872001.1, NV2t018114001.1, NV2t025674001.1, NV2t025675002.1, NV2t021307001.1, NV2t021320001.1
OG0000078	Acer	CLC4G_MOUSE	KAK2556342.1, KAK2562543.1, KAK2556325.1, KAK2547139.1, KAK2571944.1, KAK2556326.1, KAK2560026.1, KAK2556346.1, KAK2556349.1, KAK2556331.1, KAK2556402.1, KAK2551066.1, KAK2546638.1, KAK2567591.1, KAK2551933.1, KAK2546702.1, KAK2547232.1, KAK2547422.1, KAK2547211.1, KAK2546953.1, KAK2547215.1, KAK2547218.1, KAK2547234.1, KAK2547212.1, KAK2547229.1, KAK2572109.1, KAK2568523.1, KAK2572732.1, KAK2572733.1, KAK2562131.1, KAK2564981.1
OG0000078	Hsap	CLC4G_MOUSE	CLC4G_HUMAN
OG0000089	Nvec	CGT_MOUSE, UDB17_MOUSE, UD2A1_MOUSE, UD2A2_MOUSE, UD2A3_MOUSE, UD11_MOUSE, UD12_MOUSE, UD16_MOUSE, UD17_MOUSE, UD19_MOUSE	NV2t004709001.1, NV2t015485001.1, NV2t011589001.1, NV2t011589002.1, NV2t011589003.1
OG0000089	Acer	CGT_MOUSE, UDB17_MOUSE, UD2A1_MOUSE, UD2A2_MOUSE, UD2A3_MOUSE, UD11_MOUSE, UD12_MOUSE, UD16_MOUSE, UD17_MOUSE, UD19_MOUSE	KAK2554246.1, KAK2554254.1, KAK2562005.1, KAK2561518.1, KAK2566480.1
OG0000089	Hsap	CGT_MOUSE	CGT_HUMAN
OG0000089	Hsap	UDB17_MOUSE	UDB15_HUMAN, UDB17_HUMAN, UD2B4_HUMAN, UD2B7_HUMAN, UDB10_HUMAN, UDB11_HUMAN, UDB28_HUMAN
OG0000089	Hsap	UD2A1_MOUSE	UD2A1_HUMAN
OG0000089	Hsap	UD2A2_MOUSE	UD2A2_HUMAN
OG0000089	Hsap	UD2A3_MOUSE	UD2A3_HUMAN
OG0000089	Hsap	UD11_MOUSE	UD11_HUMAN
OG0000089	Hsap	UD12_MOUSE	UD13_HUMAN, UD14_HUMAN, UD15_HUMAN
OG0000089	Hsap	UD16_MOUSE	UD16_HUMAN
OG0000089	Hsap	UD17_MOUSE, UD19_MOUSE	UD19_HUMAN, UD18_HUMAN, UD110_HUMAN, UD17_HUMAN
OG0000098	Acer	RPA43_MOUSE	KAK2557066.1, KAK2559901.1, KAK2559895.1, KAK2559898.1, KAK2559899.1, KAK2553413.1, KAK2559929.1, KAK2559897.1, KAK2553475.1, KAK2559807.1, KAK2559808.1, KAK2559809.1, KAK2559810.1, KAK2559812.1, KAK2560289.1, KAK2560293.1, KAK2560299.1, KAK2560288.1, KAK2546716.1, KAK2553785.1, KAK2560300.1, KAK2547025.1
OG0000098	Nvec	RPA43_MOUSE	NV2t010370001.1, NV2t010398001.1, NV2t010398002.1, NV2t010691001.1, NV2t010691003.1, NV2t010691005.1, NV2t010691006.1, NV2t010691007.1, NV2t019675001.1, NV2t014920002.1, NV2t014920001.1, NV2t014921001.1, NV2t017697001.1
OG0000098	Hsap	RPA43_MOUSE	RPA43_HUMAN
OG0000108	Acer	MFAP4_MOUSE, FCN1_MOUSE, FCN2_MOUSE	KAK2556160.1, KAK2551566.1, KAK2553805.1, KAK2559185.1, KAK2565557.1, KAK2569546.1, KAK2569547.1, KAK2547835.1, KAK2547138.1, KAK2547839.1, KAK2547828.1, KAK2547836.1, KAK2569549.1, KAK2569606.1, KAK2569599.1, KAK2552859.1, KAK2559022.1, KAK2574277.1
OG0000108	Nvec	MFAP4_MOUSE, FCN1_MOUSE, FCN2_MOUSE	NV2t025526001.1, NV2t022609001.1, NV2t022609002.1, NV2t022610001.1, NV2t019779002.1, NV2t019779001.1, NV2t006014001.1, NV2t006014002.1, NV2t018512001.1, NV2t017096001.1, NV2t017096002.1, NV2t015846001.1
OG0000108	Hsap	MFAP4_MOUSE	MFAP4_HUMAN
OG0000108	Hsap	FCN1_MOUSE, FCN2_MOUSE	FCN1_HUMAN, FCN2_HUMAN
OG0000139	Acer	NOTC1_MOUSE, NOTC3_MOUSE, NOTC2_MOUSE, MYOME_MOUSE	KAK2568112.1, KAK2570741.1
OG0000139	Nvec	NOTC1_MOUSE, NOTC3_MOUSE, NOTC2_MOUSE, MYOME_MOUSE	NV2t024622001.1, NV2t024622002.1, NV2t006438001.1
OG0000139	Hsap	NOTC1_MOUSE	NOTC1_HUMAN
OG0000139	Hsap	NOTC3_MOUSE	NOTC3_HUMAN
OG0000139	Hsap	NOTC2_MOUSE	NOTC2_HUMAN
OG0000139	Hsap	MYOME_MOUSE	NT2NA_HUMAN, NT2NC_HUMAN, NT2NB_HUMAN, NT2NR_HUMAN, NBPFP_HUMAN, NBPF9_HUMAN, NBPFF_HUMAN, NBPFJ_HUMAN, NBPFK_HUMAN, NBPFE_HUMAN, NBPFA_HUMAN, NBPF8_HUMAN, NBPF1_HUMAN, NBPFC_HUMAN, NBPFB_HUMAN, NBPF3_HUMAN, NBPF7_HUMAN, NBPF5_HUMAN, NBPF4_HUMAN, NBPF6_HUMAN, MYOME_HUMAN
OG0000170	Acer	TM135_MOUSE	KAK2565513.1, KAK2571412.1, KAK2571410.1, KAK2549396.1, KAK2556156.1, KAK2556552.1, KAK2555260.1, KAK2551398.1, KAK2548197.1, KAK2548208.1, KAK2547529.1, KAK2556551.1, KAK2562821.1, KAK2565331.1, KAK2570046.1, KAK2571413.1, KAK2567162.1, KAK2546740.1, KAK2556786.1, KAK2553125.1, KAK2546739.1, KAK2553124.1, KAK2570904.1
OG0000170	Nvec	TM135_MOUSE	NV2t012960002.1, NV2t021679004.1, NV2t008586001.1, NV2t008586002.1
OG0000170	Hsap	TM135_MOUSE	TM135_HUMAN
OG0000193	Acer	VPS4A_MOUSE, VPS4B_MOUSE	KAK2569482.1, KAK2559569.1, KAK2554046.1, KAK2554402.1, KAK2556131.1, KAK2547173.1, KAK2559139.1, KAK2566893.1, KAK2548533.1, KAK2555140.1, KAK2551724.1, KAK2555918.1, KAK2551723.1, KAK2555160.1, KAK2569239.1, KAK2549951.1, KAK2546848.1, KAK2558406.1, KAK2557416.1, KAK2573274.1, KAK2566669.1
OG0000193	Nvec	VPS4A_MOUSE, VPS4B_MOUSE	NV2t005481001.1, NV2t004178001.1
OG0000193	Hsap	VPS4A_MOUSE	VPS4A_HUMAN
OG0000193	Hsap	VPS4B_MOUSE	VPS4B_HUMAN
OG0000205	Nvec	LYAM2_MOUSE, LYAM3_MOUSE, LYAM1_MOUSE	NV2t024979003.1, NV2t024979001.1, NV2t024979002.1, NV2t025722001.1, NV2t025727001.1, NV2t025727002.1, NV2t025725004.1, NV2t025725001.1, NV2t025725002.1, NV2t025725003.1, NV2t025725006.1, NV2t025725005.1
OG0000205	Acer	LYAM2_MOUSE, LYAM3_MOUSE, LYAM1_MOUSE	KAK2566876.1, KAK2566877.1, KAK2566872.1, KAK2546850.1, KAK2566869.1, KAK2546851.1, KAK2566878.1, KAK2567187.1
OG0000205	Hsap	LYAM2_MOUSE	LYAM2_HUMAN
OG0000205	Hsap	LYAM3_MOUSE	LYAM3_HUMAN
OG0000205	Hsap	LYAM1_MOUSE	LYAM1_HUMAN
OG0000227	Nvec	NTH_MOUSE	NV2t004773001.1, NV2t005104001.1, NV2t005903001.1, NV2t025255001.1, NV2t007785001.1
OG0000227	Acer	NTH_MOUSE	KAK2547021.1, KAK2559003.1, KAK2549414.1, KAK2559000.1, KAK2552478.1, KAK2546671.1, KAK2559759.1, KAK2556335.1, KAK2557109.1, KAK2546900.1, KAK2566381.1, KAK2546672.1, KAK2556221.1, KAK2568994.1, KAK2546902.1, KAK2556781.1, KAK2574458.1
OG0000227	Hsap	NTH_MOUSE	NTH_HUMAN
OG0000254	Acer	GTR5_MOUSE, GTR7_MOUSE, GTR9_MOUSE, GLUT4_MOUSE, GTR2_MOUSE, GTR1_MOUSE, GTR3_MOUSE	KAK2552706.1
OG0000254	Nvec	GTR5_MOUSE, GTR7_MOUSE, GTR9_MOUSE, GLUT4_MOUSE, GTR2_MOUSE, GTR1_MOUSE, GTR3_MOUSE	NV2t010462001.1, NV2t013781005.1, NV2t013781002.1, NV2t013781001.1, NV2t013781004.1, NV2t013781003.1
OG0000254	Hsap	GTR5_MOUSE	GTR5_HUMAN
OG0000254	Hsap	GTR7_MOUSE	GTR7_HUMAN
OG0000254	Hsap	GTR9_MOUSE	GTR11_HUMAN, GTR9_HUMAN
OG0000254	Hsap	GLUT4_MOUSE	GLUT4_HUMAN
OG0000254	Hsap	GTR2_MOUSE	GTR2_HUMAN
OG0000254	Hsap	GTR1_MOUSE	GTR1_HUMAN
OG0000254	Hsap	GTR3_MOUSE	GTR14_HUMAN, GTR3_HUMAN
OG0000010	Hsap	OR6Z7_MOUSE	OR6B1_HUMAN
OG0000010	Hsap	OR6B9_MOUSE	OR6B2_HUMAN, OR6B3_HUMAN
OG0000010	Hsap	10H28_MOUSE	O10X1_HUMAN, O10H2_HUMAN, O10H1_HUMAN, O10H5_HUMAN, O10H3_HUMAN, O10H4_HUMAN
OG0000010	Hsap	O10J5_MOUSE	O10J3_HUMAN, O10J4_HUMAN, O10J1_HUMAN, O10J6_HUMAN, O10J5_HUMAN
OG0000010	Hsap	10P22_MOUSE	O10AG_HUMAN, O10A3_HUMAN, O10A6_HUMAN, O10A7_HUMAN, O10A4_HUMAN, O10A2_HUMAN, O10A5_HUMAN, O10C1_HUMAN, O10P1_HUMAN
OG0000010	Hsap	O2Y1B_MOUSE	OR2W3_HUMAN, OR2W1_HUMAN, OR2W6_HUMAN, OR2W5_HUMAN, OR2G2_HUMAN, OR2G3_HUMAN, OR2G6_HUMAN, OR2C3_HUMAN, OR2J3_HUMAN, OR2J1_HUMAN, OR2J2_HUMAN, OR2B8_HUMAN, OR2I1_HUMAN, OR2Y1_HUMAN
OG0000010	Hsap	OR2C1_MOUSE	OR2H1_HUMAN, OR2H2_HUMAN, OR2C1_HUMAN
OG0000010	Hsap	OR2B6_MOUSE	OR2BB_HUMAN, OR2B3_HUMAN, OR2B2_HUMAN, OR2B6_HUMAN
