Orthogroup	Species	Acer	Orthologs
OG0004529	Hsap	KAK2557338.1, KAK2572098.1	ZRAN1_HUMAN
OG0004529	Mmus	KAK2557338.1, KAK2572098.1	ZRAN1_MOUSE
OG0004529	Nvec	KAK2557338.1, KAK2572098.1	NV2t018422001.1
OG0004545	Hsap	KAK2558018.1	RWDD1_HUMAN
OG0004545	Mmus	KAK2558018.1	RWDD1_MOUSE
OG0004545	Nvec	KAK2558018.1	NV2t008438001.1, NV2t008438002.1
OG0004562	Nvec	KAK2558390.1	NV2t018547001.1, NV2t018540001.1, NV2t018543001.1, NV2t018548001.1
OG0004579	Nvec	KAK2559590.1, KAK2559273.1, KAK2559589.1	NV2t004311001.1, NV2t004311002.1
OG0004596	Nvec	KAK2559911.1	NV2t005966004.1, NV2t005966001.1, NV2t005966002.1, NV2t005966003.1
OG0004612	Nvec	KAK2560272.1	NV2t005690004.1, NV2t005690003.1, NV2t005690001.1, NV2t005690002.1
OG0004630	Hsap	KAK2560556.1	RT14_HUMAN
OG0004630	Mmus	KAK2560556.1	RT14_MOUSE
OG0004630	Nvec	KAK2560556.1	NV2t011627001.1, NV2t011627002.1
OG0004647	Hsap	KAK2560961.1	DJC24_HUMAN
OG0004647	Mmus	KAK2560961.1	DJC24_MOUSE
OG0004647	Nvec	KAK2560961.1	NV2t020983001.1, NV2t020999001.1
OG0004664	Hsap	KAK2561130.1, KAK2561134.1	RNZ1_HUMAN
OG0004664	Mmus	KAK2561130.1, KAK2561134.1	RNZ1_MOUSE
OG0004664	Nvec	KAK2561130.1, KAK2561134.1	NV2t019506001.1
OG0004147	Hsap	KAK2553357.1	SC24C_HUMAN, SC24D_HUMAN
OG0004147	Nvec	KAK2553357.1	NV2t003175001.1, NV2t003175002.1
OG0004164	Hsap	KAK2573445.1	SIK3_HUMAN
OG0004164	Mmus	KAK2573445.1	SIK3_MOUSE
OG0004164	Nvec	KAK2573445.1	NV2t022112002.1, NV2t022112001.1
OG0004179	Hsap	KAK2554977.1, KAK2546833.1	FAF1_HUMAN
OG0004179	Mmus	KAK2554977.1, KAK2546833.1	FAF1_MOUSE
OG0004179	Nvec	KAK2554977.1, KAK2546833.1	NV2t001051001.1
OG0004195	Hsap	KAK2547343.1	STPG4_HUMAN
OG0004195	Mmus	KAK2547343.1	STPG4_MOUSE
OG0004195	Nvec	KAK2547343.1	NV2t020226001.1, NV2t020226002.1
OG0004213	Hsap	KAK2548114.1	MED10_HUMAN
OG0004213	Mmus	KAK2548114.1	MED10_MOUSE
OG0004213	Nvec	KAK2548114.1	NV2t005107001.1, NV2t005107002.1
OG0004218	Hsap	KAK2548284.1	TTC38_HUMAN
OG0004218	Mmus	KAK2548284.1	TTC38_MOUSE
OG0004218	Nvec	KAK2548284.1	NV2t003307001.1, NV2t006517001.1
OG0004236	Hsap	KAK2548916.1	SORT_HUMAN
OG0004236	Mmus	KAK2548916.1	SORT_MOUSE
OG0004236	Nvec	KAK2548916.1	NV2t025838001.1, NV2t000509001.1
OG0004271	Hsap	KAK2550236.1	RSPH3_HUMAN
OG0004271	Mmus	KAK2550236.1	RSH3A_MOUSE, RSH3B_MOUSE
OG0004271	Nvec	KAK2550236.1	NV2t008308001.1
OG0004289	Hsap	KAK2550680.1	WAPL_HUMAN
OG0004289	Mmus	KAK2550680.1	WAPL_MOUSE
OG0004289	Nvec	KAK2550680.1	NV2t006445001.1, NV2t006445002.1
OG0004307	Nvec	KAK2551209.1	NV2t015206001.1, NV2t015206004.1, NV2t015206002.1, NV2t015206003.1
OG0004323	Hsap	KAK2551504.1	RNLS_HUMAN
OG0004323	Mmus	KAK2551504.1	RNLS_MOUSE
OG0004323	Nvec	KAK2551504.1	NV2t006068001.1, NV2t006068002.1
OG0004340	Hsap	KAK2551868.1	NDUA6_HUMAN
OG0004340	Mmus	KAK2551868.1	NDUA6_MOUSE
OG0004340	Nvec	KAK2551868.1	NV2t024238001.1, NV2t024238002.1
OG0004355	Nvec	KAK2552405.1, KAK2558184.1	NV2t010795001.1, NV2t010795002.1, NV2t010795003.1
OG0004372	Nvec	KAK2554220.1, KAK2552904.1, KAK2567889.1	NV2t024977001.1, NV2t024977002.1
OG0004389	Hsap	KAK2553393.1	TMM33_HUMAN
OG0004389	Mmus	KAK2553393.1	TMM33_MOUSE
OG0004389	Nvec	KAK2553393.1	NV2t003932001.1, NV2t003932002.1
OG0004407	Hsap	KAK2553834.1	ODBA_HUMAN
OG0004407	Mmus	KAK2553834.1	ODBA_MOUSE
OG0004407	Nvec	KAK2553834.1	NV2t020857001.1, NV2t020857002.1
OG0004424	Hsap	KAK2554326.1	ZN106_HUMAN
OG0004424	Mmus	KAK2554326.1	ZN106_MOUSE
OG0004424	Nvec	KAK2554326.1	NV2t025955001.1, NV2t010919001.1
OG0004430	Hsap	KAK2554416.1, KAK2554458.1	CIA2B_HUMAN
OG0004430	Mmus	KAK2554416.1, KAK2554458.1	CIA2B_MOUSE
OG0004430	Nvec	KAK2554416.1, KAK2554458.1	NV2t004885001.1
OG0004447	Nvec	KAK2555035.1, KAK2556225.1, KAK2555038.1, KAK2555651.1	NV2t016400001.1
OG0004464	Hsap	KAK2555622.1, KAK2555668.1	NPRL2_HUMAN
OG0004464	Mmus	KAK2555622.1, KAK2555668.1	NPRL2_MOUSE
OG0004464	Nvec	KAK2555622.1, KAK2555668.1	NV2t000420001.1
OG0004480	Hsap	KAK2556128.1	SPT4H_HUMAN
OG0004480	Mmus	KAK2556128.1	SPT4B_MOUSE, SPT4A_MOUSE
OG0004480	Nvec	KAK2556128.1	NV2t016181001.1
OG0004498	Hsap	KAK2556609.1	GGYF1_HUMAN, GGYF2_HUMAN
OG0004498	Mmus	KAK2556609.1	GGYF1_MOUSE, GGYF2_MOUSE
OG0004515	Hsap	KAK2557061.1	ATOH8_HUMAN
OG0004515	Mmus	KAK2557061.1	ATOH8_MOUSE
OG0004515	Nvec	KAK2557061.1	NV2t006610001.1, NV2t006611001.1
OG0004532	Hsap	KAK2557371.1	CND1_HUMAN
OG0004532	Mmus	KAK2557371.1	CND1_MOUSE
OG0004532	Nvec	KAK2557371.1	NV2t014307001.1, NV2t014307002.1
OG0004548	Hsap	KAK2558056.1	MACOI_HUMAN
OG0004548	Mmus	KAK2558056.1	MACOI_MOUSE
OG0004548	Nvec	KAK2558056.1	NV2t008301001.1, NV2t008301002.1
OG0004564	Hsap	KAK2558395.1	WDR1_HUMAN
OG0004564	Mmus	KAK2558395.1	WDR1_MOUSE
OG0004564	Nvec	KAK2558395.1	NV2t019045001.1, NV2t019045002.1
OG0004580	Hsap	KAK2559283.1	DCP2_HUMAN
OG0004580	Mmus	KAK2559283.1	DCP2_MOUSE
OG0004580	Nvec	KAK2559283.1	NV2t023617001.1, NV2t023617002.1
OG0004598	Hsap	KAK2559939.1, KAK2559997.1	COXM1_HUMAN
OG0004598	Mmus	KAK2559939.1, KAK2559997.1	COXM1_MOUSE
OG0004598	Nvec	KAK2559939.1, KAK2559997.1	NV2t006232001.1
OG0004615	Nvec	KAK2560331.1	NV2t005741001.1, NV2t005741002.1, NV2t005741004.1, NV2t005741003.1
OG0004635	Hsap	KAK2560651.1	NDUF6_HUMAN
OG0004635	Mmus	KAK2560651.1	NDUF6_MOUSE
OG0004635	Nvec	KAK2560651.1	NV2t005386001.1, NV2t005386002.1
OG0004652	Hsap	KAK2560996.1	CTSR1_HUMAN
OG0004652	Mmus	KAK2560996.1	CTSR1_MOUSE
OG0004652	Nvec	KAK2560996.1	NV2t009923001.1, NV2t009923002.1
OG0004671	Hsap	KAK2561647.1, KAK2561483.1	NGLY1_HUMAN
OG0004671	Mmus	KAK2561647.1, KAK2561483.1	NGLY1_MOUSE
OG0004671	Nvec	KAK2561647.1, KAK2561483.1	NV2t012417001.1
OG0004192	Hsap	KAK2547239.1	FBXL5_HUMAN
OG0004192	Mmus	KAK2547239.1	FBXL5_MOUSE
OG0004192	Nvec	KAK2547239.1	NV2t002266001.1, NV2t002266002.1
OG0004209	Hsap	KAK2547972.1, KAK2572967.1	CENPF_HUMAN
OG0004209	Nvec	KAK2547972.1	NV2t000095001.1
OG0004209	Nvec	KAK2572967.1	NV2t010666001.1
OG0004226	Hsap	KAK2560402.1, KAK2548469.1	RL11_HUMAN
OG0004226	Mmus	KAK2560402.1, KAK2548469.1	RL11_MOUSE
OG0004226	Nvec	KAK2560402.1, KAK2548469.1	NV2t006548001.1
OG0004245	Hsap	KAK2549635.1	LIN37_HUMAN
OG0004245	Mmus	KAK2549635.1	LIN37_MOUSE
OG0004245	Nvec	KAK2549635.1	NV2t003350001.1, NV2t003350002.1
OG0004261	Hsap	KAK2549998.1	PIP30_HUMAN
OG0004261	Mmus	KAK2549998.1	PIP30_MOUSE
OG0004261	Nvec	KAK2549998.1	NV2t005307001.1, NV2t005307002.1
OG0004277	Nvec	KAK2550434.1, KAK2564103.1	NV2t021581001.1, NV2t002680001.1, NV2t023482001.1
OG0004294	Nvec	KAK2572063.1, KAK2550902.1, KAK2571867.1	NV2t007101001.1, NV2t007101002.1
OG0004310	Hsap	KAK2551249.1	RM47_HUMAN
OG0004310	Mmus	KAK2551249.1	RM47_MOUSE
OG0004310	Nvec	KAK2551249.1	NV2t014850001.1, NV2t014850002.1
OG0004325	Hsap	KAK2551567.1	WDHD1_HUMAN
OG0004325	Mmus	KAK2551567.1	WDHD1_MOUSE
OG0004325	Nvec	KAK2551567.1	NV2t005861001.1, NV2t012347001.1
OG0004343	Nvec	KAK2552052.1, KAK2565567.1	NV2t020257001.1, NV2t020646001.1, NV2t020646002.1
OG0004360	Hsap	KAK2552576.1	DCNL5_HUMAN
OG0004360	Mmus	KAK2552576.1	DCNL5_MOUSE
OG0004360	Nvec	KAK2552576.1	NV2t002392001.1, NV2t002392002.1
OG0004377	Hsap	KAK2553094.1	CPSF2_HUMAN
OG0004377	Mmus	KAK2553094.1	CPSF2_MOUSE
OG0004377	Nvec	KAK2553094.1	NV2t004869001.1, NV2t004869002.1
OG0004393	Hsap	KAK2553468.1	HYEP_HUMAN
OG0004393	Mmus	KAK2553468.1	HYEP_MOUSE
OG0004393	Nvec	KAK2553468.1	NV2t006324001.1, NV2t006324002.1
OG0004411	Hsap	KAK2553904.1	MAP2_HUMAN
OG0004411	Mmus	KAK2553904.1	MAP2_MOUSE
OG0004411	Nvec	KAK2553904.1	NV2t001276001.1, NV2t001276007.1
OG0004427	Hsap	KAK2554377.1, KAK2559565.1	DNPEP_HUMAN
OG0004427	Mmus	KAK2554377.1, KAK2559565.1	DNPEP_MOUSE
OG0004427	Nvec	KAK2554377.1, KAK2559565.1	NV2t011866001.1
OG0004445	Hsap	KAK2554950.1	HECD3_HUMAN
OG0004445	Mmus	KAK2554950.1	HECD3_MOUSE
OG0004445	Nvec	KAK2554950.1	NV2t001916001.1, NV2t001916002.1
OG0004462	Hsap	KAK2555557.1	SRXN1_HUMAN
OG0004462	Mmus	KAK2555557.1	SRXN1_MOUSE
OG0004462	Nvec	KAK2555557.1	NV2t025115001.1, NV2t014408001.1
OG0004467	Hsap	KAK2555988.1	DLDH_HUMAN
OG0004467	Mmus	KAK2555988.1	DLDH_MOUSE
OG0004467	Nvec	KAK2555988.1	NV2t003401001.1, NV2t003401002.1
OG0004484	Nvec	KAK2556180.1	NV2t006038001.1, NV2t015380001.1, NV2t019613001.1, NV2t019613002.1
OG0004502	Hsap	KAK2556691.1	ARMD1_HUMAN
OG0004502	Nvec	KAK2556691.1	NV2t001036001.1, NV2t001036002.1, NV2t001036003.1
OG0004520	Hsap	KAK2557123.1	DMC1_HUMAN
OG0004520	Mmus	KAK2557123.1	DMC1_MOUSE
OG0004520	Nvec	KAK2557123.1	NV2t007895001.1, NV2t007895002.1
OG0004537	Hsap	KAK2557697.1	LRC34_HUMAN
OG0004537	Mmus	KAK2557697.1	LRC34_MOUSE
OG0004537	Nvec	KAK2557697.1	NV2t013252001.1, NV2t013252002.1
OG0004569	Hsap	KAK2558868.1, KAK2558870.1	XRRA1_HUMAN
OG0004569	Mmus	KAK2558868.1, KAK2558870.1	XRRA1_MOUSE
OG0004569	Nvec	KAK2558868.1, KAK2558870.1	NV2t021186001.1
OG0004586	Hsap	KAK2559683.1, KAK2559684.1	S35H1_HUMAN
OG0004586	Mmus	KAK2559683.1, KAK2559684.1	S35H1_MOUSE
OG0004586	Nvec	KAK2559683.1, KAK2559684.1	NV2t004458001.1
OG0004603	Hsap	KAK2560057.1	AMNLS_HUMAN
OG0004603	Mmus	KAK2560057.1	AMNLS_MOUSE
OG0004603	Nvec	KAK2560057.1	NV2t006288002.1, NV2t006288003.1
OG0004619	Hsap	KAK2560391.1, KAK2560395.1	SNUT1_HUMAN
OG0004619	Mmus	KAK2560391.1, KAK2560395.1	SNUT1_MOUSE
OG0004619	Nvec	KAK2560391.1, KAK2560395.1	NV2t011045001.1
OG0004625	Hsap	KAK2560494.1	FYV1_HUMAN
OG0004625	Mmus	KAK2560494.1	FYV1_MOUSE
OG0004625	Nvec	KAK2560494.1	NV2t011328001.1, NV2t011328002.1
OG0004643	Hsap	KAK2560887.1	VPS54_HUMAN
OG0004643	Mmus	KAK2560887.1	VPS54_MOUSE
OG0004643	Nvec	KAK2560887.1	NV2t020578001.1, NV2t020578002.1
OG0004659	Nvec	KAK2561074.1	NV2t019314004.1, NV2t019314001.1, NV2t019314002.1, NV2t019314003.1
OG0004676	Hsap	KAK2561627.1, KAK2567685.1	DDX49_HUMAN
OG0004676	Mmus	KAK2561627.1, KAK2567685.1	DDX49_MOUSE
OG0004676	Nvec	KAK2561627.1, KAK2567685.1	NV2t020863001.1
OG0004240	Hsap	KAK2549254.1	ODB2_HUMAN
OG0004240	Mmus	KAK2549254.1	ODB2_MOUSE
OG0004240	Nvec	KAK2549254.1	NV2t002261001.1, NV2t002261002.1
OG0004256	Hsap	KAK2549915.1	NUP54_HUMAN
OG0004256	Mmus	KAK2549915.1	NUP54_MOUSE
OG0004256	Nvec	KAK2549915.1	NV2t016246001.1, NV2t016251001.1
OG0004274	Hsap	KAK2550288.1	ISCU_HUMAN
OG0004274	Mmus	KAK2550288.1	ISCU_MOUSE
OG0004274	Nvec	KAK2550288.1	NV2t009088001.1, NV2t009088002.1
OG0004279	Hsap	KAK2550462.1	MROH1_HUMAN
OG0004279	Mmus	KAK2550462.1	MROH1_MOUSE
OG0004279	Nvec	KAK2550462.1	NV2t004887001.1, NV2t004887002.1
OG0004300	Hsap	KAK2550998.1, KAK2550997.1	GILT_HUMAN
OG0004300	Mmus	KAK2550998.1, KAK2550997.1	GILT_MOUSE
OG0004300	Nvec	KAK2550998.1, KAK2550997.1	NV2t007750001.1
OG0004316	Hsap	KAK2551447.1	TAF1A_HUMAN
OG0004316	Mmus	KAK2551447.1	TAF1A_MOUSE
OG0004316	Nvec	KAK2551447.1	NV2t006467001.1, NV2t006467002.1
OG0004331	Hsap	KAK2551742.1	FBX11_HUMAN
OG0004331	Mmus	KAK2551742.1	FBX11_MOUSE
OG0004331	Nvec	KAK2551742.1	NV2t012641001.1, NV2t012641002.1
OG0004348	Hsap	KAK2552164.1	OBI1_HUMAN
OG0004348	Mmus	KAK2552164.1	OBI1_MOUSE
OG0004348	Nvec	KAK2552164.1	NV2t002974001.1, NV2t002974002.1
OG0004366	Hsap	KAK2552849.1, KAK2552850.1	TICRR_HUMAN
OG0004366	Mmus	KAK2552849.1, KAK2552850.1	TICRR_MOUSE
OG0004366	Nvec	KAK2552849.1, KAK2552850.1	NV2t023155001.1
OG0004384	Hsap	KAK2553270.1	TPC_HUMAN
OG0004384	Mmus	KAK2553270.1	TPC_MOUSE
OG0004384	Nvec	KAK2553270.1	NV2t025075002.1, NV2t025075003.1
OG0004402	Mmus	KAK2553733.1	TSAP1_MOUSE
OG0004402	Hsap	KAK2553733.1	TSAP1_HUMAN, CF052_HUMAN
OG0004402	Nvec	KAK2553733.1	NV2t015390001.1
OG0004418	Hsap	KAK2554140.1	DCAF5_HUMAN
OG0004418	Mmus	KAK2554140.1	DCAF5_MOUSE
OG0004418	Nvec	KAK2554140.1	NV2t021041001.1, NV2t021133001.1
OG0004435	Hsap	KAK2554697.1	PIGT_HUMAN
OG0004435	Mmus	KAK2554697.1	PIGT_MOUSE
OG0004435	Nvec	KAK2554697.1	NV2t018297001.1, NV2t018297003.1
OG0004452	Hsap	KAK2555299.1	PRRC1_HUMAN
OG0004452	Mmus	KAK2555299.1	PRRC1_MOUSE
OG0004452	Nvec	KAK2555299.1	NV2t022940001.1, NV2t022940002.1
OG0004457	Hsap	KAK2555448.1	UHMK1_HUMAN
OG0004457	Mmus	KAK2555448.1	UHMK1_MOUSE
OG0004457	Nvec	KAK2555448.1	NV2t025748001.1, NV2t025748002.1
OG0004475	Hsap	KAK2556090.1, KAK2563123.1	INT9_HUMAN
OG0004475	Mmus	KAK2556090.1, KAK2563123.1	INT9_MOUSE
OG0004475	Nvec	KAK2556090.1, KAK2563123.1	NV2t002789001.1
OG0004494	Hsap	KAK2556457.1	S2534_HUMAN, S2535_HUMAN
OG0004494	Mmus	KAK2556457.1	S2534_MOUSE, S2535_MOUSE
OG0004511	Hsap	KAK2556895.1	RSMN_HUMAN, RSMB_HUMAN
OG0004511	Mmus	KAK2556895.1	RSMN_MOUSE, RSMB_MOUSE
OG0004528	Hsap	KAK2557287.1	CF298_HUMAN
OG0004528	Mmus	KAK2557287.1	CF298_MOUSE
OG0004528	Nvec	KAK2557287.1	NV2t008786001.1, NV2t016010001.1
OG0004544	Hsap	KAK2557964.1	MYCBP_HUMAN
OG0004544	Mmus	KAK2557964.1	MYCBP_MOUSE
OG0004544	Nvec	KAK2557964.1	NV2t008719001.1, NV2t008719002.1
OG0004560	Hsap	KAK2558372.1	NOP16_HUMAN
OG0004560	Mmus	KAK2558372.1	NOP16_MOUSE
OG0004560	Nvec	KAK2558372.1	NV2t018522001.1, NV2t018524001.1
OG0004578	Hsap	KAK2559123.1, KAK2559124.1	QOR_HUMAN
OG0004578	Mmus	KAK2559123.1, KAK2559124.1	QOR_MOUSE
OG0004578	Nvec	KAK2559123.1, KAK2559124.1	NV2t024802001.1
OG0004595	Mmus	KAK2559902.1	CTIP_MOUSE
OG0004595	Hsap	KAK2559902.1	RB8NL_HUMAN, CTIP_HUMAN
OG0004595	Nvec	KAK2559902.1	NV2t005617001.1
OG0004611	Hsap	KAK2560212.1	CCS_HUMAN
OG0004611	Mmus	KAK2560212.1	CCS_MOUSE
OG0004611	Nvec	KAK2560212.1	NV2t006463001.1, NV2t006463002.1
OG0004629	Hsap	KAK2560544.1	ABCG2_HUMAN
OG0004629	Mmus	KAK2560544.1	ABCG3_MOUSE, ABCG2_MOUSE
OG0004629	Nvec	KAK2560544.1	NV2t010982001.1
OG0004646	Hsap	KAK2560934.1	NUD14_HUMAN
OG0004646	Mmus	KAK2560934.1	NUD14_MOUSE
OG0004646	Nvec	KAK2560934.1	NV2t019761001.1, NV2t019761002.1
OG0004662	Hsap	KAK2561115.1, KAK2561903.1	MINP1_HUMAN
OG0004662	Mmus	KAK2561115.1, KAK2561903.1	MINP1_MOUSE
OG0004662	Nvec	KAK2561115.1, KAK2561903.1	NV2t020526001.1
OG0004667	Hsap	KAK2561297.1, KAK2561399.1	NDUAA_HUMAN
OG0004667	Mmus	KAK2561297.1, KAK2561399.1	NDUAA_MOUSE
OG0004667	Nvec	KAK2561297.1, KAK2561399.1	NV2t011986001.1
OG0004683	Hsap	KAK2561912.1	TF3B_HUMAN
OG0004683	Mmus	KAK2561912.1	TF3B_MOUSE
OG0004683	Nvec	KAK2561912.1	NV2t020755001.1, NV2t020755002.1
OG0004189	Hsap	KAK2547080.1, KAK2555554.1	VPS52_HUMAN
OG0004189	Mmus	KAK2547080.1, KAK2555554.1	VPS52_MOUSE
OG0004189	Nvec	KAK2547080.1, KAK2555554.1	NV2t025129001.1
OG0004207	Mmus	KAK2547832.1	TIKI2_MOUSE
OG0004207	Hsap	KAK2547832.1	TIKI1_HUMAN, TIKI2_HUMAN
OG0004207	Nvec	KAK2547832.1	NV2t001408001.1
OG0004224	Hsap	KAK2548443.1	SMHD1_HUMAN
OG0004224	Mmus	KAK2548443.1	SMHD1_MOUSE
OG0004224	Nvec	KAK2548443.1	NV2t006382001.1, NV2t006382002.1
OG0004243	Hsap	KAK2549417.1	VGLL4_HUMAN
OG0004243	Mmus	KAK2549417.1	VGLL4_MOUSE
OG0004243	Nvec	KAK2549417.1	NV2t003488001.1, NV2t003488002.1
OG0004259	Hsap	KAK2549978.1	DUS19_HUMAN
OG0004259	Mmus	KAK2549978.1	DUS19_MOUSE
OG0004259	Nvec	KAK2549978.1	NV2t005404001.1, NV2t005404002.1
OG0004276	Hsap	KAK2550401.1	SIM13_HUMAN
OG0004276	Mmus	KAK2550401.1	SIM13_MOUSE
OG0004276	Nvec	KAK2550401.1	NV2t004082001.1, NV2t004082002.1
OG0004293	Hsap	KAK2550855.1, KAK2550886.1	URAD_HUMAN
OG0004293	Mmus	KAK2550855.1, KAK2550886.1	URAD_MOUSE
OG0004293	Nvec	KAK2550855.1, KAK2550886.1	NV2t003627001.1
OG0004311	Hsap	KAK2551297.1	RED_HUMAN
OG0004311	Mmus	KAK2551297.1	RED_MOUSE
OG0004311	Nvec	KAK2551297.1	NV2t002430001.1, NV2t002430002.1
OG0004327	Nvec	KAK2571652.1, KAK2551603.1, KAK2552827.1	NV2t010905001.1, NV2t010905002.1
OG0004346	Mmus	KAK2552142.1	ORNT1_MOUSE
OG0004346	Hsap	KAK2552142.1	ORNT2_HUMAN, ORNT1_HUMAN
OG0004346	Nvec	KAK2552142.1	NV2t002872001.1
OG0004364	Hsap	KAK2552845.1, KAK2552851.1	ULK3_HUMAN
OG0004364	Mmus	KAK2552845.1, KAK2552851.1	ULK3_MOUSE
OG0004364	Nvec	KAK2552845.1, KAK2552851.1	NV2t023863001.1
OG0004381	Hsap	KAK2553170.1	TP4AP_HUMAN
OG0004381	Mmus	KAK2553170.1	TP4AP_MOUSE
OG0004381	Nvec	KAK2553170.1	NV2t004862001.1, NV2t004862002.1
OG0004397	Hsap	KAK2553664.1	GOSR1_HUMAN
OG0004397	Mmus	KAK2553664.1	GOSR1_MOUSE
OG0004397	Nvec	KAK2553664.1	NV2t016682001.1, NV2t016682002.1
OG0004414	Hsap	KAK2553927.1	PLPL8_HUMAN
OG0004414	Mmus	KAK2553927.1	PLPL8_MOUSE
OG0004414	Nvec	KAK2553927.1	NV2t000826001.1, NV2t000826002.1
OG0004431	Hsap	KAK2554509.1	SCAPE_HUMAN
OG0004431	Nvec	KAK2554509.1	NV2t023887002.1, NV2t023887001.1, NV2t023887003.1
OG0004448	Hsap	KAK2555043.1	RM55_HUMAN
OG0004448	Mmus	KAK2555043.1	RM55_MOUSE
OG0004448	Nvec	KAK2555043.1	NV2t000658001.1, NV2t000658002.1
OG0004465	Hsap	KAK2555636.1	NOPC1_HUMAN
OG0004465	Mmus	KAK2555636.1	NOPC1_MOUSE
OG0004465	Nvec	KAK2555636.1	NV2t000664001.1, NV2t000664002.1
OG0004482	Nvec	KAK2556166.1	NV2t017244001.1, NV2t017244004.1, NV2t017244002.1, NV2t017244003.1
OG0004517	Hsap	KAK2557095.1	S35F3_HUMAN, S35F4_HUMAN
OG0004517	Mmus	KAK2557095.1	S35F3_MOUSE, S35F4_MOUSE
OG0004533	Hsap	KAK2557596.1	PEX5_HUMAN
OG0004533	Mmus	KAK2557596.1	PEX5_MOUSE
OG0004533	Nvec	KAK2557596.1	NV2t014318001.1, NV2t014318002.1
OG0004549	Hsap	KAK2558062.1	NUPR1_HUMAN
OG0004549	Mmus	KAK2558062.1	NUPR1_MOUSE
OG0004549	Nvec	KAK2558062.1	NV2t008263001.1, NV2t009120001.1
OG0004565	Nvec	KAK2558399.1	NV2t018803001.1, NV2t018805001.1, NV2t018805002.1, NV2t018805003.1
OG0004584	Hsap	KAK2559617.1	PIEZ1_HUMAN, PIEZ2_HUMAN
OG0004584	Mmus	KAK2559617.1	PIEZ1_MOUSE, PIEZ2_MOUSE
OG0004601	Hsap	KAK2559999.1, KAK2559998.1	CCD60_HUMAN
OG0004601	Mmus	KAK2559999.1, KAK2559998.1	CCD60_MOUSE
OG0004601	Nvec	KAK2559999.1, KAK2559998.1	NV2t006029001.1
OG0004618	Hsap	KAK2560377.1	NICN1_HUMAN
OG0004618	Mmus	KAK2560377.1	NICN1_MOUSE
OG0004618	Nvec	KAK2560377.1	NV2t000937001.1, NV2t000937002.1
OG0004637	Hsap	KAK2560710.1	RMP_HUMAN
OG0004637	Mmus	KAK2560710.1	RMP_MOUSE
OG0004637	Nvec	KAK2560710.1	NV2t004166001.1, NV2t004166002.1
OG0004654	Hsap	KAK2561019.1	AVEN_HUMAN
OG0004654	Mmus	KAK2561019.1	AVEN_MOUSE
OG0004654	Nvec	KAK2561019.1	NV2t020422001.1, NV2t020422002.1
OG0004672	Hsap	KAK2561509.1	KLDC3_HUMAN
OG0004672	Mmus	KAK2561509.1	KLDC3_MOUSE
OG0004672	Nvec	KAK2561509.1	NV2t010977001.1, NV2t010977002.1
OG0004689	Hsap	KAK2562115.1, KAK2562117.1	PNPO_HUMAN
OG0004689	Mmus	KAK2562115.1, KAK2562117.1	PNPO_MOUSE
OG0004689	Nvec	KAK2562115.1, KAK2562117.1	NV2t012120001.1
OG0004704	Nvec	KAK2562335.1	NV2t002576001.1, NV2t002576002.1, NV2t002576003.1, NV2t019564001.1
OG0004722	Hsap	KAK2562987.1, KAK2573785.1	EIF2A_HUMAN
OG0004722	Mmus	KAK2562987.1, KAK2573785.1	EIF2A_MOUSE
OG0004722	Nvec	KAK2562987.1, KAK2573785.1	NV2t022516001.1
OG0004273	Nvec	KAK2550283.1	NV2t021799001.1, NV2t021803001.1, NV2t021825001.1, NV2t021814001.1
OG0004291	Hsap	KAK2550821.1, KAK2550823.1	AREL1_HUMAN
OG0004291	Mmus	KAK2550821.1, KAK2550823.1	AREL1_MOUSE
OG0004291	Nvec	KAK2550821.1, KAK2550823.1	NV2t019455001.1
OG0004309	Hsap	KAK2551248.1, KAK2560702.1	NUP93_HUMAN
OG0004309	Mmus	KAK2551248.1, KAK2560702.1	NUP93_MOUSE
OG0004309	Nvec	KAK2551248.1, KAK2560702.1	NV2t004284001.1
OG0004326	Hsap	KAK2551599.1	PTHB1_HUMAN
OG0004326	Mmus	KAK2551599.1	PTHB1_MOUSE
OG0004326	Nvec	KAK2551599.1	NV2t012731001.1, NV2t012731002.1
OG0004344	Hsap	KAK2552087.1	ALG8_HUMAN
OG0004344	Mmus	KAK2552087.1	ALG8_MOUSE
OG0004344	Nvec	KAK2552087.1	NV2t002973001.1, NV2t002973002.1
OG0004361	Hsap	KAK2552589.1	RFXAP_HUMAN
OG0004361	Mmus	KAK2552589.1	RFXAP_MOUSE
OG0004361	Nvec	KAK2552589.1	NV2t002596001.1, NV2t002596002.1
OG0004365	Hsap	KAK2552848.1	RASA1_HUMAN
OG0004365	Nvec	KAK2552848.1	NV2t023156003.1, NV2t023156001.1, NV2t023156002.1
OG0004382	Hsap	KAK2553175.1, KAK2553180.1	BAT1_HUMAN
OG0004382	Mmus	KAK2553175.1, KAK2553180.1	BAT1_MOUSE
OG0004382	Nvec	KAK2553175.1, KAK2553180.1	NV2t004274001.1
OG0004398	Hsap	KAK2553670.1	LACC1_HUMAN
OG0004398	Mmus	KAK2553670.1	LACC1_MOUSE
OG0004398	Nvec	KAK2553670.1	NV2t017033001.1, NV2t017033002.1
OG0004415	Hsap	KAK2553932.1	RDIC1_HUMAN
OG0004415	Mmus	KAK2553932.1	RDIC1_MOUSE
OG0004415	Nvec	KAK2553932.1	NV2t002126001.1, NV2t002126002.1
