Orthogroup	Mmus	Gfas
OG0002587	ENSA_MOUSE, ARP19_MOUSE	gfas1.m1.17226.m1
OG0002588	CC14A_MOUSE, CC14B_MOUSE	gfas1.m1.1952.m1
OG0002590	NSMA_MOUSE	gfas1.m1.23436.m1
OG0002591	P4R3A_MOUSE, P4R3B_MOUSE	gfas1.m1.1439.m1
OG0002592	I23O2_MOUSE, I23O1_MOUSE	gfas1.m1.3445.m1
OG0002593	RN103_MOUSE	gfas1.m1.5344.m1
OG0002594	FZD7_MOUSE, FZD2_MOUSE, FZD1_MOUSE	gfas1.m1.16251.m1
OG0002595	INT7_MOUSE	gfas1.m1.461.m1
OG0002596	SYVM_MOUSE, SYVC_MOUSE	gfas1.m1.2105.m1
OG0002597	DPH2_MOUSE	gfas1.m1.7273.m1
OG0002598	RUFY4_MOUSE, FYCO1_MOUSE	gfas1.m1.6394.m1
OG0002600	ABCG1_MOUSE, ABCG4_MOUSE	gfas1.m1.16103.m1
OG0002601	CATA_MOUSE	gfas1.m1.6120.m1, gfas1.m1.2616.m1
OG0002602	ZC11A_MOUSE	gfas1.m1.10205.m1
OG0002603	RSBN1_MOUSE	gfas1.m1.20118.m1
OG0002604	TTLL4_MOUSE	gfas1.m1.13646.m1
OG0002605	ABRX2_MOUSE, ABRX1_MOUSE	gfas1.m1.3741.m1
OG0002606	ARI3C_MOUSE	gfas1.m1.14974.m1
OG0002607	RPN2_MOUSE	gfas1.m1.16191.m1
OG0002608	MRM2_MOUSE	gfas1.m1.20021.m1
OG0002609	N42L2_MOUSE, N42L1_MOUSE	gfas1.m1.1823.m1
OG0002610	MCM7_MOUSE	gfas1.m1.10177.m1
OG0002677	NETR_MOUSE	gfas1.m1.3587.m1
OG0002678	XBP1_MOUSE	gfas1.m1.19257.m1, gfas1.m1.11032.m1, gfas1.m1.19259.m1
OG0002679	EDIL3_MOUSE, MFGM_MOUSE	gfas1.m1.6589.m1
OG0002680	BSPH2_MOUSE, BSPH1_MOUSE	gfas1.m1.13429.m1
OG0002681	DYH12_MOUSE	gfas1.m1.15944.m1, gfas1.m1.5576.m1
OG0002682	DYH17_MOUSE	gfas1.m1.5623.m1
OG0002683	DYH3_MOUSE	gfas1.m1.8061.m1, gfas1.m1.3746.m1
OG0002684	CD63_MOUSE	gfas1.m1.14001.m1
OG0002687	WNT3_MOUSE, WNT3A_MOUSE	gfas1.m1.418.m1
OG0002688	DYRK2_MOUSE, DYRK3_MOUSE	gfas1.m1.9091.m1
OG0002689	ACTZ_MOUSE, ACTY_MOUSE	gfas1.m1.6904.m1
OG0002691	TBB6_MOUSE, TBB3_MOUSE	gfas1.m1.16967.m1, gfas1.m1.4279.m1
OG0002692	ATS12_MOUSE, ATS7_MOUSE	gfas1.m1.15333.m1
OG0002693	AT8A1_MOUSE, AT8A2_MOUSE	gfas1.m1.1837.m1
OG0002694	FOXL1_MOUSE	gfas1.m1.3037.m1, gfas1.m1.3041.m1
OG0002695	FOXC1_MOUSE, FOXC2_MOUSE	gfas1.m1.14433.m1
OG0002696	TBX2_MOUSE, TBX3_MOUSE	gfas1.m1.8196.m1
OG0002698	CCND1_MOUSE, CCND2_MOUSE	gfas1.m1.23481.m1
OG0002699	CCNB3_MOUSE	gfas1.m1.2945.m1
OG0002700	GALT2_MOUSE	gfas1.m1.14636.m1, gfas1.m1.23697.m1
OG0002701	GLT11_MOUSE, GLTL5_MOUSE	gfas1.m1.5345.m1
OG0002702	SOX21_MOUSE, SOX14_MOUSE	gfas1.m1.19209.m1
OG0002703	TFPI1_MOUSE	gfas1.m1.10181.m1, gfas1.m1.6870.m1
OG0002704	HSP7C_MOUSE	gfas1.m1.4524.m1, gfas1.m1.16847.m1
OG0002705	DRGX_MOUSE	gfas1.m1.17518.m1, gfas1.m1.17519.m1
OG0002706	FLI1_MOUSE, ERG_MOUSE	gfas1.m1.17090.m1
OG0002707	DMTA2_MOUSE, DMRTA_MOUSE	gfas1.m1.17732.m1
OG0002708	RAP1A_MOUSE, RAP1B_MOUSE	gfas1.m1.14033.m1
OG0002709	MYO1E_MOUSE, MYO1F_MOUSE	gfas1.m1.9365.m1
OG0002710	MYO1C_MOUSE, MYO1H_MOUSE	gfas1.m1.4696.m1
OG0002711	IMA4_MOUSE, IMA3_MOUSE	gfas1.m1.16301.m1
OG0002712	NANOG_MOUSE	gfas1.m1.771.m1
OG0002713	1433E_MOUSE	gfas1.m1.16324.m1, gfas1.m1.13757.m1, gfas1.m1.13756.m1
OG0002714	MS3L2_MOUSE, MS3L1_MOUSE	gfas1.m1.8470.m1
OG0002715	ERAP1_MOUSE	gfas1.m1.6037.m1, gfas1.m1.6028.m1
OG0002716	ANO4_MOUSE, ANO3_MOUSE	gfas1.m1.23256.m1
OG0002717	NCKX2_MOUSE, NCKX1_MOUSE	gfas1.m1.15228.m1
OG0002718	PRDM9_MOUSE	gfas1.m1.20075.m1, gfas1.m1.14076.m1
OG0002719	MPP2_MOUSE, PALS2_MOUSE	gfas1.m1.1022.m1
OG0002721	KLHL3_MOUSE, KLHL2_MOUSE	gfas1.m1.20582.m1
OG0002722	KIF3C_MOUSE, KIF3B_MOUSE	gfas1.m1.17341.m1
OG0002723	KPSH1_MOUSE	gfas1.m1.14338.m1
OG0002724	KCRM_MOUSE, KCRB_MOUSE	gfas1.m1.14024.m1
OG0002725	ARF5_MOUSE, ARF4_MOUSE	gfas1.m1.8773.m1
OG0002727	VAMP4_MOUSE, VAMP5_MOUSE	gfas1.m1.15823.m1
OG0002728	CD109_MOUSE	gfas1.m1.16938.m1, gfas1.m1.1549.m1
OG0002729	TES_MOUSE	gfas1.m1.6789.m1
OG0002730	DOCK3_MOUSE, DOCK4_MOUSE	gfas1.m1.10784.m1
OG0002731	PPR3C_MOUSE, PPR3B_MOUSE	gfas1.m1.276.m1
OG0002732	CR3L3_MOUSE, CR3L4_MOUSE	gfas1.m1.23286.m1
OG0002733	STK10_MOUSE, SLK_MOUSE	gfas1.m1.21255.m1
OG0002734	PP2AB_MOUSE, PP2AA_MOUSE	gfas1.m1.23434.m1
OG0002735	CDK3_MOUSE, CDK2_MOUSE	gfas1.m1.4721.m1
OG0002737	RAB31_MOUSE, RB22A_MOUSE	gfas1.m1.3097.m1
OG0002738	VW5B2_MOUSE, VW5B1_MOUSE	gfas1.m1.171.m1
OG0002739	ING4_MOUSE, ING5_MOUSE	gfas1.m1.10269.m1
OG0002740	HCLS1_MOUSE, SRC8_MOUSE	gfas1.m1.14115.m1
OG0002741	BMAL1_MOUSE, BMAL2_MOUSE	gfas1.m1.2286.m1
OG0002742	OSBP1_MOUSE, OSBP2_MOUSE	gfas1.m1.600.m1
OG0002743	KCY_MOUSE	gfas1.m1.22544.m1, gfas1.m1.16513.m1
OG0002744	HOIL1_MOUSE, SHRPN_MOUSE	gfas1.m1.16936.m1
OG0002745	REXO1_MOUSE	gfas1.m1.7298.m1
OG0002746	KCNKD_MOUSE	gfas1.m1.589.m1
OG0002747	L2GL1_MOUSE, L2GL2_MOUSE	gfas1.m1.17567.m1
OG0002748	SET1B_MOUSE, SET1A_MOUSE	gfas1.m1.845.m1
OG0002749	SIX2_MOUSE, SIX1_MOUSE	gfas1.m1.1314.m1
OG0002750	SIX3_MOUSE, SIX6_MOUSE	gfas1.m1.1316.m1
OG0002752	LORF2_MOUSE	gfas1.m1.8487.m1
OG0002753	SCRT1_MOUSE, SCRT2_MOUSE	gfas1.m1.2894.m1
OG0002754	SNAI1_MOUSE	gfas1.m1.23271.m1
OG0002755	ASB1_MOUSE, ASB12_MOUSE	gfas1.m1.13548.m1
OG0002756	STT3B_MOUSE	gfas1.m1.14800.m1
OG0002757	SIK2_MOUSE, SIK1_MOUSE	gfas1.m1.13293.m1
OG0002758	RAB38_MOUSE, RAB32_MOUSE	gfas1.m1.3685.m1
OG0002759	COPT2_MOUSE	gfas1.m1.18152.m1
OG0002760	SFXN3_MOUSE, SFXN1_MOUSE	gfas1.m1.8036.m1
OG0002761	RT30_MOUSE	gfas1.m1.6332.m1
OG0002762	CHP2_MOUSE, CHP1_MOUSE	gfas1.m1.18335.m1
OG0002765	PIWL4_MOUSE, PIWL1_MOUSE	gfas1.m1.259.m1
OG0002766	GBRL1_MOUSE, GBRAP_MOUSE	gfas1.m1.19376.m1
OG0002767	XRRA1_MOUSE	gfas1.m1.12602.m1, gfas1.m1.14921.m1, gfas1.m1.12212.m1
OG0002768	DCR1B_MOUSE	gfas1.m1.19440.m1
OG0002769	CCNG1_MOUSE, CCNG2_MOUSE	gfas1.m1.10991.m1
OG0002770	CDKL1_MOUSE, CDKL4_MOUSE	gfas1.m1.8065.m1
OG0002772	IDHG2_MOUSE, IDHG1_MOUSE	gfas1.m1.17591.m1
OG0002773	SYN1_MOUSE, SYN2_MOUSE	gfas1.m1.1232.m1
OG0002774	CKS1_MOUSE	gfas1.m1.8303.m1
OG0002776	S2548_MOUSE, S2545_MOUSE	gfas1.m1.9992.m1
OG0002777	HDAC1_MOUSE, HDAC2_MOUSE	gfas1.m1.1788.m1
OG0002779	SLX4_MOUSE	gfas1.m1.1819.m1
OG0002780	CABL2_MOUSE, CABL1_MOUSE	gfas1.m1.23316.m1
OG0002782	RCBT2_MOUSE, RCBT1_MOUSE	gfas1.m1.2197.m1
OG0002783	EPDR1_MOUSE	gfas1.m1.20787.m1
OG0002784	TPST1_MOUSE, TPST2_MOUSE	gfas1.m1.2102.m1
OG0002785	RRN3_MOUSE	gfas1.m1.20689.m1
OG0002786	CG057_MOUSE	gfas1.m1.417.m1
OG0002787	FANK1_MOUSE	gfas1.m1.1190.m1, gfas1.m1.13577.m1
OG0002788	BACE2_MOUSE, BACE1_MOUSE	gfas1.m1.9920.m1
OG0002789	USH1G_MOUSE, ANS4B_MOUSE	gfas1.m1.7321.m1
OG0002790	ATE1_MOUSE	gfas1.m1.9616.m1
OG0002791	COPA_MOUSE	gfas1.m1.5938.m1
OG0002792	HTR5A_MOUSE, HTR5B_MOUSE	gfas1.m1.17267.m1
OG0002793	SNX7_MOUSE, SNX30_MOUSE	gfas1.m1.532.m1
OG0002794	DEP1B_MOUSE, DEP1A_MOUSE	gfas1.m1.2116.m1
OG0002795	DCOR_MOUSE	gfas1.m1.1988.m1
OG0002796	VATA_MOUSE	gfas1.m1.13016.m1
OG0002797	RIPP2_MOUSE, RIPP1_MOUSE	gfas1.m1.3726.m1
OG0002798	TOP1_MOUSE, TOP1M_MOUSE	gfas1.m1.278.m1
OG0002799	ANM8_MOUSE, ANM1_MOUSE	gfas1.m1.18620.m1
OG0002800	WASC4_MOUSE	gfas1.m1.22095.m1
OG0002801	EEPD1_MOUSE	gfas1.m1.12374.m1, gfas1.m1.22880.m1
OG0002802	NCK1_MOUSE, NCK2_MOUSE	gfas1.m1.14827.m1
OG0002803	C2D1B_MOUSE, C2D1A_MOUSE	gfas1.m1.11598.m1
OG0002804	SCAF4_MOUSE, SCAF8_MOUSE	gfas1.m1.20610.m1
OG0002805	DTD1_MOUSE	gfas1.m1.17286.m1
OG0002806	ATF5_MOUSE, ATF4_MOUSE	gfas1.m1.13409.m1
OG0002807	EXOS2_MOUSE	gfas1.m1.16809.m1
OG0002808	DEN10_MOUSE	gfas1.m1.9186.m1
OG0002809	YTDC1_MOUSE	gfas1.m1.7455.m1
OG0002810	RASF5_MOUSE, RASF1_MOUSE	gfas1.m1.2974.m1
OG0002811	SMAG2_MOUSE, SMAG1_MOUSE	gfas1.m1.9949.m1
OG0002814	MYBPP_MOUSE	gfas1.m1.1942.m1
OG0002815	HYCC2_MOUSE, HYCCI_MOUSE	gfas1.m1.23380.m1
OG0002817	DLGP5_MOUSE	gfas1.m1.15949.m1
OG0002818	RTKN_MOUSE, RTKN2_MOUSE	gfas1.m1.15689.m1
OG0002821	CP141_MOUSE	gfas1.m1.17034.m1, gfas1.m1.4985.m1
OG0002822	TUTLA_MOUSE, TUTLB_MOUSE	gfas1.m1.15215.m1
OG0002823	VKOR1_MOUSE	gfas1.m1.3570.m1, gfas1.m1.13365.m1
OG0002824	PIGO_MOUSE	gfas1.m1.5731.m1
OG0002825	CCHCR_MOUSE	gfas1.m1.18480.m1
OG0002827	ZMIZ2_MOUSE, ZMIZ1_MOUSE	gfas1.m1.8836.m1
OG0002828	TAF7_MOUSE, TAF7L_MOUSE	gfas1.m1.9419.m1
OG0002829	CAYP2_MOUSE	gfas1.m1.20698.m1
OG0002831	OSB10_MOUSE, OSB11_MOUSE	gfas1.m1.15109.m1
OG0002832	TTL_MOUSE	gfas1.m1.20537.m1
OG0002833	TWST2_MOUSE, TWST1_MOUSE	gfas1.m1.980.m1
OG0002834	UBP13_MOUSE, UBP5_MOUSE	gfas1.m1.5880.m1
OG0002835	LYSM2_MOUSE, LYSM1_MOUSE	gfas1.m1.7438.m1
OG0002836	MPU1_MOUSE	gfas1.m1.919.m1, gfas1.m1.920.m1
OG0002837	CCZ1_MOUSE	gfas1.m1.23124.m1, gfas1.m1.23302.m1
OG0002838	MBD3_MOUSE, MBD2_MOUSE	gfas1.m1.17219.m1
OG0002839	NTPCR_MOUSE	gfas1.m1.15023.m1
OG0002840	ACBG1_MOUSE, ACBG2_MOUSE	gfas1.m1.23355.m1
OG0002841	FBX40_MOUSE, FBX30_MOUSE	gfas1.m1.21745.m1
OG0002842	TM177_MOUSE	gfas1.m1.137.m1, gfas1.m1.135.m1
OG0002843	RPA1_MOUSE	gfas1.m1.21906.m1, gfas1.m1.3258.m1, gfas1.m1.16340.m1
OG0002845	LMLN_MOUSE	gfas1.m1.17886.m1, gfas1.m1.14073.m1
OG0002846	TM1L2_MOUSE, TOM1_MOUSE	gfas1.m1.4780.m1
OG0002847	PHF24_MOUSE	gfas1.m1.7451.m1, gfas1.m1.513.m1
OG0002848	FA98B_MOUSE, FA98A_MOUSE	gfas1.m1.4116.m1
OG0002849	NOL9_MOUSE	gfas1.m1.10246.m1, gfas1.m1.12786.m1
OG0002850	DC1I1_MOUSE, DC1I2_MOUSE	gfas1.m1.14047.m1
OG0002851	CUL4A_MOUSE, CUL4B_MOUSE	gfas1.m1.2937.m1
OG0002852	RNF24_MOUSE, RN122_MOUSE	gfas1.m1.2632.m1
OG0002853	RM04_MOUSE	gfas1.m1.2164.m1
OG0002854	PGK1_MOUSE, PGK2_MOUSE	gfas1.m1.5278.m1
OG0002855	SIL1_MOUSE	gfas1.m1.2773.m1
OG0002856	HM20A_MOUSE	gfas1.m1.4465.m1, gfas1.m1.3843.m1
OG0002857	RBM26_MOUSE, RBM27_MOUSE	gfas1.m1.1216.m1
OG0002858	GDIR2_MOUSE, GDIR1_MOUSE	gfas1.m1.15971.m1
OG0002859	PK2L1_MOUSE, PKD2_MOUSE	gfas1.m1.1229.m1
OG0002860	ZDHC5_MOUSE, ZDHC8_MOUSE	gfas1.m1.13540.m1
OG0002861	PDS5A_MOUSE, PDS5B_MOUSE	gfas1.m1.1215.m1
OG0002862	CAP1_MOUSE, CAP2_MOUSE	gfas1.m1.16385.m1
OG0002865	SMAP2_MOUSE, SMAP1_MOUSE	gfas1.m1.23706.m1
OG0002866	RPC3_MOUSE	gfas1.m1.23311.m1
OG0002867	SNX3_MOUSE, SNX12_MOUSE	gfas1.m1.2468.m1
OG0002868	GUCD1_MOUSE	gfas1.m1.13525.m1
OG0002869	VILI_MOUSE, AVIL_MOUSE	gfas1.m1.5287.m1
OG0002870	G6PC1_MOUSE, G6PC2_MOUSE	gfas1.m1.4119.m1
OG0002871	P2R3D_MOUSE	gfas1.m1.18537.m1
OG0002872	KITH_MOUSE	gfas1.m1.5618.m1
OG0002873	TM216_MOUSE, TMM80_MOUSE	gfas1.m1.13229.m1
OG0002874	MABP1_MOUSE, WDR62_MOUSE	gfas1.m1.499.m1
OG0002875	TV23B_MOUSE	gfas1.m1.4957.m1
OG0002876	GCP3_MOUSE	gfas1.m1.11414.m1
OG0002877	LETM1_MOUSE	gfas1.m1.18725.m1
OG0002878	MCFD2_MOUSE	gfas1.m1.3285.m1, gfas1.m1.1610.m1, gfas1.m1.1605.m1
OG0002880	RS27L_MOUSE, RS27_MOUSE	gfas1.m1.14724.m1
OG0002881	CE034_MOUSE	gfas1.m1.14459.m1
OG0002882	LMAN2_MOUSE	gfas1.m1.1174.m1
OG0002883	GIT1_MOUSE, GIT2_MOUSE	gfas1.m1.257.m1
OG0002884	CMTD1_MOUSE	gfas1.m1.19331.m1, gfas1.m1.19333.m1
OG0002885	ATP5S_MOUSE	gfas1.m1.13447.m1
OG0002886	NOM1_MOUSE	gfas1.m1.16910.m1
OG0002887	COQ8B_MOUSE, COQ8A_MOUSE	gfas1.m1.7426.m1
OG0002888	TCPZ_MOUSE, TCPW_MOUSE	gfas1.m1.847.m1
OG0002889	ACL6A_MOUSE, ACL6B_MOUSE	gfas1.m1.61.m1
OG0002890	LARP6_MOUSE	gfas1.m1.7875.m1
OG0002893	P20D2_MOUSE	gfas1.m1.2303.m1, gfas1.m1.782.m1
OG0002894	C102A_MOUSE	gfas1.m1.3907.m1
OG0002895	RAB2B_MOUSE, RAB2A_MOUSE	gfas1.m1.5105.m1
OG0002896	PTK7_MOUSE	gfas1.m1.5098.m1, gfas1.m1.5090.m1, gfas1.m1.5093.m1
OG0002897	RRAGC_MOUSE, RRAGD_MOUSE	gfas1.m1.5893.m1
OG0002898	SFI1_MOUSE	gfas1.m1.17718.m1, gfas1.m1.17719.m1
OG0002899	VATB2_MOUSE, VATB1_MOUSE	gfas1.m1.21152.m1
OG0002900	BCR_MOUSE, ABR_MOUSE	gfas1.m1.10077.m1
OG0002901	SP17_MOUSE	gfas1.m1.13604.m1, gfas1.m1.897.m1
OG0002902	SPT20_MOUSE	gfas1.m1.19923.m1
OG0002903	UBE2A_MOUSE, UBE2B_MOUSE	gfas1.m1.2073.m1
OG0002904	ODPB_MOUSE	gfas1.m1.2497.m1, gfas1.m1.8772.m1
OG0002905	AP3B2_MOUSE, AP3B1_MOUSE	gfas1.m1.7627.m1
OG0002906	CKAP2_MOUSE, CKP2L_MOUSE	gfas1.m1.17593.m1
OG0002907	T185A_MOUSE, T185B_MOUSE	gfas1.m1.2079.m1
OG0002908	SEPT3_MOUSE, SEPT9_MOUSE	gfas1.m1.6874.m1
OG0002909	GPN3_MOUSE	gfas1.m1.1979.m1
OG0002910	S35A2_MOUSE	gfas1.m1.23332.m1, gfas1.m1.23331.m1
OG0002911	G3P_MOUSE, G3PT_MOUSE	gfas1.m1.156.m1
OG0002912	HPS5_MOUSE	gfas1.m1.14950.m1
OG0002913	DXO_MOUSE	gfas1.m1.10285.m1
OG0002914	RMD5A_MOUSE, RMD5B_MOUSE	gfas1.m1.17126.m1
OG0002915	KAT7_MOUSE	gfas1.m1.18558.m1
OG0002917	NUDT6_MOUSE	gfas1.m1.16765.m1
OG0002919	CF97D_MOUSE, C97D2_MOUSE	gfas1.m1.701.m1
OG0002920	COQ3_MOUSE	gfas1.m1.23419.m1
OG0002921	FDXA1_MOUSE	gfas1.m1.9560.m1, gfas1.m1.21843.m1
OG0002922	LCA5L_MOUSE, LCA5_MOUSE	gfas1.m1.5750.m1
OG0002923	BAP29_MOUSE, BAP31_MOUSE	gfas1.m1.21344.m1
OG0002924	CE112_MOUSE	gfas1.m1.15737.m1, gfas1.m1.9702.m1
OG0002927	RNF8_MOUSE	gfas1.m1.4255.m1
OG0002928	DHX15_MOUSE	gfas1.m1.15645.m1
OG0002930	UBTD1_MOUSE, UBTD2_MOUSE	gfas1.m1.1340.m1
OG0002931	CB069_MOUSE	gfas1.m1.8626.m1
OG0002933	SFT2B_MOUSE, SFT2A_MOUSE	gfas1.m1.11324.m1
OG0002934	ACINU_MOUSE	gfas1.m1.9196.m1
OG0002936	VNN1_MOUSE, VNN3_MOUSE	gfas1.m1.1509.m1
OG0002937	GOPC_MOUSE	gfas1.m1.18467.m1
OG0002939	ARY3_MOUSE, ARY1_MOUSE, ARY2_MOUSE	gfas1.m1.13258.m1
OG0002940	PBIR1_MOUSE, PBIR2_MOUSE	gfas1.m1.21702.m1
OG0002941	ZZEF1_MOUSE	gfas1.m1.6871.m1, gfas1.m1.20107.m1, gfas1.m1.20976.m1
OG0002942	TACAN_MOUSE, T120B_MOUSE	gfas1.m1.23342.m1
OG0002944	RPB3_MOUSE	gfas1.m1.18908.m1
OG0002945	S35D2_MOUSE, S35D1_MOUSE	gfas1.m1.19245.m1
OG0002946	RWD2A_MOUSE, RWD2B_MOUSE	gfas1.m1.6608.m1
OG0002947	TRAF7_MOUSE	gfas1.m1.5624.m1
OG0002949	BOLL_MOUSE	gfas1.m1.18927.m1
OG0002952	TOP3A_MOUSE	gfas1.m1.16900.m1, gfas1.m1.16899.m1
OG0002953	ARFP2_MOUSE	gfas1.m1.19005.m1
OG0002955	ATP7B_MOUSE, ATP7A_MOUSE	gfas1.m1.19132.m1
OG0002956	FBLL1_MOUSE, FBRL_MOUSE	gfas1.m1.8091.m1
OG0002957	TOP2B_MOUSE, TOP2A_MOUSE	gfas1.m1.967.m1
OG0002958	OPLA_MOUSE	gfas1.m1.15675.m1, gfas1.m1.15670.m1, gfas1.m1.15619.m1
OG0002959	DOP1B_MOUSE, DOP1A_MOUSE	gfas1.m1.17261.m1
OG0002960	RGPA2_MOUSE, RGPA1_MOUSE	gfas1.m1.20835.m1
OG0002962	CXXC1_MOUSE	gfas1.m1.6560.m1
OG0002964	SAC2_MOUSE	gfas1.m1.20396.m1
OG0002965	TTC36_MOUSE	gfas1.m1.3929.m1, gfas1.m1.22477.m1
OG0002966	F120A_MOUSE, F120C_MOUSE	gfas1.m1.18985.m1
OG0002968	ICE2_MOUSE	gfas1.m1.13953.m1
OG0002970	P3C2A_MOUSE	gfas1.m1.6967.m1
OG0002971	GOGA3_MOUSE	gfas1.m1.6754.m1
OG0002973	VANG2_MOUSE, VANG1_MOUSE	gfas1.m1.16930.m1
OG0002974	CUED1_MOUSE	gfas1.m1.8051.m1
OG0002976	FHI1B_MOUSE, FHI1A_MOUSE	gfas1.m1.7807.m1
OG0002978	AMFR_MOUSE	gfas1.m1.6413.m1
OG0002979	MPIP1_MOUSE, MPIP2_MOUSE	gfas1.m1.556.m1
OG0002980	TTBK2_MOUSE, TTBK1_MOUSE	gfas1.m1.3131.m1
OG0002981	NBEL2_MOUSE	gfas1.m1.4435.m1
OG0002983	CHFR_MOUSE	gfas1.m1.20183.m1
OG0002985	RBPMS_MOUSE, RBPS2_MOUSE	gfas1.m1.16696.m1
OG0002986	PKHB1_MOUSE, PKHB2_MOUSE	gfas1.m1.10191.m1
OG0002988	NAA15_MOUSE, NAA16_MOUSE	gfas1.m1.14103.m1
OG0002989	KTBL1_MOUSE	gfas1.m1.15143.m1, gfas1.m1.15142.m1
OG0002990	SPEF1_MOUSE	gfas1.m1.6742.m1
OG0002991	CYTIP_MOUSE, GRASP_MOUSE	gfas1.m1.23377.m1
OG0002992	PIMT_MOUSE	gfas1.m1.15415.m1, gfas1.m1.14163.m1
OG0002993	PSB10_MOUSE, PSB7_MOUSE	gfas1.m1.1247.m1
OG0002994	PR40B_MOUSE, PR40A_MOUSE	gfas1.m1.1758.m1
OG0002997	RL10L_MOUSE, RL10_MOUSE	gfas1.m1.5006.m1
OG0002998	ZC3H8_MOUSE, ZC3H6_MOUSE	gfas1.m1.45.m1
OG0002999	GSK3A_MOUSE, GSK3B_MOUSE	gfas1.m1.2194.m1
OG0003001	BOK_MOUSE	gfas1.m1.2095.m1, gfas1.m1.1535.m1
OG0003002	RU2B_MOUSE, SNRPA_MOUSE	gfas1.m1.70.m1
OG0003003	GYS1_MOUSE, GYS2_MOUSE	gfas1.m1.3808.m1
OG0003004	M2GD_MOUSE	gfas1.m1.4948.m1
OG0003005	UBN1_MOUSE, UBN2_MOUSE	gfas1.m1.2971.m1
OG0003006	GCN1_MOUSE	gfas1.m1.16012.m1, gfas1.m1.16017.m1
OG0003008	NXP20_MOUSE, F1142_MOUSE	gfas1.m1.4178.m1
OG0003010	STOX2_MOUSE, STOX1_MOUSE	gfas1.m1.13264.m1
OG0003011	AHSA2_MOUSE, AHSA1_MOUSE	gfas1.m1.10094.m1
OG0003012	EIF1B_MOUSE, EIF1_MOUSE	gfas1.m1.6142.m1
OG0003013	P5CS_MOUSE	gfas1.m1.19490.m1
OG0003014	RNF26_MOUSE	gfas1.m1.17001.m1, gfas1.m1.8028.m1, gfas1.m1.8029.m1
OG0003015	CC157_MOUSE	gfas1.m1.7506.m1
OG0003016	CRKL_MOUSE, CRK_MOUSE	gfas1.m1.74.m1
OG0003018	CASP7_MOUSE, CASP3_MOUSE	gfas1.m1.1093.m1
OG0003020	SCP2_MOUSE	gfas1.m1.16236.m1, gfas1.m1.20575.m1
OG0003021	PARVA_MOUSE, PARVB_MOUSE	gfas1.m1.9932.m1
OG0003022	TBE_MOUSE	gfas1.m1.4732.m1
OG0003024	GRD2I_MOUSE	gfas1.m1.17426.m1, gfas1.m1.17424.m1
OG0003025	CALX_MOUSE, CLGN_MOUSE	gfas1.m1.21538.m1
OG0003026	HMCS1_MOUSE, HMCS2_MOUSE	gfas1.m1.20010.m1
OG0003027	MTEF4_MOUSE, MTEF3_MOUSE	gfas1.m1.9860.m1
OG0003028	AL7A1_MOUSE	gfas1.m1.15466.m1
OG0003029	SMG1_MOUSE	gfas1.m1.5701.m1
OG0003030	PP2D1_MOUSE	gfas1.m1.17897.m1, gfas1.m1.13988.m1
OG0003033	FCSD1_MOUSE, FCSD2_MOUSE	gfas1.m1.5421.m1
OG0003034	RAB9B_MOUSE, RAB9A_MOUSE	gfas1.m1.19676.m1
OG0003035	LAGE3_MOUSE	gfas1.m1.9093.m1
OG0003036	ATP9A_MOUSE, ATP9B_MOUSE	gfas1.m1.19575.m1
OG0003038	SWP70_MOUSE, DEFI6_MOUSE	gfas1.m1.7776.m1
OG0003039	ACY2_MOUSE, ACY3_MOUSE	gfas1.m1.19443.m1
OG0003040	SART3_MOUSE	gfas1.m1.9601.m1, gfas1.m1.9602.m1
OG0003042	RT05_MOUSE	gfas1.m1.4632.m1
OG0003043	SRBP2_MOUSE, SRBP1_MOUSE	gfas1.m1.20601.m1
OG0003044	CREL1_MOUSE, CREL2_MOUSE	gfas1.m1.5757.m1
OG0003046	CTSEL_MOUSE, CTSRE_MOUSE	gfas1.m1.1282.m1
OG0003047	DGKD_MOUSE, DGKH_MOUSE	gfas1.m1.2190.m1
OG0003048	MED27_MOUSE	gfas1.m1.7609.m1
OG0003049	AL1L1_MOUSE, AL1L2_MOUSE	gfas1.m1.2210.m1
OG0003050	KPRA_MOUSE, KPRB_MOUSE	gfas1.m1.7386.m1
OG0003051	AAKB1_MOUSE, AAKB2_MOUSE	gfas1.m1.18899.m1
OG0003052	CBPC2_MOUSE	gfas1.m1.15659.m1
OG0003053	DC1L2_MOUSE, DC1L1_MOUSE	gfas1.m1.3099.m1
OG0003054	HIP1_MOUSE, HIP1R_MOUSE	gfas1.m1.14252.m1
OG0003055	ERF3A_MOUSE, ERF3B_MOUSE	gfas1.m1.7320.m1
OG0003056	NAB1_MOUSE, NAB2_MOUSE	gfas1.m1.19053.m1
OG0003057	SMAD7_MOUSE, SMAD6_MOUSE	gfas1.m1.7435.m1
OG0003058	UBP46_MOUSE, UBP12_MOUSE	gfas1.m1.4565.m1
OG0003059	HFM1_MOUSE	gfas1.m1.5725.m1
OG0003060	ACP7_MOUSE	gfas1.m1.19293.m1, gfas1.m1.18639.m1
OG0003061	ISPD_MOUSE	gfas1.m1.4214.m1
OG0003062	FBX5_MOUSE, FBX43_MOUSE	gfas1.m1.9079.m1
OG0003063	DIK1A_MOUSE, DIK1B_MOUSE	gfas1.m1.1765.m1
OG0003064	MCTS2_MOUSE, MCTS1_MOUSE	gfas1.m1.4186.m1
