Orthogroup	Mmus	Hsap
OG0001478	CERK1_MOUSE	CERK1_HUMAN
OG0001479	3MG_MOUSE	3MG_HUMAN
OG0001480	DJC10_MOUSE	DJC10_HUMAN
OG0001481	G6PD1_MOUSE, G6PD2_MOUSE	G6PD_HUMAN
OG0001482	NKX63_MOUSE	NKX63_HUMAN
OG0001482	NKX61_MOUSE	NKX62_HUMAN, NKX61_HUMAN
OG0001483	FND3B_MOUSE	FND3B_HUMAN
OG0001483	FN3C1_MOUSE, FND3A_MOUSE	FND3A_HUMAN
OG0001484	RSPO4_MOUSE	RSPO4_HUMAN
OG0001484	RSPO2_MOUSE	RSPO2_HUMAN
OG0001484	RSPO1_MOUSE	RSPO1_HUMAN
OG0001484	RSPO3_MOUSE	RSPO3_HUMAN
OG0001485	GMCL2_MOUSE, GMCL1_MOUSE	GMCL1_HUMAN, GMCL2_HUMAN
OG0001486	FXL20_MOUSE	FXL20_HUMAN
OG0001486	FBXL2_MOUSE	FBXL2_HUMAN
OG0001487	HNRPF_MOUSE	HNRPF_HUMAN
OG0001487	HNRH2_MOUSE	HNRH2_HUMAN
OG0001487	HNRH1_MOUSE	HNRH1_HUMAN
OG0001488	F264_MOUSE	F264_HUMAN
OG0001488	F261_MOUSE	F261_HUMAN
OG0001488	F262_MOUSE	F263_HUMAN, F262_HUMAN
OG0001489	SGCG_MOUSE	SGCG_HUMAN
OG0001489	SGCD_MOUSE	SGCD_HUMAN
OG0001489	SGCZ_MOUSE	SGCZ_HUMAN
OG0001490	UN93A_MOUSE	UN93A_HUMAN
OG0001491	KCD20_MOUSE	KCD20_HUMAN
OG0001491	BTBDA_MOUSE	BTBDA_HUMAN
OG0001492	MINY1_MOUSE	MINY1_HUMAN
OG0001492	MINY2_MOUSE	MINY2_HUMAN
OG0001493	INT8_MOUSE	INT8_HUMAN
OG0001494	SAR1A_MOUSE	SAR1A_HUMAN
OG0001494	SAR1B_MOUSE	SAR1B_HUMAN
OG0001495	ZN318_MOUSE	ZN318_HUMAN
OG0001496	SAHH2_MOUSE	SAHH2_HUMAN
OG0001496	SAHH3_MOUSE	SAHH3_HUMAN
OG0001497	CIP4_MOUSE	CIP4_HUMAN
OG0001497	FBP1L_MOUSE	FBP1L_HUMAN
OG0001497	FNBP1_MOUSE	FNBP1_HUMAN
OG0001498	TMT1B_MOUSE	TMT1A_HUMAN, TMT1B_HUMAN
OG0001499	PTN3_MOUSE	PTN3_HUMAN
OG0001499	PTN4_MOUSE	PTN4_HUMAN
OG0001500	PSN2_MOUSE	PSN2_HUMAN
OG0001500	PSN1_MOUSE	PSN1_HUMAN
OG0001501	TLK1_MOUSE	TLK1_HUMAN
OG0001501	DHB8_MOUSE	DHB8_HUMAN
OG0001501	TLK2_MOUSE	TLK2_HUMAN
OG0001502	TGIF1_MOUSE	TGIF1_HUMAN
OG0001502	TGIF2_MOUSE	TF2LX_HUMAN, TF2LY_HUMAN, TGIF2_HUMAN
OG0001504	SCD4_MOUSE, SCD2_MOUSE, ACOD1_MOUSE, SCD3_MOUSE	SCD5_HUMAN, SCD_HUMAN
OG0001505	DYN1_MOUSE	DYN1_HUMAN
OG0001505	DYN3_MOUSE	DYN3_HUMAN
OG0001505	DYN2_MOUSE	DYN2_HUMAN
OG0001506	SAT2_MOUSE	SAT2_HUMAN
OG0001506	SAT1_MOUSE	SAT1_HUMAN
OG0001506	SATL1_MOUSE	SATL1_HUMAN
OG0001507	TXLNB_MOUSE	TXLNB_HUMAN
OG0001507	TXLNA_MOUSE	TXLNA_HUMAN
OG0001507	TXLNG_MOUSE	TXNG2_HUMAN, TXLNG_HUMAN
OG0001508	TSN14_MOUSE	TSN14_HUMAN
OG0001508	TSN5_MOUSE	TSN5_HUMAN
OG0001508	TSN17_MOUSE	TSN17_HUMAN
OG0001509	MGST3_MOUSE	MGST3_HUMAN
OG0001510	RCOR3_MOUSE	RCOR3_HUMAN
OG0001510	RCOR1_MOUSE	RCOR1_HUMAN
OG0001511	IGDC3_MOUSE	IGDC3_HUMAN
OG0001511	IGDC4_MOUSE	IGDC4_HUMAN
OG0001511	PRTG_MOUSE	PRTG_HUMAN
OG0001512	KSYK_MOUSE	KSYK_HUMAN
OG0001512	ZAP70_MOUSE	ZAP70_HUMAN
OG0001513	S13A3_MOUSE	S13A3_HUMAN
OG0001513	S13A2_MOUSE	S13A2_HUMAN
OG0001513	S13A5_MOUSE	S13A5_HUMAN
OG0001514	FOXP1_MOUSE	FOXP1_HUMAN
OG0001514	FOXP4_MOUSE	FOXP4_HUMAN
OG0001514	FOXP2_MOUSE	FOXP2_HUMAN
OG0001515	DCAM1_MOUSE, DCAM2_MOUSE	DCAM_HUMAN
OG0001516	THEM5_MOUSE	THEM5_HUMAN
OG0001516	THEM4_MOUSE	THEM4_HUMAN
OG0001517	IMPA2_MOUSE	IMPA2_HUMAN
OG0001517	IMPA1_MOUSE	IMPA1_HUMAN
OG0001518	CELR3_MOUSE	CELR3_HUMAN
OG0001518	CELR2_MOUSE	CELR2_HUMAN
OG0001518	CELR1_MOUSE	CELR1_HUMAN
OG0001520	SPA3C_MOUSE, SPA3K_MOUSE, SPA3M_MOUSE, SPA3A_MOUSE, SPA3B_MOUSE, SPA3N_MOUSE, SPA3F_MOUSE, SPA3G_MOUSE	AACT_HUMAN
OG0001521	CCR5_MOUSE	CCR5_HUMAN
OG0001521	CCR2_MOUSE	CCR2_HUMAN
OG0001521	CCR3_MOUSE	CCR3_HUMAN
OG0001521	CC1L1_MOUSE, CCR1_MOUSE	CCR1_HUMAN
OG0001522	CD59A_MOUSE, CD59B_MOUSE	CD59_HUMAN
OG0001523	MIA2_MOUSE	MIA2_HUMAN, CTGE2_HUMAN, CTGE3_HUMAN, CTGE6_HUMAN, CTGEF_HUMAN, CTGE8_HUMAN, CTGE9_HUMAN, CTGE4_HUMAN
OG0001524	GSTA3_MOUSE	GSTA3_HUMAN
OG0001524	GSTA4_MOUSE	GSTA4_HUMAN
OG0001524	GSTA1_MOUSE, GSTA2_MOUSE	GSTA5_HUMAN
OG0001525	KRT85_MOUSE	KRT85_HUMAN
OG0001525	KRT87_MOUSE, KRT81_MOUSE, KRT86_MOUSE	KR87P_HUMAN, KRT86_HUMAN, KRT81_HUMAN, KRT83_HUMAN
OG0001526	S43A3_MOUSE	S43A3_HUMAN
OG0001526	LAT4_MOUSE	LAT4_HUMAN
OG0001526	LAT3_MOUSE	LAT3_HUMAN
OG0001527	MMP14_MOUSE	MMP14_HUMAN
OG0001527	MMP15_MOUSE	MMP15_HUMAN
OG0001527	MMP16_MOUSE	MMP16_HUMAN
OG0001527	MMP24_MOUSE	MMP24_HUMAN
OG0001529	NAR1_MOUSE	NAR1_HUMAN
OG0001529	NAR5_MOUSE	NAR5_HUMAN
OG0001529	NAR2A_MOUSE, NAR2B_MOUSE, NAR4_MOUSE	NAR4_HUMAN
OG0001530	NECA3_MOUSE	NECA3_HUMAN
OG0001530	NECA1_MOUSE	NECA1_HUMAN
OG0001531	NUTM1_MOUSE	NUTM1_HUMAN
OG0001531	NUTM2_MOUSE	NTM2F_HUMAN, NTM2G_HUMAN, NTM2D_HUMAN, NTM2A_HUMAN, NTM2B_HUMAN, NTM2E_HUMAN
OG0001532	OPSD_MOUSE	OPSD_HUMAN
OG0001532	OPSB_MOUSE	OPSB_HUMAN
OG0001532	OPSG_MOUSE	OPSG2_HUMAN, OPSG3_HUMAN, OPSG_HUMAN, OPSR_HUMAN
OG0001533	P12L2_MOUSE	P12L2_HUMAN, P1L12_HUMAN
OG0001533	PO121_MOUSE	P12L1_HUMAN, P12LL_HUMAN, P121C_HUMAN, P121A_HUMAN, P121B_HUMAN
OG0001534	PCBP4_MOUSE	PCBP4_HUMAN
OG0001534	PCBP3_MOUSE	PCBP3_HUMAN
OG0001534	PCBP1_MOUSE	PCBP1_HUMAN
OG0001534	PCBP2_MOUSE	PCBP2_HUMAN
OG0001535	RBP2_MOUSE	RBP2_HUMAN, RGPD8_HUMAN, RGPD5_HUMAN, RGPD1_HUMAN, RGPD2_HUMAN, RGPD3_HUMAN, RGPD4_HUMAN
OG0001536	RETN_MOUSE	RETN_HUMAN
OG0001536	RETNB_MOUSE, RETNA_MOUSE, RETNG_MOUSE	RETNB_HUMAN
OG0001537	RGS5_MOUSE	RGS5_HUMAN
OG0001537	RGS8_MOUSE	RGS8_HUMAN
OG0001537	RGS2_MOUSE	RGS2_HUMAN
OG0001537	RGS1_MOUSE	RGS21_HUMAN, RGS1_HUMAN
OG0001538	RTP3_MOUSE	RTP3_HUMAN
OG0001538	RTP4_MOUSE	RTP4_HUMAN
OG0001538	RTP2_MOUSE	RTP2_HUMAN
OG0001538	RTP1_MOUSE	RTP1_HUMAN
OG0001541	TREF1_MOUSE	TREF1_HUMAN
OG0001542	TR34A_MOUSE, TR34B_MOUSE	TRI34_HUMAN
OG0001542	TRIM6_MOUSE	TRIM6_HUMAN
OG0001542	TR12A_MOUSE, TR30A_MOUSE	TRIM5_HUMAN
OG0001550	MARCO_MOUSE	MARCO_HUMAN
OG0001550	SCAR5_MOUSE	SCAR5_HUMAN
OG0001550	MSRE_MOUSE	MSRE_HUMAN
OG0001551	TSN7_MOUSE	TSN7_HUMAN
OG0001551	TSN6_MOUSE	TSN6_HUMAN
OG0001552	CD81_MOUSE	CD81_HUMAN
OG0001552	TSN2_MOUSE	TSN2_HUMAN
OG0001552	CD9_MOUSE	CD9_HUMAN
OG0001553	TBA1A_MOUSE	TBA1A_HUMAN
OG0001553	TBA1B_MOUSE	TBA1B_HUMAN
OG0001553	TBA1C_MOUSE	TBA1C_HUMAN
OG0001554	MK01_MOUSE	MK01_HUMAN
OG0001554	MK03_MOUSE	MK03_HUMAN
OG0001555	MK07_MOUSE	MK07_HUMAN
OG0001556	TBB1_MOUSE	TBB1_HUMAN
OG0001557	TRIM3_MOUSE	TRIM3_HUMAN
OG0001557	TRIM2_MOUSE	TRIM2_HUMAN
OG0001558	MUC4_MOUSE	MUC4_HUMAN
OG0001559	AT11B_MOUSE	AT11B_HUMAN
OG0001559	AT11C_MOUSE	AT11C_HUMAN
OG0001559	AT11A_MOUSE	AT11A_HUMAN
OG0001560	AT10A_MOUSE	AT10A_HUMAN
OG0001560	AT10B_MOUSE	AT10B_HUMAN
OG0001560	AT10D_MOUSE	AT10D_HUMAN
OG0001561	DAZP1_MOUSE	DAZP1_HUMAN
OG0001562	TRAF3_MOUSE	TRAF3_HUMAN
OG0001563	LRP2_MOUSE	LRP2_HUMAN
OG0001563	LRP1_MOUSE	LRP1_HUMAN
OG0001563	LRP1B_MOUSE	LRP1B_HUMAN
OG0001564	SOX2_MOUSE	SOX2_HUMAN
OG0001564	SOX3_MOUSE	SOX3_HUMAN
OG0001564	SOX1_MOUSE	SOX1_HUMAN
OG0001565	SOX17_MOUSE	SOX17_HUMAN
OG0001565	SOX7_MOUSE	SOX7_HUMAN
OG0001565	SOX18_MOUSE	SOX18_HUMAN
OG0001566	GBG10_MOUSE	GBG10_HUMAN
OG0001566	GBG5_MOUSE	GBG5B_HUMAN, GBG5_HUMAN
OG0001567	ALX3_MOUSE	ALX3_HUMAN
OG0001567	ALX1_MOUSE	ALX1_HUMAN
OG0001567	ALX4_MOUSE	ALX4_HUMAN
OG0001568	ACV1C_MOUSE	ACV1C_HUMAN
OG0001568	ACV1B_MOUSE	ACV1B_HUMAN
OG0001568	TGFR1_MOUSE	TGFR1_HUMAN
OG0001569	BMR1A_MOUSE	BMR1A_HUMAN
OG0001569	BMR1B_MOUSE	BMR1B_HUMAN
OG0001570	PITX3_MOUSE	PITX3_HUMAN
OG0001570	PITX1_MOUSE	PITX1_HUMAN
OG0001570	PITX2_MOUSE	PITX2_HUMAN
OG0001571	RIT1_MOUSE	RIT1_HUMAN
OG0001571	RIT2_MOUSE	RIT2_HUMAN
OG0001572	NKX22_MOUSE	NKX22_HUMAN
OG0001573	NKX23_MOUSE	NKX23_HUMAN
OG0001573	NKX25_MOUSE	NKX25_HUMAN
OG0001573	NKX26_MOUSE	NKX26_HUMAN
OG0001574	CENPB_MOUSE	CENPB_HUMAN
OG0001574	TIGD4_MOUSE	TIGD4_HUMAN
OG0001575	DHX29_MOUSE	DHX29_HUMAN
OG0001575	DHX30_MOUSE	DHX30_HUMAN
OG0001575	DHX9_MOUSE	DHX9_HUMAN
OG0001577	DOK4_MOUSE	DOK4_HUMAN
OG0001577	DOK5_MOUSE	DOK5_HUMAN
OG0001577	DOK6_MOUSE	DOK6_HUMAN
OG0001578	CENPE_MOUSE	CENPE_HUMAN
OG0001579	KC1D_MOUSE	KC1D_HUMAN
OG0001579	KC1E_MOUSE	KC1E_HUMAN
OG0001580	COR2B_MOUSE	COR2B_HUMAN
OG0001580	COR2A_MOUSE	COR2A_HUMAN
OG0001581	INSRR_MOUSE	INSRR_HUMAN
OG0001581	INSR_MOUSE	INSR_HUMAN
OG0001581	IGF1R_MOUSE	IGF1R_HUMAN
OG0001582	SMCA1_MOUSE	SMCA1_HUMAN
OG0001582	SMCA5_MOUSE	SMCA5_HUMAN
OG0001583	IOD1_MOUSE	IOD1_HUMAN
OG0001584	HEYL_MOUSE	HEYL_HUMAN
OG0001584	HEY1_MOUSE	HEY1_HUMAN
OG0001584	HEY2_MOUSE	HEY2_HUMAN
OG0001585	H31_MOUSE	H31T_HUMAN, H31_HUMAN
OG0001585	H3C_MOUSE, H33_MOUSE	H33_HUMAN
OG0001586	GDF7_MOUSE	GDF7_HUMAN
OG0001586	GDF5_MOUSE	GDF5_HUMAN
OG0001586	GDF6_MOUSE	GDF6_HUMAN
OG0001587	VMA5A_MOUSE	VMA5A_HUMAN
OG0001588	ING2_MOUSE	ING2_HUMAN
OG0001588	ING1_MOUSE	ING1_HUMAN
OG0001589	SH3K1_MOUSE	SH3K1_HUMAN
OG0001589	CD2AP_MOUSE	CD2AP_HUMAN
OG0001590	ARNT2_MOUSE	ARNT2_HUMAN
OG0001590	ARNT_MOUSE	ARNT_HUMAN
OG0001591	SEPT1_MOUSE	SEPT1_HUMAN
OG0001591	SEPT4_MOUSE, SEPT5_MOUSE	SEPT5_HUMAN
OG0001591	SEPT7_MOUSE	SEPT7_HUMAN
OG0001592	PI51C_MOUSE	PI51C_HUMAN
OG0001592	PI51B_MOUSE	PI51B_HUMAN
OG0001592	PI51A_MOUSE	PIPSL_HUMAN
OG0001593	TMM91_MOUSE	TMM91_HUMAN
OG0001593	SYNG1_MOUSE	SYNG1_HUMAN
OG0001593	SYN1L_MOUSE	SYN1L_HUMAN
OG0001594	HIG1B_MOUSE	HIG1B_HUMAN
OG0001594	HIG1A_MOUSE	HIG1A_HUMAN
OG0001594	HIG1C_MOUSE	HIG1C_HUMAN
OG0001595	SMAD9_MOUSE	SMAD9_HUMAN
OG0001595	SMAD5_MOUSE	SMAD5_HUMAN
OG0001595	SMAD1_MOUSE	SMAD1_HUMAN
OG0001596	TFE2_MOUSE	TFE2_HUMAN
OG0001596	ITF2_MOUSE	ITF2_HUMAN
OG0001596	HTF4_MOUSE	HTF4_HUMAN
OG0001597	ASB15_MOUSE	ASB15_HUMAN
OG0001597	ASB14_MOUSE	ASB14_HUMAN
OG0001597	ASB2_MOUSE	ASB2_HUMAN
OG0001598	2A5B_MOUSE	2A5B_HUMAN
OG0001598	2A5E_MOUSE	2A5E_HUMAN
OG0001598	2A5A_MOUSE	2A5A_HUMAN
OG0001599	FRMD7_MOUSE	FRMD7_HUMAN
OG0001599	FARP1_MOUSE	FARP1_HUMAN
OG0001599	FARP2_MOUSE	FARP2_HUMAN
OG0001600	PP1G_MOUSE	PP1G_HUMAN
OG0001600	PP1A_MOUSE	PP1A_HUMAN
OG0001601	GABR2_MOUSE	GABR2_HUMAN
OG0001602	TDRD1_MOUSE	TDRD1_HUMAN
OG0001603	ABCA4_MOUSE	ABCA4_HUMAN
OG0001603	ABCA1_MOUSE	ABCA1_HUMAN
OG0001603	ABCA7_MOUSE	ABCA7_HUMAN
OG0001604	ANR28_MOUSE	ANR28_HUMAN
OG0001604	ANR52_MOUSE	ANR52_HUMAN
OG0001604	ANR44_MOUSE	ANR44_HUMAN
OG0001605	TRXR3_MOUSE	TRXR3_HUMAN
OG0001605	TRXR1_MOUSE	TRXR1_HUMAN
OG0001606	PHC3_MOUSE	PHC3_HUMAN
OG0001606	PHC1_MOUSE	PHC1_HUMAN
OG0001606	PHC2_MOUSE	PHC2_HUMAN
OG0001607	UBP11_MOUSE	UBP11_HUMAN
OG0001607	UBP15_MOUSE	UBP15_HUMAN
OG0001607	UBP4_MOUSE	UBP4_HUMAN
OG0001608	PLK5_MOUSE	PLK5_HUMAN
OG0001608	PLK2_MOUSE	PLK2_HUMAN
OG0001608	PLK3_MOUSE	PLK3_HUMAN
OG0001609	DMD_MOUSE	UTRN_HUMAN, DMD_HUMAN
OG0001610	ASMT_MOUSE	ASMT_HUMAN
OG0001611	LRP6_MOUSE	LRP6_HUMAN
OG0001611	LRP5_MOUSE	LRP5_HUMAN
OG0001612	STX1B_MOUSE	STX1B_HUMAN
OG0001612	STX1A_MOUSE	STX1A_HUMAN
OG0001613	NHRF2_MOUSE	NHRF2_HUMAN
OG0001613	NHRF1_MOUSE	NHRF1_HUMAN
OG0001614	RFNG_MOUSE	RFNG_HUMAN
OG0001614	MFNG_MOUSE	MFNG_HUMAN
OG0001614	LFNG_MOUSE	LFNG_HUMAN
OG0001616	AT5G2_MOUSE	AT5G2_HUMAN
OG0001616	AT5G3_MOUSE	AT5G3_HUMAN
OG0001616	AT5G1_MOUSE	AT5G1_HUMAN
OG0001617	AP1S3_MOUSE	AP1S3_HUMAN
OG0001617	AP1S1_MOUSE	AP1S1_HUMAN
OG0001617	AP1S2_MOUSE	AP1S2_HUMAN
OG0001618	F234B_MOUSE	F234B_HUMAN
OG0001618	F234A_MOUSE	F234A_HUMAN
OG0001619	ALDOB_MOUSE	ALDOB_HUMAN
OG0001619	ALDOC_MOUSE	ALDOC_HUMAN
OG0001619	ALDOA_MOUSE	ALDOA_HUMAN
OG0001620	THIO_MOUSE	THIO_HUMAN
OG0001620	TXND2_MOUSE	TXND2_HUMAN
OG0001621	ABHGB_MOUSE	ABHGB_HUMAN
OG0001621	ABHGA_MOUSE	ABHGA_HUMAN
OG0001622	RBM5_MOUSE	RBM5_HUMAN
OG0001622	RBM10_MOUSE	RBM10_HUMAN
OG0001623	PHAR4_MOUSE	PHAR2_HUMAN, PHAR4_HUMAN
OG0001624	DAAF3_MOUSE	DAAF3_HUMAN
OG0001627	SYT15_MOUSE	ST15B_HUMAN, SYT15_HUMAN
OG0001628	ARL5B_MOUSE	ARL5B_HUMAN
OG0001628	ARL5C_MOUSE	ARL5C_HUMAN
OG0001628	ARL5A_MOUSE	ARL5A_HUMAN
OG0001629	SDS3_MOUSE	SDS3_HUMAN
OG0001630	MKRN3_MOUSE	MKRN3_HUMAN
OG0001630	MKRN1_MOUSE	MKRN4_HUMAN, MKRN5_HUMAN, MKRN1_HUMAN
OG0001632	IN80D_MOUSE	IN80D_HUMAN
OG0001633	T106A_MOUSE	T106A_HUMAN
OG0001633	T106B_MOUSE	T106B_HUMAN
OG0001633	T106C_MOUSE	T106C_HUMAN
OG0001635	GDAH_MOUSE	GDAH_HUMAN
OG0001636	CBS_MOUSE	CBS_HUMAN
OG0001639	LCTL_MOUSE	GBA3_HUMAN, LCTL_HUMAN
OG0001640	TSPO2_MOUSE	TSPO2_HUMAN
OG0001640	TSPO_MOUSE	TSPO_HUMAN
OG0001641	NOS2_MOUSE	NOS2_HUMAN
OG0001641	NOS3_MOUSE	NOS3_HUMAN
OG0001641	NOS1_MOUSE	NOS1_HUMAN
OG0001642	SOX9_MOUSE	SOX9_HUMAN
OG0001642	SOX10_MOUSE	SOX10_HUMAN
OG0001642	SOX8_MOUSE	SOX8_HUMAN
OG0001644	TEP1_MOUSE	TEP1_HUMAN
OG0001645	MYEF2_MOUSE	MYEF2_HUMAN
OG0001645	HNRPM_MOUSE	HNRPM_HUMAN
OG0001646	MPEG1_MOUSE	MPEG1_HUMAN
OG0001647	CBAR1_MOUSE	CBAR1_HUMAN
OG0001647	CBAR2_MOUSE	CBAR2_HUMAN
OG0001648	TPMT_MOUSE	TPMT_HUMAN
OG0001649	LAR4B_MOUSE	LAR4B_HUMAN
OG0001649	LARP4_MOUSE	LARP4_HUMAN
OG0001650	OSBL5_MOUSE	OSBL5_HUMAN
OG0001650	OSBL8_MOUSE	OSBL8_HUMAN
OG0001651	INO1_MOUSE	INO1_HUMAN
OG0001652	HIF3A_MOUSE	HIF3A_HUMAN
OG0001652	HIF1A_MOUSE	HIF1A_HUMAN
OG0001652	EPAS1_MOUSE	EPAS1_HUMAN
OG0001654	SFRP4_MOUSE	SFRP4_HUMAN
OG0001654	SFRP3_MOUSE	SFRP3_HUMAN
OG0001655	TT23L_MOUSE	TT23L_HUMAN
OG0001655	TTC23_MOUSE	TTC23_HUMAN
OG0001656	RAB4A_MOUSE	RAB4A_HUMAN
OG0001656	RAB4B_MOUSE	RAB4B_HUMAN
OG0001659	ZNT1_MOUSE	ZNT1_HUMAN
OG0001660	HYAL4_MOUSE	HYAL4_HUMAN
OG0001660	HYAL1_MOUSE	HYAL1_HUMAN
OG0001661	NEXN_MOUSE	NEXN_HUMAN
OG0001663	TMC3_MOUSE	TMC3_HUMAN
OG0001663	TMC1_MOUSE	TMC1_HUMAN
OG0001663	TMC2_MOUSE	TMC2_HUMAN
OG0001664	PHF13_MOUSE	PHF13_HUMAN
OG0001665	S47A1_MOUSE	S47A1_HUMAN
OG0001665	S47A2_MOUSE	S47A2_HUMAN
OG0001666	CAND2_MOUSE	CAND2_HUMAN
OG0001666	CAND1_MOUSE	CAND1_HUMAN
OG0001667	TRAM2_MOUSE	TRAM2_HUMAN
OG0001667	TR1L1_MOUSE	TR1L1_HUMAN
OG0001667	TRAM1_MOUSE	TRAM1_HUMAN
OG0001668	DKK4_MOUSE	DKK4_HUMAN
OG0001668	DKK2_MOUSE	DKK2_HUMAN
OG0001668	DKK1_MOUSE	DKK1_HUMAN
OG0001670	TBCC1_MOUSE	TBCC1_HUMAN
OG0001672	PLPL6_MOUSE	PLPL6_HUMAN
OG0001672	PLPL7_MOUSE	PLPL7_HUMAN
OG0001673	GLI1_MOUSE	GLI1_HUMAN
OG0001673	GLI3_MOUSE	GLI3_HUMAN
OG0001673	GLI2_MOUSE	GLI2_HUMAN
OG0001674	ARGAL_MOUSE	ARGAL_HUMAN
OG0001674	ARHGA_MOUSE	ARHGA_HUMAN
OG0001675	CIDEA_MOUSE	CIDEA_HUMAN
OG0001675	CIDEB_MOUSE	CIDEB_HUMAN
OG0001675	CIDEC_MOUSE	CIDEC_HUMAN
OG0001676	PATL1_MOUSE	PATL1_HUMAN
OG0001676	PATL2_MOUSE	PATL2_HUMAN
OG0001677	FHAD1_MOUSE	FHAD1_HUMAN
OG0001678	MOB3C_MOUSE	MOB3C_HUMAN
OG0001678	MOB3B_MOUSE	MOB3B_HUMAN
OG0001678	MOB3A_MOUSE	MOB3A_HUMAN
OG0001679	TCPG_MOUSE	TCPG_HUMAN
OG0001680	NANO3_MOUSE	NANO3_HUMAN
OG0001680	NANO2_MOUSE	NANO2_HUMAN
OG0001682	MACD2_MOUSE	MACD2_HUMAN
OG0001682	MACD1_MOUSE	MACD1_HUMAN
OG0001683	KSR1_MOUSE	KSR1_HUMAN
OG0001683	KSR2_MOUSE	KSR2_HUMAN
OG0001684	KAD2_MOUSE	KAD2_HUMAN
OG0001685	CBLC_MOUSE	CBLC_HUMAN
OG0001685	CBL_MOUSE	CBL_HUMAN
OG0001685	CBLB_MOUSE	CBLB_HUMAN
OG0001686	CHSS1_MOUSE	CHSS1_HUMAN
OG0001686	CHSS3_MOUSE	CHSS3_HUMAN
OG0001687	PAQR1_MOUSE	PAQR1_HUMAN
OG0001687	PAQR2_MOUSE	PAQR2_HUMAN
OG0001688	DNSL2_MOUSE	DNSL2_HUMAN
OG0001688	DNAS1_MOUSE	DNAS1_HUMAN
OG0001689	HDAC4_MOUSE	HDAC4_HUMAN
OG0001689	HDAC9_MOUSE	HDAC9_HUMAN
OG0001689	HDAC5_MOUSE	HDAC5_HUMAN
OG0001690	MCAF2_MOUSE	MCAF2_HUMAN
OG0001691	ZC21A_MOUSE	ZC21A_HUMAN
OG0001691	ZC21B_MOUSE	ZC21B_HUMAN
OG0001692	MAGI1_MOUSE	MAGI1_HUMAN
OG0001692	MAGI3_MOUSE	MAGI3_HUMAN
OG0001692	MAGI2_MOUSE	MAGI2_HUMAN
OG0001693	RBM24_MOUSE	RBM24_HUMAN
OG0001693	RBM38_MOUSE	RBM38_HUMAN
OG0001694	HS105_MOUSE	HS105_HUMAN
OG0001694	HS74L_MOUSE	HS74L_HUMAN
OG0001694	HSP74_MOUSE	HSP74_HUMAN
OG0001695	CCDC6_MOUSE	CCDC6_HUMAN
OG0001696	ULA1_MOUSE	ULA1_HUMAN
OG0001698	PCKGC_MOUSE	PCKGC_HUMAN
OG0001698	PCKGM_MOUSE	PCKGM_HUMAN
OG0001699	ZRAB3_MOUSE	ZRAB3_HUMAN
OG0001700	HNRDL_MOUSE	HNRDL_HUMAN
OG0001700	ROAA_MOUSE	ROAA_HUMAN
OG0001700	HNRPD_MOUSE	HNRPD_HUMAN
OG0001701	DTX2_MOUSE	DTX2_HUMAN
OG0001701	DTX1_MOUSE	DTX1_HUMAN
OG0001701	DTX4_MOUSE	DTX4_HUMAN
OG0001702	PRVA_MOUSE	PRVA_HUMAN
OG0001702	ONCO_MOUSE	OCM2_HUMAN, ONCO_HUMAN
OG0001703	SMC6_MOUSE	SMC6_HUMAN
OG0001704	KTN1_MOUSE	KTN1_HUMAN
OG0001704	RRBP1_MOUSE	RRBP1_HUMAN
OG0001705	CLIP3_MOUSE	CLIP3_HUMAN
OG0001705	CLIP4_MOUSE	CLIP4_HUMAN
OG0001706	SPTC2_MOUSE	SPTC2_HUMAN
OG0001706	SPTC3_MOUSE	SPTC3_HUMAN
OG0001707	RAB1A_MOUSE	RAB1A_HUMAN
OG0001707	RAB1B_MOUSE	RAB1B_HUMAN, RAB1C_HUMAN
OG0001708	MORN4_MOUSE	MORN4_HUMAN
OG0001709	MTA1_MOUSE	MTA1_HUMAN
OG0001709	MTA3_MOUSE	MTA3_HUMAN
OG0001709	MTA2_MOUSE	MTA2_HUMAN
OG0001710	AADAT_MOUSE	AADAT_HUMAN
OG0001711	SHAN3_MOUSE	SHAN3_HUMAN
OG0001711	SHAN2_MOUSE	SHAN2_HUMAN
OG0001711	SHAN1_MOUSE	SHAN1_HUMAN
OG0001712	S14L2_MOUSE	S14L3_HUMAN, S14L2_HUMAN
OG0001712	S14L4_MOUSE	S14L6_HUMAN, S14L4_HUMAN
OG0001713	FST_MOUSE	FST_HUMAN
OG0001713	FSTL3_MOUSE	FSTL3_HUMAN
OG0001715	PYRG2_MOUSE	PYRG2_HUMAN
OG0001715	PYRG1_MOUSE	PYRG1_HUMAN
OG0001717	ORAI1_MOUSE	ORAI1_HUMAN
OG0001717	ORAI2_MOUSE	ORAI2_HUMAN
OG0001717	ORAI3_MOUSE	ORAI3_HUMAN
OG0001718	CGBP1_MOUSE	CGBP1_HUMAN
OG0001720	RANG_MOUSE	RANG_HUMAN
OG0001721	GAS2_MOUSE	GAS2_HUMAN
OG0001721	GA2L3_MOUSE	GA2L3_HUMAN
OG0001722	TRPV6_MOUSE	TRPV6_HUMAN
OG0001722	TRPV5_MOUSE	TRPV5_HUMAN
OG0001723	S2532_MOUSE	S2532_HUMAN
OG0001724	ZHANG_MOUSE	ZHANG_HUMAN
OG0001725	LAMP1_MOUSE	LAMP1_HUMAN
OG0001725	LAMP2_MOUSE	LAMP2_HUMAN
