Orthogroup	Mmus	Nvec
OG0000700	VP33B_MOUSE	NV2t024100005.1, NV2t024100002.1, NV2t024100001.1, NV2t024100003.1, NV2t024100004.1, NV2t024104002.1, NV2t024104003.1, NV2t024104001.1, NV2t024104004.1
OG0000702	ASCL1_MOUSE, ASCL2_MOUSE	NV2t010382001.1, NV2t010382002.1, NV2t010193001.1, NV2t009665001.1
OG0000703	CP46A_MOUSE	NV2t014309001.1, NV2t014309002.1, NV2t014961001.1, NV2t006055001.1, NV2t021611001.1
OG0000704	NB5R3_MOUSE, NB5R2_MOUSE	NV2t017348001.1
OG0000705	CBX1_MOUSE, CBX5_MOUSE, CBX3_MOUSE	NV2t011774001.1, NV2t005372001.1, NV2t005372002.1
OG0000708	SETD5_MOUSE, KMT2E_MOUSE	NV2t001181006.1, NV2t001181007.1, NV2t001181002.1, NV2t001181001.1, NV2t001181005.1, NV2t001181003.1, NV2t001181004.1
OG0000709	AGRL3_MOUSE, AGRL1_MOUSE, AGRL2_MOUSE	NV2t002324001.1, NV2t000075001.1, NV2t000077001.1
OG0000710	MSD1_MOUSE	NV2t003715001.1, NV2t003717001.1, NV2t003717002.1
OG0000711	OIT3_MOUSE	NV2t009290001.1, NV2t009290002.1, NV2t009290005.1, NV2t003071002.1
OG0000712	AKAP9_MOUSE	NV2t012384005.1, NV2t012384004.1, NV2t012384003.1, NV2t012384001.1, NV2t012384002.1
OG0000714	EFC4A_MOUSE, EFC4B_MOUSE	NV2t014479001.1, NV2t014479004.1, NV2t014479005.1, NV2t014479002.1, NV2t014479003.1, NV2t014479006.1
OG0000717	4EBP3_MOUSE, 4EBP1_MOUSE, 4EBP2_MOUSE	NV2t010550001.1, NV2t010550002.1, NV2t010550005.1, NV2t010550003.1, NV2t010550004.1
OG0000718	CDAC1_MOUSE	NV2t018401001.1, NV2t018445001.1, NV2t018445002.1
OG0000719	MPRD_MOUSE	NV2t023468001.1, NV2t012216002.1, NV2t012454001.1, NV2t011902001.1
OG0000720	DJB12_MOUSE, DJC18_MOUSE, DJB14_MOUSE	NV2t006069001.1
OG0000723	MOS_MOUSE	NV2t015387001.1, NV2t009032001.1, NV2t009370001.1, NV2t015187001.1, NV2t015329001.1
OG0000724	PLIN2_MOUSE, PLIN5_MOUSE, PLIN3_MOUSE, PLIN4_MOUSE	NV2t025980002.1, NV2t025980001.1, NV2t024192001.1
OG0000726	GSTO2_MOUSE, GSTO1_MOUSE	NV2t008132001.1, NV2t012213001.1, NV2t007934001.1, NV2t007934002.1
OG0000727	LITAF_MOUSE	NV2t021986001.1, NV2t016701001.1, NV2t010974001.1, NV2t012422001.1
OG0000728	SMBT1_MOUSE, SMBT2_MOUSE	NV2t000270003.1, NV2t000270005.1, NV2t000270004.1, NV2t000267001.1, NV2t000270001.1, NV2t000270002.1
OG0000729	KMT2C_MOUSE, KMT2D_MOUSE	NV2t010627005.1, NV2t010627003.1, NV2t010627004.1, NV2t010627002.1, NV2t010627001.1, NV2t010627006.1
OG0000730	MOXD1_MOUSE	NV2t003343001.1, NV2t020913001.1, NV2t020913002.1, NV2t014680001.1
OG0000731	SRGP3_MOUSE, SRGP1_MOUSE, SRGP2_MOUSE	NV2t000744001.1, NV2t000744002.1
OG0000732	MAST3_MOUSE, MAST1_MOUSE, MAST2_MOUSE, MAST4_MOUSE	NV2t001863001.1, NV2t001863002.1
OG0000734	SSH3_MOUSE, SSH2_MOUSE, SSH1_MOUSE	NV2t017234003.1, NV2t017234004.1, NV2t017234002.1, NV2t017234001.1, NV2t017234005.1
OG0000736	FBH1_MOUSE	NV2t008034001.1, NV2t019171001.1, NV2t004523001.1, NV2t002129001.1, NV2t002129002.1, NV2t002129003.1, NV2t002129004.1, NV2t002129005.1, NV2t002129006.1
OG0000737	XDH_MOUSE, AOXB_MOUSE, AOXC_MOUSE, AOXD_MOUSE, AOXA_MOUSE	NV2t005925001.1, NV2t019719002.1, NV2t019719001.1, NV2t019719003.1
OG0000738	MYO5A_MOUSE, MYO5B_MOUSE	NV2t013918002.1, NV2t013918003.1, NV2t013918001.1, NV2t013918005.1, NV2t013918004.1, NV2t013918007.1, NV2t013918006.1
OG0000739	DTNA_MOUSE, DTNB_MOUSE	NV2t014319007.1, NV2t014319006.1, NV2t014319008.1, NV2t014319009.1, NV2t014319005.1, NV2t014319003.1, NV2t014319004.1
OG0000741	SO4A1_MOUSE	NV2t008776001.1, NV2t017803001.1, NV2t017803002.1, NV2t008517001.1, NV2t008517002.1, NV2t008517003.1, NV2t008517004.1
OG0000742	TTC14_MOUSE	NV2t019259002.1, NV2t019259004.1, NV2t019259003.1, NV2t019261001.1, NV2t019261002.1, NV2t019260002.1, NV2t019260003.1, NV2t019259001.1, NV2t019260001.1
OG0000743	GARE1_MOUSE, GARE2_MOUSE	NV2t019720001.1, NV2t004415001.1, NV2t025139001.1, NV2t019721001.1, NV2t004421001.1, NV2t004420001.1, NV2t016003001.1
OG0000744	MGT4B_MOUSE, MGT4A_MOUSE	NV2t002388002.1, NV2t002388003.1, NV2t002388001.1, NV2t002388004.1, NV2t002388005.1, NV2t002388006.1, NV2t002388007.1
OG0000746	SVIL_MOUSE	NV2t000388001.1, NV2t000388002.1, NV2t011224001.1, NV2t011224002.1, NV2t011224003.1, NV2t011224005.1, NV2t011224004.1
OG0000747	TNNC2_MOUSE	NV2t018768001.1, NV2t019896001.1, NV2t019896003.1, NV2t013407001.1, NV2t014538003.1, NV2t019468001.1, NV2t019469002.1, NV2t019469001.1
OG0000748	EREP1_MOUSE, EREP3_MOUSE, EREP2_MOUSE	NV2t014221001.1, NV2t014221002.1, NV2t014221003.1, NV2t014221005.1, NV2t014221004.1
OG0000749	CCD73_MOUSE	NV2t021581001.1, NV2t002680001.1, NV2t023482001.1, NV2t006085001.1
OG0000750	LONF1_MOUSE, LONF3_MOUSE	NV2t002372001.1, NV2t016295001.1, NV2t016295002.1, NV2t016295003.1
OG0000751	POSTN_MOUSE, BGH3_MOUSE	NV2t002361003.1, NV2t002361001.1, NV2t002364001.1, NV2t002361002.1, NV2t002361004.1, NV2t020441001.1, NV2t020449001.1
OG0000752	HG2A_MOUSE	NV2t003373001.1, NV2t003373002.1, NV2t003373003.1, NV2t000107001.1, NV2t000107002.1, NV2t019319002.1, NV2t019319005.1
OG0000753	VTNC_MOUSE	NV2t000807001.1, NV2t000808001.1, NV2t000808002.1, NV2t019146001.1, NV2t019146002.1
OG0000755	GRB14_MOUSE, GRB7_MOUSE, GRB10_MOUSE	NV2t012038003.1, NV2t012038005.1, NV2t012038004.1, NV2t012038001.1, NV2t012038002.1
OG0000756	T121B_MOUSE	NV2t002159001.1, NV2t013199001.1, NV2t013200001.1, NV2t002143001.1, NV2t000083001.1
OG0000757	TSHR_MOUSE, FSHR_MOUSE, LSHR_MOUSE	NV2t019015001.1, NV2t022121001.1, NV2t012199001.1
OG0000758	KAZD1_MOUSE, IBP7_MOUSE, IBPL1_MOUSE	NV2t021870001.1, NV2t006476001.1, NV2t021204001.1
OG0000759	ABCBB_MOUSE, ABCB5_MOUSE, MDR3_MOUSE, MDR1A_MOUSE, MDR1B_MOUSE	NV2t003302001.1, NV2t011922001.1
OG0000762	PRS23_MOUSE, PRS35_MOUSE	NV2t020487001.1, NV2t012227001.1, NV2t012227002.1
OG0000763	NPM2_MOUSE, NPM3_MOUSE, NPM_MOUSE	NV2t018135001.1, NV2t018135005.1, NV2t018135002.1, NV2t018135003.1, NV2t018135004.1
OG0000764	MTG8R_MOUSE, MTG8_MOUSE, MTG16_MOUSE	NV2t005340004.1, NV2t005340005.1, NV2t005340001.1, NV2t005340002.1, NV2t005340003.1
OG0000765	GAB1_MOUSE, GAB3_MOUSE, GAB2_MOUSE	NV2t024968001.1, NV2t003726001.1, NV2t003726002.1
OG0000766	IQEC3_MOUSE, IQEC2_MOUSE, IQEC1_MOUSE	NV2t000259005.1, NV2t000259003.1, NV2t000259004.1, NV2t000259001.1, NV2t000259002.1
OG0000767	SLMAP_MOUSE	NV2t000694002.1, NV2t000694003.1, NV2t000694001.1, NV2t000694005.1, NV2t000694006.1, NV2t000694004.1, NV2t000694007.1, NV2t000694008.1, NV2t000694009.1
OG0000768	ABCA5_MOUSE, ABCA9_MOUSE, ABC8A_MOUSE, ABC8B_MOUSE, ABCA6_MOUSE	NV2t019595001.1
OG0000769	ARGL1_MOUSE	NV2t022167001.1, NV2t022167002.1, NV2t022167003.1, NV2t022167005.1, NV2t022167007.1, NV2t022167009.1, NV2t022167004.1, NV2t022167006.1, NV2t022167008.1
OG0000770	SYTL5_MOUSE, SYTL4_MOUSE	NV2t008455003.1, NV2t008455004.1, NV2t008455002.1, NV2t008455005.1, NV2t008455006.1, NV2t008455001.1
OG0000771	SHC4_MOUSE, SHC3_MOUSE, SHC2_MOUSE, SHC1_MOUSE	NV2t023579003.1, NV2t023579001.1, NV2t023579002.1
OG0000773	EPS8_MOUSE, ES8L1_MOUSE, ES8L2_MOUSE	NV2t015052002.1, NV2t015052001.1, NV2t015059001.1, NV2t015059002.1, NV2t015051001.1
OG0000774	LICH_MOUSE, LIPK_MOUSE, LIPF_MOUSE	NV2t010579001.1, NV2t009506002.1, NV2t009506001.1, NV2t009506003.1
OG0000775	PTPRN_MOUSE, PTPR2_MOUSE	NV2t011670001.1, NV2t011670002.1, NV2t011670003.1, NV2t011670004.1, NV2t011670005.1, NV2t011670006.1
OG0000776	STAG2_MOUSE, STAG1_MOUSE, STAG3_MOUSE	NV2t022632001.1
OG0000777	H10_MOUSE	NV2t007151001.1, NV2t007153001.1, NV2t007153002.1, NV2t007130001.1, NV2t007130002.1, NV2t006859001.1
OG0000779	RMI1_MOUSE	NV2t008688006.1, NV2t008688005.1, NV2t008688001.1, NV2t008688004.1, NV2t008688003.1, NV2t008683001.1, NV2t008681001.1, NV2t008686001.1, NV2t008688002.1
OG0000780	GABT_MOUSE	NV2t007802002.1, NV2t007802008.1, NV2t007802001.1, NV2t007802003.1, NV2t007802004.1, NV2t007802006.1, NV2t007802009.1, NV2t007802005.1, NV2t007802007.1
OG0000781	TRPM3_MOUSE, TRPM1_MOUSE, TRPM7_MOUSE, TRPM6_MOUSE	NV2t023620001.1, NV2t008726001.1
OG0000782	BRD2_MOUSE, BRD3_MOUSE	NV2t024670003.1, NV2t024670001.1, NV2t024670005.1, NV2t024670004.1, NV2t024670006.1, NV2t024670007.1, NV2t024670002.1
OG0000783	BIRC7_MOUSE, XIAP_MOUSE, BIRC3_MOUSE, BIRC2_MOUSE	NV2t009147001.1
OG0000784	ZN641_MOUSE, RHIT_MOUSE	NV2t014692001.1, NV2t014689001.1, NV2t014689002.1, NV2t014689003.1, NV2t014689004.1
OG0000785	M3K9_MOUSE, M3K10_MOUSE, M3K11_MOUSE, M3K21_MOUSE	NV2t019642001.1, NV2t019642002.1, NV2t019642003.1
OG0000786	RIPR3_MOUSE, RIPR2_MOUSE, RIPR1_MOUSE	NV2t014959003.1, NV2t014959005.1, NV2t014959002.1, NV2t014959004.1, NV2t014959001.1
OG0000787	GCYB1_MOUSE	NV2t002908001.1, NV2t002912001.1, NV2t002912002.1, NV2t002912005.1, NV2t002912003.1, NV2t002912004.1, NV2t002912006.1, NV2t002910001.1
OG0000788	LRCH2_MOUSE, LRCH1_MOUSE, LRCH4_MOUSE, LRCH3_MOUSE	NV2t021528002.1, NV2t021528003.1, NV2t021528001.1
OG0000789	SCAM5_MOUSE, SCAM4_MOUSE, SCAM2_MOUSE, SCAM3_MOUSE, SCAM1_MOUSE	NV2t024215001.1
OG0000790	F219A_MOUSE, F219B_MOUSE	NV2t023578003.1, NV2t023578004.1, NV2t023578005.1, NV2t023578002.1, NV2t023578006.1, NV2t023578001.1, NV2t023578007.1
OG0000791	LRIG1_MOUSE, LRIG2_MOUSE, LRIG3_MOUSE	NV2t000988005.1, NV2t000988003.1, NV2t000988001.1, NV2t000988002.1, NV2t000988004.1
OG0000792	DNJB8_MOUSE, DNJB3_MOUSE, DNJB7_MOUSE, DNJB6_MOUSE, DNJB2_MOUSE	NV2t012778001.1
OG0000794	GHC1_MOUSE, GHC2_MOUSE	NV2t009709007.1, NV2t009709003.1, NV2t009709001.1, NV2t009709005.1, NV2t009709004.1, NV2t009709006.1, NV2t009709002.1
OG0000795	TGO1_MOUSE, MIA_MOUSE, OTOR_MOUSE	NV2t020396005.1, NV2t020396004.1, NV2t020396003.1, NV2t020396001.1, NV2t020396002.1
OG0000797	ADIPL_MOUSE, ERFE_MOUSE	NV2t013732001.1, NV2t013732003.1, NV2t013732004.1, NV2t013732002.1, NV2t013732005.1, NV2t013732006.1, NV2t013732007.1
OG0000798	S36A4_MOUSE, S36A3_MOUSE, S36A2_MOUSE, S36A1_MOUSE	NV2t003039001.1, NV2t003299001.1, NV2t003299002.1
OG0000799	MITF_MOUSE, TFE3_MOUSE, TFEB_MOUSE, TFEC_MOUSE	NV2t003755001.1, NV2t003755002.1, NV2t003755003.1
OG0000800	2AAB_MOUSE, 2AAA_MOUSE	NV2t022268005.1, NV2t022268002.1, NV2t022268003.1, NV2t022268001.1, NV2t022268004.1, NV2t022268006.1
OG0000801	ZDH15_MOUSE, ZDH20_MOUSE, ZDHC2_MOUSE	NV2t002726003.1, NV2t002726001.1, NV2t002726004.1, NV2t002726005.1, NV2t002726002.1
OG0000802	LNEBL_MOUSE, LASP1_MOUSE	NV2t011647001.1, NV2t011647003.1, NV2t011647002.1, NV2t011647004.1, NV2t011647005.1, NV2t011649001.1, NV2t011649003.1, NV2t011649002.1
OG0000803	RGS19_MOUSE, RGS17_MOUSE, RGS20_MOUSE	NV2t017314001.1, NV2t017314002.1, NV2t017314003.1, NV2t015950001.1
OG0000804	FBRS_MOUSE, AUTS2_MOUSE	NV2t015416006.1, NV2t015416002.1, NV2t015416004.1, NV2t015416005.1, NV2t015416001.1, NV2t015416003.1
OG0000805	PSD1_MOUSE, PSD2_MOUSE, PSD3_MOUSE	NV2t014317004.1, NV2t014317005.1, NV2t014317003.1, NV2t014317002.1, NV2t014317001.1
OG0000806	HAOX2_MOUSE, HAOX1_MOUSE	NV2t014868001.1, NV2t025527001.1, NV2t025530001.1, NV2t025531001.1, NV2t025528001.1, NV2t025528002.1
OG0000807	AL3A2_MOUSE, AL3A1_MOUSE, AL3B2_MOUSE, AL3B3_MOUSE, AL3B1_MOUSE	NV2t015234001.1, NV2t015234002.1
OG0000808	PAK1_MOUSE, PAK2_MOUSE, PAK3_MOUSE	NV2t022260001.1, NV2t022260004.1, NV2t022260007.1, NV2t022260003.1, NV2t022260006.1
OG0000809	UBQL4_MOUSE, UBQL2_MOUSE, UBQL1_MOUSE	NV2t022861001.1, NV2t022856001.1, NV2t022856002.1, NV2t022856003.1, NV2t022856004.1
OG0000810	PAQRB_MOUSE, PAQRA_MOUSE	NV2t007548001.1, NV2t007548005.1, NV2t007548004.1, NV2t007548002.1, NV2t007548007.1, NV2t007548003.1, NV2t007548006.1
OG0000811	UB2D1_MOUSE, UB2D3_MOUSE, U2D2B_MOUSE, UB2D2_MOUSE	NV2t009781003.1, NV2t009781004.1, NV2t009781001.1, NV2t009781002.1
OG0000814	CNDD3_MOUSE	NV2t014690001.1, NV2t014695003.1, NV2t014695001.1, NV2t014695004.1, NV2t014695005.1, NV2t014695008.1, NV2t014691001.1, NV2t014695006.1, NV2t014695007.1, NV2t014695002.1
OG0000816	HHAT_MOUSE	NV2t020735002.1, NV2t020735004.1, NV2t020735005.1, NV2t020735006.1, NV2t020735001.1, NV2t020735003.1, NV2t020725002.1, NV2t020725001.1, NV2t020728001.1, NV2t020725003.1
OG0000830	ACES_MOUSE, CHLE_MOUSE	NV2t021483001.1, NV2t021484001.1, NV2t002906001.1
OG0000831	NLGN4_MOUSE, NLGN2_MOUSE, NLGN1_MOUSE, NLGN3_MOUSE	NV2t025200001.1, NV2t025202001.1
OG0000832	WNT5A_MOUSE, WNT5B_MOUSE	NV2t003611003.1, NV2t003611006.1, NV2t003611001.1, NV2t003611002.1, NV2t003611004.1, NV2t003611005.1
OG0000833	MYH14_MOUSE, MYH10_MOUSE, MYH11_MOUSE, MYH9_MOUSE	NV2t007410001.1, NV2t007410002.1
OG0000834	TSG6_MOUSE	NV2t013356005.1, NV2t013356001.1, NV2t013356003.1, NV2t013356002.1, NV2t013356004.1, NV2t013359001.1
OG0000835	FGF2_MOUSE, FGF1_MOUSE	NV2t012629002.1, NV2t012629001.1, NV2t006375001.1, NV2t006376001.1
OG0000836	GSC2_MOUSE	NV2t012082001.1, NV2t018038001.1, NV2t018581001.1, NV2t018313001.1
OG0000838	TBX1_MOUSE, TBX10_MOUSE	NV2t016163001.1, NV2t016163002.1, NV2t016164001.1, NV2t016164002.1, NV2t016164003.1
OG0000839	S6A17_MOUSE, S6A15_MOUSE	NV2t014816001.1, NV2t014816004.1, NV2t014565001.1, NV2t014564001.1
OG0000840	KCNH5_MOUSE, KCNH1_MOUSE	NV2t019743006.1, NV2t019743001.1, NV2t019743002.1, NV2t019743003.1, NV2t019743004.1, NV2t019743005.1
OG0000841	ETS2_MOUSE, ETS1_MOUSE	NV2t021858003.1, NV2t021858006.1, NV2t021858007.1, NV2t021858005.1, NV2t021858001.1, NV2t021858004.1, NV2t021858002.1
OG0000842	PLCB2_MOUSE, PLCB1_MOUSE, PLCB3_MOUSE	NV2t012563005.1, NV2t012563004.1, NV2t012563001.1, NV2t012563002.1
OG0000843	CAC1S_MOUSE, CAC1C_MOUSE, CAC1D_MOUSE, CAC1F_MOUSE	NV2t000571001.1, NV2t000571003.1
OG0000844	DOK2_MOUSE, DOK3_MOUSE, DOK1_MOUSE	NV2t005301002.1, NV2t015483003.1, NV2t010803001.1, NV2t005296001.1, NV2t005301001.1
OG0000845	LAMA4_MOUSE, LAMA5_MOUSE, LAMA3_MOUSE	NV2t015818001.1, NV2t015819001.1
OG0000846	STRA6_MOUSE	NV2t006774001.1, NV2t006774002.1, NV2t006775001.1, NV2t006775003.1, NV2t006775002.1, NV2t008447001.1, NV2t008451001.1
OG0000847	KCRS_MOUSE, KCRU_MOUSE	NV2t000637001.1, NV2t003002001.1, NV2t010663001.1, NV2t010663002.1
OG0000848	BMI1_MOUSE, PCGF2_MOUSE	NV2t010853003.1, NV2t010853004.1, NV2t010849001.1, NV2t010851001.1
OG0000849	FIGLA_MOUSE	NV2t010862001.1, NV2t010861001.1, NV2t010867001.1
OG0000850	VP13A_MOUSE	NV2t024619001.1, NV2t008694003.1, NV2t008694001.1, NV2t008694002.1, NV2t008697001.1, NV2t008696001.1, NV2t008696002.1
OG0000851	NEUR1_MOUSE	NV2t003695001.1
OG0000852	PRDX3_MOUSE, PRDX1_MOUSE, PRDX2_MOUSE	NV2t000935004.1, NV2t000935002.1, NV2t000935001.1, NV2t000935003.1
OG0000853	KGP1_MOUSE	NV2t010218001.1, NV2t010218003.1, NV2t010218005.1, NV2t010218002.1, NV2t010218004.1, NV2t010218006.1, NV2t010218007.1, NV2t010218008.1
OG0000855	S11IP_MOUSE	NV2t011493005.1, NV2t011493008.1, NV2t011493006.1, NV2t011493007.1, NV2t011493001.1, NV2t011493004.1, NV2t011493003.1, NV2t011493002.1
OG0000856	WDFY1_MOUSE, WDFY2_MOUSE	NV2t022205001.1, NV2t022205003.1, NV2t022205002.1, NV2t022205004.1, NV2t022205005.1, NV2t022205006.1
OG0000857	MIB2_MOUSE	NV2t015204004.1, NV2t015204001.1, NV2t015204003.1, NV2t015204002.1
OG0000858	WNT8B_MOUSE, WNT8A_MOUSE	NV2t005661001.1
OG0000859	DSRAD_MOUSE	NV2t018317001.1, NV2t018317002.1, NV2t018317003.1, NV2t018317005.1, NV2t018317006.1, NV2t018317004.1, NV2t014738001.1
OG0000860	HDGR2_MOUSE, PSIP1_MOUSE, HDGR3_MOUSE, HDGF_MOUSE	NV2t013299001.1
OG0000861	IP6K3_MOUSE, IP6K2_MOUSE, IP6K1_MOUSE	NV2t012505001.1, NV2t021679002.1, NV2t021679001.1, NV2t021679003.1
OG0000862	TRIR_MOUSE	NV2t003180002.1, NV2t003180001.1, NV2t003180003.1, NV2t003180004.1, NV2t003180005.1, NV2t003180006.1, NV2t003180008.1, NV2t003180007.1
OG0000864	CAN5_MOUSE	NV2t021774001.1, NV2t021774002.1, NV2t021774003.1, NV2t021774004.1, NV2t021774005.1, NV2t021774006.1
OG0000866	WSB2_MOUSE, WSB1_MOUSE	NV2t001878001.1, NV2t001878002.1, NV2t020333001.1, NV2t020833001.1
OG0000867	HARB1_MOUSE	NV2t017178001.1, NV2t003177002.1
OG0000868	RT15_MOUSE	NV2t008498001.1, NV2t008498003.1, NV2t008498004.1, NV2t008498002.1, NV2t008494003.1, NV2t008494002.1, NV2t008494001.1, NV2t008504001.1
OG0000869	TPC1_MOUSE	NV2t020147001.1, NV2t016580001.1, NV2t016580003.1, NV2t016580007.1, NV2t016580004.1, NV2t016580002.1, NV2t016580006.1
OG0000870	AN32E_MOUSE, AN32B_MOUSE, AN32A_MOUSE, AN32C_MOUSE	NV2t014134001.1
OG0000871	KCNN4_MOUSE, KCNN1_MOUSE, KCNN2_MOUSE, KCNN3_MOUSE	NV2t003345001.1
OG0000872	PI15_MOUSE, CRSPL_MOUSE, CRLD1_MOUSE, CRLD2_MOUSE	NV2t017288001.1
OG0000874	CALB1_MOUSE, CALB2_MOUSE	NV2t004529001.1, NV2t004531004.1, NV2t004531002.1, NV2t004531001.1, NV2t004531003.1
OG0000876	RBM4B_MOUSE, RBM4_MOUSE	NV2t019317005.1, NV2t019317003.1, NV2t019317004.1, NV2t019317006.1, NV2t019317001.1, NV2t019317007.1
OG0000877	NAIF1_MOUSE	NV2t025042001.1, NV2t008922001.1, NV2t008922002.1
OG0000878	ANR16_MOUSE	NV2t002130001.1, NV2t011949001.1, NV2t011951001.1, NV2t004188001.1, NV2t014627001.1
OG0000881	BAK_MOUSE	NV2t009994001.1, NV2t009994002.1, NV2t009994003.1, NV2t009994004.1, NV2t009994005.1, NV2t009994006.1, NV2t009994007.1, NV2t009994008.1
OG0000882	GBB1_MOUSE, GBB3_MOUSE, GBB2_MOUSE, GBB4_MOUSE	NV2t013538001.1, NV2t013538003.1
OG0000886	PAQR5_MOUSE, PAQR6_MOUSE	NV2t020150001.1, NV2t014806001.1, NV2t014803001.1
OG0000890	EGR1_MOUSE, EGR2_MOUSE, EGR3_MOUSE	NV2t017865001.1, NV2t017865004.1, NV2t017865002.1, NV2t017865003.1
OG0000891	SALL2_MOUSE, SALL4_MOUSE, SALL1_MOUSE, SALL3_MOUSE	NV2t021605001.1
OG0000892	PCOC2_MOUSE, PCOC1_MOUSE	NV2t014333001.1, NV2t014333002.1
OG0000893	DMTF1_MOUSE	NV2t009866001.1, NV2t005664001.1, NV2t001451003.1, NV2t001451004.1, NV2t001451001.1, NV2t001451002.1, NV2t001451005.1
OG0000894	LARP1_MOUSE	NV2t002615006.1, NV2t002613001.1, NV2t002615005.1, NV2t002615002.1, NV2t002615004.1, NV2t002615001.1, NV2t002615003.1
OG0000895	CSTFT_MOUSE, CSTF2_MOUSE	NV2t009340001.1, NV2t009340002.1, NV2t009340003.1, NV2t009340004.1, NV2t009344001.1, NV2t009344002.1
OG0000896	BCAP_MOUSE, BANK1_MOUSE	NV2t010544001.1, NV2t010544005.1, NV2t010544004.1, NV2t010544006.1, NV2t010544002.1, NV2t010544003.1
OG0000897	KDM4A_MOUSE, KDM4B_MOUSE, KDM4C_MOUSE	NV2t000547001.1, NV2t000547002.1, NV2t000547003.1, NV2t000547004.1
OG0000898	CMA1A_MOUSE, CMA1B_MOUSE	NV2t012668001.1, NV2t023903001.1, NV2t023908001.1, NV2t010568001.1
OG0000902	LEMD1_MOUSE, LAP2B_MOUSE, LAP2A_MOUSE	NV2t002268002.1, NV2t002268004.1, NV2t002268001.1, NV2t002268003.1
OG0000903	ZN363_MOUSE	NV2t024636001.1, NV2t015626001.1, NV2t015632001.1
OG0000904	NANP_MOUSE	NV2t020468001.1, NV2t018607001.1, NV2t012824001.1, NV2t018064001.1
OG0000905	EFS_MOUSE, BCAR1_MOUSE, CASS4_MOUSE, CASL_MOUSE	NV2t004083001.1, NV2t004083002.1
OG0000906	PO4F3_MOUSE, PO4F2_MOUSE, PO4F1_MOUSE	NV2t002966001.1, NV2t002966002.1, NV2t002966003.1, NV2t002966004.1
OG0000909	STAC3_MOUSE, STAC2_MOUSE, STAC_MOUSE	NV2t013332001.1, NV2t013332002.1
OG0000910	PXDC2_MOUSE, PLDX1_MOUSE	NV2t012162001.1, NV2t012162002.1, NV2t012162003.1
OG0000911	CP089_MOUSE	NV2t020906001.1, NV2t020906003.1, NV2t020906002.1, NV2t020909001.1, NV2t020907001.1
OG0000913	BGLR_MOUSE	NV2t017080001.1, NV2t017080003.1, NV2t016097003.1, NV2t016097001.1, NV2t016097002.1
OG0000914	ATS15_MOUSE, ATS8_MOUSE, ATS1_MOUSE, ATS20_MOUSE	NV2t000088001.1
OG0000915	VWA7_MOUSE	NV2t002146001.1, NV2t012053001.1, NV2t012054001.1
OG0000916	FOXO3_MOUSE, FOXO1_MOUSE, FOXO6_MOUSE, FOXO4_MOUSE	NV2t009025001.1
OG0000917	DPEP1_MOUSE, DPEP3_MOUSE, DPEP2_MOUSE	NV2t005038001.1, NV2t005038002.1, NV2t005039001.1
OG0000918	KIBRA_MOUSE, WWC2_MOUSE	NV2t002428001.1
OG0000919	ADT4_MOUSE, ADT1_MOUSE, ADT2_MOUSE	NV2t002866001.1, NV2t002578001.1
OG0000920	TYB10_MOUSE, TYB4_MOUSE	NV2t011736001.1
OG0000921	PRRT4_MOUSE	NV2t016811001.1, NV2t024601001.1
OG0000922	CO72L_MOUSE, CO72R_MOUSE, CX7A1_MOUSE, CX7A2_MOUSE	NV2t020632001.1
OG0000923	S23A2_MOUSE, S23A1_MOUSE	NV2t011914001.1, NV2t018796001.1, NV2t012289001.1
OG0000924	CCNY_MOUSE, CCYL1_MOUSE	NV2t011685001.1
OG0000925	CNOT4_MOUSE	NV2t014158007.1, NV2t014158003.1, NV2t014158002.1, NV2t014158005.1, NV2t014158006.1, NV2t014158001.1, NV2t014158008.1, NV2t014158004.1
OG0000926	OVOL3_MOUSE, OVOL1_MOUSE, OVOL2_MOUSE	NV2t022467001.1, NV2t022467002.1, NV2t022468001.1
OG0000928	LRC49_MOUSE	NV2t024079003.1, NV2t024079001.1, NV2t024079004.1, NV2t024079006.1, NV2t024079007.1, NV2t024079002.1, NV2t024079005.1, NV2t024079008.1
OG0000929	ADDA_MOUSE, ADDB_MOUSE, ADDG_MOUSE	NV2t017595003.1, NV2t017595001.1, NV2t017595002.1
OG0000930	PHKG2_MOUSE, PHKG1_MOUSE	NV2t016136003.1, NV2t016136007.1, NV2t016136004.1, NV2t016136005.1, NV2t016136001.1, NV2t016136002.1
OG0000931	AMD_MOUSE	NV2t024141001.1, NV2t023700001.1, NV2t023700002.1, NV2t023694002.1, NV2t023694005.1, NV2t023694001.1, NV2t023694004.1, NV2t023694003.1
OG0000933	DICER_MOUSE	NV2t020950001.1, NV2t022188001.1, NV2t022188002.1, NV2t022188003.1, NV2t022188004.1
OG0000934	MYO7A_MOUSE, MYO7B_MOUSE	NV2t023344001.1, NV2t022173001.1, NV2t022173002.1, NV2t022173003.1
OG0000935	NUDC3_MOUSE	NV2t008128002.1, NV2t008128008.1, NV2t008128005.1, NV2t008128003.1, NV2t008128006.1, NV2t008128004.1, NV2t008128001.1, NV2t008128007.1
OG0000936	GNL3L_MOUSE, GNL3_MOUSE	NV2t000681004.1, NV2t000681001.1, NV2t000681002.1, NV2t000681005.1, NV2t000681003.1
