Orthogroup	Mmus	Pdam
OG0002860	SIK2_MOUSE, SIK1_MOUSE	pdam_00018148-RA
OG0002861	STT3B_MOUSE	pdam_00015309-RA
OG0002862	CDKL4_MOUSE, CDKL1_MOUSE	pdam_00019667-RA
OG0002863	CIB3_MOUSE, CIB2_MOUSE	pdam_00022665-RA
OG0002865	DYRK3_MOUSE, DYRK2_MOUSE	pdam_00019650-RA
OG0002866	TEX55_MOUSE	pdam_00005196-RA, pdam_00015835-RA
OG0002867	EPHX4_MOUSE	pdam_00013235-RA
OG0002868	HDAC1_MOUSE, HDAC2_MOUSE	pdam_00003714-RA
OG0002869	HYPDH_MOUSE	pdam_00021426-RA, pdam_00010481-RA, pdam_00021427-RA, pdam_00010479-RA
OG0002870	KLHL3_MOUSE, KLHL2_MOUSE	pdam_00015592-RA
OG0002871	LYPA2_MOUSE, LYPA1_MOUSE	pdam_00012731-RA
OG0002872	PIWL4_MOUSE, PIWL1_MOUSE	pdam_00014203-RA
OG0002873	RT30_MOUSE	pdam_00014988-RA
OG0002874	TS101_MOUSE	pdam_00015195-RA, pdam_00013890-RA
OG0002875	SFXN3_MOUSE, SFXN1_MOUSE	pdam_00012364-RA
OG0002877	CMIP1_MOUSE	pdam_00004780-RA, pdam_00011998-RA
OG0002880	IDHG2_MOUSE, IDHG1_MOUSE	pdam_00001638-RA
OG0002881	3BP5L_MOUSE	pdam_00008181-RA, pdam_00014478-RA
OG0002882	5MP2_MOUSE, 5MP1_MOUSE	pdam_00008411-RA
OG0002883	A1CF_MOUSE	pdam_00015584-RA
OG0002884	AAKB1_MOUSE, AAKB2_MOUSE	pdam_00021367-RA
OG0002885	AAPK1_MOUSE, AAPK2_MOUSE	pdam_00023206-RA
OG0002886	AATC_MOUSE	pdam_00007258-RA
OG0002887	ABCD2_MOUSE, ABCD1_MOUSE	pdam_00003547-RA
OG0002888	BCR_MOUSE, ABR_MOUSE	pdam_00022703-RA
OG0002889	ABTB2_MOUSE, ABTB3_MOUSE	pdam_00004502-RA
OG0002890	ACACA_MOUSE, ACACB_MOUSE	pdam_00001946-RA
OG0002891	ACAD9_MOUSE, ACADV_MOUSE	pdam_00000914-RA
OG0002893	ACBG1_MOUSE, ACBG2_MOUSE	pdam_00000027-RA
OG0002894	ACINU_MOUSE	pdam_00004788-RA
OG0002895	ACL6A_MOUSE, ACL6B_MOUSE	pdam_00015905-RA
OG0002896	ACO12_MOUSE, ACO11_MOUSE	pdam_00005904-RA
OG0002897	ACON_MOUSE	pdam_00012716-RA
OG0002898	ACSL4_MOUSE, ACSL3_MOUSE	pdam_00007999-RA
OG0002899	ACY2_MOUSE, ACY3_MOUSE	pdam_00021198-RA
OG0002900	ADA17_MOUSE	pdam_00023013-RA
OG0002901	ADCK5_MOUSE	pdam_00018810-RA, pdam_00018812-RA
OG0002902	ADCY6_MOUSE, ADCY5_MOUSE	pdam_00013222-RA
OG0002903	ADGB_MOUSE	pdam_00004019-RA
OG0002904	ADPGK_MOUSE	pdam_00008996-RA, pdam_00008995-RA
OG0002905	ADRM1_MOUSE	pdam_00009480-RA
OG0002906	AGGF1_MOUSE	pdam_00017306-RA
OG0002909	AHI1_MOUSE	pdam_00024411-RA
OG0002910	AHSA2_MOUSE, AHSA1_MOUSE	pdam_00003799-RA
OG0002911	AIDA_MOUSE	pdam_00015059-RA, pdam_00005866-RA
OG0002912	AIG1_MOUSE	pdam_00024128-RA
OG0002913	SYYC_MOUSE, AIMP1_MOUSE	pdam_00004348-RA
OG0002914	AIPL1_MOUSE, AIP_MOUSE	pdam_00006587-RA
OG0002915	AL1L1_MOUSE, AL1L2_MOUSE	pdam_00003300-RA
OG0002916	AL7A1_MOUSE	pdam_00021400-RA
OG0002917	ALR_MOUSE	pdam_00009320-RA, pdam_00009318-RA
OG0002918	AMFR_MOUSE	pdam_00009110-RA
OG0002919	AMN1_MOUSE	pdam_00001908-RA
OG0002920	AMPO_MOUSE	pdam_00008712-RA
OG0002921	AMRA1_MOUSE	pdam_00010859-RA
OG0002922	AN13B_MOUSE, AN13D_MOUSE	pdam_00012107-RA
OG0002923	ANGE1_MOUSE, ANGE2_MOUSE	pdam_00016765-RA
OG0002924	ANKF1_MOUSE	pdam_00011838-RA
OG0002925	ANKS6_MOUSE	pdam_00013425-RA
OG0002926	ANM8_MOUSE, ANM1_MOUSE	pdam_00012074-RA
OG0002927	ANO8_MOUSE	pdam_00004392-RA
OG0002928	ANR39_MOUSE, ANR31_MOUSE	pdam_00008131-RA
OG0002932	ANS1B_MOUSE, ANS1A_MOUSE	pdam_00004489-RA
OG0002933	USH1G_MOUSE, ANS4B_MOUSE	pdam_00004237-RA
OG0002934	AP1G2_MOUSE, AP1G1_MOUSE	pdam_00004802-RA
OG0002935	AP1M2_MOUSE, AP1M1_MOUSE	pdam_00013177-RA
OG0002936	AP3B2_MOUSE, AP3B1_MOUSE	pdam_00014072-RA
OG0002937	AP3D1_MOUSE	pdam_00021484-RA
OG0002938	AP3S1_MOUSE, AP3S2_MOUSE	pdam_00014499-RA
OG0002939	AP4AT_MOUSE	pdam_00019372-RA
OG0002940	AP5B1_MOUSE	pdam_00019441-RA, pdam_00019442-RA, pdam_00019440-RA
OG0002941	AP5M1_MOUSE	pdam_00018037-RA
OG0002942	APBA2_MOUSE, APBA1_MOUSE	pdam_00000171-RA
OG0002943	APOB_MOUSE	pdam_00007541-RA, pdam_00009293-RA
OG0002944	AQR_MOUSE	pdam_00016680-RA
OG0002945	ARBK1_MOUSE, ARBK2_MOUSE	pdam_00008088-RA
OG0002946	ARCH_MOUSE	pdam_00013627-RA
OG0002947	ARFG1_MOUSE	pdam_00008949-RA
OG0002948	ARGI2_MOUSE, ARGI1_MOUSE	pdam_00007804-RA
OG0002949	ARL15_MOUSE	pdam_00013952-RA, pdam_00017293-RA
OG0002950	ARL8B_MOUSE, ARL8A_MOUSE	pdam_00018162-RA
OG0002951	ARPC5_MOUSE, ARP5L_MOUSE	pdam_00010674-RA
OG0002952	ARP6_MOUSE	pdam_00002719-RA
OG0002953	ASAP1_MOUSE, ASAP2_MOUSE	pdam_00002655-RA
OG0002954	ASB7_MOUSE	pdam_00000021-RA
OG0002955	ASF1A_MOUSE, ASF1B_MOUSE	pdam_00013145-RA
OG0002956	ASND1_MOUSE	pdam_00018539-RA
OG0002957	ASPH1_MOUSE, ASPH2_MOUSE	pdam_00000327-RA
OG0002958	ASXL2_MOUSE, ASXL1_MOUSE	pdam_00000358-RA
OG0002959	ATAD2_MOUSE	pdam_00010256-RA
OG0002960	ATE1_MOUSE	pdam_00011466-RA
OG0002961	ATF7_MOUSE, ATF2_MOUSE	pdam_00001511-RA
OG0002962	ATF5_MOUSE, ATF4_MOUSE	pdam_00004529-RA
OG0002963	ATF6B_MOUSE, ATF6A_MOUSE	pdam_00016189-RA
OG0002964	THSD4_MOUSE, ATL4_MOUSE	pdam_00008316-RA
OG0002965	ATP7B_MOUSE, ATP7A_MOUSE	pdam_00001681-RA
OG0002966	ATP9A_MOUSE, ATP9B_MOUSE	pdam_00011845-RA
OG0002967	ATRAP_MOUSE	pdam_00013494-RA
OG0002968	ATX2L_MOUSE, ATX2_MOUSE	pdam_00013927-RA
OG0002969	ECHD2_MOUSE, AUHM_MOUSE	pdam_00019847-RA
OG0002970	VILI_MOUSE, AVIL_MOUSE	pdam_00001693-RA
OG0002971	AXIN2_MOUSE, AXIN1_MOUSE	pdam_00019053-RA
OG0002972	BACE2_MOUSE, BACE1_MOUSE	pdam_00020031-RA
OG0002973	BAHC1_MOUSE, TNC18_MOUSE	pdam_00010830-RA
OG0002974	BAP29_MOUSE, BAP31_MOUSE	pdam_00001420-RA
OG0002975	BAT1_MOUSE	pdam_00013418-RA, pdam_00013419-RA
OG0002976	BCKD_MOUSE	pdam_00000409-RA
OG0002977	BECN1_MOUSE, BECN2_MOUSE	pdam_00016431-RA
OG0002978	BICD1_MOUSE, BICD2_MOUSE	pdam_00018163-RA
OG0002980	BMAL1_MOUSE, BMAL2_MOUSE	pdam_00014959-RA
OG0002981	BNI3L_MOUSE, BNIP3_MOUSE	pdam_00008559-RA
OG0002982	BOK_MOUSE	pdam_00015975-RA, pdam_00013740-RA
OG0002983	BORC8_MOUSE	pdam_00008335-RA
OG0002984	BRD7_MOUSE	pdam_00021489-RA
OG0002985	BTG1_MOUSE, BTG2_MOUSE	pdam_00008715-RA
OG0002986	C102A_MOUSE	pdam_00003667-RA
OG0002987	C10_MOUSE	pdam_00019083-RA
OG0002988	C1TM_MOUSE, C1TC_MOUSE	pdam_00008636-RA
OG0002989	C2AIL_MOUSE, NKRF_MOUSE	pdam_00016703-RA
OG0002991	C2D1B_MOUSE, C2D1A_MOUSE	pdam_00014721-RA
OG0002992	C56D1_MOUSE, C56D2_MOUSE	pdam_00025527-RA
OG0002993	CB39L_MOUSE, CAB39_MOUSE	pdam_00001304-RA
OG0002994	CABL2_MOUSE, CABL1_MOUSE	pdam_00018242-RA
OG0002995	CACP_MOUSE	pdam_00019955-RA
OG0002996	CAF1B_MOUSE	pdam_00004011-RA
OG0002997	CALR_MOUSE	pdam_00005910-RA
OG0002998	RCN1_MOUSE, CALU_MOUSE	pdam_00004487-RA
OG0002999	CALX_MOUSE, CLGN_MOUSE	pdam_00007231-RA
OG0003000	CAN9_MOUSE	pdam_00019720-RA
OG0003001	CAP1_MOUSE, CAP2_MOUSE	pdam_00015675-RA
OG0003002	CASP7_MOUSE, CASP3_MOUSE	pdam_00004047-RA
OG0003003	CUX1_MOUSE, CASP_MOUSE	pdam_00021836-RA
OG0003004	CATZ_MOUSE	pdam_00019029-RA, pdam_00020903-RA
OG0003005	CAYP2_MOUSE	pdam_00009950-RA
OG0003006	CAZA2_MOUSE, CAZA1_MOUSE	pdam_00021036-RA
OG0003007	CB069_MOUSE	pdam_00012653-RA
OG0003008	CBP_MOUSE, EP300_MOUSE	pdam_00013067-RA
OG0003009	CBR3_MOUSE, CBR1_MOUSE	pdam_00012660-RA
OG0003010	CC154_MOUSE	pdam_00013843-RA
OG0003011	CC157_MOUSE	pdam_00025355-RA
OG0003012	CC175_MOUSE	pdam_00023807-RA
OG0003014	CCD92_MOUSE	pdam_00000325-RA
OG0003015	CCHCR_MOUSE	pdam_00009591-RA
OG0003016	CCNI_MOUSE	pdam_00005513-RA
OG0003017	CCNJ_MOUSE, CCNJL_MOUSE	pdam_00004983-RA
OG0003018	CCNL1_MOUSE, CCNL2_MOUSE	pdam_00004190-RA
OG0003019	CCNT2_MOUSE, CCNT1_MOUSE	pdam_00010615-RA
OG0003020	CD2AP_MOUSE, SH3K1_MOUSE	pdam_00011454-RA
OG0003021	CD5R1_MOUSE, CD5R2_MOUSE	pdam_00012604-RA
OG0003022	SRTD2_MOUSE, CDCA4_MOUSE	pdam_00020843-RA
OG0003023	CDK14_MOUSE, CDK15_MOUSE	pdam_00018179-RA
OG0003024	CDK6_MOUSE, CDK4_MOUSE	pdam_00019002-RA
OG0003025	CDR2_MOUSE, CDR2L_MOUSE	pdam_00004241-RA
OG0003026	CE034_MOUSE	pdam_00001306-RA
OG0003027	CE104_MOUSE	pdam_00003091-RA
OG0003028	CE128_MOUSE	pdam_00019121-RA
OG0003029	CENPA_MOUSE	pdam_00005827-RA
OG0003030	CEPT1_MOUSE, CHPT1_MOUSE	pdam_00002963-RA
OG0003031	CERT_MOUSE	pdam_00013953-RA
OG0003032	CF263_MOUSE	pdam_00014057-RA
OG0003033	CFA96_MOUSE	pdam_00021859-RA
OG0003034	HASP_MOUSE	pdam_00007197-RA
OG0003035	CG057_MOUSE	pdam_00007275-RA
OG0003036	CGAT1_MOUSE, CGAT2_MOUSE	pdam_00009205-RA
OG0003037	CHIC2_MOUSE, CHIC1_MOUSE	pdam_00011951-RA
OG0003038	CHIO_MOUSE, CHIN_MOUSE	pdam_00008458-RA
OG0003039	CHM4B_MOUSE	pdam_00012391-RA, pdam_00017865-RA
OG0003040	CHP2_MOUSE, CHP1_MOUSE	pdam_00007803-RA
OG0003041	CSDC2_MOUSE, CHSP1_MOUSE	pdam_00004525-RA
OG0003042	CHSS1_MOUSE, CHSS3_MOUSE	pdam_00020085-RA
OG0003043	CI072_MOUSE	pdam_00012751-RA, pdam_00022604-RA
OG0003044	F120C_MOUSE, F120A_MOUSE	pdam_00003287-RA
OG0003045	CIC_MOUSE	pdam_00014527-RA
OG0003046	CILK1_MOUSE, MAK_MOUSE	pdam_00018860-RA
OG0003047	CISD3_MOUSE	pdam_00000101-RA, pdam_00013533-RA
OG0003048	CLAP2_MOUSE, CLAP1_MOUSE	pdam_00004459-RA
OG0003049	CLCB_MOUSE, CLCA_MOUSE	pdam_00013739-RA
OG0003050	CLCN1_MOUSE, CLCN2_MOUSE	pdam_00005253-RA
OG0003051	CMTA2_MOUSE, CMTA1_MOUSE	pdam_00022238-RA
OG0003052	CN093_MOUSE	pdam_00024037-RA
OG0003053	CNDP1_MOUSE, CNDP2_MOUSE	pdam_00013783-RA
OG0003054	CNNM2_MOUSE, CNNM4_MOUSE	pdam_00008833-RA
OG0003055	COG4_MOUSE	pdam_00021707-RA
OG0003056	COPA_MOUSE	pdam_00018643-RA
OG0003057	COPT1_MOUSE	pdam_00007015-RA, pdam_00019463-RA, pdam_00019464-RA
OG0003058	COQ3_MOUSE	pdam_00010161-RA
OG0003059	COQ8B_MOUSE, COQ8A_MOUSE	pdam_00015964-RA
OG0003060	CP20A_MOUSE	pdam_00005775-RA
OG0003062	CPEB3_MOUSE, CPEB2_MOUSE	pdam_00008532-RA
OG0003063	CPLN2_MOUSE	pdam_00003093-RA
OG0003064	CPLX2_MOUSE, CPLX1_MOUSE	pdam_00019039-RA
OG0003065	CPSF1_MOUSE	pdam_00022859-RA, pdam_00022855-RA
OG0003067	CR3L4_MOUSE, CR3L3_MOUSE	pdam_00011407-RA
OG0003068	CRDL1_MOUSE, CRDL2_MOUSE	pdam_00015652-RA
OG0003069	CREL1_MOUSE, CREL2_MOUSE	pdam_00012457-RA
OG0003071	CRKL_MOUSE, CRK_MOUSE	pdam_00007965-RA
OG0003073	CSN7A_MOUSE, CSN7B_MOUSE	pdam_00003055-RA
OG0003075	LAGE3_MOUSE	pdam_00019649-RA
OG0003076	CTBL1_MOUSE	pdam_00004681-RA
OG0003077	CTDSL_MOUSE, CTDS1_MOUSE	pdam_00000708-RA
OG0003078	MI4GD_MOUSE, CTIF_MOUSE	pdam_00001090-RA
OG0003079	PLAK_MOUSE, CTNB1_MOUSE	pdam_00008646-RA
OG0003080	CTNL1_MOUSE	pdam_00016418-RA
OG0003081	CUED1_MOUSE	pdam_00017349-RA
OG0003082	CUL4B_MOUSE, CUL4A_MOUSE	pdam_00018137-RA
OG0003083	CX6A1_MOUSE, CX6A2_MOUSE	pdam_00022455-RA
OG0003085	CXXC1_MOUSE	pdam_00011044-RA
OG0003086	CY561_MOUSE	pdam_00005779-RA, pdam_00005781-RA, pdam_00005780-RA
OG0003087	CYFP2_MOUSE, CYFP1_MOUSE	pdam_00004283-RA
OG0003088	GRASP_MOUSE, CYTIP_MOUSE	pdam_00013675-RA
OG0003089	DDX11_MOUSE	pdam_00008730-RA
OG0003090	DAAM1_MOUSE, DAAM2_MOUSE	pdam_00016690-RA
OG0003091	DACH2_MOUSE, DACH1_MOUSE	pdam_00018700-RA
OG0003093	DBND2_MOUSE, DTBP1_MOUSE	pdam_00007718-RA
OG0003094	DC11L_MOUSE, DRC11_MOUSE	pdam_00003283-RA
OG0003095	DC1I1_MOUSE, DC1I2_MOUSE	pdam_00020601-RA
OG0003096	DC1L2_MOUSE, DC1L1_MOUSE	pdam_00018898-RA
OG0003097	DC2L1_MOUSE	pdam_00011561-RA, pdam_00013238-RA
OG0003098	DCAF6_MOUSE	pdam_00001589-RA
OG0003099	DCC_MOUSE, NEO1_MOUSE	pdam_00001672-RA, pdam_00003909-RA
OG0003100	DCNL1_MOUSE, DCNL2_MOUSE	pdam_00001255-RA
OG0003101	DCST1_MOUSE, DCST2_MOUSE	pdam_00014234-RA
OG0003102	S23IP_MOUSE, DDHD2_MOUSE	pdam_00003541-RA
OG0003103	DDI2_MOUSE, DDI1_MOUSE	pdam_00003412-RA
OG0003104	DDX18_MOUSE	pdam_00003985-RA, pdam_00003983-RA
OG0003105	DDX20_MOUSE	pdam_00001378-RA
OG0003106	DDX50_MOUSE, DDX21_MOUSE	pdam_00002942-RA
OG0003107	DDX31_MOUSE	pdam_00004102-RA
OG0003108	DDX49_MOUSE	pdam_00025862-RA, pdam_00025813-RA, pdam_00006492-RA
OG0003109	DEN10_MOUSE	pdam_00003576-RA
OG0003111	DEN1B_MOUSE, DEN1A_MOUSE	pdam_00005826-RA
OG0003112	DEN5A_MOUSE, DEN5B_MOUSE	pdam_00007444-RA
OG0003113	DEP1B_MOUSE, DEP1A_MOUSE	pdam_00012975-RA
OG0003114	DEPD7_MOUSE	pdam_00020476-RA
OG0003115	DERL3_MOUSE, DERL2_MOUSE	pdam_00000295-RA
OG0003116	DGKD_MOUSE, DGKH_MOUSE	pdam_00001775-RA
OG0003117	DHB14_MOUSE	pdam_00023240-RA
OG0003118	DHRS4_MOUSE	pdam_00009113-RA
OG0003119	DHX15_MOUSE	pdam_00002199-RA
OG0003120	DIDO1_MOUSE	pdam_00011797-RA
OG0003121	DKC1_MOUSE	pdam_00023444-RA
OG0003122	DLGP5_MOUSE	pdam_00008395-RA
OG0003123	DMXL2_MOUSE, DMXL1_MOUSE	pdam_00000868-RA
OG0003124	DNJB1_MOUSE, DNJB4_MOUSE	pdam_00004580-RA
OG0003125	DOPP1_MOUSE	pdam_00019951-RA
OG0003126	DPP8_MOUSE, DPP9_MOUSE	pdam_00001080-RA
OG0003129	DSCAM_MOUSE, DSCL1_MOUSE	pdam_00001282-RA
OG0003130	DTD1_MOUSE	pdam_00016518-RA
OG0003132	DXO_MOUSE	pdam_00005432-RA
OG0003133	DYH17_MOUSE	pdam_00009339-RA
OG0003134	E2F3_MOUSE, E2F2_MOUSE	pdam_00022764-RA
OG0003135	EP400_MOUSE	pdam_00006596-RA
OG0003137	EDAD_MOUSE	pdam_00011673-RA, pdam_00011672-RA, pdam_00011670-RA, pdam_00008510-RA
OG0003138	EEIG2_MOUSE, EEIG1_MOUSE	pdam_00015617-RA
OG0003139	EFHD2_MOUSE, EFHD1_MOUSE	pdam_00014597-RA
OG0003140	EI2BE_MOUSE	pdam_00019600-RA
OG0003141	EIF1B_MOUSE, EIF1_MOUSE	pdam_00000714-RA
OG0003142	EKI1_MOUSE, EKI2_MOUSE	pdam_00002987-RA
OG0003143	ENOX1_MOUSE, ENOX2_MOUSE	pdam_00001315-RA
OG0003144	ENTP4_MOUSE, ENTP7_MOUSE	pdam_00014454-RA
OG0003145	ENTP6_MOUSE, ENTP5_MOUSE	pdam_00000679-RA
OG0003146	ENTR1_MOUSE	pdam_00017236-RA
OG0003147	EP15R_MOUSE	pdam_00010786-RA
OG0003148	EPG5_MOUSE	pdam_00001124-RA
OG0003149	EPOP_MOUSE, SKDA1_MOUSE	pdam_00010640-RA
OG0003150	ERAL1_MOUSE	pdam_00005662-RA
OG0003151	ERF3A_MOUSE, ERF3B_MOUSE	pdam_00004235-RA
OG0003153	FLI1_MOUSE, ERG_MOUSE	pdam_00000976-RA
OG0003154	ERLN2_MOUSE, ERLN1_MOUSE	pdam_00001060-RA
OG0003155	ERN2_MOUSE, ERN1_MOUSE	pdam_00000538-RA
OG0003156	ESRP1_MOUSE, ESRP2_MOUSE	pdam_00017870-RA
OG0003157	ESS2_MOUSE	pdam_00018577-RA
OG0003158	ETHE1_MOUSE	pdam_00008298-RA
OG0003159	EVI5_MOUSE	pdam_00000081-RA
OG0003161	EXO1_MOUSE	pdam_00018370-RA
OG0003162	EXOS2_MOUSE	pdam_00007007-RA
OG0003163	EXTL1_MOUSE, EXT1_MOUSE	pdam_00013593-RA
OG0003164	F10A1_MOUSE	pdam_00004294-RA
OG0003165	NXP20_MOUSE, F1142_MOUSE	pdam_00008211-RA
OG0003166	F135B_MOUSE, F135A_MOUSE	pdam_00012915-RA
OG0003167	F162A_MOUSE, F162B_MOUSE	pdam_00013320-RA
OG0003168	F16P2_MOUSE, F16P1_MOUSE	pdam_00021399-RA
OG0003169	F181B_MOUSE	pdam_00012705-RA, pdam_00009565-RA
OG0003170	F204A_MOUSE	pdam_00003569-RA
OG0003171	F221A_MOUSE	pdam_00012646-RA
OG0003172	F228A_MOUSE, F228B_MOUSE	pdam_00020888-RA
OG0003173	FA76A_MOUSE, FA76B_MOUSE	pdam_00011461-RA
OG0003174	FA98B_MOUSE, FA98A_MOUSE	pdam_00002907-RA
OG0003175	FANK1_MOUSE	pdam_00000750-RA, pdam_00004998-RA
OG0003176	FBLL1_MOUSE, FBRL_MOUSE	pdam_00008022-RA
OG0003177	FBW1B_MOUSE, FBW1A_MOUSE	pdam_00012479-RA
OG0003178	FBX11_MOUSE	pdam_00023551-RA
OG0003179	FBX22_MOUSE	pdam_00009071-RA, pdam_00008117-RA
OG0003180	FBX40_MOUSE, FBX30_MOUSE	pdam_00003169-RA
OG0003181	FBX5_MOUSE, FBX43_MOUSE	pdam_00018320-RA
OG0003182	FBX4_MOUSE	pdam_00022384-RA
OG0003183	FBXL6_MOUSE	pdam_00004344-RA, pdam_00004343-RA
OG0003184	FCSD1_MOUSE, FCSD2_MOUSE	pdam_00006702-RA
OG0003185	FCSK_MOUSE	pdam_00018195-RA
OG0003186	FDXA1_MOUSE	pdam_00018692-RA, pdam_00018689-RA
OG0003187	FERM1_MOUSE, FERM2_MOUSE	pdam_00002881-RA
OG0003188	FEZ1_MOUSE, FEZ2_MOUSE	pdam_00018103-RA
OG0003189	FEZF2_MOUSE, FEZF1_MOUSE	pdam_00018153-RA
OG0003190	FHAD1_MOUSE	pdam_00006386-RA, pdam_00006382-RA
OG0003191	FHI1B_MOUSE, FHI1A_MOUSE	pdam_00012822-RA
OG0003192	FIS1_MOUSE	pdam_00014933-RA
OG0003193	FLOWR_MOUSE	pdam_00010712-RA
OG0003195	FMN1_MOUSE, FMN2_MOUSE	pdam_00014658-RA
OG0003196	FN3K_MOUSE, KT3K_MOUSE	pdam_00024469-RA
OG0003198	FOXL2_MOUSE	pdam_00003083-RA
OG0003199	FRMD8_MOUSE	pdam_00016173-RA
OG0003200	FREM3_MOUSE, FREM2_MOUSE	pdam_00001730-RA
OG0003201	FSCN1_MOUSE, FSCN2_MOUSE	pdam_00005405-RA
OG0003202	FSTL3_MOUSE, FST_MOUSE	pdam_00000807-RA
OG0003203	FUND2_MOUSE, FUND1_MOUSE	pdam_00003458-RA
OG0003204	FUT8_MOUSE	pdam_00018879-RA
OG0003205	G3BP1_MOUSE, G3BP2_MOUSE	pdam_00001712-RA
OG0003206	G3P_MOUSE, G3PT_MOUSE	pdam_00003361-RA
OG0003208	GANC_MOUSE, GANAB_MOUSE	pdam_00017684-RA
OG0003209	GATA3_MOUSE, GATA2_MOUSE	pdam_00004313-RA
OG0003210	GBA1_MOUSE	pdam_00004386-RA, pdam_00004391-RA
OG0003212	GBRAP_MOUSE, GBRL1_MOUSE	pdam_00016082-RA
OG0003213	GBX2_MOUSE, GBX1_MOUSE	pdam_00014661-RA
OG0003214	GCM2_MOUSE, GCM1_MOUSE	pdam_00014897-RA
OG0003215	GCP3_MOUSE	pdam_00001817-RA
OG0003216	GDE1_MOUSE	pdam_00020975-RA, pdam_00010034-RA, pdam_00020976-RA
OG0003217	GDIR2_MOUSE, GDIR1_MOUSE	pdam_00000528-RA
OG0003218	MCIN_MOUSE, GEMI_MOUSE	pdam_00010478-RA
OG0003219	GET4_MOUSE	pdam_00021717-RA
OG0003220	GGH_MOUSE	pdam_00011815-RA, pdam_00022834-RA, pdam_00022833-RA
OG0003221	GIT1_MOUSE, GIT2_MOUSE	pdam_00012109-RA
OG0003222	GL1D1_MOUSE	pdam_00005363-RA
OG0003223	GLGB_MOUSE	pdam_00017969-RA
OG0003224	GLIS1_MOUSE, GLIS3_MOUSE	pdam_00010819-RA
OG0003225	GLMN_MOUSE	pdam_00007838-RA
OG0003226	GLO2_MOUSE, HAGHL_MOUSE	pdam_00000594-RA
OG0003227	GLP3L_MOUSE, GOLP3_MOUSE	pdam_00000770-RA
OG0003228	GLT10_MOUSE	pdam_00007696-RA
OG0003229	GLU2B_MOUSE	pdam_00002283-RA
OG0003230	GMFB_MOUSE, GMFG_MOUSE	pdam_00015953-RA
OG0003231	GMPR1_MOUSE, GMPR2_MOUSE	pdam_00011371-RA
OG0003232	GNA12_MOUSE, GNA13_MOUSE	pdam_00011840-RA
OG0003233	GNPTG_MOUSE	pdam_00009002-RA
OG0003234	GNTK_MOUSE	pdam_00010293-RA
OG0003235	GOGA3_MOUSE	pdam_00000375-RA
OG0003236	GOLI_MOUSE, RN150_MOUSE	pdam_00012824-RA
OG0003237	GOLM2_MOUSE, GOLM1_MOUSE	pdam_00000238-RA
OG0003238	GOPC_MOUSE	pdam_00010754-RA
OG0003239	GORS2_MOUSE	pdam_00005297-RA
OG0003240	GOT1A_MOUSE, GOT1B_MOUSE	pdam_00010858-RA
OG0003241	GP108_MOUSE, GP107_MOUSE	pdam_00021217-RA
OG0003242	GPAT4_MOUSE, GPAT3_MOUSE	pdam_00007216-RA
OG0003244	GPN3_MOUSE	pdam_00010251-RA
OG0003245	GPR19_MOUSE	pdam_00012770-RA, pdam_00014989-RA, pdam_00006421-RA
OG0003247	GPT2L_MOUSE, GPTC2_MOUSE	pdam_00017079-RA
OG0003248	GPX7_MOUSE, GPX8_MOUSE	pdam_00023260-RA
OG0003249	GRD2I_MOUSE	pdam_00008752-RA, pdam_00008753-RA
OG0003250	GREM2_MOUSE, GREM1_MOUSE	pdam_00023145-RA
OG0003251	GRL1A_MOUSE	pdam_00000841-RA
OG0003252	GSK3A_MOUSE, GSK3B_MOUSE	pdam_00001353-RA
OG0003253	GSLG1_MOUSE	pdam_00024073-RA, pdam_00024072-RA
OG0003254	GUCD1_MOUSE	pdam_00022584-RA
OG0003255	GXLT1_MOUSE, GXLT2_MOUSE	pdam_00006590-RA
OG0003256	GYS1_MOUSE, GYS2_MOUSE	pdam_00011808-RA
OG0003257	H2AV_MOUSE, H2AZ_MOUSE	pdam_00020908-RA
OG0003258	H2AW_MOUSE, H2AY_MOUSE	pdam_00014900-RA
OG0003259	HAND2_MOUSE, HAND1_MOUSE	pdam_00012552-RA
OG0003260	SYHM_MOUSE, HARS1_MOUSE	pdam_00001650-RA
OG0003261	HCD2_MOUSE	pdam_00007505-RA
OG0003262	HCLS1_MOUSE, SRC8_MOUSE	pdam_00013883-RA
OG0003263	HDA10_MOUSE, HDAC6_MOUSE	pdam_00016342-RA
OG0003264	HECD1_MOUSE	pdam_00011995-RA
OG0003265	HECW2_MOUSE, HECW1_MOUSE	pdam_00016813-RA
OG0003266	HEXI2_MOUSE, HEXI1_MOUSE	pdam_00009859-RA
OG0003267	HIP1_MOUSE, HIP1R_MOUSE	pdam_00009390-RA
OG0003268	HMCES_MOUSE	pdam_00019194-RA
OG0003269	HMCS1_MOUSE, HMCS2_MOUSE	pdam_00008515-RA
OG0003270	HMGC2_MOUSE, HMGCL_MOUSE	pdam_00011292-RA
OG0003271	HNRPQ_MOUSE	pdam_00018921-RA, pdam_00018920-RA
OG0003272	SHRPN_MOUSE, HOIL1_MOUSE	pdam_00003620-RA
OG0003273	HOME1_MOUSE, HOME2_MOUSE	pdam_00000768-RA
OG0003274	HPS3_MOUSE	pdam_00003399-RA
OG0003275	HPS5_MOUSE	pdam_00020835-RA
OG0003276	HS12B_MOUSE, HS12A_MOUSE	pdam_00007425-RA
OG0003277	HTR5A_MOUSE, HTR5B_MOUSE	pdam_00002839-RA
