Orthogroup	Mmus	Nvec
OG0000645	FGF18_MOUSE, FGF17_MOUSE, FGF8_MOUSE	NV2t018093001.1, NV2t018097001.1, NV2t018092001.1
OG0000646	FHL1_MOUSE, FHL3_MOUSE, FHL5_MOUSE, FHL2_MOUSE	NV2t003463001.1, NV2t008295001.1, NV2t008295002.1, NV2t008295003.1
OG0000647	FMO5_MOUSE, FMO2_MOUSE, FMO1_MOUSE, FMO3_MOUSE	NV2t016188001.1, NV2t015383001.1
OG0000648	GCNT7_MOUSE, GCNT2_MOUSE, GCNT4_MOUSE, GCNT1_MOUSE, GCNT3_MOUSE	NV2t023946001.1, NV2t013996003.1, NV2t013996005.1
OG0000649	GLUCM_MOUSE	NV2t011253001.1, NV2t020556002.1, NV2t020556001.1, NV2t020556003.1, NV2t020556004.1
OG0000650	H10_MOUSE	NV2t007151001.1, NV2t007153001.1, NV2t007153002.1, NV2t007130002.1, NV2t007130001.1, NV2t006859001.1
OG0000653	LAMA4_MOUSE, LAMA5_MOUSE, LAMA3_MOUSE	NV2t024496003.1, NV2t024496004.1, NV2t024496001.1, NV2t015818001.1, NV2t015819001.1
OG0000654	LEMD2_MOUSE, MAN1_MOUSE	NV2t003130001.1, NV2t003130002.1, NV2t003130003.1, NV2t003130004.1, NV2t003130006.1, NV2t003130005.1, NV2t003130007.1
OG0000655	LMO4_MOUSE	NV2t024744001.1, NV2t024744004.1, NV2t024744005.1, NV2t024744003.1, NV2t024744002.1, NV2t024744006.1, NV2t024744007.1, NV2t024744008.1, NV2t024744009.1
OG0000656	LMTD1_MOUSE	NV2t025985001.1, NV2t017331001.1, NV2t017331003.1, NV2t017331006.1, NV2t017331002.1, NV2t017331004.1, NV2t017331005.1, NV2t017331007.1, NV2t025984001.1, NV2t025984003.1, NV2t025984002.1
OG0000657	M4K2_MOUSE, M4K1_MOUSE, M4K3_MOUSE, M4K5_MOUSE	NV2t011739005.1, NV2t011739002.1, NV2t011739004.1, NV2t011739001.1, NV2t011739003.1
OG0000658	MAFK_MOUSE, MAFG_MOUSE, MAFF_MOUSE	NV2t005807001.1
OG0000659	MEF2D_MOUSE, MEF2C_MOUSE, MEF2A_MOUSE	NV2t023957001.1, NV2t023957005.1, NV2t023957006.1, NV2t023957003.1, NV2t023957002.1, NV2t023957004.1, NV2t023957007.1
OG0000660	MYCD_MOUSE, MRTFB_MOUSE, MRTFA_MOUSE	NV2t007304001.1, NV2t007304002.1, NV2t007304003.1, NV2t007304005.1, NV2t007304006.1, NV2t007304004.1, NV2t007304007.1
OG0000661	NEUL2_MOUSE, NEUL3_MOUSE, NEUL1_MOUSE, NEU1B_MOUSE	NV2t012341002.1, NV2t012341001.1, NV2t012341003.1, NV2t004759001.1
OG0000662	NHLC1_MOUSE	NV2t011583001.1
OG0000664	NRBP_MOUSE	NV2t017045007.1, NV2t017045003.1, NV2t017045005.1, NV2t017045002.1, NV2t017045004.1, NV2t017045006.1, NV2t017045008.1, NV2t017045001.1, NV2t017040004.1, NV2t017040002.1, NV2t017040001.1, NV2t017040003.1
OG0000665	NUDT3_MOUSE, NUDT4_MOUSE, NUD10_MOUSE, NUD11_MOUSE	NV2t021680001.1, NV2t021680002.1, NV2t021680003.1, NV2t021680004.1
OG0000666	NWD1_MOUSE	NV2t017782001.1, NV2t012628001.1, NV2t002958001.1, NV2t004455001.1
OG0000667	PAK1_MOUSE, PAK2_MOUSE, PAK3_MOUSE	NV2t022260003.1, NV2t022260006.1, NV2t022260001.1, NV2t022260004.1, NV2t022260007.1, NV2t022260005.1, NV2t022260008.1
OG0000668	PH4H_MOUSE, TY3H_MOUSE, TPH2_MOUSE, TPH1_MOUSE	NV2t009668001.1, NV2t009668003.1, NV2t009668002.1, NV2t009668004.1, NV2t009668005.1
OG0000669	PIR_MOUSE	NV2t008661006.1, NV2t008662001.1, NV2t008661009.1, NV2t008661004.1, NV2t008661007.1, NV2t008661003.1, NV2t008661008.1, NV2t023002001.1, NV2t008661005.1, NV2t008661001.1, NV2t008661002.1
OG0000670	PLPP3_MOUSE, PLPP2_MOUSE, PLPP1_MOUSE	NV2t001615001.1, NV2t000431001.1, NV2t001751001.1, NV2t001752001.1, NV2t001753001.1
OG0000671	RM15_MOUSE	NV2t016044001.1
OG0000672	S29A2_MOUSE, S29A1_MOUSE	NV2t012669004.1, NV2t012669006.1, NV2t012669009.1, NV2t012669005.1, NV2t012669007.1, NV2t012669002.1, NV2t012669008.1, NV2t012669001.1, NV2t012669003.1
OG0000673	SAPL1_MOUSE, SAP_MOUSE	NV2t010195003.1, NV2t010195004.1, NV2t010195001.1, NV2t010195002.1, NV2t010195005.1, NV2t009855001.1, NV2t010549003.1, NV2t010549001.1, NV2t010549002.1
OG0000674	SLNL1_MOUSE	NV2t018558001.1, NV2t004298001.1, NV2t005833001.1, NV2t011669001.1, NV2t006631001.1, NV2t008201001.1, NV2t008201002.1, NV2t008207001.1, NV2t008229002.1
OG0000675	SPY2_MOUSE, SPRY3_MOUSE, SPY4_MOUSE, SPY1_MOUSE	NV2t018099001.1, NV2t018091001.1
OG0000676	SWAHC_MOUSE, SWAHD_MOUSE, SWAHA_MOUSE, SWAHB_MOUSE	NV2t005293001.1, NV2t005293002.1, NV2t005293004.1, NV2t005293003.1
OG0000677	TM163_MOUSE	NV2t012557001.1, NV2t023962001.1
OG0000678	TOR1A_MOUSE, TOR1B_MOUSE, TOR3A_MOUSE, TOR2X_MOUSE, TOR2A_MOUSE	NV2t025305001.1, NV2t025308001.1, NV2t020128001.1
OG0000679	UBR2_MOUSE	NV2t019679001.1
OG0000680	VP13C_MOUSE, VP13A_MOUSE	NV2t008701001.1, NV2t024619001.1, NV2t024621001.1
OG0000681	XKR6_MOUSE, XKR4_MOUSE, XKR7_MOUSE	NV2t025039001.1, NV2t020536001.1, NV2t020829001.1, NV2t020644001.1, NV2t015889001.1, NV2t016752001.1
OG0000701	CUZD1_MOUSE	NV2t024478001.1, NV2t024478002.1, NV2t024460001.1, NV2t024461001.1, NV2t021585001.1, NV2t024741004.1, NV2t024741001.1, NV2t024741002.1, NV2t024741003.1
OG0000702	SRCRL_MOUSE, CD5L_MOUSE, SRB4D_MOUSE	NV2t004984001.1, NV2t020942001.1, NV2t004783003.1, NV2t004783002.1, NV2t004783001.1
OG0000704	TSN11_MOUSE, CD151_MOUSE	NV2t017741001.1, NV2t017740001.1, NV2t018505001.1, NV2t018502001.1, NV2t018502002.1, NV2t018502003.1
OG0000705	PA2GE_MOUSE, PA2GA_MOUSE, PA2G5_MOUSE, PA2GD_MOUSE	NV2t021881001.1, NV2t021879002.1, NV2t021879003.1, NV2t021880001.1, NV2t021880002.1
OG0000706	COBA2_MOUSE, CO5A1_MOUSE, COBA1_MOUSE	NV2t024535001.1, NV2t024535002.1, NV2t024375002.1
OG0000707	TSEAR_MOUSE	NV2t014293001.1, NV2t014293002.1, NV2t014293003.1, NV2t014293004.1
OG0000708	LGI2_MOUSE, LGI3_MOUSE, LGI4_MOUSE, LGI1_MOUSE	NV2t008102001.1, NV2t008104001.1, NV2t008096001.1, NV2t008096002.1
OG0000709	S6A17_MOUSE, S6A15_MOUSE	NV2t014816001.1, NV2t014816004.1, NV2t014816002.1, NV2t014816003.1, NV2t014565001.1, NV2t014564001.1
OG0000710	NEDD8_MOUSE	NV2t023347001.1, NV2t022804002.1, NV2t004541001.1, NV2t025304001.1, NV2t025304002.1, NV2t025310001.1, NV2t025310002.1, NV2t025307001.1
OG0000711	PLCD4_MOUSE, PLCD3_MOUSE, PLCD1_MOUSE	NV2t000206005.1, NV2t000206006.1, NV2t000206001.1, NV2t000206002.1, NV2t000206003.1, NV2t000206004.1
OG0000712	ARSB_MOUSE	NV2t021837001.1, NV2t021839001.1, NV2t006142001.1
OG0000713	KCRM_MOUSE, KCRB_MOUSE	NV2t000637001.1, NV2t003002001.1, NV2t010663001.1, NV2t010663002.1, NV2t001961001.1
OG0000714	BRD2_MOUSE, BRD4_MOUSE, BRD3_MOUSE	NV2t024670006.1, NV2t024670004.1, NV2t024670005.1, NV2t024670007.1, NV2t024670002.1, NV2t024670001.1, NV2t024670003.1
OG0000715	CHSTB_MOUSE	NV2t013095001.1
OG0000716	ABCA5_MOUSE, ABCA9_MOUSE, ABC8A_MOUSE, ABC8B_MOUSE, ABCA6_MOUSE	NV2t019595001.1
OG0000717	ACSL5_MOUSE, ACSL6_MOUSE, ACSL1_MOUSE	NV2t006174001.1, NV2t006174002.1, NV2t005629001.1, NV2t005629002.1
OG0000718	ADHX_MOUSE, ADH4_MOUSE, ADH7_MOUSE, ADH1_MOUSE	NV2t006091001.1
OG0000719	XDH_MOUSE, AOXB_MOUSE, AOXC_MOUSE, AOXD_MOUSE, AOXA_MOUSE	NV2t005925001.1, NV2t019719002.1, NV2t019719003.1, NV2t019719001.1
OG0000720	ARAP1_MOUSE, ARAP3_MOUSE, ARAP2_MOUSE	NV2t003542005.1, NV2t003542002.1, NV2t003542003.1, NV2t003542006.1, NV2t003542001.1, NV2t003542004.1
OG0000721	ARRD3_MOUSE, ARRD2_MOUSE, TXNIP_MOUSE, ARRD4_MOUSE	NV2t014930001.1
OG0000722	ASGL1_MOUSE	NV2t004346001.1, NV2t004346002.1, NV2t004351001.1, NV2t004351003.1, NV2t004351002.1, NV2t004351004.1, NV2t004351006.1, NV2t004351005.1
OG0000723	AT1B1_MOUSE, AT1B3_MOUSE, AT1B2_MOUSE, AT1B4_MOUSE, ATP4B_MOUSE	NV2t021372001.1, NV2t021372002.1
OG0000724	AT2A3_MOUSE, AT2A1_MOUSE, AT2A2_MOUSE	NV2t016458002.1, NV2t016458001.1, NV2t016458003.1, NV2t016458006.1, NV2t016458004.1, NV2t016458007.1
OG0000725	CP27A_MOUSE, CP27B_MOUSE	NV2t004481001.1, NV2t004481002.1, NV2t004482001.1, NV2t004482002.1, NV2t004482003.1, NV2t016230001.1
OG0000727	GPHB5_MOUSE, FSHB_MOUSE, TSHB_MOUSE, LSHB_MOUSE	NV2t012909001.1
OG0000728	TSP3_MOUSE, TSP4_MOUSE, COMP_MOUSE	NV2t023886001.1, NV2t023886003.1, NV2t023886002.1, NV2t023884001.1, NV2t023884002.1
OG0000729	CRSPL_MOUSE, PI15_MOUSE, CRLD1_MOUSE, CRLD2_MOUSE	NV2t017288001.1
OG0000730	CRX_MOUSE, OTX1_MOUSE, OTX2_MOUSE	NV2t012795001.1, NV2t012799001.1, NV2t012793001.1
OG0000731	DDC_MOUSE, DCHS_MOUSE, GADL1_MOUSE, CSAD_MOUSE, DCE1_MOUSE, DCE2_MOUSE	NV2t025299001.1
OG0000732	CSEN_MOUSE, KCIP1_MOUSE, KCIP4_MOUSE	NV2t017620001.1, NV2t017620002.1, NV2t017620006.1, NV2t017620003.1, NV2t017620004.1, NV2t017620005.1
OG0000733	DHB1_MOUSE	NV2t021934001.1, NV2t024071001.1, NV2t017685001.1, NV2t017687001.1
OG0000734	ECE1_MOUSE, ECE2_MOUSE, EFCE2_MOUSE	NV2t014230001.1, NV2t013259001.1, NV2t013259004.1, NV2t013259002.1, NV2t013259003.1
OG0000735	EGLN1_MOUSE, EGLN2_MOUSE, EGLN3_MOUSE	NV2t008424001.1, NV2t008424003.1, NV2t008424005.1, NV2t008424002.1, NV2t008424004.1
OG0000736	ETS1_MOUSE, ETS2_MOUSE	NV2t021858005.1, NV2t021858002.1, NV2t021858003.1, NV2t021858006.1, NV2t021858007.1, NV2t021858001.1, NV2t021858004.1
OG0000737	FRRS1_MOUSE	NV2t001405001.1, NV2t000027001.1, NV2t000021002.1, NV2t000021001.1, NV2t000021003.1
OG0000738	GTR3_MOUSE, GLUT4_MOUSE, GTR1_MOUSE	NV2t010462001.1, NV2t013781001.1, NV2t013781002.1, NV2t013781005.1, NV2t013781004.1
OG0000739	GON4L_MOUSE	NV2t022880006.1, NV2t022878001.1, NV2t022878002.1, NV2t022880002.1, NV2t022877001.1, NV2t022880005.1, NV2t022880004.1, NV2t022880001.1, NV2t022880003.1
OG0000740	GP157_MOUSE	NV2t008562002.1, NV2t008562001.1, NV2t008562003.1, NV2t016862001.1
OG0000742	HNMT_MOUSE	NV2t010104001.1, NV2t010105001.1, NV2t014181001.1, NV2t022647001.1, NV2t025617001.1
OG0000743	KANK3_MOUSE, KANK4_MOUSE, KANK2_MOUSE	NV2t001053003.1, NV2t001053005.1, NV2t001053001.1, NV2t001053004.1, NV2t001053002.1, NV2t001053006.1
OG0000744	KS6A1_MOUSE, KS6A2_MOUSE, KS6A3_MOUSE, KS6A6_MOUSE	NV2t009417004.1, NV2t009417001.1, NV2t009417002.1, NV2t009417003.1
OG0000745	MFSD6_MOUSE	NV2t010782001.1, NV2t011673001.1, NV2t012436001.1
OG0000746	MRCKG_MOUSE, MRCKA_MOUSE, MRCKB_MOUSE	NV2t012714002.1, NV2t012714003.1, NV2t012714006.1, NV2t012714004.1, NV2t012714005.1, NV2t012714007.1
OG0000747	MSD1_MOUSE, MSD2_MOUSE	NV2t003715001.1, NV2t003717001.1, NV2t003717002.1
OG0000748	MYO5A_MOUSE, MYO5B_MOUSE	NV2t013918003.1, NV2t013918001.1, NV2t013918005.1, NV2t013918004.1, NV2t013918006.1, NV2t013918007.1, NV2t013918002.1
OG0000750	NDUF5_MOUSE	NV2t000833001.1, NV2t000833002.1, NV2t009595001.1, NV2t023616001.1, NV2t023616002.1, NV2t023616003.1
OG0000751	NFAT5_MOUSE	NV2t003882003.1, NV2t003882008.1, NV2t003882001.1, NV2t003882002.1, NV2t003882004.1, NV2t003882005.1, NV2t003882006.1, NV2t003882007.1, NV2t003882009.1, NV2t003882010.1
OG0000752	NFIX_MOUSE, NFIA_MOUSE, NFIB_MOUSE, NFIC_MOUSE	NV2t001242001.1, NV2t001243002.1, NV2t001242002.1, NV2t001243001.1
OG0000753	OTOAN_MOUSE	NV2t014576001.1, NV2t013163001.1, NV2t013164001.1, NV2t013166001.1, NV2t013165001.1, NV2t013171001.1, NV2t018072002.1, NV2t018072003.1, NV2t018072004.1, NV2t018072001.1
OG0000754	PTN5_MOUSE, PTN7_MOUSE, PTPRR_MOUSE	NV2t017409002.1, NV2t017409003.1, NV2t017409005.1, NV2t017409001.1, NV2t017409004.1, NV2t017409006.1
OG0000755	PTTG_MOUSE	NV2t001769001.1, NV2t024028001.1, NV2t024028002.1, NV2t024031001.1, NV2t024031002.1, NV2t024031003.1, NV2t011940001.1, NV2t011940002.1
OG0000756	PUM1_MOUSE, PUM2_MOUSE	NV2t005837002.1, NV2t005837001.1, NV2t005837004.1, NV2t005837008.1, NV2t005837005.1, NV2t005837003.1, NV2t005837006.1, NV2t005837007.1
OG0000757	QRIC2_MOUSE	NV2t020233001.1, NV2t014066001.1, NV2t012625001.1, NV2t007322001.1, NV2t007329001.1, NV2t007329002.1, NV2t007329003.1
OG0000758	RASEF_MOUSE	NV2t013562008.1, NV2t013562011.1, NV2t013562005.1, NV2t013562007.1, NV2t013562009.1, NV2t013562010.1, NV2t013562003.1, NV2t013562004.1, NV2t013562001.1, NV2t013562002.1
OG0000759	SEPT8_MOUSE, SEP11_MOUSE, SEPT6_MOUSE, SEP14_MOUSE, SEP10_MOUSE	NV2t003722001.1
OG0000760	RFC1_MOUSE	NV2t006579001.1
OG0000761	STA13_MOUSE, RHG07_MOUSE	NV2t003405003.1, NV2t003405006.1, NV2t003405002.1, NV2t003405004.1, NV2t003405007.1, NV2t003405005.1, NV2t003405001.1, NV2t003405008.1
OG0000762	RIMS4_MOUSE, RIMS3_MOUSE, RIMS2_MOUSE, RIMS1_MOUSE	NV2t005827002.1, NV2t005827001.1, NV2t005827003.1, NV2t005827004.1
OG0000763	S23A2_MOUSE, S23A1_MOUSE	NV2t011914001.1, NV2t012289001.1, NV2t018796001.1, NV2t012287001.1
OG0000764	S38A6_MOUSE, S38A5_MOUSE, S38A3_MOUSE, S38A1_MOUSE, S38A2_MOUSE, S38A4_MOUSE	NV2t010881001.1
OG0000765	SDC2_MOUSE, SDC4_MOUSE, SDC3_MOUSE, SDC1_MOUSE	NV2t005909001.1, NV2t005909002.1, NV2t006659001.1
OG0000767	TLE2_MOUSE, TLE3_MOUSE, TLE1_MOUSE, TLE4_MOUSE	NV2t023264007.1, NV2t023264011.1, NV2t023264006.1, NV2t023264012.1
OG0000768	TNR5_MOUSE, TNR14_MOUSE, TNR1B_MOUSE, TNR21_MOUSE, TR11B_MOUSE	NV2t020319001.1
OG0000769	TP4A3_MOUSE, TP4A1_MOUSE, TP4A2_MOUSE	NV2t006088006.1, NV2t006088004.1, NV2t006088001.1, NV2t006088005.1, NV2t006088002.1, NV2t006088003.1
OG0000770	TPD53_MOUSE, TPD52_MOUSE, TPD54_MOUSE	NV2t006380002.1, NV2t006380003.1, NV2t006380005.1, NV2t006380007.1, NV2t006380004.1, NV2t006380006.1
OG0000771	TRAD1_MOUSE, XAF1_MOUSE	NV2t015946001.1, NV2t020054001.1
OG0000772	WDR55_MOUSE	NV2t003009006.1, NV2t003009010.1, NV2t003009007.1, NV2t003009005.1, NV2t003009001.1, NV2t003009009.1, NV2t003009002.1, NV2t003009004.1, NV2t003009003.1, NV2t003009008.1
OG0000773	ZC12A_MOUSE, ZC12D_MOUSE	NV2t009145001.1, NV2t009145002.1, NV2t009145003.1, NV2t005965001.1, NV2t005965002.1, NV2t005965003.1
OG0000791	MUC4_MOUSE	NV2t016273001.1, NV2t016270001.1, NV2t016270002.1
OG0000792	TRAF3_MOUSE	NV2t018750006.1, NV2t012066001.1
OG0000793	AMPE_MOUSE	NV2t013265001.1, NV2t013268001.1, NV2t014405004.1, NV2t014405001.1, NV2t014405003.1
OG0000794	JERKY_MOUSE, JERKL_MOUSE, TIGD2_MOUSE, TIGD5_MOUSE	NV2t012360001.1
OG0000796	SC6A1_MOUSE	NV2t004096001.1, NV2t004096002.1, NV2t016778001.1, NV2t010048001.1, NV2t009573001.1, NV2t009573002.1
OG0000797	CAD23_MOUSE	NV2t002229001.1, NV2t014312001.1, NV2t014310001.1, NV2t014310002.1, NV2t014310003.1, NV2t005997001.1
OG0000798	CAC1E_MOUSE, CAC1B_MOUSE, CAC1A_MOUSE	NV2t025118002.1, NV2t024941001.1, NV2t024941002.1
OG0000799	S39A8_MOUSE, S39AE_MOUSE	NV2t011853001.1, NV2t014498001.1, NV2t015979003.1, NV2t015979001.1, NV2t015979002.1, NV2t014499001.1
OG0000800	TM232_MOUSE	NV2t013298001.1, NV2t022748001.1, NV2t025932001.1, NV2t001343001.1, NV2t022809001.1, NV2t022809002.1
OG0000801	GARL3_MOUSE, SIPA1_MOUSE, SI1L3_MOUSE, SI1L1_MOUSE, SI1L2_MOUSE	NV2t010917001.1
OG0000802	KCC1B_MOUSE, KCC1A_MOUSE, KCC1D_MOUSE	NV2t002115001.1, NV2t002115005.1, NV2t002115003.1, NV2t002115004.1, NV2t002115002.1
OG0000803	AD4F1_MOUSE, ADCL3_MOUSE, NCEH1_MOUSE, AAAD_MOUSE	NV2t022686001.1
OG0000804	CAR14_MOUSE, CAR10_MOUSE, CAR11_MOUSE, CARD9_MOUSE	NV2t006957001.1, NV2t007763001.1
OG0000805	PCGF2_MOUSE, BMI1_MOUSE	NV2t010851001.1, NV2t010853003.1, NV2t010853004.1, NV2t010849001.1
OG0000806	TMC7_MOUSE	NV2t016640001.1, NV2t018665001.1, NV2t018665002.1, NV2t007200001.1, NV2t007200002.1, NV2t007200003.1, NV2t007200004.1
OG0000807	MOES_MOUSE, EZRI_MOUSE, RADI_MOUSE	NV2t008519004.1, NV2t008519001.1, NV2t008519002.1, NV2t008519005.1, NV2t008519003.1
OG0000808	PLEK_MOUSE	NV2t025322001.1, NV2t000718001.1, NV2t000719001.1, NV2t000874001.1, NV2t005890001.1
OG0000809	ADIPL_MOUSE, ERFE_MOUSE	NV2t013732001.1, NV2t013732003.1, NV2t013732004.1, NV2t013732002.1, NV2t013732005.1, NV2t013732006.1, NV2t013732007.1
OG0000810	AGO2_MOUSE, AGO1_MOUSE, AGO4_MOUSE, AGO3_MOUSE	NV2t005974001.1, NV2t005870001.1
OG0000811	AGRD1_MOUSE	NV2t010007001.1, NV2t010007002.1, NV2t004832001.1, NV2t004832002.1, NV2t010145001.1, NV2t010158001.1
OG0000812	AGRL3_MOUSE, AGRL1_MOUSE, AGRL2_MOUSE	NV2t002324001.1, NV2t000075001.1, NV2t000077001.1
OG0000813	AKT3_MOUSE, AKT2_MOUSE, AKT1_MOUSE	NV2t010818001.1, NV2t010818002.1, NV2t010818003.1, NV2t010818004.1, NV2t010818005.1
OG0000814	AL3A2_MOUSE, AL3A1_MOUSE, AL3B2_MOUSE, AL3B3_MOUSE, AL3B1_MOUSE	NV2t015234001.1, NV2t015234002.1
OG0000815	ARGL1_MOUSE	NV2t022167007.1, NV2t022167001.1, NV2t022167002.1, NV2t022167003.1, NV2t022167005.1, NV2t022167009.1, NV2t022167004.1, NV2t022167006.1, NV2t022167008.1
OG0000816	ASTRC_MOUSE, ASTRA_MOUSE, ASTRB_MOUSE	NV2t022391006.1, NV2t022391003.1, NV2t022391004.1, NV2t022391001.1, NV2t022391002.1
OG0000817	FBRS_MOUSE, AUTS2_MOUSE	NV2t015416006.1, NV2t015416002.1, NV2t015416004.1, NV2t015416005.1, NV2t015416001.1, NV2t015416003.1
OG0000818	BCAP_MOUSE, BANK1_MOUSE	NV2t010544004.1, NV2t010544005.1, NV2t010544001.1, NV2t010544003.1, NV2t010544002.1, NV2t010544006.1
OG0000819	RPE65_MOUSE, BCDO1_MOUSE, BCDO2_MOUSE	NV2t004207001.1, NV2t000042001.1
OG0000820	POSTN_MOUSE, BGH3_MOUSE	NV2t002361001.1, NV2t002361004.1, NV2t002361003.1, NV2t002364001.1, NV2t002361002.1, NV2t020441001.1, NV2t020449001.1
OG0000821	BGLR_MOUSE	NV2t017080001.1, NV2t017080003.1, NV2t016097003.1, NV2t016097001.1, NV2t016097002.1
OG0000822	BIRC7_MOUSE, XIAP_MOUSE, BIRC3_MOUSE, BIRC2_MOUSE	NV2t009147001.1
OG0000823	CALL3_MOUSE, CALM1_MOUSE, CALM2_MOUSE, CALM3_MOUSE	NV2t014538001.1, NV2t014538002.1, NV2t014600001.1, NV2t014600002.1
OG0000825	LAMP1_MOUSE, LAMP2_MOUSE, CD68_MOUSE, LAMP3_MOUSE	NV2t022423001.1, NV2t022421001.1, NV2t022421002.1
OG0000827	CLN3_MOUSE	NV2t016793007.1, NV2t016793006.1, NV2t016793003.1, NV2t016793001.1, NV2t016793004.1, NV2t016793002.1, NV2t016793005.1
OG0000828	TTPAL_MOUSE, RLBP1_MOUSE, CLVS1_MOUSE, CLVS2_MOUSE	NV2t006524001.1, NV2t006524002.1, NV2t006524003.1
OG0000829	CNDD3_MOUSE	NV2t014695008.1, NV2t014695004.1, NV2t014690001.1, NV2t014695001.1, NV2t014695005.1, NV2t014695007.1, NV2t014695006.1, NV2t014695002.1, NV2t014691001.1
OG0000831	RIGI_MOUSE, IFIH1_MOUSE, DHX58_MOUSE	NV2t025458001.1, NV2t025460002.1, NV2t025460001.1, NV2t025168001.1
OG0000832	DICER_MOUSE	NV2t022188004.1, NV2t022188001.1, NV2t022188002.1, NV2t022188003.1, NV2t020950001.1
OG0000833	DTNA_MOUSE, DTNB_MOUSE	NV2t014319009.1, NV2t014319006.1, NV2t014319007.1, NV2t014319008.1, NV2t014319005.1, NV2t014319003.1, NV2t014319004.1
OG0000834	EPS8_MOUSE, ES8L2_MOUSE, ES8L1_MOUSE	NV2t015051001.1, NV2t015059001.1, NV2t015059002.1, NV2t015052001.1, NV2t015052002.1
OG0000835	EREP1_MOUSE, EREP3_MOUSE, EREP2_MOUSE	NV2t014221001.1, NV2t014221002.1, NV2t014221003.1, NV2t014221005.1, NV2t014221004.1
OG0000836	F219A_MOUSE, F219B_MOUSE	NV2t023578003.1, NV2t023578004.1, NV2t023578005.1, NV2t023578002.1, NV2t023578007.1, NV2t023578001.1, NV2t023578006.1
OG0000837	FKRP_MOUSE	NV2t015471001.1, NV2t015480001.1, NV2t015477001.1, NV2t015477002.1, NV2t008578001.1
OG0000839	TSHR_MOUSE, FSHR_MOUSE, LSHR_MOUSE	NV2t019015001.1, NV2t012199001.1, NV2t022121001.1
OG0000840	GABT_MOUSE	NV2t007802002.1, NV2t007802008.1, NV2t007802001.1, NV2t007802003.1, NV2t007802004.1, NV2t007802006.1, NV2t007802009.1, NV2t007802005.1, NV2t007802007.1
OG0000841	GHC1_MOUSE, GHC2_MOUSE	NV2t009709007.1, NV2t009709006.1, NV2t009709004.1, NV2t009709001.1, NV2t009709005.1, NV2t009709002.1, NV2t009709003.1
OG0000842	GLYL3_MOUSE, GLYAL_MOUSE, GLYAT_MOUSE, KEG1_MOUSE	NV2t008897001.1, NV2t008897002.1
OG0000843	GRB14_MOUSE, GRB7_MOUSE, GRB10_MOUSE	NV2t012038001.1, NV2t012038002.1, NV2t012038005.1, NV2t012038003.1, NV2t012038004.1
OG0000844	GSTT4_MOUSE, GSTT2_MOUSE, GSTT3_MOUSE, GSTT1_MOUSE	NV2t008675001.1, NV2t004113001.1
OG0000846	HHAT_MOUSE	NV2t020735002.1, NV2t020735004.1, NV2t020735005.1, NV2t020735006.1, NV2t020735001.1, NV2t020735003.1, NV2t020725002.1, NV2t020725001.1, NV2t020728001.1, NV2t020725003.1
OG0000849	IQEC3_MOUSE, IQEC2_MOUSE, IQEC1_MOUSE	NV2t000259003.1, NV2t000259004.1, NV2t000259001.1, NV2t000259005.1, NV2t000259002.1
OG0000850	ITB1_MOUSE	NV2t010694001.1, NV2t011319001.1, NV2t011319002.1, NV2t021343001.1, NV2t012164001.1, NV2t012164002.1
OG0000851	KALRN_MOUSE, TRIO_MOUSE	NV2t012431004.1, NV2t012431005.1, NV2t012431003.1, NV2t012431001.1, NV2t012431002.1, NV2t012434001.1
OG0000852	KCC2A_MOUSE, KCC2D_MOUSE, KCC2B_MOUSE, KCC2G_MOUSE	NV2t009971001.1, NV2t010588001.1
OG0000853	SETD5_MOUSE, KMT2E_MOUSE	NV2t001181004.1, NV2t001181003.1, NV2t001181002.1, NV2t001181001.1, NV2t001181005.1, NV2t001181006.1, NV2t001181007.1
OG0000856	LNEBL_MOUSE, LASP1_MOUSE	NV2t011647001.1, NV2t011647005.1, NV2t011647002.1, NV2t011647004.1, NV2t011647003.1, NV2t011649001.1, NV2t011649003.1, NV2t011649002.1
OG0000857	VLDLR_MOUSE, LDLR_MOUSE, LRP8_MOUSE	NV2t001025002.1, NV2t001025001.1, NV2t001025003.1, NV2t001337001.1
OG0000858	LICH_MOUSE, LIPK_MOUSE, LIPF_MOUSE	NV2t009186001.1, NV2t009506001.1, NV2t010579001.1
OG0000859	LOXL4_MOUSE, LOXL3_MOUSE, LOXL2_MOUSE	NV2t019165001.1, NV2t019165002.1, NV2t019165003.1, NV2t019166001.1
OG0000860	LRC8B_MOUSE, LRC8A_MOUSE, LRC8E_MOUSE, LRC8C_MOUSE, LRC8D_MOUSE	NV2t025249001.1, NV2t025249002.1
OG0000861	LRCH4_MOUSE, LRCH3_MOUSE, LRCH2_MOUSE, LRCH1_MOUSE	NV2t021528002.1, NV2t021528003.1, NV2t021528001.1
OG0000862	LRIG1_MOUSE, LRIG2_MOUSE, LRIG3_MOUSE	NV2t000988005.1, NV2t000988003.1, NV2t000988001.1, NV2t000988002.1, NV2t000988004.1
OG0000863	MGT4B_MOUSE, MGT4A_MOUSE	NV2t002388002.1, NV2t002388003.1, NV2t002388001.1, NV2t002388004.1, NV2t002388005.1, NV2t002388006.1, NV2t002388007.1
OG0000864	TGO1_MOUSE, MIA_MOUSE, OTOR_MOUSE	NV2t020396005.1, NV2t020396004.1, NV2t020396003.1, NV2t020396001.1, NV2t020396002.1
