Orthogroup	Species	Gfas	Orthologs
OG0002318	Nvec	gfas1.m1.5135.m1, gfas1.m1.20828.m1	NV2t025250004.1, NV2t025250001.1, NV2t025250005.1
OG0002319	Hsap	gfas1.m1.23496.m1, gfas1.m1.19994.m1	BODG_HUMAN
OG0002319	Mmus	gfas1.m1.23496.m1, gfas1.m1.19994.m1	BODG_MOUSE
OG0002319	Nvec	gfas1.m1.23496.m1, gfas1.m1.19994.m1	NV2t014053001.1, NV2t014054001.1, NV2t014054002.1
OG0002320	Hsap	gfas1.m1.7688.m1, gfas1.m1.7685.m1	SKAP2_HUMAN, SKAP1_HUMAN
OG0002320	Mmus	gfas1.m1.7688.m1, gfas1.m1.7685.m1	SKAP2_MOUSE, SKAP1_MOUSE
OG0002320	Nvec	gfas1.m1.7688.m1, gfas1.m1.7685.m1	NV2t007165001.1
OG0002321	Hsap	gfas1.m1.21746.m1	APH1A_HUMAN, APH1B_HUMAN
OG0002321	Mmus	gfas1.m1.21746.m1	APH1A_MOUSE, APH1B_MOUSE, APH1C_MOUSE
OG0002321	Nvec	gfas1.m1.21746.m1	NV2t013927001.1
OG0002322	Hsap	gfas1.m1.18636.m1, gfas1.m1.19118.m1	ACACA_HUMAN, ACACB_HUMAN
OG0002322	Mmus	gfas1.m1.18636.m1, gfas1.m1.19118.m1	ACACA_MOUSE, ACACB_MOUSE
OG0002322	Nvec	gfas1.m1.18636.m1, gfas1.m1.19118.m1	NV2t009898001.1
OG0002323	Mmus	gfas1.m1.20841.m1, gfas1.m1.11387.m1	TR10B_MOUSE
OG0002323	Hsap	gfas1.m1.20841.m1, gfas1.m1.11387.m1	TR10B_HUMAN, TR10A_HUMAN, TR10C_HUMAN, TR10D_HUMAN
OG0002324	Hsap	gfas1.m1.5280.m1	PGM2L_HUMAN, PGM2_HUMAN
OG0002324	Mmus	gfas1.m1.5280.m1	PGM2L_MOUSE, PGM2_MOUSE
OG0002324	Nvec	gfas1.m1.5280.m1	NV2t003781002.1, NV2t003781003.1
OG0002325	Hsap	gfas1.m1.6151.m1	PTGES_HUMAN, MGST1_HUMAN
OG0002325	Mmus	gfas1.m1.6151.m1	PTGES_MOUSE, MGST1_MOUSE
OG0002325	Nvec	gfas1.m1.6151.m1	NV2t018910001.1, NV2t018912001.1
OG0002326	Mmus	gfas1.m1.7186.m1, gfas1.m1.14304.m1	F124B_MOUSE
OG0002326	Hsap	gfas1.m1.7186.m1, gfas1.m1.14304.m1	F124A_HUMAN, F124B_HUMAN
OG0002326	Nvec	gfas1.m1.7186.m1	NV2t017338001.1
OG0002326	Nvec	gfas1.m1.14304.m1	NV2t011555001.1
OG0002327	Hsap	gfas1.m1.2248.m1, gfas1.m1.2246.m1, gfas1.m1.2247.m1	TMM79_HUMAN
OG0002327	Mmus	gfas1.m1.2248.m1, gfas1.m1.2246.m1, gfas1.m1.2247.m1	TMM79_MOUSE
OG0002327	Nvec	gfas1.m1.2248.m1, gfas1.m1.2246.m1, gfas1.m1.2247.m1	NV2t010119001.1, NV2t012283001.1
OG0002328	Hsap	gfas1.m1.13857.m1	DCAF7_HUMAN
OG0002328	Mmus	gfas1.m1.13857.m1	DCAF7_MOUSE
OG0002328	Nvec	gfas1.m1.13857.m1	NV2t013116001.1, NV2t013116002.1, NV2t013116003.1, NV2t013116004.1
OG0002329	Mmus	gfas1.m1.5429.m1	ACAP2_MOUSE
OG0002329	Hsap	gfas1.m1.5429.m1	ACAP3_HUMAN, ACAP2_HUMAN
OG0002329	Nvec	gfas1.m1.5429.m1	NV2t015137003.1, NV2t015137002.1, NV2t015137001.1
OG0002330	Hsap	gfas1.m1.4481.m1	CIP2A_HUMAN
OG0002330	Mmus	gfas1.m1.4481.m1	CIP2A_MOUSE
OG0002330	Nvec	gfas1.m1.4481.m1	NV2t010386001.1, NV2t010386003.1, NV2t010386004.1, NV2t010386002.1
OG0002331	Hsap	gfas1.m1.23574.m1, gfas1.m1.4420.m1	FCSK_HUMAN
OG0002331	Mmus	gfas1.m1.23574.m1, gfas1.m1.4420.m1	FCSK_MOUSE
OG0002331	Nvec	gfas1.m1.23574.m1, gfas1.m1.4420.m1	NV2t009698001.1, NV2t009698002.1, NV2t009698003.1
OG0002332	Hsap	gfas1.m1.17937.m1	PGTA_HUMAN
OG0002332	Mmus	gfas1.m1.17937.m1	PGTA_MOUSE
OG0002332	Nvec	gfas1.m1.17937.m1	NV2t003967002.1, NV2t003967001.1, NV2t003967003.1, NV2t003967004.1
OG0002333	Hsap	gfas1.m1.14319.m1	GDIA_HUMAN, GDIB_HUMAN
OG0002333	Mmus	gfas1.m1.14319.m1	GDIA_MOUSE, GDIB_MOUSE
OG0002333	Nvec	gfas1.m1.14319.m1	NV2t000126001.1, NV2t014897001.1
OG0002334	Hsap	gfas1.m1.18029.m1	ARFG2_HUMAN, ARFG3_HUMAN
OG0002334	Mmus	gfas1.m1.18029.m1	ARFG2_MOUSE, ARFG3_MOUSE
OG0002334	Nvec	gfas1.m1.18029.m1	NV2t010365001.1, NV2t010365003.1
OG0002335	Hsap	gfas1.m1.23665.m1, gfas1.m1.1474.m1, gfas1.m1.18681.m1	TRNK1_HUMAN
OG0002335	Mmus	gfas1.m1.23665.m1, gfas1.m1.1474.m1, gfas1.m1.18681.m1	TRNK1_MOUSE
OG0002335	Nvec	gfas1.m1.23665.m1, gfas1.m1.1474.m1, gfas1.m1.18681.m1	NV2t003415001.1, NV2t003415002.1
OG0002336	Hsap	gfas1.m1.1172.m1	TAF1B_HUMAN
OG0002336	Mmus	gfas1.m1.1172.m1	TAF1B_MOUSE
OG0002336	Nvec	gfas1.m1.1172.m1	NV2t018873001.1, NV2t018873002.1, NV2t018873003.1, NV2t018873004.1
OG0002337	Hsap	gfas1.m1.17768.m1	FBX10_HUMAN
OG0002337	Mmus	gfas1.m1.17768.m1	FBX10_MOUSE
OG0002337	Nvec	gfas1.m1.17768.m1	NV2t006683001.1, NV2t006683002.1, NV2t006683003.1, NV2t006683004.1
OG0002338	Hsap	gfas1.m1.8291.m1, gfas1.m1.21249.m1	GGH_HUMAN
OG0002338	Mmus	gfas1.m1.8291.m1, gfas1.m1.21249.m1	GGH_MOUSE
OG0002338	Nvec	gfas1.m1.8291.m1	NV2t007818001.1, NV2t007818002.1
OG0002338	Nvec	gfas1.m1.21249.m1	NV2t007976001.1
OG0002339	Hsap	gfas1.m1.6752.m1	MED13_HUMAN, MD13L_HUMAN
OG0002339	Mmus	gfas1.m1.6752.m1	MED13_MOUSE, MD13L_MOUSE
OG0002339	Nvec	gfas1.m1.6752.m1	NV2t016204001.1, NV2t016204002.1
OG0002340	Hsap	gfas1.m1.18166.m1	R3HCL_HUMAN
OG0002340	Mmus	gfas1.m1.18166.m1	R3HCL_MOUSE
OG0002340	Nvec	gfas1.m1.18166.m1	NV2t018883003.1, NV2t018883001.1, NV2t018883004.1, NV2t018883002.1
OG0002341	Hsap	gfas1.m1.9449.m1, gfas1.m1.9447.m1	AS3MT_HUMAN
OG0002341	Mmus	gfas1.m1.9449.m1, gfas1.m1.9447.m1	AS3MT_MOUSE
OG0002341	Nvec	gfas1.m1.9449.m1, gfas1.m1.9447.m1	NV2t018116001.1, NV2t018116002.1, NV2t019048001.1
OG0002342	Nvec	gfas1.m1.1550.m1, gfas1.m1.19712.m1	NV2t005141002.1, NV2t005141001.1, NV2t005141003.1, NV2t005141004.1, NV2t005141005.1
OG0002343	Hsap	gfas1.m1.2224.m1	QCR1_HUMAN, MPPB_HUMAN
OG0002343	Mmus	gfas1.m1.2224.m1	QCR1_MOUSE, MPPB_MOUSE
OG0002343	Nvec	gfas1.m1.2224.m1	NV2t001708003.1, NV2t001708004.1
OG0002344	Hsap	gfas1.m1.4441.m1, gfas1.m1.282.m1	PAG15_HUMAN
OG0002344	Mmus	gfas1.m1.4441.m1, gfas1.m1.282.m1	PAG15_MOUSE
OG0002344	Nvec	gfas1.m1.4441.m1	NV2t025960001.1, NV2t011147001.1
OG0002344	Nvec	gfas1.m1.282.m1	NV2t005247001.1
OG0002345	Hsap	gfas1.m1.15713.m1, gfas1.m1.15716.m1	PP4P1_HUMAN, PP4P2_HUMAN
OG0002345	Mmus	gfas1.m1.15713.m1, gfas1.m1.15716.m1	PP4P1_MOUSE, PP4P2_MOUSE
OG0002345	Nvec	gfas1.m1.15713.m1, gfas1.m1.15716.m1	NV2t004052001.1
OG0002346	Hsap	gfas1.m1.5160.m1	TRM6_HUMAN
OG0002346	Mmus	gfas1.m1.5160.m1	TRM6_MOUSE
OG0002346	Nvec	gfas1.m1.5160.m1	NV2t019638001.1, NV2t019639001.1, NV2t019634001.1, NV2t019639002.1
OG0002347	Hsap	gfas1.m1.20370.m1	CC90B_HUMAN, MCUR1_HUMAN
OG0002347	Mmus	gfas1.m1.20370.m1	CC90B_MOUSE, MCUR1_MOUSE
OG0002347	Nvec	gfas1.m1.20370.m1	NV2t010275001.1, NV2t010275002.1
OG0002348	Hsap	gfas1.m1.6810.m1	EXOC4_HUMAN
OG0002348	Mmus	gfas1.m1.6810.m1	EXOC4_MOUSE
OG0002348	Nvec	gfas1.m1.6810.m1	NV2t017556004.1, NV2t017556001.1, NV2t017556003.1, NV2t017556002.1
OG0002349	Hsap	gfas1.m1.11195.m1	RN166_HUMAN, RN125_HUMAN, RN114_HUMAN
OG0002349	Mmus	gfas1.m1.11195.m1	RN166_MOUSE, RN125_MOUSE, RN114_MOUSE
OG0002350	Hsap	gfas1.m1.4019.m1, gfas1.m1.14248.m1	PRD13_HUMAN
OG0002350	Mmus	gfas1.m1.4019.m1, gfas1.m1.14248.m1	PRD13_MOUSE
OG0002350	Nvec	gfas1.m1.4019.m1	NV2t008421001.1
OG0002350	Nvec	gfas1.m1.14248.m1	NV2t009123001.1, NV2t009123002.1
OG0002351	Hsap	gfas1.m1.13303.m1, gfas1.m1.465.m1	DEGS2_HUMAN, DEGS1_HUMAN
OG0002351	Mmus	gfas1.m1.13303.m1, gfas1.m1.465.m1	DEGS2_MOUSE, DEGS1_MOUSE
OG0002351	Nvec	gfas1.m1.13303.m1, gfas1.m1.465.m1	NV2t020146001.1
OG0002352	Hsap	gfas1.m1.18375.m1	AP3M1_HUMAN, AP3M2_HUMAN
OG0002352	Mmus	gfas1.m1.18375.m1	AP3M1_MOUSE, AP3M2_MOUSE
OG0002352	Nvec	gfas1.m1.18375.m1	NV2t024720001.1, NV2t024720003.1
OG0002353	Hsap	gfas1.m1.15673.m1	GFOD2_HUMAN, GFOD1_HUMAN
OG0002353	Mmus	gfas1.m1.15673.m1	GFOD2_MOUSE, GFOD1_MOUSE
OG0002353	Nvec	gfas1.m1.15673.m1	NV2t024972001.1, NV2t004321001.1
OG0002354	Hsap	gfas1.m1.5187.m1	ODBB_HUMAN
OG0002354	Mmus	gfas1.m1.5187.m1	ODBB_MOUSE
OG0002354	Nvec	gfas1.m1.5187.m1	NV2t009149001.1, NV2t009149003.1, NV2t009149004.1, NV2t009150001.1
OG0002355	Hsap	gfas1.m1.6841.m1	ROP1L_HUMAN, ROP1A_HUMAN, ROP1B_HUMAN
OG0002355	Mmus	gfas1.m1.6841.m1	ROP1L_MOUSE, ROP1_MOUSE
OG0002355	Nvec	gfas1.m1.6841.m1	NV2t014551001.1
OG0002356	Hsap	gfas1.m1.13598.m1	LIMD2_HUMAN
OG0002356	Mmus	gfas1.m1.13598.m1	LIMD2_MOUSE
OG0002356	Nvec	gfas1.m1.13598.m1	NV2t014721003.1, NV2t014721004.1, NV2t014721001.1, NV2t014721002.1
OG0002357	Hsap	gfas1.m1.14200.m1	STIM2_HUMAN, STIM1_HUMAN
OG0002357	Mmus	gfas1.m1.14200.m1	STIM2_MOUSE, STIM1_MOUSE
OG0002357	Nvec	gfas1.m1.14200.m1	NV2t003482001.1, NV2t003482002.1
OG0002358	Hsap	gfas1.m1.1008.m1	LANC1_HUMAN, LANC2_HUMAN
OG0002358	Mmus	gfas1.m1.1008.m1	LANC1_MOUSE, LANC2_MOUSE
OG0002358	Nvec	gfas1.m1.1008.m1	NV2t012039001.1, NV2t012039002.1
OG0002359	Hsap	gfas1.m1.9894.m1, gfas1.m1.14348.m1, gfas1.m1.9896.m1	FCL_HUMAN
OG0002359	Mmus	gfas1.m1.9894.m1, gfas1.m1.14348.m1, gfas1.m1.9896.m1	FCL_MOUSE
OG0002359	Nvec	gfas1.m1.9894.m1, gfas1.m1.14348.m1, gfas1.m1.9896.m1	NV2t010116001.1, NV2t010116002.1
OG0002360	Hsap	gfas1.m1.10277.m1, gfas1.m1.16026.m1	PLS1_HUMAN, PLS2_HUMAN
OG0002360	Mmus	gfas1.m1.10277.m1, gfas1.m1.16026.m1	PLS1_MOUSE, PLS2_MOUSE
OG0002360	Nvec	gfas1.m1.10277.m1, gfas1.m1.16026.m1	NV2t022052001.1
OG0002361	Hsap	gfas1.m1.17803.m1, gfas1.m1.12900.m1	UN13D_HUMAN, BAIP3_HUMAN
OG0002361	Mmus	gfas1.m1.17803.m1, gfas1.m1.12900.m1	UN13D_MOUSE, BAIP3_MOUSE
OG0002361	Nvec	gfas1.m1.17803.m1, gfas1.m1.12900.m1	NV2t006900001.1
OG0002362	Hsap	gfas1.m1.13830.m1	ERF1_HUMAN
OG0002362	Mmus	gfas1.m1.13830.m1	ERF1_MOUSE
OG0002362	Nvec	gfas1.m1.13830.m1	NV2t019207005.1, NV2t019207002.1, NV2t019207003.1, NV2t019207004.1
OG0002363	Hsap	gfas1.m1.10023.m1, gfas1.m1.22171.m1	ANR60_HUMAN
OG0002363	Nvec	gfas1.m1.10023.m1	NV2t004828001.1, NV2t004828002.1
OG0002363	Nvec	gfas1.m1.22171.m1	NV2t004743001.1, NV2t024948001.1
OG0002364	Mmus	gfas1.m1.18175.m1, gfas1.m1.879.m1	DBF4A_MOUSE
OG0002364	Hsap	gfas1.m1.18175.m1, gfas1.m1.879.m1	DBF4B_HUMAN, DBF4A_HUMAN
OG0002364	Nvec	gfas1.m1.18175.m1	NV2t018402001.1
OG0002364	Nvec	gfas1.m1.879.m1	NV2t011304001.1
OG0002365	Hsap	gfas1.m1.558.m1	PUS1_HUMAN
OG0002365	Mmus	gfas1.m1.558.m1	PUS1_MOUSE
OG0002365	Nvec	gfas1.m1.558.m1	NV2t018890004.1, NV2t018890001.1, NV2t018890003.1, NV2t018890002.1
OG0002366	Hsap	gfas1.m1.11773.m1	FBLN3_HUMAN, FBLN5_HUMAN, FBLN4_HUMAN
OG0002366	Mmus	gfas1.m1.11773.m1	FBLN3_MOUSE, FBLN5_MOUSE, FBLN4_MOUSE
OG0002367	Hsap	gfas1.m1.17636.m1	SLD5_HUMAN
OG0002367	Mmus	gfas1.m1.17636.m1	SLD5_MOUSE
OG0002367	Nvec	gfas1.m1.17636.m1	NV2t019162003.1, NV2t019162004.1, NV2t019162001.1, NV2t019162002.1
OG0002368	Hsap	gfas1.m1.7373.m1, gfas1.m1.2668.m1, gfas1.m1.14131.m1	S52A3_HUMAN
OG0002368	Mmus	gfas1.m1.7373.m1, gfas1.m1.2668.m1, gfas1.m1.14131.m1	S52A3_MOUSE
OG0002368	Nvec	gfas1.m1.7373.m1	NV2t012449001.1
OG0002368	Nvec	gfas1.m1.2668.m1, gfas1.m1.14131.m1	NV2t004203001.1
OG0002369	Hsap	gfas1.m1.15766.m1, gfas1.m1.6514.m1, gfas1.m1.6516.m1	TM117_HUMAN
OG0002369	Mmus	gfas1.m1.15766.m1, gfas1.m1.6514.m1, gfas1.m1.6516.m1	TM117_MOUSE
OG0002369	Nvec	gfas1.m1.15766.m1	NV2t017491001.1
OG0002369	Nvec	gfas1.m1.6514.m1, gfas1.m1.6516.m1	NV2t009420001.1
OG0002370	Nvec	gfas1.m1.19847.m1, gfas1.m1.185.m1, gfas1.m1.23127.m1	NV2t012137001.1, NV2t012135002.1, NV2t012135001.1, NV2t012136001.1
OG0002371	Hsap	gfas1.m1.1749.m1	DGKZ_HUMAN, DGKI_HUMAN
OG0002371	Mmus	gfas1.m1.1749.m1	DGKZ_MOUSE, DGKI_MOUSE
OG0002371	Nvec	gfas1.m1.1749.m1	NV2t010184001.1, NV2t010184002.1
OG0002372	Hsap	gfas1.m1.706.m1	CCD39_HUMAN
OG0002372	Mmus	gfas1.m1.706.m1	CCD39_MOUSE
OG0002372	Nvec	gfas1.m1.706.m1	NV2t021806001.1, NV2t021805001.1, NV2t021827001.1, NV2t021811001.1
OG0002373	Hsap	gfas1.m1.4175.m1	SGCB_HUMAN
OG0002373	Mmus	gfas1.m1.4175.m1	SGCB_MOUSE
OG0002373	Nvec	gfas1.m1.4175.m1	NV2t003137002.1, NV2t003137001.1, NV2t003137003.1, NV2t003137004.1
OG0002374	Hsap	gfas1.m1.303.m1	PROP_HUMAN
OG0002374	Mmus	gfas1.m1.303.m1	PROP_MOUSE
OG0002374	Nvec	gfas1.m1.303.m1	NV2t004066002.1, NV2t004066003.1, NV2t004066001.1, NV2t024746001.1
OG0002375	Hsap	gfas1.m1.17711.m1	S41A3_HUMAN, S41A1_HUMAN
OG0002375	Mmus	gfas1.m1.17711.m1	S41A3_MOUSE, S41A1_MOUSE
OG0002375	Nvec	gfas1.m1.17711.m1	NV2t000368001.1, NV2t000368002.1
OG0002376	Hsap	gfas1.m1.14305.m1	DNAI1_HUMAN
OG0002376	Mmus	gfas1.m1.14305.m1	DNAI1_MOUSE
OG0002376	Nvec	gfas1.m1.14305.m1	NV2t023175004.1, NV2t023175002.1, NV2t023175003.1, NV2t023175006.1
OG0002377	Hsap	gfas1.m1.5682.m1, gfas1.m1.5684.m1	MALT1_HUMAN
OG0002377	Mmus	gfas1.m1.5682.m1, gfas1.m1.5684.m1	MALT1_MOUSE
OG0002377	Nvec	gfas1.m1.5682.m1	NV2t023961001.1, NV2t023965001.1
OG0002377	Nvec	gfas1.m1.5684.m1	NV2t023959001.1
OG0002378	Hsap	gfas1.m1.13974.m1	WDR93_HUMAN
OG0002378	Mmus	gfas1.m1.13974.m1	WDR93_MOUSE
OG0002378	Nvec	gfas1.m1.13974.m1	NV2t023345004.1, NV2t023345003.1, NV2t023345001.1, NV2t023345002.1
OG0002379	Hsap	gfas1.m1.6686.m1	VPS50_HUMAN
OG0002379	Mmus	gfas1.m1.6686.m1	VPS50_MOUSE
OG0002379	Nvec	gfas1.m1.6686.m1	NV2t011427001.1, NV2t011427002.1, NV2t011427003.1, NV2t011427004.1
OG0002380	Hsap	gfas1.m1.5788.m1	SUCHY_HUMAN
OG0002380	Mmus	gfas1.m1.5788.m1	SUCHY_MOUSE
OG0002380	Nvec	gfas1.m1.5788.m1	NV2t011908001.1, NV2t011908004.1, NV2t011908002.1, NV2t011908003.1
OG0002381	Hsap	gfas1.m1.13796.m1, gfas1.m1.14637.m1	PURA1_HUMAN, PURA2_HUMAN
OG0002381	Mmus	gfas1.m1.13796.m1, gfas1.m1.14637.m1	PURA1_MOUSE, PURA2_MOUSE
OG0002381	Nvec	gfas1.m1.13796.m1, gfas1.m1.14637.m1	NV2t020178001.1
OG0002382	Hsap	gfas1.m1.13353.m1, gfas1.m1.13355.m1	TPRG1_HUMAN, TPRGL_HUMAN
OG0002382	Mmus	gfas1.m1.13353.m1, gfas1.m1.13355.m1	TPRG1_MOUSE, TPRGL_MOUSE
OG0002382	Nvec	gfas1.m1.13353.m1, gfas1.m1.13355.m1	NV2t015273001.1
OG0002383	Hsap	gfas1.m1.18264.m1	VPS41_HUMAN
OG0002383	Mmus	gfas1.m1.18264.m1	VPS41_MOUSE
OG0002383	Nvec	gfas1.m1.18264.m1	NV2t011384003.1, NV2t011384004.1, NV2t011384001.1, NV2t011384005.1
OG0002384	Nvec	gfas1.m1.18188.m1	NV2t000361001.1, NV2t000361002.1, NV2t000361003.1, NV2t000361005.1, NV2t000361006.1, NV2t000361004.1
OG0002385	Nvec	gfas1.m1.6823.m1, gfas1.m1.6176.m1, gfas1.m1.6178.m1	NV2t010639003.1, NV2t010639002.1, NV2t010639001.1, NV2t010639004.1
OG0002386	Hsap	gfas1.m1.8575.m1	EXT2_HUMAN
OG0002386	Mmus	gfas1.m1.8575.m1	EXT2_MOUSE
OG0002386	Nvec	gfas1.m1.8575.m1	NV2t009697001.1, NV2t009697004.1, NV2t009697002.1, NV2t009697003.1
OG0002387	Nvec	gfas1.m1.938.m1, gfas1.m1.7648.m1, gfas1.m1.18450.m1, gfas1.m1.17952.m1	NV2t008947001.1, NV2t022006001.1, NV2t022007001.1
OG0002388	Hsap	gfas1.m1.20366.m1, gfas1.m1.18552.m1	HNF1B_HUMAN, HNF1A_HUMAN
OG0002388	Mmus	gfas1.m1.20366.m1, gfas1.m1.18552.m1	HNF1B_MOUSE, HNF1A_MOUSE
OG0002388	Nvec	gfas1.m1.20366.m1, gfas1.m1.18552.m1	NV2t016636001.1
OG0002389	Hsap	gfas1.m1.5951.m1	TBL1R_HUMAN, TBL1X_HUMAN, TBL1Y_HUMAN
OG0002389	Mmus	gfas1.m1.5951.m1	TBL1R_MOUSE, TBL1X_MOUSE
OG0002389	Nvec	gfas1.m1.5951.m1	NV2t021708001.1
OG0002390	Hsap	gfas1.m1.18526.m1	MED8_HUMAN
OG0002390	Mmus	gfas1.m1.18526.m1	MED8_MOUSE
OG0002390	Nvec	gfas1.m1.18526.m1	NV2t000008002.1, NV2t000008004.1, NV2t000008001.1, NV2t000008003.1
OG0002391	Nvec	gfas1.m1.6975.m1, gfas1.m1.15726.m1, gfas1.m1.15718.m1	NV2t004154001.1, NV2t004154002.1, NV2t004154003.1, NV2t004154004.1
OG0002392	Mmus	gfas1.m1.5529.m1	EF2KT_MOUSE
OG0002392	Hsap	gfas1.m1.5529.m1	F86C1_HUMAN, F86C2_HUMAN, F86B1_HUMAN, F86B2_HUMAN, EF2KT_HUMAN
OG0002393	Hsap	gfas1.m1.10235.m1, gfas1.m1.15014.m1	ATRN1_HUMAN, ATRN_HUMAN
OG0002393	Mmus	gfas1.m1.10235.m1, gfas1.m1.15014.m1	ATRN1_MOUSE, ATRN_MOUSE
OG0002393	Nvec	gfas1.m1.10235.m1, gfas1.m1.15014.m1	NV2t018302001.1
OG0002394	Hsap	gfas1.m1.1251.m1	NEK6_HUMAN, NEK7_HUMAN
OG0002394	Mmus	gfas1.m1.1251.m1	NEK6_MOUSE, NEK7_MOUSE
OG0002394	Nvec	gfas1.m1.1251.m1	NV2t025640001.1, NV2t025640002.1
OG0002395	Hsap	gfas1.m1.739.m1	SPS2L_HUMAN, SPAS2_HUMAN
OG0002395	Mmus	gfas1.m1.739.m1	SPS2L_MOUSE, SPAS2_MOUSE
OG0002395	Nvec	gfas1.m1.739.m1	NV2t011833001.1, NV2t011833002.1
OG0002396	Hsap	gfas1.m1.16510.m1, gfas1.m1.19708.m1, gfas1.m1.16511.m1	RIC1_HUMAN
OG0002396	Mmus	gfas1.m1.16510.m1, gfas1.m1.19708.m1, gfas1.m1.16511.m1	RIC1_MOUSE
OG0002396	Nvec	gfas1.m1.16510.m1, gfas1.m1.19708.m1, gfas1.m1.16511.m1	NV2t001817001.1, NV2t001817002.1
OG0002397	Hsap	gfas1.m1.19747.m1	GOGA7_HUMAN, GOG7B_HUMAN
OG0002397	Mmus	gfas1.m1.19747.m1	GOGA7_MOUSE, GOG7B_MOUSE
OG0002397	Nvec	gfas1.m1.19747.m1	NV2t017469001.1, NV2t017469002.1
OG0002398	Hsap	gfas1.m1.15625.m1, gfas1.m1.15624.m1	SNX21_HUMAN, SNX20_HUMAN
OG0002398	Mmus	gfas1.m1.15625.m1, gfas1.m1.15624.m1	SNX21_MOUSE, SNX20_MOUSE
OG0002398	Nvec	gfas1.m1.15625.m1, gfas1.m1.15624.m1	NV2t005464001.1
OG0002399	Nvec	gfas1.m1.10691.m1	NV2t001941001.1, NV2t001941002.1, NV2t001941003.1, NV2t001941004.1, NV2t001941005.1, NV2t001941006.1
OG0002400	Hsap	gfas1.m1.13656.m1	AIPL1_HUMAN, AIP_HUMAN
OG0002400	Mmus	gfas1.m1.13656.m1	AIPL1_MOUSE, AIP_MOUSE
OG0002400	Nvec	gfas1.m1.13656.m1	NV2t016908001.1, NV2t016908002.1
OG0002401	Hsap	gfas1.m1.8612.m1	ANR50_HUMAN, TANC2_HUMAN, TANC1_HUMAN
OG0002401	Mmus	gfas1.m1.8612.m1	TANC2_MOUSE, TANC1_MOUSE
OG0002401	Nvec	gfas1.m1.8612.m1	NV2t003523001.1
OG0002402	Hsap	gfas1.m1.19290.m1	TRI37_HUMAN
OG0002402	Mmus	gfas1.m1.19290.m1	TRI37_MOUSE
OG0002402	Nvec	gfas1.m1.19290.m1	NV2t015577004.1, NV2t015577001.1, NV2t015577002.1, NV2t015577003.1
OG0002403	Hsap	gfas1.m1.18670.m1	ISOC1_HUMAN, ISOC2_HUMAN
OG0002403	Mmus	gfas1.m1.18670.m1	ISOC1_MOUSE, ISC2B_MOUSE, ISC2A_MOUSE
OG0002403	Nvec	gfas1.m1.18670.m1	NV2t013303001.1
OG0002404	Hsap	gfas1.m1.4928.m1	RPF1_HUMAN
OG0002404	Mmus	gfas1.m1.4928.m1	RPF1_MOUSE
OG0002404	Nvec	gfas1.m1.4928.m1	NV2t001413001.1, NV2t001413002.1, NV2t001413003.1, NV2t001413004.1
OG0002405	Nvec	gfas1.m1.22273.m1, gfas1.m1.5196.m1, gfas1.m1.22063.m1, gfas1.m1.21816.m1, gfas1.m1.12282.m1, gfas1.m1.7930.m1	NV2t015589001.1
OG0002406	Hsap	gfas1.m1.15378.m1	LFG2_HUMAN, LFG1_HUMAN
OG0002406	Mmus	gfas1.m1.15378.m1	LFG2_MOUSE, LFG1_MOUSE
OG0002406	Nvec	gfas1.m1.15378.m1	NV2t012692001.1, NV2t012692002.1
OG0002407	Hsap	gfas1.m1.12241.m1, gfas1.m1.20725.m1, gfas1.m1.20665.m1	S18B1_HUMAN
OG0002407	Mmus	gfas1.m1.12241.m1, gfas1.m1.20725.m1, gfas1.m1.20665.m1	S18B1_MOUSE
OG0002407	Nvec	gfas1.m1.12241.m1, gfas1.m1.20725.m1, gfas1.m1.20665.m1	NV2t024699001.1, NV2t024699002.1
OG0002408	Hsap	gfas1.m1.13482.m1, gfas1.m1.457.m1	XPO1_HUMAN
OG0002408	Mmus	gfas1.m1.13482.m1, gfas1.m1.457.m1	XPO1_MOUSE
OG0002408	Nvec	gfas1.m1.13482.m1, gfas1.m1.457.m1	NV2t019302003.1, NV2t019302001.1, NV2t019302002.1
OG0002409	Hsap	gfas1.m1.19872.m1, gfas1.m1.12012.m1, gfas1.m1.22657.m1	BMS1_HUMAN
OG0002409	Nvec	gfas1.m1.19872.m1, gfas1.m1.12012.m1, gfas1.m1.22657.m1	NV2t022577002.1, NV2t022577001.1, NV2t022577003.1
OG0002410	Hsap	gfas1.m1.6804.m1	EIF3A_HUMAN
OG0002410	Mmus	gfas1.m1.6804.m1	EIF3A_MOUSE
OG0002410	Nvec	gfas1.m1.6804.m1	NV2t017774004.1, NV2t017774003.1, NV2t017774002.1, NV2t017774001.1
OG0002411	Hsap	gfas1.m1.7434.m1	CC85C_HUMAN, CC85A_HUMAN
OG0002411	Mmus	gfas1.m1.7434.m1	CC85C_MOUSE, CC85A_MOUSE
OG0002411	Nvec	gfas1.m1.7434.m1	NV2t019322001.1, NV2t019322002.1
OG0002412	Hsap	gfas1.m1.2138.m1	PRAG1_HUMAN, PEAK3_HUMAN, PEAK1_HUMAN
OG0002412	Mmus	gfas1.m1.2138.m1	PRAG1_MOUSE, PEAK1_MOUSE
OG0002412	Nvec	gfas1.m1.2138.m1	NV2t014796001.1
OG0002413	Hsap	gfas1.m1.13670.m1	NU214_HUMAN
OG0002413	Mmus	gfas1.m1.13670.m1	NU214_MOUSE
