Orthogroup	Species	Nvec	Orthologs
OG0000100	Gfas	NV2t000776001.1	gfas1.m1.6461.m1, gfas1.m1.20283.m1, gfas1.m1.21196.m1, gfas1.m1.23567.m1, gfas1.m1.22293.m1, gfas1.m1.16649.m1, gfas1.m1.8982.m1, gfas1.m1.9795.m1, gfas1.m1.19634.m1, gfas1.m1.1656.m1, gfas1.m1.5628.m1, gfas1.m1.7665.m1, gfas1.m1.5635.m1, gfas1.m1.14129.m1, gfas1.m1.19378.m1
OG0000101	Hsap	NV2t006566001.1, NV2t006567001.1, NV2t016902001.1, NV2t016903001.1, NV2t016901001.1	GRIA1_HUMAN, GRIA2_HUMAN, GRIA4_HUMAN, GRIA3_HUMAN, GRIK3_HUMAN, GRIK1_HUMAN, GRIK2_HUMAN, GRIK4_HUMAN, GRIK5_HUMAN
OG0000101	Mmus	NV2t006566001.1, NV2t006567001.1, NV2t016902001.1, NV2t016903001.1, NV2t016901001.1	GRIA1_MOUSE, GRIA2_MOUSE, GRIA4_MOUSE, GRIA3_MOUSE, GRIK3_MOUSE, GRIK1_MOUSE, GRIK2_MOUSE, GRIK4_MOUSE, GRIK5_MOUSE
OG0000101	Gfas	NV2t006566001.1	gfas1.m1.10946.m1
OG0000101	Gfas	NV2t006567001.1	gfas1.m1.18485.m1, gfas1.m1.10945.m1, gfas1.m1.12523.m1, gfas1.m1.13047.m1, gfas1.m1.18487.m1, gfas1.m1.12219.m1, gfas1.m1.22003.m1, gfas1.m1.22004.m1
OG0000101	Gfas	NV2t016902001.1, NV2t016903001.1, NV2t016901001.1	gfas1.m1.16639.m1, gfas1.m1.16643.m1
OG0000102	Gfas	NV2t002127001.1	gfas1.m1.20535.m1
OG0000102	Gfas	NV2t000785001.1	gfas1.m1.1240.m1
OG0000102	Gfas	NV2t024808001.1	gfas1.m1.18268.m1
OG0000102	Gfas	NV2t025287001.1, NV2t025286001.1	gfas1.m1.5253.m1
OG0000102	Gfas	NV2t001180001.1, NV2t007552001.1, NV2t008062001.1, NV2t008062002.1, NV2t005615001.1, NV2t002302001.1, NV2t012743001.1, NV2t000120001.1, NV2t000120002.1	gfas1.m1.22690.m1
OG0000102	Gfas	NV2t000786001.1	gfas1.m1.542.m1
OG0000103	Hsap	NV2t021893002.1, NV2t003357001.1, NV2t008110002.1	H2A2B_HUMAN, H2AX_HUMAN, H2AJ_HUMAN, H2A2C_HUMAN, H2A2A_HUMAN, H2A1C_HUMAN, H2A1_HUMAN, H2A1D_HUMAN, H2A3_HUMAN, H2A1B_HUMAN
OG0000103	Mmus	NV2t021893002.1, NV2t003357001.1, NV2t008110002.1	H2A2B_MOUSE, H2AX_MOUSE, H2AJ_MOUSE, H2A2C_MOUSE, H2A2A_MOUSE, H2A3_MOUSE, H2A1H_MOUSE, H2A1B_MOUSE, H2A1C_MOUSE, H2A1D_MOUSE, H2A1E_MOUSE, H2A1G_MOUSE, H2A1I_MOUSE, H2A1N_MOUSE, H2A1O_MOUSE, H2A1P_MOUSE, H2A1F_MOUSE, H2A1K_MOUSE
OG0000103	Gfas	NV2t021893002.1, NV2t003357001.1	gfas1.m1.17483.m1
OG0000103	Gfas	NV2t008110002.1	gfas1.m1.14363.m1
OG0000104	Hsap	NV2t018385003.1, NV2t018385001.1, NV2t018385002.1	ADA11_HUMAN, ADA23_HUMAN, ADAM9_HUMAN, ADA30_HUMAN, ADA20_HUMAN, ADA21_HUMAN, ADA29_HUMAN, ADAM8_HUMAN, ADAM7_HUMAN, ADA28_HUMAN, ADA15_HUMAN, ADA33_HUMAN, ADA19_HUMAN, ADA12_HUMAN
OG0000104	Mmus	NV2t018385003.1, NV2t018385001.1, NV2t018385002.1	ADA11_MOUSE, ADA23_MOUSE, ADAM9_MOUSE, ADM1A_MOUSE, ADM1B_MOUSE, ADA21_MOUSE, ADA25_MOUSE, ADA24_MOUSE, AD26A_MOUSE, ADA29_MOUSE, ADAM8_MOUSE, ADAM7_MOUSE, ADA28_MOUSE, ADA15_MOUSE, ADA33_MOUSE, ADA19_MOUSE, ADA12_MOUSE
OG0000104	Gfas	NV2t018385003.1, NV2t018385001.1, NV2t018385002.1	gfas1.m1.9708.m1
OG0000111	Hsap	NV2t017646001.1, NV2t013600001.1, NV2t005853001.1, NV2t013599001.1, NV2t003904001.1, NV2t023828001.1, NV2t006372001.1, NV2t025282001.1, NV2t014016001.1, NV2t005015001.1	FUT4_HUMAN, FUT7_HUMAN, FUT6_HUMAN, FUT3_HUMAN, FUT5_HUMAN, FUT9_HUMAN
OG0000111	Mmus	NV2t017646001.1, NV2t013600001.1, NV2t005853001.1, NV2t013599001.1, NV2t003904001.1, NV2t023828001.1, NV2t006372001.1, NV2t025282001.1, NV2t014016001.1, NV2t005015001.1	FUT4_MOUSE, FUT7_MOUSE, FUT9_MOUSE
OG0000111	Gfas	NV2t017646001.1	gfas1.m1.11062.m1
OG0000111	Gfas	NV2t013600001.1, NV2t005853001.1, NV2t013599001.1, NV2t003904001.1, NV2t023828001.1, NV2t006372001.1, NV2t025282001.1, NV2t014016001.1	gfas1.m1.312.m1, gfas1.m1.18479.m1, gfas1.m1.13784.m1
OG0000111	Gfas	NV2t005015001.1	gfas1.m1.5482.m1, gfas1.m1.2364.m1, gfas1.m1.1109.m1, gfas1.m1.13967.m1, gfas1.m1.22913.m1, gfas1.m1.22912.m1, gfas1.m1.20546.m1, gfas1.m1.23474.m1, gfas1.m1.21863.m1, gfas1.m1.1110.m1, gfas1.m1.18421.m1
OG0000112	Gfas	NV2t011006001.1, NV2t011799001.1	gfas1.m1.17121.m1
OG0000112	Gfas	NV2t014700001.1	gfas1.m1.5924.m1, gfas1.m1.550.m1, gfas1.m1.21795.m1, gfas1.m1.17197.m1, gfas1.m1.8695.m1, gfas1.m1.17615.m1, gfas1.m1.17616.m1, gfas1.m1.12999.m1, gfas1.m1.12687.m1, gfas1.m1.16711.m1, gfas1.m1.12226.m1, gfas1.m1.22209.m1, gfas1.m1.12561.m1, gfas1.m1.18964.m1, gfas1.m1.12695.m1, gfas1.m1.11597.m1, gfas1.m1.12539.m1, gfas1.m1.22319.m1, gfas1.m1.3006.m1, gfas1.m1.3010.m1, gfas1.m1.18962.m1, gfas1.m1.7005.m1
OG0000112	Gfas	NV2t020443001.1, NV2t020451001.1	gfas1.m1.17198.m1, gfas1.m1.19644.m1, gfas1.m1.8192.m1
OG0000113	Gfas	NV2t009543001.1, NV2t009545001.1, NV2t009544001.1	gfas1.m1.17281.m1
OG0000113	Gfas	NV2t012380001.1	gfas1.m1.9488.m1
OG0000113	Gfas	NV2t012878031.1	gfas1.m1.17209.m1, gfas1.m1.6092.m1, gfas1.m1.23038.m1, gfas1.m1.17067.m1, gfas1.m1.12485.m1
OG0000114	Hsap	NV2t013611001.1	CAD15_HUMAN, CADH2_HUMAN, CADH4_HUMAN, CADH5_HUMAN, CAD22_HUMAN, CAD20_HUMAN, CAD19_HUMAN, CADH7_HUMAN, CAD12_HUMAN, CAD10_HUMAN, CADH6_HUMAN, CADH9_HUMAN, CADH8_HUMAN, CAD24_HUMAN, CAD11_HUMAN, CAD18_HUMAN
OG0000114	Mmus	NV2t013611001.1	CAD15_MOUSE, CADH2_MOUSE, CADH4_MOUSE, CADH5_MOUSE, CAD22_MOUSE, CAD20_MOUSE, CADH7_MOUSE, CAD12_MOUSE, CAD10_MOUSE, CADH6_MOUSE, CADH9_MOUSE, CADH8_MOUSE, CAD24_MOUSE, CAD11_MOUSE
OG0000114	Gfas	NV2t013611001.1	gfas1.m1.19984.m1, gfas1.m1.22988.m1, gfas1.m1.3172.m1
OG0000115	Hsap	NV2t017768001.1, NV2t014379001.1, NV2t006568001.1, NV2t020582001.1, NV2t020585001.1, NV2t004330001.1, NV2t018284001.1, NV2t018284002.1	KCNA5_HUMAN, KCNA7_HUMAN, KCNA6_HUMAN, KCNA4_HUMAN, KCNA3_HUMAN, KCNA2_HUMAN, KCNA1_HUMAN
OG0000115	Mmus	NV2t017768001.1, NV2t014379001.1, NV2t006568001.1, NV2t020582001.1, NV2t020585001.1, NV2t004330001.1, NV2t018284001.1, NV2t018284002.1	KCNA5_MOUSE, KCNA7_MOUSE, KCNA6_MOUSE, KCNA4_MOUSE, KCNA3_MOUSE, KCNA2_MOUSE, KCNA1_MOUSE
OG0000115	Gfas	NV2t017768001.1	gfas1.m1.15767.m1
OG0000115	Gfas	NV2t014379001.1	gfas1.m1.13915.m1, gfas1.m1.162.m1
OG0000115	Gfas	NV2t006568001.1	gfas1.m1.18153.m1
OG0000115	Gfas	NV2t020582001.1, NV2t020585001.1	gfas1.m1.5902.m1, gfas1.m1.1202.m1, gfas1.m1.5905.m1, gfas1.m1.5898.m1, gfas1.m1.6506.m1
OG0000115	Gfas	NV2t004330001.1	gfas1.m1.15120.m1
OG0000115	Gfas	NV2t018284001.1, NV2t018284002.1	gfas1.m1.3405.m1
OG0000117	Mmus	NV2t007833001.1, NV2t013528001.1, NV2t013528002.1, NV2t013528003.1, NV2t024925001.1, NV2t013873001.1, NV2t019483001.1, NV2t000814001.1, NV2t000814002.1, NV2t024809001.1, NV2t024809002.1, NV2t024809003.1, NV2t024809004.1, NV2t024811001.1, NV2t025524001.1	CEL3B_MOUSE, CELA1_MOUSE, CTRC_MOUSE, CEL2A_MOUSE
OG0000117	Hsap	NV2t007833001.1, NV2t013528001.1, NV2t013528002.1, NV2t013528003.1, NV2t024925001.1, NV2t013873001.1, NV2t019483001.1, NV2t000814001.1, NV2t000814002.1, NV2t024809001.1, NV2t024809002.1, NV2t024809003.1, NV2t024809004.1, NV2t024811001.1, NV2t025524001.1	CEL3A_HUMAN, CEL3B_HUMAN, CELA1_HUMAN, CTRC_HUMAN, CEL2A_HUMAN, CEL2B_HUMAN
OG0000117	Gfas	NV2t013528001.1, NV2t013528002.1, NV2t013528003.1	gfas1.m1.5528.m1
OG0000117	Gfas	NV2t024925001.1, NV2t013873001.1	gfas1.m1.21422.m1, gfas1.m1.11769.m1, gfas1.m1.5525.m1
OG0000117	Gfas	NV2t019483001.1	gfas1.m1.5523.m1
OG0000117	Gfas	NV2t000814001.1, NV2t000814002.1	gfas1.m1.16084.m1
OG0000117	Gfas	NV2t024809001.1, NV2t024809002.1, NV2t024809003.1, NV2t024809004.1, NV2t024811001.1, NV2t025524001.1	gfas1.m1.6216.m1, gfas1.m1.10049.m1
OG0000118	Gfas	NV2t023060001.1	gfas1.m1.20731.m1, gfas1.m1.20778.m1, gfas1.m1.22455.m1
OG0000118	Gfas	NV2t002967001.1, NV2t008445001.1, NV2t015578001.1	gfas1.m1.19146.m1, gfas1.m1.20004.m1, gfas1.m1.11635.m1, gfas1.m1.21581.m1, gfas1.m1.10241.m1, gfas1.m1.9443.m1, gfas1.m1.12716.m1
OG0000118	Gfas	NV2t011678001.1, NV2t020834001.1, NV2t001485001.1, NV2t001503001.1, NV2t005686003.1, NV2t005686004.1, NV2t005686001.1, NV2t005686002.1	gfas1.m1.9275.m1, gfas1.m1.9309.m1, gfas1.m1.22838.m1, gfas1.m1.10068.m1, gfas1.m1.19.m1, gfas1.m1.16909.m1, gfas1.m1.11412.m1
OG0000119	Hsap	NV2t020068001.1, NV2t020068002.1, NV2t014755001.1, NV2t014756001.1, NV2t000522001.1, NV2t000523001.1, NV2t002692001.1, NV2t002694001.1	ST1E1_HUMAN, ST1B1_HUMAN, ST1C3_HUMAN, ST1C4_HUMAN, ST1C2_HUMAN, ST1A2_HUMAN, ST1A1_HUMAN, ST1A3_HUMAN, ST1A4_HUMAN
OG0000119	Mmus	NV2t020068001.1, NV2t020068002.1, NV2t014755001.1, NV2t014756001.1, NV2t000522001.1, NV2t000523001.1, NV2t002692001.1, NV2t002694001.1	ST1E1_MOUSE, ST1B1_MOUSE, ST1C1_MOUSE, ST1C2_MOUSE, ST1D1_MOUSE, ST1A1_MOUSE
OG0000119	Gfas	NV2t020068001.1, NV2t020068002.1	gfas1.m1.16085.m1
OG0000119	Gfas	NV2t014755001.1, NV2t014756001.1, NV2t000522001.1, NV2t000523001.1, NV2t002692001.1, NV2t002694001.1	gfas1.m1.8104.m1, gfas1.m1.23543.m1, gfas1.m1.15714.m1, gfas1.m1.10886.m1, gfas1.m1.15034.m1, gfas1.m1.15038.m1, gfas1.m1.15040.m1, gfas1.m1.5550.m1, gfas1.m1.23897.m1
OG0000121	Gfas	NV2t005668001.1	gfas1.m1.7420.m1
OG0000121	Gfas	NV2t006781001.1	gfas1.m1.18386.m1, gfas1.m1.9038.m1
OG0000121	Gfas	NV2t002184001.1	gfas1.m1.20931.m1, gfas1.m1.21021.m1, gfas1.m1.23821.m1, gfas1.m1.22175.m1, gfas1.m1.18007.m1, gfas1.m1.2853.m1, gfas1.m1.21894.m1, gfas1.m1.9037.m1, gfas1.m1.16859.m1
OG0000121	Gfas	NV2t006804001.1	gfas1.m1.11675.m1, gfas1.m1.13752.m1
OG0000121	Gfas	NV2t024724001.1	gfas1.m1.3122.m1
OG0000122	Hsap	NV2t016422001.1, NV2t016407001.1, NV2t016410001.1, NV2t016417001.1, NV2t016407002.1, NV2t016404001.1, NV2t016404002.1, NV2t016416001.1, NV2t016407003.1, NV2t016407004.1, NV2t016407005.1, NV2t016406001.1, NV2t019429001.1	SACS_HUMAN
OG0000122	Mmus	NV2t016422001.1, NV2t016407001.1, NV2t016410001.1, NV2t016417001.1, NV2t016407002.1, NV2t016404001.1, NV2t016404002.1, NV2t016416001.1, NV2t016407003.1, NV2t016407004.1, NV2t016407005.1, NV2t016406001.1, NV2t019429001.1	SACS_MOUSE
OG0000122	Gfas	NV2t016422001.1	gfas1.m1.6198.m1
OG0000122	Gfas	NV2t016407001.1, NV2t016410001.1, NV2t016417001.1, NV2t016407002.1, NV2t016404001.1, NV2t016404002.1, NV2t016416001.1, NV2t016407003.1, NV2t016407004.1, NV2t016407005.1, NV2t016406001.1	gfas1.m1.6204.m1, gfas1.m1.6196.m1, gfas1.m1.9198.m1, gfas1.m1.20201.m1, gfas1.m1.23874.m1, gfas1.m1.10466.m1, gfas1.m1.6197.m1, gfas1.m1.11157.m1, gfas1.m1.11158.m1, gfas1.m1.23508.m1, gfas1.m1.9199.m1, gfas1.m1.21103.m1, gfas1.m1.11610.m1, gfas1.m1.20392.m1
OG0000122	Gfas	NV2t019429001.1	gfas1.m1.8462.m1, gfas1.m1.8461.m1, gfas1.m1.1265.m1
OG0000123	Gfas	NV2t010238001.1, NV2t015342001.1, NV2t007621001.1, NV2t005756001.1, NV2t009591001.1, NV2t005597002.1, NV2t018243001.1, NV2t009658002.1, NV2t006750001.1, NV2t025783003.1, NV2t003541001.1, NV2t021765001.1, NV2t014098001.1, NV2t015172001.1, NV2t015172002.1, NV2t009326003.1, NV2t018686001.1, NV2t009658001.1, NV2t009658003.1, NV2t025783002.1, NV2t015181001.1, NV2t009326001.1, NV2t024283001.1, NV2t017934001.1, NV2t008191001.1, NV2t013129001.1, NV2t006750002.1, NV2t025783001.1, NV2t009326002.1, NV2t009658004.1, NV2t005597001.1, NV2t013236001.1	gfas1.m1.12193.m1
OG0000128	Hsap	NV2t024651001.1, NV2t024651002.1, NV2t018706002.1, NV2t018706001.1, NV2t018706003.1, NV2t018706004.1, NV2t018706007.1, NV2t018706005.1, NV2t018706006.1, NV2t018706008.1, NV2t018706009.1, NV2t018708001.1, NV2t018708004.1, NV2t018708005.1, NV2t018708003.1, NV2t018708006.1	DCE1_HUMAN, DCE2_HUMAN, GADL1_HUMAN, CSAD_HUMAN
OG0000128	Mmus	NV2t024651001.1, NV2t024651002.1, NV2t018706002.1, NV2t018706001.1, NV2t018706003.1, NV2t018706004.1, NV2t018706007.1, NV2t018706005.1, NV2t018706006.1, NV2t018706008.1, NV2t018706009.1, NV2t018708001.1, NV2t018708004.1, NV2t018708005.1, NV2t018708003.1, NV2t018708006.1	DCE1_MOUSE, DCE2_MOUSE, GADL1_MOUSE, CSAD_MOUSE
OG0000128	Gfas	NV2t024651001.1, NV2t024651002.1, NV2t018706002.1, NV2t018706001.1, NV2t018706003.1, NV2t018706004.1, NV2t018706007.1, NV2t018706005.1, NV2t018706006.1, NV2t018706008.1, NV2t018706009.1, NV2t018708001.1, NV2t018708004.1, NV2t018708005.1, NV2t018708003.1, NV2t018708006.1	gfas1.m1.22991.m1, gfas1.m1.20417.m1, gfas1.m1.18590.m1, gfas1.m1.18594.m1, gfas1.m1.17379.m1, gfas1.m1.22277.m1, gfas1.m1.17378.m1, gfas1.m1.20415.m1
OG0000129	Gfas	NV2t000958001.1	gfas1.m1.393.m1, gfas1.m1.22702.m1, gfas1.m1.4574.m1, gfas1.m1.7140.m1, gfas1.m1.7136.m1, gfas1.m1.21967.m1, gfas1.m1.14003.m1, gfas1.m1.15412.m1, gfas1.m1.5679.m1, gfas1.m1.2847.m1, gfas1.m1.9126.m1, gfas1.m1.2846.m1, gfas1.m1.23037.m1, gfas1.m1.13105.m1, gfas1.m1.11304.m1, gfas1.m1.13162.m1, gfas1.m1.12778.m1, gfas1.m1.5948.m1, gfas1.m1.12359.m1, gfas1.m1.7775.m1, gfas1.m1.22532.m1, gfas1.m1.7154.m1, gfas1.m1.21551.m1, gfas1.m1.21720.m1, gfas1.m1.21552.m1, gfas1.m1.3951.m1, gfas1.m1.11612.m1, gfas1.m1.9714.m1, gfas1.m1.9124.m1, gfas1.m1.6227.m1, gfas1.m1.5575.m1
OG0000130	Gfas	NV2t015588001.1, NV2t007282001.1, NV2t007283001.1, NV2t011749002.1, NV2t011749001.1, NV2t011749003.1	gfas1.m1.10704.m1, gfas1.m1.17149.m1
OG0000130	Gfas	NV2t000566001.1	gfas1.m1.22029.m1, gfas1.m1.1018.m1, gfas1.m1.17582.m1, gfas1.m1.13144.m1, gfas1.m1.2787.m1, gfas1.m1.2786.m1, gfas1.m1.13881.m1
OG0000130	Gfas	NV2t018958001.1	gfas1.m1.8509.m1, gfas1.m1.8513.m1, gfas1.m1.12011.m1, gfas1.m1.8510.m1, gfas1.m1.7047.m1, gfas1.m1.7053.m1, gfas1.m1.4744.m1, gfas1.m1.832.m1, gfas1.m1.19635.m1, gfas1.m1.10674.m1, gfas1.m1.12583.m1, gfas1.m1.19355.m1, gfas1.m1.11700.m1, gfas1.m1.15721.m1, gfas1.m1.8511.m1
OG0000131	Gfas	NV2t023009001.1, NV2t023035001.1, NV2t023022001.1, NV2t022974002.1, NV2t022984001.1, NV2t023029001.1, NV2t023044001.1, NV2t023295001.1, NV2t023295002.1, NV2t023023001.1, NV2t023037001.1, NV2t023042001.1, NV2t009817001.1, NV2t023024001.1, NV2t023028001.1, NV2t022985001.1	gfas1.m1.12709.m1
OG0000131	Gfas	NV2t016078001.1, NV2t023818001.1	gfas1.m1.22959.m1
OG0000131	Gfas	NV2t023815001.1	gfas1.m1.13125.m1, gfas1.m1.12464.m1, gfas1.m1.13124.m1
OG0000131	Gfas	NV2t023280001.1	gfas1.m1.11565.m1, gfas1.m1.6962.m1
OG0000131	Gfas	NV2t006810001.1	gfas1.m1.19165.m1
OG0000132	Hsap	NV2t012450001.1, NV2t015069001.1, NV2t021947001.1, NV2t002546001.1, NV2t025177001.1, NV2t003123001.1, NV2t024629001.1, NV2t024629002.1, NV2t001190001.1	ACTHR_HUMAN, MSHR_HUMAN, MC3R_HUMAN, MC4R_HUMAN, MC5R_HUMAN
OG0000132	Mmus	NV2t012450001.1, NV2t015069001.1, NV2t021947001.1, NV2t002546001.1, NV2t025177001.1, NV2t003123001.1, NV2t024629001.1, NV2t024629002.1, NV2t001190001.1	ACTHR_MOUSE, MSHR_MOUSE, MC3R_MOUSE, MC4R_MOUSE, MC5R_MOUSE
OG0000132	Gfas	NV2t015069001.1	gfas1.m1.16365.m1, gfas1.m1.16371.m1, gfas1.m1.16364.m1, gfas1.m1.16366.m1
OG0000132	Gfas	NV2t021947001.1	gfas1.m1.6268.m1
OG0000132	Gfas	NV2t002546001.1, NV2t025177001.1, NV2t003123001.1	gfas1.m1.18941.m1, gfas1.m1.5274.m1, gfas1.m1.7988.m1
OG0000132	Gfas	NV2t024629001.1, NV2t024629002.1	gfas1.m1.5383.m1, gfas1.m1.2741.m1, gfas1.m1.2749.m1
OG0000132	Gfas	NV2t001190001.1	gfas1.m1.18354.m1, gfas1.m1.18986.m1
OG0000133	Hsap	NV2t011760001.1, NV2t022623001.1, NV2t022624001.1, NV2t022627001.1, NV2t022622001.1, NV2t022626001.1, NV2t012169001.1, NV2t007792001.1	LYVE1_HUMAN, CSPG2_HUMAN, PGCB_HUMAN, PGCA_HUMAN, NCAN_HUMAN, HPLN2_HUMAN, HPLN3_HUMAN, HPLN1_HUMAN, HPLN4_HUMAN
OG0000133	Mmus	NV2t011760001.1, NV2t022623001.1, NV2t022624001.1, NV2t022627001.1, NV2t022622001.1, NV2t022626001.1, NV2t012169001.1, NV2t007792001.1	LYVE1_MOUSE, CSPG2_MOUSE, PGCB_MOUSE, PGCA_MOUSE, NCAN_MOUSE, HPLN2_MOUSE, HPLN3_MOUSE, HPLN1_MOUSE, HPLN4_MOUSE
OG0000133	Gfas	NV2t011760001.1, NV2t022623001.1, NV2t022624001.1, NV2t022627001.1, NV2t022622001.1, NV2t022626001.1, NV2t012169001.1, NV2t007792001.1	gfas1.m1.23768.m1, gfas1.m1.10832.m1, gfas1.m1.19218.m1, gfas1.m1.16940.m1, gfas1.m1.12847.m1, gfas1.m1.12674.m1
OG0000134	Gfas	NV2t010478001.1	gfas1.m1.12891.m1
OG0000134	Gfas	NV2t009252001.1, NV2t016833001.1, NV2t000888001.1, NV2t018650001.1, NV2t013322001.1, NV2t023686001.1, NV2t009353001.1, NV2t000916001.1, NV2t018851001.1, NV2t001671001.1, NV2t001632001.1, NV2t006360001.1, NV2t016328002.1, NV2t007023002.1, NV2t023342001.1, NV2t001705001.1, NV2t010762001.1, NV2t009288001.1, NV2t005889001.1, NV2t006427004.1, NV2t018536001.1, NV2t023240001.1, NV2t006427003.1, NV2t020286001.1, NV2t012981001.1, NV2t013527001.1, NV2t019705002.1, NV2t021571001.1, NV2t008886001.1	gfas1.m1.19255.m1
OG0000135	Mmus	NV2t000817001.1	MAGBG_MOUSE, MAGBI_MOUSE, NSE3_MOUSE
OG0000135	Hsap	NV2t000817001.1	MA13P_HUMAN, MAGC3_HUMAN, MAGC2_HUMAN, MAGC1_HUMAN, MAGAA_HUMAN, MAGAB_HUMAN, MAGA9_HUMAN, MAGA8_HUMAN, MAGA3_HUMAN, MAGA6_HUMAN, MAGA2_HUMAN, MAGAC_HUMAN, MAGA5_HUMAN, MAGA1_HUMAN, MAGA4_HUMAN, MAGBG_HUMAN, MAGBA_HUMAN, MAGB3_HUMAN, MAGB5_HUMAN, MAGB4_HUMAN, MAGB1_HUMAN, MAGB2_HUMAN, MAGBH_HUMAN, MAB6B_HUMAN, MAGB6_HUMAN, MAGBI_HUMAN, MAGF1_HUMAN, NSE3_HUMAN
OG0000140	Hsap	NV2t024535001.1, NV2t024535002.1, NV2t011872001.1, NV2t011872002.1, NV2t010959002.1, NV2t010959003.1, NV2t010959004.1, NV2t010959005.1, NV2t010959001.1	CO3A1_HUMAN, CO1A2_HUMAN, CO1A1_HUMAN, CO2A1_HUMAN, CO5A2_HUMAN
OG0000140	Mmus	NV2t024535001.1, NV2t024535002.1, NV2t011872001.1, NV2t011872002.1, NV2t010959002.1, NV2t010959003.1, NV2t010959004.1, NV2t010959005.1, NV2t010959001.1	CO3A1_MOUSE, CO1A2_MOUSE, CO1A1_MOUSE, CO2A1_MOUSE, CO5A2_MOUSE
OG0000140	Gfas	NV2t024535001.1, NV2t024535002.1	gfas1.m1.1256.m1
OG0000140	Gfas	NV2t011872001.1, NV2t011872002.1	gfas1.m1.14045.m1, gfas1.m1.19052.m1, gfas1.m1.8586.m1, gfas1.m1.19051.m1
OG0000140	Gfas	NV2t010959002.1, NV2t010959003.1, NV2t010959004.1, NV2t010959005.1, NV2t010959001.1	gfas1.m1.16140.m1, gfas1.m1.5787.m1, gfas1.m1.20766.m1, gfas1.m1.8588.m1, gfas1.m1.21564.m1
OG0000141	Hsap	NV2t010225001.1, NV2t010352001.1, NV2t010352004.1, NV2t010352002.1, NV2t010352006.1, NV2t010352003.1, NV2t010352005.1, NV2t010352007.1	SPRY3_HUMAN
OG0000141	Gfas	NV2t010225001.1, NV2t010352001.1, NV2t010352004.1, NV2t010352002.1, NV2t010352006.1, NV2t010352003.1, NV2t010352005.1, NV2t010352007.1	gfas1.m1.7285.m1, gfas1.m1.18524.m1, gfas1.m1.2615.m1, gfas1.m1.12428.m1, gfas1.m1.23869.m1, gfas1.m1.11750.m1, gfas1.m1.10208.m1, gfas1.m1.10828.m1, gfas1.m1.10207.m1, gfas1.m1.10920.m1, gfas1.m1.22808.m1, gfas1.m1.18472.m1, gfas1.m1.10244.m1, gfas1.m1.20237.m1, gfas1.m1.8562.m1, gfas1.m1.18471.m1, gfas1.m1.13004.m1, gfas1.m1.20549.m1, gfas1.m1.9334.m1, gfas1.m1.10425.m1, gfas1.m1.12587.m1, gfas1.m1.6951.m1
OG0000142	Gfas	NV2t021688001.1, NV2t021688002.1	gfas1.m1.22195.m1, gfas1.m1.23795.m1, gfas1.m1.12199.m1, gfas1.m1.11543.m1, gfas1.m1.12713.m1, gfas1.m1.7743.m1, gfas1.m1.12395.m1
OG0000142	Gfas	NV2t025945001.1, NV2t009966001.1	gfas1.m1.12499.m1, gfas1.m1.12036.m1, gfas1.m1.1887.m1, gfas1.m1.8793.m1, gfas1.m1.8792.m1, gfas1.m1.10932.m1, gfas1.m1.21965.m1, gfas1.m1.7203.m1, gfas1.m1.22055.m1, gfas1.m1.21047.m1, gfas1.m1.5002.m1, gfas1.m1.8808.m1, gfas1.m1.5121.m1, gfas1.m1.20815.m1, gfas1.m1.7558.m1, gfas1.m1.21048.m1, gfas1.m1.11701.m1, gfas1.m1.8959.m1, gfas1.m1.9095.m1, gfas1.m1.8958.m1
OG0000143	Gfas	NV2t012928001.1	gfas1.m1.20210.m1, gfas1.m1.18343.m1, gfas1.m1.11083.m1
OG0000143	Gfas	NV2t019331001.1	gfas1.m1.8779.m1, gfas1.m1.21128.m1, gfas1.m1.1674.m1, gfas1.m1.3620.m1, gfas1.m1.12315.m1, gfas1.m1.13087.m1, gfas1.m1.20616.m1
OG0000143	Gfas	NV2t003335001.1	gfas1.m1.10829.m1, gfas1.m1.11566.m1, gfas1.m1.21478.m1, gfas1.m1.12568.m1, gfas1.m1.8997.m1, gfas1.m1.9102.m1
OG0000144	Gfas	NV2t020131001.1	gfas1.m1.11373.m1, gfas1.m1.7106.m1, gfas1.m1.7108.m1, gfas1.m1.7107.m1, gfas1.m1.7104.m1, gfas1.m1.11313.m1
OG0000144	Gfas	NV2t017941001.1	gfas1.m1.19835.m1, gfas1.m1.12032.m1
OG0000144	Gfas	NV2t020392001.1, NV2t000813001.1, NV2t021788001.1, NV2t002565001.1, NV2t002575001.1, NV2t002571001.1, NV2t002564001.1, NV2t002566001.1, NV2t002558002.1, NV2t002558001.1, NV2t002568001.1	gfas1.m1.3613.m1, gfas1.m1.13798.m1
OG0000145	Hsap	NV2t004708001.1, NV2t021398001.1, NV2t013854001.1, NV2t002121001.1, NV2t010347001.1, NV2t023025001.1, NV2t002178001.1, NV2t011621001.1, NV2t004950001.1, NV2t025040001.1, NV2t014952001.1	P52K_HUMAN
OG0000145	Mmus	NV2t004708001.1, NV2t021398001.1, NV2t013854001.1, NV2t002121001.1, NV2t010347001.1, NV2t023025001.1, NV2t002178001.1, NV2t011621001.1, NV2t004950001.1, NV2t025040001.1, NV2t014952001.1	P52K_MOUSE
