Orthogroup	Species	Hsap	Orthologs
OG0000282	Gfas	NALD2_HUMAN, FOH1B_HUMAN, FOLH1_HUMAN	gfas1.m1.11277.m1, gfas1.m1.17252.m1, gfas1.m1.14664.m1, gfas1.m1.4909.m1, gfas1.m1.4912.m1, gfas1.m1.4913.m1, gfas1.m1.21890.m1
OG0000282	Mmus	NALD2_HUMAN	NALD2_MOUSE
OG0000282	Mmus	FOH1B_HUMAN, FOLH1_HUMAN	FOLH1_MOUSE
OG0000283	Gfas	CKLF8_HUMAN, PLLP_HUMAN, CKLF7_HUMAN, CKLF6_HUMAN, CKLF4_HUMAN	gfas1.m1.19657.m1, gfas1.m1.9359.m1, gfas1.m1.9360.m1, gfas1.m1.10749.m1
OG0000283	Nvec	CKLF8_HUMAN, PLLP_HUMAN, CKLF7_HUMAN, CKLF6_HUMAN, CKLF4_HUMAN	NV2t016985001.1, NV2t004640001.1, NV2t004649001.1, NV2t004649002.1, NV2t004642001.1, NV2t004945001.1, NV2t004647001.1
OG0000283	Mmus	CKLF8_HUMAN	CKLF8_MOUSE
OG0000283	Mmus	PLLP_HUMAN	PLLP_MOUSE
OG0000283	Mmus	CKLF7_HUMAN	CKLF7_MOUSE
OG0000283	Mmus	CKLF6_HUMAN	CKLF6_MOUSE
OG0000283	Mmus	CKLF4_HUMAN	CKLF4_MOUSE
OG0000284	Gfas	REG4_HUMAN, REG1A_HUMAN, REG1B_HUMAN, REG3A_HUMAN, REG3G_HUMAN	gfas1.m1.23059.m1, gfas1.m1.19482.m1, gfas1.m1.23911.m1, gfas1.m1.20724.m1, gfas1.m1.12050.m1, gfas1.m1.22655.m1, gfas1.m1.16816.m1
OG0000284	Nvec	REG4_HUMAN, REG1A_HUMAN, REG1B_HUMAN, REG3A_HUMAN, REG3G_HUMAN	NV2t005984001.1, NV2t005985001.1, NV2t025674001.1
OG0000284	Mmus	REG4_HUMAN	REG4_MOUSE
OG0000284	Mmus	REG1A_HUMAN, REG1B_HUMAN	LIT1_MOUSE, LIT2_MOUSE
OG0000284	Mmus	REG3A_HUMAN, REG3G_HUMAN	REG3A_MOUSE, REG3B_MOUSE, REG3G_MOUSE
OG0000285	Gfas	MYL6_HUMAN, MYL6B_HUMAN, MYL1_HUMAN, MYL3_HUMAN, MYL4_HUMAN	gfas1.m1.3909.m1, gfas1.m1.4012.m1, gfas1.m1.16128.m1, gfas1.m1.18786.m1
OG0000285	Nvec	MYL6_HUMAN, MYL6B_HUMAN, MYL1_HUMAN, MYL3_HUMAN, MYL4_HUMAN	NV2t008576001.1, NV2t003825001.1, NV2t012644001.1, NV2t012252004.1, NV2t012252003.1, NV2t012252001.1, NV2t012252002.1
OG0000285	Mmus	MYL6_HUMAN	MYL6_MOUSE
OG0000285	Mmus	MYL6B_HUMAN	MYL6B_MOUSE
OG0000285	Mmus	MYL1_HUMAN	MYL1_MOUSE
OG0000285	Mmus	MYL3_HUMAN	MYL3_MOUSE
OG0000285	Mmus	MYL4_HUMAN	MYL4_MOUSE
OG0000286	Gfas	DLL4_HUMAN, DLL1_HUMAN	gfas1.m1.3698.m1
OG0000286	Nvec	DLL4_HUMAN, DLL1_HUMAN	NV2t020616003.1, NV2t020616008.1, NV2t020616009.1, NV2t020616010.1, NV2t020616011.1, NV2t020616012.1, NV2t020616013.1, NV2t020616014.1, NV2t020616016.1, NV2t020616015.1, NV2t020616001.1, NV2t020616002.1, NV2t020616005.1, NV2t020616007.1, NV2t020616006.1, NV2t020616004.1
OG0000286	Mmus	DLL4_HUMAN	DLL4_MOUSE
OG0000286	Mmus	DLL1_HUMAN	DLL1_MOUSE
OG0000287	Gfas	ATP4A_HUMAN, AT12A_HUMAN, AT1A3_HUMAN, AT1A1_HUMAN, AT1A4_HUMAN, AT1A2_HUMAN	gfas1.m1.3507.m1, gfas1.m1.3511.m1
OG0000287	Nvec	ATP4A_HUMAN, AT12A_HUMAN, AT1A3_HUMAN, AT1A1_HUMAN, AT1A4_HUMAN, AT1A2_HUMAN	NV2t021561003.1, NV2t021561001.1, NV2t021561002.1, NV2t021561004.1, NV2t021299002.1, NV2t021299001.1, NV2t021299003.1
OG0000287	Mmus	ATP4A_HUMAN	ATP4A_MOUSE
OG0000287	Mmus	AT12A_HUMAN	AT12A_MOUSE
OG0000287	Mmus	AT1A3_HUMAN	AT1A3_MOUSE
OG0000287	Mmus	AT1A1_HUMAN	AT1A1_MOUSE
OG0000287	Mmus	AT1A4_HUMAN	AT1A4_MOUSE
OG0000287	Mmus	AT1A2_HUMAN	AT1A2_MOUSE
OG0000288	Gfas	PDE4C_HUMAN, PDE4D_HUMAN, PDE4B_HUMAN, PDE4A_HUMAN	gfas1.m1.8436.m1
OG0000288	Nvec	PDE4C_HUMAN, PDE4D_HUMAN, PDE4B_HUMAN, PDE4A_HUMAN	NV2t002243008.1, NV2t002243005.1, NV2t002243010.1, NV2t002243007.1, NV2t002243012.1, NV2t002243004.1, NV2t002243009.1, NV2t002243001.1, NV2t002243002.1, NV2t002243003.1, NV2t002243006.1, NV2t002243011.1, NV2t002243013.1
OG0000288	Mmus	PDE4C_HUMAN	PDE4C_MOUSE
OG0000288	Mmus	PDE4D_HUMAN	PDE4D_MOUSE
OG0000288	Mmus	PDE4B_HUMAN, PDE4A_HUMAN	PDE4A_MOUSE
OG0000290	Mmus	DRB5_HUMAN, DRB1_HUMAN, DRB3_HUMAN, DRB4_HUMAN	HB2J_MOUSE, HB22_MOUSE, HB23_MOUSE, HB21_MOUSE, HB24_MOUSE, HB2I_MOUSE
OG0000290	Mmus	DOB_HUMAN, DPB1_HUMAN, DQB1_HUMAN, DQB2_HUMAN	HB2D_MOUSE, HB2Q_MOUSE, HB2A_MOUSE, HB2F_MOUSE, HB2S_MOUSE, HB2K_MOUSE, HB2U_MOUSE
OG0000291	Mmus	MRGX2_HUMAN, MRGX1_HUMAN, MRGX4_HUMAN, MRGX3_HUMAN	MRGB8_MOUSE, MRGB4_MOUSE, MRGB5_MOUSE, MRGB1_MOUSE, MRGX2_MOUSE, MRGB2_MOUSE, MRGB3_MOUSE
OG0000291	Mmus	MAS1L_HUMAN	MRGX1_MOUSE, MRGA1_MOUSE, MRGA5_MOUSE, MRGA2_MOUSE, MRGA4_MOUSE, MRGA8_MOUSE, MRGA3_MOUSE, MRGA7_MOUSE, MRGA6_MOUSE
OG0000292	Mmus	PRL_HUMAN	PRL_MOUSE, PR3B1_MOUSE, PR3C1_MOUSE, PR3D1_MOUSE, PR4A1_MOUSE, PR2A1_MOUSE, PR2B1_MOUSE, PR2C5_MOUSE, PR2C2_MOUSE, PR2C3_MOUSE, PR5A1_MOUSE, PR6A1_MOUSE, PR8A9_MOUSE, PR8A6_MOUSE, PR8A8_MOUSE, PR7A1_MOUSE, PR7A2_MOUSE, PR7B1_MOUSE, PR7C1_MOUSE, PR7D1_MOUSE
OG0000294	Gfas	ACTBL_HUMAN, ACTB_HUMAN, ACTBM_HUMAN, ACTG_HUMAN	gfas1.m1.3440.m1, gfas1.m1.18568.m1, gfas1.m1.3197.m1, gfas1.m1.23241.m1, gfas1.m1.18565.m1
OG0000294	Nvec	ACTBL_HUMAN, ACTB_HUMAN, ACTBM_HUMAN, ACTG_HUMAN	NV2t007354001.1, NV2t007354002.1, NV2t007355001.1, NV2t013196001.1, NV2t007661001.1, NV2t008119001.1, NV2t008119002.1, NV2t008125001.1
OG0000294	Mmus	ACTBL_HUMAN	ACTBL_MOUSE
OG0000294	Mmus	ACTB_HUMAN	ACTB_MOUSE
OG0000294	Mmus	ACTBM_HUMAN, ACTG_HUMAN	ACTG_MOUSE
OG0000295	Nvec	TRAF1_HUMAN, TRAF2_HUMAN	NV2t025583001.1
OG0000295	Gfas	TRAF1_HUMAN, TRAF2_HUMAN	gfas1.m1.1871.m1, gfas1.m1.11879.m1, gfas1.m1.7615.m1, gfas1.m1.23709.m1, gfas1.m1.23710.m1, gfas1.m1.7225.m1, gfas1.m1.8641.m1, gfas1.m1.8643.m1, gfas1.m1.7224.m1, gfas1.m1.7226.m1, gfas1.m1.20533.m1, gfas1.m1.8642.m1, gfas1.m1.1874.m1, gfas1.m1.18270.m1, gfas1.m1.20540.m1
OG0000295	Mmus	TRAF1_HUMAN	TRAF1_MOUSE
OG0000295	Mmus	TRAF2_HUMAN	TRAF2_MOUSE
OG0000296	Nvec	SC5AB_HUMAN, SC5A2_HUMAN, SC5A1_HUMAN, SC5A4_HUMAN, SC5AA_HUMAN, SC5A9_HUMAN	NV2t002270001.1, NV2t002272001.1, NV2t002273001.1
OG0000296	Gfas	SC5AB_HUMAN, SC5A2_HUMAN, SC5A1_HUMAN, SC5A4_HUMAN, SC5AA_HUMAN, SC5A9_HUMAN	gfas1.m1.15914.m1, gfas1.m1.15909.m1, gfas1.m1.15911.m1, gfas1.m1.15910.m1
OG0000296	Mmus	SC5AB_HUMAN	SC5AB_MOUSE
OG0000296	Mmus	SC5A2_HUMAN	SC5A2_MOUSE
OG0000296	Mmus	SC5A1_HUMAN	SC5A1_MOUSE
OG0000296	Mmus	SC5A4_HUMAN	S5A4B_MOUSE, S5A4A_MOUSE
OG0000296	Mmus	SC5AA_HUMAN	SC5AA_MOUSE
OG0000296	Mmus	SC5A9_HUMAN	SC5A9_MOUSE
OG0000297	Gfas	EVA1C_HUMAN, EVA1A_HUMAN	gfas1.m1.3087.m1, gfas1.m1.7095.m1, gfas1.m1.3101.m1, gfas1.m1.3105.m1, gfas1.m1.3103.m1, gfas1.m1.3092.m1
OG0000297	Nvec	EVA1C_HUMAN, EVA1A_HUMAN	NV2t005189001.1, NV2t004511001.1, NV2t005196001.1, NV2t005196003.1, NV2t005196004.1, NV2t005199001.1, NV2t005199002.1, NV2t005196002.1, NV2t005194001.1, NV2t005200001.1
OG0000297	Mmus	EVA1C_HUMAN	EVA1C_MOUSE
OG0000297	Mmus	EVA1A_HUMAN	EVA1A_MOUSE
OG0000301	Nvec	SRSF3_HUMAN	NV2t016774004.1, NV2t016774003.1, NV2t016774001.1, NV2t016774002.1, NV2t001830001.1, NV2t001831007.1, NV2t001831001.1, NV2t001831002.1, NV2t001831005.1, NV2t001830002.1, NV2t001831004.1, NV2t001831003.1, NV2t001831006.1, NV2t001741001.1
OG0000301	Gfas	SRSF3_HUMAN	gfas1.m1.5293.m1, gfas1.m1.14764.m1, gfas1.m1.14773.m1, gfas1.m1.1968.m1
OG0000301	Mmus	SRSF3_HUMAN	SRSF3_MOUSE
OG0000304	Gfas	MBNL3_HUMAN, MBNL1_HUMAN, MBNL2_HUMAN	gfas1.m1.1211.m1
OG0000304	Nvec	MBNL3_HUMAN, MBNL1_HUMAN, MBNL2_HUMAN	NV2t022646011.1, NV2t022646012.1, NV2t022646001.1, NV2t022646004.1, NV2t022646009.1, NV2t022646002.1, NV2t022646003.1, NV2t022646005.1, NV2t022646006.1, NV2t022646007.1, NV2t022646008.1, NV2t022646010.1, NV2t022646013.1
OG0000304	Mmus	MBNL3_HUMAN	MBNL3_MOUSE
OG0000304	Mmus	MBNL1_HUMAN	MBNL1_MOUSE
OG0000304	Mmus	MBNL2_HUMAN	MBNL2_MOUSE
OG0000305	Gfas	CAHM5_HUMAN, CAHM6_HUMAN, CAHM1_HUMAN, CAHM3_HUMAN, CAHM2_HUMAN, CAHM4_HUMAN	gfas1.m1.8275.m1, gfas1.m1.4233.m1, gfas1.m1.9633.m1, gfas1.m1.3123.m1
OG0000305	Nvec	CAHM5_HUMAN, CAHM6_HUMAN, CAHM1_HUMAN, CAHM3_HUMAN, CAHM2_HUMAN, CAHM4_HUMAN	NV2t025235001.1, NV2t022378001.1, NV2t022382001.1, NV2t021884001.1
OG0000305	Mmus	CAHM5_HUMAN	CAHM5_MOUSE
OG0000305	Mmus	CAHM6_HUMAN	CAHM6_MOUSE
OG0000305	Mmus	CAHM1_HUMAN	CAHM1_MOUSE
OG0000305	Mmus	CAHM3_HUMAN	CAHM3_MOUSE
OG0000305	Mmus	CAHM2_HUMAN	CAHM2_MOUSE
OG0000305	Mmus	CAHM4_HUMAN	CAHM4_MOUSE
OG0000306	Gfas	FR1L5_HUMAN, DYSF_HUMAN, MYOF_HUMAN	gfas1.m1.15616.m1, gfas1.m1.15617.m1, gfas1.m1.2399.m1, gfas1.m1.2401.m1, gfas1.m1.2396.m1, gfas1.m1.12048.m1
OG0000306	Nvec	FR1L5_HUMAN, DYSF_HUMAN, MYOF_HUMAN	NV2t018290001.1, NV2t018292002.1, NV2t018084001.1, NV2t018192003.1, NV2t018192001.1, NV2t018192002.1, NV2t017539001.1, NV2t017539002.1
OG0000306	Mmus	FR1L5_HUMAN	FR1L5_MOUSE
OG0000306	Mmus	DYSF_HUMAN	DYSF_MOUSE
OG0000306	Mmus	MYOF_HUMAN	MYOF_MOUSE
OG0000307	Gfas	SFTPD_HUMAN, SFPA2_HUMAN, SFTA1_HUMAN, MBL2_HUMAN, CLC11_HUMAN, CLC3A_HUMAN, TETN_HUMAN	gfas1.m1.15697.m1, gfas1.m1.7144.m1, gfas1.m1.3297.m1
OG0000307	Nvec	SFTPD_HUMAN, SFPA2_HUMAN, SFTA1_HUMAN, MBL2_HUMAN, CLC11_HUMAN, CLC3A_HUMAN, TETN_HUMAN	NV2t010232001.1, NV2t016576001.1, NV2t025143001.1
OG0000307	Mmus	SFTPD_HUMAN	SFTPD_MOUSE
OG0000307	Mmus	SFPA2_HUMAN, SFTA1_HUMAN	SFTPA_MOUSE
OG0000307	Mmus	MBL2_HUMAN	MBL1_MOUSE, MBL2_MOUSE
OG0000307	Mmus	CLC11_HUMAN	CLC11_MOUSE
OG0000307	Mmus	CLC3A_HUMAN	CLC3A_MOUSE
OG0000307	Mmus	TETN_HUMAN	TETN_MOUSE
OG0000309	Gfas	ZO3_HUMAN, ZO1_HUMAN, ZO2_HUMAN	gfas1.m1.17213.m1
OG0000309	Nvec	ZO3_HUMAN, ZO1_HUMAN, ZO2_HUMAN	NV2t013899007.1, NV2t013899006.1, NV2t013899008.1, NV2t013907004.1, NV2t013907003.1, NV2t013907001.1, NV2t013907002.1, NV2t013907005.1, NV2t013899005.1, NV2t013899002.1, NV2t013899004.1, NV2t013899001.1, NV2t013899003.1
OG0000309	Mmus	ZO3_HUMAN	ZO3_MOUSE
OG0000309	Mmus	ZO1_HUMAN	ZO1_MOUSE
OG0000309	Mmus	ZO2_HUMAN	ZO2_MOUSE
OG0000311	Mmus	IPSP_HUMAN	IPSP_MOUSE
OG0000311	Mmus	CBG_HUMAN	CBG_MOUSE
OG0000311	Mmus	A1AT_HUMAN	A1AT1_MOUSE, A1AT3_MOUSE, A1AT5_MOUSE, A1AT4_MOUSE, A1AT2_MOUSE
OG0000311	Mmus	A1ATR_HUMAN	A1AT6_MOUSE
OG0000311	Mmus	THBG_HUMAN	THBG_MOUSE
OG0000311	Mmus	SPA9_HUMAN	SPA9_MOUSE
OG0000311	Mmus	KAIN_HUMAN, SPA13_HUMAN, SPA11_HUMAN	SPA11_MOUSE
OG0000312	Mmus	ZN250_HUMAN	ZN250_MOUSE
OG0000312	Mmus	ZNF2_HUMAN	ZNF2_MOUSE
OG0000312	Mmus	KRBD1_HUMAN, ZN517_HUMAN, ZFP92_HUMAN	ZFP92_MOUSE
OG0000312	Mmus	ZNF19_HUMAN, ZNF23_HUMAN, ZN619_HUMAN, ZN621_HUMAN, ZN597_HUMAN, ZN785_HUMAN, ZN688_HUMAN, ZN747_HUMAN, ZN764_HUMAN, ZN689_HUMAN	ZN689_MOUSE
OG0000316	Nvec	LIN7B_HUMAN, LIN7C_HUMAN	NV2t015468010.1, NV2t015468001.1, NV2t015468002.1, NV2t015468003.1, NV2t015468004.1, NV2t015468005.1, NV2t015468006.1, NV2t015468007.1, NV2t015468008.1, NV2t015468009.1, NV2t015468012.1, NV2t015468011.1, NV2t015468013.1
OG0000316	Gfas	LIN7B_HUMAN, LIN7C_HUMAN	gfas1.m1.21828.m1, gfas1.m1.16014.m1
OG0000316	Mmus	LIN7B_HUMAN	LIN7B_MOUSE
OG0000316	Mmus	LIN7C_HUMAN	LIN7C_MOUSE
OG0000317	Gfas	TYRO_HUMAN, TYRP1_HUMAN, TYRP2_HUMAN	gfas1.m1.10196.m1, gfas1.m1.11470.m1, gfas1.m1.4817.m1, gfas1.m1.17318.m1, gfas1.m1.17321.m1, gfas1.m1.5963.m1, gfas1.m1.16922.m1, gfas1.m1.17509.m1, gfas1.m1.15024.m1
OG0000317	Nvec	TYRO_HUMAN, TYRP1_HUMAN, TYRP2_HUMAN	NV2t015573001.1, NV2t015573002.1, NV2t010708001.1, NV2t012418001.1
OG0000317	Mmus	TYRO_HUMAN	TYRO_MOUSE
OG0000317	Mmus	TYRP1_HUMAN	TYRP1_MOUSE
OG0000317	Mmus	TYRP2_HUMAN	TYRP2_MOUSE
OG0000320	Gfas	DEDD_HUMAN, DEDD2_HUMAN	gfas1.m1.2617.m1, gfas1.m1.14556.m1, gfas1.m1.9271.m1, gfas1.m1.12814.m1, gfas1.m1.8464.m1, gfas1.m1.12652.m1, gfas1.m1.7992.m1, gfas1.m1.9758.m1, gfas1.m1.10160.m1, gfas1.m1.17039.m1, gfas1.m1.213.m1, gfas1.m1.23849.m1, gfas1.m1.8837.m1, gfas1.m1.22225.m1, gfas1.m1.9272.m1
OG0000320	Mmus	DEDD_HUMAN	DEDD_MOUSE
OG0000320	Mmus	DEDD2_HUMAN	DEDD2_MOUSE
OG0000321	Gfas	CDN2C_HUMAN, CDN2B_HUMAN, CDN2A_HUMAN, CDN2D_HUMAN	gfas1.m1.18653.m1, gfas1.m1.17856.m1, gfas1.m1.18929.m1, gfas1.m1.15537.m1, gfas1.m1.3489.m1, gfas1.m1.13681.m1
OG0000321	Nvec	CDN2C_HUMAN, CDN2B_HUMAN, CDN2A_HUMAN, CDN2D_HUMAN	NV2t012905001.1, NV2t010268001.1, NV2t010269001.1, NV2t006424001.1, NV2t024742001.1
OG0000321	Mmus	CDN2C_HUMAN	CDN2C_MOUSE
OG0000321	Mmus	CDN2B_HUMAN	CDN2B_MOUSE
OG0000321	Mmus	CDN2A_HUMAN	CDN2A_MOUSE
OG0000321	Mmus	CDN2D_HUMAN	CDN2D_MOUSE
OG0000323	Nvec	OAS1_HUMAN, OAS2_HUMAN, OAS3_HUMAN, OASL_HUMAN	NV2t025266001.1, NV2t025266002.1, NV2t025266003.1
OG0000323	Gfas	OAS1_HUMAN, OAS2_HUMAN, OAS3_HUMAN, OASL_HUMAN	gfas1.m1.10610.m1, gfas1.m1.2839.m1, gfas1.m1.11576.m1, gfas1.m1.10930.m1
OG0000323	Mmus	OAS1_HUMAN	OAS1A_MOUSE, OAS1C_MOUSE, OAS1D_MOUSE, OAS1B_MOUSE
OG0000323	Mmus	OAS2_HUMAN	OAS2_MOUSE
OG0000323	Mmus	OAS3_HUMAN	OAS3_MOUSE
OG0000323	Mmus	OASL_HUMAN	OASL2_MOUSE, OASL1_MOUSE
OG0000324	Gfas	WFDC2_HUMAN	gfas1.m1.16138.m1
OG0000324	Nvec	WFDC2_HUMAN	NV2t014038001.1, NV2t006516001.1, NV2t006516002.1, NV2t012104001.1, NV2t023541001.1, NV2t024281001.1, NV2t023540001.1, NV2t023540002.1, NV2t024223001.1, NV2t023543001.1, NV2t023543002.1, NV2t023538002.1, NV2t023538003.1, NV2t023795001.1, NV2t024050001.1, NV2t012159001.1
OG0000324	Mmus	WFDC2_HUMAN	WFDC2_MOUSE
OG0000325	Nvec	EAA2_HUMAN, EAA3_HUMAN, EAA4_HUMAN, EAA1_HUMAN	NV2t021833001.1, NV2t021833002.1, NV2t022738001.1, NV2t001728002.1, NV2t022675001.1, NV2t022675002.1
OG0000325	Gfas	EAA2_HUMAN, EAA3_HUMAN, EAA4_HUMAN, EAA1_HUMAN	gfas1.m1.19181.m1, gfas1.m1.20772.m1, gfas1.m1.19180.m1, gfas1.m1.7293.m1, gfas1.m1.17102.m1
OG0000325	Mmus	EAA2_HUMAN	EAA2_MOUSE
OG0000325	Mmus	EAA3_HUMAN	EAA3_MOUSE
OG0000325	Mmus	EAA4_HUMAN	EAA4_MOUSE
OG0000325	Mmus	EAA1_HUMAN	EAA1_MOUSE
OG0000326	Gfas	BAT1_HUMAN, LAT1_HUMAN, LAT1L_HUMAN, LAT1N_HUMAN	gfas1.m1.2359.m1, gfas1.m1.2360.m1, gfas1.m1.2351.m1
OG0000326	Nvec	BAT1_HUMAN, LAT1_HUMAN, LAT1L_HUMAN, LAT1N_HUMAN	NV2t004274001.1, NV2t004461008.1, NV2t004461001.1, NV2t004461002.1, NV2t004461005.1, NV2t004461006.1, NV2t004461007.1, NV2t004461003.1, NV2t004461004.1, NV2t004268001.1
OG0000326	Mmus	BAT1_HUMAN	BAT1_MOUSE
OG0000326	Mmus	LAT1_HUMAN, LAT1L_HUMAN, LAT1N_HUMAN	LAT1_MOUSE
OG0000328	Nvec	TAGL_HUMAN, TAGL3_HUMAN, TAGL2_HUMAN	NV2t009314001.1, NV2t009314002.1, NV2t008367001.1, NV2t008829001.1, NV2t008829002.1, NV2t008828001.1, NV2t008364004.1, NV2t008364001.1, NV2t008364002.1, NV2t008364003.1
OG0000328	Gfas	TAGL_HUMAN, TAGL3_HUMAN, TAGL2_HUMAN	gfas1.m1.6368.m1, gfas1.m1.6369.m1, gfas1.m1.6370.m1
OG0000328	Mmus	TAGL_HUMAN	TAGL_MOUSE
OG0000328	Mmus	TAGL3_HUMAN	TAGL3_MOUSE
OG0000328	Mmus	TAGL2_HUMAN	TAGL2_MOUSE
OG0000329	Gfas	S28A3_HUMAN, S28A1_HUMAN, S28A2_HUMAN	gfas1.m1.5463.m1, gfas1.m1.11761.m1, gfas1.m1.11760.m1
OG0000329	Nvec	S28A3_HUMAN, S28A1_HUMAN, S28A2_HUMAN	NV2t009280001.1, NV2t008693002.1, NV2t008693003.1, NV2t008693007.1, NV2t008693008.1, NV2t008693005.1, NV2t008693006.1, NV2t008693004.1, NV2t008693001.1, NV2t008693009.1
OG0000329	Mmus	S28A3_HUMAN	S28A3_MOUSE
OG0000329	Mmus	S28A1_HUMAN	S28A1_MOUSE
OG0000329	Mmus	S28A2_HUMAN	S28A2_MOUSE
OG0000331	Gfas	CNTN1_HUMAN, CNTN2_HUMAN, CNTN5_HUMAN, CNTN4_HUMAN, CNTN6_HUMAN, CNTN3_HUMAN	gfas1.m1.9735.m1
OG0000331	Nvec	CNTN1_HUMAN, CNTN2_HUMAN, CNTN5_HUMAN, CNTN4_HUMAN, CNTN6_HUMAN, CNTN3_HUMAN	NV2t000702001.1, NV2t000702004.1, NV2t000702006.1, NV2t000702005.1, NV2t000702002.1, NV2t000702003.1
OG0000331	Mmus	CNTN1_HUMAN	CNTN1_MOUSE
OG0000331	Mmus	CNTN2_HUMAN	CNTN2_MOUSE
OG0000331	Mmus	CNTN5_HUMAN	CNTN5_MOUSE
OG0000331	Mmus	CNTN4_HUMAN	CNTN4_MOUSE
OG0000331	Mmus	CNTN6_HUMAN	CNTN6_MOUSE
OG0000331	Mmus	CNTN3_HUMAN	CNTN3_MOUSE
OG0000332	Gfas	TGM1_HUMAN, TGM4_HUMAN	gfas1.m1.2244.m1, gfas1.m1.2236.m1, gfas1.m1.2241.m1
OG0000332	Nvec	TGM1_HUMAN, TGM4_HUMAN	NV2t009869001.1, NV2t010348001.1, NV2t010348011.1, NV2t010348003.1, NV2t010348004.1, NV2t010348006.1, NV2t010348009.1, NV2t010348007.1, NV2t010348002.1, NV2t010348005.1, NV2t010348008.1, NV2t010348010.1
OG0000332	Mmus	TGM1_HUMAN	TGM1_MOUSE
OG0000332	Mmus	TGM4_HUMAN	TGM4_MOUSE
OG0000333	Gfas	ACOT4_HUMAN, ACOT6_HUMAN, ACOT1_HUMAN, ACOT2_HUMAN, BAAT_HUMAN	gfas1.m1.81.m1, gfas1.m1.23755.m1, gfas1.m1.11991.m1
OG0000333	Nvec	ACOT4_HUMAN, ACOT6_HUMAN, ACOT1_HUMAN, ACOT2_HUMAN, BAAT_HUMAN	NV2t014278001.1, NV2t005261001.1
OG0000333	Mmus	ACOT4_HUMAN	ACOT4_MOUSE
OG0000333	Mmus	ACOT6_HUMAN	ACOT6_MOUSE
OG0000333	Mmus	ACOT1_HUMAN, ACOT2_HUMAN	ACOT3_MOUSE, ACOT5_MOUSE, ACOT1_MOUSE, ACOT2_MOUSE
OG0000333	Mmus	BAAT_HUMAN	ACNT1_MOUSE, ACNT2_MOUSE, BAAT_MOUSE
OG0000336	Gfas	TMOD2_HUMAN, TMOD3_HUMAN, TMOD4_HUMAN, TMOD1_HUMAN	gfas1.m1.17212.m1
OG0000336	Nvec	TMOD2_HUMAN, TMOD3_HUMAN, TMOD4_HUMAN, TMOD1_HUMAN	NV2t013898005.1, NV2t013898001.1, NV2t013898002.1, NV2t013898003.1, NV2t013898006.1, NV2t013898004.1, NV2t013905001.1, NV2t013898007.1, NV2t013906001.1, NV2t013898008.1
OG0000336	Mmus	TMOD2_HUMAN	TMOD2_MOUSE
OG0000336	Mmus	TMOD3_HUMAN	TMOD3_MOUSE
OG0000336	Mmus	TMOD4_HUMAN	TMOD4_MOUSE
OG0000336	Mmus	TMOD1_HUMAN	TMOD1_MOUSE
OG0000337	Gfas	B4GT6_HUMAN, B4GT5_HUMAN, B4GT2_HUMAN, B4GT1_HUMAN, B4GT3_HUMAN, B4GT4_HUMAN	gfas1.m1.16039.m1
OG0000337	Nvec	B4GT6_HUMAN, B4GT5_HUMAN, B4GT2_HUMAN, B4GT1_HUMAN, B4GT3_HUMAN, B4GT4_HUMAN	NV2t006074001.1, NV2t011747001.1, NV2t011747005.1, NV2t011747002.1, NV2t011747003.1, NV2t011747004.1
OG0000337	Mmus	B4GT6_HUMAN	B4GT6_MOUSE
OG0000337	Mmus	B4GT5_HUMAN	B4GT5_MOUSE
OG0000337	Mmus	B4GT2_HUMAN	B4GT2_MOUSE
OG0000337	Mmus	B4GT1_HUMAN	B4GT1_MOUSE
OG0000337	Mmus	B4GT3_HUMAN	B4GT3_MOUSE
OG0000337	Mmus	B4GT4_HUMAN	B4GT4_MOUSE
OG0000338	Gfas	MEIS3_HUMAN, ME3L1_HUMAN, ME3L2_HUMAN, MEIS2_HUMAN, MEIS1_HUMAN	gfas1.m1.14916.m1
OG0000338	Nvec	MEIS3_HUMAN, ME3L1_HUMAN, ME3L2_HUMAN, MEIS2_HUMAN, MEIS1_HUMAN	NV2t019648001.1, NV2t019648004.1, NV2t019648002.1, NV2t019648003.1, NV2t019648005.1, NV2t019648006.1, NV2t019648007.1, NV2t019648009.1, NV2t019648010.1, NV2t019648011.1
OG0000338	Mmus	MEIS3_HUMAN, ME3L1_HUMAN, ME3L2_HUMAN	MEIS3_MOUSE
OG0000338	Mmus	MEIS2_HUMAN	MEIS2_MOUSE
OG0000338	Mmus	MEIS1_HUMAN	MEIS1_MOUSE
OG0000340	Mmus	CATG_HUMAN	CATG_MOUSE
OG0000340	Mmus	GRAB_HUMAN, GRAH_HUMAN	GRAB_MOUSE, GRAF_MOUSE, GRAG_MOUSE, GRAD_MOUSE, GRAE_MOUSE, GRAC_MOUSE
OG0000340	Mmus	CMA1_HUMAN	MCPT8_MOUSE, MCPT9_MOUSE, MCPTX_MOUSE, MCPT2_MOUSE, MCPT1_MOUSE, MCPT4_MOUSE, MCPT3_MOUSE, CMA1_MOUSE
OG0000341	Mmus	IGHE_HUMAN, IGE_HUMAN, HV102_HUMAN, HV108_HUMAN, HV146_HUMAN, HV551_HUMAN, HV5X1_HUMAN, HV124_HUMAN, HV692_HUMAN, HV384_HUMAN, HV741_HUMAN, HV781_HUMAN, HV118_HUMAN, HV169_HUMAN, HV69D_HUMAN, HV103_HUMAN, HV145_HUMAN, HV158_HUMAN	IGHE_MOUSE
