Orthogroup	Pdam	Hsap
OG0003698	pdam_00016937-RA	SNPC4_HUMAN
OG0003699	pdam_00017673-RA	SNTB2_HUMAN, SNTB1_HUMAN
OG0003700	pdam_00002068-RA	SNX3_HUMAN, SNX12_HUMAN
OG0003701	pdam_00021894-RA	SNX30_HUMAN, SNX7_HUMAN
OG0003702	pdam_00018619-RA	SOCS4_HUMAN, SOCS5_HUMAN
OG0003703	pdam_00007801-RA	SOS1_HUMAN, SOS2_HUMAN
OG0003704	pdam_00007072-RA	SOST_HUMAN, SOSD1_HUMAN
OG0003705	pdam_00019764-RA	SP201_HUMAN, SP202_HUMAN, SP20H_HUMAN
OG0003706	pdam_00023878-RA, pdam_00023877-RA	SPAT1_HUMAN
OG0003707	pdam_00008675-RA	SPCS3_HUMAN
OG0003708	pdam_00010374-RA	SPEF1_HUMAN
OG0003709	pdam_00021346-RA, pdam_00013303-RA, pdam_00021345-RA	SPG17_HUMAN
OG0003710	pdam_00010068-RA	SPHK2_HUMAN, SPHK1_HUMAN
OG0003711	pdam_00013245-RA, pdam_00022601-RA	SPHM_HUMAN
OG0003712	pdam_00024939-RA	SPIR1_HUMAN, SPIR2_HUMAN
OG0003713	pdam_00008114-RA	SPNS1_HUMAN
OG0003714	pdam_00002699-RA	SPON2_HUMAN, SPON1_HUMAN
OG0003715	pdam_00022960-RA	SPS1_HUMAN, SPS2_HUMAN
OG0003716	pdam_00007351-RA, pdam_00011451-RA	SPSY_HUMAN
OG0003717	pdam_00010730-RA	SPTA1_HUMAN, SPTN1_HUMAN
OG0003718	pdam_00001678-RA	SRBP2_HUMAN, SRBP1_HUMAN
OG0003719	pdam_00002603-RA	VINEX_HUMAN, SRBS1_HUMAN
OG0003720	pdam_00018937-RA	SRGEF_HUMAN
OG0003721	pdam_00012533-RA	SRP19_HUMAN
OG0003722	pdam_00018855-RA	SRRM3_HUMAN, SRRM2_HUMAN
OG0003723	pdam_00021809-RA	SRR_HUMAN
OG0003724	pdam_00016725-RA	SSRA_HUMAN
OG0003725	pdam_00012184-RA	ST15B_HUMAN, SYT15_HUMAN
OG0003726	pdam_00009381-RA	STK38_HUMAN, ST38L_HUMAN
OG0003727	pdam_00007488-RA	ST7L_HUMAN, ST7_HUMAN
OG0003728	pdam_00013201-RA	STA5A_HUMAN, STA5B_HUMAN
OG0003729	pdam_00011294-RA	STAM2_HUMAN, STAM1_HUMAN
OG0003730	pdam_00009454-RA	STAU1_HUMAN, STAU2_HUMAN
OG0003731	pdam_00012264-RA	STK11_HUMAN
OG0003732	pdam_00021090-RA	STK4_HUMAN, STK3_HUMAN
OG0003733	pdam_00008733-RA	STOX2_HUMAN, STOX1_HUMAN
OG0003734	pdam_00010477-RA	STX7_HUMAN, STX12_HUMAN
OG0003735	pdam_00013421-RA	STX16_HUMAN
OG0003736	pdam_00022114-RA	STXB1_HUMAN, STXB2_HUMAN
OG0003737	pdam_00011922-RA	STXB4_HUMAN
OG0003738	pdam_00007865-RA	SUOX_HUMAN
OG0003739	pdam_00003009-RA	SUZ12_HUMAN
OG0003740	pdam_00010664-RA	SWT1_HUMAN
OG0003741	pdam_00002521-RA	SYAM_HUMAN, SYAC_HUMAN
OG0003742	pdam_00003975-RA	SYAP1_HUMAN
OG0003743	pdam_00010226-RA	SYC2L_HUMAN, SYCP2_HUMAN
OG0003744	pdam_00014481-RA, pdam_00023793-RA, pdam_00023794-RA	SYMC_HUMAN
OG0003745	pdam_00009391-RA	TACAN_HUMAN, T120B_HUMAN
OG0003746	pdam_00004824-RA	T161A_HUMAN, T161B_HUMAN
OG0003747	pdam_00000530-RA	T184A_HUMAN, T184B_HUMAN
OG0003748	pdam_00009560-RA	T185A_HUMAN, T185B_HUMAN
OG0003749	pdam_00017389-RA	T53I2_HUMAN, T53I1_HUMAN
OG0003750	pdam_00011625-RA, pdam_00011624-RA, pdam_00011627-RA	TAF5_HUMAN
OG0003751	pdam_00006027-RA	TAF7_HUMAN, TAF7L_HUMAN
OG0003752	pdam_00001338-RA	TAF9_HUMAN, TAF9B_HUMAN
OG0003753	pdam_00001096-RA, pdam_00001095-RA	TARG1_HUMAN, TM233_HUMAN
OG0003754	pdam_00007494-RA	TASOR_HUMAN
OG0003755	pdam_00007421-RA	TBC14_HUMAN, TBC12_HUMAN
OG0003756	pdam_00016782-RA	TBC30_HUMAN
OG0003757	pdam_00021770-RA	TBC9B_HUMAN, TBCD9_HUMAN
OG0003758	pdam_00019254-RA	TBCC1_HUMAN
OG0003759	pdam_00008698-RA	TBCD1_HUMAN, TBCD4_HUMAN
OG0003760	pdam_00003181-RA	TBCD7_HUMAN
OG0003761	pdam_00008754-RA, pdam_00008756-RA	TBCD_HUMAN
OG0003762	pdam_00002619-RA	TBE_HUMAN
OG0003763	pdam_00004875-RA	TBG2_HUMAN, TBG1_HUMAN
OG0003764	pdam_00000366-RA	TCEA1_HUMAN, TCEA2_HUMAN
OG0003765	pdam_00016931-RA	TCPZ_HUMAN, TCPW_HUMAN
OG0003766	pdam_00014299-RA	TCTP8_HUMAN, TPT1L_HUMAN, TCTP_HUMAN
OG0003767	pdam_00008297-RA	TECT1_HUMAN, TECT3_HUMAN
OG0003768	pdam_00000134-RA	TF2H4_HUMAN
OG0003770	pdam_00000523-RA	THOC4_HUMAN
OG0003771	pdam_00003694-RA	THTR_HUMAN, THTM_HUMAN
OG0003772	pdam_00013912-RA	TLC3B_HUMAN, TLC3A_HUMAN
OG0003774	pdam_00012596-RA	TLK1_HUMAN, TLK2_HUMAN
OG0003775	pdam_00014226-RA	TLN2_HUMAN, TLN1_HUMAN
OG0003776	pdam_00004496-RA, pdam_00001563-RA	TM117_HUMAN
OG0003777	pdam_00008923-RA	TM14C_HUMAN, TM14B_HUMAN, TM14D_HUMAN
OG0003778	pdam_00001733-RA	TM165_HUMAN
OG0003779	pdam_00013713-RA, pdam_00001683-RA, pdam_00001685-RA	TM175_HUMAN
OG0003780	pdam_00015292-RA, pdam_00005557-RA	TM198_HUMAN
OG0003781	pdam_00003011-RA	TM1L2_HUMAN, TOM1_HUMAN
OG0003782	pdam_00008871-RA	TM214_HUMAN
OG0003783	pdam_00025211-RA	TM40L_HUMAN, TOM40_HUMAN
OG0003784	pdam_00000665-RA	TM50B_HUMAN, TM50A_HUMAN
OG0003785	pdam_00018885-RA	TM87A_HUMAN, TM87B_HUMAN
OG0003786	pdam_00002582-RA	TMA16_HUMAN
OG0003787	pdam_00004081-RA	TMED1_HUMAN, TMED5_HUMAN
OG0003788	pdam_00007181-RA	TMED9_HUMAN, TMED4_HUMAN
OG0003789	pdam_00006630-RA	TMEM9_HUMAN, TMM9B_HUMAN
OG0003790	pdam_00002762-RA	TMM19_HUMAN
OG0003791	pdam_00005003-RA, pdam_00005490-RA	TMM53_HUMAN
OG0003792	pdam_00020981-RA	TMM94_HUMAN
OG0003793	pdam_00009661-RA	TMUB1_HUMAN, TMUB2_HUMAN
OG0003794	pdam_00009085-RA	TNKS2_HUMAN, TNKS1_HUMAN
OG0003795	pdam_00013158-RA	TNPO2_HUMAN, TNPO1_HUMAN
OG0003796	pdam_00003247-RA	TNPO3_HUMAN
OG0003797	pdam_00000554-RA	TOB1_HUMAN, TOB2_HUMAN
OG0003798	pdam_00002483-RA	TOP1_HUMAN, TOP1M_HUMAN
OG0003799	pdam_00011595-RA	TOP2B_HUMAN, TOP2A_HUMAN
OG0003800	pdam_00024300-RA	TPC11_HUMAN
OG0003801	pdam_00020755-RA, pdam_00020758-RA, pdam_00020756-RA	TPGS2_HUMAN
OG0003802	pdam_00024127-RA	TPPC9_HUMAN
OG0003803	pdam_00003085-RA	TPRG1_HUMAN, TPRGL_HUMAN
OG0003804	pdam_00017986-RA	TPRKB_HUMAN
OG0003805	pdam_00000136-RA	TPST1_HUMAN, TPST2_HUMAN
OG0003806	pdam_00009334-RA	TRAF7_HUMAN
OG0003807	pdam_00006316-RA	TREX2_HUMAN, TREX1_HUMAN
OG0003809	pdam_00002654-RA	TRIB3_HUMAN, TRIB2_HUMAN
OG0003810	pdam_00013915-RA	TRM2A_HUMAN
OG0003812	pdam_00007168-RA	TT39C_HUMAN
OG0003813	pdam_00018770-RA	TTBK2_HUMAN, TTBK1_HUMAN
OG0003814	pdam_00020871-RA	TTK_HUMAN
OG0003815	pdam_00019330-RA	TTLL6_HUMAN, TTL13_HUMAN
OG0003816	pdam_00014005-RA	TTLL3_HUMAN, TTLL8_HUMAN
OG0003818	pdam_00017848-RA	TTL_HUMAN
OG0003819	pdam_00013175-RA	TUT4_HUMAN, TUT7_HUMAN
OG0003820	pdam_00003489-RA	TUTLA_HUMAN, TUTLB_HUMAN
OG0003822	pdam_00010970-RA	TWF2_HUMAN, TWF1_HUMAN
OG0003823	pdam_00004912-RA	TWST2_HUMAN, TWST1_HUMAN
OG0003824	pdam_00014191-RA	TXD17_HUMAN
OG0003825	pdam_00018345-RA	TXND5_HUMAN
OG0003826	pdam_00017659-RA	U2QL1_HUMAN
OG0003827	pdam_00008167-RA	U5S1_HUMAN
OG0003828	pdam_00018272-RA	UB2Q2_HUMAN, UB2Q1_HUMAN
OG0003829	pdam_00017059-RA	UB2R2_HUMAN, UB2R1_HUMAN
OG0003830	pdam_00010711-RA	UBAC1_HUMAN
OG0003831	pdam_00013836-RA	UBAD2_HUMAN, UBAD1_HUMAN
OG0003832	pdam_00021584-RA	UBE2A_HUMAN, UBE2B_HUMAN
OG0003833	pdam_00005410-RA	UBE2O_HUMAN
OG0003834	pdam_00011945-RA	UBL3_HUMAN
OG0003835	pdam_00008719-RA	UBN1_HUMAN, UBN2_HUMAN
OG0003836	pdam_00008676-RA	UBP46_HUMAN, UBP12_HUMAN
OG0003837	pdam_00005183-RA	UBP13_HUMAN, UBP5_HUMAN
OG0003838	pdam_00004001-RA	UBP16_HUMAN, UBP45_HUMAN
OG0003839	pdam_00017464-RA	UBP33_HUMAN, UBP20_HUMAN
OG0003840	pdam_00015490-RA	UBP2_HUMAN
OG0003841	pdam_00017248-RA	UBP39_HUMAN
OG0003842	pdam_00014581-RA	UBP48_HUMAN
OG0003843	pdam_00011831-RA	UBP7_HUMAN
OG0003844	pdam_00019889-RA	UBTD1_HUMAN, UBTD2_HUMAN
OG0003845	pdam_00004341-RA	UCK2_HUMAN, UCK1_HUMAN
OG0003846	pdam_00007728-RA	UCRIL_HUMAN, UCRI_HUMAN
OG0003847	pdam_00011065-RA	UHRF2_HUMAN, UHRF1_HUMAN
OG0003848	pdam_00009385-RA	UNK_HUMAN, UNKL_HUMAN
OG0003849	pdam_00019276-RA	USP9X_HUMAN, USP9Y_HUMAN
OG0003850	pdam_00001610-RA	UT14A_HUMAN, UT14C_HUMAN
OG0003851	pdam_00000934-RA	UVRAG_HUMAN
OG0003852	pdam_00003515-RA	VA0E2_HUMAN, VA0E1_HUMAN
OG0003853	pdam_00001862-RA	VANG2_HUMAN, VANG1_HUMAN
OG0003854	pdam_00017254-RA	VAPA_HUMAN, VAPB_HUMAN
OG0003855	pdam_00017959-RA	VATA_HUMAN
OG0003856	pdam_00012877-RA	VATB1_HUMAN, VATB2_HUMAN
OG0003857	pdam_00002790-RA	VATE1_HUMAN, VATE2_HUMAN
OG0003858	pdam_00020582-RA	VDAC1_HUMAN, VDAC2_HUMAN
OG0003860	pdam_00013999-RA	VMP1_HUMAN
OG0003861	pdam_00016456-RA	VP13D_HUMAN
OG0003862	pdam_00020140-RA	VP26A_HUMAN, VP26B_HUMAN
OG0003863	pdam_00002396-RA	VPS4A_HUMAN, VPS4B_HUMAN
OG0003864	pdam_00012684-RA	VPS50_HUMAN
OG0003865	pdam_00003346-RA	VW5B2_HUMAN, VW5B1_HUMAN
OG0003866	pdam_00013270-RA	WASC5_HUMAN
OG0003867	pdam_00005789-RA	WASP_HUMAN, WASL_HUMAN
OG0003868	pdam_00014824-RA	WDR37_HUMAN
OG0003869	pdam_00025940-RA, pdam_00007891-RA	WDR38_HUMAN
OG0003870	pdam_00006644-RA	WEE2_HUMAN, WEE1_HUMAN
OG0003871	pdam_00017741-RA	WFS1_HUMAN
OG0003872	pdam_00000636-RA	WN10B_HUMAN, WN10A_HUMAN
OG0003873	pdam_00013448-RA	XPO1_HUMAN
OG0003874	pdam_00010259-RA	XPO2_HUMAN
OG0003875	pdam_00018932-RA, pdam_00005020-RA	XPP1_HUMAN
OG0003876	pdam_00015161-RA	XRCC4_HUMAN
OG0003877	pdam_00004521-RA	XYLT2_HUMAN, XYLT1_HUMAN
OG0003878	pdam_00015859-RA	YIPF2_HUMAN, YIPF1_HUMAN
OG0003879	pdam_00018016-RA	YTDC1_HUMAN
OG0003881	pdam_00017147-RA	ZC21A_HUMAN, ZC21B_HUMAN
OG0003882	pdam_00025686-RA, pdam_00015405-RA	ZCH18_HUMAN
OG0003883	pdam_00021772-RA	ZCHC7_HUMAN
OG0003884	pdam_00002970-RA	ZDH13_HUMAN, ZDH17_HUMAN
OG0003885	pdam_00013433-RA	ZDHC3_HUMAN, ZDHC7_HUMAN
OG0003886	pdam_00022449-RA	ZDHC5_HUMAN, ZDHC8_HUMAN
OG0003887	pdam_00017698-RA	ZFYV9_HUMAN, ZFY16_HUMAN
OG0003888	pdam_00015422-RA	ZFY26_HUMAN
OG0003889	pdam_00003739-RA, pdam_00003740-RA, pdam_00022090-RA	ZFYV1_HUMAN
OG0003890	pdam_00003223-RA	ZMIZ2_HUMAN, ZMIZ1_HUMAN
OG0003891	pdam_00008713-RA	ZMY10_HUMAN
OG0003892	pdam_00011802-RA	ZN703_HUMAN, ZN503_HUMAN
OG0003893	pdam_00020631-RA	ZY11B_HUMAN, ZY11A_HUMAN
OG0004033	pdam_00010976-RA	TCF19_HUMAN
OG0004036	pdam_00007678-RA, pdam_00024270-RA	ZN363_HUMAN
OG0004037	pdam_00008383-RA, pdam_00008384-RA	MAMC2_HUMAN
OG0004039	pdam_00016804-RA	TEFF1_HUMAN, TEFF2_HUMAN
OG0004041	pdam_00021926-RA, pdam_00005851-RA	CMBL_HUMAN
OG0004042	pdam_00003166-RA	B3GT1_HUMAN, B3GT2_HUMAN
OG0004043	pdam_00017833-RA	PPN_HUMAN
OG0004044	pdam_00013051-RA, pdam_00013049-RA	MET27_HUMAN
OG0004045	pdam_00005379-RA, pdam_00005380-RA	GNB1L_HUMAN
OG0004046	pdam_00016900-RA	FZD8_HUMAN, FZD5_HUMAN
OG0004047	pdam_00017294-RA, pdam_00017295-RA, pdam_00017291-RA	APOH_HUMAN
OG0004048	pdam_00001033-RA	DYH2_HUMAN
OG0004049	pdam_00007458-RA	DYH1_HUMAN
OG0004050	pdam_00005508-RA	DYH12_HUMAN
OG0004051	pdam_00004142-RA, pdam_00004143-RA	TFPI2_HUMAN
OG0004052	pdam_00018698-RA	PCD16_HUMAN
OG0004053	pdam_00004029-RA, pdam_00004025-RA	GABR2_HUMAN
OG0004054	pdam_00004186-RA, pdam_00004185-RA	PAR12_HUMAN
OG0004055	pdam_00004757-RA	RAX2_HUMAN, RX_HUMAN
OG0004056	pdam_00013850-RA	DRGX_HUMAN
OG0004057	pdam_00008182-RA, pdam_00014263-RA	PPIG_HUMAN
OG0004060	pdam_00015491-RA	BCL3_HUMAN
OG0004061	pdam_00013082-RA	NEK1_HUMAN
OG0004062	pdam_00004080-RA	BRD10_HUMAN, BRDT_HUMAN
OG0004063	pdam_00023263-RA, pdam_00023262-RA	NCKX5_HUMAN
OG0004064	pdam_00001181-RA	RPA12_HUMAN
OG0004065	pdam_00011754-RA	ASB3_HUMAN
OG0004066	pdam_00025297-RA	ATM_HUMAN
OG0004067	pdam_00014621-RA	ANXA7_HUMAN
OG0004068	pdam_00007145-RA	DYH8_HUMAN
OG0004069	pdam_00001988-RA	CDK1_HUMAN
OG0004070	pdam_00013876-RA, pdam_00009484-RA	KCTD6_HUMAN
OG0004071	pdam_00025063-RA	PP4C_HUMAN
OG0004072	pdam_00001087-RA	TDRKH_HUMAN
OG0004073	pdam_00002273-RA, pdam_00009210-RA	AK1A1_HUMAN
OG0004074	pdam_00017250-RA	CBPM_HUMAN
OG0004075	pdam_00011167-RA	IKBP1_HUMAN
OG0004076	pdam_00015452-RA	2A5D_HUMAN, 2A5G_HUMAN
OG0004077	pdam_00023236-RA, pdam_00012517-RA	DDX4_HUMAN
OG0004078	pdam_00015021-RA	E2AK3_HUMAN
OG0004079	pdam_00007540-RA	GLD2_HUMAN
OG0004080	pdam_00022743-RA	REXO1_HUMAN
OG0004081	pdam_00006278-RA	HIG2A_HUMAN, HIG2B_HUMAN
OG0004082	pdam_00022439-RA	SMAD3_HUMAN, SMAD2_HUMAN
OG0004084	pdam_00014496-RA	LYAG_HUMAN
OG0004085	pdam_00020402-RA	PRKX_HUMAN, PRKY_HUMAN
OG0004086	pdam_00015206-RA	POLK_HUMAN
OG0004087	pdam_00012145-RA	TBX20_HUMAN
OG0004088	pdam_00017335-RA	ACD10_HUMAN
OG0004090	pdam_00010290-RA	E41LA_HUMAN
OG0004091	pdam_00003493-RA	SHOX_HUMAN, SHOX2_HUMAN
OG0004092	pdam_00017032-RA	WSDU1_HUMAN
OG0004093	pdam_00018146-RA	SIK3_HUMAN
OG0004094	pdam_00002689-RA	STT3A_HUMAN
OG0004095	pdam_00022133-RA	MSRB2_HUMAN
OG0004096	pdam_00001403-RA	MSRB3_HUMAN
OG0004098	pdam_00001036-RA	TSTD3_HUMAN
OG0004099	pdam_00003362-RA	CD11A_HUMAN, CD11B_HUMAN
OG0004100	pdam_00001844-RA	CDN1B_HUMAN
OG0004101	pdam_00003034-RA	DMC1_HUMAN
OG0004103	pdam_00002969-RA	EBP_HUMAN
OG0004104	pdam_00017797-RA	EF1DL_HUMAN, EF1D_HUMAN
OG0004105	pdam_00015679-RA	EGFLA_HUMAN
OG0004106	pdam_00007009-RA	FBXW7_HUMAN
OG0004107	pdam_00018358-RA	GDC_HUMAN
OG0004108	pdam_00018824-RA	GLRX2_HUMAN
OG0004109	pdam_00023242-RA	IDHC_HUMAN
OG0004110	pdam_00015450-RA	NVL_HUMAN
OG0004112	pdam_00015219-RA	PEBP4_HUMAN
OG0004113	pdam_00020254-RA	RPC2_HUMAN
OG0004114	pdam_00022873-RA	SC24C_HUMAN, SC24D_HUMAN
OG0004115	pdam_00006701-RA	TIM8A_HUMAN
OG0004116	pdam_00018049-RA	CTSR1_HUMAN
OG0004117	pdam_00000131-RA	FAAH1_HUMAN
OG0004118	pdam_00006558-RA	STIP1_HUMAN
OG0004119	pdam_00021676-RA	ZCPW2_HUMAN
OG0004120	pdam_00016582-RA	3HAO_HUMAN
OG0004124	pdam_00014484-RA	AAAS_HUMAN
OG0004125	pdam_00023779-RA	AACS_HUMAN
OG0004126	pdam_00016977-RA, pdam_00014051-RA	AAGAB_HUMAN
OG0004127	pdam_00018775-RA	AAR2_HUMAN
OG0004128	pdam_00024066-RA	AB12B_HUMAN, ABD12_HUMAN
OG0004129	pdam_00010621-RA	RAPH1_HUMAN, AB1IP_HUMAN
OG0004130	pdam_00023717-RA	ABCA3_HUMAN
OG0004131	pdam_00012675-RA	ABCB6_HUMAN
OG0004132	pdam_00010163-RA	ABCB7_HUMAN
OG0004133	pdam_00002224-RA	ABCD3_HUMAN
OG0004134	pdam_00016678-RA	ABCD4_HUMAN
OG0004135	pdam_00009453-RA	ABHD3_HUMAN
OG0004136	pdam_00008933-RA	ABHD6_HUMAN
OG0004137	pdam_00000803-RA	ABHD8_HUMAN
OG0004138	pdam_00005837-RA	ABHGA_HUMAN
OG0004139	pdam_00010942-RA	ACPH_HUMAN
OG0004140	pdam_00012542-RA, pdam_00012541-RA	ACSF2_HUMAN
OG0004141	pdam_00000200-RA	ADAL_HUMAN
OG0004142	pdam_00018255-RA	ADAP1_HUMAN, ADAP2_HUMAN
OG0004143	pdam_00011512-RA	ADK_HUMAN
OG0004144	pdam_00021596-RA	AEDO_HUMAN
OG0004145	pdam_00011392-RA	ENL_HUMAN, AF9_HUMAN
OG0004146	pdam_00007299-RA	AFAD_HUMAN
OG0004147	pdam_00002494-RA	AFG32_HUMAN
OG0004148	pdam_00017989-RA	AG10A_HUMAN, AG10B_HUMAN
OG0004149	pdam_00005406-RA	AG1L2_HUMAN, ALG1_HUMAN
OG0004150	pdam_00002011-RA, pdam_00002013-RA	AGT1_HUMAN
OG0004151	pdam_00013023-RA	AK40L_HUMAN, ANR40_HUMAN
OG0004152	pdam_00018851-RA	AKIB1_HUMAN
OG0004154	pdam_00019711-RA, pdam_00005742-RA	ALKB1_HUMAN
OG0004155	pdam_00016903-RA	ALS2_HUMAN
OG0004156	pdam_00011777-RA	AMNLS_HUMAN
OG0004157	pdam_00000722-RA	AMRP_HUMAN
OG0004158	pdam_00005886-RA	ANC2_HUMAN
OG0004160	pdam_00015605-RA	ANKE1_HUMAN
OG0004161	pdam_00003626-RA	ANR12_HUMAN, ANR11_HUMAN
OG0004162	pdam_00019027-RA, pdam_00009576-RA, pdam_00009579-RA	ANR37_HUMAN
OG0004163	pdam_00006885-RA	RFXK_HUMAN, ANRA2_HUMAN
OG0004164	pdam_00011887-RA	AP2M1_HUMAN
OG0004165	pdam_00004549-RA	APAF_HUMAN
OG0004166	pdam_00003044-RA	APC10_HUMAN
OG0004167	pdam_00017461-RA	APC5_HUMAN
OG0004168	pdam_00015399-RA	APCDL_HUMAN, APCD1_HUMAN
OG0004169	pdam_00007807-RA, pdam_00012046-RA	APMAP_HUMAN
OG0004170	pdam_00013377-RA	ARB2P_HUMAN, ARB2A_HUMAN
OG0004171	pdam_00015257-RA	ARI2_HUMAN
OG0004172	pdam_00020423-RA	ARID2_HUMAN
OG0004173	pdam_00014693-RA	ARL1_HUMAN
OG0004174	pdam_00008948-RA	ARMC1_HUMAN
OG0004175	pdam_00012043-RA	ARP2_HUMAN
OG0004177	pdam_00012885-RA	AS3MT_HUMAN
OG0004178	pdam_00004076-RA	ASH2L_HUMAN
OG0004179	pdam_00022691-RA	ASPC1_HUMAN
OG0004180	pdam_00005512-RA	ASPG_HUMAN
OG0004181	pdam_00008021-RA	AT5L2_HUMAN, ATP5L_HUMAN
OG0004182	pdam_00005080-RA	ATAD1_HUMAN
OG0004183	pdam_00010069-RA, pdam_00023549-RA	ATG12_HUMAN
OG0004184	pdam_00005108-RA	ATG13_HUMAN
OG0004186	pdam_00016757-RA	ATOSB_HUMAN
OG0004187	pdam_00001740-RA	ATOX1_HUMAN
OG0004188	pdam_00004979-RA	ATP5I_HUMAN
OG0004190	pdam_00012251-RA	ATPD_HUMAN
OG0004191	pdam_00019801-RA	ATRX_HUMAN
OG0004192	pdam_00009895-RA	ATS17_HUMAN, ATS19_HUMAN
OG0004193	pdam_00020206-RA	AVEN_HUMAN
OG0004194	pdam_00009132-RA	B3GL2_HUMAN
OG0004195	pdam_00008119-RA	B3GLT_HUMAN
OG0004196	pdam_00000735-RA	B4GA1_HUMAN
OG0004197	pdam_00013639-RA	BACH_HUMAN, BACHL_HUMAN
OG0004198	pdam_00016380-RA	BAG1_HUMAN
OG0004200	pdam_00019537-RA	BAX_HUMAN
OG0004201	pdam_00003623-RA	BBS4_HUMAN
OG0004202	pdam_00025564-RA	MUC18_HUMAN, BCAM_HUMAN
OG0004203	pdam_00008139-RA	BCAS3_HUMAN
OG0004204	pdam_00014929-RA	BCD1_HUMAN
OG0004205	pdam_00005001-RA	BD1L2_HUMAN, BOD1_HUMAN
OG0004206	pdam_00014790-RA	BIEA_HUMAN
OG0004207	pdam_00018961-RA	BLMH_HUMAN
OG0004208	pdam_00011809-RA	BLT3A_HUMAN, BLT3B_HUMAN
OG0004209	pdam_00010221-RA	BLTP2_HUMAN
OG0004210	pdam_00007730-RA	BOP1_HUMAN
OG0004211	pdam_00002758-RA	BORC5_HUMAN
OG0004212	pdam_00011514-RA, pdam_00000281-RA, pdam_00011513-RA	BORC6_HUMAN
OG0004213	pdam_00005739-RA	BRAT1_HUMAN
OG0004214	pdam_00000953-RA	BRCC3_HUMAN
OG0004215	pdam_00002485-RA	BROMI_HUMAN
OG0004216	pdam_00000233-RA	BTBD2_HUMAN, BTBD1_HUMAN
OG0004217	pdam_00005660-RA	BUD31_HUMAN
OG0004218	pdam_00007390-RA	BYST_HUMAN
OG0004219	pdam_00009534-RA	C19L2_HUMAN
OG0004221	pdam_00014298-RA	C295L_HUMAN, CE295_HUMAN
OG0004222	pdam_00015842-RA	CA087_HUMAN
OG0004223	pdam_00003066-RA	CAB45_HUMAN
OG0004225	pdam_00006733-RA	CAN15_HUMAN
OG0004226	pdam_00016803-RA	CAN7_HUMAN
OG0004228	pdam_00005895-RA	CAPON_HUMAN
OG0004229	pdam_00013250-RA	CAPSL_HUMAN
OG0004230	pdam_00001874-RA	CARTF_HUMAN
OG0004231	pdam_00009243-RA	CASC3_HUMAN
OG0004232	pdam_00017783-RA	CB081_HUMAN
OG0004233	pdam_00012214-RA	CBLL2_HUMAN, HAKAI_HUMAN
OG0004234	pdam_00002756-RA, pdam_00002755-RA	CBPQ_HUMAN
OG0004235	pdam_00016694-RA	CBX7_HUMAN
OG0004236	pdam_00009012-RA	CBY1_HUMAN
OG0004237	pdam_00006208-RA	CC020_HUMAN
OG0004238	pdam_00009046-RA	CC038_HUMAN
OG0004239	pdam_00021366-RA	CC28A_HUMAN, CC28B_HUMAN
OG0004241	pdam_00022831-RA	CCD33_HUMAN
OG0004242	pdam_00002067-RA	CCD83_HUMAN
OG0004243	pdam_00022701-RA	CCD86_HUMAN
OG0004244	pdam_00008320-RA	CCD87_HUMAN
OG0004245	pdam_00018552-RA	CCDB1_HUMAN
OG0004246	pdam_00004085-RA	CCNC_HUMAN
OG0004247	pdam_00014031-RA	CCNQ_HUMAN
OG0004248	pdam_00013839-RA	CCZ1B_HUMAN, CCZ1_HUMAN
OG0004249	pdam_00014877-RA	CD158_HUMAN
OG0004250	pdam_00003679-RA	CDIPT_HUMAN
OG0004251	pdam_00014802-RA	CE022_HUMAN
OG0004252	pdam_00016314-RA	CE112_HUMAN
OG0004253	pdam_00001771-RA, pdam_00001770-RA	CE164_HUMAN
OG0004254	pdam_00010105-RA	CE350_HUMAN
OG0004255	pdam_00014901-RA	CENPU_HUMAN
OG0004256	pdam_00005365-RA, pdam_00005364-RA	CENPV_HUMAN
OG0004257	pdam_00018160-RA	CEP41_HUMAN
OG0004258	pdam_00008613-RA	CEP95_HUMAN
OG0004259	pdam_00016238-RA	CEP97_HUMAN
OG0004260	pdam_00001078-RA, pdam_00001120-RA	CERS1_HUMAN
OG0004261	pdam_00009627-RA	TSAP1_HUMAN, CF052_HUMAN
OG0004262	pdam_00020205-RA	CF120_HUMAN
OG0004263	pdam_00002223-RA	CF144_HUMAN, F183B_HUMAN
OG0004264	pdam_00023806-RA	CFA36_HUMAN
OG0004265	pdam_00000221-RA	CFA53_HUMAN
OG0004266	pdam_00018534-RA	CFA57_HUMAN
OG0004267	pdam_00025357-RA	CFA61_HUMAN
OG0004268	pdam_00000613-RA	CFA65_HUMAN
OG0004269	pdam_00016509-RA	CFA70_HUMAN
OG0004270	pdam_00006375-RA	CG025_HUMAN
OG0004271	pdam_00006552-RA	CHC10_HUMAN, CHCH2_HUMAN, CHCH9_HUMAN
OG0004272	pdam_00013112-RA	CHCH7_HUMAN
OG0004273	pdam_00005453-RA, pdam_00005452-RA	CHDH_HUMAN
OG0004275	pdam_00007143-RA	CHK1_HUMAN
OG0004276	pdam_00013327-RA	CHM1B_HUMAN
OG0004277	pdam_00000704-RA	CHM2A_HUMAN
OG0004278	pdam_00004450-RA	CHPF2_HUMAN, CHSS2_HUMAN
OG0004279	pdam_00005771-RA	CISY_HUMAN
OG0004280	pdam_00007182-RA	CJ090_HUMAN
OG0004282	pdam_00005151-RA	CKAP5_HUMAN
