Orthogroup	Pdam	Mmus
OG0004091	pdam_00003493-RA	SHOX2_MOUSE
OG0004092	pdam_00017032-RA	WSDU1_MOUSE
OG0004093	pdam_00018146-RA	SIK3_MOUSE
OG0004094	pdam_00002689-RA	STT3A_MOUSE
OG0004095	pdam_00022133-RA	MSRB2_MOUSE
OG0004096	pdam_00001403-RA	MSRB3_MOUSE
OG0004098	pdam_00001036-RA	TSTD3_MOUSE
OG0004099	pdam_00003362-RA	CD11B_MOUSE
OG0004100	pdam_00001844-RA	CDN1B_MOUSE
OG0004101	pdam_00003034-RA	DMC1_MOUSE
OG0004103	pdam_00002969-RA	EBP_MOUSE
OG0004104	pdam_00017797-RA	EF1D_MOUSE
OG0004105	pdam_00015679-RA	EGFLA_MOUSE
OG0004106	pdam_00007009-RA	FBXW7_MOUSE
OG0004107	pdam_00018358-RA	GDC_MOUSE
OG0004108	pdam_00018824-RA	GLRX2_MOUSE
OG0004109	pdam_00023242-RA	IDHC_MOUSE
OG0004110	pdam_00015450-RA	NVL_MOUSE
OG0004112	pdam_00015219-RA	PEBP4_MOUSE
OG0004113	pdam_00020254-RA	RPC2_MOUSE
OG0004115	pdam_00006701-RA	TI8AB_MOUSE, TIM8A_MOUSE
OG0004116	pdam_00018049-RA	CTSR1_MOUSE
OG0004117	pdam_00000131-RA	FAAH1_MOUSE
OG0004118	pdam_00006558-RA	STIP1_MOUSE
OG0004119	pdam_00021676-RA	ZCPW2_MOUSE
OG0004120	pdam_00016582-RA	3HAO_MOUSE
OG0004124	pdam_00014484-RA	AAAS_MOUSE
OG0004125	pdam_00023779-RA	AACS_MOUSE
OG0004126	pdam_00016977-RA, pdam_00014051-RA	AAGAB_MOUSE
OG0004127	pdam_00018775-RA	AAR2_MOUSE
OG0004128	pdam_00024066-RA	ABD12_MOUSE
OG0004129	pdam_00010621-RA	AB1IP_MOUSE
OG0004130	pdam_00023717-RA	ABCAH_MOUSE, ABCA3_MOUSE
OG0004131	pdam_00012675-RA	ABCB6_MOUSE
OG0004132	pdam_00010163-RA	ABCB7_MOUSE
OG0004133	pdam_00002224-RA	ABCD3_MOUSE
OG0004134	pdam_00016678-RA	ABCD4_MOUSE
OG0004135	pdam_00009453-RA	ABHD3_MOUSE
OG0004136	pdam_00008933-RA	ABHD6_MOUSE
OG0004137	pdam_00000803-RA	ABHD8_MOUSE
OG0004138	pdam_00005837-RA	ABHGA_MOUSE
OG0004139	pdam_00010942-RA	ACPH_MOUSE
OG0004140	pdam_00012542-RA, pdam_00012541-RA	ACSF2_MOUSE
OG0004141	pdam_00000200-RA	ADAL_MOUSE
OG0004142	pdam_00018255-RA	ADAP2_MOUSE
OG0004143	pdam_00011512-RA	ADK_MOUSE
OG0004144	pdam_00021596-RA	AEDO_MOUSE
OG0004145	pdam_00011392-RA	AF9_MOUSE
OG0004146	pdam_00007299-RA	AFAD_MOUSE
OG0004147	pdam_00002494-RA	AFG31_MOUSE, AFG32_MOUSE
OG0004148	pdam_00017989-RA	AG10B_MOUSE
OG0004149	pdam_00005406-RA	ALG1_MOUSE
OG0004150	pdam_00002011-RA, pdam_00002013-RA	AGT1_MOUSE
OG0004151	pdam_00013023-RA	ANR40_MOUSE
OG0004152	pdam_00018851-RA	AKIB1_MOUSE
OG0004154	pdam_00019711-RA, pdam_00005742-RA	ALKB1_MOUSE
OG0004155	pdam_00016903-RA	ALS2_MOUSE
OG0004156	pdam_00011777-RA	AMNLS_MOUSE
OG0004157	pdam_00000722-RA	AMRP_MOUSE
OG0004158	pdam_00005886-RA	ANC2_MOUSE
OG0004160	pdam_00015605-RA	ANKE1_MOUSE
OG0004161	pdam_00003626-RA	ANR11_MOUSE
OG0004162	pdam_00019027-RA, pdam_00009576-RA, pdam_00009579-RA	ANR37_MOUSE
OG0004163	pdam_00006885-RA	RFXK_MOUSE, ANRA2_MOUSE
OG0004164	pdam_00011887-RA	AP2M1_MOUSE
OG0004165	pdam_00004549-RA	APAF_MOUSE
OG0004166	pdam_00003044-RA	APC10_MOUSE
OG0004167	pdam_00017461-RA	APC5_MOUSE
OG0004168	pdam_00015399-RA	APCD1_MOUSE
OG0004169	pdam_00007807-RA, pdam_00012046-RA	APMAP_MOUSE
OG0004170	pdam_00013377-RA	ARB2A_MOUSE
OG0004171	pdam_00015257-RA	ARI2_MOUSE
OG0004172	pdam_00020423-RA	ARID2_MOUSE
OG0004173	pdam_00014693-RA	ARL1_MOUSE
OG0004174	pdam_00008948-RA	ARMC1_MOUSE
OG0004175	pdam_00012043-RA	ARP2_MOUSE
OG0004177	pdam_00012885-RA	AS3MT_MOUSE
OG0004178	pdam_00004076-RA	ASH2L_MOUSE
OG0004179	pdam_00022691-RA	ASPC1_MOUSE
OG0004180	pdam_00005512-RA	ASPG_MOUSE
OG0004181	pdam_00008021-RA	ATP5L_MOUSE
OG0004182	pdam_00005080-RA	ATAD1_MOUSE
OG0004183	pdam_00010069-RA, pdam_00023549-RA	ATG12_MOUSE
OG0004184	pdam_00005108-RA	ATG13_MOUSE
OG0004186	pdam_00016757-RA	ATOSB_MOUSE
OG0004187	pdam_00001740-RA	ATOX1_MOUSE
OG0004188	pdam_00004979-RA	ATP5I_MOUSE
OG0004190	pdam_00012251-RA	ATPD_MOUSE
OG0004191	pdam_00019801-RA	ATRX_MOUSE
OG0004192	pdam_00009895-RA	ATS19_MOUSE
OG0004193	pdam_00020206-RA	AVEN_MOUSE
OG0004194	pdam_00009132-RA	B3GL2_MOUSE
OG0004195	pdam_00008119-RA	B3GLT_MOUSE
OG0004196	pdam_00000735-RA	B4GA1_MOUSE
OG0004197	pdam_00013639-RA	BACH_MOUSE
OG0004198	pdam_00016380-RA	BAG1_MOUSE
OG0004200	pdam_00019537-RA	BAX_MOUSE
OG0004201	pdam_00003623-RA	BBS4_MOUSE
OG0004202	pdam_00025564-RA	MUC18_MOUSE, BCAM_MOUSE
OG0004203	pdam_00008139-RA	BCAS3_MOUSE
OG0004204	pdam_00014929-RA	BCD1_MOUSE
OG0004205	pdam_00005001-RA	BOD1_MOUSE
OG0004206	pdam_00014790-RA	BIEA_MOUSE
OG0004207	pdam_00018961-RA	BLMH_MOUSE
OG0004208	pdam_00011809-RA	BLT3B_MOUSE
OG0004209	pdam_00010221-RA	BLTP2_MOUSE
OG0004210	pdam_00007730-RA	BOP1_MOUSE
OG0004211	pdam_00002758-RA	BORC5_MOUSE
OG0004212	pdam_00011514-RA, pdam_00000281-RA, pdam_00011513-RA	BORC6_MOUSE
OG0004213	pdam_00005739-RA	BRAT1_MOUSE
OG0004214	pdam_00000953-RA	BRC3L_MOUSE, BRCC3_MOUSE
OG0004215	pdam_00002485-RA	BROMI_MOUSE
OG0004216	pdam_00000233-RA	BTBD1_MOUSE
OG0004217	pdam_00005660-RA	BUD31_MOUSE
OG0004218	pdam_00007390-RA	BYST_MOUSE
OG0004219	pdam_00009534-RA	C19L2_MOUSE
OG0004221	pdam_00014298-RA	C295L_MOUSE, CE295_MOUSE
OG0004222	pdam_00015842-RA	CA087_MOUSE
OG0004223	pdam_00003066-RA	CAB45_MOUSE
OG0004225	pdam_00006733-RA	CAN15_MOUSE
OG0004226	pdam_00016803-RA	CAN7_MOUSE
OG0004228	pdam_00005895-RA	CAPON_MOUSE
OG0004229	pdam_00013250-RA	CAPSL_MOUSE
OG0004230	pdam_00001874-RA	CARTF_MOUSE
OG0004231	pdam_00009243-RA	CASC3_MOUSE
OG0004232	pdam_00017783-RA	CB081_MOUSE
OG0004233	pdam_00012214-RA	HAKAI_MOUSE
OG0004234	pdam_00002756-RA, pdam_00002755-RA	CBPQ_MOUSE
OG0004235	pdam_00016694-RA	CBX7_MOUSE
OG0004236	pdam_00009012-RA	CBY1_MOUSE
OG0004237	pdam_00006208-RA	CC020_MOUSE
OG0004238	pdam_00009046-RA	CC038_MOUSE
OG0004239	pdam_00021366-RA	CC28B_MOUSE
OG0004241	pdam_00022831-RA	CCD33_MOUSE
OG0004242	pdam_00002067-RA	CCD83_MOUSE
OG0004243	pdam_00022701-RA	CCD86_MOUSE
OG0004244	pdam_00008320-RA	CCD87_MOUSE
OG0004245	pdam_00018552-RA	CCDB1_MOUSE
OG0004246	pdam_00004085-RA	CCNC_MOUSE
OG0004247	pdam_00014031-RA	CCNQ_MOUSE
OG0004248	pdam_00013839-RA	CCZ1_MOUSE
OG0004249	pdam_00014877-RA	CD158_MOUSE
OG0004250	pdam_00003679-RA	CDIPT_MOUSE
OG0004251	pdam_00014802-RA	CE022_MOUSE
OG0004252	pdam_00016314-RA	CE112_MOUSE
OG0004253	pdam_00001771-RA, pdam_00001770-RA	CE164_MOUSE
OG0004254	pdam_00010105-RA	CE350_MOUSE
OG0004255	pdam_00014901-RA	CENPU_MOUSE
OG0004256	pdam_00005365-RA, pdam_00005364-RA	CENPV_MOUSE
OG0004257	pdam_00018160-RA	CEP41_MOUSE
OG0004258	pdam_00008613-RA	CEP95_MOUSE
OG0004259	pdam_00016238-RA	CEP97_MOUSE
OG0004260	pdam_00001078-RA, pdam_00001120-RA	CERS1_MOUSE
OG0004261	pdam_00009627-RA	TSAP1_MOUSE
OG0004262	pdam_00020205-RA	CF120_MOUSE
OG0004263	pdam_00002223-RA	CF144_MOUSE
OG0004264	pdam_00023806-RA	CFA36_MOUSE
OG0004265	pdam_00000221-RA	CFA53_MOUSE
OG0004266	pdam_00018534-RA	CFA57_MOUSE
OG0004267	pdam_00025357-RA	CFA61_MOUSE
OG0004268	pdam_00000613-RA	CFA65_MOUSE
OG0004269	pdam_00016509-RA	CFA70_MOUSE
OG0004270	pdam_00006375-RA	CG025_MOUSE
OG0004271	pdam_00006552-RA	CHCH2_MOUSE
OG0004272	pdam_00013112-RA	CHCH7_MOUSE
OG0004273	pdam_00005453-RA, pdam_00005452-RA	CHDH_MOUSE
OG0004275	pdam_00007143-RA	CHK1_MOUSE
OG0004276	pdam_00013327-RA	CH1B2_MOUSE, CH1B1_MOUSE
OG0004277	pdam_00000704-RA	CHM2A_MOUSE
OG0004278	pdam_00004450-RA	CHSS2_MOUSE
OG0004279	pdam_00005771-RA	CISY_MOUSE
OG0004280	pdam_00007182-RA	CJ090_MOUSE
OG0004282	pdam_00005151-RA	CKAP5_MOUSE
OG0004284	pdam_00013922-RA	CLH1_MOUSE
OG0004285	pdam_00009703-RA, pdam_00020027-RA	CLHC1_MOUSE
OG0004286	pdam_00017194-RA	CLP1_MOUSE
OG0004287	pdam_00006485-RA	CLPT1_MOUSE
OG0004289	pdam_00013924-RA	CLYBL_MOUSE
OG0004290	pdam_00010841-RA	CMI2C_MOUSE
OG0004291	pdam_00004164-RA	CND1_MOUSE
OG0004292	pdam_00020045-RA	CNO10_MOUSE
OG0004293	pdam_00013845-RA	CNOT3_MOUSE
OG0004294	pdam_00018101-RA	CNST_MOUSE
OG0004295	pdam_00006294-RA	COG6_MOUSE
OG0004296	pdam_00004323-RA	COMD6_MOUSE
OG0004297	pdam_00017281-RA	COMD8_MOUSE
OG0004298	pdam_00022505-RA	COMDA_MOUSE
OG0004299	pdam_00008718-RA	COQ2_MOUSE
OG0004300	pdam_00013443-RA	COQ6_MOUSE
OG0004301	pdam_00003208-RA	COX18_MOUSE
OG0004302	pdam_00002840-RA	COX20_MOUSE
OG0004303	pdam_00025228-RA	CP141_MOUSE
OG0004304	pdam_00010528-RA	CPEB1_MOUSE
OG0004305	pdam_00023197-RA	CPSF4_MOUSE
OG0004306	pdam_00013407-RA	CPSF2_MOUSE
OG0004307	pdam_00015917-RA	CPSF3_MOUSE
OG0004308	pdam_00018809-RA	CPSF5_MOUSE
OG0004309	pdam_00006179-RA	CPT2_MOUSE
OG0004310	pdam_00005764-RA	CQ10B_MOUSE
OG0004311	pdam_00009449-RA	CRIP1_MOUSE
OG0004312	pdam_00007502-RA	CRML_MOUSE
OG0004313	pdam_00011865-RA, pdam_00011866-RA	CS012_MOUSE
OG0004314	pdam_00012707-RA	CSKI2_MOUSE, CSKI1_MOUSE
OG0004315	pdam_00014529-RA	CSKP_MOUSE
OG0004318	pdam_00018312-RA	CTIP_MOUSE
OG0004319	pdam_00009292-RA	CTSL2_MOUSE
OG0004320	pdam_00004605-RA	CTU1_MOUSE
OG0004321	pdam_00001356-RA	CUL3_MOUSE
OG0004322	pdam_00001550-RA	CUL5_MOUSE
OG0004323	pdam_00009094-RA	CUTC_MOUSE
OG0004324	pdam_00005348-RA	CWC27_MOUSE
OG0004326	pdam_00018559-RA	CY24A_MOUSE
OG0004327	pdam_00025922-RA, pdam_00024071-RA	CYLD_MOUSE
OG0004329	pdam_00010060-RA, pdam_00022333-RA	D42E1_MOUSE
OG0004330	pdam_00025830-RA	DCAF1_MOUSE
OG0004332	pdam_00017311-RA	DCP2_MOUSE
OG0004333	pdam_00010436-RA	DCPS_MOUSE
OG0004335	pdam_00015256-RA	DCR1C_MOUSE
OG0004336	pdam_00015228-RA	DCTN1_MOUSE
OG0004337	pdam_00002599-RA	DCTN4_MOUSE
OG0004338	pdam_00025748-RA, pdam_00026052-RA	DDX24_MOUSE
OG0004339	pdam_00009125-RA	DDX27_MOUSE
OG0004340	pdam_00010061-RA, pdam_00010064-RA	DECR2_MOUSE
OG0004342	pdam_00012735-RA	DEK_MOUSE
OG0004343	pdam_00004676-RA	DEN11_MOUSE
OG0004344	pdam_00001909-RA	DEOC_MOUSE
OG0004345	pdam_00006958-RA	DEPD5_MOUSE
OG0004346	pdam_00008780-RA	DESI1_MOUSE
OG0004347	pdam_00001992-RA	DGCR6_MOUSE
OG0004348	pdam_00024626-RA, pdam_00024627-RA	DGKQ_MOUSE
OG0004349	pdam_00010928-RA	DGLB_MOUSE
OG0004350	pdam_00018632-RA	DHDH_MOUSE
OG0004351	pdam_00003222-RA	DHE3_MOUSE
OG0004352	pdam_00016681-RA	DHTK1_MOUSE
OG0004353	pdam_00014654-RA	DHX8_MOUSE
OG0004354	pdam_00012779-RA	DHYS_MOUSE
OG0004355	pdam_00000509-RA, pdam_00016568-RA	DIC_MOUSE
OG0004357	pdam_00009251-RA	DJB11_MOUSE
OG0004358	pdam_00021785-RA, pdam_00021784-RA	DJC11_MOUSE
OG0004359	pdam_00002810-RA	DJC24_MOUSE
OG0004360	pdam_00005065-RA	DLDH_MOUSE
OG0004361	pdam_00002310-RA	DNAI4_MOUSE
OG0004362	pdam_00003042-RA	DNAL4_MOUSE
OG0004363	pdam_00022050-RA	DNJA3_MOUSE
OG0004364	pdam_00001459-RA	DNM1L_MOUSE
OG0004365	pdam_00015751-RA	DNPH1_MOUSE
OG0004366	pdam_00009561-RA	DPH3_MOUSE
OG0004367	pdam_00010306-RA	DPM1_MOUSE
OG0004368	pdam_00021437-RA	DPOD3_MOUSE
OG0004369	pdam_00013384-RA	DPOG1_MOUSE
OG0004370	pdam_00007227-RA	TDT_MOUSE, DPOLM_MOUSE
OG0004371	pdam_00024800-RA, pdam_00024799-RA	DPP2_MOUSE
OG0004372	pdam_00002811-RA	DPP3_MOUSE
OG0004373	pdam_00004462-RA	DTWD1_MOUSE
OG0004374	pdam_00011383-RA	DUS19_MOUSE
OG0004375	pdam_00018608-RA, pdam_00000522-RA	DUS1L_MOUSE
OG0004376	pdam_00013242-RA, pdam_00013030-RA	DYT2B_MOUSE
OG0004377	pdam_00002065-RA	EAF6_MOUSE
OG0004378	pdam_00012738-RA	ECHA_MOUSE
OG0004379	pdam_00004253-RA	ECI1_MOUSE
OG0004380	pdam_00011375-RA	ECI2_MOUSE, ECI3_MOUSE
OG0004381	pdam_00020409-RA	EDEM1_MOUSE
OG0004382	pdam_00020092-RA	EEA1_MOUSE
OG0004383	pdam_00013208-RA	EFR3A_MOUSE, EFR3B_MOUSE
OG0004384	pdam_00011184-RA	EID3_MOUSE
OG0004385	pdam_00010404-RA	EI3JA_MOUSE, EI3JB_MOUSE
OG0004386	pdam_00005067-RA	ELMD2_MOUSE
OG0004387	pdam_00002681-RA	ELOA1_MOUSE
OG0004388	pdam_00005975-RA, pdam_00005974-RA	ELP5_MOUSE
OG0004389	pdam_00013041-RA	MMGT2_MOUSE, EMC5_MOUSE
OG0004390	pdam_00005036-RA	EMC7_MOUSE
OG0004391	pdam_00001272-RA	EMSY_MOUSE
OG0004392	pdam_00005447-RA	ENASE_MOUSE
OG0004393	pdam_00017793-RA	ENKD1_MOUSE
OG0004394	pdam_00012474-RA	ENO4_MOUSE
OG0004395	pdam_00012456-RA	ENPL_MOUSE
OG0004396	pdam_00009008-RA	ERCC1_MOUSE
OG0004397	pdam_00015514-RA, pdam_00018446-RA	ERCC5_MOUSE
OG0004398	pdam_00005617-RA	ERGI2_MOUSE
OG0004400	pdam_00006312-RA	ESTD_MOUSE
OG0004401	pdam_00011019-RA	EXD2_MOUSE
OG0004402	pdam_00018871-RA	EXO5_MOUSE
OG0004403	pdam_00009552-RA	EXOS9_MOUSE
OG0004404	pdam_00003117-RA	EXOSX_MOUSE
OG0004405	pdam_00015440-RA	EXT2_MOUSE
OG0004407	pdam_00023870-RA	F177A_MOUSE
OG0004408	pdam_00014448-RA	F184B_MOUSE
OG0004409	pdam_00008922-RA	F91A1_MOUSE
OG0004410	pdam_00020989-RA	FACE2_MOUSE
OG0004411	pdam_00008030-RA, pdam_00008029-RA	FAD1_MOUSE
OG0004412	pdam_00003521-RA	FAH2A_MOUSE
OG0004413	pdam_00009569-RA, pdam_00009570-RA	FANCB_MOUSE
OG0004414	pdam_00004680-RA	FAP24_MOUSE
OG0004415	pdam_00018249-RA	FBF1_MOUSE
OG0004416	pdam_00004815-RA, pdam_00003669-RA	FBX15_MOUSE
OG0004417	pdam_00001230-RA	FBX3_MOUSE
OG0004418	pdam_00019871-RA	FBX41_MOUSE
OG0004419	pdam_00022509-RA	FBX7_MOUSE
OG0004420	pdam_00012555-RA	FBX8_MOUSE
OG0004421	pdam_00019651-RA	FBXL5_MOUSE
OG0004423	pdam_00018646-RA	FCL_MOUSE
OG0004425	pdam_00010908-RA	FLII_MOUSE
OG0004427	pdam_00010390-RA	FOCAD_MOUSE
OG0004428	pdam_00000591-RA	FOXJ1_MOUSE
OG0004429	pdam_00004667-RA, pdam_00004668-RA	FOXQ1_MOUSE
OG0004430	pdam_00014414-RA	FRY_MOUSE
OG0004431	pdam_00005587-RA	FTCD_MOUSE
OG0004432	pdam_00002809-RA	FUMH_MOUSE
OG0004433	pdam_00019759-RA	MSMO1_MOUSE
OG0004434	pdam_00010083-RA	FXRD2_MOUSE
OG0004435	pdam_00018834-RA	FYV1_MOUSE
OG0004436	pdam_00011668-RA, pdam_00003200-RA	G6PE_MOUSE
OG0004438	pdam_00008406-RA	GARS_MOUSE
OG0004439	pdam_00024511-RA, pdam_00013971-RA	GAS1_MOUSE
OG0004440	pdam_00016751-RA	GATM_MOUSE
OG0004442	pdam_00022068-RA	GCN1_MOUSE
OG0004443	pdam_00001460-RA	GCST_MOUSE
OG0004444	pdam_00012559-RA	GCYB1_MOUSE
OG0004445	pdam_00016416-RA, pdam_00016417-RA	GDAH_MOUSE
OG0004446	pdam_00006559-RA	GDPD1_MOUSE
OG0004447	pdam_00018841-RA	GDS1_MOUSE
OG0004448	pdam_00004282-RA	GEMI5_MOUSE
OG0004449	pdam_00002924-RA, pdam_00016252-RA	GFRP_MOUSE
OG0004450	pdam_00021832-RA, pdam_00021831-RA	GGNB2_MOUSE
OG0004451	pdam_00003409-RA	GGYF1_MOUSE, GGYF2_MOUSE
OG0004452	pdam_00004153-RA	GLCE_MOUSE
OG0004453	pdam_00018019-RA, pdam_00013261-RA	GLNA_MOUSE
OG0004454	pdam_00012436-RA, pdam_00005035-RA	GLOD5_MOUSE
OG0004455	pdam_00021841-RA	GLPK5_MOUSE
OG0004456	pdam_00011771-RA	GLSL_MOUSE, GLSK_MOUSE
OG0004457	pdam_00004669-RA	GMDS_MOUSE
OG0004458	pdam_00013827-RA	GNPTA_MOUSE
OG0004459	pdam_00005574-RA	GOGA4_MOUSE
OG0004460	pdam_00005906-RA	GORAB_MOUSE
OG0004461	pdam_00009595-RA	GOSR1_MOUSE
OG0004462	pdam_00000205-RA	GPHR_MOUSE
OG0004463	pdam_00019148-RA	GPR26_MOUSE
OG0004464	pdam_00013465-RA	GPT11_MOUSE
OG0004465	pdam_00009394-RA	GPTC3_MOUSE
OG0004466	pdam_00002216-RA	GPTC8_MOUSE
OG0004467	pdam_00004958-RA	GRAM4_MOUSE
OG0004468	pdam_00010914-RA	GRB2_MOUSE
OG0004469	pdam_00007961-RA	GRHPR_MOUSE
OG0004473	pdam_00003595-RA	GTPBA_MOUSE
OG0004474	pdam_00017990-RA	GTSE1_MOUSE
OG0004476	pdam_00017975-RA	HACL2_MOUSE
OG0004478	pdam_00012697-RA	HAUS2_MOUSE
OG0004479	pdam_00017229-RA	HAUS3_MOUSE
OG0004480	pdam_00024922-RA	HEAT3_MOUSE
OG0004481	pdam_00017215-RA	HECD3_MOUSE
OG0004482	pdam_00010338-RA	HERC4_MOUSE
OG0004483	pdam_00009425-RA	HGNAT_MOUSE
OG0004484	pdam_00008317-RA, pdam_00007217-RA	HHEX_MOUSE
OG0004485	pdam_00015712-RA	HIBCH_MOUSE
OG0004486	pdam_00020164-RA	HINFP_MOUSE
OG0004488	pdam_00008091-RA, pdam_00004632-RA	HPS4_MOUSE
OG0004489	pdam_00000889-RA	HTAI2_MOUSE
OG0004490	pdam_00015807-RA	HYDIN_MOUSE
OG0004491	pdam_00018359-RA	HYEP_MOUSE
OG0004492	pdam_00001743-RA	HYES_MOUSE
OG0004493	pdam_00010803-RA	HYI_MOUSE
OG0004495	pdam_00002826-RA	I2BP1_MOUSE, I2BPL_MOUSE
OG0004496	pdam_00001524-RA	IBTK_MOUSE
OG0004498	pdam_00009581-RA, pdam_00009580-RA	IDS_MOUSE
OG0004499	pdam_00014928-RA	IF4E2_MOUSE
OG0004500	pdam_00012050-RA	IF4G2_MOUSE
OG0004501	pdam_00020570-RA	IFT25_MOUSE
OG0004502	pdam_00018504-RA	IFT56_MOUSE
OG0004503	pdam_00007297-RA	IFT88_MOUSE
OG0004507	pdam_00003337-RA	ILKAP_MOUSE
OG0004508	pdam_00008396-RA	IMPA3_MOUSE
OG0004509	pdam_00021497-RA	IN80C_MOUSE
OG0004510	pdam_00005267-RA	ING1_MOUSE, ING2_MOUSE
OG0004511	pdam_00001461-RA	ING3_MOUSE
OG0004512	pdam_00009329-RA	INT1_MOUSE
OG0004514	pdam_00013472-RA	ISCA2_MOUSE
OG0004515	pdam_00001377-RA	ISY1_MOUSE
OG0004517	pdam_00011147-RA, pdam_00011148-RA	IYD1_MOUSE
OG0004518	pdam_00020188-RA	JKAMP_MOUSE
OG0004519	pdam_00012702-RA	JOS1_MOUSE
OG0004520	pdam_00019196-RA	KAD8_MOUSE
OG0004522	pdam_00020909-RA	KCMA1_MOUSE
OG0004523	pdam_00008563-RA	KCMF1_MOUSE
OG0004526	pdam_00012254-RA	KCY_MOUSE
OG0004529	pdam_00002627-RA	KICS2_MOUSE
OG0004530	pdam_00023243-RA	KIF17_MOUSE
OG0004531	pdam_00017282-RA	KIF9_MOUSE
OG0004532	pdam_00016734-RA	KLD10_MOUSE
OG0004533	pdam_00012371-RA	KLDC1_MOUSE
OG0004534	pdam_00022847-RA	KLDC3_MOUSE
OG0004536	pdam_00002971-RA	KMT5C_MOUSE
OG0004538	pdam_00016701-RA	KPTN_MOUSE
OG0004540	pdam_00022271-RA	KTBL1_MOUSE
OG0004542	pdam_00010055-RA	L2GL1_MOUSE, L2GL2_MOUSE
OG0004543	pdam_00004853-RA, pdam_00007800-RA	L2HDH_MOUSE
OG0004545	pdam_00008938-RA	LACC1_MOUSE
OG0004546	pdam_00008634-RA	LA_MOUSE
OG0004548	pdam_00021764-RA	LDHD_MOUSE
OG0004551	pdam_00001667-RA	LIMC1_MOUSE
OG0004552	pdam_00022347-RA	LIN37_MOUSE
OG0004553	pdam_00000860-RA	LINES_MOUSE
OG0004555	pdam_00007206-RA, pdam_00007208-RA	LR2BP_MOUSE
OG0004556	pdam_00011474-RA	LR75B_MOUSE, LR75A_MOUSE
OG0004557	pdam_00003096-RA	LRC34_MOUSE
OG0004558	pdam_00005341-RA	LRC40_MOUSE
OG0004559	pdam_00018950-RA	LRC57_MOUSE
OG0004560	pdam_00002397-RA	LRCC1_MOUSE
OG0004561	pdam_00006206-RA	LRGUK_MOUSE
OG0004562	pdam_00024774-RA, pdam_00012306-RA	LRMDA_MOUSE
OG0004565	pdam_00010713-RA	LRSM1_MOUSE
OG0004566	pdam_00009303-RA, pdam_00001115-RA	LSM6_MOUSE
OG0004567	pdam_00000279-RA	LTV1_MOUSE
OG0004568	pdam_00006223-RA	LYRM1_MOUSE
OG0004569	pdam_00000235-RA	LYSM3_MOUSE
OG0004570	pdam_00002711-RA	M1AP_MOUSE
OG0004571	pdam_00015006-RA, pdam_00000138-RA	M2GD_MOUSE
OG0004572	pdam_00004012-RA	M3K4_MOUSE
OG0004573	pdam_00013325-RA	M3K7_MOUSE
OG0004574	pdam_00010744-RA	MACOI_MOUSE
OG0004575	pdam_00012070-RA	MADD_MOUSE
OG0004577	pdam_00005078-RA	MALR1_MOUSE
OG0004578	pdam_00025526-RA	MAP2_MOUSE
OG0004579	pdam_00006911-RA, pdam_00000447-RA	MASP1_MOUSE
OG0004580	pdam_00003759-RA	MAT1_MOUSE
OG0004581	pdam_00018880-RA	MAX_MOUSE
OG0004582	pdam_00012389-RA, pdam_00012388-RA	MB213_MOUSE
OG0004583	pdam_00009307-RA	MBOA7_MOUSE
OG0004585	pdam_00000360-RA	MCA3_MOUSE
OG0004586	pdam_00002713-RA, pdam_00005061-RA	MCAT_MOUSE
OG0004587	pdam_00007153-RA	MCCB_MOUSE
OG0004588	pdam_00007762-RA, pdam_00007757-RA	MCFD2_MOUSE
OG0004589	pdam_00004041-RA	MCU_MOUSE
OG0004590	pdam_00002817-RA	MDHC_MOUSE
OG0004591	pdam_00023655-RA	MEAK7_MOUSE
OG0004592	pdam_00000935-RA	MED14_MOUSE
OG0004593	pdam_00006867-RA	MED15_MOUSE
OG0004595	pdam_00014666-RA	MEIOC_MOUSE
OG0004596	pdam_00019361-RA	MERB1_MOUSE
OG0004598	pdam_00016244-RA	METH_MOUSE
OG0004599	pdam_00007932-RA	MFA1A_MOUSE, MFA1B_MOUSE
OG0004600	pdam_00001008-RA	MFSD1_MOUSE
OG0004601	pdam_00020151-RA	MFSD5_MOUSE
OG0004602	pdam_00008918-RA, pdam_00020366-RA	MGAT1_MOUSE
OG0004603	pdam_00020407-RA, pdam_00001418-RA	MGLL_MOUSE
OG0004604	pdam_00010137-RA	MGME1_MOUSE
OG0004605	pdam_00005034-RA	MIEAP_MOUSE
OG0004606	pdam_00008414-RA	MIPT3_MOUSE
OG0004607	pdam_00004115-RA	MITOS_MOUSE
OG0004608	pdam_00013913-RA	MLEC_MOUSE
OG0004610	pdam_00008450-RA	MLX_MOUSE
OG0004611	pdam_00018922-RA, pdam_00018924-RA	MMS22_MOUSE
OG0004612	pdam_00018620-RA	MMSA_MOUSE
OG0004613	pdam_00014491-RA	MNS1_MOUSE
OG0004614	pdam_00008102-RA	MOR2B_MOUSE, MOR2A_MOUSE
OG0004615	pdam_00019477-RA, pdam_00006214-RA	MORN5_MOUSE
OG0004616	pdam_00000598-RA	MP2K3_MOUSE, MP2K6_MOUSE
OG0004617	pdam_00010698-RA	MP2K7_MOUSE
OG0004618	pdam_00018730-RA	MPC2_MOUSE
OG0004619	pdam_00014292-RA	MPU1_MOUSE
OG0004620	pdam_00001354-RA	MRE11_MOUSE
OG0004621	pdam_00014787-RA	MROH1_MOUSE
OG0004623	pdam_00009870-RA	MSL1_MOUSE
OG0004624	pdam_00015271-RA	MTA70_MOUSE
