Orthogroup	Gfas	Mmus
OG0003974	gfas1.m1.7268.m1, gfas1.m1.13191.m1	AIRE_MOUSE
OG0003975	gfas1.m1.22851.m1, gfas1.m1.11110.m1	DECR2_MOUSE
OG0003977	gfas1.m1.14323.m1	IDHC_MOUSE
OG0003979	gfas1.m1.8846.m1	GLRX2_MOUSE
OG0003980	gfas1.m1.16599.m1	POLK_MOUSE
OG0003981	gfas1.m1.12233.m1, gfas1.m1.13869.m1	FIGL1_MOUSE
OG0003982	gfas1.m1.5336.m1	PEBP4_MOUSE
OG0003984	gfas1.m1.7949.m1	E2AK3_MOUSE
OG0003985	gfas1.m1.1959.m1	THOP1_MOUSE
OG0003986	gfas1.m1.10621.m1	XRN1_MOUSE
OG0003987	gfas1.m1.21953.m1	TDT_MOUSE, DPOLM_MOUSE
OG0003988	gfas1.m1.22885.m1	TARG1_MOUSE, TM233_MOUSE
OG0003989	gfas1.m1.17020.m1	DHB12_MOUSE
OG0003990	gfas1.m1.2109.m1	FAAH1_MOUSE
OG0003991	gfas1.m1.15061.m1	EBP_MOUSE
OG0003992	gfas1.m1.23297.m1	CMIP1_MOUSE
OG0003994	gfas1.m1.15314.m1	TXD15_MOUSE
OG0003995	gfas1.m1.13542.m1, gfas1.m1.21112.m1	IF172_MOUSE
OG0003996	gfas1.m1.6414.m1	MVD1_MOUSE
OG0003998	gfas1.m1.16310.m1	ESPL1_MOUSE
OG0003999	gfas1.m1.4262.m1, gfas1.m1.16360.m1	NEMF_MOUSE
OG0004000	gfas1.m1.8343.m1	EI3JA_MOUSE, EI3JB_MOUSE
OG0004001	gfas1.m1.2071.m1	DPH3_MOUSE
OG0004002	gfas1.m1.4889.m1	TMED3_MOUSE
OG0004003	gfas1.m1.2545.m1, gfas1.m1.10689.m1	GRAP1_MOUSE
OG0004004	gfas1.m1.16669.m1	ZGPAT_MOUSE
OG0004005	gfas1.m1.14751.m1, gfas1.m1.14755.m1	CATB_MOUSE
OG0004006	gfas1.m1.20520.m1, gfas1.m1.17675.m1	HACD3_MOUSE
OG0004007	gfas1.m1.16575.m1	CRIP1_MOUSE
OG0004011	gfas1.m1.7913.m1	DEPD5_MOUSE
OG0004013	gfas1.m1.18669.m1	TDRKH_MOUSE
OG0004015	gfas1.m1.17144.m1, gfas1.m1.16480.m1	ATG10_MOUSE
OG0004016	gfas1.m1.20490.m1, gfas1.m1.9625.m1	RFC2_MOUSE
OG0004017	gfas1.m1.2554.m1, gfas1.m1.2544.m1	RN123_MOUSE
OG0004019	gfas1.m1.14653.m1	RENT1_MOUSE
OG0004020	gfas1.m1.921.m1	PCCA_MOUSE
OG0004021	gfas1.m1.7663.m1	CCS_MOUSE
OG0004022	gfas1.m1.15594.m1	MSL1_MOUSE
OG0004023	gfas1.m1.4024.m1	PPIL6_MOUSE
OG0004024	gfas1.m1.18626.m1	FBX41_MOUSE
OG0004027	gfas1.m1.6143.m1	ABCG3_MOUSE, ABCG2_MOUSE
OG0004028	gfas1.m1.7164.m1	BORC5_MOUSE
OG0004030	gfas1.m1.7729.m1, gfas1.m1.7733.m1	TM163_MOUSE
OG0004031	gfas1.m1.4157.m1	GCST_MOUSE
OG0004032	gfas1.m1.6688.m1	FBF1_MOUSE
OG0004036	gfas1.m1.1972.m1	KTU_MOUSE
OG0004037	gfas1.m1.9626.m1	SERA_MOUSE
OG0004038	gfas1.m1.7728.m1	NEB2_MOUSE
OG0004041	gfas1.m1.6974.m1	ANR11_MOUSE
OG0004042	gfas1.m1.6265.m1	PI3R4_MOUSE
OG0004043	gfas1.m1.8454.m1	HAUS2_MOUSE
OG0004045	gfas1.m1.19781.m1	STX18_MOUSE
OG0004047	gfas1.m1.21563.m1	RNT2A_MOUSE, RNT2B_MOUSE
OG0004048	gfas1.m1.18804.m1	SETMR_MOUSE
OG0004049	gfas1.m1.7507.m1, gfas1.m1.21698.m1	CHCH2_MOUSE
OG0004050	gfas1.m1.20732.m1	COL11_MOUSE, COL10_MOUSE
OG0004051	gfas1.m1.5680.m1	GNTK_MOUSE
OG0004052	gfas1.m1.21465.m1, gfas1.m1.19334.m1	SHOT1_MOUSE
OG0004053	gfas1.m1.3195.m1, gfas1.m1.17956.m1	T170B_MOUSE
OG0004054	gfas1.m1.8828.m1	MED14_MOUSE
OG0004055	gfas1.m1.14389.m1, gfas1.m1.14390.m1	NOCT_MOUSE
OG0004057	gfas1.m1.17914.m1	CNTRL_MOUSE
OG0004060	gfas1.m1.8387.m1	PROP1_MOUSE
OG0004061	gfas1.m1.8102.m1	DCR1C_MOUSE
OG0004062	gfas1.m1.3681.m1	TDIF2_MOUSE
OG0004063	gfas1.m1.14317.m1	KIF17_MOUSE
OG0004065	gfas1.m1.473.m1	ISCA2_MOUSE
OG0004066	gfas1.m1.4375.m1	UBAP1_MOUSE
OG0004067	gfas1.m1.9059.m1	APCD1_MOUSE
OG0004069	gfas1.m1.4163.m1	ING3_MOUSE
OG0004070	gfas1.m1.93.m1	S17A9_MOUSE
OG0004071	gfas1.m1.5411.m1	RNC_MOUSE
OG0004072	gfas1.m1.4167.m1	ALS2_MOUSE
OG0004073	gfas1.m1.9487.m1, gfas1.m1.22691.m1	SYMC_MOUSE
OG0004074	gfas1.m1.17778.m1	PELO_MOUSE
OG0004075	gfas1.m1.1353.m1	FAH2A_MOUSE
OG0004077	gfas1.m1.13553.m1	AACS_MOUSE
OG0004078	gfas1.m1.17339.m1	MF4B1_MOUSE
OG0004079	gfas1.m1.3806.m1	BLT3B_MOUSE
OG0004080	gfas1.m1.14204.m1	ATOX1_MOUSE
OG0004081	gfas1.m1.3231.m1	S35F3_MOUSE, S35F4_MOUSE
OG0004082	gfas1.m1.12870.m1	TSAP1_MOUSE
OG0004083	gfas1.m1.18851.m1	PIEZ2_MOUSE, PIEZ1_MOUSE
OG0004084	gfas1.m1.6606.m1	RBBP9_MOUSE
OG0004085	gfas1.m1.7190.m1	PLB1_MOUSE
OG0004087	gfas1.m1.10012.m1, gfas1.m1.18551.m1	TXD11_MOUSE
OG0004088	gfas1.m1.13499.m1	PCX4_MOUSE
OG0004089	gfas1.m1.2099.m1, gfas1.m1.2098.m1	RO60_MOUSE
OG0004090	gfas1.m1.18550.m1	CBY1_MOUSE
OG0004092	gfas1.m1.731.m1	MOGT2_MOUSE
OG0004095	gfas1.m1.5099.m1	NPC2_MOUSE
OG0004096	gfas1.m1.7269.m1	CCNC_MOUSE
OG0004097	gfas1.m1.15289.m1	RYK_MOUSE
OG0004098	gfas1.m1.19782.m1, gfas1.m1.16915.m1	TOPB1_MOUSE
OG0004099	gfas1.m1.668.m1	LACC1_MOUSE
OG0004100	gfas1.m1.19597.m1	STPG4_MOUSE
OG0004101	gfas1.m1.1435.m1, gfas1.m1.9971.m1	BROX_MOUSE
OG0004102	gfas1.m1.9.m1	DCPS_MOUSE
OG0004103	gfas1.m1.3392.m1	CJ090_MOUSE
OG0004104	gfas1.m1.5471.m1	NMNA1_MOUSE
OG0004105	gfas1.m1.10222.m1, gfas1.m1.23093.m1	CH60_MOUSE
OG0004106	gfas1.m1.441.m1	ZN106_MOUSE
OG0004107	gfas1.m1.6502.m1	GNPTA_MOUSE
OG0004111	gfas1.m1.2528.m1	LRC40_MOUSE
OG0004112	gfas1.m1.16248.m1	FZD5_MOUSE, FZD8_MOUSE
OG0004114	gfas1.m1.17601.m1	ISY1_MOUSE
OG0004116	gfas1.m1.13541.m1	BUP1_MOUSE
OG0004118	gfas1.m1.18189.m1	TOE1_MOUSE
OG0004119	gfas1.m1.17735.m1	ZC3H3_MOUSE
OG0004120	gfas1.m1.15583.m1	PRRC1_MOUSE
OG0004122	gfas1.m1.18672.m1	RIFK_MOUSE
OG0004123	gfas1.m1.21192.m1, gfas1.m1.7682.m1	CK5P2_MOUSE
OG0004124	gfas1.m1.16040.m1	PIGA_MOUSE
OG0004127	gfas1.m1.4049.m1	WAPL_MOUSE
OG0004128	gfas1.m1.18592.m1	CRML_MOUSE
OG0004129	gfas1.m1.1069.m1	UFD1_MOUSE
OG0004130	gfas1.m1.16734.m1	FRPD4_MOUSE
OG0004131	gfas1.m1.5007.m1	TEX47_MOUSE
OG0004132	gfas1.m1.10575.m1, gfas1.m1.17819.m1	CASP_MOUSE
OG0004133	gfas1.m1.15198.m1	PTN1_MOUSE, PTN2_MOUSE
OG0004134	gfas1.m1.9297.m1	SDCB1_MOUSE
OG0004135	gfas1.m1.18677.m1, gfas1.m1.21550.m1	TF3C1_MOUSE
OG0004136	gfas1.m1.21216.m1	AP2M1_MOUSE
OG0004137	gfas1.m1.2297.m1, gfas1.m1.2296.m1	KIF15_MOUSE
OG0004138	gfas1.m1.1697.m1	SMRCD_MOUSE
OG0004140	gfas1.m1.4026.m1	FANCG_MOUSE
OG0004141	gfas1.m1.13903.m1	FBX7_MOUSE
OG0004142	gfas1.m1.8835.m1	DHE3_MOUSE
OG0004143	gfas1.m1.7725.m1	ENO4_MOUSE
OG0004144	gfas1.m1.6573.m1	REX1B_MOUSE
OG0004145	gfas1.m1.8247.m1	MLX_MOUSE
OG0004146	gfas1.m1.10394.m1	F10C1_MOUSE
OG0004148	gfas1.m1.18219.m1	TBCD_MOUSE
OG0004150	gfas1.m1.360.m1	BIEA_MOUSE
OG0004154	gfas1.m1.6233.m1	SMHD1_MOUSE
OG0004155	gfas1.m1.1862.m1	GDPD1_MOUSE
OG0004156	gfas1.m1.13861.m1	HACL2_MOUSE
OG0004158	gfas1.m1.2791.m1	DPOG1_MOUSE
OG0004159	gfas1.m1.5841.m1	CHK1_MOUSE
OG0004160	gfas1.m1.6816.m1	ASPC1_MOUSE
OG0004161	gfas1.m1.1560.m1	BBS4_MOUSE
OG0004162	gfas1.m1.14249.m1	RHG20_MOUSE
OG0004163	gfas1.m1.5469.m1	VMAT2_MOUSE, VMAT1_MOUSE
OG0004166	gfas1.m1.19177.m1	CG025_MOUSE
OG0004167	gfas1.m1.18756.m1	DLDH_MOUSE
OG0004169	gfas1.m1.5119.m1	U2AF2_MOUSE
OG0004170	gfas1.m1.3073.m1	ODO1_MOUSE
OG0004171	gfas1.m1.4961.m1	NUBP1_MOUSE
OG0004172	gfas1.m1.10984.m1	BACH_MOUSE
OG0004173	gfas1.m1.1853.m1	PPIL2_MOUSE
OG0004174	gfas1.m1.14702.m1	NOTUM_MOUSE
OG0004175	gfas1.m1.3972.m1	KLDC3_MOUSE
OG0004176	gfas1.m1.13473.m1	LPP60_MOUSE
OG0004177	gfas1.m1.4127.m1	DHTK1_MOUSE
OG0004179	gfas1.m1.11847.m1	BARD1_MOUSE
OG0004180	gfas1.m1.6049.m1, gfas1.m1.4198.m1	HESX1_MOUSE
OG0004181	gfas1.m1.6697.m1	TMM62_MOUSE
OG0004182	gfas1.m1.9890.m1	GEMI5_MOUSE
OG0004184	gfas1.m1.19033.m1	NUP54_MOUSE
OG0004185	gfas1.m1.14669.m1	AG10B_MOUSE
OG0004186	gfas1.m1.9096.m1	SPAS1_MOUSE
OG0004187	gfas1.m1.18900.m1	CC28B_MOUSE
OG0004188	gfas1.m1.444.m1	PHF10_MOUSE
OG0004189	gfas1.m1.15173.m1	TAF1A_MOUSE
OG0004190	gfas1.m1.9524.m1	NT5D3_MOUSE
OG0004191	gfas1.m1.5683.m1	E41LA_MOUSE
OG0004192	gfas1.m1.5032.m1	ATRX_MOUSE
OG0004193	gfas1.m1.18109.m1	MSRB2_MOUSE
OG0004194	gfas1.m1.5596.m1	PXYP1_MOUSE
OG0004195	gfas1.m1.18991.m1, gfas1.m1.9759.m1	LRMDA_MOUSE
OG0004196	gfas1.m1.15083.m1	ERCC5_MOUSE
OG0004197	gfas1.m1.17581.m1, gfas1.m1.17579.m1	GATM_MOUSE
OG0004198	gfas1.m1.3693.m1	GLSL_MOUSE, GLSK_MOUSE
OG0004199	gfas1.m1.18527.m1, gfas1.m1.15999.m1	RXLT1_MOUSE
OG0004200	gfas1.m1.7347.m1	FACE2_MOUSE
OG0004201	gfas1.m1.22366.m1	COMD4_MOUSE
OG0004202	gfas1.m1.6000.m1	APAF_MOUSE
OG0004203	gfas1.m1.14415.m1	CNST_MOUSE
OG0004204	gfas1.m1.12758.m1, gfas1.m1.3313.m1	HMMR_MOUSE
OG0004205	gfas1.m1.7465.m1	DPOD3_MOUSE
OG0004206	gfas1.m1.16507.m1	ELOA1_MOUSE
OG0004207	gfas1.m1.9754.m1	UBP30_MOUSE
OG0004209	gfas1.m1.5458.m1	XPO4_MOUSE
OG0004211	gfas1.m1.5476.m1	PRC1_MOUSE
OG0004213	gfas1.m1.6443.m1	ISM1_MOUSE
OG0004214	gfas1.m1.20991.m1	GSHB_MOUSE
OG0004215	gfas1.m1.16298.m1	NDUS2_MOUSE
OG0004216	gfas1.m1.4315.m1, gfas1.m1.188.m1	PDE9A_MOUSE
OG0004217	gfas1.m1.13452.m1	PININ_MOUSE
OG0004218	gfas1.m1.2712.m1	OSGI1_MOUSE
OG0004220	gfas1.m1.6806.m1	PAAT_MOUSE
OG0004221	gfas1.m1.14603.m1	SPSY_MOUSE
OG0004222	gfas1.m1.2705.m1	TDR12_MOUSE
OG0004223	gfas1.m1.10754.m1	ZDHC6_MOUSE
OG0004224	gfas1.m1.6946.m1, gfas1.m1.14086.m1	PPA6_MOUSE
OG0004225	gfas1.m1.23395.m1	TERT_MOUSE
OG0004227	gfas1.m1.19291.m1	RRP36_MOUSE
OG0004228	gfas1.m1.13693.m1	M1AP_MOUSE
OG0004229	gfas1.m1.1440.m1	CFA36_MOUSE
OG0004230	gfas1.m1.14891.m1	IF4E2_MOUSE
OG0004231	gfas1.m1.18831.m1	HIBCH_MOUSE
OG0004232	gfas1.m1.23515.m1, gfas1.m1.23514.m1	GOGA1_MOUSE
OG0004233	gfas1.m1.2304.m1	TAF4B_MOUSE
OG0004234	gfas1.m1.2961.m1	RRP8_MOUSE
OG0004235	gfas1.m1.2462.m1	EAF6_MOUSE
OG0004236	gfas1.m1.21653.m1	MEIOC_MOUSE
OG0004237	gfas1.m1.14665.m1	TISB_MOUSE
OG0004240	gfas1.m1.14239.m1	RSH3A_MOUSE, RSH3B_MOUSE
OG0004241	gfas1.m1.1614.m1	METH_MOUSE
OG0004242	gfas1.m1.4825.m1	IFT88_MOUSE
OG0004245	gfas1.m1.10173.m1, gfas1.m1.11826.m1	SYWC_MOUSE
OG0004246	gfas1.m1.13480.m1	NAA80_MOUSE
OG0004247	gfas1.m1.178.m1	ESPNL_MOUSE
OG0004248	gfas1.m1.3471.m1	LRSM1_MOUSE
OG0004250	gfas1.m1.21960.m1, gfas1.m1.4959.m1	GDE1_MOUSE
OG0004251	gfas1.m1.7916.m1	TB10A_MOUSE
OG0004253	gfas1.m1.3747.m1	RNZ2_MOUSE
OG0004254	gfas1.m1.14885.m1	BCD1_MOUSE
OG0004255	gfas1.m1.19221.m1, gfas1.m1.19152.m1	HAUS8_MOUSE
OG0004256	gfas1.m1.14049.m1	GPTC8_MOUSE
OG0004257	gfas1.m1.10198.m1	MEAK7_MOUSE
OG0004258	gfas1.m1.21611.m1	ADAP2_MOUSE
OG0004260	gfas1.m1.13845.m1	VHL_MOUSE
OG0004261	gfas1.m1.3758.m1, gfas1.m1.19604.m1	RS30_MOUSE
OG0004262	gfas1.m1.1857.m1	STIP1_MOUSE
OG0004263	gfas1.m1.330.m1	ADCK5_MOUSE
OG0004264	gfas1.m1.9718.m1	S35E2_MOUSE
OG0004265	gfas1.m1.15707.m1	SPG7_MOUSE
OG0004266	gfas1.m1.2885.m1	SDHF2_MOUSE
OG0004267	gfas1.m1.16466.m1	ERI1_MOUSE
OG0004268	gfas1.m1.16491.m1, gfas1.m1.16719.m1	KFA_MOUSE
OG0004269	gfas1.m1.7957.m1	ARMC2_MOUSE
OG0004270	gfas1.m1.19166.m1	BTBD1_MOUSE
OG0004271	gfas1.m1.2490.m1	CLRN2_MOUSE, CLRN1_MOUSE
OG0004272	gfas1.m1.19414.m1	FTCD_MOUSE
OG0004273	gfas1.m1.538.m1	RM55_MOUSE
OG0004274	gfas1.m1.3832.m1	DNM1L_MOUSE
OG0004275	gfas1.m1.6066.m1	KLF2_MOUSE
OG0004277	gfas1.m1.19843.m1, gfas1.m1.2543.m1	MOV10_MOUSE
OG0004278	gfas1.m1.14227.m1	CUL5_MOUSE
OG0004279	gfas1.m1.20419.m1	SEN15_MOUSE
OG0004280	gfas1.m1.10509.m1	USE1_MOUSE
OG0004282	gfas1.m1.15887.m1	UBA5_MOUSE
OG0004283	gfas1.m1.16547.m1	PARK7_MOUSE
OG0004285	gfas1.m1.19714.m1	SNX14_MOUSE
OG0004287	gfas1.m1.3549.m1	PBLD1_MOUSE, PBLD2_MOUSE
OG0004288	gfas1.m1.20609.m1	MYCBP_MOUSE
OG0004289	gfas1.m1.18754.m1	TM131_MOUSE
OG0004290	gfas1.m1.17708.m1	MAP2_MOUSE
OG0004291	gfas1.m1.11246.m1	TPC14_MOUSE
OG0004292	gfas1.m1.10287.m1	POP7_MOUSE
OG0004293	gfas1.m1.22502.m1, gfas1.m1.18842.m1	DPOA2_MOUSE
OG0004294	gfas1.m1.22104.m1	CHM4B_MOUSE
OG0004295	gfas1.m1.4558.m1, gfas1.m1.2694.m1, gfas1.m1.21559.m1	MSD2_MOUSE
OG0004296	gfas1.m1.16841.m1	HTAI2_MOUSE
OG0004297	gfas1.m1.17985.m1, gfas1.m1.9429.m1	SLC31_MOUSE
OG0004299	gfas1.m1.2539.m1	HYI_MOUSE
OG0004300	gfas1.m1.15145.m1	IF4G2_MOUSE
OG0004301	gfas1.m1.7348.m1, gfas1.m1.14412.m1	MINP1_MOUSE
OG0004303	gfas1.m1.792.m1, gfas1.m1.6235.m1	RL11_MOUSE
OG0004304	gfas1.m1.996.m1	TYW4_MOUSE
OG0004305	gfas1.m1.10136.m1	IBTK_MOUSE
OG0004306	gfas1.m1.9749.m1	SRSF1_MOUSE
OG0004307	gfas1.m1.8284.m1	I2BP1_MOUSE, I2BPL_MOUSE
OG0004308	gfas1.m1.1701.m1	DGCR6_MOUSE
OG0004309	gfas1.m1.2790.m1	ARB2A_MOUSE
OG0004310	gfas1.m1.3050.m1	FBX3_MOUSE
OG0004311	gfas1.m1.3212.m1	ZCRB1_MOUSE
OG0004312	gfas1.m1.15035.m1	SPRE_MOUSE
OG0004314	gfas1.m1.15424.m1	FBXW7_MOUSE
OG0004315	gfas1.m1.16524.m1	BAG1_MOUSE
OG0004316	gfas1.m1.15777.m1	NOP16_MOUSE
OG0004317	gfas1.m1.836.m1	SBSPO_MOUSE
OG0004319	gfas1.m1.16692.m1	MNS1_MOUSE
OG0004320	gfas1.m1.4587.m1	COX18_MOUSE
OG0004321	gfas1.m1.3729.m1, gfas1.m1.6595.m1	UBE2Z_MOUSE
OG0004322	gfas1.m1.17207.m1	TM143_MOUSE
OG0004323	gfas1.m1.383.m1	CTSL2_MOUSE
OG0004324	gfas1.m1.9466.m1, gfas1.m1.13654.m1	TNG2_MOUSE
OG0004327	gfas1.m1.1432.m1	RN216_MOUSE
OG0004328	gfas1.m1.14586.m1	TLCD1_MOUSE
OG0004329	gfas1.m1.12710.m1	ECI2_MOUSE, ECI3_MOUSE
OG0004330	gfas1.m1.23810.m1	NOC3L_MOUSE
OG0004331	gfas1.m1.4564.m1	C19L2_MOUSE
OG0004332	gfas1.m1.12837.m1	SAM50_MOUSE
OG0004333	gfas1.m1.864.m1	SLNL1_MOUSE
OG0004334	gfas1.m1.4530.m1	GPHR_MOUSE
OG0004335	gfas1.m1.18877.m1	ACPH_MOUSE
OG0004336	gfas1.m1.18635.m1	TM135_MOUSE
OG0004337	gfas1.m1.2412.m1, gfas1.m1.11247.m1	LTOR4_MOUSE
OG0004338	gfas1.m1.10211.m1	CAPON_MOUSE
OG0004339	gfas1.m1.940.m1	PRDX5_MOUSE
OG0004340	gfas1.m1.6528.m1	LTV1_MOUSE
OG0004341	gfas1.m1.7772.m1	RBM45_MOUSE
OG0004342	gfas1.m1.14638.m1	ZFYV1_MOUSE
OG0004343	gfas1.m1.12434.m1, gfas1.m1.10151.m1	SPG21_MOUSE
OG0004344	gfas1.m1.18871.m1	ZN652_MOUSE
OG0004345	gfas1.m1.888.m1	TPPC4_MOUSE
OG0004346	gfas1.m1.6730.m1	MCA3_MOUSE
OG0004347	gfas1.m1.18572.m1	TBD2B_MOUSE
OG0004348	gfas1.m1.14203.m1	HYES_MOUSE
OG0004349	gfas1.m1.10443.m1	KLD10_MOUSE
OG0004350	gfas1.m1.18146.m1	MITOS_MOUSE
OG0004351	gfas1.m1.13476.m1	ARMT1_MOUSE
OG0004352	gfas1.m1.15235.m1	PRS8_MOUSE
OG0004353	gfas1.m1.16134.m1	PKHG3_MOUSE
OG0004354	gfas1.m1.4728.m1	ZN474_MOUSE
OG0004355	gfas1.m1.9948.m1, gfas1.m1.216.m1	GCH1_MOUSE
OG0004356	gfas1.m1.20424.m1	MDHC_MOUSE
OG0004357	gfas1.m1.7281.m1	TS101_MOUSE
OG0004358	gfas1.m1.1812.m1	TYW1_MOUSE
OG0004360	gfas1.m1.9594.m1	MADD_MOUSE
OG0004361	gfas1.m1.6086.m1	PGLT1_MOUSE
OG0004362	gfas1.m1.14494.m1	ABHD8_MOUSE
OG0004363	gfas1.m1.18906.m1	RBP10_MOUSE, RANB9_MOUSE
OG0004364	gfas1.m1.14370.m1	PGDH_MOUSE
OG0004365	gfas1.m1.3481.m1	TCF23_MOUSE
OG0004366	gfas1.m1.21319.m1, gfas1.m1.22398.m1	TBC23_MOUSE
OG0004367	gfas1.m1.16033.m1	SNX24_MOUSE
OG0004368	gfas1.m1.8344.m1	CC124_MOUSE
OG0004369	gfas1.m1.9416.m1, gfas1.m1.19036.m1	CDD_MOUSE
OG0004370	gfas1.m1.685.m1	F91A1_MOUSE
OG0004371	gfas1.m1.18770.m1	ODB2_MOUSE
OG0004372	gfas1.m1.10289.m1, gfas1.m1.5652.m1	CINP_MOUSE
OG0004373	gfas1.m1.7369.m1	DJB11_MOUSE
OG0004374	gfas1.m1.8096.m1	ATP5L_MOUSE
OG0004375	gfas1.m1.2477.m1	CCD83_MOUSE
OG0004376	gfas1.m1.16494.m1	RSMN_MOUSE, RSMB_MOUSE
OG0004377	gfas1.m1.14543.m1	TFDP1_MOUSE
OG0004378	gfas1.m1.6010.m1	RS10_MOUSE
OG0004379	gfas1.m1.17811.m1	IFT25_MOUSE
OG0004380	gfas1.m1.9291.m1, gfas1.m1.22395.m1	RAD50_MOUSE
OG0004381	gfas1.m1.13420.m1	SNX29_MOUSE
OG0004382	gfas1.m1.14271.m1	COMDA_MOUSE
OG0004383	gfas1.m1.23519.m1	HERC4_MOUSE
OG0004384	gfas1.m1.23484.m1	RWDD3_MOUSE
OG0004385	gfas1.m1.17962.m1, gfas1.m1.17959.m1	PRDX6_MOUSE
OG0004386	gfas1.m1.14713.m1	RLA0_MOUSE
OG0004388	gfas1.m1.2455.m1	CHCH7_MOUSE
OG0004389	gfas1.m1.2873.m1	BAX_MOUSE
OG0004390	gfas1.m1.1883.m1	ATG13_MOUSE
OG0004391	gfas1.m1.4195.m1, gfas1.m1.4197.m1	GCP6_MOUSE
OG0004392	gfas1.m1.1989.m1	MKS1_MOUSE
OG0004393	gfas1.m1.8222.m1	SAE2_MOUSE
OG0004395	gfas1.m1.15216.m1	DCAF8_MOUSE
OG0004396	gfas1.m1.10358.m1	SRXN1_MOUSE
OG0004398	gfas1.m1.17077.m1	CATZ_MOUSE
OG0004399	gfas1.m1.85.m1	RS24_MOUSE
OG0004400	gfas1.m1.11617.m1	SPX3_MOUSE
OG0004403	gfas1.m1.5041.m1	S30BP_MOUSE
OG0004404	gfas1.m1.5388.m1	SPOUT_MOUSE
OG0004405	gfas1.m1.13835.m1	VPS51_MOUSE
OG0004406	gfas1.m1.4953.m1	UBFD1_MOUSE
OG0004408	gfas1.m1.16193.m1	DCTN4_MOUSE
OG0004409	gfas1.m1.23473.m1	STON1_MOUSE, STON2_MOUSE
OG0004411	gfas1.m1.14834.m1	SELS_MOUSE
OG0004412	gfas1.m1.3394.m1	RL26_MOUSE
OG0004413	gfas1.m1.8007.m1	MFSD5_MOUSE
OG0004414	gfas1.m1.7017.m1	VGLL4_MOUSE
OG0004415	gfas1.m1.13950.m1	DTWD1_MOUSE
OG0004417	gfas1.m1.3505.m1	TEKT1_MOUSE
OG0004418	gfas1.m1.19825.m1, gfas1.m1.769.m1	MIPO1_MOUSE
OG0004419	gfas1.m1.3286.m1, gfas1.m1.7123.m1	GEN_MOUSE
OG0004420	gfas1.m1.1739.m1	CKAP5_MOUSE
OG0004421	gfas1.m1.16610.m1	SPT4B_MOUSE, SPT4A_MOUSE
OG0004422	gfas1.m1.19620.m1	FOXJ1_MOUSE
OG0004423	gfas1.m1.1051.m1	SUCO_MOUSE
OG0004424	gfas1.m1.17115.m1	NIF3L_MOUSE
OG0004425	gfas1.m1.4779.m1	PDPK1_MOUSE
OG0004426	gfas1.m1.13568.m1	B4GA1_MOUSE
OG0004427	gfas1.m1.17653.m1	CISY_MOUSE
OG0004428	gfas1.m1.9041.m1, gfas1.m1.9039.m1	STK31_MOUSE
OG0004429	gfas1.m1.9493.m1, gfas1.m1.9494.m1	ANR53_MOUSE
OG0004430	gfas1.m1.10672.m1, gfas1.m1.10671.m1	CS047_MOUSE
OG0004431	gfas1.m1.16333.m1	TXN4B_MOUSE
OG0004432	gfas1.m1.17150.m1	JOS1_MOUSE
OG0004433	gfas1.m1.16787.m1	RADIL_MOUSE
OG0004436	gfas1.m1.1953.m1	SYDE1_MOUSE
OG0004437	gfas1.m1.3224.m1	TM107_MOUSE
OG0004439	gfas1.m1.1231.m1	VAS1_MOUSE
OG0004440	gfas1.m1.851.m1	CLYBL_MOUSE
OG0004441	gfas1.m1.2893.m1	GMDS_MOUSE
OG0004443	gfas1.m1.23876.m1, gfas1.m1.7959.m1	PSMF1_MOUSE
OG0004444	gfas1.m1.704.m1	EMSY_MOUSE
OG0004447	gfas1.m1.2535.m1	TX1B3_MOUSE
OG0004448	gfas1.m1.653.m1	RAD21_MOUSE
OG0004449	gfas1.m1.18534.m1	RWDD1_MOUSE
OG0004451	gfas1.m1.1230.m1	LIN37_MOUSE
OG0004452	gfas1.m1.14906.m1, gfas1.m1.14907.m1	RM32_MOUSE
OG0004453	gfas1.m1.18531.m1	NOX4_MOUSE
OG0004454	gfas1.m1.1925.m1	COX5B_MOUSE
OG0004455	gfas1.m1.3238.m1	MSRB3_MOUSE
OG0004456	gfas1.m1.12375.m1	GSLG1_MOUSE
OG0004457	gfas1.m1.5640.m1	ERCC1_MOUSE
OG0004458	gfas1.m1.2672.m1	SAMH1_MOUSE
OG0004459	gfas1.m1.18848.m1, gfas1.m1.18846.m1	MUTYH_MOUSE
OG0004460	gfas1.m1.23195.m1	RHBL4_MOUSE
OG0004461	gfas1.m1.4378.m1	HEAT3_MOUSE
OG0004462	gfas1.m1.332.m1	CPSF5_MOUSE
OG0004463	gfas1.m1.2918.m1	CHM2A_MOUSE
OG0004464	gfas1.m1.15369.m1	KAD8_MOUSE
OG0004465	gfas1.m1.721.m1	SL9D1_MOUSE
OG0004466	gfas1.m1.13501.m1	VPS54_MOUSE
OG0004467	gfas1.m1.3181.m1, gfas1.m1.3180.m1	HOGA1_MOUSE
OG0004468	gfas1.m1.6540.m1	BLMH_MOUSE
OG0004469	gfas1.m1.1102.m1	ASH2L_MOUSE
OG0004471	gfas1.m1.15651.m1	BOP1_MOUSE
OG0004472	gfas1.m1.4790.m1	RM23_MOUSE
OG0004473	gfas1.m1.7678.m1	ATP5I_MOUSE
OG0004474	gfas1.m1.2165.m1	RPB7_MOUSE
OG0004475	gfas1.m1.17986.m1	TF3B_MOUSE
