Orthogroup	Gfas	Hsap
OG0003666	gfas1.m1.2058.m1	AP3D1_HUMAN
OG0003667	gfas1.m1.17076.m1	PLAK_HUMAN, CTNB1_HUMAN
OG0003668	gfas1.m1.13436.m1	NIT1_HUMAN
OG0003669	gfas1.m1.16666.m1	LAMC3_HUMAN, LAMC1_HUMAN
OG0003670	gfas1.m1.15890.m1	MTMR7_HUMAN, MTMR6_HUMAN
OG0003671	gfas1.m1.15918.m1	NXT1_HUMAN, NXT2_HUMAN
OG0003672	gfas1.m1.23346.m1	TNPO2_HUMAN, TNPO1_HUMAN
OG0003673	gfas1.m1.19738.m1	PPM1A_HUMAN, PPM1B_HUMAN
OG0003674	gfas1.m1.7666.m1	TXND5_HUMAN
OG0003675	gfas1.m1.13872.m1	CRDL1_HUMAN, CRDL2_HUMAN
OG0003676	gfas1.m1.11473.m1	BORC8_HUMAN
OG0003677	gfas1.m1.15592.m1	HERC1_HUMAN
OG0003678	gfas1.m1.5996.m1	PRKRA_HUMAN, TRBP2_HUMAN
OG0003679	gfas1.m1.822.m1	IPYR_HUMAN, IPYR2_HUMAN
OG0003680	gfas1.m1.18333.m1	CF263_HUMAN
OG0003681	gfas1.m1.2498.m1	RGS14_HUMAN, RGS12_HUMAN
OG0003682	gfas1.m1.4232.m1	SKIL_HUMAN, SKI_HUMAN
OG0003683	gfas1.m1.16978.m1	ULK2_HUMAN, ULK1_HUMAN
OG0003684	gfas1.m1.14242.m1	IF2GL_HUMAN, IF2G_HUMAN
OG0003685	gfas1.m1.5763.m1	POC1B_HUMAN, POC1A_HUMAN
OG0003687	gfas1.m1.18610.m1	CPEB3_HUMAN, CPEB2_HUMAN
OG0003688	gfas1.m1.1061.m1	FN3K_HUMAN, KT3K_HUMAN
OG0003689	gfas1.m1.719.m1	ENOX2_HUMAN, ENOX1_HUMAN
OG0003690	gfas1.m1.17180.m1	BRD7_HUMAN
OG0003691	gfas1.m1.2965.m1	ZMY10_HUMAN
OG0003692	gfas1.m1.19725.m1, gfas1.m1.17486.m1	CEP95_HUMAN
OG0003693	gfas1.m1.5530.m1	ERN2_HUMAN, ERN1_HUMAN
OG0003694	gfas1.m1.15574.m1	KAL1L_HUMAN, KANL1_HUMAN
OG0003695	gfas1.m1.16630.m1	U2QL1_HUMAN
OG0003696	gfas1.m1.13528.m1, gfas1.m1.22103.m1	PNKP_HUMAN
OG0003697	gfas1.m1.9044.m1	LBX2_HUMAN, LBX1_HUMAN
OG0003698	gfas1.m1.4958.m1	CENPM_HUMAN
OG0003699	gfas1.m1.7496.m1	HSC20_HUMAN
OG0003700	gfas1.m1.18478.m1	GP108_HUMAN, GP107_HUMAN
OG0003701	gfas1.m1.13392.m1	TTLL6_HUMAN, TTL13_HUMAN
OG0003702	gfas1.m1.13481.m1	SGPP2_HUMAN, SGPP1_HUMAN
OG0003703	gfas1.m1.14848.m1	UNK_HUMAN, UNKL_HUMAN
OG0003704	gfas1.m1.13794.m1	SNAB_HUMAN, SNAA_HUMAN
OG0003705	gfas1.m1.1416.m1	PORCN_HUMAN
OG0003706	gfas1.m1.16700.m1	CE128_HUMAN
OG0003707	gfas1.m1.6384.m1	PLGT2_HUMAN, PLGT3_HUMAN
OG0003708	gfas1.m1.12969.m1	RFC3_HUMAN
OG0003709	gfas1.m1.5431.m1	OPA1_HUMAN
OG0003710	gfas1.m1.23318.m1	PCMD1_HUMAN, PCMD2_HUMAN
OG0003711	gfas1.m1.4059.m1	RUXE_HUMAN
OG0003712	gfas1.m1.5827.m1	ESRP1_HUMAN, ESRP2_HUMAN
OG0003713	gfas1.m1.19442.m1	H2AV_HUMAN, H2AZ_HUMAN
OG0003714	gfas1.m1.20555.m1	TBCD7_HUMAN
OG0003715	gfas1.m1.22596.m1	LGUL_HUMAN
OG0003716	gfas1.m1.18129.m1	LC7L3_HUMAN
OG0003717	gfas1.m1.8060.m1	IFRD1_HUMAN, IFRD2_HUMAN
OG0003718	gfas1.m1.19219.m1	OGA_HUMAN
OG0003719	gfas1.m1.10261.m1	PRS6A_HUMAN
OG0003720	gfas1.m1.15785.m1	SPIR1_HUMAN, SPIR2_HUMAN
OG0003721	gfas1.m1.583.m1	TMTC1_HUMAN
OG0003722	gfas1.m1.1738.m1	MYRF_HUMAN
OG0003723	gfas1.m1.21764.m1	PITC1_HUMAN
OG0003724	gfas1.m1.14853.m1	RHDF2_HUMAN, RHDF1_HUMAN
OG0003725	gfas1.m1.6456.m1	FSCN1_HUMAN, FSCN2_HUMAN
OG0003726	gfas1.m1.21493.m1	PLPP7_HUMAN, PLPP6_HUMAN
OG0003727	gfas1.m1.10104.m1	NNTM_HUMAN
OG0003728	gfas1.m1.1666.m1	HAND2_HUMAN, HAND1_HUMAN
OG0003729	gfas1.m1.5941.m1, gfas1.m1.3378.m1	TYPH_HUMAN
OG0003730	gfas1.m1.1381.m1	UBP33_HUMAN, UBP20_HUMAN
OG0003731	gfas1.m1.2990.m1	AP1G2_HUMAN, AP1G1_HUMAN
OG0003732	gfas1.m1.5784.m1	HMOX1_HUMAN, HMOX2_HUMAN
OG0003733	gfas1.m1.14602.m1	FA76B_HUMAN, FA76A_HUMAN
OG0003734	gfas1.m1.4720.m1	BAZ2A_HUMAN, BAZ2B_HUMAN
OG0003735	gfas1.m1.9143.m1	AGGF1_HUMAN
OG0003736	gfas1.m1.2087.m1	AKA7A_HUMAN, AKA7G_HUMAN
OG0003737	gfas1.m1.23437.m1	TTK_HUMAN
OG0003738	gfas1.m1.1175.m1	PUF60_HUMAN
OG0003739	gfas1.m1.17006.m1	ATF6A_HUMAN, ATF6B_HUMAN
OG0003740	gfas1.m1.7808.m1	GOLI_HUMAN, RN150_HUMAN
OG0003741	gfas1.m1.1744.m1	KI18B_HUMAN, KI18A_HUMAN
OG0003742	gfas1.m1.7228.m1	DEPD4_HUMAN, DEPD7_HUMAN
OG0003743	gfas1.m1.17541.m1	PPM1F_HUMAN, PPM1E_HUMAN
OG0003744	gfas1.m1.2557.m1	TWF2_HUMAN, TWF1_HUMAN
OG0003745	gfas1.m1.16886.m1	CAF1B_HUMAN
OG0003746	gfas1.m1.485.m1	SELN_HUMAN
OG0003747	gfas1.m1.13928.m1	ASB7_HUMAN
OG0003748	gfas1.m1.5721.m1	MIC19_HUMAN, MIC25_HUMAN
OG0003750	gfas1.m1.14582.m1	TTLL3_HUMAN, TTLL8_HUMAN
OG0003751	gfas1.m1.16334.m1	EEIG2_HUMAN, EEIG1_HUMAN
OG0003752	gfas1.m1.3120.m1	MOCS3_HUMAN
OG0003753	gfas1.m1.4627.m1	KAD4_HUMAN, KAD3_HUMAN
OG0003754	gfas1.m1.22692.m1	TIRR_HUMAN, NUD16_HUMAN
OG0003755	gfas1.m1.5878.m1	EFHD2_HUMAN, EFHD1_HUMAN
OG0003756	gfas1.m1.131.m1, gfas1.m1.18294.m1	GGYF1_HUMAN, GGYF2_HUMAN
OG0003757	gfas1.m1.12534.m1	PHOP1_HUMAN, PHOP2_HUMAN
OG0003758	gfas1.m1.14841.m1	UBP2_HUMAN
OG0003759	gfas1.m1.8933.m1	STA5A_HUMAN, STA5B_HUMAN
OG0003760	gfas1.m1.14863.m1	SENP6_HUMAN, SENP7_HUMAN
OG0003761	gfas1.m1.8231.m1	SH24B_HUMAN, SH24A_HUMAN
OG0003762	gfas1.m1.14516.m1	MARH3_HUMAN, MARH2_HUMAN
OG0003763	gfas1.m1.19893.m1	DPP8_HUMAN, DPP9_HUMAN
OG0003764	gfas1.m1.14140.m1	MANS1_HUMAN
OG0003765	gfas1.m1.69.m1	SGCE_HUMAN, SGCA_HUMAN
OG0003766	gfas1.m1.6515.m1	DCAF6_HUMAN
OG0003767	gfas1.m1.13709.m1	TAF9_HUMAN, TAF9B_HUMAN
OG0003768	gfas1.m1.20832.m1	USP9Y_HUMAN, USP9X_HUMAN
OG0003769	gfas1.m1.14111.m1	AMN1_HUMAN
OG0003770	gfas1.m1.20090.m1	PK3CB_HUMAN, PK3CD_HUMAN
OG0003771	gfas1.m1.10780.m1	TMUB1_HUMAN, TMUB2_HUMAN
OG0003772	gfas1.m1.2413.m1	TRIM9_HUMAN, TRI67_HUMAN
OG0003773	gfas1.m1.1511.m1	PP6R3_HUMAN, PP6R2_HUMAN
OG0003774	gfas1.m1.3393.m1	TMED4_HUMAN, TMED9_HUMAN
OG0003775	gfas1.m1.14138.m1	COG4_HUMAN
OG0003776	gfas1.m1.6277.m1	P210L_HUMAN, PO210_HUMAN
OG0003777	gfas1.m1.1167.m1	CNNM2_HUMAN, CNNM4_HUMAN
OG0003778	gfas1.m1.4956.m1	TMM94_HUMAN
OG0003779	gfas1.m1.1149.m1	SMCA4_HUMAN, SMCA2_HUMAN
OG0003780	gfas1.m1.15182.m1	PK3C3_HUMAN
OG0003781	gfas1.m1.698.m1	FSP1_HUMAN
OG0003782	gfas1.m1.2660.m1	PRS7_HUMAN
OG0003783	gfas1.m1.16016.m1	ERC6L_HUMAN
OG0003784	gfas1.m1.317.m1	KIFC3_HUMAN
OG0003785	gfas1.m1.15141.m1	MOK_HUMAN
OG0003786	gfas1.m1.9752.m1	THTR_HUMAN, THTM_HUMAN
OG0003787	gfas1.m1.14795.m1	SP201_HUMAN, SP202_HUMAN, SP20H_HUMAN
OG0003788	gfas1.m1.18367.m1	TLN2_HUMAN, TLN1_HUMAN
OG0003790	gfas1.m1.17517.m1	PIGY_HUMAN
OG0003791	gfas1.m1.2970.m1	BTG1_HUMAN, BTG2_HUMAN
OG0003792	gfas1.m1.13265.m1	DDX11_HUMAN, D11L8_HUMAN, DDX12_HUMAN
OG0003793	gfas1.m1.19621.m1	ICA1L_HUMAN, ICA69_HUMAN
OG0003794	gfas1.m1.16776.m1	MEP50_HUMAN
OG0003795	gfas1.m1.10007.m1	SBP2L_HUMAN, SEBP2_HUMAN
OG0003796	gfas1.m1.1189.m1	MFRN2_HUMAN, MFRN1_HUMAN
OG0003797	gfas1.m1.16952.m1	NTAN1_HUMAN
OG0003911	gfas1.m1.2726.m1	ASTL_HUMAN
OG0003912	gfas1.m1.16735.m1	DYH1_HUMAN
OG0003913	gfas1.m1.2322.m1	DYH2_HUMAN
OG0003914	gfas1.m1.7365.m1	DYH5_HUMAN
OG0003915	gfas1.m1.5753.m1	TBA8_HUMAN
OG0003918	gfas1.m1.15783.m1	RAB10_HUMAN
OG0003922	gfas1.m1.5273.m1	TBX20_HUMAN
OG0003923	gfas1.m1.18418.m1	CCNA2_HUMAN
OG0003924	gfas1.m1.21100.m1, gfas1.m1.21380.m1	RNF17_HUMAN
OG0003926	gfas1.m1.21673.m1, gfas1.m1.18298.m1	AEGP_HUMAN
OG0003927	gfas1.m1.11385.m1, gfas1.m1.10924.m1	BEND3_HUMAN
OG0003928	gfas1.m1.9006.m1	SC5A3_HUMAN
OG0003929	gfas1.m1.17558.m1	RAX2_HUMAN, RX_HUMAN
OG0003930	gfas1.m1.15954.m1	PXDNL_HUMAN, PXDN_HUMAN
OG0003931	gfas1.m1.1646.m1	PPTC7_HUMAN
OG0003933	gfas1.m1.13378.m1	GCNT1_HUMAN, GCNT3_HUMAN
OG0003934	gfas1.m1.5762.m1	ENPL_HUMAN
OG0003935	gfas1.m1.2450.m1	LR74A_HUMAN
OG0003936	gfas1.m1.13360.m1	VP33A_HUMAN
OG0003938	gfas1.m1.12.m1	ARF6_HUMAN
OG0003939	gfas1.m1.17128.m1	PCGF1_HUMAN
OG0003940	gfas1.m1.16009.m1	PP4C_HUMAN
OG0003941	gfas1.m1.20863.m1	CDK1_HUMAN
OG0003943	gfas1.m1.14119.m1, gfas1.m1.821.m1	KCTD6_HUMAN
OG0003944	gfas1.m1.17784.m1	GIMA4_HUMAN, GIMA7_HUMAN
OG0003945	gfas1.m1.15700.m1	PSMD4_HUMAN
OG0003946	gfas1.m1.19230.m1	PRRT1_HUMAN
OG0003947	gfas1.m1.15637.m1	HIG2A_HUMAN, HIG2B_HUMAN
OG0003948	gfas1.m1.7441.m1	SMAD3_HUMAN, SMAD2_HUMAN
OG0003949	gfas1.m1.7889.m1, gfas1.m1.8904.m1	DHX40_HUMAN
OG0003950	gfas1.m1.20241.m1	DHX8_HUMAN
OG0003951	gfas1.m1.2151.m1	SBP1_HUMAN
OG0003952	gfas1.m1.3407.m1	ASB3_HUMAN
OG0003953	gfas1.m1.3705.m1	2A5D_HUMAN, 2A5G_HUMAN
OG0003954	gfas1.m1.8631.m1	E41L3_HUMAN, EPB41_HUMAN
OG0003955	gfas1.m1.23218.m1	NEK1_HUMAN
OG0003956	gfas1.m1.1710.m1	PCD16_HUMAN
OG0003957	gfas1.m1.11047.m1, gfas1.m1.22156.m1	SNED1_HUMAN
OG0003958	gfas1.m1.15465.m1	DAPK2_HUMAN
OG0003959	gfas1.m1.15293.m1	PRKX_HUMAN, PRKY_HUMAN
OG0003960	gfas1.m1.15952.m1, gfas1.m1.15951.m1	ANR66_HUMAN
OG0003961	gfas1.m1.16508.m1	STT3A_HUMAN
OG0003962	gfas1.m1.13285.m1	SIK3_HUMAN
OG0003963	gfas1.m1.3360.m1	RAB7L_HUMAN
OG0003964	gfas1.m1.22092.m1, gfas1.m1.18150.m1	COPT1_HUMAN
OG0003965	gfas1.m1.1774.m1	LHX9_HUMAN, LHX2_HUMAN
OG0003967	gfas1.m1.14519.m1	ACD11_HUMAN
OG0003968	gfas1.m1.6547.m1	ACD10_HUMAN
OG0003970	gfas1.m1.16674.m1	ODP2_HUMAN
OG0003971	gfas1.m1.9355.m1	NVL_HUMAN
OG0003972	gfas1.m1.9003.m1	ZCPW2_HUMAN
OG0003973	gfas1.m1.157.m1	CD11A_HUMAN, CD11B_HUMAN
OG0003974	gfas1.m1.7268.m1, gfas1.m1.13191.m1	AIRE_HUMAN
OG0003975	gfas1.m1.22851.m1, gfas1.m1.11110.m1	DECR2_HUMAN
OG0003977	gfas1.m1.14323.m1	IDHC_HUMAN
OG0003979	gfas1.m1.8846.m1	GLRX2_HUMAN
OG0003980	gfas1.m1.16599.m1	POLK_HUMAN
OG0003981	gfas1.m1.12233.m1, gfas1.m1.13869.m1	FIGL1_HUMAN
OG0003982	gfas1.m1.5336.m1	PEBP4_HUMAN
OG0003984	gfas1.m1.7949.m1	E2AK3_HUMAN
OG0003985	gfas1.m1.1959.m1	THOP1_HUMAN
OG0003986	gfas1.m1.10621.m1	XRN1_HUMAN
OG0003987	gfas1.m1.21953.m1	TDT_HUMAN, DPOLM_HUMAN
OG0003988	gfas1.m1.22885.m1	TARG1_HUMAN, TM233_HUMAN
OG0003989	gfas1.m1.17020.m1	DHB12_HUMAN
OG0003990	gfas1.m1.2109.m1	FAAH1_HUMAN
OG0003991	gfas1.m1.15061.m1	EBP_HUMAN
OG0003992	gfas1.m1.23297.m1	CMIP1_HUMAN
OG0003994	gfas1.m1.15314.m1	TXD15_HUMAN
OG0003995	gfas1.m1.13542.m1, gfas1.m1.21112.m1	IF172_HUMAN
OG0003996	gfas1.m1.6414.m1	MVD1_HUMAN
OG0003997	gfas1.m1.11394.m1, gfas1.m1.12680.m1	TPPC8_HUMAN
OG0003998	gfas1.m1.16310.m1	ESPL1_HUMAN
OG0003999	gfas1.m1.4262.m1, gfas1.m1.16360.m1	NEMF_HUMAN
OG0004000	gfas1.m1.8343.m1	EIF3J_HUMAN
OG0004001	gfas1.m1.2071.m1	DPH3B_HUMAN, DPH3_HUMAN
OG0004002	gfas1.m1.4889.m1	TMED7_HUMAN, TMED3_HUMAN
OG0004003	gfas1.m1.2545.m1, gfas1.m1.10689.m1	GRAP1_HUMAN
OG0004004	gfas1.m1.16669.m1	ZGPAT_HUMAN
OG0004005	gfas1.m1.14751.m1, gfas1.m1.14755.m1	CATB_HUMAN
OG0004006	gfas1.m1.20520.m1, gfas1.m1.17675.m1	HACD3_HUMAN
OG0004007	gfas1.m1.16575.m1	CRIP1_HUMAN
OG0004011	gfas1.m1.7913.m1	DEPD5_HUMAN
OG0004013	gfas1.m1.18669.m1	TDRKH_HUMAN
OG0004015	gfas1.m1.17144.m1, gfas1.m1.16480.m1	ATG10_HUMAN
OG0004016	gfas1.m1.20490.m1, gfas1.m1.9625.m1	RFC2_HUMAN
OG0004017	gfas1.m1.2554.m1, gfas1.m1.2544.m1	RN123_HUMAN
OG0004019	gfas1.m1.14653.m1	RENT1_HUMAN
OG0004020	gfas1.m1.921.m1	PCCA_HUMAN
OG0004021	gfas1.m1.7663.m1	CCS_HUMAN
OG0004022	gfas1.m1.15594.m1	MSL1_HUMAN
OG0004023	gfas1.m1.4024.m1	PPIL6_HUMAN
OG0004024	gfas1.m1.18626.m1	FBX41_HUMAN
OG0004027	gfas1.m1.6143.m1	ABCG2_HUMAN
OG0004028	gfas1.m1.7164.m1	BORC5_HUMAN
OG0004030	gfas1.m1.7729.m1, gfas1.m1.7733.m1	TM163_HUMAN
OG0004031	gfas1.m1.4157.m1	GCST_HUMAN
OG0004032	gfas1.m1.6688.m1	FBF1_HUMAN
OG0004036	gfas1.m1.1972.m1	KTU_HUMAN
OG0004037	gfas1.m1.9626.m1	SERA_HUMAN
OG0004038	gfas1.m1.7728.m1	NEB1_HUMAN, NEB2_HUMAN
OG0004041	gfas1.m1.6974.m1	ANR12_HUMAN, ANR11_HUMAN
OG0004042	gfas1.m1.6265.m1	PI3R4_HUMAN
OG0004043	gfas1.m1.8454.m1	HAUS2_HUMAN
OG0004045	gfas1.m1.19781.m1	STX18_HUMAN
OG0004047	gfas1.m1.21563.m1	RNT2_HUMAN
OG0004048	gfas1.m1.18804.m1	SETMR_HUMAN
OG0004049	gfas1.m1.7507.m1, gfas1.m1.21698.m1	CHCH2_HUMAN, CHCH9_HUMAN
OG0004050	gfas1.m1.20732.m1	COL11_HUMAN, COL10_HUMAN
OG0004051	gfas1.m1.5680.m1	GNTK_HUMAN
OG0004052	gfas1.m1.21465.m1, gfas1.m1.19334.m1	SHOT1_HUMAN
OG0004053	gfas1.m1.3195.m1, gfas1.m1.17956.m1	T170B_HUMAN
OG0004054	gfas1.m1.8828.m1	MED14_HUMAN
OG0004055	gfas1.m1.14389.m1, gfas1.m1.14390.m1	NOCT_HUMAN
OG0004057	gfas1.m1.17914.m1	CNTRL_HUMAN
OG0004060	gfas1.m1.8387.m1	PROP1_HUMAN
OG0004061	gfas1.m1.8102.m1	DCR1C_HUMAN
OG0004062	gfas1.m1.3681.m1	TDIF2_HUMAN
OG0004063	gfas1.m1.14317.m1	KIF17_HUMAN
OG0004065	gfas1.m1.473.m1	ISCA2_HUMAN
OG0004066	gfas1.m1.4375.m1	UBA1L_HUMAN, UBAP1_HUMAN
OG0004067	gfas1.m1.9059.m1	APCDL_HUMAN, APCD1_HUMAN
OG0004068	gfas1.m1.16369.m1	TAD2B_HUMAN
OG0004069	gfas1.m1.4163.m1	ING3_HUMAN
OG0004070	gfas1.m1.93.m1	S17A9_HUMAN
OG0004071	gfas1.m1.5411.m1	RNC_HUMAN
OG0004072	gfas1.m1.4167.m1	ALS2_HUMAN
OG0004073	gfas1.m1.9487.m1, gfas1.m1.22691.m1	SYMC_HUMAN
OG0004074	gfas1.m1.17778.m1	PELO_HUMAN
OG0004075	gfas1.m1.1353.m1	FAH2A_HUMAN, FAH2B_HUMAN
OG0004077	gfas1.m1.13553.m1	AACS_HUMAN
OG0004078	gfas1.m1.17339.m1	S60A2_HUMAN
OG0004079	gfas1.m1.3806.m1	BLT3A_HUMAN, BLT3B_HUMAN
OG0004080	gfas1.m1.14204.m1	ATOX1_HUMAN
OG0004081	gfas1.m1.3231.m1	S35F3_HUMAN, S35F4_HUMAN
OG0004082	gfas1.m1.12870.m1	TSAP1_HUMAN, CF052_HUMAN
OG0004083	gfas1.m1.18851.m1	PIEZ2_HUMAN, PIEZ1_HUMAN
OG0004084	gfas1.m1.6606.m1	RBBP9_HUMAN
OG0004085	gfas1.m1.7190.m1	PLB1_HUMAN
OG0004087	gfas1.m1.10012.m1, gfas1.m1.18551.m1	TXD11_HUMAN
OG0004088	gfas1.m1.13499.m1	PCX4_HUMAN
OG0004089	gfas1.m1.2099.m1, gfas1.m1.2098.m1	RO60_HUMAN
OG0004090	gfas1.m1.18550.m1	CBY1_HUMAN
OG0004092	gfas1.m1.731.m1	MOGT2_HUMAN
OG0004095	gfas1.m1.5099.m1	NPC2_HUMAN
OG0004096	gfas1.m1.7269.m1	CCNC_HUMAN
OG0004097	gfas1.m1.15289.m1	RYK_HUMAN
OG0004098	gfas1.m1.19782.m1, gfas1.m1.16915.m1	TOPB1_HUMAN
OG0004099	gfas1.m1.668.m1	LACC1_HUMAN
OG0004100	gfas1.m1.19597.m1	STPG4_HUMAN
OG0004101	gfas1.m1.1435.m1, gfas1.m1.9971.m1	BROX_HUMAN
OG0004102	gfas1.m1.9.m1	DCPS_HUMAN
OG0004103	gfas1.m1.3392.m1	CJ090_HUMAN
OG0004104	gfas1.m1.5471.m1	NMNA1_HUMAN
OG0004105	gfas1.m1.10222.m1, gfas1.m1.23093.m1	CH60_HUMAN
OG0004106	gfas1.m1.441.m1	ZN106_HUMAN
OG0004107	gfas1.m1.6502.m1	GNPTA_HUMAN
OG0004111	gfas1.m1.2528.m1	LRC40_HUMAN
OG0004112	gfas1.m1.16248.m1	FZD5_HUMAN, FZD8_HUMAN
OG0004114	gfas1.m1.17601.m1	ISY1_HUMAN
OG0004116	gfas1.m1.13541.m1	BUP1_HUMAN
OG0004118	gfas1.m1.18189.m1	TOE1_HUMAN
OG0004119	gfas1.m1.17735.m1	ZC3H3_HUMAN
OG0004120	gfas1.m1.15583.m1	PRRC1_HUMAN
OG0004122	gfas1.m1.18672.m1	RIFK_HUMAN
OG0004123	gfas1.m1.21192.m1, gfas1.m1.7682.m1	CK5P2_HUMAN
OG0004124	gfas1.m1.16040.m1	PIGA_HUMAN
OG0004127	gfas1.m1.4049.m1	WAPL_HUMAN
OG0004128	gfas1.m1.18592.m1	CRML_HUMAN
OG0004129	gfas1.m1.1069.m1	UFD1_HUMAN
OG0004130	gfas1.m1.16734.m1	FRPD3_HUMAN, FRPD4_HUMAN
OG0004131	gfas1.m1.5007.m1	TEX47_HUMAN
OG0004132	gfas1.m1.10575.m1, gfas1.m1.17819.m1	CASP_HUMAN
OG0004133	gfas1.m1.15198.m1	PTN1_HUMAN, PTN2_HUMAN
OG0004134	gfas1.m1.9297.m1	SDCB1_HUMAN
OG0004135	gfas1.m1.18677.m1, gfas1.m1.21550.m1	TF3C1_HUMAN
OG0004136	gfas1.m1.21216.m1	AP2M1_HUMAN
OG0004137	gfas1.m1.2297.m1, gfas1.m1.2296.m1	KIF15_HUMAN
OG0004138	gfas1.m1.1697.m1	SMRCD_HUMAN
OG0004140	gfas1.m1.4026.m1	FANCG_HUMAN
OG0004141	gfas1.m1.13903.m1	FBX7_HUMAN
OG0004142	gfas1.m1.8835.m1	DHE4_HUMAN, DHE3_HUMAN
OG0004143	gfas1.m1.7725.m1	ENO4_HUMAN
OG0004144	gfas1.m1.6573.m1	REX1B_HUMAN
OG0004145	gfas1.m1.8247.m1	MLX_HUMAN
OG0004146	gfas1.m1.10394.m1	F10C1_HUMAN
OG0004148	gfas1.m1.18219.m1	TBCD_HUMAN
OG0004150	gfas1.m1.360.m1	BIEA_HUMAN
OG0004154	gfas1.m1.6233.m1	SMHD1_HUMAN
OG0004155	gfas1.m1.1862.m1	GDPD1_HUMAN
OG0004156	gfas1.m1.13861.m1	HACL2_HUMAN
OG0004158	gfas1.m1.2791.m1	DPOG1_HUMAN
OG0004159	gfas1.m1.5841.m1	CHK1_HUMAN
OG0004160	gfas1.m1.6816.m1	ASPC1_HUMAN
OG0004161	gfas1.m1.1560.m1	BBS4_HUMAN
OG0004162	gfas1.m1.14249.m1	RHG20_HUMAN
OG0004163	gfas1.m1.5469.m1	VMAT2_HUMAN, VMAT1_HUMAN
OG0004166	gfas1.m1.19177.m1	CG025_HUMAN
OG0004167	gfas1.m1.18756.m1	DLDH_HUMAN
OG0004169	gfas1.m1.5119.m1	U2AF2_HUMAN
OG0004170	gfas1.m1.3073.m1	OGDHL_HUMAN, ODO1_HUMAN
OG0004171	gfas1.m1.4961.m1	NUBP1_HUMAN
OG0004172	gfas1.m1.10984.m1	BACHL_HUMAN, BACH_HUMAN
OG0004173	gfas1.m1.1853.m1	PPIL2_HUMAN
OG0004174	gfas1.m1.14702.m1	NOTUM_HUMAN
OG0004175	gfas1.m1.3972.m1	KLDC3_HUMAN
OG0004176	gfas1.m1.13473.m1	LPP60_HUMAN
OG0004177	gfas1.m1.4127.m1	DHTK1_HUMAN
OG0004178	gfas1.m1.1056.m1, gfas1.m1.22882.m1, gfas1.m1.1058.m1	DDX60_HUMAN, DDX6L_HUMAN
OG0004179	gfas1.m1.11847.m1	BARD1_HUMAN
OG0004180	gfas1.m1.6049.m1, gfas1.m1.4198.m1	HESX1_HUMAN
OG0004181	gfas1.m1.6697.m1	TMM62_HUMAN
OG0004182	gfas1.m1.9890.m1	GEMI5_HUMAN
OG0004184	gfas1.m1.19033.m1	NUP54_HUMAN
OG0004185	gfas1.m1.14669.m1	AG10A_HUMAN, AG10B_HUMAN
OG0004186	gfas1.m1.9096.m1	SPAS1_HUMAN
OG0004187	gfas1.m1.18900.m1	CC28A_HUMAN, CC28B_HUMAN
OG0004188	gfas1.m1.444.m1	PHF10_HUMAN
OG0004189	gfas1.m1.15173.m1	TAF1A_HUMAN
OG0004190	gfas1.m1.9524.m1	NT5D2_HUMAN, NT5D3_HUMAN
OG0004191	gfas1.m1.5683.m1	E41LA_HUMAN
OG0004192	gfas1.m1.5032.m1	ATRX_HUMAN
OG0004193	gfas1.m1.18109.m1	MSRB2_HUMAN
OG0004194	gfas1.m1.5596.m1	PXYP1_HUMAN
OG0004195	gfas1.m1.18991.m1, gfas1.m1.9759.m1	LRMDA_HUMAN
OG0004196	gfas1.m1.15083.m1	ERCC5_HUMAN
OG0004197	gfas1.m1.17581.m1, gfas1.m1.17579.m1	GATM_HUMAN
OG0004198	gfas1.m1.3693.m1	GLSL_HUMAN, GLSK_HUMAN
OG0004199	gfas1.m1.18527.m1, gfas1.m1.15999.m1	RXLT1_HUMAN
OG0004200	gfas1.m1.7347.m1	FACE2_HUMAN
OG0004201	gfas1.m1.22366.m1	COMD4_HUMAN
OG0004202	gfas1.m1.6000.m1	APAF_HUMAN
OG0004203	gfas1.m1.14415.m1	CNST_HUMAN
OG0004204	gfas1.m1.12758.m1, gfas1.m1.3313.m1	HMMR_HUMAN
OG0004205	gfas1.m1.7465.m1	DPOD3_HUMAN
OG0004206	gfas1.m1.16507.m1	ELOA2_HUMAN, ELOA1_HUMAN
OG0004207	gfas1.m1.9754.m1	UBP30_HUMAN
OG0004209	gfas1.m1.5458.m1	XPO4_HUMAN
OG0004211	gfas1.m1.5476.m1	PRC1_HUMAN
OG0004213	gfas1.m1.6443.m1	ISM2_HUMAN, ISM1_HUMAN
OG0004214	gfas1.m1.20991.m1	GSHB_HUMAN
OG0004215	gfas1.m1.16298.m1	NDUS2_HUMAN
OG0004216	gfas1.m1.4315.m1, gfas1.m1.188.m1	PDE9A_HUMAN
OG0004217	gfas1.m1.13452.m1	PININ_HUMAN
OG0004218	gfas1.m1.2712.m1	OSGI2_HUMAN, OSGI1_HUMAN
OG0004220	gfas1.m1.6806.m1	PAAT_HUMAN, YJ016_HUMAN
OG0004221	gfas1.m1.14603.m1	SPSY_HUMAN
OG0004222	gfas1.m1.2705.m1	TDR12_HUMAN
OG0004223	gfas1.m1.10754.m1	ZDHC6_HUMAN
OG0004224	gfas1.m1.6946.m1, gfas1.m1.14086.m1	PPA6_HUMAN
OG0004225	gfas1.m1.23395.m1	TERT_HUMAN
OG0004227	gfas1.m1.19291.m1	RRP36_HUMAN
