Orthogroup	Nvec	Pdam
OG0000075	NV2t001572001.1, NV2t004766001.1, NV2t024345001.1	pdam_00013630-RA
OG0000075	NV2t001251001.1	pdam_00012286-RA, pdam_00025029-RA, pdam_00024786-RA, pdam_00022420-RA, pdam_00019393-RA, pdam_00019391-RA, pdam_00019394-RA, pdam_00019392-RA, pdam_00023742-RA, pdam_00008493-RA, pdam_00024331-RA, pdam_00025866-RA, pdam_00024265-RA, pdam_00024264-RA, pdam_00024276-RA, pdam_00023741-RA, pdam_00024785-RA, pdam_00006944-RA, pdam_00019915-RA, pdam_00000485-RA, pdam_00013256-RA, pdam_00000486-RA, pdam_00022675-RA, pdam_00024322-RA, pdam_00022678-RA, pdam_00024321-RA, pdam_00022893-RA, pdam_00024277-RA, pdam_00016849-RA, pdam_00016848-RA, pdam_00019913-RA, pdam_00025032-RA, pdam_00013257-RA, pdam_00025663-RA, pdam_00025660-RA, pdam_00001620-RA, pdam_00024420-RA, pdam_00025031-RA, pdam_00001619-RA, pdam_00012285-RA, pdam_00024787-RA, pdam_00024332-RA, pdam_00024789-RA, pdam_00000487-RA
OG0000076	NV2t000773005.1, NV2t000773003.1, NV2t000773004.1, NV2t000773006.1, NV2t000773002.1, NV2t000773001.1	pdam_00022339-RA
OG0000078	NV2t002297001.1	pdam_00001402-RA
OG0000078	NV2t014365001.1	pdam_00022705-RA
OG0000078	NV2t015512001.1, NV2t016355001.1, NV2t016359001.1	pdam_00010735-RA, pdam_00010737-RA
OG0000078	NV2t022187001.1	pdam_00000641-RA, pdam_00000643-RA, pdam_00000644-RA
OG0000078	NV2t021351003.1, NV2t021351001.1, NV2t021351002.1, NV2t021351004.1	pdam_00006318-RA
OG0000078	NV2t008361001.1	pdam_00019233-RA, pdam_00019232-RA, pdam_00019230-RA, pdam_00019229-RA
OG0000078	NV2t017306001.1	pdam_00000363-RA, pdam_00000364-RA
OG0000078	NV2t022510001.1	pdam_00003447-RA, pdam_00014968-RA, pdam_00006319-RA, pdam_00017879-RA, pdam_00000978-RA
OG0000079	NV2t021325001.1	pdam_00025484-RA
OG0000079	NV2t003335001.1, NV2t015630001.1	pdam_00024449-RA, pdam_00025903-RA, pdam_00025387-RA, pdam_00009004-RA, pdam_00024157-RA, pdam_00025388-RA, pdam_00016650-RA, pdam_00025401-RA, pdam_00004226-RA, pdam_00023522-RA, pdam_00020544-RA, pdam_00012150-RA, pdam_00024448-RA, pdam_00001398-RA, pdam_00025400-RA, pdam_00013725-RA, pdam_00004225-RA, pdam_00002951-RA, pdam_00014796-RA, pdam_00024363-RA, pdam_00019633-RA, pdam_00024364-RA, pdam_00013970-RA, pdam_00002954-RA, pdam_00025328-RA, pdam_00006075-RA, pdam_00008797-RA, pdam_00021125-RA, pdam_00024093-RA, pdam_00013481-RA, pdam_00025193-RA, pdam_00024713-RA, pdam_00016957-RA, pdam_00025005-RA, pdam_00012151-RA, pdam_00013480-RA, pdam_00018005-RA, pdam_00025194-RA, pdam_00008796-RA, pdam_00006076-RA, pdam_00015353-RA, pdam_00024450-RA
OG0000080	NV2t013919001.1	pdam_00007779-RA
OG0000080	NV2t024746001.1	pdam_00018706-RA
OG0000080	NV2t014005001.1	pdam_00014807-RA, pdam_00010888-RA
OG0000080	NV2t004066003.1	pdam_00021209-RA
OG0000080	NV2t018541001.1	pdam_00011447-RA, pdam_00007538-RA, pdam_00010388-RA, pdam_00011446-RA, pdam_00006397-RA, pdam_00023099-RA, pdam_00011012-RA, pdam_00015837-RA
OG0000081	NV2t015019001.1	pdam_00023766-RA
OG0000081	NV2t001324001.1	pdam_00024698-RA, pdam_00017832-RA, pdam_00017829-RA, pdam_00018084-RA, pdam_00018742-RA, pdam_00025523-RA, pdam_00010414-RA, pdam_00025583-RA, pdam_00025687-RA, pdam_00023384-RA, pdam_00025852-RA, pdam_00010415-RA, pdam_00025524-RA, pdam_00023127-RA, pdam_00024725-RA, pdam_00023848-RA, pdam_00023186-RA, pdam_00018744-RA, pdam_00022936-RA, pdam_00020687-RA, pdam_00021913-RA, pdam_00025450-RA, pdam_00026008-RA, pdam_00017831-RA, pdam_00024055-RA, pdam_00022627-RA, pdam_00012468-RA, pdam_00012467-RA, pdam_00024056-RA, pdam_00016588-RA, pdam_00022935-RA, pdam_00024057-RA, pdam_00016589-RA, pdam_00020691-RA, pdam_00024726-RA, pdam_00003135-RA
OG0000081	NV2t021181001.1	pdam_00023767-RA, pdam_00021946-RA, pdam_00022206-RA, pdam_00023765-RA
OG0000082	NV2t013630001.1	pdam_00017946-RA, pdam_00011234-RA
OG0000082	NV2t014862001.1, NV2t014862002.1, NV2t014862003.1	pdam_00010536-RA
OG0000082	NV2t014862004.1	pdam_00016944-RA
OG0000082	NV2t013964001.1	pdam_00008578-RA, pdam_00001722-RA
OG0000082	NV2t014330001.1	pdam_00011239-RA
OG0000082	NV2t013137001.1	pdam_00001919-RA, pdam_00022363-RA, pdam_00011988-RA, pdam_00008572-RA
OG0000082	NV2t010261001.1	pdam_00010535-RA, pdam_00002357-RA, pdam_00002359-RA, pdam_00002360-RA
OG0000082	NV2t017651002.1, NV2t024582001.1	pdam_00005565-RA, pdam_00005567-RA
OG0000082	NV2t017852002.1, NV2t017852001.1, NV2t017852003.1, NV2t017852004.1	pdam_00016943-RA, pdam_00001167-RA
OG0000083	NV2t014247002.1	pdam_00015571-RA, pdam_00023126-RA, pdam_00022991-RA
OG0000083	NV2t022975001.1, NV2t020531001.1	pdam_00000420-RA, pdam_00018001-RA, pdam_00024602-RA, pdam_00018000-RA, pdam_00011724-RA
OG0000083	NV2t012201001.1, NV2t005298001.1, NV2t022745001.1, NV2t014971001.1, NV2t014968001.1	pdam_00016718-RA
OG0000084	NV2t020152001.1	pdam_00005971-RA, pdam_00025621-RA, pdam_00023187-RA, pdam_00011510-RA, pdam_00011384-RA, pdam_00016299-RA, pdam_00002484-RA, pdam_00002496-RA, pdam_00011374-RA, pdam_00011373-RA, pdam_00007783-RA, pdam_00015771-RA, pdam_00002497-RA, pdam_00003376-RA, pdam_00015281-RA, pdam_00002528-RA
OG0000084	NV2t012878036.1, NV2t012878037.1, NV2t012878035.1, NV2t012878034.1, NV2t012878005.1, NV2t012878004.1, NV2t012878009.1, NV2t012878003.1, NV2t012878001.1, NV2t012878002.1, NV2t012878008.1, NV2t012878006.1, NV2t012878007.1, NV2t012878020.1, NV2t012878025.1, NV2t012878021.1, NV2t012878027.1, NV2t012878022.1, NV2t012878023.1, NV2t012878026.1, NV2t012878029.1, NV2t012878028.1, NV2t012878019.1, NV2t012878024.1	pdam_00000389-RA, pdam_00014791-RA, pdam_00008668-RA
OG0000085	NV2t022460001.1	pdam_00001206-RA
OG0000085	NV2t011913001.1, NV2t011917001.1	pdam_00005562-RA
OG0000085	NV2t012693001.1, NV2t012693002.1, NV2t012693003.1	pdam_00005560-RA
OG0000085	NV2t009708001.1	pdam_00001924-RA
OG0000085	NV2t009790001.1	pdam_00001925-RA, pdam_00001926-RA
OG0000085	NV2t018183001.1, NV2t018183002.1, NV2t018183003.1, NV2t018183004.1, NV2t018183005.1	pdam_00012378-RA
OG0000085	NV2t018182001.1, NV2t018182002.1, NV2t018182003.1	pdam_00012376-RA, pdam_00012377-RA
OG0000085	NV2t003533001.1	pdam_00009708-RA
OG0000085	NV2t003220001.1	pdam_00009707-RA
OG0000085	NV2t024331001.1	pdam_00010130-RA
OG0000085	NV2t003907001.1	pdam_00007463-RA
OG0000086	NV2t010336001.1	pdam_00011475-RA
OG0000087	NV2t011401001.1	pdam_00004911-RA
OG0000087	NV2t004820001.1, NV2t001535001.1	pdam_00020316-RA, pdam_00020317-RA
OG0000087	NV2t023721001.1	pdam_00007047-RA, pdam_00015359-RA, pdam_00022344-RA, pdam_00015355-RA, pdam_00015357-RA, pdam_00025473-RA
OG0000087	NV2t008151001.1, NV2t008151002.1	pdam_00009725-RA, pdam_00009723-RA, pdam_00009722-RA, pdam_00009724-RA, pdam_00015486-RA, pdam_00015366-RA, pdam_00009972-RA, pdam_00022268-RA
OG0000087	NV2t005693001.1	pdam_00019691-RA
OG0000088	NV2t002191001.1	pdam_00025951-RA, pdam_00023004-RA, pdam_00025518-RA
OG0000088	NV2t008082001.1	pdam_00012228-RA, pdam_00015142-RA, pdam_00017258-RA, pdam_00017052-RA, pdam_00017057-RA, pdam_00018655-RA, pdam_00004644-RA, pdam_00024413-RA, pdam_00022100-RA, pdam_00011412-RA, pdam_00024414-RA, pdam_00022969-RA, pdam_00006384-RA, pdam_00021947-RA, pdam_00025161-RA
OG0000088	NV2t002134001.1, NV2t009946001.1, NV2t015331001.1, NV2t005929001.1, NV2t005009001.1	pdam_00014580-RA, pdam_00025444-RA, pdam_00025148-RA, pdam_00024605-RA, pdam_00014516-RA, pdam_00025952-RA, pdam_00022684-RA, pdam_00019351-RA, pdam_00017054-RA, pdam_00017053-RA, pdam_00023971-RA, pdam_00012085-RA, pdam_00024417-RA, pdam_00024416-RA, pdam_00025203-RA, pdam_00017259-RA, pdam_00017056-RA, pdam_00022649-RA
OG0000089	NV2t002378001.1	pdam_00008198-RA, pdam_00025057-RA, pdam_00008195-RA, pdam_00006572-RA, pdam_00008197-RA, pdam_00008199-RA, pdam_00008200-RA, pdam_00023926-RA, pdam_00017131-RA, pdam_00017129-RA, pdam_00005720-RA
OG0000089	NV2t002527002.1, NV2t002527001.1, NV2t002527004.1, NV2t002527003.1, NV2t024653001.1, NV2t024655001.1	pdam_00018123-RA, pdam_00018125-RA
OG0000089	NV2t019904001.1	pdam_00001819-RA, pdam_00008204-RA, pdam_00008205-RA, pdam_00008207-RA, pdam_00008208-RA
OG0000089	NV2t019150001.1	pdam_00000601-RA, pdam_00008556-RA, pdam_00016325-RA, pdam_00005023-RA, pdam_00025147-RA, pdam_00016006-RA, pdam_00012142-RA
OG0000090	NV2t021894001.1	pdam_00020459-RA
OG0000090	NV2t008108001.1, NV2t008108002.1	pdam_00006498-RA, pdam_00010809-RA, pdam_00012233-RA, pdam_00022734-RA, pdam_00007060-RA, pdam_00017709-RA, pdam_00008120-RA, pdam_00017694-RA
OG0000092	NV2t011589001.1, NV2t011589002.1, NV2t011589003.1, NV2t004709001.1, NV2t015485001.1	pdam_00025316-RA, pdam_00025315-RA, pdam_00001821-RA, pdam_00001822-RA, pdam_00000661-RA, pdam_00011932-RA
OG0000093	NV2t012303001.1	pdam_00013321-RA, pdam_00016877-RA, pdam_00011592-RA, pdam_00021509-RA, pdam_00021570-RA
OG0000093	NV2t001520001.1	pdam_00006799-RA, pdam_00014645-RA, pdam_00019118-RA, pdam_00021075-RA, pdam_00019091-RA, pdam_00007392-RA, pdam_00002443-RA, pdam_00018420-RA, pdam_00024738-RA, pdam_00022573-RA, pdam_00001085-RA, pdam_00007393-RA, pdam_00018739-RA, pdam_00011961-RA, pdam_00022483-RA, pdam_00016859-RA, pdam_00016865-RA, pdam_00021337-RA, pdam_00002693-RA, pdam_00025573-RA, pdam_00025179-RA, pdam_00017486-RA, pdam_00017801-RA, pdam_00021129-RA, pdam_00011559-RA, pdam_00021128-RA, pdam_00011557-RA, pdam_00016326-RA, pdam_00021418-RA, pdam_00015100-RA, pdam_00011962-RA, pdam_00016864-RA, pdam_00021419-RA, pdam_00021417-RA
OG0000094	NV2t014645001.1, NV2t014645002.1	pdam_00012167-RA
OG0000094	NV2t004108001.1	pdam_00002553-RA
OG0000094	NV2t022449001.1	pdam_00007136-RA
OG0000094	NV2t013525001.1, NV2t014964001.1, NV2t011693001.1	pdam_00004463-RA
OG0000094	NV2t009020001.1	pdam_00002014-RA
OG0000094	NV2t017562001.1, NV2t017567001.1, NV2t017570001.1	pdam_00005294-RA, pdam_00005295-RA, pdam_00005629-RA, pdam_00005630-RA
OG0000094	NV2t016977001.1	pdam_00000397-RA, pdam_00000398-RA
OG0000094	NV2t001667001.1, NV2t001669001.1	pdam_00009355-RA
OG0000095	NV2t016901001.1	pdam_00013279-RA, pdam_00013278-RA
OG0000095	NV2t016902001.1, NV2t016903001.1	pdam_00013282-RA
OG0000095	NV2t006566001.1, NV2t006567001.1	pdam_00013349-RA, pdam_00019548-RA, pdam_00013342-RA, pdam_00013352-RA, pdam_00013351-RA
OG0000095	NV2t013953001.1	pdam_00016542-RA
OG0000095	NV2t004129001.1	pdam_00019749-RA, pdam_00015290-RA
OG0000095	NV2t014687001.1, NV2t014581001.1, NV2t014581002.1	pdam_00021608-RA
OG0000097	NV2t009464001.1	pdam_00006005-RA
OG0000097	NV2t015323001.1, NV2t018999001.1, NV2t006235001.1, NV2t025787001.1, NV2t019926001.1, NV2t025843001.1, NV2t025912001.1	pdam_00006074-RA, pdam_00024195-RA, pdam_00019629-RA, pdam_00023898-RA, pdam_00012173-RA, pdam_00009802-RA, pdam_00012176-RA, pdam_00023895-RA, pdam_00010441-RA, pdam_00009801-RA, pdam_00022417-RA, pdam_00019422-RA, pdam_00019630-RA, pdam_00023951-RA, pdam_00012175-RA, pdam_00019104-RA, pdam_00017534-RA, pdam_00023841-RA, pdam_00023843-RA, pdam_00021303-RA, pdam_00020278-RA, pdam_00025812-RA, pdam_00017823-RA, pdam_00003657-RA, pdam_00024118-RA, pdam_00010440-RA, pdam_00025776-RA, pdam_00022773-RA, pdam_00015322-RA, pdam_00023844-RA, pdam_00022922-RA
OG0000098	NV2t025385001.1, NV2t025385002.1	pdam_00007600-RA
OG0000099	NV2t014755001.1, NV2t014756001.1, NV2t000522001.1, NV2t000523001.1, NV2t002692001.1, NV2t002694001.1, NV2t005227001.1	pdam_00014438-RA, pdam_00005821-RA, pdam_00005817-RA
OG0000099	NV2t020068001.1, NV2t020068002.1	pdam_00014404-RA, pdam_00014403-RA, pdam_00018202-RA, pdam_00014798-RA, pdam_00001412-RA, pdam_00001414-RA, pdam_00014794-RA, pdam_00018208-RA, pdam_00014795-RA, pdam_00014797-RA, pdam_00011048-RA, pdam_00018207-RA
OG0000101	NV2t008167001.1	pdam_00001529-RA, pdam_00003968-RA
OG0000101	NV2t020442001.1, NV2t020450001.1, NV2t020450002.1	pdam_00009924-RA, pdam_00009931-RA, pdam_00021635-RA, pdam_00016012-RA, pdam_00016014-RA, pdam_00015944-RA, pdam_00015941-RA, pdam_00022183-RA, pdam_00022185-RA, pdam_00015936-RA, pdam_00015943-RA, pdam_00015940-RA, pdam_00016007-RA
OG0000101	NV2t015470001.1, NV2t015478001.1, NV2t015481001.1	pdam_00005407-RA, pdam_00010502-RA, pdam_00018984-RA, pdam_00018985-RA, pdam_00016011-RA, pdam_00021634-RA, pdam_00020548-RA, pdam_00021637-RA
OG0000102	NV2t008110002.1, NV2t021893002.1	pdam_00011940-RA, pdam_00022736-RA, pdam_00022735-RA, pdam_00007059-RA
OG0000102	NV2t003357001.1	pdam_00002503-RA
OG0000103	NV2t008349001.1	pdam_00017915-RA, pdam_00014418-RA, pdam_00014421-RA, pdam_00014422-RA, pdam_00014419-RA, pdam_00020348-RA, pdam_00020349-RA, pdam_00023076-RA, pdam_00002562-RA, pdam_00005928-RA, pdam_00023318-RA, pdam_00014685-RA, pdam_00016495-RA, pdam_00014763-RA, pdam_00022628-RA, pdam_00008979-RA, pdam_00006333-RA, pdam_00008603-RA, pdam_00002454-RA, pdam_00003593-RA, pdam_00023800-RA, pdam_00020179-RA, pdam_00006014-RA, pdam_00020709-RA, pdam_00006924-RA, pdam_00020514-RA, pdam_00020509-RA, pdam_00020515-RA, pdam_00024763-RA, pdam_00006012-RA, pdam_00023801-RA, pdam_00007098-RA, pdam_00008980-RA, pdam_00008978-RA, pdam_00020882-RA
OG0000104	NV2t018284001.1, NV2t018284002.1	pdam_00011753-RA
OG0000104	NV2t017768001.1	pdam_00008584-RA
OG0000104	NV2t004330001.1	pdam_00002516-RA
OG0000104	NV2t017765005.1	pdam_00012069-RA
OG0000104	NV2t020582001.1, NV2t020585001.1	pdam_00013826-RA
OG0000104	NV2t014379001.1, NV2t006568001.1	pdam_00003364-RA, pdam_00013076-RA, pdam_00019465-RA
OG0000104	NV2t013817001.1	pdam_00017428-RA
OG0000104	NV2t005938001.1	pdam_00019311-RA, pdam_00019312-RA, pdam_00019310-RA
OG0000105	NV2t004670001.1, NV2t004670004.1, NV2t004670002.1, NV2t004670003.1	pdam_00015299-RA, pdam_00017626-RA, pdam_00017628-RA, pdam_00012220-RA, pdam_00022726-RA, pdam_00015298-RA, pdam_00009162-RA
OG0000105	NV2t011989001.1, NV2t011989002.1	pdam_00015300-RA, pdam_00013521-RA, pdam_00013529-RA, pdam_00013524-RA, pdam_00013528-RA, pdam_00013526-RA, pdam_00013527-RA, pdam_00013522-RA, pdam_00013523-RA, pdam_00013531-RA, pdam_00013532-RA, pdam_00013530-RA
OG0000106	NV2t013026001.1, NV2t013031001.1	pdam_00022999-RA
OG0000106	NV2t009180001.1	pdam_00014876-RA
OG0000106	NV2t019115001.1	pdam_00022683-RA, pdam_00010337-RA, pdam_00024935-RA
OG0000107	NV2t003157001.1	pdam_00006678-RA
OG0000107	NV2t002399001.1	pdam_00007466-RA, pdam_00013079-RA, pdam_00019416-RA, pdam_00016398-RA, pdam_00023673-RA, pdam_00022610-RA, pdam_00025861-RA, pdam_00025282-RA, pdam_00025479-RA, pdam_00021520-RA, pdam_00021518-RA, pdam_00016395-RA, pdam_00022608-RA, pdam_00021154-RA, pdam_00025954-RA, pdam_00022609-RA, pdam_00023674-RA, pdam_00021438-RA, pdam_00021981-RA, pdam_00021980-RA, pdam_00024347-RA, pdam_00024348-RA, pdam_00024350-RA, pdam_00024349-RA, pdam_00022783-RA, pdam_00022782-RA, pdam_00024718-RA, pdam_00024039-RA, pdam_00023370-RA, pdam_00024042-RA, pdam_00023369-RA, pdam_00021982-RA, pdam_00021545-RA, pdam_00021985-RA, pdam_00023367-RA
OG0000108	NV2t023401003.1, NV2t023401001.1, NV2t023401002.1	pdam_00004748-RA
OG0000108	NV2t023900001.1	pdam_00004750-RA, pdam_00004749-RA, pdam_00004751-RA, pdam_00004752-RA
OG0000108	NV2t013574001.1	pdam_00011390-RA, pdam_00017965-RA
OG0000108	NV2t021838002.1, NV2t021840002.1, NV2t021838001.1, NV2t021838003.1, NV2t021840001.1, NV2t021840003.1	pdam_00004753-RA, pdam_00008005-RA, pdam_00008006-RA
OG0000108	NV2t015710001.1	pdam_00000337-RA
OG0000108	NV2t023104001.1	pdam_00004755-RA, pdam_00001126-RA, pdam_00001128-RA
OG0000109	NV2t012495002.1, NV2t012495001.1, NV2t012495003.1	pdam_00021471-RA
OG0000109	NV2t000183001.1, NV2t000185001.1	pdam_00025312-RA, pdam_00021472-RA, pdam_00023470-RA, pdam_00023472-RA
OG0000109	NV2t024867001.1, NV2t025466001.1	pdam_00011433-RA
OG0000109	NV2t019426001.1, NV2t019426002.1	pdam_00013646-RA, pdam_00013645-RA, pdam_00013644-RA, pdam_00013647-RA, pdam_00020767-RA, pdam_00025701-RA
OG0000110	NV2t005993001.1	pdam_00011095-RA, pdam_00002467-RA, pdam_00011104-RA, pdam_00002644-RA, pdam_00001725-RA, pdam_00001724-RA, pdam_00011103-RA, pdam_00011102-RA, pdam_00011089-RA, pdam_00011105-RA, pdam_00011096-RA, pdam_00002633-RA, pdam_00002647-RA, pdam_00001755-RA, pdam_00008680-RA, pdam_00023994-RA, pdam_00013704-RA, pdam_00002642-RA, pdam_00000779-RA, pdam_00010340-RA, pdam_00013624-RA, pdam_00017610-RA, pdam_00010341-RA, pdam_00002581-RA, pdam_00002641-RA, pdam_00002639-RA, pdam_00002631-RA, pdam_00002643-RA, pdam_00002638-RA, pdam_00002637-RA, pdam_00002632-RA, pdam_00002640-RA, pdam_00002646-RA
OG0000112	NV2t009591001.1, NV2t005756001.1, NV2t010238001.1, NV2t007621001.1, NV2t015342001.1, NV2t009326001.1, NV2t006750002.1, NV2t008191001.1, NV2t013129001.1, NV2t017934001.1, NV2t025783001.1, NV2t009326002.1, NV2t009658004.1, NV2t005597001.1, NV2t009658001.1, NV2t009658003.1, NV2t025783002.1, NV2t015181001.1, NV2t024283001.1, NV2t013236001.1, NV2t018243001.1, NV2t006750001.1, NV2t025783003.1, NV2t003541001.1, NV2t009658002.1, NV2t005597002.1, NV2t009326003.1, NV2t018686001.1, NV2t015172001.1, NV2t015172002.1, NV2t021765001.1, NV2t014098001.1	pdam_00025432-RA, pdam_00009805-RA, pdam_00025942-RA, pdam_00019873-RA, pdam_00011721-RA
OG0000113	NV2t008024002.1, NV2t008024003.1, NV2t008024008.1, NV2t008024012.1, NV2t008024010.1, NV2t008024014.1, NV2t008024015.1, NV2t008024011.1, NV2t008024013.1, NV2t008024016.1, NV2t008024006.1, NV2t008024004.1, NV2t008024007.1, NV2t008024009.1, NV2t008024001.1, NV2t008024005.1	pdam_00004233-RA
OG0000114	NV2t019146001.1, NV2t019146002.1	pdam_00003559-RA
OG0000114	NV2t014297001.1	pdam_00011908-RA, pdam_00011909-RA, pdam_00011907-RA, pdam_00016087-RA, pdam_00011906-RA
OG0000114	NV2t010833001.1, NV2t010833003.1, NV2t010833002.1, NV2t019316002.1, NV2t019316003.1, NV2t001647001.1, NV2t003581001.1, NV2t003582001.1, NV2t008027001.1, NV2t008027002.1	pdam_00016090-RA, pdam_00016089-RA
OG0000114	NV2t008375001.1, NV2t008375002.1	pdam_00002537-RA, pdam_00016088-RA
OG0000115	NV2t023476001.1, NV2t024279001.1, NV2t024279002.1, NV2t023973001.1, NV2t023974001.1, NV2t023975001.1	pdam_00000882-RA, pdam_00000878-RA, pdam_00000879-RA, pdam_00000877-RA, pdam_00000881-RA
OG0000115	NV2t024015001.1, NV2t024016001.1, NV2t024017001.1, NV2t023078001.1, NV2t023067001.1, NV2t023067002.1, NV2t023067003.1	pdam_00000883-RA, pdam_00000884-RA, pdam_00000885-RA
OG0000115	NV2t023157001.1, NV2t023158001.1, NV2t024289001.1, NV2t022928001.1, NV2t023477001.1	pdam_00000230-RA
OG0000116	NV2t001890001.1	pdam_00025981-RA
OG0000116	NV2t000201001.1	pdam_00025597-RA, pdam_00005480-RA, pdam_00024642-RA
OG0000116	NV2t011769001.1, NV2t021376001.1, NV2t016988001.1	pdam_00020847-RA, pdam_00023136-RA, pdam_00007064-RA, pdam_00015644-RA, pdam_00024194-RA, pdam_00015889-RA, pdam_00021747-RA, pdam_00014460-RA, pdam_00025447-RA, pdam_00020846-RA, pdam_00017516-RA, pdam_00019045-RA, pdam_00017514-RA, pdam_00019046-RA, pdam_00015645-RA
OG0000117	NV2t024329001.1, NV2t024329002.1	pdam_00008490-RA, pdam_00024885-RA, pdam_00024483-RA, pdam_00021802-RA, pdam_00013573-RA, pdam_00024375-RA, pdam_00019878-RA, pdam_00010444-RA, pdam_00024104-RA, pdam_00025909-RA, pdam_00019270-RA, pdam_00021801-RA, pdam_00010445-RA, pdam_00019269-RA, pdam_00025425-RA, pdam_00024096-RA, pdam_00024095-RA, pdam_00025587-RA, pdam_00007643-RA, pdam_00024513-RA, pdam_00004224-RA, pdam_00024160-RA, pdam_00010008-RA, pdam_00024421-RA, pdam_00010447-RA, pdam_00022975-RA, pdam_00025586-RA, pdam_00023328-RA, pdam_00022976-RA, pdam_00007644-RA, pdam_00021800-RA, pdam_00024514-RA, pdam_00023761-RA, pdam_00025588-RA
OG0000120	NV2t017872001.1	pdam_00019438-RA
OG0000120	NV2t021307001.1, NV2t021320001.1, NV2t021375001.1	pdam_00006578-RA
OG0000120	NV2t012859001.1, NV2t012859002.1	pdam_00021765-RA, pdam_00017503-RA, pdam_00008662-RA
OG0000121	NV2t011665001.1	pdam_00005787-RA
OG0000121	NV2t012363001.1	pdam_00008186-RA
OG0000121	NV2t007674001.1, NV2t019393001.1	pdam_00008376-RA, pdam_00006657-RA, pdam_00011970-RA, pdam_00005461-RA, pdam_00011762-RA, pdam_00025757-RA, pdam_00003896-RA, pdam_00005681-RA, pdam_00022248-RA, pdam_00006217-RA, pdam_00018492-RA, pdam_00018490-RA, pdam_00018491-RA, pdam_00018496-RA, pdam_00018493-RA, pdam_00009360-RA, pdam_00022247-RA, pdam_00020640-RA, pdam_00005094-RA, pdam_00009633-RA, pdam_00003087-RA, pdam_00005096-RA, pdam_00004178-RA, pdam_00014365-RA, pdam_00013616-RA
OG0000126	NV2t006046001.1, NV2t025517001.1	pdam_00024242-RA, pdam_00001514-RA, pdam_00025584-RA, pdam_00010045-RA, pdam_00023390-RA, pdam_00016889-RA, pdam_00011216-RA
OG0000126	NV2t011621001.1, NV2t004950001.1, NV2t025040001.1, NV2t014952001.1	pdam_00011295-RA, pdam_00025591-RA, pdam_00006087-RA, pdam_00010044-RA, pdam_00001515-RA, pdam_00016887-RA, pdam_00004575-RA, pdam_00006247-RA, pdam_00004138-RA, pdam_00011209-RA, pdam_00022162-RA, pdam_00004574-RA, pdam_00004139-RA, pdam_00025590-RA
OG0000127	NV2t020110001.1	pdam_00020954-RA, pdam_00020953-RA
OG0000127	NV2t020822001.1	pdam_00019719-RA
OG0000127	NV2t019947001.1	pdam_00013812-RA
OG0000127	NV2t020610001.1, NV2t020610002.1	pdam_00013811-RA
OG0000127	NV2t023334001.1, NV2t023334002.1, NV2t023334003.1, NV2t023334004.1	pdam_00000806-RA
OG0000131	NV2t003410001.1, NV2t003410002.1, NV2t003410006.1	pdam_00017780-RA
OG0000131	NV2t003413001.1, NV2t003413002.1	pdam_00023998-RA, pdam_00019326-RA, pdam_00007664-RA, pdam_00007663-RA, pdam_00001934-RA, pdam_00019322-RA, pdam_00019321-RA, pdam_00019325-RA, pdam_00019323-RA, pdam_00019327-RA, pdam_00019324-RA, pdam_00019320-RA, pdam_00019328-RA, pdam_00007665-RA, pdam_00007246-RA, pdam_00019493-RA, pdam_00007245-RA, pdam_00019492-RA, pdam_00019491-RA, pdam_00019494-RA, pdam_00019490-RA, pdam_00020470-RA
OG0000131	NV2t007258001.1, NV2t012967001.1, NV2t012967002.1	pdam_00004468-RA, pdam_00004467-RA
OG0000132	NV2t002040001.1	pdam_00018529-RA
OG0000132	NV2t010638001.1, NV2t002042001.1, NV2t020782001.1, NV2t020784001.1, NV2t000305001.1, NV2t000306001.1	pdam_00012260-RA, pdam_00012259-RA, pdam_00018531-RA, pdam_00006164-RA, pdam_00025271-RA
OG0000132	NV2t015787001.1	pdam_00013385-RA, pdam_00022132-RA, pdam_00024759-RA, pdam_00014518-RA, pdam_00014517-RA, pdam_00003935-RA, pdam_00003931-RA, pdam_00003924-RA, pdam_00003925-RA, pdam_00003933-RA, pdam_00003934-RA, pdam_00017897-RA
OG0000133	NV2t013658001.1	pdam_00010977-RA, pdam_00016660-RA
OG0000133	NV2t014294001.1, NV2t019940001.1	pdam_00009958-RA
OG0000134	NV2t001595001.1	pdam_00009285-RA, pdam_00009283-RA
OG0000134	NV2t009810001.1	pdam_00002703-RA
OG0000134	NV2t009696001.1	pdam_00004312-RA, pdam_00001633-RA, pdam_00000755-RA, pdam_00000752-RA, pdam_00000753-RA, pdam_00000754-RA, pdam_00011387-RA, pdam_00000751-RA, pdam_00005674-RA, pdam_00005675-RA, pdam_00001668-RA, pdam_00009044-RA, pdam_00003734-RA, pdam_00021677-RA, pdam_00005577-RA, pdam_00006468-RA, pdam_00021678-RA, pdam_00011755-RA, pdam_00011750-RA, pdam_00011756-RA, pdam_00016698-RA, pdam_00025576-RA, pdam_00017232-RA, pdam_00017233-RA, pdam_00017234-RA, pdam_00025577-RA, pdam_00017231-RA, pdam_00002730-RA
OG0000136	NV2t009339001.1	pdam_00010152-RA, pdam_00020818-RA
