Orthogroup	Mmus	Nvec
OG0000758	MRCKG_MOUSE, MRCKA_MOUSE, MRCKB_MOUSE	NV2t012714002.1, NV2t012714003.1, NV2t012714006.1, NV2t012714004.1, NV2t012714005.1, NV2t012714007.1
OG0000769	TNFL6_MOUSE, TNF14_MOUSE, TNF15_MOUSE, TNFA_MOUSE, TNFB_MOUSE	NV2t022131001.1
OG0000812	TSSK2_MOUSE, TSSK1_MOUSE, TSSK3_MOUSE	NV2t021850001.1, NV2t022120001.1, NV2t018405001.1
OG0000850	MGT5A_MOUSE	NV2t011280003.1, NV2t011278001.1, NV2t011280002.1, NV2t011280004.1, NV2t011280001.1, NV2t011201001.1, NV2t011201002.1
OG0000864	SUN3_MOUSE, SPAG4_MOUSE, SUN5_MOUSE, SUN2_MOUSE, SUN1_MOUSE	NV2t007447001.1
OG0000882	ABCBB_MOUSE, ABCB5_MOUSE, MDR3_MOUSE, MDR1A_MOUSE, MDR1B_MOUSE	NV2t003302001.1, NV2t011922001.1
OG0000898	RUFY2_MOUSE, RUFY1_MOUSE	NV2t013121005.1, NV2t013121003.1, NV2t013121001.1, NV2t013121006.1, NV2t013121007.1, NV2t013121002.1, NV2t013121004.1
OG0000596	RC3H1_MOUSE, RC3H2_MOUSE	NV2t025376003.1, NV2t025376008.1, NV2t025376001.1, NV2t025376005.1, NV2t025376006.1, NV2t025376007.1, NV2t025376010.1, NV2t025376002.1, NV2t025376004.1, NV2t025376009.1
OG0000627	TM233_MOUSE, TARG1_MOUSE, PRRT2_MOUSE, TMM91_MOUSE, SYNG1_MOUSE, SYN1L_MOUSE	NV2t003444001.1
OG0000649	FAS_MOUSE	NV2t021516001.1, NV2t025535002.1, NV2t025535004.1, NV2t025535003.1, NV2t007404001.1, NV2t007407001.1, NV2t007407002.1
OG0000664	BMP8A_MOUSE, BMP8B_MOUSE, BMP6_MOUSE, BMP7_MOUSE, BMP5_MOUSE	NV2t006269001.1, NV2t006269002.1, NV2t006269003.1
OG0000676	GATA_MOUSE	NV2t008486002.1, NV2t008486004.1, NV2t008486001.1, NV2t008486003.1, NV2t012495002.1, NV2t012495001.1, NV2t012495003.1, NV2t000183001.1, NV2t000185001.1
OG0000750	SAM9L_MOUSE	NV2t005383001.1
OG0000807	PPR3E_MOUSE	NV2t004355001.1, NV2t004368001.1, NV2t004370001.1
OG0000825	GP108_MOUSE, GP107_MOUSE	NV2t025166001.1
OG0000860	ASB9_MOUSE, ASB5_MOUSE, ASB11_MOUSE	NV2t006991001.1, NV2t015212002.1, NV2t015212001.1, NV2t015212003.1
OG0000878	KALRN_MOUSE, TRIO_MOUSE	NV2t012431004.1, NV2t012431005.1, NV2t012431003.1, NV2t012431001.1, NV2t012431002.1, NV2t012431006.1
OG0000891	PDLI5_MOUSE, PDLI2_MOUSE, PDLI1_MOUSE, PDLI4_MOUSE, PDLI3_MOUSE	NV2t014338001.1
OG0000906	LRIG1_MOUSE, LRIG2_MOUSE, LRIG3_MOUSE	NV2t000988005.1, NV2t000988003.1, NV2t000988001.1, NV2t000988002.1, NV2t000988004.1
OG0000781	PON1_MOUSE, PON3_MOUSE, PON2_MOUSE	NV2t009143001.1, NV2t008271001.1, NV2t008271003.1, NV2t008271002.1
OG0000793	DDC_MOUSE, DCHS_MOUSE, GADL1_MOUSE, CSAD_MOUSE, DCE1_MOUSE, DCE2_MOUSE	NV2t025299001.1
OG0000808	ETS1_MOUSE, ETS2_MOUSE	NV2t021858005.1, NV2t021858003.1, NV2t021858006.1, NV2t021858007.1, NV2t021858002.1, NV2t021858001.1, NV2t021858004.1
OG0000824	SRGP3_MOUSE, SRGP1_MOUSE, SRGP2_MOUSE	NV2t000744001.1, NV2t000744002.1
OG0000849	ADHX_MOUSE, ADH4_MOUSE, ADH7_MOUSE, ADH1_MOUSE	NV2t006091001.1
OG0000863	ABCA5_MOUSE, ABCA9_MOUSE, ABC8A_MOUSE, ABC8B_MOUSE, ABCA6_MOUSE	NV2t019595001.1
OG0000868	SSH3_MOUSE, SSH2_MOUSE, SSH1_MOUSE	NV2t017234003.1, NV2t017234005.1, NV2t017234004.1, NV2t017234001.1, NV2t017234002.1
OG0000885	MYPT1_MOUSE, MYPT2_MOUSE	NV2t009859001.1, NV2t009859002.1, NV2t009859004.1, NV2t009859003.1, NV2t009859005.1, NV2t009859006.1, NV2t009859007.1
OG0000892	PSD1_MOUSE, PSD2_MOUSE, PSD3_MOUSE	NV2t014317002.1, NV2t014317001.1, NV2t014317003.1, NV2t014317004.1, NV2t014317005.1
OG0000907	SLMAP_MOUSE	NV2t000694002.1, NV2t000694003.1, NV2t000694001.1, NV2t000694005.1, NV2t000694006.1, NV2t000694004.1, NV2t000694007.1, NV2t000694008.1, NV2t000694009.1
OG0000920	SEPT1_MOUSE, SEPT4_MOUSE, SEPT5_MOUSE, SEPT7_MOUSE, SEPT2_MOUSE	NV2t016610001.1, NV2t016610002.1
OG0000644	PDK2_MOUSE, PDK4_MOUSE, PDK3_MOUSE, PDK1_MOUSE	NV2t011936001.1
OG0000667	IHH_MOUSE, DHH_MOUSE, SHH_MOUSE	NV2t000128001.1, NV2t000128002.1, NV2t000128003.1, NV2t000128004.1, NV2t010760001.1, NV2t010760002.1
OG0000678	GSTM5_MOUSE, GSTM2_MOUSE, GSTM1_MOUSE, GSTM3_MOUSE, GSTM6_MOUSE, GSTM7_MOUSE, GSTM4_MOUSE	NV2t001931001.1
OG0000747	GGT1_MOUSE	NV2t016021001.1, NV2t016754001.1, NV2t016754002.1
OG0000761	SEP11_MOUSE, SEPT6_MOUSE, SEPT8_MOUSE, SEP14_MOUSE, SEP10_MOUSE	NV2t003722001.1
OG0000809	SMA2L_MOUSE	NV2t018527001.1, NV2t013055002.1, NV2t002483001.1, NV2t018523001.1, NV2t018523003.1, NV2t018525002.1, NV2t018523002.1, NV2t018525001.1
OG0000828	SEM5A_MOUSE, SEM5B_MOUSE	NV2t011758001.1
OG0000845	TSHR_MOUSE, FSHR_MOUSE, LSHR_MOUSE	NV2t019015001.1, NV2t012199001.1, NV2t022121001.1
OG0000861	RSPH1_MOUSE	NV2t010979001.1, NV2t000333001.1, NV2t000291001.1, NV2t003994001.1
OG0000880	KMT2C_MOUSE, KMT2D_MOUSE	NV2t010627004.1, NV2t010627005.1, NV2t010627003.1, NV2t010627001.1, NV2t010627002.1, NV2t010627006.1
OG0000894	XDH_MOUSE, AOXB_MOUSE, AOXD_MOUSE, AOXC_MOUSE, AOXA_MOUSE	NV2t005925001.1, NV2t019719002.1, NV2t019719001.1, NV2t019719003.1
OG0000631	BODG_MOUSE	NV2t014053001.1, NV2t014054001.1, NV2t014054002.1, NV2t019764001.1, NV2t019764002.1
OG0000646	IGEB_MOUSE	NV2t016420001.1, NV2t016423001.1
OG0000674	LMTD1_MOUSE	NV2t025985001.1, NV2t017331001.1, NV2t017331003.1, NV2t017331006.1, NV2t017331002.1, NV2t017331004.1, NV2t017331005.1, NV2t025984001.1, NV2t025984003.1, NV2t025984002.1, NV2t017331007.1
OG0000690	NRBP_MOUSE	NV2t017045007.1, NV2t017045003.1, NV2t017045005.1, NV2t017045002.1, NV2t017045004.1, NV2t017045006.1, NV2t017045008.1, NV2t017045001.1, NV2t017040004.1, NV2t017040002.1, NV2t017040001.1, NV2t017040003.1
OG0000708	CP4V2_MOUSE	NV2t005934001.1, NV2t005932001.1, NV2t005932002.1, NV2t005932003.1
OG0000736	CLAT_MOUSE, CACP_MOUSE	NV2t025508001.1, NV2t025508002.1, NV2t025508003.1, NV2t025514001.1, NV2t025512001.1, NV2t025509001.1, NV2t025509002.1, NV2t025509003.1
OG0000753	M3K3_MOUSE, M3K2_MOUSE	NV2t012816001.1, NV2t012990001.1, NV2t012990002.1, NV2t012990004.1, NV2t012990003.1, NV2t012990005.1
OG0000792	GPHB5_MOUSE, FSHB_MOUSE, TSHB_MOUSE, LSHB_MOUSE	NV2t012909001.1
OG0000806	E2F3_MOUSE, E2F2_MOUSE, E2F1_MOUSE	NV2t006800003.1, NV2t006800004.1, NV2t006800001.1, NV2t006800002.1, NV2t006345001.1
OG0000823	PAFA2_MOUSE, PAFA_MOUSE	NV2t006033006.1, NV2t006033003.1, NV2t006033005.1, NV2t006033001.1, NV2t006033004.1, NV2t006033002.1
OG0000872	SHC4_MOUSE, SHC1_MOUSE, SHC3_MOUSE, SHC2_MOUSE	NV2t023579003.1, NV2t023579001.1, NV2t023579002.1
OG0000876	SCD4_MOUSE, SCD2_MOUSE, ACOD1_MOUSE, SCD3_MOUSE	NV2t005778001.1, NV2t005778002.1
OG0000889	GHC1_MOUSE, GHC2_MOUSE	NV2t009709007.1, NV2t009709004.1, NV2t009709006.1, NV2t009709005.1, NV2t009709003.1, NV2t009709001.1, NV2t009709002.1
OG0000896	OVOS_MOUSE, PZP_MOUSE, A2MG_MOUSE, MUG1_MOUSE, MUG2_MOUSE	NV2t023812001.1
OG0000905	SETD5_MOUSE, KMT2E_MOUSE	NV2t001181003.1, NV2t001181004.1, NV2t001181002.1, NV2t001181001.1, NV2t001181005.1, NV2t001181006.1, NV2t001181007.1
OG0000918	WDFY1_MOUSE, WDFY2_MOUSE	NV2t022205001.1, NV2t022205003.1, NV2t022205002.1, NV2t022205004.1, NV2t022205005.1, NV2t022205006.1
OG0000699	GBRB1_MOUSE, GBRB2_MOUSE, GBRB3_MOUSE	NV2t011913001.1, NV2t011917001.1, NV2t012693001.1, NV2t012693002.1, NV2t012693003.1
OG0000715	AGAL_MOUSE, NAGAB_MOUSE	NV2t023969001.1, NV2t008739001.1, NV2t024315001.1, NV2t024315002.1, NV2t024319001.1, NV2t024319002.1
OG0000728	WDR55_MOUSE	NV2t003009009.1, NV2t003009007.1, NV2t003009010.1, NV2t003009006.1, NV2t003009005.1, NV2t003009001.1, NV2t003009002.1, NV2t003009003.1, NV2t003009008.1, NV2t003009004.1
OG0000744	NFIC_MOUSE, NFIB_MOUSE, NFIX_MOUSE, NFIA_MOUSE	NV2t001242001.1, NV2t001243002.1, NV2t001242002.1, NV2t001243001.1
OG0000768	DPF1_MOUSE, REQU_MOUSE, DPF3_MOUSE	NV2t020271005.1, NV2t020271007.1, NV2t020271001.1, NV2t020271006.1, NV2t020271003.1, NV2t020271004.1
OG0000780	S12A3_MOUSE, S12A1_MOUSE, S12A2_MOUSE	NV2t012089001.1, NV2t012989001.1
OG0000805	WSCD2_MOUSE, WSCD1_MOUSE	NV2t015283001.1, NV2t005114001.1, NV2t009241001.1, NV2t005117001.1, NV2t019494001.1, NV2t020925001.1, NV2t005118001.1
OG0000820	CN093_MOUSE	NV2t005648001.1, NV2t007576001.1, NV2t005680001.1, NV2t005557001.1
OG0000841	TPC1_MOUSE	NV2t016580001.1, NV2t016580004.1, NV2t016580003.1, NV2t016580007.1, NV2t016580005.1, NV2t016580002.1, NV2t016580006.1
OG0000858	ZDH20_MOUSE, ZDH15_MOUSE, ZDHC2_MOUSE	NV2t002726003.1, NV2t002726001.1, NV2t002726004.1, NV2t002726005.1, NV2t002726002.1
OG0000877	DJC10_MOUSE	NV2t012446008.1, NV2t012446001.1, NV2t012446002.1, NV2t012446006.1, NV2t012446003.1, NV2t012446004.1, NV2t012446005.1, NV2t012446007.1, NV2t012446009.1
OG0000890	GABT_MOUSE	NV2t007802002.1, NV2t007802008.1, NV2t007802001.1, NV2t007802003.1, NV2t007802004.1, NV2t007802006.1, NV2t007802009.1, NV2t007802005.1, NV2t007802007.1
OG0000904	RMI1_MOUSE	NV2t008688006.1, NV2t008688004.1, NV2t008688001.1, NV2t008688003.1, NV2t008683001.1, NV2t008681001.1, NV2t008686001.1, NV2t008688002.1, NV2t008688005.1
OG0000915	LRCH4_MOUSE, LRCH3_MOUSE, LRCH2_MOUSE, LRCH1_MOUSE	NV2t021528002.1, NV2t021528003.1, NV2t021528001.1
OG0000700	ASGL1_MOUSE	NV2t004346001.1, NV2t004346002.1, NV2t004351001.1, NV2t004351003.1, NV2t004351002.1, NV2t004351004.1, NV2t004351006.1, NV2t004351005.1, NV2t016500001.1
OG0000706	HS3SB_MOUSE, HS3SA_MOUSE, HS3S6_MOUSE, HS3S2_MOUSE	NV2t007667001.1
OG0000720	MRC1_MOUSE, MRC2_MOUSE, PLA2R_MOUSE	NV2t012171001.1, NV2t012165001.1, NV2t012172001.1
OG0000734	TSP3_MOUSE, TSP4_MOUSE, COMP_MOUSE	NV2t023886001.1, NV2t023886003.1, NV2t023886002.1, NV2t023884001.1, NV2t023884002.1
OG0000784	R3HCL_MOUSE, NFYA_MOUSE	NV2t018883004.1, NV2t018883002.1, NV2t018883001.1, NV2t018883003.1, NV2t018878001.1, NV2t018882001.1, NV2t018882002.1, NV2t018882003.1
OG0000814	RB27A_MOUSE, HDGR2_MOUSE, PSIP1_MOUSE, HDGF_MOUSE, HDGR3_MOUSE	NV2t013299001.1
OG0000831	KCC1B_MOUSE, KCC1A_MOUSE, KCC1D_MOUSE	NV2t002115003.1, NV2t002115004.1, NV2t002115001.1, NV2t002115005.1, NV2t002115002.1
OG0000848	BCDO1_MOUSE, BCDO2_MOUSE, RPE65_MOUSE	NV2t004207001.1, NV2t000042001.1
OG0000862	MTG8R_MOUSE, MTG8_MOUSE, MTG16_MOUSE	NV2t005340002.1, NV2t005340003.1, NV2t005340001.1, NV2t005340004.1, NV2t005340005.1
OG0000895	TFE3_MOUSE, MITF_MOUSE, TFEB_MOUSE, TFEC_MOUSE	NV2t003755001.1, NV2t003755002.1, NV2t003755003.1
OG0000909	PAQRB_MOUSE, PAQRA_MOUSE	NV2t007548002.1, NV2t007548001.1, NV2t007548005.1, NV2t007548004.1, NV2t007548007.1, NV2t007548003.1, NV2t007548006.1
OG0000921	EWS_MOUSE, FUS_MOUSE	NV2t016289003.1, NV2t016289001.1, NV2t016289007.1, NV2t016289002.1, NV2t016289005.1, NV2t016289006.1
OG0000948	RHOG_MOUSE, RHOU_MOUSE, RHOQ_MOUSE, CDC42_MOUSE	NV2t007773001.1, NV2t007773003.1
OG0000752	TP4A3_MOUSE, TP4A1_MOUSE, TP4A2_MOUSE	NV2t006088006.1, NV2t006088001.1, NV2t006088005.1, NV2t006088004.1, NV2t006088002.1, NV2t006088003.1
OG0000764	P5I11_MOUSE	NV2t018682011.1, NV2t018682002.1, NV2t018682008.1, NV2t018682005.1, NV2t018682001.1, NV2t018682003.1, NV2t018682010.1, NV2t018682004.1, NV2t018682007.1, NV2t018682009.1
OG0000775	FADS1_MOUSE, FADS2_MOUSE, FS2P1_MOUSE, FADS3_MOUSE	NV2t020335002.1, NV2t020335005.1, NV2t020335004.1, NV2t020335003.1
OG0000822	THSD4_MOUSE, ATL4_MOUSE	NV2t022999001.1, NV2t021631001.1, NV2t021630001.1, NV2t021635001.1
OG0000839	OXR1_MOUSE, NCOA7_MOUSE, TLDC2_MOUSE	NV2t004935001.1, NV2t006244003.1, NV2t006244001.1, NV2t006244002.1
OG0000870	RIGI_MOUSE, IFIH1_MOUSE, DHX58_MOUSE	NV2t025458001.1, NV2t025460002.1, NV2t025460001.1, NV2t025168001.1
OG0000886	EMAL1_MOUSE, EMAL2_MOUSE	NV2t011088001.1, NV2t014957005.1, NV2t014957001.1, NV2t014957002.1, NV2t014957003.1, NV2t014957004.1, NV2t014957006.1
OG0000900	RIPR1_MOUSE, RIPR2_MOUSE, RIPR3_MOUSE	NV2t014959005.1, NV2t014959002.1, NV2t014959004.1, NV2t014959003.1, NV2t014959001.1
OG0000913	DNJB8_MOUSE, DNJB3_MOUSE, DNJB7_MOUSE, DNJB6_MOUSE, DNJB2_MOUSE	NV2t012778001.1
OG0000936	MARCO_MOUSE, SCAR5_MOUSE, MSRE_MOUSE	NV2t017199001.1, NV2t017200001.1
OG0000954	ASCL1_MOUSE, ASCL2_MOUSE	NV2t010193001.1, NV2t010382001.1, NV2t010382002.1, NV2t009665001.1
OG0000804	1433G_MOUSE, 1433F_MOUSE, 1433T_MOUSE, 1433B_MOUSE, 1433Z_MOUSE	NV2t005809002.1
OG0000819	SVIL_MOUSE	NV2t000388001.1, NV2t000388002.1, NV2t011224001.1, NV2t011224002.1, NV2t011224003.1, NV2t011224005.1, NV2t011224004.1
OG0000836	S36A4_MOUSE, S36A3_MOUSE, S36A2_MOUSE, S36A1_MOUSE	NV2t003039001.1, NV2t003299001.1, NV2t003299002.1
OG0000853	ELL2_MOUSE, ELL_MOUSE	NV2t023742001.1, NV2t023742003.1, NV2t023742002.1, NV2t023741001.1, NV2t023741002.1, NV2t023741003.1, NV2t023741004.1
OG0000869	RGS19_MOUSE, RGS17_MOUSE, RGS20_MOUSE	NV2t017314001.1, NV2t017314002.1, NV2t017314003.1, NV2t015950001.1
OG0000887	CARD9_MOUSE, CAR11_MOUSE, CAR14_MOUSE, CAR10_MOUSE	NV2t006957001.1, NV2t007763001.1
OG0000902	LNEBL_MOUSE, LASP1_MOUSE	NV2t011647001.1, NV2t011647003.1, NV2t011647002.1, NV2t011647004.1, NV2t011647005.1, NV2t011649001.1, NV2t011649003.1, NV2t011649002.1
OG0000916	CD59A_MOUSE, CD59B_MOUSE	NV2t014539001.1, NV2t013244001.1, NV2t014540001.1, NV2t014540002.1, NV2t015787001.1, NV2t007840001.1, NV2t013762001.1
OG0000943	CAC1E_MOUSE, CAC1B_MOUSE, CAC1A_MOUSE	NV2t025118002.1, NV2t024941001.1, NV2t024941002.1
OG0000959	NCEH1_MOUSE, AAAD_MOUSE, AD4F1_MOUSE, ADCL3_MOUSE	NV2t022686001.1
OG0000977	PLOD3_MOUSE, PLOD1_MOUSE, PLOD2_MOUSE	NV2t014143001.1, NV2t014143004.1, NV2t014143002.1, NV2t014143003.1
OG0001035	LRC49_MOUSE	NV2t024079008.1, NV2t024079003.1, NV2t024079005.1, NV2t024079006.1, NV2t024079001.1, NV2t024079004.1, NV2t024079002.1, NV2t024079007.1
OG0000810	DMBX1_MOUSE	NV2t003591002.1, NV2t003591003.1, NV2t003379001.1, NV2t003592001.1
OG0000846	HLX_MOUSE	NV2t011299001.1, NV2t012070001.1, NV2t018000001.1, NV2t011446001.1
OG0000875	TRFM_MOUSE, TRFE_MOUSE, ICA_MOUSE, TRFL_MOUSE	NV2t004829001.1
OG0000888	UBQL4_MOUSE, UBQL2_MOUSE, UBQL1_MOUSE	NV2t022861001.1, NV2t022856001.1, NV2t022856002.1, NV2t022856003.1, NV2t022856004.1
OG0000903	AGAP3_MOUSE, AGAP1_MOUSE	NV2t010965001.1
OG0000917	ARGL1_MOUSE	NV2t022167007.1, NV2t022167009.1, NV2t022167001.1, NV2t022167002.1, NV2t022167003.1, NV2t022167005.1, NV2t022167004.1, NV2t022167006.1, NV2t022167008.1
OG0000939	WNT5A_MOUSE, WNT5B_MOUSE	NV2t003611006.1, NV2t003611003.1, NV2t003611002.1, NV2t003611004.1, NV2t003611005.1, NV2t003611001.1
OG0000955	ASB1_MOUSE, ASB12_MOUSE	NV2t021568001.1
OG0000976	SBNO1_MOUSE, SBNO2_MOUSE	NV2t016608001.1
OG0000990	GLB1L_MOUSE, BGAL_MOUSE	NV2t010678001.1, NV2t003420001.1, NV2t017147001.1
OG0001006	ADT4_MOUSE, ADT1_MOUSE, ADT2_MOUSE	NV2t002866001.1, NV2t002578001.1
OG0001021	GRHL3_MOUSE, GRHL1_MOUSE, GRHL2_MOUSE	NV2t003776001.1, NV2t003776002.1, NV2t003776003.1, NV2t003776004.1
OG0001038	IRX4_MOUSE, IRX6_MOUSE	NV2t004965003.1, NV2t004965006.1, NV2t004965001.1, NV2t004965004.1, NV2t004965002.1, NV2t004965005.1
OG0001053	AN32E_MOUSE, AN32B_MOUSE, AN32A_MOUSE, AN32C_MOUSE	NV2t014134001.1
OG0000788	AT1B1_MOUSE, AT1B3_MOUSE, AT1B2_MOUSE, AT1B4_MOUSE, ATP4B_MOUSE	NV2t021372001.1, NV2t021372002.1
OG0000802	CAD23_MOUSE	NV2t002229001.1, NV2t014312001.1, NV2t014310001.1, NV2t014310002.1, NV2t014310003.1, NV2t005997001.1
OG0000817	TRNK1_MOUSE	NV2t003415001.1, NV2t003415002.1
OG0000851	CRX_MOUSE, OTX1_MOUSE, OTX2_MOUSE	NV2t012799001.1, NV2t012795001.1, NV2t012793001.1
OG0000865	STAG2_MOUSE, STAG1_MOUSE, STAG3_MOUSE	NV2t022632001.1
OG0000883	E2F8_MOUSE, E2F7_MOUSE	NV2t010563004.1, NV2t010563005.1, NV2t010563006.1, NV2t010563001.1, NV2t010563003.1, NV2t010563002.1
OG0000941	AT8B1_MOUSE, AT8B3_MOUSE, AT8B2_MOUSE, AT8B5_MOUSE	NV2t023269001.1, NV2t023269002.1
OG0000957	AKCL2_MOUSE, ALDR_MOUSE, ALD1_MOUSE, ALD2_MOUSE	NV2t008641001.1
OG0000991	METH_MOUSE	NV2t019971001.1, NV2t019971002.1
OG0001013	RSH6A_MOUSE, RSH4A_MOUSE	NV2t020537003.1, NV2t020537004.1, NV2t005181001.1, NV2t005181002.1
OG0001027	ADA12_MOUSE, ADA19_MOUSE, ADA33_MOUSE	NV2t018385003.1, NV2t018385001.1, NV2t018385002.1
OG0001041	JPH4_MOUSE, JPH3_MOUSE, JPH1_MOUSE, JPH2_MOUSE	NV2t004318001.1, NV2t004318002.1
OG0001056	MEOX2_MOUSE, MEOX1_MOUSE	NV2t012942001.1, NV2t012939001.1, NV2t012943001.1, NV2t012943002.1
OG0000803	RSRC2_MOUSE	NV2t017321003.1, NV2t017321005.1, NV2t017321004.1, NV2t017321002.1, NV2t017321001.1, NV2t017321006.1, NV2t017321009.1, NV2t017321007.1, NV2t017321008.1
OG0000852	ANR37_MOUSE	NV2t018180002.1, NV2t023364001.1, NV2t023364002.1, NV2t023364003.1, NV2t024134001.1, NV2t014353001.1, NV2t017596001.1
OG0000866	DTNA_MOUSE, DTNB_MOUSE	NV2t014319009.1, NV2t014319006.1, NV2t014319008.1, NV2t014319007.1, NV2t014319005.1, NV2t014319003.1, NV2t014319004.1
OG0000884	KCC2D_MOUSE, KCC2A_MOUSE, KCC2G_MOUSE, KCC2B_MOUSE	NV2t010588001.1, NV2t009971001.1
OG0000901	MKRN2_MOUSE, MKRN3_MOUSE, MKRN1_MOUSE	NV2t000222001.1, NV2t024918001.1
OG0000914	TTL12_MOUSE	NV2t010023002.1, NV2t010023005.1, NV2t010023003.1, NV2t010023004.1, NV2t010023008.1, NV2t010023007.1, NV2t010023006.1, NV2t010023001.1, NV2t010023009.1
OG0000944	CAC1S_MOUSE, CAC1C_MOUSE, CAC1D_MOUSE, CAC1F_MOUSE	NV2t000571001.1, NV2t000571003.1
OG0000961	KGP1_MOUSE	NV2t010218001.1, NV2t010218003.1, NV2t010218005.1, NV2t010218002.1, NV2t010218004.1, NV2t010218006.1, NV2t010218007.1, NV2t010218008.1
OG0000978	PAQR5_MOUSE, PAQR6_MOUSE	NV2t020150001.1, NV2t014806001.1, NV2t014803001.1
OG0001000	GRM2_MOUSE, GRM3_MOUSE	NV2t016948001.1, NV2t018557001.1, NV2t021346001.1, NV2t005936002.1
OG0001015	ARL8B_MOUSE, ARL8A_MOUSE	NV2t001216001.1
OG0001030	LEF1_MOUSE, TCF7_MOUSE, TF7L1_MOUSE, TF7L2_MOUSE	NV2t006559001.1, NV2t006559002.1
OG0001045	PTPRN_MOUSE, PTPR2_MOUSE	NV2t011670006.1, NV2t011670001.1, NV2t011670002.1, NV2t011670003.1, NV2t011670004.1, NV2t011670005.1
OG0001060	PKN2_MOUSE, PKN3_MOUSE, PKN1_MOUSE	NV2t025034004.1, NV2t025034003.1, NV2t025034001.1, NV2t025034002.1
OG0000847	WSB2_MOUSE, WSB1_MOUSE	NV2t020833001.1, NV2t001878001.1, NV2t001878002.1, NV2t020333001.1
OG0000881	PLIN5_MOUSE, PLIN2_MOUSE, PLIN3_MOUSE, PLIN4_MOUSE	NV2t025980001.1, NV2t025980002.1, NV2t024192001.1
OG0000897	DPYS_MOUSE, DPYL1_MOUSE, DPYL3_MOUSE, DPYL4_MOUSE, DPYL2_MOUSE	NV2t014629001.1
OG0000910	LOXL2_MOUSE, LOXL3_MOUSE, LOXL4_MOUSE	NV2t019165001.1, NV2t019165002.1, NV2t019165003.1, NV2t019166001.1
OG0000949	STAR6_MOUSE, STAR5_MOUSE, STAR4_MOUSE	NV2t020471001.1
OG0001001	DYN3_MOUSE, DYN2_MOUSE, DYN1_MOUSE	NV2t024935001.1, NV2t024935002.1
OG0001016	LFG1_MOUSE, LFG2_MOUSE, LFG3_MOUSE, LFG4_MOUSE	NV2t012692001.1, NV2t012692002.1
OG0001031	FOXO1_MOUSE, FOXO6_MOUSE, FOXO4_MOUSE, FOXO3_MOUSE	NV2t009025001.1
OG0001063	STALP_MOUSE, STABP_MOUSE	NV2t013119003.1, NV2t013119004.1, NV2t013119001.1, NV2t013119002.1, NV2t013119005.1, NV2t013119006.1
OG0001085	SRRM1_MOUSE	NV2t009348008.1, NV2t009348009.1, NV2t009348001.1, NV2t009348010.1, NV2t009348007.1, NV2t009348003.1, NV2t009348004.1, NV2t009348006.1
OG0001099	PHKG2_MOUSE, PHKG1_MOUSE	NV2t016136003.1, NV2t016136002.1, NV2t016136001.1, NV2t016136004.1, NV2t016136005.1, NV2t016136007.1
OG0000821	FKRP_MOUSE	NV2t015471001.1, NV2t015480001.1, NV2t015477001.1, NV2t015477002.1, NV2t008578001.1
OG0000838	PXDC2_MOUSE, PLDX1_MOUSE	NV2t012162001.1, NV2t012162002.1, NV2t012162003.1
OG0000843	BMX_MOUSE, BTK_MOUSE, TEC_MOUSE, ITK_MOUSE, TXK_MOUSE	NV2t003483001.1
OG0000859	CASP7_MOUSE, CASP3_MOUSE	NV2t013850001.1, NV2t001845001.1, NV2t001845002.1, NV2t020224001.1
OG0000874	TSG6_MOUSE	NV2t013356005.1, NV2t013356001.1, NV2t013356003.1, NV2t013356002.1, NV2t013356004.1, NV2t013359001.1
OG0000945	BARX1_MOUSE, BARX2_MOUSE	NV2t016623001.1, NV2t016156001.1, NV2t016158001.1
OG0000988	PIGA_MOUSE	NV2t011746001.1, NV2t011746002.1
OG0001018	CYTB_MOUSE, CYTA_MOUSE, CYT1_MOUSE, CYT2_MOUSE, CYT3_MOUSE	NV2t008996001.1, NV2t009097001.1
OG0001032	TIAM1_MOUSE, TIAM2_MOUSE	NV2t008676001.1, NV2t008676005.1, NV2t008676004.1, NV2t008676006.1, NV2t008676003.1, NV2t008676002.1
OG0001046	CERS6_MOUSE, CERS5_MOUSE, CERS2_MOUSE, CERS3_MOUSE	NV2t007446001.1, NV2t012549001.1
OG0001074	RHG35_MOUSE, RHG05_MOUSE	NV2t013096003.1, NV2t013096004.1, NV2t013096005.1, NV2t013096002.1, NV2t013096001.1, NV2t013096006.1
OG0001088	TRPM3_MOUSE, TRPM1_MOUSE, TRPM7_MOUSE, TRPM6_MOUSE	NV2t008726001.1, NV2t023620001.1
OG0001101	BGLR_MOUSE	NV2t017080001.1, NV2t017080003.1, NV2t016097003.1, NV2t016097001.1, NV2t016097002.1
OG0001131	MK14_MOUSE, MK11_MOUSE, MK13_MOUSE, MK12_MOUSE	NV2t000684001.1
OG0000899	EFC4A_MOUSE, EFC4B_MOUSE	NV2t014479001.1, NV2t014479004.1, NV2t014479005.1, NV2t014479002.1, NV2t014479003.1, NV2t014479006.1
OG0000911	CYTC_MOUSE, CSTD_MOUSE, CATF_MOUSE	NV2t017628001.1
OG0000937	MYH14_MOUSE, MYH10_MOUSE, MYH11_MOUSE, MYH9_MOUSE	NV2t007410001.1, NV2t007410002.1
OG0000951	NET4_MOUSE, LAMB3_MOUSE, LAMB1_MOUSE, LAMB2_MOUSE	NV2t001719001.1
OG0000965	PSB10_MOUSE, PSB7_MOUSE	NV2t025700001.1
