Orthogroup	Mmus	Hsap
OG0002267	GULP1_MOUSE	GULP1_HUMAN
OG0002288	NXF1_MOUSE	NXF3_HUMAN, NXF2_HUMAN, NXF5_HUMAN, NXF1_HUMAN
OG0002305	CDK8_MOUSE	CDK8_HUMAN
OG0002305	CDK19_MOUSE	CDK19_HUMAN
OG0001949	ERCC6_MOUSE	ERPG3_HUMAN, PGBD3_HUMAN, PGBD1_HUMAN, PGBD2_HUMAN, ERCC6_HUMAN
OG0001967	DYM_MOUSE	DYM_HUMAN
OG0001981	CC50A_MOUSE	CC50A_HUMAN
OG0001997	H6ST1_MOUSE	H6ST1_HUMAN
OG0001997	H6ST3_MOUSE	H6ST3_HUMAN
OG0001997	H6ST2_MOUSE	H6ST2_HUMAN
OG0002013	RPGF2_MOUSE	RPGF6_HUMAN, RPGF2_HUMAN
OG0002029	LARG1_MOUSE	LARG1_HUMAN
OG0002029	LARG2_MOUSE	LARG2_HUMAN
OG0002045	VPP1_MOUSE	VPP1_HUMAN
OG0002045	VPP2_MOUSE	VPP2_HUMAN
OG0002045	VPP4_MOUSE	VPP4_HUMAN
OG0002063	SRSF2_MOUSE	SRSF2_HUMAN
OG0002082	APCL_MOUSE	APCL_HUMAN
OG0002082	APC_MOUSE	APC_HUMAN
OG0002100	AP1S3_MOUSE	AP1S3_HUMAN
OG0002100	AP1S1_MOUSE	AP1S1_HUMAN
OG0002100	AP1S2_MOUSE	AP1S2_HUMAN
OG0002116	ADA18_MOUSE	ADA18_HUMAN
OG0002116	ADAM2_MOUSE	ADAM2_HUMAN
OG0002116	ADA32_MOUSE	ADA32_HUMAN
OG0002133	LV2A_MOUSE, LV2B_MOUSE, LV1E_MOUSE, LV1D_MOUSE, LV1C_MOUSE, LV1B_MOUSE, LV1A_MOUSE	LV743_HUMAN
OG0002169	TBA3_MOUSE	TBA3C_HUMAN
OG0002169	TBA3_MOUSE	TBA3D_HUMAN
OG0002203	DHB11_MOUSE	DHB11_HUMAN
OG0002203	DHB13_MOUSE	DHB13_HUMAN
OG0002219	CSKI2_MOUSE	CSKI2_HUMAN
OG0002219	CSKI1_MOUSE	CSKI1_HUMAN
OG0002234	SETD6_MOUSE	SETD6_HUMAN
OG0002252	C2D1B_MOUSE	C2D1B_HUMAN
OG0002252	C2D1A_MOUSE	C2D1A_HUMAN
OG0002302	CCNE2_MOUSE	CCNE2_HUMAN
OG0002302	CCNE1_MOUSE	CCNE1_HUMAN
OG0002344	VWA1_MOUSE	VWA1_HUMAN
OG0002360	SKI3_MOUSE	SKI3_HUMAN
OG0002376	BEND4_MOUSE	BEND4_HUMAN
OG0002079	EDRF1_MOUSE	EDRF1_HUMAN
OG0002094	CBLC_MOUSE	CBLC_HUMAN
OG0002094	CBL_MOUSE	CBL_HUMAN
OG0002094	CBLB_MOUSE	CBLB_HUMAN
OG0002109	KHDR1_MOUSE	KHDR1_HUMAN
OG0002109	KHDR3_MOUSE	KHDR3_HUMAN
OG0002109	KHDR2_MOUSE	KHDR2_HUMAN
OG0002126	HKDC1_MOUSE	HKDC1_HUMAN
OG0002126	HXK1_MOUSE	HXK1_HUMAN
OG0002126	HXK3_MOUSE	HXK3_HUMAN
OG0002126	HXK2_MOUSE	HXK2_HUMAN
OG0002141	ZNG1_MOUSE	ZNG1A_HUMAN, ZNG1B_HUMAN, ZNG1F_HUMAN, ZNG1C_HUMAN, ZNG1E_HUMAN
OG0002176	BMR1A_MOUSE	BMR1A_HUMAN
OG0002176	BMR1B_MOUSE	BMR1B_HUMAN
OG0002191	UBA6_MOUSE	UBA6_HUMAN
OG0002209	ARF1_MOUSE	ARF1_HUMAN
OG0002209	ARF2_MOUSE, ARF3_MOUSE	ARF3_HUMAN
OG0002224	SYCC_MOUSE	SYCC_HUMAN
OG0002255	ZNT6_MOUSE	ZNT6_HUMAN
OG0002270	FNIP1_MOUSE	FNIP1_HUMAN
OG0002270	FNIP2_MOUSE	FNIP2_HUMAN
OG0002275	PTSS1_MOUSE	PTSS1_HUMAN
OG0002292	ARK72_MOUSE	ARK72_HUMAN, ARK73_HUMAN, ARK74_HUMAN
OG0002307	GPR45_MOUSE	GPR45_HUMAN
OG0002307	GPR63_MOUSE	GPR63_HUMAN
OG0002322	TANC2_MOUSE	TANC2_HUMAN
OG0002322	TANC1_MOUSE	TANC1_HUMAN
OG0002339	RPN2_MOUSE	RPN2_HUMAN
OG0002357	CF299_MOUSE	CF299_HUMAN
OG0002371	PRAF2_MOUSE	PRAF2_HUMAN
OG0002371	PRAF3_MOUSE	PRAF3_HUMAN
OG0002386	KCNK1_MOUSE	KCNK1_HUMAN
OG0002386	KCNK6_MOUSE	KCNK6_HUMAN
OG0002401	ARI3C_MOUSE	ARI3C_HUMAN
OG0002419	STIM1_MOUSE	STIM1_HUMAN
OG0002419	STIM2_MOUSE	STIM2_HUMAN
OG0001968	MYO5A_MOUSE	MYO5A_HUMAN
OG0001968	MYO5B_MOUSE	MYO5B_HUMAN
OG0001983	PED1A_MOUSE	PED1A_HUMAN
OG0001983	PED1B_MOUSE	PED1B_HUMAN
OG0001999	IF5_MOUSE	IF5_HUMAN
OG0002016	TM102_MOUSE	TM102_HUMAN
OG0002016	M21D2_MOUSE	M21D2_HUMAN
OG0002033	RNF38_MOUSE	RNF38_HUMAN
OG0002033	RNF44_MOUSE	RNF44_HUMAN
OG0002066	DDX17_MOUSE	DDX17_HUMAN
OG0002066	DDX5_MOUSE	DDX5_HUMAN
OG0002085	CCND3_MOUSE	CCND3_HUMAN
OG0002085	CCND1_MOUSE	CCND1_HUMAN
OG0002085	CCND2_MOUSE	CCND2_HUMAN
OG0002102	HGH1_MOUSE	HGH1_HUMAN
OG0002118	CLM2_MOUSE	CLM2_HUMAN
OG0002118	CLM6_MOUSE, CLM4_MOUSE, CLM8_MOUSE	CLM6_HUMAN, CLM8_HUMAN, CD3CH_HUMAN
OG0002170	SVEP1_MOUSE	SVEP1_HUMAN
OG0002187	ZNT5_MOUSE	ZNT5_HUMAN
OG0002205	IOD2_MOUSE	IOD2_HUMAN
OG0002221	DNJC5_MOUSE	DNJC5_HUMAN
OG0002221	DNJ5B_MOUSE	DNJ5B_HUMAN
OG0002254	FGD6_MOUSE	FGD6_HUMAN
OG0002271	IRS1_MOUSE	IRS1_HUMAN
OG0002271	IRS2_MOUSE	IRS2_HUMAN
OG0002287	COL_MOUSE	COLL1_HUMAN, COL_HUMAN
OG0002327	MET17_MOUSE	MET17_HUMAN
OG0002332	CETN2_MOUSE	CETN2_HUMAN
OG0002332	CETN1_MOUSE	CETN1_HUMAN
OG0002351	PARK7_MOUSE	PARK7_HUMAN
OG0002383	DISP1_MOUSE	DISP1_HUMAN
OG0002400	KIFC3_MOUSE	KIFC3_HUMAN
OG0002418	TAF1_MOUSE	TAF1L_HUMAN, TAF1_HUMAN
OG0002435	IMPA1_MOUSE	IMPA1_HUMAN
OG0002031	LIPA3_MOUSE	LIPA3_HUMAN
OG0002031	LIPA2_MOUSE	LIPA1_HUMAN, LIPA4_HUMAN, LIPA2_HUMAN
OG0002046	UPP2_MOUSE	UPP2_HUMAN
OG0002046	UPP1_MOUSE	UPP1_HUMAN
OG0002061	WNK3_MOUSE	WNK3_HUMAN
OG0002061	WNK4_MOUSE	WNK4_HUMAN
OG0002077	PROM1_MOUSE	PROM1_HUMAN
OG0002092	LAMP1_MOUSE	LAMP1_HUMAN
OG0002092	LAMP2_MOUSE	LAMP2_HUMAN
OG0002108	LHX4_MOUSE	LHX4_HUMAN
OG0002108	LHX5_MOUSE	LHX5_HUMAN
OG0002108	LHX1_MOUSE	LHX1_HUMAN
OG0002124	GRM7_MOUSE	GRM7_HUMAN
OG0002124	GRM8_MOUSE	GRM8_HUMAN
OG0002124	GRM4_MOUSE	GRM4_HUMAN
OG0002124	GRM6_MOUSE	GRM6_HUMAN
OG0002140	ZFAN3_MOUSE	ZFAN3_HUMAN
OG0002173	TBX5_MOUSE	TBX5_HUMAN
OG0002173	TBX4_MOUSE	TBX4_HUMAN
OG0002188	COR2B_MOUSE	COR2B_HUMAN
OG0002188	COR2A_MOUSE	COR2A_HUMAN
OG0002222	FKBP4_MOUSE	FKBP4_HUMAN
OG0002222	FKBP5_MOUSE	FKBP5_HUMAN
OG0002257	ODAD4_MOUSE	ODAD4_HUMAN
OG0002273	UBFL1_MOUSE	UBFL1_HUMAN, UBFL6_HUMAN
OG0002273	UBF1_MOUSE	UBF1_HUMAN
OG0002291	DHR11_MOUSE	DHR11_HUMAN
OG0002309	PRD13_MOUSE	PRD13_HUMAN
OG0002314	ADCK5_MOUSE	ADCK5_HUMAN
OG0002349	SWET1_MOUSE	SWET1_HUMAN
OG0002364	HNF4A_MOUSE	HNF4A_HUMAN
OG0002364	HNF4G_MOUSE	HNF4G_HUMAN
OG0002379	NDUF5_MOUSE	NDUF5_HUMAN
OG0002396	PLCG2_MOUSE	PLCG2_HUMAN
OG0002396	PLCG1_MOUSE	PLCG1_HUMAN
OG0002414	RU2A_MOUSE	RU2A_HUMAN
OG0002446	TBL1R_MOUSE	TBL1R_HUMAN
OG0002446	TBL1X_MOUSE	TBL1X_HUMAN, TBL1Y_HUMAN
OG0002004	ARHG3_MOUSE	ARHG3_HUMAN
OG0002004	ARHG8_MOUSE	ARHG8_HUMAN
OG0002021	NAC1_MOUSE	NAC1_HUMAN
OG0002021	NAC2_MOUSE	NAC2_HUMAN
OG0002021	NAC3_MOUSE	NAC3_HUMAN
OG0002052	DRP2_MOUSE	DRP2_HUMAN
OG0002069	CCD57_MOUSE	CCD57_HUMAN
OG0002087	PLD2_MOUSE	PLD2_HUMAN
OG0002087	PLD1_MOUSE	PLD1_HUMAN
OG0002104	RIPL2_MOUSE	RIPL2_HUMAN
OG0002104	RIPL1_MOUSE	RIPL1_HUMAN
OG0002120	GRDN_MOUSE	GRDN_HUMAN
OG0002120	DAPLE_MOUSE	DAPLE_HUMAN
OG0002136	S45A1_MOUSE	S45A1_HUMAN
OG0002136	S45A2_MOUSE	S45A2_HUMAN
OG0002136	S45A3_MOUSE	S45A3_HUMAN
OG0002136	S45A4_MOUSE	S45A4_HUMAN
OG0002175	PAX3_MOUSE	PAX3_HUMAN
OG0002175	PAX7_MOUSE	PAX7_HUMAN
OG0002192	WWP1_MOUSE	WWP1_HUMAN
OG0002192	WWP2_MOUSE	WWP2_HUMAN
OG0002210	ATS18_MOUSE	ATS18_HUMAN
OG0002210	ATS16_MOUSE	ATS16_HUMAN
OG0002272	VNN1_MOUSE	VNN1_HUMAN
OG0002272	VNN3_MOUSE	VNN2_HUMAN
OG0002306	PUS7_MOUSE	PUS7_HUMAN
OG0002343	UAP1_MOUSE	UAP1_HUMAN
OG0002343	UAP1L_MOUSE	UAP1L_HUMAN
OG0002359	DNAI1_MOUSE	DNAI1_HUMAN
OG0002375	MCCB_MOUSE	MCCB_HUMAN
OG0002393	F133B_MOUSE	F133A_HUMAN, F133B_HUMAN
OG0002411	RD23A_MOUSE	RD23A_HUMAN
OG0002411	RD23B_MOUSE	RD23B_HUMAN
OG0002427	CF107_MOUSE	CF107_HUMAN
OG0002427	GSTK1_MOUSE	GSTK1_HUMAN
OG0002460	GABPA_MOUSE	GABPA_HUMAN
OG0002496	PRKRA_MOUSE	PRKRA_HUMAN
OG0002496	TRBP2_MOUSE	TRBP2_HUMAN
OG0002053	MFI_MOUSE	MFI_HUMAN
OG0002070	WDR13_MOUSE	WDR13_HUMAN
OG0002088	ARI5A_MOUSE	ARI5A_HUMAN
OG0002088	ARI5B_MOUSE	ARI5B_HUMAN
OG0002105	DTX2_MOUSE	DTX2_HUMAN
OG0002105	DTX1_MOUSE	DTX1_HUMAN
OG0002105	DTX4_MOUSE	DTX4_HUMAN
OG0002121	FAM3A_MOUSE	FAM3A_HUMAN
OG0002121	FAM3D_MOUSE	FAM3D_HUMAN
OG0002121	FAM3B_MOUSE	FAM3B_HUMAN
OG0002121	FAM3C_MOUSE	FAM3C_HUMAN
OG0002137	T2R41_MOUSE	T2R41_HUMAN
OG0002137	TR135_MOUSE	T2R60_HUMAN
OG0002137	TR134_MOUSE, TR143_MOUSE, T2R16_MOUSE	T2R16_HUMAN
OG0002172	TBX2_MOUSE	TBX2_HUMAN
OG0002172	TBX3_MOUSE	TBX3_HUMAN
OG0002189	PCOC1_MOUSE	PCOC1_HUMAN
OG0002189	PCOC2_MOUSE	PCOC2_HUMAN
OG0002208	RHBT3_MOUSE	RHBT3_HUMAN
OG0002225	AAPK1_MOUSE	AAPK1_HUMAN
OG0002225	AAPK2_MOUSE	AAPK2_HUMAN
OG0002290	EOGT_MOUSE	EOGT_HUMAN
OG0002308	ZDH18_MOUSE	ZDH18_HUMAN
OG0002308	ZDH14_MOUSE	ZDH14_HUMAN
OG0002324	FGD4_MOUSE	FGD4_HUMAN
OG0002324	FGD1_MOUSE	FGD1_HUMAN
OG0002324	FGD2_MOUSE	FGD2_HUMAN
OG0002342	CLASR_MOUSE	CLASR_HUMAN
OG0002362	FBN1_MOUSE	FBN1_HUMAN
OG0002362	FBN2_MOUSE	FBN3_HUMAN, FBN2_HUMAN
OG0002377	NDK6_MOUSE	NDK6_HUMAN
OG0002395	NKD1_MOUSE	NKD1_HUMAN
OG0002395	NKD2_MOUSE	NKD2_HUMAN
OG0002429	UGDH_MOUSE	UGDH_HUMAN
OG0002447	DZI1L_MOUSE	DZI1L_HUMAN
OG0002447	DZIP1_MOUSE	DZIP1_HUMAN
OG0002463	DEND3_MOUSE	DEND3_HUMAN
OG0002480	CFA96_MOUSE	CFA96_HUMAN
OG0002498	RBM25_MOUSE	RBM25_HUMAN
OG0002086	RHG01_MOUSE	RHG01_HUMAN
OG0002086	RHG08_MOUSE	RHG08_HUMAN
OG0002103	ORAI3_MOUSE	ORAI3_HUMAN
OG0002103	ORAI2_MOUSE	ORAI2_HUMAN
OG0002103	ORAI1_MOUSE	ORAI1_HUMAN
OG0002119	DFB41_MOUSE	DB112_HUMAN
OG0002119	DFB15_MOUSE, DFB34_MOUSE	DB110_HUMAN, D108B_HUMAN, DB108_HUMAN, D106A_HUMAN
OG0002135	RSPO1_MOUSE	RSPO1_HUMAN
OG0002135	RSPO3_MOUSE	RSPO3_HUMAN
OG0002135	RSPO2_MOUSE	RSPO2_HUMAN
OG0002135	RSPO4_MOUSE	RSPO4_HUMAN
OG0002171	TBX15_MOUSE	TBX15_HUMAN
OG0002171	TBX18_MOUSE	TBX18_HUMAN
OG0002186	STAR_MOUSE	STAR_HUMAN
OG0002186	STAR3_MOUSE	STAR3_HUMAN
OG0002186	STR3N_MOUSE	STR3N_HUMAN
OG0002206	KI21B_MOUSE	KI21B_HUMAN
OG0002206	KI21A_MOUSE	KI21A_HUMAN
OG0002223	TBC15_MOUSE	TBC15_HUMAN
OG0002223	TBC17_MOUSE	TBC17_HUMAN
OG0002258	MPND_MOUSE	MPND_HUMAN
OG0002276	FBX10_MOUSE	FBX10_HUMAN
OG0002310	MS18A_MOUSE	MS18A_HUMAN
OG0002328	PGTA_MOUSE	PGTA_HUMAN
OG0002346	RING2_MOUSE	RING2_HUMAN
OG0002346	RING1_MOUSE	RING1_HUMAN
OG0002363	FHAD1_MOUSE	FHAD1_HUMAN
OG0002378	TGIF1_MOUSE	TGIF1_HUMAN
OG0002378	TGIF2_MOUSE	TGIF2_HUMAN
OG0002397	MTSS2_MOUSE	MTSS2_HUMAN
OG0002397	MTSS1_MOUSE	MTSS1_HUMAN
OG0002415	SKA1_MOUSE	SKA1_HUMAN
OG0002431	NIPBL_MOUSE	NIPBL_HUMAN
OG0002448	NADK_MOUSE	NADK_HUMAN
OG0002465	ADA10_MOUSE	ADA10_HUMAN
OG0002482	UN45B_MOUSE	UN45B_HUMAN
OG0002482	UN45A_MOUSE	UN45A_HUMAN
OG0002500	F161B_MOUSE	F161B_HUMAN
OG0002500	F161A_MOUSE	F161A_HUMAN
OG0002129	IFIT3_MOUSE	IFIT3_HUMAN
OG0002129	IFIT2_MOUSE	IFIT2_HUMAN
OG0002129	IFIT1_MOUSE	IFIT5_HUMAN, IFIT1_HUMAN, IFT1B_HUMAN
OG0002195	TDRD7_MOUSE	TDRD7_HUMAN
OG0002212	KAPCB_MOUSE	KAPCB_HUMAN
OG0002212	KAPCA_MOUSE	KAPCA_HUMAN
OG0002227	PRDX3_MOUSE	PRDX3_HUMAN
OG0002227	PRDX1_MOUSE	PRDX1_HUMAN
OG0002227	PRDX2_MOUSE	PRDX2_HUMAN
OG0002244	RAD50_MOUSE	RAD50_HUMAN
OG0002261	UBP2L_MOUSE	UBP2L_HUMAN
OG0002261	UBAP2_MOUSE	UBAP2_HUMAN
OG0002278	FBLN5_MOUSE	FBLN5_HUMAN
OG0002278	FBLN3_MOUSE	FBLN3_HUMAN
OG0002278	FBLN4_MOUSE	FBLN4_HUMAN
OG0002295	PTPC1_MOUSE	PTPC1_HUMAN
OG0002313	GPX2_MOUSE	GPX2_HUMAN
OG0002313	GPX1_MOUSE	GPX1_HUMAN
OG0002330	ACAP2_MOUSE	ACAP3_HUMAN, ACAP2_HUMAN
OG0002350	PPE1_MOUSE	PPE1_HUMAN
OG0002350	PPE2_MOUSE	PPE2_HUMAN
OG0002367	KAD5_MOUSE	KAD5_HUMAN
OG0002367	KAD1_MOUSE	KAD1_HUMAN
OG0002382	PGGHG_MOUSE	PGGHG_HUMAN
OG0002387	TGRM2_MOUSE	TGRM2_HUMAN
OG0002387	TGRM1_MOUSE	TGRM1_HUMAN
OG0002391	MOK_MOUSE	MOK_HUMAN
OG0002406	FAP24_MOUSE	FAP24_HUMAN
OG0002422	DUT_MOUSE	DUT_HUMAN
OG0002439	RNZ2_MOUSE	RNZ2_HUMAN
OG0002455	BOD1_MOUSE	BD1L2_HUMAN, BOD1_HUMAN
OG0002455	BD1L1_MOUSE	BD1L1_HUMAN
OG0002487	KMO_MOUSE	KMO_HUMAN
OG0002504	FOXN3_MOUSE	FOXN2_HUMAN, FOXN3_HUMAN
OG0002522	CAV1_MOUSE	CAV1_HUMAN
OG0002522	CAV3_MOUSE	CAV3_HUMAN
OG0002543	CIP2A_MOUSE	CIP2A_HUMAN
OG0002076	PANK1_MOUSE	PANK1_HUMAN
OG0002076	PANK2_MOUSE	PANK2_HUMAN
OG0002076	PANK3_MOUSE	PANK3_HUMAN
OG0002093	SHIP1_MOUSE	SHIP1_HUMAN
OG0002093	SHIP2_MOUSE	SHIP2_HUMAN
OG0002110	DYST_MOUSE	DYST_HUMAN
OG0002110	K0754_MOUSE	K0754_HUMAN
OG0002110	MACF1_MOUSE	MACF1_HUMAN
OG0002128	IFI44_MOUSE	IFI44_HUMAN
OG0002128	IF44L_MOUSE	IF44L_HUMAN
OG0002163	ASGR2_MOUSE	ASGR2_HUMAN
OG0002163	ASGR1_MOUSE	ASGR1_HUMAN
OG0002163	CLC10_MOUSE	CLC10_HUMAN
OG0002179	TENS3_MOUSE	TENS3_HUMAN
OG0002179	TENS1_MOUSE	TENS1_HUMAN
OG0002179	TENS2_MOUSE	TENS2_HUMAN
OG0002194	KS6B2_MOUSE	KS6B2_HUMAN
OG0002194	KS6B1_MOUSE	KS6B1_HUMAN
OG0002211	LRC28_MOUSE	LRC28_HUMAN
OG0002211	LRC27_MOUSE	LRC27_HUMAN
OG0002226	EPHX4_MOUSE	EPHX4_HUMAN
OG0002226	EPHX3_MOUSE	EPHX3_HUMAN
OG0002277	SLF1_MOUSE	SLF1_HUMAN
OG0002329	DEFI8_MOUSE	DEFI8_HUMAN
OG0002348	MB12A_MOUSE	MB12A_HUMAN
OG0002348	MB12B_MOUSE	MB12B_HUMAN
OG0002365	P20D2_MOUSE	P20D2_HUMAN
OG0002416	MED27_MOUSE	MED27_HUMAN
OG0002432	RPF1_MOUSE	RPF1_HUMAN
OG0002472	ITIH4_MOUSE	ITIH4_HUMAN
OG0002472	ITIH1_MOUSE	ITIH1_HUMAN
OG0002472	ITIH3_MOUSE	ITIH3_HUMAN
OG0002488	HERP1_MOUSE	HERP1_HUMAN
OG0002488	HERP2_MOUSE	HERP2_HUMAN
OG0002494	COQ6_MOUSE	COQ6_HUMAN
OG0002512	F124B_MOUSE	F124A_HUMAN, F124B_HUMAN
OG0002528	CRBN_MOUSE	CRBN_HUMAN
OG0002532	PGRC1_MOUSE	PGRC1_HUMAN
OG0002532	PGRC2_MOUSE	PGRC2_HUMAN
OG0002547	UTP15_MOUSE	UTP15_HUMAN
OG0002113	SDS3_MOUSE	SDS3_HUMAN
OG0002130	IQCF5_MOUSE	IQCF5_HUMAN
OG0002130	IQCF1_MOUSE	IQCF1_HUMAN
OG0002130	IQCF3_MOUSE	IQCF6_HUMAN, IQCF2_HUMAN, IQCF3_HUMAN
OG0002165	ZN287_MOUSE	ZN483_HUMAN, ZN287_HUMAN, MZF1_HUMAN, ZSC22_HUMAN
OG0002181	CCNA2_MOUSE	CCNA2_HUMAN
OG0002181	CCNA1_MOUSE	CCNA1_HUMAN
OG0002198	TRXR3_MOUSE	TRXR3_HUMAN
OG0002198	TRXR1_MOUSE	TRXR1_HUMAN
OG0002214	IMP2L_MOUSE	IMP2L_HUMAN
OG0002229	COOA1_MOUSE	COOA1_HUMAN
OG0002229	CORA1_MOUSE	CORA1_HUMAN
OG0002263	LMIP_MOUSE	LMIP_HUMAN
OG0002263	CLDN2_MOUSE	CLDN2_HUMAN
OG0002280	DNJC1_MOUSE	DNJC1_HUMAN
OG0002298	ATX1L_MOUSE	ATX1L_HUMAN
OG0002298	ATX1_MOUSE	ATX1_HUMAN
OG0002353	RRAGC_MOUSE	RRAGC_HUMAN
OG0002353	RRAGD_MOUSE	RRAGD_HUMAN
OG0002370	SH3K1_MOUSE	SH3K1_HUMAN
OG0002370	CD2AP_MOUSE	CD2AP_HUMAN
OG0002388	BRPF1_MOUSE	BRPF1_HUMAN
OG0002388	BRPF3_MOUSE	BRPF3_HUMAN
OG0002408	EIF3A_MOUSE	EIF3A_HUMAN
OG0002423	NCOR1_MOUSE	NCOR1_HUMAN, CT191_HUMAN
OG0002423	NCOR2_MOUSE	NCOR2_HUMAN
OG0002440	RAIN_MOUSE	RAIN_HUMAN
OG0002440	RADIL_MOUSE	RADIL_HUMAN
OG0002474	ACINU_MOUSE	ACINU_HUMAN
OG0002490	CS012_MOUSE	CS012_HUMAN
OG0002506	TRM6_MOUSE	TRM6_HUMAN
OG0002523	TRBM_MOUSE	TRBM_HUMAN
OG0002540	CC186_MOUSE	CC186_HUMAN
OG0002575	BRSK2_MOUSE	BRSK2_HUMAN
OG0002575	BRSK1_MOUSE	BRSK1_HUMAN
OG0002593	ABCG4_MOUSE	ABCG4_HUMAN
OG0002593	ABCG1_MOUSE	ABCG1_HUMAN
OG0002213	WIPF2_MOUSE	WIPF2_HUMAN
OG0002213	WIPF1_MOUSE	WIPF1_HUMAN
OG0002228	MLP3A_MOUSE	MLP3A_HUMAN
OG0002228	MLP3B_MOUSE	MLP3B_HUMAN, MP3B2_HUMAN
OG0002262	PASK_MOUSE	PASK_HUMAN
OG0002279	PELO_MOUSE	PELO_HUMAN
OG0002297	S52A3_MOUSE	S52A3_HUMAN
OG0002315	NFS1_MOUSE	NFS1_HUMAN
OG0002333	KIBRA_MOUSE	KIBRA_HUMAN
OG0002333	WWC2_MOUSE	WWC2_HUMAN
OG0002352	DIP2B_MOUSE	DIP2B_HUMAN
OG0002352	DIP2A_MOUSE	DIP2C_HUMAN, DIP2A_HUMAN
OG0002369	CSK_MOUSE	CSK_HUMAN
OG0002385	TSSP_MOUSE	TSSP_HUMAN
OG0002403	PAIP1_MOUSE	PAIP1_HUMAN
OG0002420	MSPD2_MOUSE	MSPD2_HUMAN
OG0002436	RN166_MOUSE	RN166_HUMAN
OG0002436	RN125_MOUSE	RN125_HUMAN
OG0002436	RN114_MOUSE	RN114_HUMAN
OG0002451	CCD81_MOUSE	CCD81_HUMAN
OG0002469	S47A1_MOUSE	S47A1_HUMAN
OG0002469	S47A2_MOUSE	S47A2_HUMAN
OG0002501	SPOP_MOUSE	SPOP_HUMAN
OG0002501	SPOPL_MOUSE	SPOPL_HUMAN
OG0002514	BIG1_MOUSE	BIG1_HUMAN
OG0002514	BIG2_MOUSE	BIG2_HUMAN
OG0002531	POTE1_MOUSE	POTE1_HUMAN
OG0002549	IQGA2_MOUSE	IQGA2_HUMAN
OG0002549	IQGA1_MOUSE	IQGA1_HUMAN
OG0002566	CATA_MOUSE	CATA_HUMAN
OG0002582	SNX33_MOUSE	SNX33_HUMAN
OG0002582	SNX18_MOUSE	SNX18_HUMAN
OG0002588	SPA2L_MOUSE	SPA2L_HUMAN
OG0002588	SPAT2_MOUSE	SPAT2_HUMAN
OG0002604	PK3C3_MOUSE	PK3C3_HUMAN
OG0002216	IF4A1_MOUSE	IF4A1_HUMAN
OG0002216	IF4A2_MOUSE	IF4A2_HUMAN
OG0002231	BAG3_MOUSE	BAG3_HUMAN
OG0002265	FA50A_MOUSE	FA50A_HUMAN
OG0002265	FA50B_MOUSE	FA50B_HUMAN
OG0002300	LRC69_MOUSE	LRC69_HUMAN
OG0002335	NUD17_MOUSE	NUD17_HUMAN
OG0002354	SPTB1_MOUSE	SPTB1_HUMAN
OG0002354	SPTB2_MOUSE	SPTN2_HUMAN, SPTB2_HUMAN
OG0002384	EMAL5_MOUSE	EMAL5_HUMAN
OG0002384	EMAL6_MOUSE	EMAL6_HUMAN
OG0002402	ISL1_MOUSE	ISL1_HUMAN
OG0002402	ISL2_MOUSE	ISL2_HUMAN
OG0002421	CNOT8_MOUSE	CNOT8_HUMAN
OG0002421	CNOT7_MOUSE	CNOT7_HUMAN
OG0002437	TOM34_MOUSE	TOM34_HUMAN
OG0002437	SPAG1_MOUSE	SPAG1_HUMAN
OG0002454	CABL2_MOUSE	CABL2_HUMAN
OG0002454	CABL1_MOUSE	CABL1_HUMAN
OG0002473	CYLD_MOUSE	CYLD_HUMAN
OG0002489	SYS1_MOUSE	SYS1_HUMAN
OG0002505	SOSB1_MOUSE	SOSB1_HUMAN
OG0002505	SOSB2_MOUSE	SOSB2_HUMAN
OG0002520	SP17_MOUSE	SP17_HUMAN
OG0002536	UBP47_MOUSE	UBP47_HUMAN
OG0002553	RGRF2_MOUSE	RGRF2_HUMAN
OG0002553	RGRF1_MOUSE	RGRF1_HUMAN
OG0002570	F149A_MOUSE	F149A_HUMAN
OG0002586	AT2L2_MOUSE	AT2L2_HUMAN
OG0002586	AT2L1_MOUSE	AT2L1_HUMAN
OG0002603	COQ4_MOUSE	COQ4_HUMAN
OG0002618	RAGP1_MOUSE	RAGP1_HUMAN
OG0002634	ARI4B_MOUSE	ARI4B_HUMAN
OG0002634	ARI4A_MOUSE	ARI4A_HUMAN
OG0002250	ERC2_MOUSE	ERC2_HUMAN
OG0002250	RB6I2_MOUSE	RB6I2_HUMAN
OG0002266	FA72A_MOUSE	FA72B_HUMAN, FA72A_HUMAN, FA72C_HUMAN, FA72D_HUMAN
OG0002283	SUV92_MOUSE	SUV92_HUMAN
OG0002283	SUV91_MOUSE	SUV91_HUMAN
OG0002301	GFOD2_MOUSE	GFOD2_HUMAN
OG0002301	GFOD1_MOUSE	GFOD1_HUMAN
OG0002341	RAD21_MOUSE	RAD21_HUMAN
OG0002374	SULF2_MOUSE	SULF2_HUMAN
OG0002374	SULF1_MOUSE	SULF1_HUMAN
OG0002392	TESP1_MOUSE	TESP1_HUMAN
OG0002392	ITPI2_MOUSE	ITPI2_HUMAN
OG0002392	ITPI1_MOUSE	ITPI1_HUMAN
OG0002409	P5CS_MOUSE	P5CS_HUMAN
OG0002425	TM177_MOUSE	TM177_HUMAN
OG0002442	CC033_MOUSE	CC033_HUMAN
OG0002458	CP20A_MOUSE	CP20A_HUMAN
OG0002476	COX41_MOUSE	COX41_HUMAN
