Orthogroup	Hsap	Nvec
OG0001253	SAMD9_HUMAN, SAM9L_HUMAN	NV2t001872001.1
OG0001254	SCAM5_HUMAN, SCAM3_HUMAN, SCAM1_HUMAN, SCAM2_HUMAN	NV2t024215001.1
OG0001255	SCUB2_HUMAN, SCUB3_HUMAN, SCUB1_HUMAN	NV2t018054001.1, NV2t018056001.1
OG0001256	SDHA_HUMAN	NV2t005980007.1, NV2t005980004.1, NV2t005980005.1, NV2t005980003.1, NV2t005980006.1, NV2t005980002.1, NV2t005980001.1
OG0001257	SHB_HUMAN, SHD_HUMAN, SHE_HUMAN, SHF_HUMAN	NV2t024128001.1
OG0001258	SHRM4_HUMAN, SHRM2_HUMAN, SHRM3_HUMAN	NV2t002432003.1, NV2t002432001.1, NV2t002432002.1
OG0001259	SIA7F_HUMAN, SIA7E_HUMAN, SIA7D_HUMAN, SIA7C_HUMAN	NV2t016939001.1
OG0001260	SL9B1_HUMAN, SL9P1_HUMAN, SL9B2_HUMAN	NV2t001454001.1, NV2t010410001.1, NV2t010427001.1, NV2t010415001.1
OG0001261	SNTG1_HUMAN, SNTG2_HUMAN	NV2t006351005.1, NV2t006351004.1, NV2t006351002.1, NV2t006351001.1, NV2t006351003.1
OG0001262	SNX10_HUMAN, SNX11_HUMAN	NV2t018943001.1, NV2t018943002.1, NV2t018943003.1, NV2t006473001.1
OG0001263	SORC2_HUMAN, SORC3_HUMAN, SORC1_HUMAN	NV2t017773001.1, NV2t017771001.1, NV2t017773002.1
OG0001264	SPE39_HUMAN	NV2t019970005.1, NV2t019970001.1, NV2t019970007.1, NV2t019970004.1, NV2t019970002.1, NV2t019970003.1, NV2t019970006.1
OG0001265	SRPK3_HUMAN, SRPK1_HUMAN, SRPK2_HUMAN	NV2t000242003.1, NV2t000242001.1, NV2t000242002.1
OG0001266	SRRM1_HUMAN	NV2t009348006.1, NV2t009348003.1, NV2t009348004.1, NV2t009348007.1, NV2t009348009.1, NV2t009348008.1, NV2t009348001.1, NV2t009348010.1
OG0001268	ST32C_HUMAN, ST32A_HUMAN, ST32B_HUMAN	NV2t018940003.1, NV2t018940002.1, NV2t018940001.1
OG0001269	STING_HUMAN	NV2t017831001.1, NV2t017833001.1, NV2t017834001.1
OG0001270	SYPL1_HUMAN, SYPL2_HUMAN, SYNPR_HUMAN, SYPH_HUMAN	NV2t000133001.1
OG0001271	T11L1_HUMAN, T11L2_HUMAN, T11X1_HUMAN, T11X2_HUMAN, TCP11_HUMAN	NV2t009808001.1
OG0001272	TEAD1_HUMAN, TEAD4_HUMAN, TEAD2_HUMAN, TEAD3_HUMAN	NV2t009569001.1
OG0001273	TFF3_HUMAN, TFF2_HUMAN, TFF1_HUMAN	NV2t009157001.1, NV2t015673001.1
OG0001274	TICN2_HUMAN, TICN1_HUMAN, TICN3_HUMAN	NV2t003372001.1, NV2t003372002.1, NV2t003372003.1
OG0001275	TLX2_HUMAN, TLX3_HUMAN, TLX1_HUMAN	NV2t017537001.1, NV2t000643001.1
OG0001276	TOX4_HUMAN, TOX3_HUMAN, TOX2_HUMAN, TOX_HUMAN	NV2t005256001.1, NV2t005256002.1
OG0001277	TPC1_HUMAN	NV2t016580007.1, NV2t016580001.1, NV2t016580003.1, NV2t016580002.1, NV2t016580006.1, NV2t016580004.1
OG0001278	TREF1_HUMAN	NV2t019998006.1, NV2t019998005.1, NV2t019998007.1, NV2t019998001.1, NV2t019998002.1, NV2t019998003.1, NV2t019998004.1
OG0001279	TTC7A_HUMAN, TTC7B_HUMAN	NV2t019563002.1, NV2t019563003.1, NV2t019563001.1, NV2t019563004.1
OG0001280	UBX11_HUMAN	NV2t017374002.1, NV2t017374005.1, NV2t017374004.1, NV2t017374007.1, NV2t017374001.1, NV2t017374003.1, NV2t017374006.1
OG0001281	VATH_HUMAN	NV2t005819001.1, NV2t005819002.1, NV2t005819003.1, NV2t005819004.1, NV2t005819005.1, NV2t005819006.1, NV2t005819007.1
OG0001282	WIPF2_HUMAN, WIPF1_HUMAN	NV2t011776001.1, NV2t011776003.1, NV2t022834001.1
OG0001283	YPEL4_HUMAN, YPEL1_HUMAN, YPEL3_HUMAN, YPEL2_HUMAN	NV2t016578002.1
OG0001285	ZN639_HUMAN, ZN711_HUMAN, ZFY_HUMAN, ZFX_HUMAN	NV2t015091001.1
OG0001286	ZMAT3_HUMAN, ZMAT4_HUMAN, ZN346_HUMAN	NV2t006135001.1, NV2t006135002.1, NV2t006135003.1
OG0001330	GBRB3_HUMAN, GBRB2_HUMAN, GBRB1_HUMAN	NV2t013369001.1, NV2t013369002.1
OG0001331	TRHDE_HUMAN, AMPN_HUMAN, AMPQ_HUMAN	NV2t015546001.1
OG0001332	DAB1_HUMAN, DAB2_HUMAN	NV2t001294001.1
OG0001334	ATS6_HUMAN, ATS10_HUMAN, ATS12_HUMAN, ATS7_HUMAN	NV2t024253001.1
OG0001335	SFRP4_HUMAN, SFRP3_HUMAN	NV2t014583001.1, NV2t014583002.1
OG0001337	TRAF6_HUMAN	NV2t018750003.1, NV2t018750005.1, NV2t018750002.1, NV2t018750004.1
OG0001338	WFDC3_HUMAN	NV2t019319002.1, NV2t019319005.1, NV2t019319003.1, NV2t019319001.1, NV2t019319004.1
OG0001339	PAX3_HUMAN, PAX7_HUMAN	NV2t024239001.1, NV2t022916001.1, NV2t022916002.1
OG0001341	CCNB2_HUMAN, CCNB1_HUMAN	NV2t006577001.1, NV2t023723001.1, NV2t023723002.1, NV2t023723003.1
OG0001342	SPEGN_HUMAN, DAPK2_HUMAN, DAPK3_HUMAN	NV2t023218001.1, NV2t023218002.1, NV2t023215001.1, NV2t023215002.1
OG0001343	SRS12_HUMAN, SRSF8_HUMAN, SRSF2_HUMAN	NV2t007521001.1, NV2t007521002.1, NV2t007521004.1, NV2t007521005.1, NV2t007521003.1
OG0001344	RBM3_HUMAN, CIRBP_HUMAN	NV2t015043001.1, NV2t015044001.1, NV2t015055001.1
OG0001345	P20D2_HUMAN	NV2t005376001.1, NV2t001183001.1
OG0001346	NCALD_HUMAN, HPCA_HUMAN, HPCL1_HUMAN	NV2t016432001.1, NV2t016432002.1
OG0001347	NTRK1_HUMAN, NTRK3_HUMAN, NTRK2_HUMAN	NV2t006770001.1
OG0001348	KC1AL_HUMAN, KC1A_HUMAN	NV2t014548001.1, NV2t014548002.1, NV2t018945003.1, NV2t018945001.1, NV2t018945004.1
OG0001350	HSF4_HUMAN, HSF1_HUMAN, HSF2_HUMAN	NV2t005166001.1, NV2t005166002.1
OG0001351	IMA1_HUMAN, IMA8_HUMAN	NV2t009315001.1, NV2t021043002.1, NV2t009315002.1, NV2t009315003.1
OG0001352	TMM91_HUMAN, SYNG1_HUMAN, SYN1L_HUMAN	NV2t013070001.1, NV2t003444001.1
OG0001354	CBPE_HUMAN	NV2t016655001.1, NV2t003135001.1, NV2t003135002.1, NV2t000676001.1
OG0001355	REPS1_HUMAN, REPS2_HUMAN	NV2t009176001.1, NV2t008360002.1, NV2t008360004.1, NV2t008360003.1, NV2t008360001.1
OG0001356	DHX36_HUMAN	NV2t017216003.1, NV2t017216006.1, NV2t017216004.1, NV2t017216001.1, NV2t017216005.1, NV2t017216002.1
OG0001357	KIF2C_HUMAN, KIF2A_HUMAN, KIF2B_HUMAN	NV2t000722001.1, NV2t000722002.1
OG0001358	MICA3_HUMAN, MICA2_HUMAN	NV2t010171004.1, NV2t010171002.1, NV2t010171001.1, NV2t010171003.1
OG0001359	PEF1_HUMAN	NV2t005842001.1, NV2t005842002.1, NV2t005842003.1, NV2t005842004.1
OG0001360	RAB38_HUMAN	NV2t019733004.1, NV2t019733005.1, NV2t019733002.1, NV2t019733001.1, NV2t019733006.1, NV2t019733003.1
OG0001361	F167B_HUMAN, F167A_HUMAN	NV2t001052001.1, NV2t004362001.1
OG0001362	HAOX2_HUMAN	NV2t014868001.1, NV2t025527001.1, NV2t025530001.1, NV2t025531001.1, NV2t025528001.1, NV2t025528002.1
OG0001363	PPR27_HUMAN	NV2t011806001.1, NV2t008591001.1, NV2t020362001.1, NV2t003773001.1
OG0001364	PRD14_HUMAN	NV2t006172001.1, NV2t012999001.1, NV2t001449001.1, NV2t001449002.1
OG0001365	1A1L1_HUMAN, 1A1L2_HUMAN	NV2t014179001.1, NV2t018634001.1, NV2t018634002.1
OG0001367	RHG44_HUMAN, RHG17_HUMAN, 3BP1_HUMAN, BGIN_HUMAN	NV2t007029001.1
OG0001368	3MG_HUMAN	NV2t007183002.1, NV2t007183001.1, NV2t007182002.1, NV2t007182001.1, NV2t007182003.1, NV2t008946002.1
OG0001370	ACBD4_HUMAN, ACBD5_HUMAN	NV2t010961002.1, NV2t010961005.1, NV2t010961004.1, NV2t010961001.1, NV2t010961003.1
OG0001371	ACE_HUMAN	NV2t022756001.1, NV2t022171001.1, NV2t022698001.1
OG0001372	IREB2_HUMAN, ACOHC_HUMAN	NV2t013188001.1, NV2t013188004.1, NV2t013188002.1, NV2t013188003.1
OG0001373	ACP7_HUMAN	NV2t020737002.1, NV2t020255001.1
OG0001374	AHRR_HUMAN, AHR_HUMAN	NV2t010599001.1, NV2t010600001.1, NV2t011520001.1
OG0001376	AMZ1_HUMAN, AMZ2_HUMAN	NV2t018241001.1, NV2t000219001.1
OG0001377	ANR28_HUMAN, ANR44_HUMAN, ANR52_HUMAN	NV2t012121001.1, NV2t012121002.1
OG0001378	ANTRL_HUMAN, ANTR1_HUMAN, ANTR2_HUMAN	NV2t005700001.1, NV2t005700002.1
OG0001379	AOFB_HUMAN, AOFA_HUMAN	NV2t002375001.1, NV2t019676001.1, NV2t019676002.1
OG0001380	ARHGB_HUMAN, ARHG1_HUMAN, ARHGC_HUMAN	NV2t022266001.1, NV2t022265002.1, NV2t022265001.1
OG0001381	ARHG4_HUMAN, ARHG9_HUMAN, SPT13_HUMAN	NV2t022466002.1, NV2t022466003.1
OG0001382	AT2B4_HUMAN, AT2B1_HUMAN, AT2B3_HUMAN, AT2B2_HUMAN	NV2t003119001.1
OG0001383	ATD3A_HUMAN, ATD3B_HUMAN	NV2t013477009.1, NV2t013477011.1, NV2t013477006.1, NV2t013477001.1, NV2t013477010.1
OG0001384	ATLA1_HUMAN, ATLA3_HUMAN, ATLA2_HUMAN	NV2t020879001.1, NV2t020879002.1
OG0001385	ATX3L_HUMAN, ATX3_HUMAN	NV2t005124004.1, NV2t005124003.1, NV2t005124002.1, NV2t005124001.1, NV2t005124005.1
OG0001386	BAIP2_HUMAN, BI2L2_HUMAN, BI2L1_HUMAN	NV2t007670001.1, NV2t007672001.1
OG0001387	BANP_HUMAN	NV2t011364001.1, NV2t011367003.1, NV2t011367004.1, NV2t011367005.1, NV2t011367002.1, NV2t011367001.1
OG0001388	CASL_HUMAN, EFS_HUMAN, BCAR1_HUMAN	NV2t004083001.1, NV2t004083002.1
OG0001389	BODG_HUMAN	NV2t014053001.1, NV2t014054001.1, NV2t014054002.1
OG0001390	BOLL_HUMAN	NV2t001767001.1, NV2t001767002.1, NV2t018156001.1
OG0001391	BST1_HUMAN, CD38_HUMAN	NV2t024332001.1, NV2t022740001.1, NV2t022740002.1
OG0001392	PRR36_HUMAN, BTBD8_HUMAN	NV2t012527001.1, NV2t012527005.1, NV2t012527002.1, NV2t012527003.1, NV2t012527004.1
OG0001393	C2C2L_HUMAN, C2CD2_HUMAN	NV2t021207003.1, NV2t021207004.1, NV2t021207001.1, NV2t021207002.1
OG0001394	CAN5_HUMAN	NV2t021774001.1, NV2t021774002.1, NV2t021774003.1, NV2t021774004.1, NV2t021774005.1, NV2t021774006.1
OG0001395	CARL3_HUMAN, CARL1_HUMAN	NV2t004109003.1, NV2t004109002.1, NV2t004109001.1, NV2t004109004.1
OG0001396	CBAR1_HUMAN, CBAR2_HUMAN	NV2t005207001.1, NV2t015954001.1
OG0001397	CBS_HUMAN	NV2t011457001.1, NV2t011460001.1, NV2t011460002.1, NV2t021951001.1, NV2t021951002.1
OG0001398	CCD63_HUMAN	NV2t013679001.1, NV2t021573001.1, NV2t016815001.1, NV2t015831001.1, NV2t015831002.1
OG0001399	CDK16_HUMAN, CDK18_HUMAN, CDK17_HUMAN	NV2t000942001.1, NV2t000942002.1
OG0001400	MANF_HUMAN, CDNF_HUMAN	NV2t000906001.1, NV2t000900002.1, NV2t000900001.1, NV2t000900003.1
OG0001401	CDS1_HUMAN, CDS2_HUMAN	NV2t013924002.1, NV2t013924003.1, NV2t013924001.1, NV2t013924004.1
OG0001402	CEGT_HUMAN	NV2t002160002.1, NV2t002160003.1, NV2t002160004.1, NV2t002160006.1, NV2t002160005.1, NV2t002160001.1
OG0001403	DEUP1_HUMAN, CEP63_HUMAN	NV2t021225001.1, NV2t021225002.1, NV2t021225003.1, NV2t021225004.1
OG0001404	CERK1_HUMAN	NV2t000943005.1, NV2t000943001.1, NV2t000943002.1, NV2t000943003.1, NV2t000943006.1, NV2t000943004.1
OG0001405	CF337_HUMAN, EFCB8_HUMAN	NV2t000066001.1, NV2t000066002.1, NV2t000066003.1, NV2t000066004.1
OG0001406	CTSR3_HUMAN, CFA91_HUMAN	NV2t021652001.1, NV2t022669002.1, NV2t022669001.1, NV2t022669003.1
OG0001408	CHD4_HUMAN, CHD3_HUMAN, CHD5_HUMAN	NV2t013985003.1, NV2t013985002.1, NV2t013985001.1
OG0001409	CIDEB_HUMAN, CIDEA_HUMAN, CIDEC_HUMAN	NV2t013242001.1
OG0001410	CIP4_HUMAN, FBP1L_HUMAN, FNBP1_HUMAN	NV2t024946001.1, NV2t025089001.1
OG0001411	CIPC_HUMAN	NV2t015971001.1, NV2t015971002.1, NV2t015971003.1, NV2t015971004.1, NV2t015971006.1
OG0001412	SOCS3_HUMAN, SOCS2_HUMAN, CISH_HUMAN	NV2t007982001.1
OG0001413	CKS1_HUMAN, CKS2_HUMAN	NV2t021565001.1, NV2t023726001.1
OG0001414	PASD1_HUMAN, CLOCK_HUMAN, NPAS2_HUMAN	NV2t018456001.1
OG0001415	CMA1A_HUMAN, CMA1B_HUMAN	NV2t023903001.1, NV2t023908001.1, NV2t012668001.1
OG0001417	CP4V2_HUMAN	NV2t005934001.1, NV2t005932001.1, NV2t005932002.1, NV2t005932003.1
OG0001418	CPSF7_HUMAN, CPSF6_HUMAN	NV2t018279001.1, NV2t018279002.1, NV2t018279003.1, NV2t018279004.1
OG0001419	CPZIP_HUMAN, WAC2A_HUMAN, WAC2C_HUMAN	NV2t022811001.1, NV2t022811002.1, NV2t022812001.1
OG0001420	CRTC1_HUMAN, CRTC3_HUMAN, CRTC2_HUMAN	NV2t023134001.1, NV2t023134002.1
OG0001421	CRY2_HUMAN, CRY1_HUMAN	NV2t010594001.1, NV2t025431001.1
OG0001422	CSR2B_HUMAN	NV2t001825001.1, NV2t001825002.1, NV2t001825003.1
OG0001424	CYTM_HUMAN, CYTC_HUMAN, CYTD_HUMAN, CYTT_HUMAN, CYTN_HUMAN, CYTS_HUMAN	NV2t017628001.1
OG0001425	DAAF9_HUMAN	NV2t018717003.1, NV2t018717004.1, NV2t018717005.1, NV2t018717007.1, NV2t018717006.1, NV2t018717002.1, NV2t018717001.1
OG0001426	GRDN_HUMAN, DAPLE_HUMAN	NV2t021007004.1, NV2t021007001.1, NV2t021007002.1, NV2t021007003.1
OG0001427	HLF_HUMAN, DBP_HUMAN, TEF_HUMAN	NV2t002887001.1, NV2t002887002.1
OG0001428	DCAM_HUMAN	NV2t008650003.1, NV2t008650004.1, NV2t008650001.1, NV2t008650002.1, NV2t008650005.1
OG0001429	DDR2_HUMAN, DDR1_HUMAN	NV2t025474001.1, NV2t025474002.1
OG0001430	DHRS7_HUMAN	NV2t020330001.1, NV2t020853001.1
OG0001431	DIRC2_HUMAN	NV2t018611001.1, NV2t018278001.1
OG0001432	DJC10_HUMAN	NV2t012446008.1, NV2t012446003.1, NV2t012446004.1, NV2t012446005.1, NV2t012446007.1, NV2t012446009.1
OG0001433	DMTF1_HUMAN	NV2t009866001.1, NV2t001451001.1, NV2t001451003.1, NV2t001451004.1, NV2t001451002.1, NV2t001451005.1
OG0001434	DNSL2_HUMAN, DNAS1_HUMAN	NV2t001442001.1, NV2t016613001.1, NV2t016613003.1
OG0001435	DOC2A_HUMAN, RP3A_HUMAN, DOC2B_HUMAN	NV2t016261001.1
OG0001436	SEPR_HUMAN, DPP4_HUMAN	NV2t011454001.1, NV2t011791001.1, NV2t011791002.1
OG0001437	DRAM1_HUMAN, DRAM2_HUMAN	NV2t022490001.1, NV2t003076001.1
OG0001438	DYST_HUMAN, K0754_HUMAN, MACF1_HUMAN	NV2t017253001.1, NV2t017256001.1
OG0001440	EHMT1_HUMAN, EHMT2_HUMAN	NV2t025506003.1, NV2t025506005.1, NV2t025506001.1, NV2t025506002.1, NV2t025506004.1
OG0001441	ELYS_HUMAN	NV2t014944001.1, NV2t014944004.1, NV2t014944006.1, NV2t014944002.1, NV2t014944003.1, NV2t014944005.1
OG0001442	ENOA_HUMAN, ENOG_HUMAN, ENOB_HUMAN	NV2t013537002.1, NV2t013537003.1
OG0001443	EXOC3_HUMAN, EX3L1_HUMAN, EX3L2_HUMAN, TNAP2_HUMAN	NV2t005619001.1
OG0001444	F264_HUMAN, F261_HUMAN, F263_HUMAN, F262_HUMAN	NV2t001895001.1
OG0001445	FBH1_HUMAN	NV2t002129001.1, NV2t002129002.1, NV2t002129003.1, NV2t002129004.1, NV2t002129005.1, NV2t002129006.1
OG0001446	FXL20_HUMAN, FBXL2_HUMAN	NV2t011269002.1, NV2t011269004.1, NV2t011269003.1, NV2t011269001.1
OG0001447	FKBP7_HUMAN, FKB14_HUMAN	NV2t016606001.1, NV2t006716002.1, NV2t006716003.1
OG0001448	FL2D_HUMAN	NV2t008439003.1, NV2t008439005.1, NV2t008439006.1, NV2t008439002.1, NV2t008439001.1, NV2t008439004.1
OG0001449	FMR1_HUMAN, FXR2_HUMAN, FXR1_HUMAN	NV2t021146001.1, NV2t021218001.1
OG0001450	JUNO_HUMAN, FOLR1_HUMAN, FOLR2_HUMAN, FOLR3_HUMAN	NV2t003381001.1
OG0001451	FOXP1_HUMAN, FOXP4_HUMAN, FOXP2_HUMAN	NV2t000645001.1, NV2t000645002.1
OG0001452	FSTL5_HUMAN, FSTL4_HUMAN	NV2t010137001.1
OG0001453	PHF7_HUMAN, G2E3_HUMAN	NV2t005941001.1
OG0001454	G6PD_HUMAN	NV2t000281006.1, NV2t000281005.1, NV2t000281001.1, NV2t000281007.1, NV2t000281004.1
OG0001455	GIPC3_HUMAN, GIPC1_HUMAN, GIPC2_HUMAN	NV2t000378001.1, NV2t000378002.1
OG0001456	GLYG2_HUMAN, GLYG_HUMAN	NV2t021833005.1, NV2t021833004.1, NV2t021833003.1, NV2t012758001.1, NV2t011460003.1
OG0001457	GRP4_HUMAN, GRP1_HUMAN, GRP3_HUMAN, GRP2_HUMAN	NV2t012001001.1
OG0001459	GSTO2_HUMAN, GSTO1_HUMAN	NV2t008132001.1, NV2t012213001.1, NV2t007934001.1, NV2t007934002.1
OG0001460	H6ST1_HUMAN, H6ST3_HUMAN, H6ST2_HUMAN	NV2t019669001.1
OG0001461	HEBP2_HUMAN	NV2t024609001.1, NV2t024609002.1, NV2t007911001.1, NV2t007911002.1, NV2t015823001.1
OG0001462	HNRH3_HUMAN, HNRPF_HUMAN, HNRH2_HUMAN, HNRH1_HUMAN	NV2t015090001.1
OG0001463	KAZD1_HUMAN, IBP7_HUMAN, IBPL1_HUMAN	NV2t006476001.1, NV2t021870001.1
OG0001464	IF4G1_HUMAN, IF4G3_HUMAN	NV2t013274002.1, NV2t013272001.1, NV2t013274001.1
OG0001465	TCO2_HUMAN, TCO1_HUMAN, IF_HUMAN	NV2t015568001.1
OG0001466	IGDC3_HUMAN, IGDC4_HUMAN, PRTG_HUMAN	NV2t014222001.1, NV2t014222002.1
OG0001467	IMDH1_HUMAN, IMDH2_HUMAN	NV2t014761001.1, NV2t003510001.1, NV2t003510002.1
OG0001468	INT10_HUMAN	NV2t022806002.1, NV2t022806003.1, NV2t022806005.1, NV2t022806007.1, NV2t022806006.1, NV2t022806004.1
OG0001469	INT8_HUMAN	NV2t005452003.1, NV2t005452002.1, NV2t005452004.1, NV2t005452005.1, NV2t005452001.1, NV2t005452006.1
OG0001470	IPO8_HUMAN, IPO7_HUMAN	NV2t017945002.1, NV2t017945003.1, NV2t017945001.1, NV2t017945004.1
OG0001471	IPP2C_HUMAN, IPP2L_HUMAN, IPP2B_HUMAN, IPP2_HUMAN	NV2t015238001.1, NV2t015238002.1, NV2t015238003.1
OG0001472	IRF2_HUMAN, IRF1_HUMAN	NV2t006025001.1, NV2t006025002.1, NV2t006330001.1
OG0001473	WWP2_HUMAN, ITCH_HUMAN, WWP1_HUMAN	NV2t004077001.1, NV2t004077002.1
OG0001474	ITPR1_HUMAN, ITPR3_HUMAN, ITPR2_HUMAN	NV2t002511001.1, NV2t002511002.1
OG0001475	JADE3_HUMAN, JADE2_HUMAN, JADE1_HUMAN	NV2t003256001.1, NV2t003256002.1
OG0001476	KCND1_HUMAN, KCND3_HUMAN, KCND2_HUMAN	NV2t001768001.1, NV2t001768002.1
OG0001477	KDM1A_HUMAN	NV2t008332005.1, NV2t008332004.1, NV2t008332006.1, NV2t008332002.1, NV2t008332001.1, NV2t008332003.1
OG0001478	KI16B_HUMAN	NV2t020539001.1, NV2t020539002.1, NV2t019922003.1, NV2t019922001.1, NV2t019922002.1
OG0001479	KI26B_HUMAN, KI26A_HUMAN	NV2t011790003.1, NV2t011790004.1, NV2t011790001.1, NV2t011790002.1
OG0001480	KLH20_HUMAN	NV2t001822001.1, NV2t001822002.1, NV2t001822003.1, NV2t001822005.1, NV2t025134001.1
OG0001481	KMO_HUMAN	NV2t001443001.1, NV2t022494001.1, NV2t022494003.1, NV2t022494004.1, NV2t022494002.1
OG0001483	ZAP70_HUMAN, KSYK_HUMAN	NV2t001824004.1, NV2t001824001.1, NV2t001824002.1, NV2t001824003.1
OG0001484	LAMA2_HUMAN, LAMA1_HUMAN	NV2t022840001.1, NV2t022843001.1, NV2t024158001.1
OG0001485	S43A3_HUMAN, LAT4_HUMAN, LAT3_HUMAN	NV2t017054001.1, NV2t017115001.1, NV2t017115002.1
OG0001486	LBX1_HUMAN, LBX2_HUMAN	NV2t017667001.1
OG0001488	LRC41_HUMAN	NV2t000290001.1, NV2t000290003.1, NV2t000290004.1, NV2t000290005.1, NV2t000290006.1, NV2t000290002.1
OG0001489	MARHB_HUMAN, MARH9_HUMAN, MARH4_HUMAN	NV2t012599001.1, NV2t012599003.1
OG0001490	MBD4_HUMAN	NV2t022071004.1, NV2t022071006.1, NV2t022071005.1, NV2t022071002.1, NV2t022071001.1, NV2t022071003.1
OG0001492	MCTP2_HUMAN, MCTP1_HUMAN	NV2t024159002.1, NV2t024159004.1, NV2t024159001.1, NV2t024159003.1
OG0001493	PEAR1_HUMAN, MEG11_HUMAN, MEG10_HUMAN	NV2t014162001.1, NV2t014163001.1
OG0001494	MGST3_HUMAN	NV2t008571003.1, NV2t008571005.1, NV2t008571001.1, NV2t008571002.1, NV2t008571004.1, NV2t008571006.1
OG0001495	MGT4C_HUMAN	NV2t022489001.1
OG0001496	MILK1_HUMAN, MILK2_HUMAN	NV2t011482001.1, NV2t011482002.1, NV2t004316001.1
OG0001497	MINY2_HUMAN, MINY1_HUMAN	NV2t013287003.1, NV2t013287002.1, NV2t013287001.1, NV2t013287004.1
OG0001498	MTHR_HUMAN	NV2t013845008.1, NV2t013845001.1, NV2t013845005.1, NV2t013845006.1, NV2t013845004.1
OG0001499	MYO1E_HUMAN, MYO1F_HUMAN	NV2t022890001.1, NV2t007761001.1
OG0001500	NEK10_HUMAN	NV2t010669003.1, NV2t010669001.1, NV2t010669004.1, NV2t010669005.1, NV2t010669006.1, NV2t010669002.1
OG0001501	NIN_HUMAN, NINL_HUMAN	NV2t024618001.1, NV2t024618002.1, NV2t024618003.1, NV2t024618004.1
OG0001502	NKX63_HUMAN, NKX62_HUMAN, NKX61_HUMAN	NV2t018672001.1, NV2t018674001.1, NV2t018674002.1
OG0001503	NOL4L_HUMAN, NOL4_HUMAN	NV2t016735002.1, NV2t016735001.1, NV2t016735003.1, NV2t016735004.1
OG0001504	NPDC1_HUMAN	NV2t025738003.1, NV2t025738002.1, NV2t025738004.1, NV2t025738001.1, NV2t025738005.1, NV2t025738006.1
OG0001506	ORAI1_HUMAN, ORAI2_HUMAN, ORAI3_HUMAN	NV2t016878001.1
OG0001507	ORML3_HUMAN, ORML2_HUMAN, ORML1_HUMAN	NV2t010844001.1, NV2t010844002.1
OG0001508	OTOP1_HUMAN, OTOP3_HUMAN, OTOP2_HUMAN	NV2t019893001.1, NV2t000949001.1
OG0001509	RHXF1_HUMAN, OTP_HUMAN	NV2t023103001.1, NV2t023103004.1, NV2t023103002.1, NV2t023103003.1, NV2t023103005.1
OG0001510	OXSR1_HUMAN, STK39_HUMAN	NV2t012831001.1, NV2t012831002.1, NV2t012831003.1, NV2t012831004.1
OG0001512	P2RX4_HUMAN, P2RX5_HUMAN	NV2t016980001.1, NV2t016199005.1, NV2t016199008.1
OG0001513	P85A_HUMAN, P85B_HUMAN, P55G_HUMAN	NV2t000955001.1, NV2t000955002.1
OG0001514	PACN3_HUMAN, PACN1_HUMAN, PACN2_HUMAN	NV2t017630001.1
OG0001515	PCBP4_HUMAN, PCBP3_HUMAN, PCBP1_HUMAN, PCBP2_HUMAN	NV2t011466001.1
OG0001516	PDCD4_HUMAN	NV2t019266002.1, NV2t019266001.1, NV2t019266003.1, NV2t019266004.1, NV2t019266005.1, NV2t019266006.1
OG0001517	PDE1B_HUMAN, PDE1A_HUMAN, PDE1C_HUMAN	NV2t012588001.1, NV2t012588002.1
OG0001518	PDZ11_HUMAN, WHRN_HUMAN	NV2t025420004.1, NV2t025420001.1, NV2t025420002.1, NV2t025420003.1
OG0001519	PELI3_HUMAN, PELI1_HUMAN, PELI2_HUMAN	NV2t019927001.1, NV2t019927002.1
OG0001520	PHRF1_HUMAN, SCAFB_HUMAN, SFR19_HUMAN	NV2t017943001.1, NV2t017944001.1
OG0001521	PIF1_HUMAN	NV2t000375001.1, NV2t010915001.1, NV2t010915002.1
OG0001522	PLSL_HUMAN, PLSI_HUMAN, PLST_HUMAN	NV2t010717001.1
OG0001523	POLH_HUMAN	NV2t011941004.1, NV2t011941005.1, NV2t011941002.1, NV2t011941006.1, NV2t011941001.1, NV2t011941003.1
OG0001524	PPA5_HUMAN	NV2t002800001.1, NV2t002800002.1, NV2t002800003.1, NV2t004261001.1, NV2t004150001.1
OG0001525	PPIP1_HUMAN, PPIP2_HUMAN	NV2t014273002.1, NV2t014273004.1, NV2t014273001.1, NV2t014273003.1
OG0001526	PRKDC_HUMAN	NV2t007797001.1, NV2t007799001.1, NV2t007798003.1, NV2t007798002.1, NV2t007798001.1
OG0001527	PSN1_HUMAN, PSN2_HUMAN	NV2t020713002.1, NV2t020713004.1, NV2t020713005.1, NV2t020713006.1
OG0001528	PTN18_HUMAN, PTN12_HUMAN, PTN22_HUMAN	NV2t000789001.1, NV2t000789002.1
OG0001529	PTPR2_HUMAN	NV2t011670006.1, NV2t011670001.1, NV2t011670002.1, NV2t011670003.1, NV2t011670004.1, NV2t011670005.1
OG0001530	PTPRF_HUMAN, PTPRS_HUMAN, PTPRD_HUMAN	NV2t000668003.1, NV2t000668007.1
OG0001531	RAB5B_HUMAN, RAB5A_HUMAN, RAB5C_HUMAN	NV2t012116001.1, NV2t012116002.1
OG0001532	RCAN1_HUMAN, RCAN3_HUMAN, RCAN2_HUMAN	NV2t008579001.1, NV2t008579002.1
