Orthogroup	Hsap	Pdam
OG0003073	CSN7A_HUMAN, CSN7B_HUMAN	pdam_00003055-RA
OG0003075	CTAG2_HUMAN, CTG1B_HUMAN, LAGE3_HUMAN	pdam_00019649-RA
OG0003076	CTBL1_HUMAN	pdam_00004681-RA
OG0003077	CTDSL_HUMAN, CTDS1_HUMAN	pdam_00000708-RA
OG0003078	MI4GD_HUMAN, CTIF_HUMAN	pdam_00001090-RA
OG0003079	PLAK_HUMAN, CTNB1_HUMAN	pdam_00008646-RA
OG0003080	CTNL1_HUMAN	pdam_00016418-RA
OG0003081	CUED1_HUMAN	pdam_00017349-RA
OG0003082	CUL4B_HUMAN, CUL4A_HUMAN	pdam_00018137-RA
OG0003083	CX6A1_HUMAN, CX6A2_HUMAN	pdam_00022455-RA
OG0003085	CXXC1_HUMAN	pdam_00011044-RA
OG0003086	CY561_HUMAN	pdam_00005779-RA, pdam_00005781-RA, pdam_00005780-RA
OG0003087	CYFP2_HUMAN, CYFP1_HUMAN	pdam_00004283-RA
OG0003088	GRASP_HUMAN, CYTIP_HUMAN	pdam_00013675-RA
OG0003089	DDX11_HUMAN, D11L8_HUMAN, DDX12_HUMAN	pdam_00008730-RA
OG0003090	DAAM1_HUMAN, DAAM2_HUMAN	pdam_00016690-RA
OG0003091	DACH2_HUMAN, DACH1_HUMAN	pdam_00018700-RA
OG0003093	DBND2_HUMAN, DTBP1_HUMAN	pdam_00007718-RA
OG0003094	DC11L_HUMAN, DRC11_HUMAN	pdam_00003283-RA
OG0003095	DC1I1_HUMAN, DC1I2_HUMAN	pdam_00020601-RA
OG0003096	DC1L2_HUMAN, DC1L1_HUMAN	pdam_00018898-RA
OG0003097	DC2L1_HUMAN	pdam_00011561-RA, pdam_00013238-RA
OG0003098	DCAF6_HUMAN	pdam_00001589-RA
OG0003099	DCC_HUMAN, NEO1_HUMAN	pdam_00001672-RA, pdam_00003909-RA
OG0003100	DCNL1_HUMAN, DCNL2_HUMAN	pdam_00001255-RA
OG0003101	DCST1_HUMAN, DCST2_HUMAN	pdam_00014234-RA
OG0003102	S23IP_HUMAN, DDHD2_HUMAN	pdam_00003541-RA
OG0003103	DDI2_HUMAN, DDI1_HUMAN	pdam_00003412-RA
OG0003104	DDX18_HUMAN	pdam_00003985-RA, pdam_00003983-RA
OG0003105	DDX20_HUMAN	pdam_00001378-RA
OG0003106	DDX50_HUMAN, DDX21_HUMAN	pdam_00002942-RA
OG0003107	DDX31_HUMAN	pdam_00004102-RA
OG0003108	DDX49_HUMAN	pdam_00025862-RA, pdam_00025813-RA, pdam_00006492-RA
OG0003109	DE10B_HUMAN, DEN10_HUMAN	pdam_00003576-RA
OG0003111	DEN1B_HUMAN, DEN1A_HUMAN	pdam_00005826-RA
OG0003112	DEN5A_HUMAN, DEN5B_HUMAN	pdam_00007444-RA
OG0003113	DEP1B_HUMAN, DEP1A_HUMAN	pdam_00012975-RA
OG0003114	DEPD4_HUMAN, DEPD7_HUMAN	pdam_00020476-RA
OG0003115	DERL3_HUMAN, DERL2_HUMAN	pdam_00000295-RA
OG0003116	DGKD_HUMAN, DGKH_HUMAN	pdam_00001775-RA
OG0003117	DHB14_HUMAN	pdam_00023240-RA
OG0003118	DHRS4_HUMAN, DR4L1_HUMAN, DR4L2_HUMAN	pdam_00009113-RA
OG0003119	DHX15_HUMAN	pdam_00002199-RA
OG0003120	PHF3_HUMAN, DIDO1_HUMAN	pdam_00011797-RA
OG0003121	DKC1_HUMAN	pdam_00023444-RA
OG0003122	DLGP5_HUMAN	pdam_00008395-RA
OG0003123	DMXL2_HUMAN, DMXL1_HUMAN	pdam_00000868-RA
OG0003124	DNJB1_HUMAN, DNJB4_HUMAN	pdam_00004580-RA
OG0003125	DOPP1_HUMAN	pdam_00019951-RA
OG0003126	DPP8_HUMAN, DPP9_HUMAN	pdam_00001080-RA
OG0003129	DSCAM_HUMAN, DSCL1_HUMAN	pdam_00001282-RA
OG0003130	DTD1_HUMAN	pdam_00016518-RA
OG0003132	DXO_HUMAN	pdam_00005432-RA
OG0003133	DYH11_HUMAN, DYH9_HUMAN, DYH17_HUMAN	pdam_00009339-RA
OG0003134	E2F3_HUMAN, E2F2_HUMAN	pdam_00022764-RA
OG0003135	SRCAP_HUMAN, EP400_HUMAN, E400N_HUMAN	pdam_00006596-RA
OG0003137	EDAD_HUMAN	pdam_00011673-RA, pdam_00011672-RA, pdam_00011670-RA, pdam_00008510-RA
OG0003138	EEIG2_HUMAN, EEIG1_HUMAN	pdam_00015617-RA
OG0003139	EFHD2_HUMAN, EFHD1_HUMAN	pdam_00014597-RA
OG0003140	EI2BE_HUMAN	pdam_00019600-RA
OG0003141	EIF1B_HUMAN, EIF1_HUMAN	pdam_00000714-RA
OG0003142	EKI1_HUMAN, EKI2_HUMAN	pdam_00002987-RA
OG0003143	ENOX1_HUMAN, ENOX2_HUMAN	pdam_00001315-RA
OG0003144	ENTP4_HUMAN, ENTP7_HUMAN	pdam_00014454-RA
OG0003145	ENTP6_HUMAN, ENTP5_HUMAN	pdam_00000679-RA
OG0003146	ENTR1_HUMAN	pdam_00017236-RA
OG0003147	EP15R_HUMAN	pdam_00010786-RA
OG0003148	EPG5_HUMAN	pdam_00001124-RA
OG0003149	EPOP_HUMAN, SKDA1_HUMAN	pdam_00010640-RA
OG0003150	ERAL1_HUMAN	pdam_00005662-RA
OG0003151	ERF3A_HUMAN, ERF3B_HUMAN	pdam_00004235-RA
OG0003153	FLI1_HUMAN, ERG_HUMAN	pdam_00000976-RA
OG0003154	ERLN2_HUMAN, ERLN1_HUMAN	pdam_00001060-RA
OG0003155	ERN2_HUMAN, ERN1_HUMAN	pdam_00000538-RA
OG0003156	ESRP1_HUMAN, ESRP2_HUMAN	pdam_00017870-RA
OG0003157	ESS2_HUMAN	pdam_00018577-RA
OG0003158	ETHE1_HUMAN	pdam_00008298-RA
OG0003159	EVI5L_HUMAN, EVI5_HUMAN	pdam_00000081-RA
OG0003161	EXO1_HUMAN	pdam_00018370-RA
OG0003162	EXOS2_HUMAN	pdam_00007007-RA
OG0003163	EXTL1_HUMAN, EXT1_HUMAN	pdam_00013593-RA
OG0003164	F10A1_HUMAN, ST134_HUMAN, F10A5_HUMAN	pdam_00004294-RA
OG0003165	NXP20_HUMAN, F1142_HUMAN	pdam_00008211-RA
OG0003166	F135B_HUMAN, F135A_HUMAN	pdam_00012915-RA
OG0003167	F162A_HUMAN, F162B_HUMAN	pdam_00013320-RA
OG0003168	F16P2_HUMAN, F16P1_HUMAN	pdam_00021399-RA
OG0003169	F181A_HUMAN, F181B_HUMAN	pdam_00012705-RA, pdam_00009565-RA
OG0003170	F204A_HUMAN	pdam_00003569-RA
OG0003171	F221A_HUMAN	pdam_00012646-RA
OG0003172	F228A_HUMAN, F228B_HUMAN	pdam_00020888-RA
OG0003173	FA76A_HUMAN, FA76B_HUMAN	pdam_00011461-RA
OG0003174	FA98B_HUMAN, FA98A_HUMAN	pdam_00002907-RA
OG0003175	FANK1_HUMAN	pdam_00000750-RA, pdam_00004998-RA
OG0003176	FBLL1_HUMAN, FBRL_HUMAN	pdam_00008022-RA
OG0003177	FBW1B_HUMAN, FBW1A_HUMAN	pdam_00012479-RA
OG0003178	FBX11_HUMAN	pdam_00023551-RA
OG0003179	FBX22_HUMAN	pdam_00009071-RA, pdam_00008117-RA
OG0003180	FBX40_HUMAN, FBX30_HUMAN	pdam_00003169-RA
OG0003181	FBX5_HUMAN, FBX43_HUMAN	pdam_00018320-RA
OG0003182	FBX4_HUMAN	pdam_00022384-RA
OG0003183	FBXL6_HUMAN	pdam_00004344-RA, pdam_00004343-RA
OG0003184	FCSD1_HUMAN, FCSD2_HUMAN	pdam_00006702-RA
OG0003185	FCSK_HUMAN	pdam_00018195-RA
OG0003186	FDXA1_HUMAN	pdam_00018692-RA, pdam_00018689-RA
OG0003187	FERM1_HUMAN, FERM2_HUMAN	pdam_00002881-RA
OG0003188	FEZ1_HUMAN, FEZ2_HUMAN	pdam_00018103-RA
OG0003189	FEZF2_HUMAN, FEZF1_HUMAN	pdam_00018153-RA
OG0003190	FHAD1_HUMAN	pdam_00006386-RA, pdam_00006382-RA
OG0003191	FHI1B_HUMAN, FHI1A_HUMAN	pdam_00012822-RA
OG0003192	FIS1_HUMAN	pdam_00014933-RA
OG0003193	FLOWR_HUMAN	pdam_00010712-RA
OG0003195	FMN1_HUMAN, FMN2_HUMAN	pdam_00014658-RA
OG0003196	FN3K_HUMAN, KT3K_HUMAN	pdam_00024469-RA
OG0003198	FOXL2_HUMAN	pdam_00003083-RA
OG0003199	FR8P1_HUMAN, FRMD8_HUMAN	pdam_00016173-RA
OG0003200	FREM3_HUMAN, FREM2_HUMAN	pdam_00001730-RA
OG0003201	FSCN1_HUMAN, FSCN2_HUMAN	pdam_00005405-RA
OG0003202	FSTL3_HUMAN, FST_HUMAN	pdam_00000807-RA
OG0003203	FUND2_HUMAN, FUND1_HUMAN	pdam_00003458-RA
OG0003204	FUT8_HUMAN	pdam_00018879-RA
OG0003205	G3BP1_HUMAN, G3BP2_HUMAN	pdam_00001712-RA
OG0003206	G3P_HUMAN, G3PT_HUMAN	pdam_00003361-RA
OG0003208	GANC_HUMAN, GANAB_HUMAN	pdam_00017684-RA
OG0003209	GATA3_HUMAN, GATA2_HUMAN	pdam_00004313-RA
OG0003210	GBA1_HUMAN	pdam_00004386-RA, pdam_00004391-RA
OG0003212	GBRAP_HUMAN, GBRL1_HUMAN	pdam_00016082-RA
OG0003213	GBX2_HUMAN, GBX1_HUMAN	pdam_00014661-RA
OG0003214	GCM2_HUMAN, GCM1_HUMAN	pdam_00014897-RA
OG0003215	GCP3_HUMAN	pdam_00001817-RA
OG0003216	GDE1_HUMAN	pdam_00020975-RA, pdam_00010034-RA, pdam_00020976-RA
OG0003217	GDIR2_HUMAN, GDIR1_HUMAN	pdam_00000528-RA
OG0003218	MCIN_HUMAN, GEMI_HUMAN	pdam_00010478-RA
OG0003219	GET4_HUMAN	pdam_00021717-RA
OG0003220	GGH_HUMAN	pdam_00011815-RA, pdam_00022834-RA, pdam_00022833-RA
OG0003221	GIT1_HUMAN, GIT2_HUMAN	pdam_00012109-RA
OG0003222	GL1D1_HUMAN	pdam_00005363-RA
OG0003223	GLGB_HUMAN	pdam_00017969-RA
OG0003224	GLIS1_HUMAN, GLIS3_HUMAN	pdam_00010819-RA
OG0003225	GLMN_HUMAN	pdam_00007838-RA
OG0003226	GLO2_HUMAN, HAGHL_HUMAN	pdam_00000594-RA
OG0003227	GLP3L_HUMAN, GOLP3_HUMAN	pdam_00000770-RA
OG0003228	GLTL6_HUMAN, GLT10_HUMAN	pdam_00007696-RA
OG0003229	GLU2B_HUMAN	pdam_00002283-RA
OG0003230	GMFB_HUMAN, GMFG_HUMAN	pdam_00015953-RA
OG0003231	GMPR1_HUMAN, GMPR2_HUMAN	pdam_00011371-RA
OG0003232	GNA12_HUMAN, GNA13_HUMAN	pdam_00011840-RA
OG0003233	GNPTG_HUMAN	pdam_00009002-RA
OG0003234	GNTK_HUMAN	pdam_00010293-RA
OG0003235	GOGA3_HUMAN	pdam_00000375-RA
OG0003236	GOLI_HUMAN, RN150_HUMAN	pdam_00012824-RA
OG0003237	GOLM2_HUMAN, GOLM1_HUMAN	pdam_00000238-RA
OG0003238	GOPC_HUMAN	pdam_00010754-RA
OG0003239	GORS2_HUMAN	pdam_00005297-RA
OG0003240	GOT1A_HUMAN, GOT1B_HUMAN	pdam_00010858-RA
OG0003241	GP108_HUMAN, GP107_HUMAN	pdam_00021217-RA
OG0003242	GPAT4_HUMAN, GPAT3_HUMAN	pdam_00007216-RA
OG0003244	GPN3_HUMAN	pdam_00010251-RA
OG0003245	GPR19_HUMAN	pdam_00012770-RA, pdam_00014989-RA, pdam_00006421-RA
OG0003247	GPT2L_HUMAN, GPTC2_HUMAN	pdam_00017079-RA
OG0003248	GPX7_HUMAN, GPX8_HUMAN	pdam_00023260-RA
OG0003249	GRD2I_HUMAN	pdam_00008752-RA, pdam_00008753-RA
OG0003250	GREM2_HUMAN, GREM1_HUMAN	pdam_00023145-RA
OG0003251	GRL1A_HUMAN	pdam_00000841-RA
OG0003252	GSK3A_HUMAN, GSK3B_HUMAN	pdam_00001353-RA
OG0003253	GSLG1_HUMAN	pdam_00024073-RA, pdam_00024072-RA
OG0003254	GUCD1_HUMAN	pdam_00022584-RA
OG0003255	GXLT1_HUMAN, GXLT2_HUMAN	pdam_00006590-RA
OG0003256	GYS1_HUMAN, GYS2_HUMAN	pdam_00011808-RA
OG0003257	H2AV_HUMAN, H2AZ_HUMAN	pdam_00020908-RA
OG0003258	H2AW_HUMAN, H2AY_HUMAN	pdam_00014900-RA
OG0003259	HAND2_HUMAN, HAND1_HUMAN	pdam_00012552-RA
OG0003260	SYHM_HUMAN, HARS1_HUMAN	pdam_00001650-RA
OG0003261	HCD2_HUMAN	pdam_00007505-RA
OG0003262	HCLS1_HUMAN, SRC8_HUMAN	pdam_00013883-RA
OG0003263	HDA10_HUMAN, HDAC6_HUMAN	pdam_00016342-RA
OG0003264	HECD1_HUMAN	pdam_00011995-RA
OG0003265	HECW2_HUMAN, HECW1_HUMAN	pdam_00016813-RA
OG0003266	HEXI2_HUMAN, HEXI1_HUMAN	pdam_00009859-RA
OG0003267	HIP1_HUMAN, HIP1R_HUMAN	pdam_00009390-RA
OG0003268	HMCES_HUMAN	pdam_00019194-RA
OG0003269	HMCS1_HUMAN, HMCS2_HUMAN	pdam_00008515-RA
OG0003270	HMGC2_HUMAN, HMGCL_HUMAN	pdam_00011292-RA
OG0003271	HNRPR_HUMAN, HNRPQ_HUMAN	pdam_00018921-RA, pdam_00018920-RA
OG0003272	SHRPN_HUMAN, HOIL1_HUMAN	pdam_00003620-RA
OG0003273	HOME1_HUMAN, HOME2_HUMAN	pdam_00000768-RA
OG0003274	HPS3_HUMAN	pdam_00003399-RA
OG0003275	HPS5_HUMAN	pdam_00020835-RA
OG0003276	HS12B_HUMAN, HS12A_HUMAN	pdam_00007425-RA
OG0003277	HTR5A_HUMAN, HTR5B_HUMAN	pdam_00002839-RA
OG0003279	HYCC2_HUMAN, HYCCI_HUMAN	pdam_00013673-RA
OG0003280	IF4E_HUMAN, I4E1B_HUMAN	pdam_00019745-RA
OG0003281	ICA1L_HUMAN, ICA69_HUMAN	pdam_00008642-RA
OG0003282	ICE2_HUMAN	pdam_00004464-RA
OG0003283	ICMT_HUMAN	pdam_00003375-RA
OG0003284	IDI1_HUMAN, IDI2_HUMAN	pdam_00014949-RA
OG0003285	IF122_HUMAN	pdam_00020062-RA, pdam_00020063-RA
OG0003286	IF1AX_HUMAN, IF1AY_HUMAN	pdam_00007337-RA
OG0003287	IF2G_HUMAN, IF2GL_HUMAN	pdam_00008972-RA
OG0003289	IFRD1_HUMAN, IFRD2_HUMAN	pdam_00011067-RA
OG0003290	IGB1C_HUMAN, IGBP1_HUMAN	pdam_00007068-RA
OG0003291	IKKA_HUMAN, IKKB_HUMAN	pdam_00007357-RA
OG0003292	TBK1_HUMAN, IKKE_HUMAN	pdam_00014023-RA
OG0003293	ILRUN_HUMAN	pdam_00005623-RA
OG0003294	ING4_HUMAN, ING5_HUMAN	pdam_00006402-RA
OG0003295	INP4B_HUMAN, INP4A_HUMAN	pdam_00009574-RA
OG0003296	INP5K_HUMAN, PI5PA_HUMAN	pdam_00008085-RA
OG0003297	INSI1_HUMAN, INSI2_HUMAN	pdam_00015306-RA
OG0003298	INSM1_HUMAN, INSM2_HUMAN	pdam_00006479-RA
OG0003299	IP3KA_HUMAN, IP3KC_HUMAN	pdam_00017843-RA
OG0003300	IP6K1_HUMAN	pdam_00001025-RA
OG0003301	IPO13_HUMAN	pdam_00009291-RA
OG0003302	IPYR_HUMAN, IPYR2_HUMAN	pdam_00009483-RA
OG0003303	IQCE_HUMAN	pdam_00019303-RA
OG0003304	IQGA1_HUMAN, IQGA2_HUMAN	pdam_00014074-RA
OG0003305	ISPD_HUMAN	pdam_00001509-RA
OG0003307	JIP1_HUMAN, JIP2_HUMAN	pdam_00019130-RA
OG0003308	K319L_HUMAN, K0319_HUMAN	pdam_00021444-RA
OG0003309	KANL1_HUMAN, KAL1L_HUMAN	pdam_00009833-RA
OG0003310	KANL3_HUMAN	pdam_00003560-RA
OG0003311	KAP1_HUMAN, KAP0_HUMAN	pdam_00010058-RA
OG0003312	KAT1_HUMAN, KAT3_HUMAN	pdam_00004355-RA
OG0003313	KAT2A_HUMAN, KAT2B_HUMAN	pdam_00021192-RA
OG0003314	KAT6B_HUMAN, KAT6A_HUMAN	pdam_00002749-RA
OG0003315	KAT7_HUMAN	pdam_00017893-RA
OG0003316	KTNA1_HUMAN, KATL1_HUMAN	pdam_00013324-RA
OG0003317	KBRS1_HUMAN, KBRS2_HUMAN	pdam_00008072-RA
OG0003319	KCMB4_HUMAN, KCMB3_HUMAN, KCMB2_HUMAN	pdam_00002928-RA
OG0003320	KCNT2_HUMAN, KCNT1_HUMAN	pdam_00016004-RA
OG0003321	KDM2A_HUMAN, KDM2B_HUMAN	pdam_00009403-RA
OG0003322	KIF4A_HUMAN, KIF4B_HUMAN	pdam_00004296-RA
OG0003323	KIF6_HUMAN	pdam_00005463-RA, pdam_00016689-RA
OG0003324	KIFC3_HUMAN	pdam_00015808-RA
OG0003325	KIN17_HUMAN	pdam_00024454-RA
OG0003327	KITH_HUMAN	pdam_00009338-RA
OG0003328	KIZ_HUMAN	pdam_00020993-RA, pdam_00020990-RA
OG0003329	KLF6_HUMAN, KLF7_HUMAN	pdam_00016619-RA
OG0003330	KPBB_HUMAN	pdam_00002432-RA
OG0003331	KPRA_HUMAN, KPRB_HUMAN	pdam_00009348-RA
OG0003332	KPYM_HUMAN, KPYR_HUMAN	pdam_00016763-RA
OG0003333	KSR2_HUMAN, KSR1_HUMAN	pdam_00006986-RA
OG0003334	LAMC3_HUMAN, LAMC1_HUMAN	pdam_00019343-RA
OG0003335	LARP6_HUMAN	pdam_00011395-RA
OG0003336	LATS2_HUMAN, LATS1_HUMAN	pdam_00001544-RA
OG0003338	LC7L3_HUMAN	pdam_00009014-RA
OG0003339	LCA5L_HUMAN, LCA5_HUMAN	pdam_00010773-RA
OG0003340	LCLT1_HUMAN	pdam_00006480-RA, pdam_00006482-RA
OG0003341	LDAH_HUMAN	pdam_00011784-RA, pdam_00011780-RA
OG0003342	LDB1_HUMAN, LDB2_HUMAN	pdam_00008827-RA
OG0003343	LETM1_HUMAN	pdam_00020374-RA
OG0003344	LHPL1_HUMAN, LHPL6_HUMAN	pdam_00014293-RA
OG0003345	LHPP_HUMAN	pdam_00012368-RA
OG0003346	LHX8_HUMAN, LHX6_HUMAN	pdam_00017813-RA
OG0003347	LIMS1_HUMAN, LIMS2_HUMAN	pdam_00013966-RA
OG0003348	LMAN2_HUMAN	pdam_00008831-RA
OG0003349	LMBRL_HUMAN, LMBR1_HUMAN	pdam_00005592-RA
OG0003350	LONM_HUMAN	pdam_00010703-RA
OG0003351	LONP2_HUMAN	pdam_00017028-RA
OG0003352	LPP60_HUMAN	pdam_00012035-RA, pdam_00012031-RA
OG0003354	LRIQ3_HUMAN	pdam_00015991-RA
OG0003355	LRRF2_HUMAN, LRRF1_HUMAN	pdam_00005550-RA
OG0003356	LS14B_HUMAN, LS14A_HUMAN	pdam_00017385-RA
OG0003357	LYSM2_HUMAN, LYSM1_HUMAN	pdam_00022433-RA
OG0003358	THRSP_HUMAN, M1IP1_HUMAN	pdam_00002008-RA
OG0003359	MA2A2_HUMAN, MA2A1_HUMAN	pdam_00014501-RA
OG0003360	MABP1_HUMAN, WDR62_HUMAN	pdam_00024122-RA
OG0003361	MACA1_HUMAN, MACA2_HUMAN	pdam_00001542-RA
OG0003362	MAML2_HUMAN, MAML3_HUMAN, MAML1_HUMAN	pdam_00005505-RA
OG0003363	MANS1_HUMAN	pdam_00002751-RA
OG0003364	MARH2_HUMAN, MARH3_HUMAN	pdam_00000802-RA
OG0003365	MBD3_HUMAN, MBD2_HUMAN	pdam_00014028-RA
OG0003366	MBOA5_HUMAN	pdam_00016455-RA, pdam_00016454-RA
OG0003367	MCCA_HUMAN	pdam_00016371-RA
OG0003368	MCTS2_HUMAN, MCTS1_HUMAN	pdam_00001654-RA
OG0003369	ME15P_HUMAN, MET15_HUMAN	pdam_00005614-RA
OG0003370	MED16_HUMAN	pdam_00019497-RA
OG0003371	MED1_HUMAN	pdam_00018525-RA
OG0003372	MED20_HUMAN	pdam_00001457-RA
OG0003373	MELK_HUMAN	pdam_00019807-RA
OG0003374	MEP50_HUMAN	pdam_00014611-RA
OG0003375	MEPCE_HUMAN	pdam_00004187-RA
OG0003376	MESH1_HUMAN, NTAQ1_HUMAN	pdam_00010519-RA
OG0003377	MFRN2_HUMAN, MFRN1_HUMAN	pdam_00004999-RA
OG0003378	MFS12_HUMAN	pdam_00019332-RA
OG0003379	MFSD8_HUMAN	pdam_00011923-RA, pdam_00006477-RA
OG0003380	MGN_HUMAN, MGN2_HUMAN	pdam_00003904-RA
OG0003381	MIC19_HUMAN, MIC25_HUMAN	pdam_00016774-RA
OG0003382	MIGA2_HUMAN, MIGA1_HUMAN	pdam_00012792-RA
OG0003383	MIY4B_HUMAN	pdam_00006330-RA
OG0003384	MK15_HUMAN	pdam_00003723-RA
OG0003385	MMS19_HUMAN	pdam_00020451-RA
OG0003386	MOB1A_HUMAN, MOB1B_HUMAN	pdam_00004045-RA
OG0003387	MOCS1_HUMAN	pdam_00011345-RA
OG0003388	MOCS3_HUMAN	pdam_00020438-RA
OG0003389	MOK_HUMAN	pdam_00002848-RA
OG0003390	MOONR_HUMAN	pdam_00006556-RA
OG0003391	MPC1_HUMAN	pdam_00020895-RA
OG0003392	MPIP1_HUMAN, MPIP2_HUMAN	pdam_00014444-RA
OG0003393	MPPD2_HUMAN, MPPD1_HUMAN	pdam_00002018-RA
OG0003394	MRP9_HUMAN, MRP5_HUMAN	pdam_00017257-RA
OG0003395	MRPP3_HUMAN	pdam_00009553-RA, pdam_00002390-RA
OG0003396	MS3L2_HUMAN, MS3L1_HUMAN	pdam_00001653-RA
OG0003397	MSTO1_HUMAN	pdam_00007294-RA
OG0003398	MTEF4_HUMAN, MTEF3_HUMAN	pdam_00023101-RA
OG0003399	MTMR4_HUMAN, MTMR3_HUMAN	pdam_00021968-RA
OG0003400	MTMRD_HUMAN, MTMR5_HUMAN	pdam_00005131-RA
OG0003401	MTMR7_HUMAN, MTMR6_HUMAN	pdam_00008689-RA
OG0003402	MTMRC_HUMAN, MTMRA_HUMAN	pdam_00010183-RA
OG0003403	MUT7_HUMAN	pdam_00023596-RA
OG0003404	MYBPP_HUMAN	pdam_00001141-RA
OG0003405	MYD88_HUMAN	pdam_00015711-RA
OG0003406	MYO15_HUMAN	pdam_00004256-RA
OG0003407	MYO1G_HUMAN, MYO1D_HUMAN	pdam_00012605-RA
OG0003408	MYRF_HUMAN	pdam_00005153-RA
OG0003409	NAA10_HUMAN, NAA11_HUMAN	pdam_00001452-RA
OG0003410	NAA15_HUMAN, NAA16_HUMAN	pdam_00009751-RA
OG0003411	NAB1_HUMAN, NAB2_HUMAN	pdam_00004427-RA
OG0003412	NB5R3_HUMAN, NB5R2_HUMAN	pdam_00013785-RA
OG0003413	NBEL1_HUMAN, NBEL2_HUMAN	pdam_00016423-RA
OG0003414	NCF2_HUMAN, NOXA1_HUMAN	pdam_00006213-RA
OG0003415	NCK1_HUMAN, NCK2_HUMAN	pdam_00015505-RA
OG0003416	NDEL1_HUMAN, NDE1_HUMAN	pdam_00005718-RA
OG0003417	NDUB7_HUMAN	pdam_00017697-RA
OG0003418	NECP1_HUMAN, NECP2_HUMAN	pdam_00011891-RA
OG0003419	NEMO_HUMAN, OPTN_HUMAN	pdam_00012546-RA
OG0003420	NGBR_HUMAN	pdam_00010162-RA
OG0003421	NIPA2_HUMAN, NIPA3_HUMAN	pdam_00015928-RA
OG0003422	NIT1_HUMAN	pdam_00010107-RA
OG0003423	NMT1_HUMAN, NMT2_HUMAN	pdam_00018601-RA
OG0003424	NNRD_HUMAN	pdam_00018693-RA
OG0003425	NNTM_HUMAN	pdam_00011077-RA
OG0003426	NOLC1_HUMAN	pdam_00011676-RA
OG0003427	NOM1_HUMAN	pdam_00013216-RA
OG0003428	NOMO1_HUMAN, NOMO2_HUMAN, NOMO3_HUMAN	pdam_00020157-RA
OG0003430	NSUN5_HUMAN, NSN5B_HUMAN, NSN5C_HUMAN	pdam_00011027-RA
OG0003431	NTAN1_HUMAN	pdam_00018337-RA
OG0003432	NTH_HUMAN	pdam_00019377-RA, pdam_00019380-RA, pdam_00019378-RA
OG0003433	NTPCR_HUMAN	pdam_00018951-RA
OG0003434	NU188_HUMAN	pdam_00003086-RA
OG0003435	NUCB2_HUMAN, NUCB1_HUMAN	pdam_00008587-RA
OG0003436	TIRR_HUMAN, NUD16_HUMAN	pdam_00014323-RA
OG0003437	NUMBL_HUMAN, NUMB_HUMAN	pdam_00009223-RA
OG0003438	NUP98_HUMAN	pdam_00005030-RA
OG0003440	NXT1_HUMAN, NXT2_HUMAN	pdam_00023701-RA
OG0003442	ODPA_HUMAN, ODPAT_HUMAN	pdam_00020215-RA
OG0003443	ODR4_HUMAN	pdam_00017411-RA
OG0003444	OFUT1_HUMAN	pdam_00019459-RA, pdam_00022444-RA
OG0003445	OFUT4_HUMAN	pdam_00001869-RA
OG0003446	OGA_HUMAN	pdam_00009087-RA
OG0003447	OPA1_HUMAN	pdam_00022710-RA
OG0003448	OPLA_HUMAN	pdam_00017393-RA, pdam_00017394-RA, pdam_00017391-RA
OG0003450	OSGEP_HUMAN	pdam_00017662-RA
OG0003451	OTU6B_HUMAN, OTU6A_HUMAN	pdam_00017492-RA
OG0003452	OTU7A_HUMAN, OTU7B_HUMAN	pdam_00004768-RA
OG0003453	OTUD1_HUMAN, OTUD5_HUMAN	pdam_00011018-RA
OG0003454	P210L_HUMAN, PO210_HUMAN	pdam_00003168-RA
OG0003456	P2R3B_HUMAN	pdam_00020622-RA
OG0003457	P3C2B_HUMAN, P3C2A_HUMAN	pdam_00021762-RA
OG0003458	P4K2A_HUMAN, P4K2B_HUMAN	pdam_00002177-RA
OG0003459	PA1B2_HUMAN, PA1B3_HUMAN	pdam_00003430-RA
OG0003460	PACS2_HUMAN, PACS1_HUMAN	pdam_00013100-RA
OG0003462	PAIP2_HUMAN, PAI2B_HUMAN	pdam_00019146-RA
OG0003463	SMOX_HUMAN, PAOX_HUMAN	pdam_00001551-RA
OG0003464	PAPD5_HUMAN, PAPD7_HUMAN	pdam_00004683-RA
OG0003465	PAPS1_HUMAN, PAPS2_HUMAN	pdam_00007355-RA
OG0003466	PAXB1_HUMAN	pdam_00001993-RA
OG0003467	PCGF5_HUMAN	pdam_00012427-RA, pdam_00012428-RA
OG0003468	PCMD1_HUMAN, PCMD2_HUMAN	pdam_00018244-RA
OG0003469	PCY1B_HUMAN, PCY1A_HUMAN	pdam_00003415-RA
OG0003470	PDE10_HUMAN	pdam_00014739-RA, pdam_00001522-RA
OG0003471	PDE3B_HUMAN, PDE3A_HUMAN	pdam_00001873-RA
OG0003473	PDK1L_HUMAN, STK35_HUMAN	pdam_00022667-RA, pdam_00022668-RA
OG0003474	PDS5A_HUMAN, PDS5B_HUMAN	pdam_00020471-RA
OG0003475	RPA43_HUMAN, PEO1_HUMAN	pdam_00008622-RA
OG0003476	PEX10_HUMAN	pdam_00011427-RA
OG0003477	PG12B_HUMAN, PG12A_HUMAN	pdam_00003210-RA
OG0003478	PGAP2_HUMAN	pdam_00006730-RA, pdam_00006727-RA
OG0003479	PGAP3_HUMAN	pdam_00010624-RA
OG0003480	PGK1_HUMAN, PGK2_HUMAN	pdam_00005476-RA
