Orthogroup	Acer	Mmus
OG0001043	KAK2560889.1	PYGL_MOUSE, PYGM_MOUSE, PYGB_MOUSE
OG0001058	KAK2565420.1, KAK2565747.1, KAK2565418.1, KAK2565669.1	ELOV4_MOUSE
OG0001073	KAK2568209.1	RGF1C_MOUSE, RGF1B_MOUSE
OG0000851	KAK2554309.1, KAK2554311.1, KAK2554310.1	CRX_MOUSE, OTX1_MOUSE, OTX2_MOUSE
OG0000865	KAK2557518.1	STAG2_MOUSE, STAG1_MOUSE, STAG3_MOUSE
OG0000883	KAK2563769.1, KAK2563768.1	E2F8_MOUSE, E2F7_MOUSE
OG0000941	KAK2567000.1	AT8B1_MOUSE, AT8B3_MOUSE, AT8B2_MOUSE, AT8B5_MOUSE
OG0000957	KAK2570988.1, KAK2570996.1	AKCL2_MOUSE, ALDR_MOUSE, ALD1_MOUSE, ALD2_MOUSE
OG0000991	KAK2567728.1, KAK2552770.1, KAK2549798.1, KAK2556809.1, KAK2564320.1, KAK2566434.1, KAK2559261.1	METH_MOUSE
OG0001013	KAK2553757.1, KAK2554388.1, KAK2554446.1	RSH6A_MOUSE, RSH4A_MOUSE
OG0001027	KAK2557255.1, KAK2573123.1	ADA12_MOUSE, ADA19_MOUSE, ADA33_MOUSE
OG0001041	KAK2560707.1	JPH4_MOUSE, JPH3_MOUSE, JPH1_MOUSE, JPH2_MOUSE
OG0001056	KAK2564900.1, KAK2564902.1, KAK2564899.1	MEOX2_MOUSE, MEOX1_MOUSE
OG0001072	KAK2572316.1, KAK2568173.1	B4GN1_MOUSE, B4GN2_MOUSE
OG0001087	KAK2570753.1	CSTFT_MOUSE, CSTF2_MOUSE
OG0001102	KAK2574520.1	BCL7A_MOUSE, BCL7C_MOUSE, BCL7B_MOUSE
OG0001132	KAK2569223.1, KAK2569296.1	LRP6_MOUSE, LRP5_MOUSE
OG0000760	KAK2562948.1	TLE2_MOUSE, TLE3_MOUSE, TLE1_MOUSE, TLE4_MOUSE
OG0000771	KAK2568250.1, KAK2568253.1	RBM3_MOUSE, CIRBP_MOUSE
OG0000782	KAK2570859.1	KS6A1_MOUSE, KS6A2_MOUSE, KS6A6_MOUSE, KS6A3_MOUSE
OG0000813	KAK2555945.1, KAK2555902.1, KAK2569419.1	CTR2_MOUSE, CTR3_MOUSE, CTR1_MOUSE
OG0000829	KAK2548336.1, KAK2559731.1	MGLYR_MOUSE, GP179_MOUSE
OG0000847	KAK2571946.1, KAK2560884.1, KAK2554644.1, KAK2553075.1	WSB2_MOUSE, WSB1_MOUSE
OG0000881	KAK2562894.1	PLIN5_MOUSE, PLIN2_MOUSE, PLIN3_MOUSE, PLIN4_MOUSE
OG0000897	KAK2568287.1	DPYS_MOUSE, DPYL1_MOUSE, DPYL3_MOUSE, DPYL4_MOUSE, DPYL2_MOUSE
OG0000910	KAK2572182.1, KAK2572558.1	LOXL2_MOUSE, LOXL3_MOUSE, LOXL4_MOUSE
OG0000949	KAK2568546.1, KAK2568953.1, KAK2568549.1, KAK2568550.1	STAR6_MOUSE, STAR5_MOUSE, STAR4_MOUSE
OG0001001	KAK2551884.1	DYN3_MOUSE, DYN2_MOUSE, DYN1_MOUSE
OG0001016	KAK2553992.1	LFG1_MOUSE, LFG2_MOUSE, LFG3_MOUSE, LFG4_MOUSE
OG0001031	KAK2557953.1	FOXO1_MOUSE, FOXO6_MOUSE, FOXO4_MOUSE, FOXO3_MOUSE
OG0001063	KAK2566254.1	STALP_MOUSE, STABP_MOUSE
OG0001085	KAK2570695.1	SRRM1_MOUSE
OG0001099	KAK2573897.1	PHKG2_MOUSE, PHKG1_MOUSE
OG0001137	KAK2571445.1	CPNE8_MOUSE, CPNE5_MOUSE, CPNE9_MOUSE
OG0001153	KAK2568018.1	PRIC3_MOUSE
OG0000680	KAK2572549.1	FGFR4_MOUSE, FGFR3_MOUSE, FGFR1_MOUSE, FGFR2_MOUSE
OG0000713	KAK2547821.1	GON4L_MOUSE
OG0000726	KAK2550862.1	ARAP1_MOUSE, ARAP3_MOUSE, ARAP2_MOUSE
OG0000743	KAK2555979.1	NFAT5_MOUSE
OG0000758	KAK2561476.1	MRCKG_MOUSE, MRCKA_MOUSE, MRCKB_MOUSE
OG0000769	KAK2567311.1, KAK2573768.1	TNFL6_MOUSE, TNF14_MOUSE, TNF15_MOUSE, TNFA_MOUSE, TNFB_MOUSE
OG0000812	KAK2548071.1, KAK2564458.1, KAK2565650.1	TSSK2_MOUSE, TSSK1_MOUSE, TSSK3_MOUSE
OG0000850	KAK2554268.1, KAK2561514.1, KAK2561560.1	MGT5A_MOUSE
OG0000864	KAK2557209.1	SUN3_MOUSE, SPAG4_MOUSE, SUN5_MOUSE, SUN2_MOUSE, SUN1_MOUSE
OG0000882	KAK2563337.1	ABCBB_MOUSE, ABCB5_MOUSE, MDR3_MOUSE, MDR1A_MOUSE, MDR1B_MOUSE
OG0000898	KAK2568300.1	RUFY2_MOUSE, RUFY1_MOUSE
OG0000912	KAK2572285.1	TTC14_MOUSE
OG0000938	KAK2573900.1, KAK2574538.1	TBX1_MOUSE, TBX10_MOUSE
OG0000953	KAK2560426.1, KAK2560427.1, KAK2560217.1, KAK2573335.1	FZD2_MOUSE, FZD7_MOUSE, FZD1_MOUSE
OG0001003	KAK2552176.1	NGEF_MOUSE, ARHGG_MOUSE
OG0001156	KAK2552299.1, KAK2552343.1, KAK2547590.1, KAK2548419.1, KAK2548410.1, KAK2548426.1, KAK2548427.1	MCMD2_MOUSE
OG0000886	KAK2563868.1	EMAL1_MOUSE, EMAL2_MOUSE
OG0000900	KAK2568324.1	RIPR1_MOUSE, RIPR2_MOUSE, RIPR3_MOUSE
OG0000913	KAK2572735.1	DNJB8_MOUSE, DNJB3_MOUSE, DNJB7_MOUSE, DNJB6_MOUSE, DNJB2_MOUSE
OG0000936	KAK2560263.1, KAK2547571.1, KAK2560264.1	MARCO_MOUSE, SCAR5_MOUSE, MSRE_MOUSE
OG0000954	KAK2572995.1, KAK2572673.1, KAK2573046.1	ASCL1_MOUSE, ASCL2_MOUSE
OG0001004	KAK2552346.1	RCOR2_MOUSE, RCOR1_MOUSE, RCOR3_MOUSE
OG0001048	KAK2561439.1, KAK2561360.1, KAK2561356.1	TSN13_MOUSE, TSN31_MOUSE
OG0001062	KAK2566157.1	CNOT4_MOUSE
OG0001068	KAK2567623.1	KPCD3_MOUSE, KPCD2_MOUSE, KPCD1_MOUSE
OG0001081	KAK2569771.1	SSBP3_MOUSE, SSBP2_MOUSE
OG0001092	KAK2572803.1	BAK_MOUSE
OG0001147	KAK2567321.1	NAR5_MOUSE, NAR1_MOUSE, NAR2A_MOUSE, NAR2B_MOUSE, NAR4_MOUSE
OG0001163	KAK2567458.1	HS90A_MOUSE, HS90B_MOUSE
OG0001176	KAK2547727.1, KAK2556728.1	JUNB_MOUSE, JUN_MOUSE, JUND_MOUSE
OG0001198	KAK2551137.1	OGT1_MOUSE
OG0001210	KAK2552864.1, KAK2552903.1	AGRV1_MOUSE
OG0001223	KAK2554330.1	SIPA1_MOUSE, SI1L3_MOUSE, SI1L1_MOUSE, SI1L2_MOUSE
OG0001237	KAK2557318.1	SSU72_MOUSE
OG0001022	KAK2556405.1	MINT_MOUSE
OG0001034	KAK2573641.1, KAK2559077.1, KAK2562505.1	CPZIP_MOUSE, WASC2_MOUSE
OG0001049	KAK2562254.1	KS6R_MOUSE
OG0001064	KAK2566661.1	AMPD2_MOUSE, AMPD1_MOUSE, AMPD3_MOUSE
OG0001078	KAK2569240.1	ZN746_MOUSE
OG0001090	KAK2572427.1	TIAR_MOUSE, TIA1_MOUSE
OG0001144	KAK2554361.1	DOK1_MOUSE, DOK3_MOUSE, DOK2_MOUSE
OG0001149	KAK2569397.1	PLPL2_MOUSE, PLPL3_MOUSE
OG0001164	KAK2569220.1	KCNC2_MOUSE, KCNC4_MOUSE, KCNC3_MOUSE, KCNC1_MOUSE
OG0001175	KAK2547716.1	PJVK_MOUSE, GSDME_MOUSE
OG0001222	KAK2554242.1	M4K3_MOUSE, M4K5_MOUSE
OG0001236	KAK2557137.1	CYH1_MOUSE, CYH2_MOUSE, CYH3_MOUSE, CYH4_MOUSE
OG0001252	KAK2559900.1, KAK2559989.1, KAK2559990.1, KAK2559987.1, KAK2559991.1	FBX5_MOUSE, FBX43_MOUSE
OG0001257	KAK2561206.1	HDAC7_MOUSE, HDAC4_MOUSE, HDAC9_MOUSE, HDAC5_MOUSE
OG0000868	KAK2558276.1	SSH3_MOUSE, SSH2_MOUSE, SSH1_MOUSE
OG0000885	KAK2563858.1	MYPT1_MOUSE, MYPT2_MOUSE
OG0000892	KAK2566253.1	PSD1_MOUSE, PSD2_MOUSE, PSD3_MOUSE
OG0000907	KAK2571238.1	SLMAP_MOUSE
OG0000920	KAK2574501.1	SEPT1_MOUSE, SEPT4_MOUSE, SEPT5_MOUSE, SEPT7_MOUSE, SEPT2_MOUSE
OG0000947	KAK2559542.1	S6A17_MOUSE, S6A15_MOUSE
OG0000980	KAK2548634.1	KPB1_MOUSE, KPB2_MOUSE
OG0000997	KAK2550880.1	TRIR_MOUSE
OG0001037	KAK2559302.1, KAK2559303.1, KAK2559304.1	FGF18_MOUSE, FGF17_MOUSE, FGF8_MOUSE
OG0001052	KAK2563313.1	TRM9B_MOUSE
OG0001082	KAK2570038.1, KAK2570018.1	SPRC_MOUSE, SPRL1_MOUSE
OG0001095	KAK2573729.1, KAK2573517.1	TSTD3_MOUSE
OG0001140	KAK2560344.1	SP6_MOUSE, SP7_MOUSE, SP9_MOUSE, SP8_MOUSE
OG0001157	KAK2551745.1, KAK2552544.1	VWF_MOUSE, OTOGL_MOUSE, OTOG_MOUSE
OG0001170	KAK2546838.1, KAK2558470.1	NKX63_MOUSE, NKX61_MOUSE
OG0001206	KAK2551929.1	HCN3_MOUSE, HCN2_MOUSE, HCN1_MOUSE, HCN4_MOUSE
OG0001253	KAK2560276.1, KAK2567207.1	TBD2B_MOUSE, TBD2A_MOUSE
OG0001260	KAK2561324.1	F117B_MOUSE, F117A_MOUSE, GLCI1_MOUSE
OG0001278	KAK2563658.1	PPAT_MOUSE, PPAL_MOUSE, PPAP_MOUSE
OG0000841	KAK2550772.1, KAK2550768.1, KAK2574177.1	TPC1_MOUSE
OG0000858	KAK2556049.1	ZDH20_MOUSE, ZDH15_MOUSE, ZDHC2_MOUSE
OG0000877	KAK2560566.1	DJC10_MOUSE
OG0000890	KAK2565486.1	GABT_MOUSE
OG0000904	KAK2570884.1	RMI1_MOUSE
OG0000915	KAK2573467.1	LRCH4_MOUSE, LRCH3_MOUSE, LRCH2_MOUSE, LRCH1_MOUSE
OG0000942	KAK2552821.1, KAK2571046.1	ZMYM4_MOUSE, QRIC1_MOUSE, ZMYM3_MOUSE, ZMYM2_MOUSE
OG0000958	KAK2566625.1, KAK2570537.1	REPS2_MOUSE, REPS1_MOUSE
OG0001009	KAK2553251.1	DX39A_MOUSE, DX39B_MOUSE
OG0001024	KAK2556867.1, KAK2556873.1, KAK2556871.1	ALAT2_MOUSE, ALAT1_MOUSE
OG0001071	KAK2568001.1	APBB1_MOUSE, APBB3_MOUSE, APBB2_MOUSE
OG0001086	KAK2570729.1	CNKR2_MOUSE, CNKR3_MOUSE, ICEF1_MOUSE
OG0001098	KAK2573813.1	SALL2_MOUSE, SALL4_MOUSE, SALL1_MOUSE, SALL3_MOUSE
OG0001159	KAK2553707.1	NCALD_MOUSE, HPCA_MOUSE, HPCL1_MOUSE
OG0001183	KAK2548461.1	SNTG1_MOUSE, SNTG2_MOUSE
OG0001195	KAK2567600.1, KAK2550492.1	CYB5B_MOUSE, CYB5_MOUSE
OG0001203	KAK2551473.1	VATH_MOUSE
OG0001218	KAK2574077.1, KAK2553879.1	KAP3_MOUSE, KAP2_MOUSE
OG0001249	KAK2559733.1, KAK2570031.1	KIF28_MOUSE
OG0001265	KAK2561946.1	NDRG3_MOUSE, NDRG1_MOUSE, NDRG2_MOUSE, NDRG4_MOUSE
OG0001283	KAK2564402.1, KAK2568429.1	DAZP1_MOUSE
OG0001000	KAK2558312.1, KAK2558393.1, KAK2551525.1	GRM2_MOUSE, GRM3_MOUSE
OG0001015	KAK2553930.1, KAK2553987.1, KAK2553986.1, KAK2553929.1, KAK2553985.1, KAK2553988.1	ARL8B_MOUSE, ARL8A_MOUSE
OG0001030	KAK2557848.1	LEF1_MOUSE, TCF7_MOUSE, TF7L1_MOUSE, TF7L2_MOUSE
OG0001045	KAK2561209.1	PTPRN_MOUSE, PTPR2_MOUSE
OG0001060	KAK2565970.1	PKN2_MOUSE, PKN3_MOUSE, PKN1_MOUSE
OG0001077	KAK2569152.1	ASB3_MOUSE, ASB2_MOUSE, ASB15_MOUSE, ASB14_MOUSE
OG0001091	KAK2572439.1	EGR1_MOUSE, EGR3_MOUSE, EGR2_MOUSE
OG0001141	KAK2562041.1	MYO1B_MOUSE, MYO1A_MOUSE
OG0001158	KAK2553103.1	CISH_MOUSE, SOCS2_MOUSE, SOCS7_MOUSE, SOCS6_MOUSE
OG0001182	KAK2548237.1	SDC1_MOUSE, SDC3_MOUSE, SDC2_MOUSE, SDC4_MOUSE
OG0001194	KAK2550263.1	UBX11_MOUSE
OG0001204	KAK2551516.1	ZMAT3_MOUSE, ZMAT4_MOUSE, ZN346_MOUSE
OG0001215	KAK2553695.1	RIR2B_MOUSE, RIR2_MOUSE
OG0001228	KAK2555315.1	K0825_MOUSE
OG0001244	KAK2560679.1, KAK2558623.1, KAK2558622.1	FMN2_MOUSE, FMN1_MOUSE
OG0001258	KAK2561216.1	ASIC4_MOUSE, ASIC3_MOUSE, ASIC2_MOUSE, ASIC1_MOUSE
OG0001273	KAK2563130.1	CLN3_MOUSE
OG0001307	KAK2568739.1, KAK2572434.1, KAK2572435.1, KAK2572432.1, KAK2572431.1, KAK2572437.1	DHRS7_MOUSE
OG0001005	KAK2569330.1, KAK2565322.1, KAK2552623.1, KAK2552646.1, KAK2552621.1, KAK2552596.1, KAK2552608.1	NWD1_MOUSE
OG0001036	KAK2565940.1, KAK2571511.1, KAK2559188.1	HMCN1_MOUSE, HMCN2_MOUSE
OG0001066	KAK2567467.1	BABA2_MOUSE
OG0001094	KAK2573163.1	REEP2_MOUSE, REEP1_MOUSE, REEP3_MOUSE, REEP4_MOUSE
OG0001135	KAK2557762.1	CP2U1_MOUSE, CP2R1_MOUSE, CP2J5_MOUSE, CP2J6_MOUSE
OG0001151	KAK2549750.1	COR1A_MOUSE, CORO6_MOUSE, COR1C_MOUSE, COR1B_MOUSE
OG0001191	KAK2549784.1, KAK2557390.1, KAK2557391.1, KAK2557394.1	EVA1A_MOUSE, EVA1C_MOUSE
OG0001201	KAK2551300.1	SHRM2_MOUSE, SHRM4_MOUSE, SHRM3_MOUSE
OG0001212	KAK2553205.1	ARHG2_MOUSE, AKP13_MOUSE, ARG28_MOUSE, ARHGI_MOUSE
OG0001225	KAK2571995.1, KAK2554898.1	TMC7_MOUSE
OG0001243	KAK2564882.1, KAK2558460.1	MDM4_MOUSE, MDM2_MOUSE
OG0001259	KAK2561247.1	R3HD2_MOUSE, ARP21_MOUSE
OG0001274	KAK2563136.1	MAN1_MOUSE
OG0001314	KAK2569753.1	ELAV1_MOUSE, ELAV3_MOUSE, ELAV4_MOUSE, ELAV2_MOUSE
OG0001331	KAK2572223.1	2ABB_MOUSE, 2ABG_MOUSE, 2ABA_MOUSE, 2ABD_MOUSE
OG0001344	KAK2573370.1	INT10_MOUSE
OG0001373	KAK2548923.1	CDK16_MOUSE, CDK18_MOUSE, CDK17_MOUSE
OG0001379	KAK2567807.1	NEK3_MOUSE, NEK5_MOUSE, NEK1_MOUSE
OG0000990	KAK2561338.1, KAK2549685.1, KAK2549686.1, KAK2572094.1	GLB1L_MOUSE, BGAL_MOUSE
OG0001006	KAK2563109.1, KAK2552649.1	ADT4_MOUSE, ADT1_MOUSE, ADT2_MOUSE
OG0001021	KAK2556011.1	GRHL3_MOUSE, GRHL1_MOUSE, GRHL2_MOUSE
OG0001038	KAK2559737.1	IRX4_MOUSE, IRX6_MOUSE
OG0001053	KAK2563814.1	AN32E_MOUSE, AN32B_MOUSE, AN32A_MOUSE, AN32C_MOUSE
OG0001065	KAK2566900.1	PDE8B_MOUSE, PDE8A_MOUSE
OG0001080	KAK2569578.1	MAST3_MOUSE, MAST4_MOUSE, MAST1_MOUSE, MAST2_MOUSE
OG0001133	KAK2547752.1	PSA_MOUSE
OG0001138	KAK2568027.1, KAK2556991.1, KAK2561526.1	BHA15_MOUSE
OG0001154	KAK2572538.1	DOCK2_MOUSE, DOCK5_MOUSE, DOCK1_MOUSE
OG0001179	KAK2547924.1	MLF2_MOUSE, MLF1_MOUSE
OG0001202	KAK2551470.1	PHF20_MOUSE, P20L1_MOUSE
OG0001214	KAK2553675.1	SIA7D_MOUSE, SIA7C_MOUSE, SIA7F_MOUSE, SIA7E_MOUSE
OG0001226	KAK2554976.1	ENPP2_MOUSE, ENPP1_MOUSE, ENPP3_MOUSE
OG0001241	KAK2558384.1	DAAF9_MOUSE
OG0001263	KAK2571182.1, KAK2571040.1, KAK2561702.1, KAK2561703.1	CP46A_MOUSE
OG0001277	KAK2563371.1	KCNN4_MOUSE, KCNN2_MOUSE, KCNN1_MOUSE, KCNN3_MOUSE
OG0001295	KAK2566426.1	GFPT1_MOUSE, GFPT2_MOUSE
OG0001311	KAK2569005.1	RUVB2_MOUSE
OG0001327	KAK2572404.1, KAK2571632.1	PKHD1_MOUSE, PKHL1_MOUSE
OG0001341	KAK2572973.1	HTRA2_MOUSE, HTRA3_MOUSE, HTRA4_MOUSE, HTRA1_MOUSE
OG0001393	KAK2551854.1	MYBB_MOUSE, MYBA_MOUSE, MYB_MOUSE
OG0001069	KAK2567862.1	AFF2_MOUSE, AFF3_MOUSE, AFF1_MOUSE, AFF4_MOUSE
OG0001083	KAK2570121.1	S11IP_MOUSE
OG0001096	KAK2573855.1, KAK2573562.1	OVOL3_MOUSE, OVOL1_MOUSE, OVOL2_MOUSE
OG0001139	KAK2570433.1, KAK2556788.1, KAK2554953.1	SC6A1_MOUSE
OG0001155	KAK2566759.1	GPC4_MOUSE, GPC6_MOUSE, GPC1_MOUSE, GPC2_MOUSE
OG0001161	KAK2562051.1, KAK2562052.1	BMI1_MOUSE, PCGF2_MOUSE
OG0001167	KAK2560172.1, KAK2553446.1	GDC_MOUSE
OG0001180	KAK2547995.1	SRPK3_MOUSE, SRPK1_MOUSE, SRPK2_MOUSE
OG0001207	KAK2552310.1, KAK2555011.1	HNRL1_MOUSE, HNRL2_MOUSE, HNRPU_MOUSE
OG0001217	KAK2553865.1, KAK2561802.1, KAK2561768.1, KAK2561765.1, KAK2561766.1	SPTC2_MOUSE, SPTC3_MOUSE
OG0001230	KAK2556024.1	RAE1_MOUSE, RAE2_MOUSE
OG0001247	KAK2559661.1	RBP10_MOUSE, RPB3_MOUSE, RANB9_MOUSE
OG0001267	KAK2562098.1	SENP3_MOUSE, SENP5_MOUSE, SENP2_MOUSE, SENP1_MOUSE
OG0001282	KAK2564041.1, KAK2573451.1, KAK2568547.1, KAK2568552.1	TPMT_MOUSE
OG0001288	KAK2565037.1	IQIP1_MOUSE, SCHI1_MOUSE
OG0001304	KAK2568074.1	LARP1_MOUSE
OG0001319	KAK2570787.1	MYO9B_MOUSE, MYO9A_MOUSE
OG0001333	KAK2572551.1	F178B_MOUSE, SLF2_MOUSE
OG0001346	KAK2573877.1	RHG33_MOUSE
OG0001377	KAK2563478.1	AT8A1_MOUSE, AT8A2_MOUSE
OG0001394	KAK2554236.1, KAK2554259.1	B3A3_MOUSE, B3AT_MOUSE, B3A2_MOUSE
OG0000998	KAK2551181.1, KAK2551185.1	PKHG5_MOUSE
OG0001026	KAK2557197.1	UBP43_MOUSE
OG0001042	KAK2560879.1	RBM4_MOUSE, RBM4B_MOUSE
OG0001057	KAK2565222.1	TUB_MOUSE, TULP3_MOUSE, TULP1_MOUSE, TULP2_MOUSE
OG0001075	KAK2569120.1	TIF1B_MOUSE, TIF1A_MOUSE, TRI33_MOUSE
OG0001089	KAK2571385.1	ELAP1_MOUSE, ELAP2_MOUSE
OG0001134	KAK2557786.1	NEP_MOUSE, MMEL1_MOUSE
OG0001150	KAK2569914.1, KAK2546630.1, KAK2569917.1	ZNT7_MOUSE
OG0001190	KAK2549728.1	CAST1_MOUSE, CAST2_MOUSE
OG0001200	KAK2551282.1	GAB1_MOUSE, GAB3_MOUSE, GAB2_MOUSE
OG0001211	KAK2553194.1	PBX4_MOUSE, PBX1_MOUSE, PBX2_MOUSE, PBX3_MOUSE
OG0001224	KAK2554461.1	TOX4_MOUSE, TOX3_MOUSE, TOX_MOUSE
OG0001255	KAK2560495.1	CBS_MOUSE
OG0001305	KAK2568364.1, KAK2568365.1	HNRPF_MOUSE, HNRH2_MOUSE, HNRH1_MOUSE
OG0001323	KAK2571039.1, KAK2571235.1	TKT_MOUSE, TKTL1_MOUSE, TKTL2_MOUSE
OG0001338	KAK2572886.1	GABP1_MOUSE, GABP2_MOUSE
OG0001383	KAK2549599.1	BEND3_MOUSE
OG0001390	KAK2548604.1	UBA7_MOUSE, UBA1Y_MOUSE, UBA1_MOUSE
OG0001408	KAK2551928.1, KAK2548680.1, KAK2547145.1	MP2K1_MOUSE, MP2K2_MOUSE
OG0001426	KAK2567979.1, KAK2548279.1	TASOR_MOUSE
OG0000902	KAK2570238.1	LNEBL_MOUSE, LASP1_MOUSE
OG0000916	KAK2573503.1, KAK2573504.1	CD59A_MOUSE, CD59B_MOUSE
OG0000943	KAK2555559.1, KAK2568518.1	CAC1E_MOUSE, CAC1B_MOUSE, CAC1A_MOUSE
OG0000959	KAK2573512.1	NCEH1_MOUSE, AAAD_MOUSE, AD4F1_MOUSE, ADCL3_MOUSE
OG0000977	KAK2547937.1	PLOD3_MOUSE, PLOD1_MOUSE, PLOD2_MOUSE
OG0001035	KAK2559183.1	LRC49_MOUSE
OG0001050	KAK2562790.1	NR2F6_MOUSE, COT2_MOUSE, COT1_MOUSE
OG0001055	KAK2563958.1	BNIPL_MOUSE, BNIP2_MOUSE, ATCAY_MOUSE, PRUN2_MOUSE
OG0001061	KAK2566128.1	CNDD3_MOUSE
OG0001076	KAK2569146.1	NUDC3_MOUSE
OG0001127	KAK2552044.1, KAK2562700.1, KAK2548029.1, KAK2559285.1	JIP3_MOUSE, JIP4_MOUSE
OG0001145	KAK2553320.1	CA2D3_MOUSE, CA2D4_MOUSE
OG0001162	KAK2573677.1	RBP2_MOUSE
OG0001209	KAK2552730.1	AT132_MOUSE, AT133_MOUSE, AT135_MOUSE, AT134_MOUSE
OG0001221	KAK2554239.1	CACB1_MOUSE, CACB2_MOUSE, CACB3_MOUSE, CACB4_MOUSE
OG0001242	KAK2558385.1	FA53C_MOUSE, FA53B_MOUSE, FA53A_MOUSE
OG0001256	KAK2560643.1	S12A4_MOUSE, S12A6_MOUSE, S12A5_MOUSE, S12A7_MOUSE
OG0001270	KAK2562458.1	MOCOS_MOUSE
OG0001285	KAK2564890.1	DLGP4_MOUSE, DLGP1_MOUSE, DLGP3_MOUSE, DLGP2_MOUSE
OG0001301	KAK2567305.1	PCX1_MOUSE, PCX2_MOUSE, PCX3_MOUSE
OG0001315	KAK2570002.1	AGRL4_MOUSE, AGRL3_MOUSE, AGRL1_MOUSE, AGRL2_MOUSE
OG0001372	KAK2571580.1, KAK2571582.1	ACTT3_MOUSE, ACTT2_MOUSE, ACTT1_MOUSE
OG0001387	KAK2563241.1	CA2D1_MOUSE, CA2D2_MOUSE
OG0001417	KAK2547737.1	BANP_MOUSE
OG0001433	KAK2549065.1	SMRC1_MOUSE, SMRC2_MOUSE
OG0001238	KAK2557634.1, KAK2557636.1	CALM1_MOUSE, CALM2_MOUSE, CALM3_MOUSE
OG0001245	KAK2558657.1, KAK2560672.1	PDP1_MOUSE, PDP2_MOUSE
OG0001261	KAK2561547.1, KAK2561622.1	GORS1_MOUSE, GORS2_MOUSE
OG0001275	KAK2563222.1	FAT2_MOUSE, FAT3_MOUSE
OG0001292	KAK2565904.1	GPSM1_MOUSE, GPSM2_MOUSE
OG0001306	KAK2568451.1, KAK2568449.1	STAC3_MOUSE, STAC2_MOUSE, STAC_MOUSE
OG0001321	KAK2570835.1	MA1A1_MOUSE, MA1A2_MOUSE
OG0001334	KAK2572594.1	SORC2_MOUSE, SORC3_MOUSE, SORC1_MOUSE
OG0001378	KAK2565157.1, KAK2570368.1, KAK2570363.1, KAK2570369.1	S39A6_MOUSE, S39AA_MOUSE
OG0001382	KAK2562999.1, KAK2562810.1, KAK2562863.1, KAK2562891.1, KAK2562864.1, KAK2562796.1	HLTF_MOUSE
OG0001397	KAK2559130.1	DAPK2_MOUSE, DAPK3_MOUSE
OG0001420	KAK2548000.1, KAK2553893.1, KAK2553895.1, KAK2554303.1, KAK2553998.1	NEK2_MOUSE
OG0001451	KAK2551831.1	CDS2_MOUSE, CDS1_MOUSE
OG0001018	KAK2554380.1, KAK2570997.1	CYTB_MOUSE, CYTA_MOUSE, CYT1_MOUSE, CYT2_MOUSE, CYT3_MOUSE
OG0001032	KAK2558087.1	TIAM1_MOUSE, TIAM2_MOUSE
OG0001046	KAK2561304.1	CERS6_MOUSE, CERS5_MOUSE, CERS2_MOUSE, CERS3_MOUSE
OG0001074	KAK2568305.1	RHG35_MOUSE, RHG05_MOUSE
OG0001088	KAK2570942.1	TRPM3_MOUSE, TRPM1_MOUSE, TRPM7_MOUSE, TRPM6_MOUSE
OG0001101	KAK2574664.1, KAK2574383.1	BGLR_MOUSE
OG0001131	KAK2571327.1	MK14_MOUSE, MK11_MOUSE, MK13_MOUSE, MK12_MOUSE
OG0001146	KAK2572266.1, KAK2551177.1	KC1A_MOUSE
OG0001189	KAK2549484.1	DUSP2_MOUSE, DUS4_MOUSE, DUS1_MOUSE
OG0001199	KAK2551141.1	TYB4_MOUSE, TYB10_MOUSE
OG0001208	KAK2552645.1	DIAP1_MOUSE, DIAP3_MOUSE, DIAP2_MOUSE
OG0001220	KAK2553912.1	CELR3_MOUSE, CELR2_MOUSE, CELR1_MOUSE
OG0001235	KAK2556866.1	ELMO2_MOUSE, ELMO1_MOUSE
OG0001251	KAK2559841.1	SDHA_MOUSE
OG0001266	KAK2562170.1, KAK2562007.1	NEK10_MOUSE
OG0001281	KAK2563899.1	PLPP4_MOUSE, PLPP5_MOUSE
OG0001296	KAK2572569.1, KAK2566521.1	C2C2L_MOUSE, C2CD2_MOUSE
OG0001310	KAK2568983.1	TREF1_MOUSE
OG0001326	KAK2571441.1	SYPH_MOUSE, SYNPR_MOUSE, SYPL1_MOUSE, SYPL2_MOUSE
OG0001340	KAK2572909.1	4EBP2_MOUSE, 4EBP1_MOUSE
OG0001399	KAK2563798.1	MICA3_MOUSE, MICA2_MOUSE
OG0001430	KAK2548840.1	PTN18_MOUSE, PTN12_MOUSE, PTN22_MOUSE
OG0001461	KAK2552658.1, KAK2573269.1	CCD63_MOUSE
OG0001465	KAK2553150.1	CARL3_MOUSE, CARL1_MOUSE
OG0001495	KAK2556714.1	RN220_MOUSE
OG0001511	KAK2558148.1, KAK2558149.1	PYRG2_MOUSE, PYRG1_MOUSE
OG0001136	KAK2568428.1	S39A8_MOUSE, S39AE_MOUSE
OG0001152	KAK2551316.1, KAK2551319.1	TLL1_MOUSE, BMP1_MOUSE, TLL2_MOUSE
OG0001248	KAK2559727.1	CSK22_MOUSE, CSK21_MOUSE
OG0001264	KAK2561900.1, KAK2562372.1	LMBL3_MOUSE, LMBL1_MOUSE, LMBL4_MOUSE
OG0001280	KAK2563815.1	GNA15_MOUSE, GNAQ_MOUSE, GNA14_MOUSE, GNA11_MOUSE
