Orthogroup	Acer	Hsap
OG0002484	KAK2560351.1	SPS2L_HUMAN, SPAS2_HUMAN
OG0002502	KAK2561490.1, KAK2561489.1	GRASP_HUMAN, CYTIP_HUMAN
OG0002519	KAK2562911.1	P66B_HUMAN, P66A_HUMAN
OG0002537	KAK2563746.1	DHCR7_HUMAN
OG0002554	KAK2564710.1	VPS50_HUMAN
OG0002572	KAK2565492.1	AP2A1_HUMAN, AP2A2_HUMAN
OG0002605	KAK2567238.1	NU214_HUMAN
OG0002620	KAK2568024.1	CP135_HUMAN
OG0002635	KAK2568634.1	CC85C_HUMAN, CC85A_HUMAN
OG0002652	KAK2569470.1	CL050_HUMAN, ZC11A_HUMAN, ZC11B_HUMAN, ZC11C_HUMAN
OG0002669	KAK2570420.1	GALT3_HUMAN, GALT6_HUMAN
OG0002684	KAK2571380.1	E4F1_HUMAN
OG0002698	KAK2571954.1	MPRIP_HUMAN, TARA_HUMAN
OG0002715	KAK2572699.1	NSMA_HUMAN
OG0002389	KAK2553903.1	S41A1_HUMAN, S41A2_HUMAN
OG0002410	KAK2554927.1	EXOC4_HUMAN
OG0002426	KAK2556489.1	ILKAP_HUMAN
OG0002443	KAK2557369.1	PTN6_HUMAN, PTN11_HUMAN
OG0002459	KAK2558617.1	CEP70_HUMAN
OG0002464	KAK2573182.1, KAK2559279.1	DIK1A_HUMAN, DIK1B_HUMAN
OG0002481	KAK2560216.1	ACOX1_HUMAN, ACOX2_HUMAN
OG0002497	KAK2561061.1	PKHH1_HUMAN, PKHH2_HUMAN
OG0002511	KAK2562165.1	PI42B_HUMAN, PI42A_HUMAN
OG0002529	KAK2563385.1	N42L1_HUMAN, N4BP2_HUMAN, N42L2_HUMAN
OG0002546	KAK2564342.1	ECD_HUMAN
OG0002563	KAK2564995.1	WASL_HUMAN, WASP_HUMAN
OG0002579	KAK2566040.1	AP3M2_HUMAN, AP3M1_HUMAN
OG0002596	KAK2566725.1	PUS7L_HUMAN
OG0002627	KAK2568355.1, KAK2568357.1	TECT1_HUMAN, TECT3_HUMAN
OG0002645	KAK2569123.1, KAK2569253.1	HEXD_HUMAN
OG0002663	KAK2570041.1	TTLL4_HUMAN
OG0002679	KAK2570919.1	STB5L_HUMAN, STXB5_HUMAN
OG0002694	KAK2571764.1	FOXK2_HUMAN, FOXK1_HUMAN
OG0002711	KAK2572438.1	RN103_HUMAN
OG0002727	KAK2573183.1	ISOC1_HUMAN, ISOC2_HUMAN
OG0002744	KAK2573671.1	MCM7_HUMAN
OG0002760	KAK2574513.1, KAK2574443.1	SVOP_HUMAN
OG0002841	KAK2548014.1	CDK3_HUMAN, CDK2_HUMAN
OG0002857	KAK2570316.1	MYO1D_HUMAN, MYO1G_HUMAN
OG0002862	KAK2558749.1	GBX2_HUMAN, GBX1_HUMAN
OG0002880	KAK2556315.1	PRS7_HUMAN
OG0002894	KAK2560232.1	RDHE2_HUMAN
OG0002912	KAK2550099.1	CCNG1_HUMAN, CCNG2_HUMAN
OG0002498	KAK2561122.1	RBM25_HUMAN
OG0002516	KAK2562300.1	ENDOU_HUMAN
OG0002521	KAK2563096.1	NDKB_HUMAN, NDKA_HUMAN
OG0002538	KAK2563762.1	UBXN6_HUMAN
OG0002555	KAK2564728.1	ST17A_HUMAN, ST17B_HUMAN
OG0002573	KAK2565495.1	API5_HUMAN
OG0002590	KAK2566506.1	MED12_HUMAN, MD12L_HUMAN
OG0002606	KAK2567258.1	SHLB2_HUMAN, SHLB1_HUMAN
OG0002622	KAK2568118.1	CRML_HUMAN
OG0002638	KAK2568954.1	P4R3A_HUMAN, P4R3B_HUMAN
OG0002655	KAK2569892.1, KAK2569558.1, KAK2569891.1, KAK2569885.1	ER6L2_HUMAN
OG0002658	KAK2569813.1	TESK1_HUMAN, TESK2_HUMAN
OG0002673	KAK2570547.1	ITSN2_HUMAN, ITSN1_HUMAN
OG0002689	KAK2571465.1	LYLAP_HUMAN
OG0002702	KAK2572024.1	SEP12_HUMAN, SEPT3_HUMAN, SEPT9_HUMAN
OG0002719	KAK2572792.1	EXOC6_HUMAN, EXC6B_HUMAN
OG0002735	KAK2573468.1	GLPK2_HUMAN, GLPK3_HUMAN, GLPK_HUMAN
OG0002750	KAK2574151.1	SGSM2_HUMAN, SGSM1_HUMAN
OG0002838	KAK2570029.1	TBA8_HUMAN
OG0002854	KAK2567943.1, KAK2569175.1	SAXO3_HUMAN
OG0002873	KAK2563299.1	MBTD1_HUMAN, LMBL2_HUMAN
OG0002889	KAK2568257.1	GABR1_HUMAN
OG0002906	KAK2572762.1	ANXA5_HUMAN, ANXA4_HUMAN
OG0002910	KAK2550219.1, KAK2563351.1	KCD12_HUMAN
OG0002914	KAK2550831.1	RAB9B_HUMAN, RAB9A_HUMAN
OG0002947	KAK2552533.1, KAK2547730.1	PP2D1_HUMAN
OG0002964	KAK2548124.1	PP4RL_HUMAN, PP4R1_HUMAN
OG0002378	KAK2553659.1	TGIF1_HUMAN, TGIF2_HUMAN
OG0002397	KAK2554418.1	MTSS2_HUMAN, MTSS1_HUMAN
OG0002415	KAK2555291.1	SKA1_HUMAN
OG0002431	KAK2556654.1	NIPBL_HUMAN
OG0002448	KAK2557695.1	NADK_HUMAN
OG0002465	KAK2559385.1	ADA10_HUMAN
OG0002482	KAK2560228.1	UN45B_HUMAN, UN45A_HUMAN
OG0002500	KAK2561158.1, KAK2561153.1	F161B_HUMAN, F161A_HUMAN
OG0002518	KAK2562407.1	SGK3_HUMAN, SGK1_HUMAN
OG0002535	KAK2563626.1	ATX10_HUMAN
OG0002552	KAK2564573.1, KAK2564574.1	HERC1_HUMAN
OG0002557	KAK2564789.1, KAK2564790.1	MCCA_HUMAN
OG0002574	KAK2565589.1	RL3L_HUMAN, RL3_HUMAN
OG0002592	KAK2566608.1	SRPRA_HUMAN
OG0002608	KAK2567315.1	RCC1_HUMAN
OG0002624	KAK2568152.1	FOXN4_HUMAN, FOXN1_HUMAN
OG0002640	KAK2569069.1	FAM9C_HUMAN, FAM9A_HUMAN, FAM9B_HUMAN, SYCP3_HUMAN
OG0002674	KAK2570608.1	ODBB_HUMAN
OG0002690	KAK2571628.1	EF2KT_HUMAN, F86C1_HUMAN, F86C2_HUMAN, F86B1_HUMAN, F86B2_HUMAN
OG0002707	KAK2572224.1	TMED9_HUMAN, TMED4_HUMAN
OG0002723	KAK2572958.1	CNO6L_HUMAN, CNOT6_HUMAN
OG0002756	KAK2574359.1	U119A_HUMAN, U119B_HUMAN
OG0002865	KAK2552525.1	GPT2L_HUMAN, GPTC2_HUMAN
OG0002882	KAK2568683.1	TYY1_HUMAN, TYY2_HUMAN
OG0002898	KAK2569791.1	GOR_HUMAN, REXO1_HUMAN
OG0002916	KAK2565138.1	RB11A_HUMAN
OG0002933	KAK2546907.1, KAK2553936.1	CPT2_HUMAN
OG0002949	KAK2547753.1	PKHA8_HUMAN, PKHA9_HUMAN
OG0002965	KAK2548129.1	SYAM_HUMAN, SYAC_HUMAN
OG0002496	KAK2561031.1	PRKRA_HUMAN, TRBP2_HUMAN
OG0002513	KAK2562221.1	CDK13_HUMAN, CDK12_HUMAN
OG0002527	KAK2563352.1	INTU_HUMAN
OG0002545	KAK2568657.1, KAK2564222.1	TRI40_HUMAN
OG0002562	KAK2564976.1	SUCHY_HUMAN
OG0002567	KAK2565237.1	CHTOP_HUMAN
OG0002583	KAK2566173.1	DCAF7_HUMAN
OG0002599	KAK2567042.1	AIF1L_HUMAN, AIF1_HUMAN
OG0002615	KAK2567605.1	STRN_HUMAN, STRN3_HUMAN
OG0002631	KAK2568412.1	SFRP4_HUMAN, SFRP3_HUMAN
OG0002648	KAK2569368.1, KAK2569365.1	KY_HUMAN
OG0002665	KAK2570128.1, KAK2570122.1, KAK2570127.1	SLNL1_HUMAN
OG0002681	KAK2570989.1	UPP_HUMAN
OG0002695	KAK2571883.1	NPRL3_HUMAN
OG0002713	KAK2572658.1	DGLA_HUMAN
OG0002729	KAK2573278.1	RASA2_HUMAN, RASA3_HUMAN
OG0002745	KAK2573683.1	TXD16_HUMAN
OG0002761	KAK2574451.1	TBCE_HUMAN
OG0002842	KAK2563569.1, KAK2563568.1	TBX20_HUMAN
OG0002858	KAK2574356.1	MYO1C_HUMAN, MYO1H_HUMAN
OG0002876	KAK2563322.1	DOCK3_HUMAN, DOCK4_HUMAN
OG0002892	KAK2574295.1	OSBP1_HUMAN, OSBP2_HUMAN
OG0002909	KAK2572511.1, KAK2547938.1	CHSTD_HUMAN, CHSTB_HUMAN
OG0002925	KAK2559668.1, KAK2568850.1	CMIP1_HUMAN
OG0002941	KAK2547237.1	CTAG2_HUMAN, CTG1B_HUMAN, LAGE3_HUMAN
OG0002959	KAK2547921.1	UBP13_HUMAN, UBP5_HUMAN
OG0002976	KAK2548347.1	IPYR_HUMAN, IPYR2_HUMAN
OG0002507	KAK2562049.1	WDR75_HUMAN
OG0002524	KAK2563277.1	CDKL5_HUMAN
OG0002539	KAK2563778.1, KAK2563979.1	OGA_HUMAN
OG0002561	KAK2564972.1, KAK2564978.1	HMOX2_HUMAN, HMOX1_HUMAN
OG0002578	KAK2565880.1	NEK6_HUMAN, NEK7_HUMAN
OG0002595	KAK2566700.1, KAK2566684.1, KAK2566688.1	DCAF8_HUMAN
OG0002612	KAK2567496.1	MRM2_HUMAN
OG0002628	KAK2568369.1	SIAH2_HUMAN, SIAH1_HUMAN
OG0002662	KAK2570039.1	RUFY4_HUMAN, FYCO1_HUMAN
OG0002678	KAK2570889.1	SMC6_HUMAN
OG0002693	KAK2571732.1	SNX8_HUMAN
OG0002712	KAK2572469.1	MSX2_HUMAN, MSX1_HUMAN
OG0002728	KAK2573236.1	WDR53_HUMAN, GP180_HUMAN
OG0002743	KAK2573648.1	DRC12_HUMAN
OG0002759	KAK2574403.1	TCO2_HUMAN, TCO1_HUMAN, IF_HUMAN
OG0002845	KAK2550889.1	GSX1_HUMAN, GSX2_HUMAN
OG0002860	KAK2554288.1, KAK2554291.1	PPP5_HUMAN
OG0002878	KAK2555932.1	IMA4_HUMAN, IMA3_HUMAN
OG0002895	KAK2561994.1	SMAL1_HUMAN
OG0002913	KAK2558095.1, KAK2558098.1, KAK2550223.1	GLD2_HUMAN
OG0002945	KAK2547514.1	CEBOS_HUMAN
OG0002962	KAK2547985.1	UBL4A_HUMAN, UBL4B_HUMAN
OG0002979	KAK2548407.1, KAK2548406.1	CFA70_HUMAN
OG0002420	KAK2556045.1	MSPD2_HUMAN
OG0002436	KAK2556926.1	RN166_HUMAN, RN125_HUMAN, RN114_HUMAN
OG0002451	KAK2557971.1	CCD81_HUMAN
OG0002469	KAK2559610.1, KAK2559611.1	S47A1_HUMAN, S47A2_HUMAN
OG0002501	KAK2561359.1	SPOP_HUMAN, SPOPL_HUMAN
OG0002514	KAK2562231.1	BIG1_HUMAN, BIG2_HUMAN
OG0002531	KAK2563405.1, KAK2574207.1	POTE1_HUMAN
OG0002549	KAK2564424.1	IQGA3_HUMAN, IQGA2_HUMAN, IQGA1_HUMAN
OG0002566	KAK2565231.1, KAK2565306.1	CATA_HUMAN
OG0002582	KAK2566168.1	SNX33_HUMAN, SNX18_HUMAN
OG0002588	KAK2566454.1	SPA2L_HUMAN, SPAT2_HUMAN
OG0002604	KAK2567164.1, KAK2567165.1	PK3C3_HUMAN
OG0002621	KAK2568071.1	ASZ1_HUMAN
OG0002637	KAK2568882.1	AADAT_HUMAN
OG0002654	KAK2569551.1	NEUL_HUMAN, THOP1_HUMAN
OG0002671	KAK2570430.1	VPS41_HUMAN
OG0002709	KAK2572353.1	BTBDG_HUMAN
OG0002741	KAK2573611.1	DGKH_HUMAN, DGKD_HUMAN
OG0002757	KAK2574382.1	CHK2_HUMAN
OG0002763	KAK2574665.1	MED13_HUMAN, MD13L_HUMAN
OG0002859	KAK2552577.1	SMCA1_HUMAN, SMCA5_HUMAN
OG0002877	KAK2566760.1	GPC3_HUMAN, GPC5_HUMAN
OG0002893	KAK2574374.1	CIB4_HUMAN, CIB1_HUMAN
OG0002911	KAK2549732.1	HDAC2_HUMAN, HDAC1_HUMAN
OG0002927	KAK2568957.1	NENF_HUMAN
OG0002960	KAK2547935.1	RER1_HUMAN
OG0003014	KAK2549754.1	AIPL1_HUMAN, AIP_HUMAN
OG0003030	KAK2558303.1, KAK2558308.1, KAK2550082.1	CSPP1_HUMAN
OG0002489	KAK2560793.1	SYS1_HUMAN
OG0002505	KAK2561577.1	SOSB1_HUMAN, SOSB2_HUMAN
OG0002520	KAK2563012.1, KAK2573426.1, KAK2573864.1	SP17_HUMAN
OG0002536	KAK2563668.1	UBP47_HUMAN
OG0002553	KAK2564616.1	RGRF2_HUMAN, RGRF1_HUMAN
OG0002570	KAK2565347.1	F149A_HUMAN
OG0002586	KAK2566362.1	AT2L2_HUMAN, AT2L1_HUMAN
OG0002603	KAK2567136.1	COQ4_HUMAN
OG0002618	KAK2567909.1	RAGP1_HUMAN
OG0002634	KAK2568599.1	ARI4B_HUMAN, ARI4A_HUMAN
OG0002651	KAK2569452.1, KAK2569457.1	S38AA_HUMAN
OG0002667	KAK2570214.1	MINY3_HUMAN
OG0002683	KAK2571233.1	CAPS2_HUMAN, CAPS1_HUMAN
OG0002699	KAK2571976.1	PDIA2_HUMAN, PDIA1_HUMAN
OG0002717	KAK2572731.1	KLRF1_HUMAN, KLRF2_HUMAN, CLC2L_HUMAN, KLRG1_HUMAN
OG0002733	KAK2573381.1	SAMN1_HUMAN, SASH3_HUMAN, SASH1_HUMAN
OG0002751	KAK2574180.1	PPIL2_HUMAN
OG0002850	KAK2573646.1	SOX21_HUMAN, SOX14_HUMAN
OG0002869	KAK2573353.1	FLI1_HUMAN, ERG_HUMAN
OG0002902	KAK2554753.1	SCRT1_HUMAN, SCRT2_HUMAN
OG0002920	KAK2562803.1	RT30_HUMAN
OG0002954	KAK2547858.1	TPPC9_HUMAN
OG0002971	KAK2548224.1	NPCL1_HUMAN, NPC1_HUMAN
OG0002989	KAK2548792.1	RNF32_HUMAN
OG0002994	KAK2565530.1, KAK2548853.1, KAK2553891.1	EFC12_HUMAN
OG0003012	KAK2549720.1	GXLT2_HUMAN, GXLT1_HUMAN
OG0003028	KAK2550034.1	PGK1_HUMAN, PGK2_HUMAN
OG0003044	KAK2550429.1	PLGT2_HUMAN, PLGT3_HUMAN
OG0002568	KAK2565242.1	ROP1L_HUMAN, ROP1A_HUMAN, ROP1B_HUMAN
OG0002584	KAK2566295.1, KAK2566294.1	NOLC1_HUMAN
OG0002600	KAK2567057.1	FUBP3_HUMAN, FUBP2_HUMAN, FUBP1_HUMAN
OG0002616	KAK2567650.1	KS6A4_HUMAN, KS6A5_HUMAN
OG0002632	KAK2568427.1	APH1A_HUMAN, APH1B_HUMAN
OG0002650	KAK2569418.1	GPTC4_HUMAN
OG0002668	KAK2570399.1	NEMP1_HUMAN, NEMP2_HUMAN
OG0002685	KAK2571392.1	DUS9_HUMAN, DUS6_HUMAN, DUS7_HUMAN
OG0002700	KAK2571979.1	IT70A_HUMAN, IT70B_HUMAN
OG0002716	KAK2572710.1, KAK2572703.1	SFI1_HUMAN
OG0002732	KAK2573355.1	TBRG1_HUMAN
OG0002749	KAK2574094.1	CC92B_HUMAN, CCD92_HUMAN
OG0002846	KAK2569289.1	TSN11_HUMAN, CD151_HUMAN
OG0002861	KAK2572701.1	PP2AB_HUMAN, PP2AA_HUMAN
OG0002879	KAK2573015.1	SNPC4_HUMAN
OG0002896	KAK2563248.1, KAK2563251.1, KAK2563252.1	IOD1_HUMAN
OG0002931	KAK2546860.1, KAK2571710.1	ECI1_HUMAN
OG0002946	KAK2547618.1	MAML2_HUMAN, MAML3_HUMAN, MAML1_HUMAN
OG0002963	KAK2548115.1	PLD3A_HUMAN, PLD3B_HUMAN
OG0002999	KAK2549242.1	SMCA2_HUMAN, SMCA4_HUMAN
OG0003032	KAK2550144.1	FCHO1_HUMAN, FCHO2_HUMAN
OG0003047	KAK2550485.1	PP4P1_HUMAN, PP4P2_HUMAN
OG0003052	KAK2550678.1, KAK2550682.1, KAK2565147.1	LRMDA_HUMAN
OG0003069	KAK2551135.1	NIPA2_HUMAN, NIPA3_HUMAN
OG0003085	KAK2551717.1	ARMC8_HUMAN
OG0002594	KAK2566637.1	KCD14_HUMAN, KCTD7_HUMAN
OG0002610	KAK2567364.1, KAK2567563.1	KCMB4_HUMAN, KCMB3_HUMAN, KCMB2_HUMAN
OG0002626	KAK2568319.1, KAK2568425.1	HEXA_HUMAN, HEXB_HUMAN
OG0002643	KAK2569100.1, KAK2569099.1	PF21B_HUMAN, PF21A_HUMAN
OG0002661	KAK2570000.1	MIER1_HUMAN, MIER3_HUMAN
OG0002677	KAK2570871.1	ARH_HUMAN
OG0002692	KAK2571730.1	NOL11_HUMAN
OG0002708	KAK2572236.1	NSD2_HUMAN, NSD3_HUMAN
OG0002724	KAK2572987.1	AN34B_HUMAN, AN34A_HUMAN, AN34C_HUMAN
OG0002739	KAK2573587.1	MCF2_HUMAN, MF2L2_HUMAN, MCF2L_HUMAN
OG0002755	KAK2574347.1	TRI37_HUMAN
OG0002839	KAK2563898.1	ACTZ_HUMAN, ACTY_HUMAN
OG0002856	KAK2555977.1	CENPA_HUMAN
OG0002875	KAK2555764.1	GLT13_HUMAN, GALT1_HUMAN
OG0002891	KAK2573030.1	HELT_HUMAN
OG0002908	KAK2547238.1	DYRK3_HUMAN, DYRK2_HUMAN
OG0002926	KAK2565378.1	EGFL7_HUMAN
OG0002958	KAK2547920.1	EFHD2_HUMAN, EFHD1_HUMAN
OG0002991	KAK2548814.1	NAA10_HUMAN, NAA11_HUMAN
OG0003009	KAK2549677.1	CALX_HUMAN, CLGN_HUMAN
OG0003024	KAK2550019.1	PSMA8_HUMAN, PSA7_HUMAN
OG0003040	KAK2550316.1, KAK2559112.1, KAK2559544.1	SUSD2_HUMAN
OG0003057	KAK2550839.1	STXB4_HUMAN
OG0003074	KAK2551322.1	OCAD2_HUMAN, OCAD1_HUMAN
OG0003090	KAK2551862.1	UB2Q2_HUMAN, UB2Q1_HUMAN
OG0003106	KAK2552650.1	UBE2A_HUMAN, UBE2B_HUMAN
OG0003139	KAK2553652.1	CCHCR_HUMAN
OG0002598	KAK2566984.1	DDR2_HUMAN, DDR1_HUMAN
OG0002614	KAK2567594.1	SRBD1_HUMAN
OG0002630	KAK2568381.1	RUND1_HUMAN
OG0002647	KAK2569231.1	HORM2_HUMAN, HORM1_HUMAN
OG0002664	KAK2570069.1	CUL1_HUMAN
OG0002680	KAK2570964.1	MANEL_HUMAN, MANEA_HUMAN
OG0002686	KAK2571423.1	STAB1_HUMAN, STAB2_HUMAN
OG0002703	KAK2572086.1	I23O2_HUMAN, I23O1_HUMAN
OG0002720	KAK2572822.1	TM138_HUMAN
OG0002736	KAK2573471.1	ARHG1_HUMAN, ARHGC_HUMAN
OG0002833	KAK2550438.1	VAPA_HUMAN, VAPB_HUMAN
OG0002848	KAK2552420.1, KAK2562567.1	NEK8_HUMAN
OG0002864	KAK2553277.1	CCNB2_HUMAN
OG0002868	KAK2564751.1	E41LB_HUMAN, E41L5_HUMAN
OG0002872	KAK2566927.1	LAMC1_HUMAN, LAMC3_HUMAN
OG0002888	KAK2561643.1	NPAS3_HUMAN, NPAS1_HUMAN
OG0002905	KAK2560230.1	RAB32_HUMAN, RAB38_HUMAN
OG0002939	KAK2547197.1	DEP1B_HUMAN, DEP1A_HUMAN
OG0002957	KAK2547867.1	ASAP1_HUMAN, ASAP2_HUMAN
OG0002975	KAK2548342.1	ADRM1_HUMAN
OG0002993	KAK2548827.1, KAK2548824.1, KAK2548838.1	DCAF1_HUMAN
OG0003011	KAK2549716.1	SRCAP_HUMAN, EP400_HUMAN, E400N_HUMAN
OG0003027	KAK2550032.1	AUXI_HUMAN, GAK_HUMAN
OG0003043	KAK2550428.1	SHP1L_HUMAN, SHCBP_HUMAN
OG0003061	KAK2550944.1, KAK2550945.1	ACPH_HUMAN
OG0003077	KAK2551455.1	TBE_HUMAN
OG0003110	KAK2552882.1	S39A1_HUMAN, S39A3_HUMAN
OG0003127	KAK2553171.1	DBND2_HUMAN, DTBP1_HUMAN
OG0002602	KAK2567099.1	PIPNA_HUMAN, PIPNB_HUMAN
OG0002619	KAK2567941.1, KAK2567935.1	MALT1_HUMAN
OG0002636	KAK2568802.1	GLUCM_HUMAN
OG0002670	KAK2570427.1	EPC2_HUMAN, EPC1_HUMAN
OG0002687	KAK2571449.1	ATX7_HUMAN, AT7L2_HUMAN, AT7L1_HUMAN
OG0002701	KAK2572004.1	ATPF2_HUMAN
OG0002718	KAK2572742.1	RNF37_HUMAN
OG0002748	KAK2573809.1	RNBP6_HUMAN, IPO5_HUMAN
OG0002847	KAK2568489.1, KAK2569209.1	OPN4_HUMAN
OG0002863	KAK2550500.1, KAK2559575.1	ARSI_HUMAN, ARSJ_HUMAN
OG0002881	KAK2572935.1	ZN672_HUMAN, ZFP62_HUMAN
OG0002897	KAK2563315.1	KIF4A_HUMAN, KIF4B_HUMAN
OG0002901	KAK2571454.1	SNAI1_HUMAN, ZNF32_HUMAN
OG0002919	KAK2562296.1	PIWL4_HUMAN, PIWL1_HUMAN
OG0002951	KAK2547792.1	MTX3_HUMAN, MTX1_HUMAN
OG0002984	KAK2548638.1	NAA15_HUMAN, NAA16_HUMAN
OG0002988	KAK2548785.1	NMT1_HUMAN, NMT2_HUMAN
OG0003006	KAK2549641.1, KAK2549637.1	VAS1L_HUMAN, VAS1_HUMAN
OG0003022	KAK2549971.1	T53I2_HUMAN, T53I1_HUMAN
OG0003037	KAK2550284.1	MORC4_HUMAN, MORC3_HUMAN
OG0003054	KAK2550786.1	IP3KA_HUMAN, IP3KC_HUMAN
OG0003058	KAK2567616.1, KAK2550840.1	MFSD8_HUMAN
OG0003073	KAK2551305.1	PPM1H_HUMAN, PPM1J_HUMAN
OG0003088	KAK2551845.1, KAK2551776.1	MALR1_HUMAN
OG0003104	KAK2552636.1	AKA7A_HUMAN, AKA7G_HUMAN
OG0003119	KAK2553005.1	RPGP2_HUMAN, RPGP1_HUMAN
OG0003136	KAK2553396.1	DACH2_HUMAN, DACH1_HUMAN
OG0003152	KAK2553902.1	C56D1_HUMAN, C56D2_HUMAN
OG0002731	KAK2573345.1	ANR42_HUMAN
OG0002747	KAK2573771.1	HAUS5_HUMAN
OG0002835	KAK2572660.1, KAK2572644.1	DYH1_HUMAN
OG0002851	KAK2555384.1	ANKL1_HUMAN
OG0002867	KAK2572565.1	PPR3B_HUMAN, PPR3C_HUMAN
OG0002884	KAK2558003.1, KAK2558007.1, KAK2558136.1	P5CR3_HUMAN
OG0002900	KAK2573779.1	ARF5_HUMAN, ARF4_HUMAN
OG0002918	KAK2561581.1	CDKL1_HUMAN, CDKL4_HUMAN
OG0002950	KAK2547754.1, KAK2558755.1	NTM1A_HUMAN
OG0002966	KAK2548138.1	MYLIP_HUMAN
OG0002982	KAK2548589.1, KAK2551081.1	CFA61_HUMAN
OG0003000	KAK2549255.1, KAK2549250.1	CWC27_HUMAN
OG0003017	KAK2566344.1, KAK2549866.1, KAK2571876.1	EIF3L_HUMAN
OG0003033	KAK2550186.1	RNF11_HUMAN
OG0003049	KAK2550555.1, KAK2550557.1	TTC36_HUMAN
OG0003066	KAK2551071.1	C1TM_HUMAN, C1TC_HUMAN
OG0003082	KAK2551677.1, KAK2551678.1	PGAP2_HUMAN
OG0003099	KAK2552584.1	RB33A_HUMAN, RB33B_HUMAN
OG0003116	KAK2552950.1	GBRAP_HUMAN, GBRL1_HUMAN
OG0003134	KAK2553343.1, KAK2553387.1	FDXA1_HUMAN
OG0003151	KAK2553869.1	SOS1_HUMAN, SOS2_HUMAN
OG0003166	KAK2554298.1	CG057_HUMAN
OG0003185	KAK2555025.1	SNX30_HUMAN, SNX7_HUMAN
OG0002633	KAK2568441.1	NCKPL_HUMAN, NCKP1_HUMAN
OG0002672	KAK2570515.1	IMA6_HUMAN, IMA5_HUMAN, IMA7_HUMAN
OG0002688	KAK2571455.1	STRP1_HUMAN, STRP2_HUMAN
OG0002704	KAK2572151.1	HPSE2_HUMAN, HPSE_HUMAN
OG0002721	KAK2572834.1	LRC71_HUMAN
OG0002737	KAK2573486.1	UBP28_HUMAN, UBP25_HUMAN
OG0002753	KAK2574260.1	FR1L6_HUMAN, OTOF_HUMAN
OG0002836	KAK2551061.1, KAK2571028.1	DYH6_HUMAN
OG0002852	KAK2554128.1, KAK2554129.1, KAK2566670.1	CA5BL_HUMAN
OG0002870	KAK2573597.1, KAK2573601.1	RPA12_HUMAN
OG0002886	KAK2556228.1	SET1A_HUMAN, SET1B_HUMAN
OG0002904	KAK2553763.1, KAK2555399.1, KAK2555401.1	RNF26_HUMAN
OG0002922	KAK2572163.1	SFXN3_HUMAN, SFXN1_HUMAN
OG0002955	KAK2547862.1	AIG1_HUMAN
OG0002972	KAK2548245.1	PHTF2_HUMAN, PHTF1_HUMAN
OG0003025	KAK2550025.1	S18L2_HUMAN
OG0003041	KAK2550352.1	AP3B2_HUMAN, AP3B1_HUMAN
OG0003059	KAK2550857.1	CHIC2_HUMAN, CHIC1_HUMAN
OG0003075	KAK2551402.1	UVRAG_HUMAN
OG0003124	KAK2553085.1	ZDHC3_HUMAN, ZDHC7_HUMAN
OG0003190	KAK2555298.1	GBA1_HUMAN
OG0003209	KAK2556194.1	MTMR4_HUMAN, MTMR3_HUMAN
OG0002691	KAK2571660.1	PDXD2_HUMAN, PDXD1_HUMAN
OG0002706	KAK2572222.1	GOG7B_HUMAN, GOGA7_HUMAN
OG0002722	KAK2572862.1	ABRX2_HUMAN, ABRX1_HUMAN
OG0002754	KAK2574273.1	NFYC_HUMAN
OG0002837	KAK2553509.1, KAK2553507.1, KAK2553611.1, KAK2553616.1	LY6D_HUMAN
OG0002853	KAK2572430.1	BARH1_HUMAN, BARH2_HUMAN
OG0002871	KAK2548696.1	NCKX2_HUMAN, NCKX1_HUMAN
OG0002887	KAK2556297.1	SMTL1_HUMAN
OG0002903	KAK2562163.1	STT3B_HUMAN
OG0002952	KAK2547796.1	UB2R2_HUMAN, UB2R1_HUMAN
OG0002967	KAK2548154.1	LGUL_HUMAN
OG0002983	KAK2548596.1	NTPCR_HUMAN
OG0003001	KAK2549521.1	CCNJ_HUMAN, CCNJL_HUMAN
OG0003035	KAK2550239.1, KAK2550286.1	RHG20_HUMAN
OG0003051	KAK2550677.1	ZN703_HUMAN, ZN503_HUMAN
OG0003068	KAK2551107.1	SGT1_HUMAN
OG0003084	KAK2551715.1, KAK2551718.1	CD180_HUMAN, TLR4_HUMAN
OG0003101	KAK2552603.1	DDX11_HUMAN, D11L8_HUMAN, DDX12_HUMAN
OG0003135	KAK2553381.1	RHG26_HUMAN, RHG10_HUMAN
OG0003153	KAK2553925.1	RBNS5_HUMAN
OG0003167	KAK2554436.1	TOP1_HUMAN, TOP1M_HUMAN
OG0003184	KAK2555003.1	CALR_HUMAN
OG0003203	KAK2555980.1	FREM3_HUMAN, FREM2_HUMAN
OG0003221	KAK2567954.1, KAK2556666.1	APOB_HUMAN
OG0003240	KAK2557354.1	CCNL1_HUMAN, CCNL2_HUMAN
OG0003268	KAK2558078.1	OCRL_HUMAN, I5P2_HUMAN
OG0002696	KAK2571929.1	MGRN1_HUMAN, RN157_HUMAN
OG0002730	KAK2573311.1	WWTR1_HUMAN, YAP1_HUMAN
OG0002746	KAK2573712.1	DDX6_HUMAN
OG0002762	KAK2574465.1	NIPS2_HUMAN, NIPS1_HUMAN
OG0002843	KAK2554226.1	WNT3_HUMAN, WNT3A_HUMAN
OG0002849	KAK2566483.1	KLHL2_HUMAN, KLHL3_HUMAN
OG0002866	KAK2564950.1	KAT7_HUMAN
